고객번호,총구매액,구매빈도,최근구매일
11517,7526435.0,1509,2
11518,16043844.0,942,6
11519,15424603.0,2371,3
11520,82286212.0,503,3
11521,24956922.0,4325,2
11522,11695162.0,1430,6
11523,19046713.0,2170,5
11524,10085537.0,1746,4
11525,29778438.0,1823,6
11526,17001314.0,2480,2
11527,18722714.0,1066,3
11528,55234386.0,649,7
11529,12099369.0,1380,2
11530,7641848.0,2511,2
11531,12267970.0,1565,2
11532,8014332.0,2082,2
11533,10366271.0,1281,6
11534,10925622.0,1934,2
11535,9528254.0,981,2
11536,35563899.0,504,2
11537,18289649.0,2421,2
11538,12559715.0,915,2
11539,12181254.0,840,2
11540,24568242.0,1634,3
11541,11398100.0,1858,4
11543,34831585.0,2022,2
11544,13275000.0,691,7
11545,16306899.0,1993,2
11546,17027253.0,1933,6
11547,12426056.0,1634,2
11548,8580376.0,808,2
11549,11064735.0,1922,2
11550,6963391.0,2006,3
11551,13705306.0,1384,4
11552,9175034.0,2236,2
11553,11070612.0,2259,2
11554,14509647.0,1295,2
11555,10176149.0,1494,2
11556,20172323.0,608,6
11557,29016378.0,1034,12
11558,18131378.0,1724,7
11559,7429579.0,1651,3
11560,20703617.0,910,2
11561,11494063.0,2366,3
11562,12823717.0,2922,2
11563,20811444.0,1122,2
11564,9071042.0,1075,3
11565,9780535.0,1966,2
11566,7729598.0,1384,2
11567,4108884.0,534,2
11568,14580661.0,1897,6
11569,10999440.0,1354,2
11570,12515845.0,2704,2
11571,22779511.0,685,2
11572,13865880.0,1672,2
11573,11835178.0,1834,7
11574,8242914.0,1783,4
11575,6369588.0,1461,2
11577,7373931.0,1760,2
11578,11865256.0,2115,2
11579,10477230.0,2949,2
11580,11905305.0,1719,2
11581,14631203.0,1234,2
11582,17979082.0,612,2
11583,6554774.0,1843,2
11584,11325809.0,1538,6
11585,20514416.0,524,12
11586,24174085.0,4053,2
11587,8327053.0,1505,2
11588,59266448.0,789,12
11589,22635570.0,2167,4
11590,14763780.0,2106,3
11591,37734708.0,460,3
11592,8123793.0,2068,3
11593,12995508.0,1027,2
11594,11684269.0,2535,2
11595,24906633.0,1812,2
11596,8291294.0,1186,4
11597,18114193.0,1860,3
11598,18143431.0,3380,2
11599,6439551.0,1657,2
11600,16335704.0,1418,4
11601,10287032.0,1234,2
11602,12396294.0,1964,4
11603,119737308.0,590,3
11604,114298209.0,537,4
11605,6751731.0,1379,2
11606,20763689.0,1288,2
11607,12946838.0,1044,3
11608,22951507.0,351,3
11609,10244744.0,1499,3
11610,20463400.0,1549,4
11611,9808269.0,2126,3
11612,10109930.0,2184,3
11613,6598719.0,1564,2
11614,6742065.0,126,35
11615,16383524.0,520,4
11616,45510970.0,698,2
11617,10869236.0,1591,2
11618,21955547.0,1002,2
11619,13192651.0,1443,2
11620,13034485.0,1885,2
11621,29121506.0,1094,3
11622,10704468.0,1925,4
11623,8986210.0,1345,2
11624,16580418.0,2100,2
11625,137889002.0,1182,2
11626,11634527.0,1014,8
11627,7228062.0,593,7
11628,52640835.0,490,2
11629,14603845.0,2222,4
11630,6331404.0,1439,2
11632,10638913.0,1713,2
11633,15972247.0,2729,3
11634,8916169.0,729,4
11635,8009653.0,734,2
11636,15774950.0,985,2
11637,11095465.0,1589,2
11638,8454060.0,1242,2
11639,10148262.0,1818,3
11640,10175910.0,1546,4
11641,5285393.0,1252,2
11642,15988471.0,2752,2
11643,6766837.0,1332,6
11644,8707445.0,826,26
11645,11086496.0,2343,2
11646,26907211.0,2465,2
11647,4147766.0,863,3
11648,463503.0,33,44
11649,11985804.0,1503,2
11650,14904844.0,1163,2
11651,8267996.0,2056,2
11652,9464293.0,2424,4
11653,4991266.0,280,8
11655,9247640.0,1314,3
11656,6131215.0,489,2
11657,26766078.0,718,2
11658,32086123.0,3017,2
11659,32136480.0,824,3
11660,8189341.0,1492,2
11661,6143859.0,1165,6
11662,51021519.0,1219,4
11663,9957862.0,1355,2
11664,16190296.0,2123,2
11665,14666095.0,1378,3
11666,14739111.0,2068,6
11667,12274500.0,1376,6
11668,8146018.0,1576,2
11669,8767985.0,1145,4
11670,33838431.0,1231,2
11671,5055416.0,1108,2
11672,18158281.0,1104,6
11673,16563818.0,1803,2
11674,19117697.0,2102,2
11675,6825061.0,992,2
11676,11398437.0,1654,3
11677,14410110.0,1595,3
11678,509109973.0,1717,7
11679,9909706.0,727,2
11680,213021780.0,667,10
11681,31841282.0,702,13
11682,13223119.0,1559,2
11683,7451496.0,995,3
11684,5325572.0,1391,2
11685,19792068.0,1283,2
11686,8006450.0,1497,6
11687,19279622.0,1443,2
11688,18787601.0,622,4
11689,15581851.0,1913,2
11690,18958562.0,1888,12
11691,14556253.0,1782,6
11692,6120937.0,1803,2
11693,16371210.0,3286,2
11694,5989403.0,713,2
11695,32998180.0,344,2
11696,5745918.0,1332,2
11697,11540487.0,662,6
11698,6195630.0,1083,6
11699,20139976.0,2852,3
11700,10202527.0,965,3
11701,21080927.0,1065,2
11702,13939083.0,1986,3
11703,38366878.0,808,2
11704,50532078.0,702,7
11705,15191761.0,769,3
11706,13717789.0,687,7
11707,9347326.0,2257,2
11708,30016984.0,1082,2
11709,12783338.0,777,6
11710,5813034.0,1285,2
11711,11921718.0,1000,3
11712,20007430.0,2690,4
11713,48379012.0,537,3
11714,44354119.0,857,3
11715,8252957.0,1436,2
11716,16279887.0,965,2
11717,12742005.0,726,2
11718,30355296.0,1077,2
11719,10287468.0,2177,2
11720,16607357.0,2746,7
11721,5052350.0,611,4
11722,7661524.0,1244,2
11723,16966538.0,2391,2
11724,21909039.0,2825,2
11725,10741021.0,1987,2
11726,12016020.0,1192,13
11728,31130344.0,1226,2
11729,11941259.0,2708,3
11730,18291611.0,2021,3
11731,5789294.0,485,3
11732,50226829.0,1157,3
11733,18191921.0,2024,2
11734,15277668.0,1521,2
11735,9167247.0,1204,4
11736,9010617.0,1831,2
11737,48408847.0,1217,3
11738,20743720.0,1128,7
11739,12417085.0,2914,2
11740,13432827.0,1561,3
11741,10581749.0,1404,2
11742,18462933.0,428,10
11743,5130788.0,1515,6
11744,11154311.0,1916,6
11745,87732183.0,1205,7
11746,8151871.0,291,2
11747,22468723.0,1726,10
11748,87289064.0,1509,3
11749,58704701.0,665,3
11750,6702532.0,2175,2
11751,12779335.0,1831,4
11752,7541713.0,825,2
11753,5868328.0,933,8
11754,12162331.0,2207,2
11755,19067065.0,681,2
11756,52518179.0,438,3
11757,7737023.0,1650,3
11758,9376534.0,1653,7
11759,13605730.0,900,6
11760,83310392.0,569,8
11761,14803544.0,2003,5
11762,20699101.0,898,8
11763,948773833.0,646,11
11764,20602119.0,686,2
11765,21455710.0,1994,8
11766,10580334.0,1603,2
11767,24944422.0,3348,2
11768,14699795.0,1573,2
11769,25896235.0,2500,2
11770,30352379.0,2039,2
11771,21419866.0,1409,10
11772,8921321.0,931,4
11773,5922265.0,676,7
11774,129182422.0,1138,8
11775,31759972.0,538,7
11776,7418145.0,1228,3
11777,11031856.0,1305,3
11778,51055373.0,507,3
11779,10516041.0,994,12
11780,5898224.0,959,7
11781,8219323.0,951,3
11782,17412813.0,1668,3
11783,76275819.0,563,8
11784,8799078.0,2020,3
11785,4911124.0,1203,2
11786,4957700.0,1549,6
11787,18606552.0,2602,3
11788,66160784.0,435,9
11789,10112778.0,1117,11
11790,30914918.0,1543,3
11791,7323234.0,827,3
11792,40256182.0,866,2
11793,11847410.0,899,2
11794,12260472.0,1883,2
11795,12841089.0,629,2
11796,22228243.0,2101,2
11797,7751969.0,1300,2
11798,12437280.0,2228,3
11799,10172116.0,806,9
11800,39524633.0,705,7
11801,8298402.0,1514,2
11802,28059230.0,2223,3
11803,10873428.0,1394,3
11804,9817616.0,1168,2
11805,4119242.0,775,2
11806,7667406.0,1111,9
11807,24673811.0,1738,9
11808,7127900.0,881,2
11809,7076839.0,965,2
11810,8259842.0,1829,2
11811,12971276.0,2255,2
11812,7925951.0,597,3
11813,14176692.0,2147,2
11814,13607714.0,1355,4
11815,13804308.0,1324,7
11816,5721897.0,1390,3
11817,30626567.0,3041,2
11818,47131413.0,479,3
11819,14828116.0,1615,3
11820,10399667.0,1219,2
11821,6663157.0,1437,2
11822,7507792.0,1265,7
11823,11251053.0,900,2
11824,9014321.0,2148,7
11825,14298463.0,2741,2
11826,14018595.0,2346,3
11827,23808458.0,1465,2
11828,67544619.0,643,3
11829,63106311.0,1434,6
11830,13141966.0,1227,7
11831,13594766.0,1673,2
11832,19185440.0,1245,4
11833,39990058.0,840,3
11834,16707252.0,665,16
11835,35569510.0,2408,3
11836,40734028.0,1005,3
11837,50833378.0,1629,4
11838,14737076.0,1504,7
11839,9240498.0,1294,3
11840,6607781.0,1342,2
11841,22568598.0,1139,2
11842,6727561.0,1381,3
11843,29421475.0,708,7
11844,9341960.0,1837,3
11845,11175740.0,1386,3
11846,17541031.0,1880,6
11847,16609532.0,2098,2
11848,8230821.0,1373,4
11849,15105079.0,2114,4
11850,8073202.0,1221,2
11851,7475670.0,1508,2
11852,16961248.0,1874,2
11853,17208510.0,3478,2
11854,4399121.0,785,2
11855,7072164.0,1297,2
11856,12132808.0,1202,2
11857,8249840.0,2394,3
11859,9923693.0,508,19
11860,20787302.0,881,3
11861,20293260.0,545,9
11862,23598124.0,729,7
11863,6038062.0,1496,2
11864,4940072.0,801,2
11865,8336025.0,1407,2
11866,18011340.0,1284,4
11867,11411981.0,1799,3
11869,7585741.0,1635,6
11870,9681009.0,1698,2
11871,14669044.0,2283,2
11872,3090628.0,741,6
11873,8730688.0,1351,2
11874,9076509.0,1099,3
11875,6605786.0,852,6
11876,42697255.0,3172,3
11877,17725283.0,2520,3
11878,20330437.0,1258,3
11879,12244822.0,1828,4
11880,37522029.0,1238,7
11881,15023780.0,1385,3
11882,6490785.0,741,2
11883,14231926.0,513,9
11884,8993178.0,327,7
11885,28055737.0,1456,4
11886,11957695.0,1337,6
11887,11768725.0,1839,3
11888,19738819.0,1640,6
11889,7567072.0,1223,3
11890,28369530.0,691,2
11891,13182683.0,2048,2
11892,70659546.0,863,3
11893,12291480.0,702,2
11895,6121211.0,1971,2
11896,12487867.0,1607,3
11897,10699978.0,199,10
11898,10781953.0,2492,3
11899,16066684.0,432,13
11900,6600929.0,2072,2
11901,9042693.0,492,3
11902,11914530.0,2196,2
11903,114095083.0,554,10
11904,10615812.0,1618,9
11905,71138718.0,454,4
11906,11828406.0,2265,2
11907,10558013.0,1532,3
11908,19016850.0,3005,2
11909,39727730.0,1883,2
11910,13256047.0,1330,7
11911,30277823.0,2224,2
11912,8009096.0,703,3
11913,59551303.0,1291,2
11914,18499633.0,2797,7
11915,7155318.0,969,2
11916,5361808.0,1931,2
11917,14524465.0,1308,2
11918,17372066.0,1008,2
11919,18756602.0,1659,9
11920,20505634.0,1424,3
11921,29110109.0,654,10
11922,29587674.0,607,2
11923,6414189.0,1741,11
11924,89316919.0,500,2
11925,8905870.0,1497,3
11926,8191281.0,955,2
11927,18195155.0,807,3
11928,22058515.0,1003,3
11929,7538555.0,538,3
11930,5923776.0,1280,2
11931,7456026.0,1126,2
11932,13228093.0,532,3
11933,14618159.0,829,7
11934,41999342.0,624,2
11935,52246681.0,1889,2
11936,21003572.0,2188,2
11937,12613206.0,1203,2
11938,18700225.0,1762,8
11939,7506012.0,1649,3
11940,14844619.0,1304,2
11941,21171872.0,1030,3
11942,6660880.0,1935,3
11943,88024572.0,1064,2
11944,9752177.0,2060,2
11945,11681956.0,1548,3
11946,3262440.0,868,2
11947,11206411.0,2123,3
11948,79527944.0,710,2
11949,12117988.0,2503,2
11950,11715322.0,850,2
11952,15482974.0,1658,2
11953,9937542.0,1161,4
11954,9433693.0,798,6
11955,17075175.0,1812,3
11956,13919936.0,863,2
11957,6533986.0,915,2
11958,15851041.0,2492,3
11959,26398026.0,885,9
11960,8653687.0,1920,2
11961,75985103.0,601,3
11962,10435382.0,1116,6
11963,13507478.0,2650,3
11964,21199368.0,2396,2
11965,31446517.0,1397,2
11966,93833278.0,683,8
11967,11206126.0,492,2
11968,10918876.0,1076,3
11969,7978124.0,1499,4
11970,34344531.0,485,7
11971,13554377.0,1107,2
11972,11306684.0,1222,3
11973,6902962.0,987,2
11974,8795253.0,2687,2
11975,3733572.0,917,2
11976,10383509.0,460,4
11977,9718179.0,1139,4
11978,14365059.0,2835,2
11979,12446659.0,669,5
11980,15190432.0,682,22
11981,15734112.0,1554,2
11982,7808099.0,1293,2
11983,8099345.0,2144,3
11984,5420885.0,2176,2
11985,9474001.0,1254,6
11986,6778764.0,1521,7
11987,30269935.0,657,7
11988,17299421.0,735,2
11989,10119780.0,1093,2
11990,9571848.0,925,6
11991,19511327.0,2239,3
11992,8751588.0,2155,2
11993,8826418.0,1817,7
11994,22922489.0,1830,9
11995,9236200.0,1079,3
11996,13811802.0,1903,2
11997,12411381.0,1233,3
11998,10986227.0,1921,3
11999,15871536.0,1556,4
12000,4780667.0,1244,6
12001,11481900.0,2368,3
12002,11719128.0,3243,2
12003,38501920.0,855,3
12004,9555059.0,940,21
12005,27026957.0,951,6
12006,40200067.0,1085,7
12007,15505634.0,597,10
12008,24447201.0,914,15
12009,59877073.0,692,3
12010,6594403.0,553,4
12011,17105029.0,1990,2
12012,14438820.0,1818,3
12013,34715990.0,1101,2
12014,12129935.0,1817,7
12015,6298359.0,1733,2
12016,11419157.0,1017,4
12017,27272198.0,615,2
12018,10595390.0,2098,2
12019,22211490.0,854,3
12020,7002199.0,1383,2
12021,11982507.0,1936,7
12022,9088428.0,1219,3
12023,13365125.0,688,2
12024,30947271.0,2926,2
12025,17200512.0,496,6
12026,6548142.0,1097,2
12027,17826920.0,2260,7
12028,12984331.0,492,9
12029,9065357.0,1545,2
12030,45096527.0,728,2
12031,11512607.0,788,3
12032,21208587.0,2402,7
12033,31223313.0,285,2
12034,77487887.0,1448,2
12035,17770499.0,1963,8
12036,38312574.0,938,7
12037,70808098.0,1622,3
12038,71765643.0,917,3
12039,7110000.0,1550,4
12040,9427238.0,1077,2
12041,14683851.0,1306,7
12042,15463747.0,616,4
12043,40022352.0,653,3
12044,14530745.0,1208,3
12045,13013951.0,1939,4
12046,6968734.0,149,19
12047,6103128.0,1799,3
12048,14451218.0,1773,7
12049,11353006.0,1397,2
12050,10030912.0,1434,4
12051,4455616.0,1022,2
12052,58275495.0,514,2
12053,17448494.0,907,3
12054,23205276.0,2751,3
12055,15661856.0,2515,2
12056,20471977.0,1988,7
12057,2024171.0,722,2
12058,33692031.0,794,2
12059,67802275.0,907,4
12060,38795890.0,639,10
12061,9947210.0,1395,2
12062,12739984.0,2038,3
12063,5859847.0,894,2
12064,53815154.0,547,4
12065,9026349.0,619,2
12066,15390027.0,2338,6
12067,4558385.0,950,3
12068,10681033.0,1509,2
12069,29284702.0,1238,4
12070,7329043.0,1335,2
12071,16044133.0,1133,7
12072,8797840.0,1878,7
12073,189481886.0,751,2
12074,14816912.0,639,2
12075,46823209.0,614,7
12076,10260832.0,816,7
12078,19643905.0,649,3
12079,31441955.0,932,3
12080,9553345.0,1875,3
12081,95534195.0,480,3
12082,9226856.0,1171,2
12083,3449568.0,700,6
12084,44023624.0,486,8
12085,96983147.0,799,6
12086,6659427.0,1065,3
12087,7070791.0,1070,2
12088,8287312.0,1467,3
12089,17391880.0,3316,2
12090,22353643.0,1028,7
12091,10810688.0,1698,3
12092,8600616.0,1268,9
12093,41909895.0,912,4
12094,15215745.0,1502,2
12095,23770254.0,701,3
12096,12609514.0,2362,2
12097,10719870.0,941,3
12098,4379616.0,1124,3
12099,11940634.0,2186,2
12100,40848020.0,884,2
12101,17457368.0,1250,2
12102,19584786.0,2239,2
12103,14328188.0,3266,2
12104,9421494.0,1625,3
12105,11623668.0,1695,2
12106,8419111.0,920,6
12107,26410759.0,4014,7
12108,8499466.0,2432,2
12109,15254914.0,1051,4
12110,32241810.0,778,2
12111,24332081.0,1921,7
12112,11674307.0,2191,3
12113,7656231.0,1737,2
12114,26259301.0,1447,2
12115,8298572.0,1677,2
12116,80593957.0,574,3
12117,11659866.0,494,28
12118,20238849.0,1523,2
12119,15740209.0,2686,7
12120,20020527.0,555,2
12121,11230744.0,1936,2
12122,16015250.0,3261,2
12123,14118780.0,945,2
12124,11520183.0,1020,4
12125,10414040.0,2308,2
12126,11627825.0,107,17
12127,32420247.0,606,2
12128,9122395.0,2307,6
12129,51045688.0,1123,3
12130,13377756.0,462,8
12131,17054237.0,1882,2
12132,23556178.0,675,12
12133,45293156.0,1154,9
12134,17389383.0,475,3
12135,256080275.0,951,3
12137,10309645.0,1520,9
12138,17093415.0,486,2
12139,36752796.0,735,3
12140,128913030.0,765,2
12141,8026098.0,1426,4
12142,12201390.0,999,7
12143,7086436.0,2082,2
12144,15337359.0,1836,2
12145,38541595.0,904,2
12146,17752174.0,721,3
12147,50936972.0,1895,2
12148,15415052.0,726,7
12149,11657552.0,1921,3
12150,5769151.0,1548,2
12151,108709177.0,572,6
12152,12846585.0,2047,2
12153,13290755.0,2056,2
12154,10197070.0,1271,2
12155,17472573.0,1332,5
12156,10906058.0,1047,9
12157,94481912.0,1453,11
12158,35372779.0,1917,6
12159,11793269.0,2120,6
12160,8602197.0,903,4
12161,21662118.0,3011,21
12162,31493938.0,2781,3
12163,3095911.0,669,3
12164,5700246.0,551,6
12165,12737022.0,786,2
12167,19277305.0,2103,2
12168,25933942.0,3141,7
12169,18938329.0,2016,6
12170,12812295.0,2135,2
12171,13709751.0,443,2
12172,23555108.0,3450,3
12173,18934035.0,792,2
12174,8726069.0,1357,2
12175,25959883.0,1667,3
12176,8470828.0,1664,2
12177,28328220.0,897,2
12178,15375414.0,2595,2
12179,9989195.0,1324,2
12180,8348733.0,555,7
12181,22842518.0,2242,2
12183,8517265.0,1138,3
12184,7362285.0,1311,3
12185,4504789.0,592,14
12186,26704394.0,734,2
12187,4709892.0,1224,2
12188,5253411.0,832,4
12189,7204727.0,1133,4
12190,21002143.0,642,4
12191,112977415.0,959,4
12192,25057454.0,1806,2
12193,12047403.0,1520,6
12194,14562680.0,725,2
12195,7309285.0,1523,2
12196,6064829.0,868,2
12197,10103016.0,1918,2
12198,7505869.0,1013,3
12199,6472061.0,2095,3
12200,62399305.0,1381,4
12201,7638805.0,1317,2
12202,8979860.0,1017,6
12203,70037076.0,537,3
12204,10480390.0,2509,3
12205,22148133.0,1865,2
12206,115174407.0,544,3
12207,18598724.0,468,6
12208,58668654.0,670,2
12209,7476692.0,781,8
12210,30999629.0,447,2
12211,31755788.0,1958,6
12212,74628129.0,1243,2
12213,16183954.0,2433,2
12214,48574018.0,449,4
12215,17322035.0,1093,6
12216,17246928.0,2130,6
12217,10793673.0,2222,3
12218,125863291.0,978,7
12219,46664782.0,1220,2
12220,24797255.0,1683,3
12221,40510839.0,849,15
12222,12494315.0,1267,3
12223,9094895.0,1339,7
12224,9088362.0,401,7
12225,14361207.0,1257,3
12226,50733763.0,552,4
12227,12398541.0,1681,2
12228,22320935.0,1126,4
12229,9779634.0,1365,7
12230,137201289.0,916,3
12231,10779219.0,1704,7
12232,16344098.0,1694,2
12233,9848235.0,855,3
12234,11921482.0,2587,3
12235,7869157.0,759,4
12236,11933353.0,711,3
12237,19135260.0,572,2
12238,5956758.0,1720,2
12239,44055497.0,973,2
12240,45293135.0,699,3
12241,60073580.0,1033,8
12243,10073685.0,1566,2
12244,14454113.0,1368,3
12245,7184239.0,769,3
12246,12911538.0,699,9
12247,28127182.0,675,2
12248,16140305.0,3729,2
12249,11584157.0,607,2
12250,21933180.0,899,2
12251,5787032.0,1858,2
12252,6543150.0,1014,4
12254,8365398.0,1376,3
12255,83533763.0,1025,2
12256,10864182.0,691,2
12257,16730869.0,4258,6
12258,9881413.0,1025,2
12259,63946909.0,1066,2
12260,8696425.0,782,2
12261,5468155.0,923,3
12262,9746814.0,1917,3
12263,11361284.0,684,8
12264,46352398.0,2179,2
12265,8899310.0,1261,2
12266,8858649.0,2297,4
12267,18891566.0,1446,2
12268,75659841.0,1181,6
12269,12963634.0,598,2
12270,11853695.0,666,3
12271,7592529.0,1082,2
12272,7773312.0,1231,2
12273,22560537.0,1418,11
12275,20502632.0,2757,3
12276,27274850.0,737,2
12277,14370283.0,1290,3
12278,8329619.0,1080,6
12279,16497174.0,3197,2
12280,11041414.0,2229,2
12281,7089820.0,1282,3
12282,23347214.0,804,8
12283,8947040.0,762,6
12284,7243836.0,1804,2
12285,11521463.0,2460,2
12286,8105168.0,1205,7
12287,9223531.0,2384,2
12288,13304636.0,2675,8
12289,26610740.0,838,7
12290,30269792.0,817,3
12292,10304694.0,497,8
12293,12271072.0,1229,3
12294,13566378.0,1745,2
12295,20458556.0,1553,2
12296,13734632.0,817,3
12297,31557223.0,535,12
12298,2455496.0,919,7
12299,34118902.0,357,37
12300,8871315.0,2163,3
12301,33462371.0,1740,4
12302,23072436.0,1646,2
12303,13594830.0,1039,3
12304,8831008.0,1159,3
12305,10732889.0,2685,3
12306,27749472.0,1066,8
12307,27054581.0,2795,3
12308,10597856.0,1696,2
12309,13614512.0,1749,3
12310,16791212.0,3557,8
12311,5556043.0,1557,2
12312,26306597.0,557,4
12313,17379140.0,797,3
12314,14526793.0,1479,2
12315,16280659.0,1394,2
12316,6985486.0,1194,2
12317,240686480.0,517,35
12318,11077846.0,1991,3
12319,57806545.0,1202,4
12320,7504089.0,1086,33
12321,22856293.0,604,8
12322,6885112.0,1302,2
12323,13873859.0,2437,2
12324,17100456.0,1811,2
12325,8851629.0,2030,2
12326,74946504.0,788,2
12327,7238463.0,1914,7
12328,37271158.0,585,7
12329,12300195.0,1505,3
12330,12847580.0,1728,7
12331,13567479.0,1173,2
12332,38343917.0,724,2
12333,5729477.0,725,2
12334,12764734.0,1446,2
12335,8051535.0,1077,2
12336,8139326.0,1568,2
12337,8684496.0,1922,2
12338,20084242.0,1955,2
12339,40969744.0,460,8
12340,7524989.0,469,2
12341,17630687.0,889,3
12342,12737103.0,2485,2
12343,16736263.0,2527,2
12344,6026963.0,1232,2
12345,15087198.0,3362,3
12346,54182777.0,498,3
12347,12389237.0,1869,6
12348,9795821.0,2027,2
12349,5769884.0,2240,3
12350,8847026.0,1175,2
12351,11106810.0,2599,2
12352,6843722.0,764,2
12353,1803073.0,294,8
12354,9636427.0,1565,2
12355,9666664.0,1892,2
12356,5258824.0,1635,13
12357,66705871.0,796,4
12358,4773487.0,243,2
12359,12934264.0,706,16
12360,7676375.0,2347,2
12361,9730258.0,821,42
12362,72965716.0,539,4
12363,7385667.0,1204,3
12364,8893656.0,1642,2
12365,12719087.0,838,2
12366,18717357.0,2319,7
12367,40457997.0,506,2
12368,11442239.0,2077,3
12369,14438243.0,2093,4
12370,9624199.0,1123,4
12371,9848828.0,1524,2
12372,6090575.0,825,2
12373,10268055.0,1481,6
12374,10617995.0,1245,2
12375,12215940.0,1295,3
12376,10524008.0,708,3
12377,11958333.0,867,3
12378,36831243.0,543,10
12379,11184749.0,1682,2
12380,20303258.0,1239,2
12381,58906823.0,862,2
12382,18996908.0,2177,2
12383,11920470.0,1528,3
12384,5715371.0,1891,3
12385,15848413.0,2963,7
12386,17811754.0,573,9
12387,14765177.0,778,3
12388,10026907.0,2689,7
12389,7859583.0,1024,2
12390,10421891.0,2379,2
12392,100699145.0,483,12
12394,22710509.0,2920,2
12395,6695712.0,1547,4
12396,23347161.0,1024,7
12397,104138732.0,1743,2
12398,8811005.0,1501,3
12399,8471532.0,1900,2
12400,135493106.0,652,7
12401,23234619.0,1747,2
12402,5007894.0,1788,2
12403,26573187.0,570,29
12404,10204700.0,2834,2
12405,10595574.0,1844,7
12406,47477931.0,596,8
12407,25708900.0,737,8
12408,10333116.0,1916,2
12409,9602734.0,1295,8
12410,19568694.0,1164,8
12411,17397751.0,2150,2
12412,6255437.0,2430,2
12413,9842988.0,1321,4
12414,12262289.0,1375,2
12415,16938507.0,1291,6
12416,10477868.0,1437,2
12417,6685482.0,860,2
12418,11809683.0,1193,2
12419,28638804.0,2751,2
12420,11197683.0,2379,2
12421,9963105.0,1686,4
12422,18091776.0,1603,8
12423,17192585.0,2744,2
12424,13021423.0,1741,2
12425,14373810.0,1863,3
12426,33789879.0,781,3
12427,12345706.0,1218,7
12428,10819505.0,1444,2
12429,7458006.0,920,2
12430,15951262.0,1768,7
12431,21233623.0,1730,2
12432,31817574.0,724,10
12433,15345807.0,1974,2
12434,125113015.0,554,2
12435,8612993.0,1736,3
12436,14205330.0,1737,2
12437,81329406.0,992,4
12438,8962199.0,1613,2
12439,7954499.0,1370,2
12440,13113700.0,1380,8
12441,22512114.0,994,7
12442,60770017.0,596,7
12443,116530123.0,1157,3
12444,14119635.0,522,4
12445,9546224.0,1423,3
12446,68496773.0,827,7
12447,11693576.0,1659,2
12448,68723791.0,505,8
12449,24308976.0,1745,3
12450,1712843.0,940,2
12451,96803889.0,425,2
12452,11854793.0,1513,7
12453,19812010.0,494,2
12454,139340415.0,368,2
12456,3236174.0,1418,3
12457,55952839.0,1361,7
12458,143707681.0,537,3
12459,30299708.0,444,6
12460,47608832.0,850,3
12461,12213229.0,395,7
12462,13504639.0,575,2
12463,10381918.0,1258,2
12464,15814166.0,1895,2
12465,31586087.0,1041,2
12466,5895650.0,1061,2
12467,10188094.0,805,2
12468,10523543.0,1519,2
12469,7628915.0,2130,6
12470,40614192.0,887,4
12471,9941498.0,353,10
12472,9600901.0,3477,2
12473,23771316.0,458,2
12474,14381835.0,2030,8
12475,11363376.0,1158,3
12476,16858824.0,534,3
12477,14293072.0,2085,3
12478,5555015.0,216,4
12479,31230591.0,243,8
12480,71401294.0,811,3
12481,7626431.0,1855,2
12482,23827225.0,721,3
12483,17912285.0,1621,41
12484,16258482.0,1905,2
12485,20101450.0,924,2
12486,15118603.0,1295,2
12487,39674745.0,420,2
12488,12645865.0,683,3
12490,6165462.0,586,3
12491,18087933.0,2530,2
12492,9496120.0,2173,2
12494,27235321.0,1779,2
12495,7079221.0,1325,3
12496,19683098.0,2371,2
12497,31461439.0,350,4
12498,6058660.0,1985,2
12499,7412615.0,1130,2
12500,13731214.0,1590,6
12501,103681531.0,806,12
12502,14547588.0,396,7
12503,4484986.0,418,6
12504,18126756.0,585,7
12505,19614521.0,1355,2
12506,9896446.0,1744,2
12507,36692713.0,1559,2
12508,8476802.0,2108,2
12509,9636280.0,1434,2
12510,16429948.0,950,3
12511,45127229.0,666,6
12512,12123215.0,1398,2
12513,8374257.0,2300,2
12514,9658498.0,1684,2
12515,81352841.0,1068,4
12516,25652026.0,922,4
12517,5002426.0,282,19
12518,19615249.0,2109,2
12519,22101270.0,3690,2
12520,20783990.0,2352,2
12521,15024978.0,699,8
12522,63879468.0,737,6
12523,36547413.0,612,2
12524,9228892.0,1213,2
12525,12037448.0,1399,2
12526,6787351.0,2410,2
12527,19789164.0,544,3
12528,10400020.0,1207,2
12529,8374456.0,1410,4
12530,3405820.0,182,13
12531,9715308.0,1388,3
12532,10626151.0,1185,3
12533,17989727.0,3840,2
12534,39744964.0,995,3
12535,10579331.0,2504,2
12536,9659067.0,1798,2
12537,46370887.0,1072,9
12538,29117787.0,825,4
12539,8897376.0,1349,7
12540,10218771.0,935,8
12541,10384704.0,1647,2
12542,71106014.0,2349,2
12543,12556283.0,1360,3
12544,8539002.0,909,3
12545,4057535.0,987,3
12546,7407480.0,1245,2
12547,7758679.0,429,8
12548,15323944.0,943,7
12549,21480363.0,1458,3
12550,14495214.0,415,2
12551,113471215.0,612,2
12552,10534087.0,1906,2
12553,11872466.0,1786,2
12554,18003625.0,2406,3
12555,16563580.0,2459,2
12556,13946238.0,1719,4
12557,88459010.0,863,2
12558,3749742.0,1281,8
12559,18336988.0,1916,2
12560,8088459.0,918,6
12561,11013579.0,941,3
