고객번호,성별,연령대,거주지역,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),분기증감확인
10790,0,3,0,6.02,71.25,0.0,22.73,0.0,0.0,0.0,10.65,13.36,12.87,13.26,12.24,12.02,13.96,11.65,0
10791,0,4,0,0.17,2.07,97.43,0.34,2.0,0.0,6.0,20.98,33.95,15.38,11.71,4.29,3.09,4.51,6.08,1
10792,0,3,1,25.37,58.86,8.72,7.04,0.0,0.0,0.0,10.1,10.32,17.53,8.37,15.4,16.41,13.94,7.93,0
10793,0,2,0,14.58,56.85,0.0,28.57,0.0,0.0,0.0,14.98,13.49,13.89,11.96,12.17,11.17,12.85,9.5,0
10794,0,4,1,1.76,23.88,71.44,2.92,0.0,1.0,10.0,16.16,21.24,9.49,10.38,13.12,9.98,9.44,10.17,0
10795,0,5,0,9.13,75.09,0.0,15.78,0.0,0.0,7.0,12.44,8.54,10.98,7.64,16.64,14.94,13.51,15.31,0
10796,0,4,0,8.72,70.71,0.0,20.57,0.0,0.0,0.0,16.24,11.65,12.57,9.54,12.46,11.19,16.97,9.38,0
10797,0,3,0,4.73,83.32,0.0,11.95,0.0,0.0,0.0,13.39,10.0,11.73,11.11,18.75,14.72,10.44,9.86,0
10798,0,3,0,9.06,39.47,0.0,51.47,0.0,0.0,47.0,14.92,11.88,16.34,9.87,10.18,11.08,15.15,10.58,0
10799,1,2,3,0.38,8.24,90.57,0.82,0.0,1.0,0.0,11.84,12.55,8.66,6.19,10.3,4.92,13.92,31.61,1
10800,0,3,3,3.77,25.02,48.89,22.33,0.0,0.0,0.0,14.58,8.97,11.98,9.94,13.63,15.63,15.35,9.92,0
10801,0,2,0,0.79,9.08,59.38,30.74,0.0,0.0,1.0,9.6,9.73,13.3,22.62,11.57,11.82,13.42,7.95,0
10802,0,3,0,3.58,41.82,43.97,10.63,0.0,0.0,0.0,8.24,10.04,7.69,14.32,15.93,12.36,21.55,9.87,1
10803,1,2,1,1.42,29.99,64.61,3.98,1.0,1.0,0.0,17.08,30.56,13.13,9.57,12.29,8.16,2.47,6.74,1
10804,0,2,0,4.63,80.74,0.0,14.64,0.0,1.0,36.0,8.47,16.97,16.22,11.3,10.09,13.26,15.55,8.15,1
10805,0,1,1,30.37,53.79,0.0,15.84,4.0,1.0,78.0,9.23,6.41,1.72,6.9,12.51,11.39,29.7,22.13,1
10806,0,4,0,9.97,43.26,15.66,31.1,0.0,0.0,0.0,15.1,11.06,13.54,12.61,11.46,14.6,13.86,7.78,1
10807,0,2,0,5.07,19.14,56.07,19.72,0.0,1.0,15.0,11.89,12.82,12.41,13.02,13.86,13.82,13.96,8.2,0
10808,1,4,0,1.42,17.34,2.74,78.51,0.0,1.0,0.0,17.44,10.8,15.75,9.32,10.92,12.76,12.43,10.58,0
10809,0,4,3,0.99,4.85,90.12,4.04,0.0,0.0,0.0,14.42,10.92,11.06,9.23,9.15,15.11,18.0,12.12,0
10810,0,2,1,5.92,36.86,49.64,7.58,0.0,0.0,0.0,7.38,29.19,10.72,6.88,11.02,9.11,14.94,10.76,0
10811,1,2,0,0.93,20.81,68.5,9.76,0.0,0.0,1.0,21.41,25.04,9.0,10.69,11.45,10.0,7.83,4.58,1
10812,0,3,0,6.08,48.23,0.0,45.69,0.0,0.0,1.0,8.25,14.14,9.94,9.77,17.84,13.72,13.09,13.24,1
10813,1,3,3,4.38,36.64,0.0,58.98,0.0,1.0,0.0,12.93,10.54,12.49,10.96,11.71,16.01,15.09,10.27,0
10814,1,4,3,8.65,30.43,0.0,60.92,0.0,0.0,0.0,9.24,9.13,16.02,13.1,15.45,12.9,13.26,10.91,1
10815,0,4,2,0.98,19.23,78.08,1.7,0.0,0.0,0.0,5.54,16.54,16.14,13.16,17.84,9.93,10.68,10.18,1
10816,0,4,0,4.6,40.5,47.01,7.89,0.0,0.0,0.0,13.08,11.77,11.63,11.21,12.98,12.04,10.81,16.5,1
10817,0,5,0,24.16,55.28,0.0,20.56,0.0,1.0,0.0,13.84,13.09,17.86,11.15,8.22,11.9,14.59,9.34,0
10818,0,4,0,14.63,52.93,0.0,32.44,0.0,0.0,13.0,11.51,12.25,11.36,12.26,12.52,12.47,17.79,9.85,1
10819,0,3,1,7.61,82.02,0.0,10.37,0.0,1.0,71.0,22.05,13.22,11.77,8.65,10.59,10.14,13.38,10.19,0
10820,0,4,0,16.52,44.84,0.0,38.65,0.0,0.0,0.0,11.24,11.98,18.91,9.84,10.65,12.28,13.09,12.02,1
10821,0,3,0,1.61,24.47,0.0,73.91,0.0,0.0,3.0,17.33,10.7,15.49,10.96,11.15,9.93,14.97,9.49,0
10822,0,4,3,10.49,45.34,29.17,15.01,0.0,0.0,0.0,16.17,10.87,13.66,9.43,12.06,15.9,13.58,8.32,0
10823,1,3,3,5.84,31.84,0.0,62.32,0.0,2.0,41.0,14.85,12.15,11.89,11.99,9.49,15.28,15.02,9.34,0
10824,0,3,0,13.1,33.58,0.0,53.32,3.0,0.0,0.0,11.84,10.6,15.72,10.15,12.03,14.42,14.54,10.7,0
10825,0,3,1,10.88,75.7,0.0,13.42,0.0,0.0,0.0,12.82,14.73,15.72,12.14,14.71,11.35,10.57,7.95,0
10826,0,4,0,21.62,50.18,0.0,28.2,0.0,1.0,0.0,14.57,13.16,12.39,11.11,12.69,12.15,14.54,9.39,0
10827,0,4,1,16.18,60.7,0.0,23.12,0.0,0.0,2.0,14.54,11.13,13.95,11.25,15.98,12.58,12.44,8.12,0
10828,0,3,0,9.09,42.14,0.0,48.77,0.0,1.0,0.0,9.36,13.54,16.27,16.73,10.97,12.91,11.33,8.88,1
10829,1,5,0,14.61,75.08,0.0,10.31,2.0,0.0,0.0,12.25,12.43,19.86,9.85,11.66,11.19,12.19,10.57,1
10830,0,3,1,11.85,65.63,0.0,22.52,1.0,1.0,7.0,13.44,13.43,14.02,9.94,9.87,15.48,12.52,11.31,0
10831,0,4,0,13.11,56.94,0.0,29.95,0.0,1.0,0.0,15.42,8.04,24.39,10.58,10.67,9.57,14.0,7.33,0
10832,0,3,0,8.36,75.14,0.0,16.49,0.0,0.0,10.0,8.68,10.47,9.04,9.12,31.28,11.04,11.65,8.73,1
10833,0,3,0,2.51,32.23,59.96,5.3,0.0,0.0,7.0,6.78,13.44,18.32,12.57,17.5,18.62,5.49,7.28,0
10834,0,3,0,17.29,66.2,0.0,16.51,0.0,0.0,19.0,12.75,12.92,16.97,12.99,11.27,12.61,10.86,9.63,1
10835,0,3,0,4.26,77.79,0.0,17.94,0.0,1.0,0.0,17.98,10.92,11.65,10.38,14.63,13.57,12.15,8.71,0
10836,0,3,0,7.98,42.16,0.0,49.87,0.0,0.0,8.0,13.62,11.86,14.42,9.73,14.14,12.25,14.0,9.98,0
10837,0,3,1,1.64,19.39,76.28,2.69,0.0,0.0,31.0,9.98,11.53,11.71,10.1,19.91,8.38,12.84,15.57,1
10838,0,4,1,2.75,93.09,0.0,4.16,1.0,0.0,0.0,19.49,13.73,5.04,4.37,7.94,5.29,12.38,31.75,1
10839,1,3,0,7.22,43.82,21.93,27.03,0.0,0.0,0.0,16.33,11.82,13.19,11.52,11.11,11.26,13.04,11.73,0
10840,0,4,1,0.7,17.63,80.08,1.59,0.0,0.0,14.0,14.53,14.03,5.44,32.26,8.41,8.65,7.04,9.64,0
10841,0,3,0,12.71,41.8,0.0,45.49,0.0,0.0,22.0,13.03,11.87,14.23,11.47,10.91,12.03,12.95,13.51,0
10842,0,3,0,12.06,57.39,0.0,30.54,1.0,1.0,68.0,9.71,13.91,14.66,14.83,12.19,13.19,11.5,10.02,0
10843,0,4,0,3.57,46.75,0.0,49.68,0.0,0.0,0.0,14.02,6.31,10.31,16.93,9.45,15.58,13.25,14.14,1
10844,0,2,1,7.0,42.17,0.0,50.83,0.0,0.0,0.0,10.51,12.4,10.53,19.21,22.54,7.17,10.2,7.45,0
10845,0,3,0,0.31,14.34,84.69,0.66,1.0,0.0,0.0,7.69,30.45,11.39,10.65,7.83,10.89,6.6,14.49,1
10846,0,3,1,2.76,10.78,84.53,1.94,0.0,0.0,0.0,6.76,7.13,18.75,16.05,18.76,9.75,10.52,12.28,1
10847,0,2,1,2.28,31.27,59.45,7.01,1.0,1.0,35.0,13.3,16.12,11.34,12.23,13.17,14.28,7.29,12.27,1
10848,1,2,0,10.47,31.12,40.29,18.12,0.0,0.0,38.0,13.94,15.21,15.91,12.0,11.25,10.59,12.44,8.66,0
10849,1,5,0,5.03,88.3,0.0,6.66,0.0,0.0,0.0,5.71,8.47,17.01,9.07,11.25,14.87,23.1,10.51,1
10850,0,5,0,55.07,29.03,0.0,15.9,0.0,1.0,17.0,11.51,8.74,17.4,20.03,22.78,14.85,2.41,2.28,0
10851,0,4,0,5.87,36.66,43.5,13.97,0.0,0.0,0.0,15.59,14.73,12.7,9.66,12.6,10.89,14.05,9.79,0
10852,0,4,0,3.18,26.53,58.49,11.8,0.0,0.0,33.0,14.01,18.14,13.45,13.44,9.71,9.96,9.62,11.66,0
10853,0,4,0,12.62,39.42,0.0,47.95,0.0,1.0,32.0,10.91,11.92,15.43,11.18,13.13,11.8,14.88,10.75,0
10854,0,3,1,4.58,41.78,41.46,12.17,0.0,0.0,0.0,9.88,11.0,21.95,9.82,11.48,11.64,14.99,9.23,0
10855,0,3,0,10.06,38.7,19.04,32.2,0.0,0.0,0.0,10.45,12.32,13.42,11.02,13.01,14.84,12.86,12.08,1
10856,0,2,0,0.81,9.3,88.51,1.39,0.0,0.0,0.0,4.78,6.01,6.62,10.09,5.67,28.53,15.46,22.84,1
10857,0,4,0,10.04,34.72,35.66,19.58,0.0,0.0,0.0,9.5,15.0,12.07,15.0,8.53,16.44,14.08,9.36,0
10858,0,4,3,6.07,93.93,0.0,0.0,0.0,0.0,0.0,9.12,11.27,9.92,10.24,8.86,22.08,20.22,8.28,0
10861,0,3,1,0.79,14.46,69.93,14.82,1.0,0.0,0.0,6.02,7.65,10.11,12.35,11.82,15.35,25.24,11.47,1
10862,1,2,2,7.55,31.5,31.96,28.98,0.0,0.0,14.0,12.82,12.48,16.44,12.0,10.65,11.98,11.99,11.64,0
10863,0,3,0,8.48,79.93,4.37,7.23,0.0,1.0,0.0,11.46,10.88,11.89,11.39,10.63,12.11,12.78,18.86,1
10864,0,3,0,1.67,29.85,0.0,68.48,0.0,0.0,0.0,8.61,9.31,12.7,12.69,22.5,14.1,10.99,9.08,1
10865,0,4,1,5.32,50.72,38.55,5.42,0.0,0.0,0.0,22.77,8.44,9.64,11.63,8.2,15.57,10.18,13.57,0
10866,0,3,1,5.71,31.9,44.91,17.47,0.0,0.0,0.0,10.04,14.09,8.34,18.59,9.9,13.88,11.6,13.54,1
10867,0,2,0,6.54,77.46,0.0,16.0,6.0,0.0,0.0,6.74,38.52,16.6,11.39,8.78,5.33,6.45,6.2,1
10868,0,2,1,6.19,32.92,56.24,4.65,4.0,1.0,3.0,8.82,8.68,12.61,10.16,11.45,13.44,15.88,18.95,1
10869,0,4,1,1.05,5.19,91.93,1.82,2.0,1.0,5.0,15.1,6.25,14.2,5.89,19.55,8.49,19.55,10.97,0
10870,0,2,1,2.01,10.97,85.86,1.16,0.0,3.0,16.0,9.28,15.7,10.01,15.91,9.58,22.27,11.62,5.63,0
10871,0,3,3,7.6,18.98,62.65,10.77,0.0,2.0,0.0,13.02,12.65,12.8,9.91,17.52,11.61,12.72,9.77,0
10872,0,2,1,1.67,29.69,63.72,4.92,3.0,1.0,0.0,14.96,7.26,5.08,13.63,20.67,19.69,8.69,10.02,1
10873,0,2,0,6.63,60.54,14.15,18.68,0.0,1.0,0.0,9.28,10.69,13.87,10.43,9.48,10.3,18.56,17.4,1
10874,0,4,0,0.95,9.64,89.41,0.0,2.0,0.0,0.0,9.11,9.71,10.25,18.18,11.12,13.79,11.21,16.62,1
10875,0,3,0,3.08,41.38,0.0,55.54,0.0,1.0,0.0,10.16,13.85,10.1,9.71,11.28,18.6,10.76,15.54,0
10876,0,4,3,8.17,36.4,43.55,11.88,0.0,0.0,16.0,7.98,11.5,9.25,14.39,13.97,15.53,15.87,11.51,1
10877,0,3,1,8.57,79.08,0.0,12.34,4.0,1.0,0.0,14.12,16.47,12.83,9.94,11.26,13.63,12.98,8.76,0
10878,1,2,0,3.21,96.79,0.0,0.0,0.0,0.0,4.0,10.55,10.17,18.12,10.43,11.26,16.47,15.0,7.99,0
10879,0,2,1,12.75,47.34,0.0,39.9,0.0,1.0,43.0,10.54,12.05,12.89,12.98,12.5,12.98,12.86,13.21,1
10880,0,3,0,6.94,54.23,0.0,38.84,0.0,1.0,0.0,14.67,12.14,8.54,13.31,16.65,10.57,13.43,10.69,0
10881,0,5,0,6.84,47.73,33.77,11.67,0.0,0.0,0.0,10.59,7.57,11.76,12.46,14.44,14.89,11.53,16.74,1
10882,0,3,0,7.74,74.74,0.0,17.52,2.0,1.0,2.0,13.21,9.45,11.87,10.72,11.75,12.67,18.72,11.62,1
10883,1,2,0,4.69,88.45,0.0,6.86,0.0,1.0,0.0,4.01,4.45,18.69,41.31,13.4,10.4,5.29,2.45,0
10884,0,2,1,10.07,53.76,0.0,36.17,2.0,0.0,0.0,13.89,13.11,12.59,13.06,12.22,12.72,13.17,9.24,1
10885,0,2,0,3.54,28.75,45.7,22.01,0.0,0.0,0.0,11.0,14.63,15.17,10.56,12.37,12.57,13.54,10.16,1
10886,0,3,1,6.09,36.24,52.19,5.48,2.0,0.0,0.0,9.55,8.55,19.23,7.14,9.17,13.71,15.02,17.63,1
10887,1,3,3,9.87,50.68,0.0,39.45,0.0,1.0,0.0,12.11,12.52,12.36,10.17,13.57,14.8,15.01,9.45,0
10888,1,4,0,1.3,11.33,84.55,2.82,3.0,0.0,0.0,12.19,14.23,8.74,6.48,12.58,17.74,16.11,11.93,1
10889,1,4,0,9.32,68.38,0.0,22.31,0.0,1.0,0.0,12.05,15.13,10.99,13.11,11.47,11.27,17.7,8.27,0
10890,0,4,1,2.41,33.56,62.13,1.91,0.0,0.0,10.0,7.96,27.79,15.05,5.39,5.47,9.32,15.5,13.51,1
10891,0,4,0,5.8,44.06,0.0,50.15,0.0,0.0,0.0,9.92,10.96,14.72,17.85,12.37,13.56,9.62,11.02,0
10892,0,3,0,4.05,61.08,11.65,23.21,1.0,0.0,0.0,14.52,8.4,13.61,17.78,7.71,17.43,10.22,10.34,0
10893,0,1,3,1.46,7.85,0.0,90.7,0.0,0.0,0.0,10.57,11.04,16.05,9.38,11.94,10.58,19.46,10.98,0
10894,0,4,0,6.86,52.49,30.92,9.73,0.0,1.0,0.0,11.45,16.25,12.77,12.1,11.14,11.16,11.06,14.07,0
10895,0,4,0,1.52,26.64,68.14,3.7,0.0,0.0,0.0,9.71,11.02,13.78,19.67,9.11,12.62,15.7,8.4,0
10896,0,4,0,0.57,15.76,82.17,1.5,0.0,0.0,0.0,12.38,15.89,5.99,5.04,12.0,11.97,22.55,14.18,1
10897,1,3,1,11.86,43.49,0.0,44.65,0.0,0.0,1.0,12.37,13.33,16.09,11.3,11.19,11.35,14.94,9.43,0
10898,0,3,0,21.2,57.94,0.0,20.86,0.0,1.0,1.0,14.0,11.21,12.36,12.98,11.6,12.07,15.02,10.76,1
10899,0,4,0,3.3,58.99,28.1,9.62,0.0,0.0,0.0,20.36,13.09,9.7,19.22,9.67,14.23,5.62,8.1,0
10901,0,3,0,12.21,71.08,0.0,16.71,0.0,0.0,0.0,9.01,11.41,16.18,14.04,12.68,13.59,12.61,10.47,1
10902,0,3,0,8.37,72.25,0.0,19.38,0.0,0.0,0.0,10.17,11.92,17.91,10.03,12.89,12.59,14.19,10.3,0
10903,0,4,0,2.82,78.85,0.0,18.33,0.0,1.0,19.0,13.29,9.26,15.3,22.58,7.65,11.02,10.45,10.45,0
10904,0,1,1,3.05,28.02,65.26,3.66,2.0,2.0,0.0,14.9,11.33,14.42,8.7,14.12,13.14,16.01,7.38,1
10905,0,2,1,2.06,29.28,61.66,6.99,3.0,0.0,6.0,0.2,11.56,18.99,15.61,26.64,11.18,7.31,8.5,1
10906,0,3,0,5.9,42.4,0.0,51.7,0.0,0.0,24.0,20.35,11.42,11.43,8.68,12.5,13.32,11.63,10.65,1
10907,0,4,1,6.91,74.76,0.0,18.33,0.0,0.0,0.0,20.32,13.54,15.32,13.48,10.19,12.72,7.68,6.76,0
10908,1,3,0,2.39,6.63,86.53,4.45,0.0,2.0,6.0,12.4,12.91,15.47,14.1,12.04,12.97,12.88,7.23,0
10909,0,3,0,12.43,67.98,0.0,19.59,0.0,0.0,26.0,12.12,13.75,11.62,9.56,11.68,14.12,17.39,9.77,0
10910,0,3,0,5.84,26.8,51.34,16.02,3.0,0.0,0.0,15.37,11.97,9.52,14.12,14.56,8.12,14.45,11.89,1
10911,0,4,0,4.98,80.93,0.0,14.09,0.0,0.0,0.0,14.01,11.92,11.16,15.01,16.8,11.72,12.44,6.94,0
10912,0,5,0,12.84,33.63,41.56,11.97,0.0,0.0,0.0,11.74,11.25,14.55,10.97,12.73,13.5,13.45,11.81,0
10913,0,3,0,9.05,81.56,0.0,9.39,0.0,0.0,1.0,11.14,7.9,12.29,9.65,6.93,15.61,23.58,12.9,0
10914,0,4,0,6.62,93.38,0.0,0.0,3.0,0.0,0.0,23.23,10.7,12.78,9.7,9.32,12.82,12.53,8.93,0
10915,0,4,0,1.81,22.54,0.0,75.65,0.0,0.0,0.0,13.24,12.29,14.29,16.28,9.62,13.77,13.31,7.2,0
10916,0,3,3,5.88,79.06,0.0,15.06,0.0,0.0,0.0,12.17,11.01,18.15,8.7,21.28,10.49,10.04,8.16,0
10917,0,4,0,9.84,46.75,35.69,7.73,1.0,0.0,0.0,17.8,10.87,9.87,11.61,11.12,19.32,12.52,6.9,0
10918,0,3,0,4.86,95.14,0.0,0.0,0.0,0.0,43.0,10.0,10.92,11.6,7.25,28.73,12.16,10.16,9.19,0
10919,0,4,0,20.32,79.68,0.0,0.0,0.0,0.0,0.0,12.57,12.98,15.19,11.3,13.57,12.27,13.21,8.92,0
10920,0,1,1,4.85,66.76,18.74,9.65,0.0,2.0,0.0,14.67,17.35,11.87,17.55,10.0,8.45,8.98,11.12,1
10921,0,1,1,1.39,17.84,78.8,1.97,2.0,3.0,2.0,6.36,13.56,7.11,10.03,14.64,1.84,0.72,45.73,1
10922,0,4,0,13.3,47.4,0.0,39.29,0.0,0.0,0.0,12.37,14.33,12.36,10.71,10.61,15.02,15.62,8.98,0
10923,0,2,0,1.64,10.81,84.65,2.89,0.0,1.0,93.0,13.36,9.25,10.64,10.28,24.36,13.61,9.55,8.94,1
10924,0,2,1,5.63,39.1,51.03,4.24,3.0,0.0,0.0,6.8,7.86,9.4,18.09,11.79,14.87,13.6,17.58,1
10925,0,3,1,4.15,51.99,0.0,43.86,0.0,1.0,0.0,15.08,14.27,18.75,12.12,12.27,10.24,9.21,8.06,0
10926,0,3,0,0.38,7.93,90.78,0.91,2.0,0.0,0.0,17.71,11.54,6.04,26.51,13.28,9.19,9.89,5.83,0
10927,0,2,0,8.93,79.39,0.0,11.68,0.0,0.0,2.0,10.21,13.32,12.42,9.08,17.49,14.96,11.93,10.6,0
10928,1,3,1,4.36,21.77,71.49,2.38,0.0,0.0,0.0,12.49,14.68,15.33,10.96,12.74,12.43,12.06,9.31,0
10929,0,1,0,15.08,84.92,0.0,0.0,0.0,2.0,0.0,13.71,19.91,18.31,7.26,5.01,4.01,5.47,26.31,1
10930,1,4,0,10.19,63.16,0.0,26.66,2.0,0.0,0.0,16.01,20.56,12.35,8.77,9.6,11.11,10.15,11.46,0
10931,0,2,0,7.59,68.72,16.36,7.32,17.0,0.0,0.0,4.85,6.48,7.53,9.71,25.89,15.13,21.56,8.85,1
10932,0,3,1,9.25,81.38,0.0,9.37,0.0,2.0,0.0,16.76,6.23,7.72,11.83,10.43,9.3,7.23,30.49,1
10933,0,3,0,2.62,6.37,89.54,1.46,0.0,0.0,0.0,8.54,10.65,22.3,8.61,17.33,6.63,19.09,6.86,0
10934,0,3,0,2.76,24.02,66.24,6.99,0.0,2.0,0.0,12.07,13.22,15.14,11.6,11.34,13.33,11.87,11.43,1
10935,0,3,1,5.29,16.77,0.0,77.94,0.0,0.0,0.0,14.91,11.92,15.5,9.73,13.0,12.76,11.54,10.65,0
10936,0,3,1,0.38,57.89,41.24,0.49,6.0,0.0,11.0,0.81,0.63,0.74,0.52,4.1,27.67,33.2,32.34,1
10937,0,2,1,10.08,80.43,0.0,9.5,13.0,1.0,0.0,5.62,25.41,13.09,8.23,11.06,11.65,9.33,15.6,1
10938,0,3,0,7.69,40.93,23.59,27.79,0.0,0.0,24.0,11.35,12.45,14.39,11.0,13.81,11.95,8.83,16.21,1
10939,0,4,0,4.29,16.02,72.96,6.73,4.0,0.0,8.0,10.22,12.64,11.76,11.94,10.74,10.05,10.08,22.57,0
10940,0,2,1,6.77,61.85,0.0,31.38,0.0,0.0,0.0,13.57,14.13,14.15,9.59,13.09,10.82,15.12,9.52,0
10941,0,4,3,9.43,68.64,0.0,21.93,0.0,0.0,0.0,8.63,15.22,16.14,12.54,10.29,14.7,11.85,10.64,1
10942,0,2,1,8.25,54.19,27.23,10.32,0.0,1.0,0.0,6.24,13.99,12.08,16.19,8.4,10.79,15.55,16.76,0
10943,1,3,0,10.01,15.5,0.0,74.48,0.0,0.0,0.0,10.45,10.79,11.74,11.73,10.9,18.48,13.31,12.6,0
10944,1,2,3,1.52,25.48,69.43,3.57,3.0,2.0,1.0,11.56,11.1,11.41,9.58,13.46,13.53,12.17,17.2,1
10945,0,2,2,2.24,19.23,76.39,2.13,0.0,0.0,0.0,14.18,11.67,13.47,13.47,11.82,16.73,11.11,7.54,0
10946,0,4,3,6.39,68.59,0.0,25.02,0.0,0.0,6.0,22.1,12.68,12.38,11.64,9.5,8.78,10.73,12.19,1
10947,0,3,2,29.27,50.87,0.0,19.86,0.0,0.0,104.0,12.81,13.55,16.47,10.64,10.5,12.06,13.39,10.59,0
10948,0,2,1,4.34,43.89,40.88,10.9,27.0,0.0,0.0,11.29,12.93,10.28,18.87,14.0,15.62,8.99,8.03,0
10949,0,2,0,11.27,57.34,0.0,31.39,0.0,1.0,13.0,11.01,12.33,15.54,14.63,12.62,15.16,9.67,9.03,0
10950,0,4,0,8.02,74.79,10.48,6.7,0.0,0.0,0.0,16.95,13.93,10.91,15.57,12.18,8.49,9.97,11.99,0
10951,0,3,0,3.84,22.62,67.79,5.76,1.0,0.0,0.0,10.67,9.3,14.16,14.29,18.19,10.71,11.77,10.9,1
10952,0,3,3,13.62,60.2,0.0,26.17,0.0,0.0,0.0,12.5,12.67,14.53,11.65,11.79,11.47,15.72,9.67,0
10953,0,5,0,11.55,68.9,0.0,19.55,0.0,0.0,0.0,12.68,11.08,12.23,10.89,15.31,11.83,14.57,11.42,0
10954,0,3,1,4.46,75.71,0.0,19.83,0.0,0.0,2.0,27.44,14.77,14.63,7.67,10.21,9.15,9.54,6.6,0
10955,0,3,0,2.63,22.72,70.42,4.22,1.0,0.0,0.0,5.59,9.48,9.54,9.68,10.91,11.85,17.84,25.1,1
10956,0,4,0,20.08,79.92,0.0,0.0,0.0,1.0,0.0,11.63,13.05,11.33,10.08,16.8,11.81,16.2,9.11,1
10957,0,4,0,10.33,59.39,21.57,8.71,0.0,0.0,0.0,14.92,14.99,10.75,14.82,8.63,11.45,14.69,9.75,0
10958,0,4,0,18.89,58.43,0.0,22.69,2.0,0.0,11.0,10.25,12.0,23.3,11.09,10.19,10.78,13.55,8.84,0
10959,0,2,1,0.53,18.86,80.13,0.48,10.0,0.0,0.0,9.65,8.35,16.89,8.87,24.08,7.95,7.6,16.62,1
10960,0,3,3,24.44,54.52,0.0,21.04,0.0,1.0,0.0,32.39,6.95,11.01,11.97,7.32,10.68,10.9,8.77,1
10961,0,3,0,3.56,18.32,73.82,4.3,0.0,0.0,0.0,14.86,16.89,15.33,10.97,11.17,10.76,11.79,8.22,0
10962,0,3,0,9.6,78.61,0.0,11.78,0.0,1.0,0.0,10.05,10.34,9.44,9.62,9.39,21.94,13.08,16.15,1
10963,0,3,0,3.81,15.68,49.67,30.83,0.0,0.0,0.0,12.95,13.64,14.2,12.18,16.0,8.98,13.52,8.53,0
10964,0,3,1,14.58,32.57,0.0,52.86,0.0,0.0,0.0,10.96,11.2,13.49,13.41,13.6,12.78,13.42,11.13,0
10965,0,3,0,3.71,35.67,51.44,9.18,0.0,0.0,0.0,16.41,11.38,8.16,15.28,13.37,12.33,11.02,12.04,1
10966,0,3,1,3.0,39.62,52.81,4.57,0.0,1.0,0.0,21.93,10.79,13.64,21.88,11.0,8.66,5.02,7.08,0
10967,1,3,0,10.99,72.83,0.0,16.18,0.0,0.0,0.0,11.17,25.28,16.48,11.31,8.07,7.11,11.65,8.94,1
10968,0,2,1,5.39,77.08,0.0,17.53,20.0,0.0,2.0,12.97,12.32,11.47,14.31,8.32,11.22,20.56,8.83,1
10969,0,3,0,3.02,89.94,0.0,7.04,0.0,1.0,0.0,22.48,9.14,11.02,17.65,9.61,13.99,8.42,7.68,0
10970,0,3,0,9.39,79.23,0.0,11.39,0.0,1.0,0.0,17.22,5.63,22.37,9.56,8.29,16.45,5.06,15.42,1
10971,0,3,1,4.4,43.87,48.07,3.66,0.0,0.0,0.0,11.95,15.66,9.57,13.67,8.35,16.83,9.69,14.28,0
10972,0,2,0,8.97,54.07,0.0,36.96,0.0,1.0,42.0,17.24,15.19,13.7,7.66,11.67,11.44,13.07,10.03,0
10973,0,3,0,6.04,85.63,0.0,8.33,0.0,0.0,0.0,12.53,12.47,12.05,10.88,17.02,12.8,12.28,9.96,0
10974,1,2,1,1.88,38.73,55.4,3.99,0.0,1.0,0.0,7.28,15.59,10.88,16.14,7.37,13.09,15.75,13.89,1
10975,0,3,0,5.18,73.85,0.0,20.98,0.0,0.0,0.0,14.58,11.34,13.44,14.38,13.1,10.1,10.47,12.6,1
10976,0,2,1,1.12,24.43,68.83,5.62,0.0,0.0,0.0,15.6,9.24,15.59,21.47,10.31,9.41,7.36,11.02,0
10977,0,3,0,4.48,80.84,0.0,14.68,0.0,0.0,0.0,20.8,15.92,18.23,19.25,8.07,11.95,3.96,1.83,0
10978,0,2,0,10.96,59.86,0.0,29.18,1.0,2.0,44.0,15.75,18.6,15.95,10.25,9.6,9.0,12.25,8.61,0
10979,0,3,0,7.21,42.95,0.0,49.84,2.0,1.0,17.0,11.33,11.4,10.7,17.29,9.56,16.81,14.45,8.46,0
10980,0,3,3,34.01,35.64,0.0,30.35,0.0,1.0,0.0,12.69,13.43,13.19,10.96,11.83,13.29,14.02,10.6,0
10981,0,2,0,15.28,51.36,0.0,33.36,0.0,1.0,22.0,9.73,14.23,17.26,11.88,10.69,12.25,11.94,12.02,1
10982,1,3,0,16.36,55.57,0.0,28.06,1.0,0.0,0.0,14.85,10.28,19.62,9.11,12.55,12.36,13.72,7.49,0
10983,0,4,0,6.71,77.03,0.0,16.26,0.0,1.0,0.0,11.14,11.87,12.2,12.54,18.19,9.02,16.16,8.89,0
10984,0,4,1,4.64,27.13,64.12,4.1,0.0,1.0,0.0,11.17,12.31,13.3,10.33,14.03,14.21,14.41,10.25,1
10985,0,2,0,4.66,81.97,0.0,13.37,0.0,0.0,0.0,14.67,11.86,14.04,11.36,11.43,11.6,16.09,8.94,0
10986,0,2,3,10.72,64.43,0.0,24.85,0.0,2.0,9.0,13.61,10.02,13.15,15.06,11.42,11.13,11.4,14.2,1
