"고객번호","소분류코드","구매일자","RNK"
"11022","B140103",20151231,1
"11022","B130804",20151231,1
"11022","B100501",20151231,1
"11023","C110203",20151117,1
"11023","C150101",20151117,1
"11023","C010101",20151117,1
"11023","C170159",20151117,1
"11023","C140407",20151117,1
"11023","C110101",20151117,1
"11023","C030606",20151117,1
"11023","C030204",20151117,1
"11024","B740102",20151231,1
"11024","B210802",20151231,1
"11024","B140102",20151231,1
"11024","B740402",20151231,1
"11024","B140203",20151231,1
"11024","B900102",20151231,1
"11024","B900103",20151231,1
"11025","B010202",20151231,1
"11025","B480301",20151231,1
"11025","B380402",20151231,1
"11025","B050101",20151231,1
"11025","B010205",20151231,1
"11026","B130803",20151231,1
"11026","B100305",20151231,1
"11026","B740502",20151231,1
"11026","B140103",20151231,1
"11026","B111101",20151231,1
"11026","B050112",20151231,1
"11026","B050101",20151231,1
"11027","A010644",20151231,1
"11027","A020109",20151231,1
"11028","C120201",20151230,1
"11028","C130102",20151230,1
"11028","C120202",20151230,1
"11029","C030105",20151230,1
"11029","C160204",20151230,1
"11029","C160203",20151230,1
"11029","C150101",20151230,1
"11029","C140404",20151230,1
"11029","C030603",20151230,1
"11029","C030310",20151230,1
"11029","C170206",20151230,1
"11030","A010614",20151229,1
"11031","B480303",20151230,1
"11031","B050112",20151230,1
"11031","B810301",20151230,1
"11032","A040222",20151226,1
"11033","C090201",20151231,1
"11033","C130710",20151231,1
"11033","C130705",20151231,1
"11033","C030401",20151231,1
"11033","C150306",20151231,1
"11034","B100305",20151231,1
"11034","B430503",20151231,1
"11034","B200801",20151231,1
"11034","B100504",20151231,1
"11034","B140503",20151231,1
"11035","B330602",20151229,1
"11036","B740501",20151224,1
"11036","B200801",20151224,1
"11036","B650302",20151224,1
"11037","A040228",20151223,1
"11038","A050611",20151231,1
"11038","B050501",20151231,1
"11038","B910107",20151231,1
"11038","B210802",20151231,1
"11038","B100303",20151231,1
"11039","A010613",20151231,1
"11039","A010644",20151231,1
"11040","A040223",20151229,1
"11040","A040223",20151229,1
"11041","B290302",20151221,1
"11041","B140103",20151221,1
"11041","B100101",20151221,1
"11041","B430601",20151221,1
"11041","B280605",20151221,1
"11041","B210802",20151221,1
"11041","B140601",20151221,1
"11041","B140202",20151221,1
"11041","B140101",20151221,1
"11041","B100103",20151221,1
"11042","C120101",20151230,1
"11042","C170159",20151230,1
"11042","C150302",20151230,1
"11042","C120501",20151230,1
"11043","C110204",20151231,1
"11043","C150301",20151231,1
"11043","C010118",20151231,1
"11043","C150405",20151231,1
"11043","C150403",20151231,1
"11043","C150401",20151231,1
"11043","C150302",20151231,1
"11043","C150103",20151231,1
"11043","C120201",20151231,1
"11043","C120101",20151231,1
"11043","C110301",20151231,1
"11043","C110203",20151231,1
"11043","C040304",20151231,1
"11043","C010215",20151231,1
"11044","B100501",20151231,1
"11045","A010630",20151231,1
"11045","A011004",20151231,1
"11046","C150103",20151231,1
"11046","C010110",20151231,1
"11046","C150306",20151231,1
"11047","C160306",20151231,1
"11048","A010608",20151230,1
"11048","A010302",20151230,1
"11048","A010302",20151230,1
"11048","A010206",20151230,1
"11048","A010501",20151230,1
"11048","A010402",20151230,1
"11048","A010201",20151230,1
"11049","A090312",20151231,1
"11049","A010604",20151231,1
"11050","A010612",20151229,1
"11051","A050301",20151112,1
"11051","A080106",20151112,1
"11051","A050501",20151112,1
"11051","A050501",20151112,1
"11052","B740301",20151231,1
"11052","B100103",20151231,1
"11052","B290302",20151231,1
"11052","B080504",20151231,1
"11052","B200801",20151231,1
"11052","B740604",20151231,1
"11052","B380303",20151231,1
"11053","B670203",20151231,1
"11053","B890103",20151231,1
"11053","B740501",20151231,1
"11053","B330101",20151231,1
"11053","B100502",20151231,1
"11053","B740101",20151231,1
"11054","B111103",20151231,1
"11054","B430602",20151231,1
"11054","B430504",20151231,1
"11054","B120802",20151231,1
"11055","B650204",20151231,1
"11055","B150402",20151231,1
"11055","B890103",20151231,1
"11055","B810202",20151231,1
"11055","B810101",20151231,1
"11055","B460301",20151231,1
"11055","B430503",20151231,1
"11055","B160402",20151231,1
"11056","B100501",20151228,1
"11056","B010202",20151228,1
"11056","B010208",20151228,1
"11056","B650105",20151228,1
"11056","B520503",20151228,1
"11056","B460308",20151228,1
"11057","C050108",20151231,1
"11058","A010644",20151226,1
"11058","A020105",20151226,1
"11059","A010604",20151231,1
"11059","A010207",20151231,1
"11059","A010407",20151231,1
"11059","A010404",20151231,1
"11059","A010401",20151231,1
"11059","A010631",20151231,1
"11059","A010603",20151231,1
"11059","A010302",20151231,1
"11059","A010619",20151231,1
"11060","A020103",20151231,1
"11061","A011001",20151231,1
"11062","B051402",20151231,1
"11062","B760301",20151231,1
"11062","B740302",20151231,1
"11062","B730401",20151231,1
"11062","B730201",20151231,1
"11062","B470104",20151231,1
"11062","B140201",20151231,1
"11062","B060501",20151231,1
"11062","B370905",20151231,1
"11062","B370906",20151231,1
"11063","A010626",20151228,1
"11063","A060116",20151228,1
"11063","A020102",20151228,1
"11063","A010802",20151228,1
"11063","A010802",20151228,1
"11063","A010707",20151228,1
"11064","A010647",20151229,1
"11065","B240902",20151231,1
"11065","B910204",20151231,1
"11065","B051404",20151231,1
"11065","B890102",20151231,1
"11065","B670402",20151231,1
"11065","B570205",20151231,1
"11065","B380404",20151231,1
"11065","B380303",20151231,1
"11065","B210802",20151231,1
"11065","B100402",20151231,1
"11065","B100305",20151231,1
"11065","B100301",20151231,1
"11066","B150501",20151231,1
"11066","B430503",20151231,1
"11066","B140103",20151231,1
"11066","B010102",20151231,1
"11066","B380404",20151231,1
"11066","B450702",20151231,1
"11066","B910204",20151231,1
"11066","B890103",20151231,1
"11066","B740502",20151231,1
"11066","B730402",20151231,1
"11066","B650204",20151231,1
"11066","B260103",20151231,1
"11066","B180901",20151231,1
"11066","B140302",20151231,1
"11066","B100101",20151231,1
"11066","B010205",20151231,1
"11066","B141304",20151231,1
"11066","B100305",20151231,1
"11066","B260703",20151231,1
"11066","B910106",20151231,1
"11067","B650204",20151231,1
"11068","B051403",20151231,1
"11068","B820102",20151231,1
"11068","B740301",20151231,1
"11068","B540105",20151231,1
"11068","B160501",20151231,1
"11068","B160301",20151231,1
"11068","B051404",20151231,1
"11068","B560301",20151231,1
"11068","B531001",20151231,1
"11069","C030706",20151231,1
"11069","C030505",20151231,1
"11069","C170206",20151231,1
"11069","C080201",20151231,1
"11069","C070203",20151231,1
"11069","C050208",20151231,1
"11069","C030701",20151231,1
"11070","B380405",20151226,1
"11070","B790212",20151226,1
"11070","B140101",20151226,1
"11070","B790405",20151226,1
"11070","B740204",20151226,1
"11070","B730303",20151226,1
"11070","B570204",20151226,1
"11070","B430101",20151226,1
"11070","B180902",20151226,1
"11070","B150402",20151226,1
"11070","B150401",20151226,1
"11071","A040215",20151217,1
"11071","A040215",20151217,1
"11072","A010613",20151031,1
"11073","B900102",20151230,1
"11073","B010102",20151230,1
"11073","B740101",20151230,1
"11073","B130501",20151230,1
"11073","B120605",20151230,1
"11073","B100501",20151230,1
"11074","B010202",20151230,1
"11074","B200702",20151230,1
"11074","B160201",20151230,1
"11074","B010205",20151230,1
"11074","B160101",20151230,1
"11074","B050103",20151230,1
"11075","A010501",20151231,1
"11076","B050102",20151231,1
"11076","B650204",20151231,1
"11076","B190901",20151231,1
"11076","B110304",20151231,1
"11076","B430101",20151231,1
"11077","B740102",20151230,1
"11078","B110302",20151225,1
"11078","B740102",20151225,1
"11078","B740101",20151225,1
"11078","B380405",20151225,1
"11078","B140301",20151225,1
"11079","A010406",20151229,1
"11080","A040222",20151231,1
"11080","B660104",20151231,1
"11080","B260902",20151231,1
"11080","A040222",20151231,1
"11080","A050312",20151231,1
"11081","A040233",20151231,1
"11081","A010604",20151231,1
"11082","C030107",20151231,1
"11082","C050301",20151231,1
"11082","C030109",20151231,1
"11082","C140103",20151231,1
"11082","C150101",20151231,1
"11082","C150405",20151231,1
"11082","C150403",20151231,1
"11082","C150401",20151231,1
"11082","C150302",20151231,1
"11082","C120201",20151231,1
"11082","C140104",20151231,1
"11082","C130703",20151231,1
"11082","C120101",20151231,1
"11082","C110301",20151231,1
"11082","C110101",20151231,1
"11082","C080304",20151231,1
"11082","C080201",20151231,1
"11082","C050209",20151231,1
"11082","C050204",20151231,1
"11082","C030310",20151231,1
"11082","C030202",20151231,1
"11082","C030103",20151231,1
"11082","C020203",20151231,1
"11082","C170534",20151231,1
"11082","C030505",20151231,1
"11083","A010601",20151229,1
"11084","B100303",20151231,1
"11084","B700701",20151231,1
"11084","B150202",20151231,1
"11084","B840202",20151231,1
"11084","B840201",20151231,1
"11084","B650204",20151231,1
"11084","B520503",20151231,1
"11084","B450303",20151231,1
"11084","B260617",20151231,1
"11084","B210802",20151231,1
"11084","B200703",20151231,1
"11084","B190101",20151231,1
"11084","B890103",20151231,1
"11084","B180501",20151231,1
"11084","B150401",20151231,1
"11084","B100402",20151231,1
"11084","B840107",20151231,1
"11084","B240802",20151231,1
"11085","A040233",20151003,1
"11086","A010648",20151229,1
"11087","B210802",20151231,1
"11087","B820102",20151231,1
"11087","B430503",20151231,1
"11087","B380403",20151231,1
"11088","B670303",20151224,1
"11088","A020209",20151224,1
"11088","A010206",20151224,1
"11088","A010613",20151224,1
"11088","A010623",20151224,1
"11089","A010201",20151219,1
"11089","A010608",20151219,1
"11089","A010407",20151219,1
"11089","A010613",20151219,1
"11089","A010601",20151219,1
"11089","A010601",20151219,1
"11090","A010638",20151231,1
"11090","A080103",20151231,1
"11091","C080301",20151230,1
"11091","C170631",20151230,1
"11091","C150101",20151230,1
"11091","C080304",20151230,1
"11091","C170701",20151230,1
"11092","B520502",20151229,1
"11093","B100303",20151228,1
"11093","B190101",20151228,1
"11093","B140601",20151228,1
"11093","B100305",20151228,1
"11094","A010710",20151231,1
"11095","A010653",20151226,1
"11095","A010653",20151226,1
"11095","A020303",20151226,1
"11095","A010607",20151226,1
"11096","A010644",20151218,1
"11097","A010707",20151217,1
"11097","A010707",20151217,1
"11098","B140102",20151231,1
"11098","B100504",20151231,1
"11099","A010903",20151229,1
"11099","A010613",20151229,1
"11099","A010403",20151229,1
"11099","A010902",20151229,1
"11099","A010302",20151229,1
"11099","A010608",20151229,1
"11099","A010710",20151229,1
"11100","B540107",20151231,1
"11100","B140206",20151231,1
"11100","B430504",20151231,1
"11100","B740301",20151231,1
"11100","B730401",20151231,1
"11100","B660201",20151231,1
"11100","B630402",20151231,1
"11100","C160701",20151231,1
"11100","B070701",20151231,1
"11100","B140201",20151231,1
"11100","B140104",20151231,1
"11100","B140103",20151231,1
"11101","A020302",20151230,1
"11101","A020110",20151230,1
"11101","A020302",20151230,1
"11101","A050219",20151230,1
"11101","A020103",20151230,1
"11101","A020701",20151230,1
"11101","A040802",20151230,1
"11101","A040215",20151230,1
"11102","B520902",20151231,1
"11102","B100305",20151231,1
"11102","B430601",20151231,1
"11103","C170701",20151231,1
"11103","C150304",20151231,1
"11104","A020605",20151231,1
"11105","A010653",20151223,1
"11105","A040228",20151223,1
"11105","A020208",20151223,1
"11105","A040224",20151223,1
"11105","A050230",20151223,1
"11106","B180704",20151231,1
"11106","B051002",20151231,1
"11106","B890103",20151231,1
"11106","B730401",20151231,1
"11106","B480301",20151231,1
"11106","B200801",20151231,1
"11106","B190206",20151231,1
"11106","B160101",20151231,1
"11106","B150404",20151231,1
"11106","B100305",20151231,1
"11106","B010102",20151231,1
"11106","B290304",20151231,1
"11107","C030103",20151230,1
"11107","C030204",20151230,1
"11107","C170206",20151230,1
"11107","C070101",20151230,1
"11108","A040224",20151231,1
"11108","A011001",20151231,1
"11108","A011001",20151231,1
"11108","A010646",20151231,1
"11109","C060108",20151231,1
"11109","C010104",20151231,1
"11109","C150306",20151231,1
"11109","C150302",20151231,1
"11109","C060206",20151231,1
"11109","C040301",20151231,1
"11110","A020108",20151231,1
"11110","A010619",20151231,1
"11110","A010401",20151231,1
"11111","B140103",20151231,1
"11111","B430503",20151231,1
"11111","B100504",20151231,1
"11111","B740301",20151231,1
"11111","B740102",20151231,1
"11111","B730303",20151231,1
"11111","B730201",20151231,1
"11111","B431002",20151231,1
"11111","B380404",20151231,1
"11111","B210802",20151231,1
"11111","B160102",20151231,1
"11111","B140703",20151231,1
"11111","B140301",20151231,1
"11112","B430101",20151229,1
"11112","B100301",20151229,1
"11112","B740102",20151229,1
"11112","B430102",20151229,1
"11112","B430401",20151229,1
"11112","B880201",20151229,1
"11113","C070202",20151231,1
"11113","C110203",20151231,1
"11113","C170206",20151231,1
"11113","C130302",20151231,1
"11113","C120501",20151231,1
"11113","C070203",20151231,1
"11113","C060108",20151231,1
"11114","B080202",20151219,1
"11114","B380205",20151219,1
"11114","B910202",20151219,1
"11114","B730302",20151219,1
"11114","B100802",20151219,1
"11114","B760401",20151219,1
"11114","B100301",20151219,1
"11114","B920105",20151219,1
"11114","B910204",20151219,1
"11114","B910104",20151219,1
"11114","B740301",20151219,1
"11114","B740102",20151219,1
"11114","B650204",20151219,1
"11114","B650105",20151219,1
"11114","B570204",20151219,1
"11114","B460305",20151219,1
"11114","B380404",20151219,1
"11114","B380203",20151219,1
"11114","B190906",20151219,1
"11114","B181001",20151219,1
"11114","B180801",20151219,1
"11114","B180205",20151219,1
"11114","B170301",20151219,1
"11114","B140302",20151219,1
"11114","B140103",20151219,1
"11114","B140101",20151219,1
"11114","B130205",20151219,1
"11114","B120605",20151219,1
"11114","B120604",20151219,1
"11114","B100305",20151219,1
"11114","B080202",20151219,1
"11115","C030309",20151231,1
"11115","C150602",20151231,1
"11115","C150301",20151231,1
"11115","C120202",20151231,1
"11115","C110101",20151231,1
"11115","C070402",20151231,1
"11115","C070102",20151231,1
"11115","C060504",20151231,1
"11115","C050108",20151231,1
"11115","C040516",20151231,1
"11116","B260902",20151231,1
"11116","B241001",20151231,1
"11116","B890104",20151231,1
"11116","D040201",20151231,1
"11116","D040202",20151231,1
"11116","D080401",20151231,1
"11117","B200801",20151228,1
"11117","B100402",20151228,1
"11117","B920103",20151228,1
"11117","B810301",20151228,1
"11117","B740402",20151228,1
"11117","B740102",20151228,1
"11117","B570205",20151228,1
"11117","B531001",20151228,1
"11117","B521301",20151228,1
"11117","B520503",20151228,1
"11117","B210802",20151228,1
"11117","B130602",20151228,1
"11117","B130205",20151228,1
"11117","B120605",20151228,1
"11117","B110302",20151228,1
"11117","B100501",20151228,1
"11117","B140103",20151228,1
"11117","B150102",20151228,1
"11118","C050304",20151231,1
"11118","C030704",20151231,1
"11118","C030401",20151231,1
"11118","A040217",20151231,1
"11118","C150101",20151231,1
"11118","C150306",20151231,1
"11118","A040222",20151231,1
"11118","A040217",20151231,1
"11118","A010652",20151231,1
"11118","C150301",20151231,1
"11118","C170206",20151231,1
"11119","B870102",20151231,1
"11119","B160301",20151231,1
"11120","C070101",20151230,1
"11120","C070101",20151230,1
"11121","B380404",20151231,1
"11121","B090302",20151231,1
"11121","B660602",20151231,1
"11121","B170402",20151231,1
"11121","B140301",20151231,1
"11121","B140202",20151231,1
"11121","B140103",20151231,1
"11121","B140102",20151231,1
"11121","B120602",20151231,1
"11121","B910103",20151231,1
"11121","B660710",20151231,1
"11121","B650204",20151231,1
"11121","B190101",20151231,1
"11121","B070801",20151231,1
"11121","B900103",20151231,1
"11121","B180707",20151231,1
"11121","B550112",20151231,1
"11121","B330705",20151231,1
"11121","B330102",20151231,1
"11121","B190905",20151231,1
"11121","B190206",20151231,1
"11121","B180902",20151231,1
"11122","B740503",20151231,1
"11122","B350503",20151231,1
"11123","B250502",20151231,1
"11123","B430902",20151231,1
"11124","B900103",20151230,1
"11124","B900203",20151230,1
"11125","A020302",20151230,1
"11125","A040215",20151230,1
"11125","A010803",20151230,1
"11126","C150101",20151229,1
"11126","C140402",20151229,1
"11126","C030103",20151229,1
"11126","C150101",20151229,1
"11126","C050205",20151229,1
"11127","A010707",20151231,1
"11127","A010403",20151231,1
"11128","A010201",20151231,1
"11128","A010505",20151231,1
"11128","A010201",20151231,1
"11128","A010512",20151231,1
"11129","B430601",20151110,1
"11129","B140103",20151110,1
"11129","B890103",20151110,1
"11129","B550120",20151110,1
"11129","B431001",20151110,1
"11130","A010302",20151230,1
"11130","A010501",20151230,1
"11130","A010404",20151230,1
"11130","A040224",20151230,1
"11131","A011004",20151230,1
"11131","A010509",20151230,1
"11132","B140201",20151230,1
"11132","B740501",20151230,1
"11132","B760202",20151230,1
"11133","B521301",20151231,1
"11133","B531001",20151231,1
"11134","A011001",20151231,1
"11135","B290301",20151230,1
"11136","A050602",20151227,1
"11136","A010646",20151227,1
"11136","A090303",20151227,1
"11136","A070608",20151227,1
"11136","A010903",20151227,1
"11137","B150104",20151229,1
"11137","B180902",20151229,1
"11138","A010302",20151228,1
"11138","A010404",20151228,1
"11138","A011004",20151228,1
"11138","A010603",20151228,1
"11139","B050118",20151231,1
"11139","B740101",20151231,1
"11139","B480301",20151231,1
"11139","B110605",20151231,1
"11139","B110304",20151231,1
"11139","B071003",20151231,1
"11140","A010302",20151231,1
"11140","A010602",20151231,1
"11141","B260902",20151224,1
"11142","A010403",20151231,1
"11142","B431001",20151231,1
"11142","A010403",20151231,1
"11142","A010707",20151231,1
"11142","A010901",20151231,1
"11142","A010202",20151231,1
"11143","A020302",20151231,1
"11143","A010103",20151231,1
"11143","A010606",20151231,1
"11143","A020303",20151231,1
"11143","A040224",20151231,1
"11144","C030505",20151230,1
"11144","C130103",20151230,1
"11144","C070101",20151230,1
"11145","A020601",20151230,1
"11146","A020302",20151230,1
"11147","C150401",20151219,1
"11147","C070101",20151219,1
"11147","C150405",20151219,1
"11148","A010401",20151229,1
"11148","A010516",20151229,1
"11148","A010613",20151229,1
"11148","A010302",20151229,1
"11148","A011004",20151229,1
"11149","C110401",20151226,1
"11149","C070401",20151226,1
"11149","C110204",20151226,1
"11150","C080303",20151231,1
"11151","B100301",20151229,1
"11151","B210802",20151229,1
"11151","B160201",20151229,1
"11152","C150405",20151230,1
"11152","C040102",20151230,1
"11152","C140603",20151230,1
"11153","B810303",20151230,1
"11153","A010644",20151230,1
"11153","C030401",20151230,1
"11153","C150202",20151230,1
"11153","B050101",20151230,1
"11153","B910206",20151230,1
"11153","B910204",20151230,1
"11153","B800502",20151230,1
"11153","B790309",20151230,1
"11153","B790212",20151230,1
"11153","B520502",20151230,1
"11153","B430101",20151230,1
"11154","A030114",20151226,1
"11154","A010408",20151226,1
"11154","A010645",20151226,1
"11154","A030114",20151226,1
"11154","A011001",20151226,1
"11154","A010613",20151226,1
"11154","A010403",20151226,1
"11155","C090101",20151231,1
"11156","A010624",20151229,1
"11157","C150101",20151229,1
"11158","A040224",20151231,1
"11158","A040224",20151231,1
"11158","A010637",20151231,1
"11159","C030601",20151231,1
"11159","C150403",20151231,1
"11159","C110602",20151231,1
"11159","C150304",20151231,1
"11159","C120101",20151231,1
"11159","C150405",20151231,1
"11159","C150401",20151231,1
"11159","C150301",20151231,1
"11159","C130803",20151231,1
"11159","C120202",20151231,1
"11159","C120201",20151231,1
"11159","C110501",20151231,1
"11159","C110202",20151231,1
"11159","C110201",20151231,1
"11159","C080103",20151231,1
"11159","C040311",20151231,1
"11160","B730401",20151230,1
"11160","B110203",20151230,1
"11160","B100305",20151230,1
"11160","B200801",20151230,1
"11160","B430805",20151230,1
"11160","B430503",20151230,1
"11161","C050211",20151223,1
"11161","C170206",20151223,1
"11161","C100301",20151223,1
"11161","C030401",20151223,1
"11161","C140407",20151223,1
"11161","C110301",20151223,1
"11161","C110203",20151223,1
"11161","C050205",20151223,1
"11162","C150101",20151230,1
"11162","C150103",20151230,1
"11162","A020114",20151230,1
"11163","A010637",20151226,1
"11164","A011003",20151230,1
"11164","A010404",20151230,1
"11164","A011003",20151230,1
"11164","A010403",20151230,1
"11164","A010203",20151230,1
"11164","A011004",20151230,1
"11164","A010707",20151230,1
"11164","A070608",20151230,1
"11165","B310101",20151231,1
"11165","B670204",20151231,1
"11166","A010103",20151230,1
"11167","C030309",20151230,1
"11167","A010601",20151230,1
"11167","C030801",20151230,1
"11167","C010104",20151230,1
"11167","C060403",20151230,1
"11167","C030208",20151230,1
"11167","C030207",20151230,1
"11167","C010206",20151230,1
"11168","B070202",20151231,1
"11168","B260701",20151231,1
"11168","B370906",20151231,1
"11168","B261004",20151231,1
"11168","B630501",20151231,1
"11168","B370906",20151231,1
"11169","A010647",20151228,1
"11169","A020303",20151228,1
"11170","B140201",20151230,1
"11170","B380406",20151230,1
"11170","B050118",20151230,1
"11170","B740202",20151230,1
"11170","B730401",20151230,1
"11170","B380802",20151230,1
"11170","B380303",20151230,1
"11170","B141304",20151230,1
"11170","B140502",20151230,1
"11170","B140301",20151230,1
"11170","B110402",20151230,1
"11170","B101001",20151230,1
"11170","B100801",20151230,1
"11170","B670402",20151230,1
"11171","C150304",20151231,1
"11171","C070202",20151231,1
"11171","C150405",20151231,1
"11172","B120602",20151230,1
"11172","B150404",20151230,1
"11172","B870502",20151230,1
"11172","B740101",20151230,1
"11173","A010501",20151230,1
"11173","A010508",20151230,1
"11173","A010401",20151230,1
"11173","A010631",20151230,1
"11173","A010403",20151230,1
"11173","A010403",20151230,1
"11174","A040229",20151220,1
"11174","A010404",20151220,1
"11174","A010608",20151220,1
"11175","B430401",20151231,1
"11175","B110203",20151231,1
"11175","B740101",20151231,1
"11175","B150204",20151231,1
"11175","B150203",20151231,1
"11175","B050118",20151231,1
"11175","B830204",20151231,1
"11175","B650204",20151231,1
"11175","B430904",20151231,1
"11175","B430802",20151231,1
"11175","B430102",20151231,1
"11175","B141303",20151231,1
"11175","B140301",20151231,1
"11175","B140103",20151231,1
"11175","B111002",20151231,1
"11176","B010106",20151230,1
"11176","B101001",20151230,1
"11176","B100803",20151230,1
"11176","B740101",20151230,1
"11177","A020302",20151230,1
"11177","A020302",20151230,1
"11177","A010408",20151230,1
"11177","A010901",20151230,1
"11178","A010602",20151231,1
"11178","C030301",20151231,1
"11178","C110204",20151231,1
"11179","B100502",20151231,1
"11179","B430904",20151231,1
"11179","B430102",20151231,1
"11179","B380303",20151231,1
"11179","B140102",20151231,1
"11179","B120606",20151231,1
"11179","B100803",20151231,1
"11179","B140502",20151231,1
"11180","B140206",20151229,1
"11181","A020303",20151230,1
"11181","A020302",20151230,1
"11181","A010403",20151230,1
"11182","A010608",20151228,1
"11183","A010612",20151229,1
"11184","B530902",20151230,1
"11184","B920102",20151230,1
"11185","B290302",20151227,1
"11185","B200801",20151227,1
"11185","B330501",20151227,1
"11186","B010108",20151231,1
"11186","B740201",20151231,1
"11186","B200302",20151231,1
"11186","B120602",20151231,1
"11186","B110203",20151231,1
"11186","B660405",20151231,1
"11187","C030109",20151230,1
"11187","C100301",20151230,1
"11187","C100203",20151230,1
"11187","C080301",20151230,1
"11187","C080202",20151230,1
"11187","C030403",20151230,1
"11188","A010654",20151228,1
"11189","A010401",20151231,1
"11189","A010403",20151231,1
"11190","A010403",20151228,1
"11191","C100107",20151230,1
"11191","C110606",20151230,1
"11192","B730402",20151231,1
"11192","B740501",20151231,1
"11192","B790310",20151231,1
"11193","A020304",20151231,1
"11194","C170206",20151230,1
"11194","C080201",20151230,1
"11194","C040310",20151230,1
"11195","B170103",20151228,1
"11195","B200801",20151228,1
"11195","B190101",20151228,1
"11195","B130602",20151228,1
"11195","B870602",20151228,1
"11195","B660303",20151228,1
"11195","B660201",20151228,1
"11195","B280604",20151228,1
"11195","B190902",20151228,1
"11195","B170701",20151228,1
"11195","B170301",20151228,1
"11195","B170203",20151228,1
"11195","B140703",20151228,1
"11195","A050301",20151228,1
"11195","A050301",20151228,1
"11195","A010645",20151228,1
"11196","B150601",20151231,1
"11196","B210801",20151231,1
"11196","B790310",20151231,1
"11196","B140102",20151231,1
"11196","B920509",20151231,1
"11196","B730401",20151231,1
"11196","B430504",20151231,1
"11196","B210803",20151231,1
"11196","B210802",20151231,1
"11196","B140103",20151231,1
"11197","C150701",20151228,1
"11197","C150101",20151228,1
"11197","C070201",20151228,1
"11197","C130302",20151228,1
"11197","C120101",20151228,1
"11197","C150101",20151228,1
"11198","B740603",20151231,1
"11198","B920509",20151231,1
"11198","B920103",20151231,1
"11198","A010644",20151231,1
"11198","B520902",20151231,1
"11198","C010104",20151231,1
"11198","C160203",20151231,1
"11198","B140102",20151231,1
"11198","C170150",20151231,1
"11198","C010110",20151231,1
"11198","C170162",20151231,1
"11198","C070202",20151231,1
"11198","C070101",20151231,1
"11198","C030901",20151231,1
"11198","C020101",20151231,1
"11198","B051404",20151231,1
"11199","A010401",20151231,1
"11199","A020303",20151231,1
"11199","A040401",20151231,1
"11199","A010634",20151231,1
"11199","A010613",20151231,1
"11200","A010403",20151229,1
"11200","A010302",20151229,1
"11200","A011004",20151229,1
"11200","A010401",20151229,1
"11201","B160202",20151230,1
"11201","B830102",20151230,1
"11201","B290102",20151230,1
"11202","C030404",20151230,1
"11202","C170206",20151230,1
"11202","C150302",20151230,1
"11202","C100203",20151230,1
"11202","C080201",20151230,1
"11202","C150401",20151230,1
"11202","C150306",20151230,1
"11203","B210803",20151231,1
"11203","B090302",20151231,1
"11204","C130206",20151230,1
"11204","C060406",20151230,1
"11205","B100501",20151228,1
"11205","B890102",20151228,1
"11205","B180801",20151228,1
"11205","B480401",20151228,1
"11205","B100504",20151228,1
"11205","B910104",20151228,1
"11205","B800202",20151228,1
"11205","B740101",20151228,1
"11205","B470106",20151228,1
"11205","B190904",20151228,1
"11205","B140703",20151228,1
"11205","B130503",20151228,1
"11205","B111103",20151228,1
"11205","B110203",20151228,1
"11206","A010604",20151210,1
"11207","A090303",20151230,1
"11208","A020302",20151227,1
"11208","A040209",20151227,1
"11209","C030901",20151228,1
"11209","C160107",20151228,1
"11209","C170206",20151228,1
"11209","C030404",20151228,1
"11210","B380405",20151229,1
"11210","B740101",20151229,1
"11210","B130602",20151229,1
"11210","B630602",20151229,1
"11210","B210802",20151229,1
"11210","B380204",20151229,1
"11210","B910103",20151229,1
"11210","B790203",20151229,1
"11210","B630602",20151229,1
"11211","C150203",20151231,1
"11211","C160107",20151231,1
"11211","C150401",20151231,1
"11211","C140406",20151231,1
"11212","B010106",20151231,1
"11212","B740201",20151231,1
"11213","B210802",20151231,1
"11213","B010102",20151231,1
"11213","B890103",20151231,1
"11213","B150703",20151231,1
"11213","B910101",20151231,1
"11213","B890202",20151231,1
"11213","B810301",20151231,1
"11213","B730103",20151231,1
"11213","B730102",20151231,1
"11213","B470302",20151231,1
"11213","B380406",20151231,1
"11213","B140302",20151231,1
"11213","B110801",20151231,1
"11213","B110203",20151231,1
"11213","B040401",20151231,1
"11213","C030902",20151231,1
"11213","C120101",20151231,1
"11214","B100803",20151231,1
"11214","B810401",20151231,1
"11214","B210803",20151231,1
"11214","B140203",20151231,1
"11214","B101001",20151231,1
"11215","A010644",20151231,1
"11216","A020206",20151224,1
"11216","A020302",20151224,1
"11216","A020208",20151224,1
"11217","B670201",20151229,1
"11217","B670402",20151229,1
"11217","B520503",20151229,1
"11217","B150102",20151229,1
"11218","A010201",20151228,1
"11218","A010403",20151228,1
"11219","B070903",20151231,1
"11219","B560502",20151231,1
"11219","B210802",20151231,1
"11219","B100401",20151231,1
"11220","B430101",20151230,1
"11220","B210802",20151230,1
"11220","B040101",20151230,1
"11220","B740204",20151230,1
"11220","B210802",20151230,1
"11220","B040101",20151230,1
"11220","B210802",20151230,1
"11220","B040101",20151230,1
"11221","B240401",20151228,1
"11221","B870701",20151228,1
"11222","B010102",20151231,1
"11222","B180901",20151231,1
"11222","B160201",20151231,1
"11222","B250504",20151231,1
"11222","B160201",20151231,1
"11222","B890103",20151231,1
"11223","B100502",20151231,1
"11223","B470104",20151231,1
"11224","B100302",20151231,1
"11224","B530902",20151231,1
