고객번호,A제휴사(%),B제휴사(%),C제휴사(%),D제휴사(%),편의품(%),선매품(%),전문품(%),기타(%)
7092,76.37,16.2,7.43,0.0,12.98,68.1,0.0,18.92
7093,79.63,15.18,5.18,0.0,8.98,43.06,21.75,26.2
7094,89.14,8.42,2.44,0.0,0.16,2.08,96.97,0.79
7095,77.01,12.9,10.09,0.0,16.12,55.74,0.0,28.14
7096,97.36,2.38,0.26,0.0,0.98,2.74,94.48,1.8
7097,44.27,52.21,3.52,0.0,4.52,25.52,62.35,7.61
7098,34.81,54.07,11.11,0.0,27.89,52.17,0.0,19.95
7099,72.04,18.1,9.85,0.0,13.01,71.89,0.0,15.1
7100,55.6,39.82,1.81,2.77,1.01,16.28,79.8,2.9
7101,41.05,42.47,16.48,0.0,13.08,47.18,0.0,39.74
7102,56.97,36.35,6.68,0.0,9.98,56.31,15.92,17.78
7103,71.67,28.33,0.0,0.0,8.7,69.85,0.0,21.46
7104,0.0,0.0,100.0,0.0,49.51,50.49,0.0,0.0
7105,78.7,21.3,0.0,0.0,7.5,43.76,0.0,48.74
7106,65.86,22.98,11.16,0.0,7.85,69.43,0.0,22.72
7107,42.27,43.39,14.34,0.0,11.08,48.8,0.0,40.12
7108,49.64,43.09,7.27,0.0,9.31,35.82,0.0,54.88
7109,90.81,7.21,1.98,0.0,5.95,80.48,0.0,13.58
7110,50.19,33.78,16.03,0.0,11.95,60.64,0.0,27.41
7112,85.81,12.5,0.0,1.69,3.04,36.92,42.91,17.13
7113,68.5,26.46,5.04,0.0,5.42,24.33,63.51,6.74
7114,87.33,9.4,3.27,0.0,3.26,84.66,0.0,12.09
7115,74.89,4.54,15.99,4.57,1.14,12.23,84.86,1.77
7116,82.43,11.93,5.65,0.0,2.59,16.92,76.36,4.13
7117,68.99,26.77,4.24,0.0,1.31,20.3,75.95,2.44
7118,84.34,6.81,3.93,4.93,3.54,91.74,0.0,4.73
7119,78.35,16.33,5.32,0.0,10.57,54.38,0.0,35.06
7120,25.16,3.67,71.16,0.0,19.15,58.55,0.0,22.3
7121,87.43,9.67,2.91,0.0,2.05,33.24,62.5,2.21
7122,78.93,10.76,10.31,0.0,14.04,51.16,0.0,34.8
7123,90.29,7.12,2.59,0.0,3.97,90.97,0.0,5.06
7124,70.62,18.14,11.25,0.0,14.42,55.38,0.0,30.2
7125,88.59,9.54,1.87,0.0,3.02,30.84,51.19,14.95
7126,92.24,4.28,3.49,0.0,1.04,14.66,81.48,2.83
7127,58.74,34.34,6.92,0.0,1.59,16.07,79.94,2.4
7128,85.41,9.84,4.76,0.0,1.03,17.6,78.48,2.89
7129,90.14,6.31,3.55,0.0,5.1,37.14,49.99,7.77
7130,97.28,2.72,0.0,0.0,0.75,31.35,65.54,2.36
7131,87.45,4.72,7.83,0.0,1.23,24.92,72.68,1.17
7133,89.72,6.27,4.02,0.0,6.68,76.25,0.0,17.07
7134,70.25,7.53,3.83,18.39,3.34,34.25,51.64,10.78
7135,98.0,0.0,2.0,0.0,0.67,38.26,60.13,0.95
7136,71.77,15.7,12.53,0.0,19.78,41.2,0.0,39.02
7137,93.43,6.57,0.0,0.0,2.72,11.13,84.81,1.34
7138,78.21,17.14,4.65,0.0,20.39,65.64,0.0,13.97
7139,82.42,17.58,0.0,0.0,0.52,9.32,89.45,0.71
7140,90.4,7.62,1.98,0.0,1.59,31.15,62.63,4.62
7141,95.71,2.78,1.51,0.0,1.06,32.05,64.76,2.13
7142,42.88,57.12,0.0,0.0,11.77,55.85,13.52,18.87
7143,88.7,9.36,1.94,0.0,1.9,6.21,90.83,1.07
7144,62.33,19.39,2.21,16.08,3.45,31.27,55.52,9.76
7145,89.09,7.7,3.21,0.0,2.02,36.11,6.74,55.13
7146,93.51,4.6,1.89,0.0,1.39,15.43,82.5,0.68
7147,80.75,12.4,6.85,0.0,20.36,57.85,0.0,21.79
7148,95.82,3.72,0.46,0.0,2.5,35.38,58.01,4.1
7149,79.86,14.59,5.55,0.0,15.59,50.72,0.0,33.69
7150,83.9,6.96,9.13,0.0,8.64,61.8,0.0,29.56
7151,85.32,11.8,2.88,0.0,3.08,90.12,0.0,6.8
7152,78.28,15.36,6.36,0.0,5.28,50.71,0.0,44.02
7153,90.88,6.69,2.43,0.0,0.57,7.58,89.07,2.77
7154,85.48,7.36,7.16,0.0,5.05,29.14,60.11,5.7
7155,83.09,16.91,0.0,0.0,3.47,29.73,62.02,4.78
7156,83.78,11.37,4.86,0.0,8.03,91.97,0.0,0.0
7157,85.02,9.21,5.77,0.0,9.93,41.83,24.72,23.51
7158,75.69,18.22,6.08,0.0,1.71,20.3,74.57,3.42
7159,84.34,4.81,3.12,7.73,1.29,33.19,63.85,1.67
7160,91.04,8.96,0.0,0.0,8.88,66.22,20.12,4.78
7161,76.17,14.87,8.96,0.0,6.99,55.69,25.67,11.65
7162,94.86,5.14,0.0,0.0,7.38,74.58,0.0,18.04
7163,68.81,19.47,11.72,0.0,12.67,63.44,0.0,23.89
7164,95.86,2.61,1.53,0.0,6.62,69.94,0.0,23.44
7165,88.16,7.96,3.87,0.0,4.76,78.41,0.0,16.83
7166,76.23,17.83,5.95,0.0,6.86,58.56,0.0,34.59
7167,89.93,10.07,0.0,0.0,2.44,9.67,86.58,1.31
7168,93.4,4.2,2.4,0.0,3.33,61.64,17.14,17.89
7169,89.23,7.31,3.46,0.0,0.2,3.95,95.33,0.52
7170,70.76,29.24,0.0,0.0,5.9,74.73,10.87,8.51
7171,55.37,44.63,0.0,0.0,7.6,75.89,0.0,16.51
7172,72.27,17.34,10.39,0.0,9.37,30.7,0.0,59.93
7173,93.38,6.62,0.0,0.0,0.69,5.67,92.87,0.77
7174,95.31,3.19,1.5,0.0,4.76,20.12,71.65,3.48
7175,96.24,2.8,0.96,0.0,0.85,6.5,91.21,1.44
7176,98.01,1.99,0.0,0.0,1.39,95.0,0.0,3.61
7177,63.64,32.79,3.56,0.0,6.33,55.86,21.33,16.48
7178,78.75,14.01,7.23,0.0,1.49,22.85,73.8,1.87
7179,34.39,56.04,9.57,0.0,34.69,22.76,30.31,12.24
7180,69.99,24.14,5.87,0.0,0.94,9.18,82.98,6.9
7181,43.46,33.69,0.0,22.86,10.53,33.42,0.0,56.05
7182,0.0,69.36,30.64,0.0,21.55,37.36,0.0,41.09
7183,95.49,2.67,1.85,0.0,7.18,43.07,39.98,9.78
7184,89.23,5.17,5.6,0.0,11.22,69.94,0.0,18.84
7185,86.31,13.69,0.0,0.0,9.47,70.78,0.0,19.75
7186,92.29,7.71,0.0,0.0,2.77,38.46,53.22,5.55
7187,80.71,9.11,10.18,0.0,25.99,74.01,0.0,0.0
7188,81.9,9.04,9.05,0.0,7.79,69.79,0.0,22.42
7189,90.81,7.08,2.11,0.0,8.85,22.08,64.72,4.35
7190,84.9,10.74,4.37,0.0,1.84,37.41,50.15,10.6
7191,84.09,11.69,4.22,0.0,6.37,63.58,0.0,30.04
7192,81.87,12.01,6.12,0.0,8.38,35.09,45.78,10.75
7193,43.16,44.81,0.0,12.03,0.47,4.49,93.26,1.77
7194,71.36,17.71,10.94,0.0,8.38,79.09,0.0,12.53
7195,86.64,9.94,3.42,0.0,4.62,66.4,0.0,28.99
7197,71.24,10.98,17.78,0.0,3.38,39.57,54.06,2.99
7198,82.71,11.97,5.32,0.0,2.15,20.69,74.58,2.58
7199,71.46,28.54,0.0,0.0,1.65,9.69,86.77,1.88
7200,65.72,25.08,9.2,0.0,8.56,40.02,30.24,21.17
7201,62.46,26.68,10.85,0.0,9.97,77.94,0.0,12.09
7202,96.84,3.16,0.0,0.0,4.01,20.17,71.24,4.58
7203,87.63,11.32,1.06,0.0,3.44,37.26,54.16,5.14
7204,43.09,23.2,33.71,0.0,21.29,57.83,0.0,20.88
7205,100.0,0.0,0.0,0.0,4.98,87.96,0.0,7.06
7206,83.5,10.55,5.96,0.0,12.27,42.69,0.0,45.05
7207,83.91,9.05,7.05,0.0,0.7,4.17,93.97,1.16
7208,62.75,27.5,9.75,0.0,5.03,85.5,0.0,9.47
7209,76.45,17.85,5.7,0.0,5.32,53.51,20.1,21.06
7210,65.13,13.25,21.62,0.0,13.46,64.9,0.0,21.64
7211,55.75,28.75,15.49,0.0,9.72,36.61,0.0,53.67
7212,83.2,9.92,6.88,0.0,5.39,57.25,27.18,10.19
7213,97.18,2.82,0.0,0.0,12.25,37.52,47.64,2.58
7214,69.06,27.52,3.41,0.0,4.92,95.08,0.0,0.0
7215,89.81,10.19,0.0,0.0,7.44,80.54,0.0,12.02
7216,89.28,10.72,0.0,0.0,20.24,66.33,0.0,13.43
7217,91.98,8.02,0.0,0.0,1.28,14.99,79.48,4.26
7218,32.95,46.64,20.4,0.0,16.25,60.53,0.0,23.22
7219,78.02,9.08,12.9,0.0,9.01,83.09,0.0,7.9
7220,90.08,8.63,1.29,0.0,0.5,6.0,93.5,0.0
7221,65.28,11.43,0.0,23.29,5.36,60.86,22.18,11.59
7222,92.72,0.0,7.28,0.0,7.32,70.03,0.0,22.65
7223,74.22,17.78,8.01,0.0,5.16,22.2,59.14,13.5
7224,88.49,8.24,3.27,0.0,7.85,64.66,0.0,27.49
7225,91.65,3.24,5.11,0.0,48.73,26.25,21.41,3.6
7226,89.43,7.31,3.26,0.0,5.0,78.69,0.0,16.31
7227,94.79,3.62,0.0,1.59,4.5,27.78,63.16,4.56
7228,94.9,5.1,0.0,0.0,12.82,42.75,0.0,44.43
7229,82.58,5.28,12.14,0.0,0.58,8.71,89.44,1.27
7230,91.64,5.45,2.91,0.0,2.04,46.78,0.0,51.18
7231,64.53,11.05,24.41,0.0,1.1,14.33,81.68,2.88
7232,59.33,20.73,19.95,0.0,10.87,73.87,0.0,15.26
7233,84.57,9.0,6.43,0.0,7.79,37.72,45.0,9.49
7234,95.32,0.0,4.68,0.0,1.1,39.11,57.43,2.36
7235,77.98,16.71,5.31,0.0,4.94,68.6,0.64,25.82
7236,87.0,8.76,4.25,0.0,7.32,48.42,31.85,12.4
7237,93.45,3.67,2.88,0.0,4.6,39.69,31.77,23.93
7238,95.22,2.87,1.91,0.0,2.39,89.9,0.0,7.71
7239,53.74,38.37,7.89,0.0,17.69,59.52,0.0,22.79
7240,83.62,12.28,4.1,0.0,6.61,30.0,47.19,16.2
7241,85.58,12.48,0.0,1.95,0.09,1.06,98.74,0.11
7242,80.83,12.91,6.26,0.0,8.14,64.36,0.0,27.51
7243,77.49,15.5,7.01,0.0,9.01,51.85,0.0,39.14
7244,85.11,8.84,6.05,0.0,4.9,81.53,0.0,13.57
7245,100.0,0.0,0.0,0.0,8.81,81.57,0.0,9.62
7246,84.35,12.12,3.53,0.0,13.87,76.37,0.0,9.76
7247,47.59,8.1,3.84,40.46,4.19,36.86,53.17,5.78
7248,84.91,15.09,0.0,0.0,7.84,33.87,19.71,38.58
7249,91.42,5.63,2.95,0.0,2.77,87.28,0.0,9.95
7250,57.31,42.69,0.0,0.0,12.4,69.67,0.0,17.94
7251,88.16,10.02,1.82,0.0,11.83,40.28,28.87,19.02
7252,89.2,7.55,3.26,0.0,10.91,40.12,0.0,48.97
7253,55.41,17.47,5.65,21.47,0.66,5.51,93.15,0.67
7254,91.17,7.02,1.81,0.0,4.08,27.09,66.02,2.82
7255,91.79,4.76,0.0,3.45,2.84,55.71,25.92,15.53
7256,88.42,8.39,3.19,0.0,12.46,53.36,0.0,34.18
7257,49.7,45.54,4.76,0.0,1.64,29.62,66.8,1.93
7258,82.79,14.41,2.8,0.0,17.39,59.45,0.0,23.16
7259,88.85,9.91,1.24,0.0,4.93,43.07,40.16,11.85
7260,89.9,4.41,5.69,0.0,9.58,70.7,6.87,12.85
7261,83.93,16.07,0.0,0.0,19.66,69.35,0.0,10.99
7262,69.9,9.31,6.31,14.49,0.94,8.58,88.21,2.27
7263,85.7,9.35,4.95,0.0,1.22,16.08,78.42,4.28
7264,85.9,10.4,3.69,0.0,8.83,58.1,0.0,33.06
7265,79.45,0.0,20.55,0.0,8.76,54.25,0.0,36.99
7266,67.97,22.22,9.81,0.0,16.69,35.67,0.0,47.64
7267,91.26,0.0,8.74,0.0,1.71,16.88,73.22,8.19
7268,69.11,18.45,12.45,0.0,9.73,31.01,0.0,59.26
7269,85.71,9.08,5.21,0.0,0.57,5.45,93.14,0.84
7270,79.83,11.02,9.15,0.0,17.02,65.76,0.0,17.23
7271,83.76,11.05,5.19,0.0,1.23,15.63,79.51,3.62
7272,72.62,14.96,12.42,0.0,4.96,46.37,41.31,7.37
7273,85.09,11.08,3.83,0.0,1.28,14.17,81.39,3.16
7274,91.43,8.57,0.0,0.0,7.28,22.8,65.6,4.32
7275,92.65,4.81,0.0,2.54,0.63,13.6,73.62,12.15
7276,50.37,49.63,0.0,0.0,27.18,58.58,0.0,14.24
7277,84.98,6.95,8.07,0.0,8.05,7.15,0.0,84.8
7278,0.0,93.75,6.25,0.0,49.62,50.38,0.0,0.0
7279,61.39,0.0,6.01,32.6,7.71,76.21,0.0,16.09
7280,89.83,6.31,3.86,0.0,1.32,23.51,73.68,1.49
7281,68.15,31.85,0.0,0.0,9.39,50.76,23.17,16.68
7282,67.57,22.1,10.33,0.0,8.67,56.43,0.0,34.9
7283,84.01,10.0,5.99,0.0,5.95,78.56,0.0,15.49
7284,72.7,22.31,4.98,0.0,4.16,72.73,0.0,23.11
7285,68.4,24.69,6.9,0.0,10.2,71.22,0.0,18.58
7286,79.33,14.87,5.8,0.0,4.03,32.88,59.02,4.06
7287,85.36,12.38,2.26,0.0,11.89,77.06,0.0,11.05
7288,51.1,40.32,8.58,0.0,8.18,65.12,0.0,26.7
7289,83.97,13.62,2.41,0.0,6.3,41.98,15.01,36.72
7290,78.04,9.27,5.43,7.26,1.08,8.52,85.37,5.03
7291,0.0,26.74,73.26,0.0,100.0,0.0,0.0,0.0
7292,83.57,11.95,4.48,0.0,9.75,59.29,0.0,30.97
7293,88.0,9.06,2.93,0.0,3.72,38.95,53.28,4.05
7294,84.61,11.2,4.2,0.0,10.75,69.98,9.46,9.82
7295,92.34,7.66,0.0,0.0,0.39,4.99,92.66,1.96
7296,72.8,0.0,13.04,14.16,9.41,62.61,0.0,27.98
7297,27.15,44.96,27.89,0.0,13.93,66.61,0.0,19.47
7298,67.29,12.54,0.0,20.17,9.32,76.18,0.0,14.5
7299,82.78,8.1,9.12,0.0,9.82,76.51,0.0,13.67
7300,83.48,6.97,9.55,0.0,16.36,41.12,23.67,18.85
7301,77.85,16.43,0.0,5.72,5.68,56.08,26.42,11.81
7302,78.05,14.27,7.68,0.0,8.49,54.79,19.92,16.79
7303,68.35,19.67,11.98,0.0,18.99,49.7,0.0,31.31
7304,86.03,10.31,3.66,0.0,3.75,64.17,0.0,32.08
7305,50.64,41.55,7.81,0.0,4.46,46.04,39.18,10.32
7306,70.79,20.45,8.76,0.0,8.21,76.23,0.0,15.56
7307,85.8,10.83,3.37,0.0,5.63,30.76,41.37,22.24
7308,71.54,15.96,12.5,0.0,9.23,40.51,35.61,14.65
7309,88.93,9.82,1.25,0.0,0.52,5.17,92.39,1.91
7310,88.92,11.08,0.0,0.0,13.2,65.65,0.0,21.15
7311,75.18,24.82,0.0,0.0,24.44,58.54,0.0,17.02
7312,87.39,8.86,3.75,0.0,4.77,54.92,25.72,14.59
7313,72.55,13.08,7.46,6.91,4.22,58.59,21.14,16.05
7314,81.78,16.15,2.06,0.0,26.46,49.92,0.0,23.62
7315,79.64,12.63,7.73,0.0,8.6,59.04,0.0,32.36
7316,92.5,7.5,0.0,0.0,9.29,56.38,0.0,34.34
7317,80.94,18.3,0.75,0.0,2.79,30.67,59.5,7.05
7318,82.61,17.39,0.0,0.0,14.2,62.44,0.0,23.36
7319,92.45,5.55,2.0,0.0,2.15,16.63,78.58,2.64
7320,94.82,3.46,1.72,0.0,0.96,20.36,76.99,1.69
7321,72.2,23.83,3.98,0.0,3.97,35.09,56.92,4.02
7322,40.69,46.74,12.57,0.0,11.87,69.72,0.0,18.41
7323,93.1,4.66,2.23,0.0,9.01,77.78,0.0,13.22
7324,94.86,3.62,1.52,0.0,0.75,20.26,67.6,11.39
7325,86.98,9.31,3.71,0.0,5.28,40.66,32.48,21.57
7326,94.82,2.76,2.42,0.0,4.0,79.34,11.56,5.1
7327,88.91,7.48,3.62,0.0,5.09,63.06,24.0,7.85
7328,80.08,11.19,8.73,0.0,5.11,54.59,0.0,40.3
7329,58.23,36.51,5.26,0.0,4.83,64.24,0.0,30.93
7330,76.55,0.0,6.24,17.22,8.05,44.16,31.74,16.05
7331,83.19,12.6,4.21,0.0,1.6,14.27,80.8,3.34
7332,78.92,8.12,5.21,7.74,6.36,55.06,13.2,25.38
7333,75.24,4.99,4.37,15.4,9.08,76.57,0.0,14.36
7334,80.5,14.69,4.81,0.0,9.72,60.74,0.0,29.54
7335,66.44,19.96,13.6,0.0,5.62,24.22,58.6,11.55
7336,43.78,49.39,6.83,0.0,8.85,78.74,0.0,12.41
7337,89.41,6.61,3.98,0.0,10.31,50.79,26.08,12.82
7338,80.77,12.35,6.88,0.0,5.8,74.67,0.0,19.54
7339,84.47,15.53,0.0,0.0,17.46,61.13,0.0,21.42
7340,85.25,14.75,0.0,0.0,7.22,29.43,49.98,13.38
7341,91.19,8.81,0.0,0.0,4.88,35.23,54.02,5.88
7342,85.39,4.9,1.93,7.78,10.61,54.1,0.0,35.3
7343,48.15,17.96,33.89,0.0,8.35,62.79,0.0,28.86
7344,79.71,16.6,3.69,0.0,2.41,28.96,63.36,5.27
7345,67.21,20.39,3.21,9.19,3.15,36.79,54.43,5.63
7346,66.96,22.58,10.46,0.0,4.7,38.71,46.38,10.21
7347,47.81,52.19,0.0,0.0,9.02,83.81,0.0,7.17
7348,68.67,15.48,15.85,0.0,12.2,52.88,0.0,34.92
7349,74.27,20.82,4.91,0.0,12.4,75.95,0.0,11.65
7350,43.78,28.26,27.96,0.0,19.45,58.61,0.0,21.94
7351,71.46,19.56,8.99,0.0,12.18,59.01,0.0,28.82
7352,74.44,14.88,10.68,0.0,0.56,3.56,94.79,1.09
7353,80.53,19.47,0.0,0.0,7.99,46.4,0.0,45.61
7354,61.51,5.04,3.68,29.78,8.04,45.06,17.9,28.99
7355,85.18,10.4,4.42,0.0,14.6,55.56,0.0,29.84
7356,93.19,0.0,6.81,0.0,1.17,25.6,69.55,3.68
7357,0.0,53.52,46.48,0.0,15.75,52.24,0.0,32.01
7358,80.86,13.14,5.99,0.0,11.41,54.3,0.0,34.29
7359,90.52,6.37,3.1,0.0,5.29,89.42,0.0,5.29
7360,77.76,8.58,2.57,11.09,2.12,20.26,74.46,3.16
7361,79.04,16.76,4.2,0.0,1.03,23.42,74.71,0.84
7362,80.83,14.97,0.0,4.2,8.75,68.36,10.63,12.26
7363,89.44,4.05,2.94,3.57,5.7,53.03,35.35,5.92
7364,88.63,8.46,2.92,0.0,10.34,55.72,0.0,33.94
7365,86.54,9.4,4.06,0.0,3.46,86.03,0.0,10.52
7366,68.08,20.9,11.02,0.0,3.36,32.23,56.19,8.22
7367,96.16,3.84,0.0,0.0,3.32,84.01,0.0,12.66
7368,100.0,0.0,0.0,0.0,8.38,80.45,0.0,11.17
7369,64.11,33.13,2.76,0.0,0.99,29.24,67.57,2.2
7370,74.4,15.85,9.75,0.0,2.6,16.56,78.4,2.44
7371,80.97,8.06,0.0,10.96,5.93,55.99,31.26,6.82
7372,77.81,15.72,6.47,0.0,4.83,13.68,39.97,41.52
7373,91.44,4.69,3.88,0.0,10.91,83.25,0.0,5.85
7374,78.75,15.02,6.23,0.0,11.65,64.48,0.0,23.86
7375,90.89,6.82,2.29,0.0,7.15,82.73,0.0,10.11
7376,52.61,40.94,6.45,0.0,7.43,81.62,0.0,10.94
7378,97.95,1.05,0.0,1.0,1.75,20.22,76.81,1.22
7379,83.87,10.72,5.41,0.0,6.65,61.6,0.0,31.75
7380,92.96,5.15,1.9,0.0,1.18,96.36,0.0,2.46
7381,82.17,15.81,2.02,0.0,1.19,20.36,75.58,2.88
7382,77.15,19.47,3.38,0.0,3.04,69.94,0.0,27.02
7383,92.35,5.47,2.18,0.0,0.41,12.06,81.06,6.47
7384,68.67,19.7,11.63,0.0,12.08,67.44,0.0,20.48
7385,87.43,5.48,7.09,0.0,3.05,8.35,0.0,88.59
7386,70.26,20.24,9.49,0.0,7.26,26.67,9.49,56.59
7387,86.91,7.11,1.26,4.72,0.32,5.95,92.79,0.93
7388,74.26,20.71,2.26,2.78,1.45,33.44,51.79,13.32
7389,84.22,11.15,4.63,0.0,0.3,5.03,93.46,1.21
7390,84.69,9.94,5.37,0.0,12.75,73.35,0.0,13.9
7391,80.83,12.84,6.33,0.0,10.18,16.48,0.0,73.34
7392,92.83,4.36,2.81,0.0,2.94,27.46,67.1,2.5
7393,79.94,14.28,5.78,0.0,5.49,41.92,29.3,23.29
7394,74.97,16.26,8.77,0.0,5.01,84.33,0.0,10.66
7395,40.06,34.67,2.59,22.69,1.96,15.92,79.87,2.26
7396,89.61,6.37,4.01,0.0,5.03,54.75,30.16,10.06
7397,90.74,5.93,3.33,0.0,5.03,29.92,0.0,65.05
7398,67.46,25.62,6.92,0.0,11.54,56.37,9.67,22.42
7399,90.38,6.4,3.22,0.0,7.71,67.59,0.0,24.69
7401,71.26,23.58,5.16,0.0,0.78,9.43,88.3,1.49
7402,76.83,20.47,2.69,0.0,1.14,6.42,91.09,1.35
7403,84.58,13.16,2.26,0.0,16.38,61.27,0.0,22.35
7404,70.34,24.8,4.86,0.0,4.14,82.63,0.0,13.23
7405,81.81,9.12,9.07,0.0,12.51,67.58,0.0,19.91
7406,83.5,10.11,6.39,0.0,10.19,53.56,0.0,36.26
7407,71.17,11.15,0.0,17.68,6.42,79.7,0.0,13.88
7408,70.01,21.06,8.93,0.0,11.97,80.83,0.0,7.2
7409,73.49,26.51,0.0,0.0,4.29,40.03,50.73,4.96
7410,89.69,6.93,3.39,0.0,7.47,81.27,0.0,11.26
7411,86.58,9.51,3.91,0.0,2.27,47.11,0.0,50.62
7412,77.49,3.75,18.77,0.0,17.25,74.21,0.0,8.54
7413,86.89,5.36,3.63,4.12,1.26,17.82,77.79,3.14
7414,86.98,7.67,5.35,0.0,1.23,21.44,75.01,2.32
7415,73.57,15.77,10.65,0.0,30.49,57.51,0.0,12.01
7416,97.43,0.0,2.57,0.0,3.78,96.22,0.0,0.0
7418,77.83,20.02,0.0,2.15,2.25,19.94,75.75,2.06
7419,96.52,3.48,0.0,0.0,0.57,14.12,83.82,1.48
7420,78.34,19.81,0.0,1.85,6.19,87.23,0.0,6.58
7421,74.0,19.3,6.69,0.0,9.93,72.41,0.0,17.66
7422,88.97,6.11,4.92,0.0,5.86,86.86,0.0,7.28
7423,69.27,15.81,9.43,5.49,11.56,45.26,0.0,43.17
7424,84.46,12.93,2.61,0.0,7.45,81.2,0.0,11.36
7425,82.55,14.1,3.35,0.0,0.68,6.3,92.05,0.96
7426,70.31,21.04,8.65,0.0,4.71,17.14,68.5,9.64
7427,49.45,47.14,3.41,0.0,4.07,95.93,0.0,0.0
7428,77.97,18.04,3.98,0.0,1.12,13.33,83.14,2.41
7429,85.1,14.9,0.0,0.0,3.97,29.76,46.15,20.12
7430,72.13,21.71,6.16,0.0,7.58,45.13,34.01,13.27
7431,98.13,1.59,0.28,0.0,3.7,92.53,0.0,3.78
7432,73.93,17.08,8.98,0.0,15.52,48.01,0.0,36.47
7433,59.28,30.14,10.58,0.0,5.56,33.87,52.42,8.15
7434,83.77,9.4,6.82,0.0,1.11,27.99,68.4,2.49
7435,89.56,6.5,3.94,0.0,1.93,38.73,55.07,4.27
7436,90.01,6.34,3.65,0.0,0.73,6.85,91.54,0.88
7437,62.93,13.82,23.25,0.0,10.7,43.46,33.84,12.0
7438,83.72,12.84,3.45,0.0,5.68,18.71,70.35,5.26
7439,30.02,47.11,22.87,0.0,7.08,22.62,0.0,70.3
7440,41.76,56.23,2.0,0.0,3.93,90.14,0.0,5.93
7441,89.9,6.91,3.19,0.0,2.73,21.73,69.17,6.37
7442,66.36,20.6,13.05,0.0,1.89,32.64,63.63,1.84
7443,46.22,30.75,12.92,10.11,15.04,59.72,0.0,25.24
7444,75.66,13.76,5.72,4.86,4.93,44.95,41.48,8.64
7445,82.55,8.33,9.13,0.0,7.71,60.49,0.0,31.8
7446,87.75,7.82,4.43,0.0,4.72,95.28,0.0,0.0
7447,93.85,6.15,0.0,0.0,0.57,13.78,84.05,1.6
7448,92.61,5.92,1.47,0.0,1.6,25.32,68.64,4.44
7449,80.0,20.0,0.0,0.0,12.85,61.65,0.0,25.51
7450,88.08,6.49,5.42,0.0,5.85,41.38,0.0,52.78
7451,88.22,11.78,0.0,0.0,21.25,59.63,0.0,19.12
7452,53.77,27.22,19.01,0.0,12.93,68.68,0.0,18.39
7453,72.06,16.79,11.16,0.0,11.4,72.21,0.0,16.39
7454,79.17,14.15,6.69,0.0,1.91,24.89,70.36,2.84
7455,31.08,54.94,13.98,0.0,14.0,55.44,0.0,30.56
7456,95.41,3.56,1.03,0.0,9.21,47.08,0.0,43.71
7457,93.57,6.43,0.0,0.0,1.68,17.01,78.2,3.11
7458,87.75,12.25,0.0,0.0,1.14,9.32,88.37,1.17
7459,79.13,17.94,2.93,0.0,10.28,47.24,33.39,9.09
7460,56.41,37.74,5.85,0.0,8.85,72.43,0.0,18.71
7461,22.3,8.05,3.54,66.12,0.72,9.93,88.15,1.2
7462,100.0,0.0,0.0,0.0,2.06,24.38,67.95,5.61
7463,85.19,5.68,9.14,0.0,12.74,80.0,0.0,7.26
7464,91.63,8.37,0.0,0.0,39.42,40.72,12.75,7.1
7465,65.11,17.47,9.05,8.37,2.59,10.93,83.76,2.72
7466,48.67,14.44,12.35,24.54,6.03,82.0,0.0,11.97
7467,0.0,76.05,23.95,0.0,10.35,42.29,0.0,47.36
7468,68.66,20.86,10.48,0.0,9.37,74.88,0.0,15.75
7469,80.57,11.58,7.85,0.0,11.23,45.42,0.0,43.35
7470,87.3,5.06,7.64,0.0,2.45,11.74,83.86,1.95
7471,80.72,14.46,4.81,0.0,2.31,41.98,48.68,7.03
7472,91.52,5.23,3.26,0.0,1.09,19.68,76.02,3.21
7473,61.81,29.66,8.53,0.0,0.31,3.71,95.52,0.45
7474,73.54,20.97,5.49,0.0,7.47,51.78,0.0,40.75
7475,95.86,2.97,1.17,0.0,11.83,76.1,0.0,12.07
7476,81.92,8.47,9.61,0.0,8.09,73.04,0.0,18.87
7477,90.13,7.35,2.53,0.0,4.63,46.67,15.83,32.86
7478,82.43,13.1,4.47,0.0,1.92,34.41,53.23,10.44
7479,95.63,4.37,0.0,0.0,1.49,34.99,59.64,3.88
7480,91.13,0.0,8.87,0.0,4.54,65.7,20.16,9.6
7481,78.91,15.8,5.29,0.0,13.44,73.89,0.0,12.67
7482,88.83,0.0,11.17,0.0,7.72,69.4,0.0,22.88
7483,91.8,4.47,3.73,0.0,2.9,19.33,75.85,1.91
7484,92.96,4.04,3.0,0.0,6.67,74.59,0.0,18.74
7485,96.84,1.88,1.28,0.0,6.47,70.07,0.0,23.46
7486,63.88,24.78,11.34,0.0,4.26,34.92,58.39,2.43
7487,89.78,8.13,2.09,0.0,8.21,47.76,12.95,31.09
7488,62.86,9.11,5.25,22.78,4.47,61.9,25.76,7.87
7489,64.24,30.22,5.54,0.0,8.34,64.87,0.0,26.79
7490,49.52,38.69,11.79,0.0,5.52,49.22,41.41,3.85
7492,84.58,11.05,2.02,2.35,0.84,7.93,88.43,2.8
7493,96.36,0.0,3.64,0.0,3.76,83.76,4.81,7.67
7494,7.75,61.02,31.23,0.0,6.54,47.77,33.1,12.58
7495,74.73,12.7,12.57,0.0,6.27,53.04,27.41,13.27
7496,87.4,7.97,4.62,0.0,8.55,40.8,25.05,25.6
