"고객번호","ROUND(구매금액/구매횟수)"
"10658",7385
"10659",3698
"10660",10647
"10661",5527
"10662",5725
"10663",5970
"10664",7350
"10665",1789
"10666",17684
"10667",7782
"10668",6871
"10669",5788
"10670",5888
"10671",5798
"10672",3666
"10673",50195
"10674",6750
"10675",8765
"10676",3124
"10677",6975
"10678",11769
"10679",7881
"10680",3248
"10681",24206
"10682",13563
"10683",17294
"10684",3864
"10685",5534
"10686",9781
"10687",12247
"10688",5587
"10689",30899
"10690",7545
"10691",7400
"10692",5912
"10693",8096
"10694",3988
"10695",7751
"10696",5545
"10697",20186
"10698",11563
"10699",11946
"10700",63558
"10701",7873
"10702",10321
"10703",15019
"10704",8185
"10705",3958
"10706",19678
"10707",6793
"10708",5425
"10709",5643
"10710",3646
"10711",5819
"10712",5110
"10713",4294
"10714",6532
"10715",4818
"10716",3980
"10717",6905
"10719",4760
"10720",6053
"10721",8403
"10722",9405
"10723",5427
"10724",8054
"10725",5952
"10726",3053
"10727",4290
"10728",8564
"10729",3358
"10730",14772
"10731",5701
"10732",10175
"10733",25971
"10734",3700
"10735",5524
"10736",7396
"10737",6732
"10738",5941
"10739",6554
"10740",24715
"10741",6232
"10742",15276
"10743",6444
"10744",5020
"10745",6639
"10746",4245
"10747",6723
"10748",10956
"10749",6778
"10750",18218
"10751",5245
"10752",5054
"10753",9870
"10754",5377
"10755",10607
"10756",10822
"10757",3896
"10758",9665
"10759",5152
"10760",5360
"10761",5076
"10762",3457
"10763",9702
"10764",7746
"10765",5700
"10766",4513
"10767",7812
"10768",5448
"10769",6586
"10770",6463
"10771",9356
"10772",5503
"10773",49847
"10774",14814
"10775",7009
"10776",15577
"10777",7897
"10778",4129
"10779",11105
"10780",5835
"10781",12400
"10782",3954
"10783",6982
"10784",6033
"10785",5703
"10786",9032
"10787",5874
"10788",4697
"10789",6414
"10790",6255
"10791",14297
"10792",69552
"10793",5896
"10794",14291
"10795",7196
"10796",3873
"10797",4524
"10798",8112
"10799",11577
"10800",4900
"10801",3095
"10802",7563
"10803",6605
"10804",5025
"10805",16459
"10806",7033
"10807",5907
"10808",5420
"10809",5389
"10810",14468
"10811",4857
"10812",5429
"10813",3592
"10814",4863
"10815",22254
"10816",6048
"10817",8731
"10818",8402
"10819",6908
"10820",5861
"10821",5215
"10822",7889
"10823",4953
"10824",4392
"10825",4003
"10826",6361
"10827",5812
"10828",4823
"10829",9980
"10830",8809
"10831",9775
"10832",6692
"10833",4971
"10834",7333
"10835",3006
"10836",5273
"10837",10086
"10838",11943
"10839",4387
"10840",14079
"10841",6252
"10842",4735
"10843",9683
"10844",2684
"10845",13541
"10846",31394
"10847",8444
"10848",5309
"10849",6834
"10850",96479
"10851",6101
"10852",6340
"10853",8453
"10854",6190
"10855",9471
"10856",11018
"10857",13280
"10858",3015
"10859",97896
"10860",4108
"10861",6624
"10862",9677
"10863",4879
"10864",4055
"10865",13694
"10866",12158
"10867",7204
"10868",16373
"10869",13920
"10870",22711
"10871",5026
"10872",9005
"10873",3988
"10874",7215
"10875",6444
"10876",7734
"10877",5386
"10878",3488
"10879",3863
"10880",5349
"10881",11975
"10882",4200
"10883",13124
"10884",8804
"10885",4644
"10886",11211
"10887",5046
"10888",18466
"10889",6328
"10890",43129
"10891",5512
"10892",10752
"10893",5873
"10894",5530
"10895",10596
"10896",9160
"10897",5182
"10898",7173
"10899",22165
"10900",21183
"10901",5772
"10902",3113
"10903",6564
"10904",10680
"10905",35713
"10906",5965
"10907",6626
"10908",5284
"10909",5768
"10910",19220
"10911",5947
"10912",6489
"10913",8528
"10914",6364
"10915",4333
"10916",3523
"10917",44664
"10918",4327
"10919",5441
"10920",9240
"10921",17634
"10922",4868
"10923",6452
"10924",28669
"10925",4453
"10926",6298
"10927",12848
"10928",3838
"10929",11307
"10930",6188
"10931",11910
"10932",8304
"10933",12670
"10934",6097
"10935",3181
"10936",11643
"10937",7139
"10938",5987
"10939",8511
"10940",4575
"10941",8732
"10942",15442
"10943",6914
"10944",2439
"10945",16406
"10946",7120
"10947",7913
"10948",4858
"10949",7865
"10950",7693
"10951",6813
"10952",4802
"10953",5882
"10954",6320
"10955",10166
"10956",5169
"10957",32772
"10958",5894
"10959",7812
"10960",16119
"10961",6867
"10962",4930
"10963",6941
"10964",5131
"10965",15088
"10966",14274
"10967",10501
"10968",5613
"10969",4756
"10970",25393
"10971",24394
"10972",5552
"10973",3733
"10974",12901
"10975",3432
"10976",7302
"10977",11559
"10978",3860
"10979",4739
"10980",6012
"10981",4476
"10982",11332
"10983",5596
"10984",5948
"10985",4113
"10986",7698
"10987",5926
"10988",9247
"10989",15406
"10990",12332
"10991",18824
"10992",6247
"10993",6557
"10994",3245
"10995",3970
"10996",8496
"10997",9696
"10998",4615
"10999",3392
"11000",10139
"11001",4818
"11002",5258
"11003",4900
"11004",8888
"11005",5576
"11006",14652
"11007",6066
"11008",7431
"11009",7933
"11010",4234
"11011",12508
"11012",23884
"11013",4791
"11014",11767
"11015",5082
"11016",9856
"11017",4300
"11018",7573
"11019",4802
"11020",9733
"11021",5536
"11022",10633
"11023",3852
"11024",5504
"11025",5105
"11026",4437
"11027",16945
"11028",4820
"11029",4789
"11030",7107
"11031",5211
"11032",10654
"11033",5427
"11034",4882
"11035",7394
"11036",9400
"11037",8409
"11038",9946
"11039",19786
"11040",10225
"11041",8615
"11042",2603
"11043",5972
"11044",5219
"11045",6134
"11046",3957
"11047",4189
"11048",25782
"11049",6077
"11050",13928
"11051",61657
"11052",6947
"11053",6776
"11054",4767
"11055",8428
"11056",5927
"11057",10407
"11058",6536
"11059",14673
"11060",16237
"11061",15800
"11062",4807
"11063",25591
"11064",16418
"11065",5670
"11066",5314
"11067",7521
"11068",6475
"11069",8027
"11070",4229
"11071",18544
"11072",8108
"11073",5966
"11074",5404
"11075",64666
"11076",4543
"11077",4152
"11078",5193
"11079",14824
"11080",18849
"11081",11464
"11082",4516
"11083",9577
"11084",8359
"11085",8051
"11086",14573
"11087",5110
"11088",4945
"11089",18501
"11090",8900
"11091",4765
"11092",4653
"11093",5124
"11094",9582
"11095",9013
"11096",76556
"11097",9625
"11098",9177
"11099",12087
"11100",4144
"11101",12481
"11102",7330
"11103",7007
"11104",5061
"11105",26740
"11106",4167
"11107",4156
"11108",9887
"11109",5177
"11110",10662
"11111",6009
"11112",4899
"11113",2971
"11114",6348
"11115",5317
"11116",6065
"11117",7509
"11118",5206
"11119",6489
"11120",4656
"11121",4928
"11122",7379
"11123",4912
"11124",9411
"11125",11655
"11126",3997
"11127",9159
"11128",12104
"11129",403265
"11130",7797
"11131",13531
"11132",5215
"11133",12549
"11134",6253
"11135",8431
"11136",18318
"11137",5461
"11138",7273
"11139",6729
"11140",6278
"11141",15862
"11142",5921
"11143",16387
"11144",4303
"11145",5589
"11146",9476
"11147",7267
"11148",21596
"11149",3917
"11150",3947
"11151",4773
"11152",8159
"11153",18162
"11154",15189
"11155",5013
"11156",98254
"11157",3518
"11158",8572
"11159",3965
"11160",14203
"11161",4196
"11162",5708
"11163",9634
"11164",8628
"11165",6754
"11166",10845
"11167",11407
"11168",4067
"11169",9779
"11170",5943
"11171",5765
"11172",12950
"11173",27292
"11174",13942
"11175",5712
"11176",7200
"11177",20519
"11178",3113
"11179",5264
"11180",5022
"11181",105345
"11182",8579
"11183",6888
"11184",9828
"11185",5681
"11186",4219
"11187",8821
"11188",19005
"11189",10179
"11190",53637
"11191",10091
"11192",5657
"11193",12542
"11194",4669
"11195",55271
"11196",4292
"11197",4600
"11198",4886
"11199",7884
"11200",12397
"11201",15419
"11202",3463
"11203",4048
"11204",6593
"11205",8107
"11206",19093
"11207",20742
"11208",20374
"11209",11495
"11210",6626
"11211",3850
"11212",5025
"11213",10923
"11214",4364
"11215",6999
"11216",7996
"11217",8506
"11218",36066
"11219",6261
"11220",5831
"11221",10854
"11222",5317
"11223",6356
"11224",5555
"11225",7135
"11226",5691
"11227",4084
"11228",7129
"11229",5031
"11230",5862
"11231",6280
"11232",3707
"11233",6013
"11234",12344
"11235",19297
"11236",5376
"11237",3783
"11238",5114
"11239",3154
"11240",4526
"11241",4940
"11242",4695
"11243",8161
"11244",6578
"11245",4762
"11246",4135
"11247",279314
"11248",5530
"11249",19641
"11250",4139
"11251",17073
"11252",4778
"11253",3786
"11254",5690
"11255",24623
"11256",21032
"11257",7621
"11258",9273
"11259",6301
"11260",5818
"11261",2996
"11262",15393
"11263",5974
"11264",6604
"11265",5771
"11266",5723
"11267",6741
"11268",4495
"11269",3339
"11270",8209
"11271",6674
"11272",26621
"11273",5317
"11274",3293
"11275",5245
"11276",5095
"11277",7990
"11278",10541
"11279",4438
"11280",4801
"11281",7207
"11282",15451
"11283",4772
"11284",3669
"11285",5172
"11286",3041
"11287",9362
"11288",10528
"11289",3712
"11290",18123
"11291",5537
"11292",4630
"11293",4245
"11294",13316
"11295",6295
"11296",8331
"11297",7046
"11298",4204
"11299",5172
"11300",7916
"11301",8984
"11302",9455
"11303",3722
"11304",6116
"11305",11554
"11306",4183
"11307",8622
"11308",21641
"11309",7154
"11310",10977
"11311",11193
"11312",6600
"11313",4293
"11314",9665
"11315",3445
"11316",5993
"11317",13587
"11318",21404
"11319",8747
"11320",12436
"11321",5365
"11322",14215
"11323",6406
"11324",8202
"11325",6096
"11326",5023
"11327",5780
"11328",5689
"11329",17613
"11330",18826
"11331",11228
"11332",5818
"11333",8572
"11334",7520
"11335",7753
"11336",9838
"11337",5217
"11338",6292
"11339",10704
"11340",4331
"11341",6664
"11342",10479
"11343",6819
"11344",7004
"11345",8988
"11346",4570
"11347",5065
"11348",3378
"11349",5505
"11350",10177
"11351",7744
"11352",7341
"11353",8716
"11354",6073
"11355",24130
"11356",92783
"11357",12850
"11358",7163
"11359",5496
"11360",3821
"11361",6814
"11362",12126
"11363",7915
"11364",14049
"11365",8691
"11366",10139
"11367",8491
"11368",6459
"11369",9752
"11370",6889
"11371",5210
"11372",5771
"11373",5153
"11374",3143
"11375",7198
"11376",5713
"11377",7610
"11378",6296
"11379",9537
"11380",8277
"11381",4224
"11382",41729
"11383",30871
"11384",4259
"11385",7475
"11386",21060
"11387",9281
"11388",8223
"11389",6635
"11390",3737
"11391",7653
"11392",9886
"11393",4638
"11394",9887
"11395",3890
"11396",5861
"11397",7886
"11398",6711
"11399",10581
"11400",4727
"11401",5590
"11402",10042
"11403",4046
"11404",7036
"11405",4281
"11406",9209
"11407",4905
"11408",12688
"11409",8588
"11410",6477
"11411",5052
"11412",3893
"11413",7332
"11414",8711
"11415",4499
"11416",5692
"11417",12238
"11418",6649
"11419",7432
"11420",12126
"11421",6183
"11422",5415
"11423",12595
"11424",5786
"11425",5541
"11426",7916
"11427",5647
"11428",6723
"11429",7372
"11430",11733
"11431",4279
"11432",6744
"11433",4188
"11434",7396
"11435",7831
"11436",23309
"11437",2924
"11438",5825
"11439",3458
"11440",25760
"11441",5403
"11442",8820
"11443",6944
"11444",6251
"11445",5363
"11446",5607
"11447",8952
"11448",4485
"11449",10340
"11450",15258
"11451",4181
"11452",6079
"11453",5418
"11454",11627
"11455",5042
"11456",53961
"11457",5160
"11458",5187
"11459",15326
"11460",11858
"11461",15862
"11462",6629
"11463",42817
"11464",6836
"11465",4150
"11466",7759
"11467",5763
"11468",7689
"11469",8086
"11470",13952
"11471",6328
"11472",50706
"11473",8589
"11474",11287
"11475",5230
"11476",9092
"11477",12083
"11478",8147
"11479",5767
"11480",4872
"11481",4143
"11482",6763
"11483",8398
"11484",6185
"11485",2216
"11486",5421
"11487",5814
"11488",11616
"11489",7590
"11490",7893
"11491",7527
"11492",13388
"11493",8907
"11494",11037
"11495",12141
"11496",4315
"11497",3837
"11498",15184
"11499",18292
"11500",3969
"11501",7902
"11502",4707
"11503",9416
"11504",6904
"11505",6029
"11506",9025
"11507",6118
"11508",5584
"11509",5487
"11510",4132
"11511",4627
"11512",4410
"11513",6598
"11514",3650
"11515",3796
"11516",3946
"11517",4652
"11518",7577
"11519",5227
"11520",8903
"11521",5537
"11522",5967
"11523",7011
"11524",4621
"11525",12383
"11526",5442
"11527",11054
"11528",18084
"11529",7311
"11530",2917
"11531",6482
"11532",3285
"11533",6734
"11534",5383
"11535",6967
"11536",25471
"11537",5564
"11538",14485
"11539",12188
"11540",7674
"11541",5089
"11542",5711
"11543",7193
"11544",9397
"11545",6874
"11546",8412
"11547",6099
"11548",7420
"11549",5408
"11550",3465
"11551",6674
"11552",4093
"11553",4036
"11554",4947
"11555",6748
"11556",14458
"11557",11916
"11558",5298
"11559",4273
"11560",10430
"11561",4746
"11562",3819
"11563",6851
"11564",7187
"11565",4600
"11566",5034
"11567",2981
"11568",5400
"11569",5311
"11570",3574
"11571",10610
"11572",7003
"11573",5014
"11574",4260
"11575",4341
"11576",31479
"11577",3896
"11578",4286
"11579",3310
"11580",5787
"11581",9180
"11582",6294
"11583",3003
"11584",4562
"11585",10374
"11586",5751
"11587",5243
"11588",20299
"11589",8807
"11590",5021
"11591",26133
"11592",3631
"11593",5938
"11594",4570
"11595",6895
"11596",5527
"11597",8968
"11598",4556
"11599",3754
"11600",8686
"11601",6655
"11602",5631
"11603",21285
"11604",19061
"11605",4447
"11606",8465
"11607",9140
"11608",20155
"11609",5643
"11610",7119
"11611",4532
"11612",4363
"11613",4237
"11614",29758
"11615",6842
"11616",15946
"11617",6121
"11618",8749
"11619",7555
"11620",6114
"11621",9829
"11622",4754
"11623",6419
"11624",5274
"11625",14618
"11626",7442
"11627",11117
"11628",21477
"11629",5107
"11630",4127
"11631",7218
"11632",6057
"11633",5896
"11634",5162
"11635",9148
"11636",6865
"11637",5891
"11638",5788
"11639",4971
"11640",6133
"11641",4243
"11642",4970
"11643",4921
"11644",7741
"11645",4800
"11646",5896
"11647",4077
"11648",11266
"11649",6243
"11650",6786
"11651",2514
"11652",3675
"11653",13175
"11654",7148
"11655",5761
"11656",11686
"11657",16870
"11658",10514
"11659",9848
"11660",5482
"11661",5302
"11662",12392
"11663",5930
"11664",6843
"11665",9051
"11666",6177
"11667",7235
"11668",4921
"11669",5691
"11670",8961
"11671",3939
"11672",8431
"11673",8580
"11674",4429
"11675",5785
"11676",5901
"11677",5740
"11678",319503
"11679",6390
"11680",10837
"11681",12829
"11682",6499
"11683",5596
"11684",3553
"11685",11357
"11686",5326
"11687",11956
"11688",12401
"11689",6612
"11690",10041
"11691",7023
"11692",2594
"11693",4845
"11694",7099
"11695",28635
"11696",3973
"11697",9595
"11698",5494
"11699",4963
"11700",7338
"11701",16476
"11702",5862
"11703",12057
"11704",36750
"11705",10733
"11706",11681
"11707",3866
"11708",28886
"11709",12459
"11710",4350
"11711",6663
"11712",7669
"11713",11934
"11714",15908
"11715",5148
"11716",6398
"11717",7806
"11718",15293
"11719",3940
"11720",5164
"11721",6686
"11722",4838
"11723",6679
"11724",4211
"11725",5230
"11726",6061
"11727",5892
"11728",24256
"11729",4365
"11730",6426
"11731",7267
"11732",27559
"11733",6623
"11734",7992
"11735",6344
"11736",4824
"11737",11614
"11738",9842
"11739",3580
"11740",6641
"11741",7081
"11742",19662
"11743",3148
"11744",4507
"11745",21742
"11746",13161
"11747",8889
"11748",10169
"11749",25993
"11750",3261
"11751",5693
"11752",6740
"11753",4126
"11754",4537
"11755",11624
"11756",15111
"11757",4191
"11758",5572
"11759",11854
"11760",25691
"11761",5884
"11762",12740
"11763",1546712
"11764",8109
"11765",6695
"11766",6154
"11767",5879
"11768",6609
"11769",7891
"11770",7213
"11771",14877
"11772",6903
"11773",7044
"11774",11409
"11775",8470
"11776",3981
"11777",6959
"11778",13057
"11779",7149
"11780",4485
"11781",5358
"11782",6380
"11783",12233
"11784",3767
"11785",3367
"11786",3016
"11787",6357
"11788",30190
"11789",5831
"11790",9648
"11791",7170
"11792",20576
"11793",6556
"11794",4427
"11795",15554
"11796",9854
"11797",5830
"11798",4142
"11799",7503
"11800",8309
"11801",4889
"11802",6486
"11803",7032
"11804",7849
"11805",4913
"11806",6489
"11807",8119
"11808",5951
"11809",5924
"11810",4077
"11811",4175
"11812",7839
"11813",4376
"11814",9469
"11815",6236
"11816",3650
"11817",7123
"11818",18858
"11819",6230
"11820",7552
"11821",3934
"11822",5336
"11823",8788
"11824",4045
"11825",4396
"11826",5399
"11827",9063
"11828",15247
"11829",19459
"11830",10675
"11831",5793
"11832",5107
"11833",9825
"11834",11402
"11835",6619
"11836",8292
"11837",9669
"11838",5385
"11839",5644
"11840",4888
"11841",9075
"11842",5059
"11843",11155
"11844",4210
"11845",6972
"11846",7953
"11847",7042
"11848",5825
"11849",4920
"11850",4760
"11851",3470
"11852",8395
"11853",4612
"11854",4815
"11855",5239
"11856",5338
"11857",3282
"11858",19425
"11859",9745
"11860",11247
"11861",10777
"11862",9994
"11863",3829
"11864",6276
"11865",4936
"11866",10402
"11867",5932
"11868",7381
"11869",4529
"11870",5176
"11871",5810
"11872",2937
"11873",5570
"11874",7698
"11875",7421
"11876",7422
"11877",5205
"11878",13922
"11879",6051
"11880",9330
"11881",8941
"11882",6925
"11883",12351
"11884",5958
"11885",16523
"11886",5779
"11887",6215
"11888",7602
"11889",5656
"11890",6697
"11891",5328
"11892",10430
"11893",7891
"11894",3702
"11895",3046
"11896",6783
"11897",29935
"11898",4213
"11899",10948
"11900",2509
"11901",8265
"11902",4106
"11903",35062
"11904",5948
"11905",20645
"11906",4766
"11907",5142
"11908",4849
"11909",15808
"11910",6227
"11911",6781
"11912",7780
"11913",10011
"11914",5999
"11915",6898
"11916",2764
"11917",7472
"11918",14640
"11919",13742
"11920",7395
"11921",11377
"11922",10101
"11923",2689
"11924",17983
"11925",4786
"11926",8128
"11927",10001
"11928",10282
"11929",5236
"11930",4284
"11931",5894
"11932",9767
"11933",10099
"11934",12783
"11935",8115
"11936",6859
"11937",7129
"11938",6131
"11939",4557
"11940",8350
"11941",9873
"11942",3261
"11943",24117
"11944",4558
"11945",6798
"11946",3928
"11947",5132
"11948",19100
"11949",4030
"11950",10273
"11951",4226
"11952",7898
"11953",6463
"11954",9361
"11955",6190
"11956",11935
"11957",7195
"11958",4774
"11959",10596
"11960",4273
"11961",45851
"11962",7460
"11963",4594
"11964",5321
"11965",8812
"11966",18882
"11967",11891
"11968",7918
"11969",4927
"11970",19011
"11971",7903
"11972",7585
"11973",6311
"11974",3265
"11975",3795
"11976",14876
"11977",5281
"11978",5058
"11979",7926
"11980",7660
"11981",7694
"11982",5580
"11983",3782
"11984",2442
"11985",5015
"11986",3789
"11987",13644
"11988",7360
"11989",5969
"11990",7806
"11991",7222
"11992",4034
"11993",4171
"11994",12239
"11995",6300
"11996",5759
"11997",5819
"11998",5549
"11999",8703
"12000",3321
"12001",4944
"12002",3664
"12003",19439
"12004",6750
"12005",10329
"12006",8108
"12007",10777
"12008",13079
"12009",16363
"12010",8277
"12011",6518
"12012",7193
"12013",9146
"12014",5701
"12015",3513
"12016",7818
"12017",10467
"12018",5365
"12019",11902
"12020",4380
"12021",5756
"12022",5763
"12023",13761
"12024",8843
"12025",10895
"12026",6103
"12027",5968
"12028",26651
"12029",5249
"12030",10273
"12031",7157
"12032",7641
"12033",30129
"12034",14668
"12035",7254
"12036",11516
"12037",12039
"12038",9109
"12039",4140
"12040",7782
"12041",7436
"12042",8056
"12043",19363
"12044",5846
"12045",5613
"12046",36640
"12047",3281
"12048",6335
"12049",5902
"12050",6140
"12051",4286
"12052",20739
"12053",7074
"12054",5639
"12055",3694
"12056",5924
"12057",2107
"12058",11696
"12059",79958
"12060",18026
"12061",6602
"12062",4893
"12063",5158
"12064",16742
"12065",8390
"12066",5167
"12067",4088
"12068",5918
"12069",8971
"12070",5227
"12071",7792
"12072",4401
"12073",18275
"12074",22856
"12075",9230
"12076",7422
"12078",10547
"12079",10728
"12080",4486
"12081",15408
"12082",6785
"12083",5004
"12084",16185
"12085",12346
"12086",5311
"12087",5953
"12088",5636
"12089",4423
"12090",6892
"12091",5995
"12092",6512
"12093",24596
"12094",6407
"12095",7275
"12096",4975
"12097",8976
"12098",4056
"12099",4745
"12100",12300
"12101",6489
"12102",6764
"12103",3835
"12104",5401
"12105",5349
"12106",6610
"12107",3765
"12108",2878
"12109",10146
"12110",8063
"12111",8699
"12112",4148
"12113",3707
"12114",9560
"12115",4471
"12116",137310
"12117",21421
"12118",5321
"12119",5520
"12120",30984
"12121",5313
"12122",3712
"12123",5959
"12124",8111
"12125",4264
"12126",9421
"12127",11479
"12128",3578
"12129",12401
"12130",7247
"12131",8534
"12132",13473
"12133",15699
"12134",11761
"12135",15524
"12136",8185
"12137",6623
"12138",14276
"12139",14173
"12140",7300
"12141",5797
"12142",8192
"12143",3197
"12144",6795
"12145",7525
"12146",7937
"12147",7562
"12148",11316
"12149",5000
"12150",3631
"12151",36949
"12152",5639
"12153",5584
"12154",6124
"12155",8159
"12156",9846
"12157",22989
"12158",8114
"12159",4834
"12160",8924
"12161",6863
"12162",8144
"12163",9278
"12164",8778
"12165",12234
"12166",5155
"12167",6376
"12168",5669
"12169",6643
"12170",4363
"12171",9106
"12172",6608
"12173",13253
"12174",6134
"12175",8908
"12176",4862
"12177",6582
"12178",4676
"12179",5990
"12180",6844
"12181",8115
"12182",5443
"12183",5841
"12184",5378
"12185",7052
"12186",10853
"12187",2439
"12188",5721
"12189",4856
"12190",10491
"12191",18186
"12192",9319
"12193",5971
"12194",10856
"12195",4675
"12196",6740
"12197",5026
"12198",5596
"12199",3058
"12200",13252
"12201",4119
"12202",5654
"12203",39877
"12204",3852
"12205",5978
"12206",13113
"12207",10697
"12208",45107
"12209",9104
"12210",23745
"12211",6263
"12212",10210
"12213",4992
"12214",20759
"12215",6853
"12216",8249
"12217",4768
"12218",76560
"12219",8947
"12220",15512
"12221",12454
"12222",5128
"12223",4583
"12224",10395
"12225",5898
"12226",25370
"12227",6022
"12228",10686
"12229",3774
"12230",13303
"12231",5182
"12232",8766
"12233",8128
"12234",4563
"12235",8276
"12236",9809
"12237",15493
"12238",3217
"12239",9351
"12240",19000
"12241",34640
"12242",12173
"12243",5338
"12244",6130
"12245",8399
"12246",11380
"12247",7407
"12248",4232
"12249",7655
"12250",9799
"12251",2943
"12252",3909
"12253",9664
"12254",6115
"12255",10021
"12256",9602
"12257",3766
"12258",9982
"12259",10462
"12260",7375
"12261",5475
"12262",3739
"12263",9196
"12264",12706
"12265",6028
"12266",3695
"12267",7871
"12268",11519
"12269",12791
"12270",10874
"12271",6510
"12272",4711
"12273",7961
"12274",4224
"12275",6596
"12276",19784
"12277",6392
"12278",7980
"12279",5004
"12280",4348
"12281",4684
"12282",9096
"12283",8009
"12284",3955
"12285",4616
"12286",5654
"12287",3739
"12288",4337
"12289",11287
"12290",21241
"12291",4428
"12292",13759
"12293",9684
"12294",5735
"12295",8215
"12296",13364
"12297",12251
"12298",2610
"12299",11598
"12300",3997
"12301",6514
"12302",7324
"12303",9880
"12304",5968
"12305",3970
"12306",9622
"12307",5878
"12308",5852
"12309",7515
"12310",4534
"12311",3465
"12312",12730
"12313",7173
"12314",9112
"12315",10572
"12316",5399
"12317",17696
"12318",5328
"12319",8148
"12320",6810
"12321",13215
"12322",4697
"12323",5239
"12324",6790
"12325",3724
"12326",13986
"12327",3492
"12328",14536
"12329",5541
"12330",6180
"12331",8001
"12332",15640
"12333",5508
"12334",8065
"12335",5986
"12336",4785
"12337",3903
"12338",6243
"12339",21368
"12340",14097
"12341",7729
"12342",4221
"12343",6323
"12344",4308
"12345",3407
"12346",12656
"12347",4696
"12348",4891
"12349",2427
"12350",6032
"12351",3081
"12352",6144
"12353",6348
"12354",5281
"12355",4869
"12356",3145
"12357",11031
"12358",14003
"12359",8118
"12360",3287
"12361",8312
"12362",48683
"12363",5585
"12364",5417
"12365",6051
"12366",6022
"12367",11604
"12368",5383
"12369",6209
"12370",5632
"12371",5281
"12372",6456
"12373",5951
"12374",8171
"12375",7094
"12376",8291
"12377",9168
"12378",24464
"12379",5379
"12380",6668
"12381",10870
"12382",7279
"12383",6723
"12384",2849
"12385",4971
"12386",16068
"12387",8937
"12388",3519
"12389",5196
"12390",3511
"12391",6283
"12392",12712
"12393",5955
"12394",7359
"12395",4255
"12396",9054
"12397",7691
"12398",5785
"12399",3986
"12400",19028
"12401",7833
"12402",2693
"12403",15142
"12404",3564
"12405",5172
"12406",16560
"12407",10805
"12408",4287
"12409",7217
"12410",6405
"12411",6652
"12412",2461
"12413",5850
"12414",7190
"12415",5685
"12416",6387
"12417",7328
"12418",6641
"12419",7979
"12420",4705
"12421",5515
"12422",7024
"12423",5835
"12424",5738
"12425",6532
"12426",13292
"12427",5563
"12428",6298
"12429",6914
"12430",6376
"12431",7104
"12432",10478
"12433",8676
"12434",14795
"12435",4705
"12436",7383
"12437",12507
"12438",5385
"12439",5037
"12440",6560
"12441",10655
"12442",13475
"12443",28529
"12444",16632
"12445",4622
"12446",15060
"12447",5317
"12448",15794
"12449",6147
"12450",1743
"12451",46056
"12452",6525
"12453",13734
"12454",10171
"12455",30088
"12456",2267
"12457",11203
"12458",35768
"12459",9024
"12460",16692
"12461",11726
"12462",7719
"12463",6498
"12464",6319
"12465",15583
"12466",5626
"12467",10993
"12468",6487
"12469",3378
"12470",23757
"12471",10492
"12472",2612
"12473",8481
"12474",6178
"12475",9211
"12476",15017
"12477",5547
"12478",9083
"12479",11161
"12480",10714
"12481",3922
"12482",7471
"12483",6241
"12484",6527
"12485",9078
"12486",7757
"12487",18720
"12488",5435
"12489",19175
"12490",5869
"12491",6244
"12492",4041
"12493",5814
"12494",7022
"12495",4565
"12496",5737
"12497",19093
"12498",2824
"12499",6046
"12500",6096
"12501",9232
"12502",11503
"12503",7604
"12504",10549
"12505",8484
"12506",3847
"12507",7257
"12508",3421
"12509",6490
"12510",7289
"12511",15105
"12512",6004
"12513",3632
"12514",5656
"12515",16968
"12516",30630
"12517",16291
"12518",6777
"12519",5998
"12520",4546
"12521",9462
"12522",14444
"12523",12573
"12524",4915
"12525",6674
"12526",2765
"12527",6154
"12528",7248
"12529",5333
"12530",11017
"12531",5369
"12532",6046
"12533",4624
"12534",10739
"12535",4095
"12536",4447
"12537",8060
"12538",13165
"12539",5012
"12540",6518
"12541",5371
"12542",6944
"12543",6732
"12544",8245
"12545",3645
"12546",4476
"12547",11756
"12548",14289
"12549",5752
"12550",9706
"12551",221021
"12552",3478
"12553",5348
"12554",6476
"12555",5785
"12556",6609
"12557",28689
"12558",2871
"12559",6422
"12560",8055
"12561",4685
"12562",6450
"12563",4919
"12564",18792
"12565",18338
"12566",13762
"12567",9761
"12568",4239
"12569",5304
"12570",2321
"12571",8191
"12572",5654
"12573",5908
"12574",12947
"12575",16012
"12576",6918
"12577",5845
"12578",8214
"12579",6133
"12580",3544
"12581",5800
"12582",9104
"12583",19817
"12584",7726
"12585",8681
"12586",6580
"12587",5145
"12588",5985
"12589",7136
"12590",29918
"12591",5467
"12592",6024
"12593",10140
"12594",11880
"12595",14677
"12596",6565
"12597",9618
"12598",2156
"12599",5555
"12600",8125
"12601",18280
"12602",6558
"12603",5134
"12604",5155
"12605",5305
"12606",9023
"12607",3965
"12608",5761
"12609",15521
"12610",13560
"12611",2946
"12612",3657
"12613",8613
"12614",4783
"12615",9164
"12616",6195
"12617",3559
"12618",4693
"12619",8023
"12620",8773
"12621",19420
"12622",3211
"12623",7083
"12624",5549
"12625",8523
"12626",5465
"12627",18092
"12628",10765
"12629",8535
"12630",18355
"12631",5263
"12632",5597
"12633",11003
"12634",9813
"12635",7342
"12636",9920
"12637",7669
"12638",6118
"12639",9886
"12640",6952
"12641",6118
"12642",4388
"12643",5415
"12644",24454
"12645",16961
"12646",7496
"12647",8293
"12648",15716
"12649",3715
"12650",8865
"12651",21984
"12652",14900
"12653",4249
"12654",8529
"12655",5902
