,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×,Æò±Õ±¸¸Å¾×,Æò±Õ±¸¸Å¾×,Æò±Õ±¸¸Å¾×,Æò±Õ±¸¸Å¾×
10895,762.0,238.0,28.0,,58941135.0,2334743.0,76680.0,,77351.0,9810.0,2739.0,
10896,560.0,1234.0,11.0,7.0,96194984.0,10404224.0,86924.0,70190.0,171777.0,8431.0,7902.0,10027.0
10897,19.0,1470.0,5.0,,606943.0,8712955.0,25567.0,,31944.0,5927.0,5113.0,
10898,21.0,1432.0,69.0,2.0,359024.0,11003537.0,207977.0,12868.0,17096.0,7684.0,3014.0,6434.0
10899,679.0,506.0,,,124734294.0,5041143.0,,,183703.0,9963.0,,
10900,319.0,6.0,3.0,,18518167.0,278389.0,6687.0,,58051.0,46398.0,2229.0,
10901,20.0,38.0,1842.0,1.0,948101.0,1428605.0,10515936.0,28318.0,47405.0,37595.0,5709.0,28318.0
10902,9.0,23.0,2397.0,2.0,278369.0,273006.0,7108172.0,10741.0,30930.0,11870.0,2965.0,5371.0
10903,154.0,2473.0,4.0,,24707996.0,15654406.0,14260.0,,160442.0,6330.0,3565.0,
10904,511.0,42.0,,3.0,37612080.0,221964.0,,55490.0,73605.0,5285.0,,18497.0
10905,550.0,61.0,6.0,,184971781.0,429238.0,15227.0,,336312.0,7037.0,2538.0,
10906,32.0,3131.0,5.0,,3400954.0,23392474.0,17567.0,,106280.0,7471.0,3513.0,
10907,2.0,934.0,27.0,,429333.0,16497264.0,85021.0,,214667.0,17663.0,3149.0,
10908,1.0,2255.0,2.0,,8579.0,12802917.0,4181.0,,8579.0,5678.0,2091.0,
10909,28.0,1775.0,10.0,3.0,1617740.0,10817710.0,47168.0,135880.0,57776.0,6094.0,4717.0,45293.0
10910,495.0,,3.0,,45231932.0,,20137.0,,91378.0,,6712.0,
10911,18.0,1692.0,127.0,,2503141.0,9772970.0,742862.0,,139063.0,5776.0,5849.0,
10912,10.0,2045.0,12.0,,455545.0,13200980.0,60514.0,,45555.0,6455.0,5043.0,
10913,842.0,1155.0,11.0,,20051666.0,8752054.0,70468.0,,23814.0,7578.0,6406.0,
10914,26.0,3.0,2281.0,,2606894.0,12301.0,14077118.0,,100265.0,4100.0,6171.0,
10915,41.0,135.0,1394.0,,1866625.0,1488242.0,5432326.0,,45527.0,11024.0,3897.0,
10916,18.0,57.0,1846.0,,1215667.0,313139.0,6018493.0,,67537.0,5494.0,3260.0,
10917,1018.0,,4.0,2.0,115775787.0,,4723.0,28923.0,113729.0,,1181.0,14462.0
10918,5.0,4.0,1774.0,,1108287.0,19622.0,7338861.0,,221657.0,4906.0,4137.0,
10919,8.0,7.0,2824.0,,224358.0,37058.0,14309016.0,,28045.0,5294.0,5067.0,
10920,595.0,19.0,,5.0,13813653.0,204034.0,,52301.0,23216.0,10739.0,,10460.0
10921,465.0,85.0,5.0,29.0,73305361.0,676939.0,6697.0,305576.0,157646.0,7964.0,1339.0,10537.0
10922,44.0,1859.0,1.0,,1230083.0,8879086.0,19116.0,,27956.0,4776.0,19116.0,
10923,143.0,894.0,2.0,,6478059.0,6149858.0,19598.0,,45301.0,6879.0,9799.0,
10924,721.0,,,,75492926.0,,,,104706.0,,,
10925,29.0,112.0,2816.0,1.0,2691174.0,3330659.0,11721545.0,2023.0,92799.0,29738.0,4162.0,2023.0
10926,544.0,1667.0,32.0,,46052138.0,8121886.0,106835.0,,84655.0,4872.0,3339.0,
10927,1072.0,38.0,,,31635528.0,342168.0,,,29511.0,9004.0,,
10928,2.0,627.0,2468.0,,169109.0,3851383.0,7722501.0,,84555.0,6143.0,3129.0,
10929,44.0,,21.0,131.0,2925809.0,,93470.0,1284193.0,66496.0,,4451.0,9803.0
10930,15.0,1406.0,1.0,,1100867.0,11610884.0,3694.0,,73391.0,8258.0,3694.0,
10931,520.0,13.0,,1.0,33974882.0,176498.0,,4505.0,65336.0,13577.0,,4505.0
10932,13.0,50.0,79.0,141.0,1147108.0,388059.0,619810.0,1295930.0,88239.0,7761.0,7846.0,9191.0
10933,6.0,1098.0,163.0,,687326.0,17236861.0,641404.0,,114554.0,15698.0,3935.0,
10934,18.0,3911.0,63.0,,1462118.0,28985075.0,233348.0,,81229.0,7411.0,3704.0,
10935,1.0,8.0,2057.0,,43692.0,137683.0,6039497.0,,43692.0,17210.0,2936.0,
10936,532.0,1.0,3.0,,396214311.0,176736.0,16996.0,,744764.0,176736.0,5665.0,
10937,59.0,,,134.0,771741.0,,,929967.0,13080.0,,,6940.0
10938,20.0,990.0,,,818686.0,12631403.0,,,40934.0,12759.0,,
10939,14.0,902.0,408.0,,990261.0,10647962.0,1802927.0,,70733.0,11805.0,4419.0,
10940,2.0,1420.0,724.0,,35777.0,11024197.0,2284800.0,,17889.0,7764.0,3156.0,
10941,4.0,1396.0,5.0,,246645.0,12441952.0,20024.0,,61661.0,8913.0,4005.0,
10942,694.0,13.0,,,21800221.0,642594.0,,,31412.0,49430.0,,
10943,1.0,2568.0,8.0,,27266.0,18953546.0,22552.0,,27266.0,7381.0,2819.0,
10944,15.0,39.0,3523.0,,768262.0,124046.0,8162732.0,,51217.0,3181.0,2317.0,
10945,1559.0,499.0,,,64713206.0,6734709.0,,,41509.0,13496.0,,
10946,2.0,726.0,8.0,,403369.0,6481391.0,25468.0,,201685.0,8928.0,3184.0,
10947,9.0,1111.0,,,70051.0,9336103.0,,,7783.0,8403.0,,
10948,1155.0,39.0,660.0,,12615583.0,904546.0,1164120.0,,10923.0,23193.0,1764.0,
10949,78.0,2634.0,8.0,,3403949.0,22734407.0,22537.0,,43640.0,8631.0,2817.0,
10950,215.0,1459.0,4.0,4.0,6072683.0,8850356.0,37336.0,24255.0,28245.0,6066.0,9334.0,6064.0
10951,12.0,226.0,1417.0,,473163.0,2722220.0,9020696.0,,39430.0,12045.0,6366.0,
10952,2.0,112.0,2635.0,,118126.0,1257647.0,12070666.0,,59063.0,11229.0,4581.0,
10953,3.0,1182.0,9.0,,117479.0,7532183.0,34901.0,,39160.0,6372.0,3878.0,
10954,130.0,1220.0,,2.0,9197084.0,18906045.0,,11402.0,70747.0,15497.0,,5701.0
10955,624.0,44.0,288.0,,29016142.0,330319.0,799548.0,,46500.0,7507.0,2776.0,
10956,3.0,9.0,1138.0,,300170.0,133625.0,5897814.0,,100057.0,14847.0,5183.0,
10957,599.0,,,2.0,58536835.0,,,14641.0,97724.0,,,7321.0
10958,2.0,678.0,25.0,,44812.0,4294076.0,89028.0,,22406.0,6333.0,3561.0,
10959,586.0,9.0,1.0,,32663530.0,37847.0,1130.0,,55740.0,4205.0,1130.0,
10960,6.0,1021.0,2.0,,354208.0,18248516.0,5944.0,,59035.0,17873.0,2972.0,
10961,4.0,129.0,1325.0,,327477.0,1465717.0,8388961.0,,81869.0,11362.0,6331.0,
10962,42.0,1387.0,,,2038588.0,7185620.0,,,48538.0,5181.0,,
10963,10.0,1398.0,24.0,,791228.0,12578584.0,117593.0,,79123.0,8998.0,4900.0,
10964,7.0,1467.0,,,166606.0,7880792.0,,,23801.0,5372.0,,
10965,491.0,5.0,41.0,,40080501.0,50490.0,141560.0,,81630.0,10098.0,3453.0,
10966,618.0,263.0,56.0,,33060589.0,3275418.0,242933.0,,53496.0,12454.0,4338.0,
10967,131.0,2008.0,23.0,,12298293.0,14580592.0,85357.0,,93880.0,7261.0,3711.0,
10968,631.0,18.0,345.0,,15230437.0,166315.0,1357669.0,,24137.0,9240.0,3935.0,
10969,14.0,4.0,1398.0,,1896419.0,339660.0,6218611.0,,135459.0,84915.0,4448.0,
10970,518.0,341.0,10.0,7.0,58785970.0,2314680.0,102010.0,48362.0,113486.0,6788.0,10201.0,6909.0
10971,763.0,49.0,1.0,,59277142.0,523881.0,8138.0,,77690.0,10691.0,8138.0,
10972,12.0,2181.0,16.0,,1255132.0,14234492.0,68905.0,,104594.0,6527.0,4307.0,
10973,1.0,70.0,2166.0,,100124.0,574874.0,7357195.0,,100124.0,8212.0,3397.0,
10974,716.0,86.0,182.0,,110879136.0,652694.0,1040856.0,,154859.0,7589.0,5719.0,
10975,101.0,172.0,5219.0,,11178160.0,1707899.0,16384687.0,,110675.0,9930.0,3139.0,
10976,494.0,271.0,908.0,,53239429.0,2495960.0,4245876.0,,107772.0,9210.0,4676.0,
10977,621.0,172.0,387.0,,62509864.0,1575843.0,1856268.0,,100660.0,9162.0,4797.0,
10978,122.0,1264.0,14.0,4.0,1894616.0,5150909.0,34371.0,11633.0,15530.0,4075.0,2455.0,2908.0
10979,10.0,1636.0,68.0,,1177746.0,9354409.0,223588.0,,117775.0,5718.0,3288.0,
10980,,3188.0,243.0,,,18878411.0,1137456.0,,,5922.0,4681.0,
10981,25.0,1196.0,51.0,,615924.0,5538907.0,135052.0,,24637.0,4631.0,2648.0,
10982,2.0,1118.0,11.0,,64116.0,13841639.0,34924.0,,32058.0,12381.0,3175.0,
10983,46.0,2372.0,18.0,,3841998.0,12933857.0,62018.0,,83522.0,5453.0,3445.0,
10984,16.0,2367.0,7.0,,698835.0,16395189.0,30406.0,,43677.0,6927.0,4344.0,
10985,41.0,15.0,2766.0,,2688840.0,103139.0,10904718.0,,65581.0,6876.0,3942.0,
10986,3.0,1320.0,1.0,,358281.0,11141786.0,1627.0,,119427.0,8441.0,1627.0,
10987,8.0,2.0,1642.0,,741433.0,23955.0,9604918.0,,92679.0,11978.0,5850.0,
10988,,1317.0,1.0,,,14731589.0,7417.0,,,11186.0,7417.0,
10989,267.0,645.0,,200.0,10608481.0,11594136.0,,2613269.0,39732.0,17975.0,,13066.0
10990,527.0,205.0,1.0,,35567771.0,1100715.0,40252.0,,67491.0,5369.0,40252.0,
10991,437.0,90.0,35.0,,69494153.0,1312892.0,138111.0,,159026.0,14588.0,3946.0,
10992,14.0,1536.0,3.0,,1569377.0,11960702.0,41176.0,,112098.0,7787.0,13725.0,
10993,64.0,1850.0,3.0,,3209173.0,13358555.0,8354.0,,50143.0,7221.0,2785.0,
10994,20.0,531.0,2233.0,,917581.0,3456694.0,6050323.0,,45879.0,6510.0,2710.0,
10995,1.0,8.0,1672.0,,52323.0,71632.0,6359605.0,,52323.0,8954.0,3804.0,
10996,165.0,3191.0,882.0,,8812590.0,30612797.0,5118114.0,,53410.0,9593.0,5803.0,
10997,2.0,1332.0,8.0,,130855.0,12717683.0,23598.0,,65428.0,9548.0,2950.0,
10998,5.0,80.0,2816.0,,345164.0,876081.0,11615467.0,,69033.0,10951.0,4125.0,
10999,13.0,3.0,2630.0,,822307.0,90820.0,8556986.0,,63254.0,30273.0,3254.0,
11000,890.0,343.0,799.0,,27341171.0,3326754.0,5575096.0,,30720.0,9699.0,6978.0,
11001,1.0,88.0,2946.0,,26809.0,763535.0,13431588.0,,26809.0,8677.0,4559.0,
11002,132.0,2832.0,260.0,,5018105.0,17379315.0,872739.0,,38016.0,6137.0,3357.0,
11003,2.0,1715.0,9.0,,70794.0,9708983.0,69393.0,,35397.0,5661.0,7710.0,
11004,595.0,40.0,93.0,,31073386.0,287571.0,302067.0,,52224.0,7189.0,3248.0,
11005,97.0,1478.0,,,10175173.0,9907017.0,,,104899.0,6703.0,,
11006,7.0,1068.0,2.0,,320768.0,15239076.0,2590.0,,45824.0,14269.0,1295.0,
11007,514.0,2451.0,135.0,,8267208.0,15921025.0,243069.0,,16084.0,6496.0,1801.0,
11008,118.0,1257.0,22.0,,5624706.0,12157159.0,49289.0,,47667.0,9672.0,2240.0,
11009,3.0,846.0,59.0,,140554.0,7549660.0,252728.0,,46851.0,8924.0,4284.0,
11010,5.0,19.0,1896.0,,481846.0,840653.0,7889364.0,,96369.0,44245.0,4161.0,
11011,3.0,1151.0,1.0,,35024.0,14805342.0,4180.0,,11675.0,12863.0,4180.0,
11012,586.0,25.0,47.0,1.0,98201422.0,201011.0,320193.0,2313.0,167579.0,8040.0,6813.0,2313.0
11013,1.0,157.0,2552.0,,107811.0,2305454.0,11519287.0,,107811.0,14684.0,4514.0,
11014,648.0,48.0,1.0,,16724756.0,823381.0,4494.0,,25810.0,17154.0,4494.0,
11015,4.0,290.0,3159.0,,471440.0,1584818.0,14722503.0,,117860.0,5465.0,4660.0,
11016,71.0,2190.0,41.0,,8608214.0,22300808.0,206046.0,,121242.0,10183.0,5026.0,
11017,3.0,2514.0,18.0,,76203.0,12436773.0,58645.0,,25401.0,4947.0,3258.0,
11018,663.0,1271.0,1.0,,14658947.0,8755651.0,5410.0,,22110.0,6889.0,5410.0,
11019,15.0,1566.0,144.0,,1420191.0,12073021.0,730167.0,,94679.0,7709.0,5071.0,
11020,769.0,252.0,13.0,,60627929.0,3075425.0,31349.0,,78840.0,12204.0,2411.0,
11021,16.0,33.0,2648.0,,1383030.0,411730.0,13775657.0,,86439.0,12477.0,5202.0,
11022,810.0,815.0,27.0,,34236235.0,6671097.0,131237.0,,42267.0,8185.0,4861.0,
11023,23.0,,61.0,,956607.0,,206990.0,,41592.0,,3393.0,
11024,29.0,1914.0,5.0,,1862711.0,14468287.0,47463.0,,64231.0,7559.0,9493.0,
11025,13.0,1606.0,280.0,,571341.0,9810951.0,1499910.0,,43949.0,6109.0,5357.0,
11026,13.0,2213.0,8.0,,970712.0,11224293.0,93842.0,,74670.0,5072.0,11730.0,
11027,607.0,23.0,,2.0,47558324.0,161991.0,,7188.0,78350.0,7043.0,,3594.0
11028,8.0,48.0,1638.0,,303151.0,824672.0,7323706.0,,37894.0,17181.0,4471.0,
11029,67.0,7.0,2237.0,,9366242.0,52415.0,10143343.0,,139795.0,7488.0,4534.0,
11030,539.0,893.0,957.0,,82353192.0,7445023.0,4221551.0,,152789.0,8337.0,4411.0,
11031,17.0,1276.0,456.0,,1911902.0,8085312.0,2192232.0,,112465.0,6336.0,4808.0,
11032,653.0,50.0,871.0,,46438057.0,627917.0,4050801.0,,71115.0,12558.0,4651.0,
11033,1.0,22.0,2059.0,,18204.0,370012.0,10447730.0,,18204.0,16819.0,5074.0,
11034,13.0,1316.0,2.0,,446319.0,6436071.0,4890.0,,34332.0,4891.0,2445.0,
11035,19.0,615.0,67.0,,1242506.0,5524912.0,340404.0,,65395.0,8984.0,5081.0,
11036,9.0,546.0,102.0,1.0,712979.0,5413345.0,750944.0,2060.0,79220.0,9915.0,7362.0,2060.0
11037,588.0,66.0,,2.0,9331313.0,577704.0,,51309.0,15870.0,8753.0,,25655.0
11038,21.0,1833.0,,2.0,1438026.0,22446752.0,,7470.0,68477.0,12246.0,,3735.0
11039,459.0,369.0,67.0,,49462765.0,4618890.0,323375.0,,107762.0,12517.0,4826.0,
11040,506.0,97.0,31.0,2.0,26375577.0,1822151.0,171553.0,14155.0,52126.0,18785.0,5534.0,7078.0
11041,,918.0,148.0,,,7353514.0,1828536.0,,,8010.0,12355.0,
11042,8.0,6.0,2755.0,,719020.0,56740.0,6978743.0,,89878.0,9457.0,2533.0,
11043,4.0,167.0,1569.0,,344671.0,3208528.0,6443559.0,,86168.0,19213.0,4107.0,
11044,19.0,1636.0,,2.0,785974.0,9437177.0,,25614.0,41367.0,5768.0,,12807.0
11045,126.0,1009.0,18.0,,5305267.0,6047150.0,65022.0,,42105.0,5993.0,3612.0,
11046,25.0,7.0,1830.0,,1806357.0,239038.0,7097207.0,,72254.0,34148.0,3878.0,
11047,173.0,,1990.0,,5172133.0,,7748399.0,,29897.0,,3894.0,
11048,817.0,25.0,60.0,,49463995.0,136627.0,262231.0,,60543.0,5465.0,4371.0,
11049,146.0,103.0,1230.0,,5106657.0,1901228.0,6826659.0,,34977.0,18459.0,5550.0,
11050,700.0,,,,14692439.0,,,,20989.0,,,
11051,345.0,18.0,9.0,,74252415.0,151650.0,141941.0,,215224.0,8425.0,15771.0,
11052,17.0,1584.0,11.0,,1413831.0,12221335.0,39768.0,,83167.0,7715.0,3615.0,
11053,16.0,1629.0,7.0,35.0,509553.0,12777085.0,12123.0,161422.0,31847.0,7844.0,1732.0,4612.0
11054,3.0,1298.0,3.0,,717376.0,7861148.0,13773.0,,239125.0,6056.0,4591.0,
11055,6.0,947.0,3.0,,453061.0,10205878.0,7036.0,,75510.0,10777.0,2345.0,
11056,23.0,1527.0,47.0,,326888.0,9987082.0,244417.0,,14213.0,6540.0,5200.0,
11057,10.0,205.0,2107.0,,478842.0,2955126.0,20439146.0,,47884.0,14415.0,9701.0,
11058,498.0,348.0,554.0,,59136058.0,2385179.0,2259303.0,,118747.0,6854.0,4078.0,
11059,775.0,593.0,,75.0,76549684.0,4398287.0,,843383.0,98774.0,7417.0,,11245.0
11060,246.0,209.0,4.0,,10392507.0,1839582.0,31324.0,,42246.0,8802.0,7831.0,
11061,486.0,365.0,79.0,,31563950.0,4892306.0,273732.0,,64946.0,13404.0,3465.0,
11062,1.0,1213.0,11.0,,33787.0,10134902.0,64848.0,,33787.0,8355.0,5895.0,
11063,658.0,,12.0,,60129660.0,,54889.0,,91382.0,,4574.0,
11064,632.0,714.0,1.0,,214723097.0,9832787.0,24900.0,,339752.0,13771.0,24900.0,
11065,6.0,1922.0,2.0,,460253.0,10842480.0,1281.0,,76709.0,5641.0,641.0,
11066,6.0,1988.0,10.0,,386944.0,11229674.0,21746.0,,64491.0,5649.0,2175.0,
11067,20.0,2090.0,101.0,,1038566.0,16206751.0,934554.0,,51928.0,7754.0,9253.0,
11068,29.0,164.0,1488.0,,2086761.0,1633932.0,8722121.0,,71957.0,9963.0,5862.0,
11069,12.0,5.0,2080.0,,3345115.0,70387.0,15423558.0,,278760.0,14077.0,7415.0,
11070,19.0,1801.0,25.0,,1269572.0,7657916.0,148343.0,,66820.0,4252.0,5934.0,
11071,557.0,52.0,105.0,9.0,82541203.0,459117.0,408525.0,88102.0,148189.0,8829.0,3891.0,9789.0
11072,19.0,10.0,4.0,6.0,594922.0,81802.0,7308.0,28579.0,31312.0,8180.0,1827.0,4763.0
11073,54.0,1793.0,,,1738662.0,10762148.0,,,32197.0,6002.0,,
11074,3.0,2064.0,1.0,,294429.0,11263874.0,2322.0,,98143.0,5457.0,2322.0,
11075,529.0,1.0,130.0,,47170493.0,73992.0,643563.0,,89169.0,73992.0,4950.0,
11076,1.0,1210.0,951.0,,106162.0,9714964.0,3498454.0,,106162.0,8029.0,3679.0,
11077,,758.0,131.0,1.0,,3022491.0,361560.0,12394.0,,3987.0,2760.0,12394.0
11078,1.0,1197.0,10.0,,7893.0,6945553.0,23211.0,,7893.0,5802.0,2321.0,
11079,934.0,5.0,29.0,,18166225.0,28141.0,90659.0,,19450.0,5628.0,3126.0,
11080,877.0,224.0,16.0,,67481171.0,1581901.0,95762.0,,76945.0,7062.0,5985.0,
11081,472.0,15.0,7.0,1.0,14373643.0,188928.0,31931.0,12945.0,30453.0,12595.0,4562.0,12945.0
11082,2.0,131.0,2064.0,,4255.0,2829985.0,7327141.0,,2128.0,21603.0,3550.0,
11083,787.0,31.0,23.0,,15047104.0,378858.0,128041.0,,19120.0,12221.0,5567.0,
11084,1.0,1056.0,8.0,,55587.0,9869808.0,13373.0,,55587.0,9346.0,1672.0,
11085,496.0,,82.0,,8737571.0,,253886.0,,17616.0,,3096.0,
11086,565.0,17.0,,2.0,12487797.0,123239.0,,2561.0,22102.0,7249.0,,1281.0
11087,2.0,1603.0,1.0,,45500.0,8545757.0,3140.0,,22750.0,5331.0,3140.0,
11088,28.0,2010.0,4.0,,1336780.0,11158632.0,5921.0,,47742.0,5552.0,1480.0,
11089,807.0,39.0,9.0,,36302896.0,203099.0,15235.0,,44985.0,5208.0,1693.0,
11090,168.0,1826.0,82.0,,11576424.0,20882847.0,264414.0,,68907.0,11436.0,3225.0,
11091,6.0,121.0,2520.0,,187552.0,1619664.0,11313420.0,,31259.0,13386.0,4489.0,
11092,11.0,1417.0,4.0,,158260.0,6310429.0,9655.0,,14387.0,4453.0,2414.0,
11093,22.0,1624.0,9.0,,2202432.0,8967580.0,20399.0,,100111.0,5522.0,2267.0,
11094,579.0,,,,8541074.0,,,,14751.0,,,
11095,523.0,101.0,33.0,,64936409.0,963343.0,182861.0,,124161.0,9538.0,5541.0,
11096,468.0,32.0,4.0,,115461780.0,626824.0,20635.0,,246713.0,19588.0,5159.0,
11097,592.0,193.0,8.0,,7143950.0,1173403.0,74463.0,,12067.0,6080.0,9308.0,
11098,193.0,995.0,16.0,,11895605.0,9179860.0,47664.0,,61635.0,9226.0,2979.0,
11099,610.0,4.0,2.0,,13235762.0,119044.0,14980.0,,21698.0,29761.0,7490.0,
11100,1.0,173.0,2143.0,,6829.0,1394855.0,8515105.0,,6829.0,8063.0,3973.0,
11101,673.0,307.0,25.0,,132471519.0,2900912.0,158193.0,,196837.0,9449.0,6328.0,
11102,22.0,1787.0,15.0,,1071153.0,15544939.0,54959.0,,48689.0,8699.0,3664.0,
11103,150.0,1.0,1394.0,,17056998.0,6892.0,8829073.0,,113713.0,6892.0,6334.0,
11104,20.0,1809.0,501.0,,1498747.0,11203358.0,1764681.0,,74937.0,6193.0,3522.0,
11105,658.0,3.0,3.0,,58379973.0,15763.0,3164.0,,88723.0,5254.0,1055.0,
11106,7.0,2779.0,9.0,,341579.0,13965725.0,26710.0,,48797.0,5025.0,2968.0,
11107,1.0,26.0,2068.0,,12868.0,156211.0,8103507.0,,12868.0,6008.0,3919.0,
11108,542.0,170.0,11.0,9.0,41574227.0,1040494.0,94944.0,113874.0,76705.0,6121.0,8631.0,12653.0
11109,,97.0,2254.0,,,618962.0,11444392.0,,,6381.0,5077.0,
11110,633.0,82.0,11.0,21.0,121712474.0,722065.0,90123.0,398579.0,192279.0,8806.0,8193.0,18980.0
11111,23.0,2582.0,1.0,11.0,1107444.0,16451568.0,1695.0,55806.0,48150.0,6372.0,1695.0,5073.0
11112,6.0,834.0,34.0,,20580.0,4143244.0,74651.0,,3430.0,4968.0,2196.0,
11113,1.0,91.0,2523.0,,12136.0,818735.0,7173816.0,,12136.0,8997.0,2843.0,
11114,22.0,2614.0,183.0,,1875639.0,16637769.0,556437.0,,85256.0,6365.0,3041.0,
11115,1.0,9.0,3780.0,,43455.0,64181.0,19668151.0,,43455.0,7131.0,5203.0,
11116,108.0,1954.0,80.0,47.0,5468503.0,12233629.0,456741.0,496074.0,50634.0,6261.0,5709.0,10555.0
11117,20.0,3261.0,49.0,,1528254.0,28531303.0,143043.0,,76413.0,8749.0,2919.0,
11118,135.0,24.0,1881.0,,9937677.0,254647.0,8933829.0,,73612.0,10610.0,4750.0,
11119,1.0,1534.0,24.0,,363558.0,10844874.0,144319.0,,363558.0,7070.0,6013.0,
11120,81.0,390.0,1826.0,,1115996.0,5154173.0,5024540.0,,13778.0,13216.0,2752.0,
11121,9.0,1984.0,128.0,,452394.0,12023543.0,593575.0,,50266.0,6060.0,4637.0,
11122,6.0,1939.0,149.0,,250921.0,15545611.0,432574.0,,41820.0,8017.0,2903.0,
11123,62.0,2115.0,4.0,,7635500.0,10000880.0,5716.0,,123153.0,4729.0,1429.0,
11124,9.0,1180.0,8.0,,1075327.0,11078047.0,35623.0,,119481.0,9388.0,4453.0,
11125,587.0,606.0,255.0,4.0,103242729.0,5112154.0,1146334.0,21400.0,175882.0,8436.0,4495.0,5350.0
11126,3.0,1.0,1989.0,,135032.0,44500.0,7604014.0,,45011.0,44500.0,3823.0,
11127,882.0,15.0,496.0,,19382140.0,134130.0,1836576.0,,21975.0,8942.0,3703.0,
11128,641.0,428.0,,,30404313.0,3641848.0,,,47433.0,8509.0,,
11129,2.0,303.0,2.0,,2150693.0,119498905.0,4637963.0,,1075347.0,394386.0,2318982.0,
11130,918.0,94.0,5.0,,9453911.0,831422.0,15949.0,,10298.0,8845.0,3190.0,
11131,607.0,3.0,7.0,,10332156.0,43660.0,22548.0,,17022.0,14553.0,3221.0,
11132,2.0,661.0,9.0,,20159.0,3589938.0,55142.0,,10080.0,5431.0,6127.0,
11133,14.0,1348.0,,1.0,2948127.0,17369604.0,,8138.0,210581.0,12885.0,,8138.0
11134,477.0,233.0,293.0,,18980948.0,1544150.0,960561.0,,39792.0,6627.0,3278.0,
11135,39.0,640.0,275.0,,2456782.0,10347518.0,1408601.0,,62994.0,16168.0,5122.0,
11136,580.0,239.0,32.0,,151564795.0,2155299.0,95583.0,,261319.0,9018.0,2987.0,
11137,134.0,1403.0,32.0,,14672710.0,8039893.0,74738.0,,109498.0,5731.0,2336.0,
11138,757.0,69.0,117.0,2.0,17399502.0,1238530.0,306614.0,18582.0,22985.0,17950.0,2621.0,9291.0
11139,1.0,1189.0,28.0,,10114.0,8423428.0,65928.0,,10114.0,7084.0,2355.0,
11140,277.0,1362.0,166.0,,3901702.0,8614485.0,675731.0,,14086.0,6325.0,4071.0,
11141,558.0,351.0,14.0,,13446287.0,2539942.0,58703.0,,24097.0,7236.0,4193.0,
11142,305.0,1243.0,106.0,,6091439.0,6455782.0,513066.0,,19972.0,5194.0,4840.0,
11143,466.0,353.0,12.0,,30462289.0,2678504.0,80697.0,,65370.0,7588.0,6725.0,
11144,12.0,319.0,1800.0,,1081321.0,3794077.0,6288350.0,,90110.0,11894.0,3494.0,
11145,642.0,3.0,27.0,,51017879.0,24969.0,100326.0,,79467.0,8323.0,3716.0,
11146,584.0,142.0,30.0,9.0,50019586.0,1039229.0,128974.0,124063.0,85650.0,7319.0,4299.0,13785.0
11147,49.0,43.0,1017.0,,2361834.0,465776.0,7012324.0,,48201.0,10832.0,6895.0,
11148,661.0,21.0,24.0,,57238291.0,504588.0,109568.0,,86593.0,24028.0,4565.0,
11149,14.0,1.0,1467.0,,1600297.0,14641.0,5883251.0,,114307.0,14641.0,4010.0,
11150,17.0,1.0,2393.0,,337616.0,15966.0,9049514.0,,19860.0,15966.0,3782.0,
11151,2.0,1564.0,2.0,,1071636.0,7878293.0,14823.0,,535818.0,5037.0,7412.0,
11152,150.0,585.0,106.0,,6492683.0,3220107.0,487390.0,,43285.0,5504.0,4598.0,
11153,576.0,46.0,10.0,8.0,53609028.0,359033.0,47170.0,124373.0,93071.0,7805.0,4717.0,15547.0
11154,647.0,339.0,5.0,,63411506.0,3091228.0,16274.0,,98009.0,9119.0,3255.0,
11155,5.0,103.0,1446.0,,248455.0,795629.0,6924071.0,,49691.0,7725.0,4788.0,
11156,548.0,,2.0,33.0,36157229.0,,1915.0,437585.0,65980.0,,958.0,13260.0
11157,26.0,7.0,2330.0,,1724103.0,126625.0,7792964.0,,66312.0,18089.0,3345.0,
11158,509.0,600.0,1.0,,16532996.0,5099132.0,9080.0,,32481.0,8499.0,9080.0,
11159,8.0,10.0,2283.0,,687310.0,166915.0,8611934.0,,85914.0,16692.0,3772.0,
11160,2.0,751.0,5.0,,927077.0,11215783.0,81842.0,,463539.0,14934.0,16368.0,
11161,2.0,27.0,2960.0,,824275.0,522339.0,11598896.0,,412138.0,19346.0,3919.0,
11162,22.0,7.0,1704.0,,2665553.0,56175.0,9358095.0,,121162.0,8025.0,5492.0,
11163,506.0,1.0,2.0,,18579811.0,8229.0,5406.0,,36719.0,8229.0,2703.0,
11164,535.0,201.0,593.0,,22046564.0,1275617.0,2958747.0,,41209.0,6346.0,4989.0,
11165,3.0,2272.0,9.0,,542308.0,21747718.0,45862.0,,180769.0,9572.0,5096.0,
11166,112.0,1172.0,48.0,,9190604.0,14391501.0,317965.0,,82059.0,12279.0,6624.0,
11167,534.0,270.0,185.0,7.0,36620449.0,5105041.0,1461447.0,79878.0,68578.0,18908.0,7900.0,11411.0
11168,8.0,310.0,2470.0,,1602711.0,4615756.0,8597006.0,,200339.0,14890.0,3481.0,
