고객번호,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,A객단가등급,B객단가등급,변동률
7632,375.0,341.0,300.0,306.0,393.0,426.0,3,5,5,6,4,5,1,7,7
7633,252.0,193.0,250.0,255.0,171.0,143.0,6,4,3,4,8,8,6,6,6
7634,30.0,42.0,6.0,30.0,47.0,372.0,10,8,10,10,10,5,8,5,7
7635,130.0,77.0,100.0,121.0,105.0,91.0,1,2,1,1,1,2,2,7,0
7636,378.0,307.0,341.0,336.0,345.0,478.0,6,7,8,7,8,6,8,2,1
7637,211.0,275.0,321.0,299.0,344.0,357.0,9,8,7,8,7,8,1,1,2
7638,147.0,162.0,129.0,129.0,97.0,116.0,1,1,1,1,1,1,8,8,2
7639,263.0,325.0,276.0,252.0,295.0,352.0,6,6,6,7,6,5,6,5,0
7640,369.0,330.0,390.0,278.0,259.0,246.0,7,7,6,7,8,10,6,6,4
7641,25.0,24.0,83.0,71.0,90.0,108.0,10,10,3,4,3,2,2,7,7
7642,48.0,325.0,473.0,330.0,329.0,439.0,10,8,7,10,9,8,4,4,0
7643,173.0,240.0,153.0,213.0,247.0,316.0,7,5,8,7,6,5,10,4,3
7644,282.0,313.0,309.0,228.0,334.0,359.0,3,4,3,5,4,4,9,4,4
7645,253.0,376.0,364.0,410.0,327.0,354.0,9,7,7,6,6,7,2,8,1
7646,142.0,86.0,94.0,72.0,115.0,105.0,1,2,1,2,2,1,6,3,3
7647,85.0,105.0,147.0,155.0,155.0,192.0,10,10,10,10,10,10,10,1,3
7648,111.0,146.0,52.0,85.0,69.0,76.0,1,1,3,1,2,1,9,4,2
7649,208.0,165.0,143.0,131.0,127.0,101.0,4,10,6,9,10,10,1,9,12
7650,142.0,173.0,71.0,157.0,544.0,485.0,10,10,7,10,5,6,1,8,12
7651,48.0,67.0,76.0,107.0,127.0,72.0,5,6,8,3,4,7,3,4,3
7652,79.0,87.0,94.0,128.0,91.0,141.0,6,4,3,4,6,2,8,10,6
7653,53.0,80.0,73.0,69.0,78.0,96.0,8,6,9,6,5,8,4,3,5
7654,267.0,264.0,207.0,219.0,238.0,295.0,3,2,4,3,4,3,2,6,4
7655,29.0,48.0,124.0,104.0,104.0,67.0,6,6,3,5,7,7,1,9,4
7656,232.0,220.0,168.0,139.0,210.0,147.0,3,2,1,5,4,3,2,10,9
7657,589.0,565.0,533.0,454.0,447.0,533.0,8,8,7,9,9,9,4,7,0
7658,177.0,275.0,192.0,202.0,230.0,235.0,6,4,3,5,4,4,1,3,3
7659,73.0,56.0,98.0,149.0,132.0,128.0,2,3,7,6,6,7,2,3,4
7660,255.0,270.0,256.0,161.0,246.0,281.0,4,6,5,6,5,5,7,6,5
7661,219.0,253.0,220.0,233.0,290.0,263.0,8,7,8,8,8,8,3,9,4
7662,205.0,221.0,218.0,218.0,193.0,261.0,9,6,4,4,5,6,4,1,7
7663,300.0,197.0,263.0,299.0,278.0,291.0,8,9,8,9,9,9,5,9,2
7664,100.0,130.0,156.0,117.0,148.0,114.0,5,4,3,3,2,3,4,8,2
7665,78.0,104.0,116.0,84.0,50.0,78.0,10,10,10,10,10,10,7,2,5
7666,49.0,70.0,31.0,67.0,48.0,104.0,10,9,10,5,9,8,2,4,4
7667,374.0,311.0,429.0,420.0,316.0,86.0,6,7,6,6,8,10,4,10,3
7668,135.0,101.0,117.0,114.0,69.0,48.0,3,3,3,4,4,10,6,1,1
7669,71.0,89.0,78.0,61.0,49.0,111.0,3,4,4,4,4,3,5,9,3
7670,163.0,155.0,199.0,216.0,177.0,282.0,10,10,10,10,10,9,6,3,2
7671,336.0,294.0,273.0,313.0,234.0,219.0,5,7,7,6,8,8,1,5,4
7672,388.0,346.0,379.0,203.0,363.0,302.0,3,4,3,6,4,6,4,1,1
7673,229.0,156.0,201.0,228.0,299.0,424.0,5,9,7,8,5,3,8,8,6
7675,217.0,110.0,146.0,221.0,191.0,215.0,7,8,8,7,7,6,6,2,6
7676,197.0,282.0,167.0,252.0,273.0,329.0,7,6,8,6,7,4,1,1,4
7677,89.0,126.0,113.0,107.0,108.0,202.0,3,2,1,1,1,1,10,9,1
7678,32.0,33.0,51.0,39.0,92.0,133.0,9,9,9,10,8,7,10,6,5
7679,502.0,586.0,486.0,506.0,448.0,329.0,6,6,6,6,7,9,7,5,0
7680,357.0,396.0,381.0,411.0,357.0,476.0,4,3,4,3,3,4,6,7,6
7681,299.0,478.0,370.0,487.0,277.0,226.0,3,1,2,2,1,1,2,7,9
7682,6.0,70.0,170.0,134.0,167.0,167.0,10,10,6,7,7,8,2,6,5
7683,188.0,298.0,222.0,240.0,244.0,328.0,8,5,8,8,6,6,4,4,6
7684,51.0,44.0,50.0,68.0,106.0,65.0,3,3,4,5,3,4,7,6,5
7685,161.0,125.0,87.0,174.0,152.0,157.0,4,5,7,4,5,4,9,3,3
7686,57.0,71.0,58.0,122.0,166.0,131.0,2,3,3,2,1,3,1,6,2
7687,240.0,147.0,213.0,132.0,128.0,295.0,6,10,8,9,10,7,4,9,5
7688,448.0,488.0,362.0,342.0,407.0,520.0,4,4,6,6,5,4,9,9,3
7689,129.0,152.0,105.0,171.0,78.0,91.0,4,4,8,4,7,5,7,1,4
7690,80.0,72.0,126.0,109.0,96.0,122.0,2,3,2,2,1,2,6,2,2
7691,167.0,154.0,169.0,125.0,142.0,196.0,1,2,1,2,1,1,2,9,0
7692,216.0,124.0,94.0,184.0,263.0,179.0,2,5,3,4,3,4,10,1,3
7693,86.0,68.0,52.0,53.0,83.0,84.0,3,4,3,1,5,3,1,6,6
7694,85.0,104.0,51.0,102.0,43.0,69.0,1,1,1,1,3,1,3,7,0
7695,227.0,217.0,174.0,244.0,269.0,218.0,6,7,9,8,7,8,3,8,4
7696,118.0,177.0,156.0,125.0,220.0,135.0,3,2,1,2,1,2,8,3,5
7697,65.0,64.0,47.0,58.0,78.0,107.0,7,9,7,9,5,9,5,10,9
7698,201.0,173.0,171.0,183.0,180.0,196.0,6,8,9,9,9,8,6,6,3
7699,208.0,344.0,308.0,435.0,424.0,454.0,9,7,8,8,7,7,10,7,0
7700,520.0,450.0,428.0,384.0,421.0,450.0,5,7,6,8,7,7,7,3,0
7701,194.0,162.0,267.0,236.0,244.0,255.0,9,9,9,8,10,9,5,1,4
7702,110.0,113.0,98.0,124.0,120.0,137.0,10,10,10,10,10,10,1,1,5
7703,88.0,111.0,137.0,93.0,103.0,123.0,5,8,5,6,7,7,8,1,5
7704,134.0,70.0,126.0,142.0,138.0,108.0,1,3,1,2,1,1,5,6,3
7705,168.0,142.0,170.0,134.0,136.0,186.0,9,9,9,10,10,9,4,1,1
7706,281.0,262.0,370.0,361.0,259.0,291.0,10,9,9,9,10,10,8,10,0
7707,233.0,313.0,310.0,321.0,335.0,325.0,8,8,8,8,8,7,1,2,1
7708,92.0,125.0,135.0,69.0,127.0,90.0,2,3,2,2,3,3,5,9,6
7709,137.0,196.0,159.0,158.0,194.0,226.0,5,5,5,6,5,6,8,6,1
7710,51.0,71.0,60.0,86.0,127.0,108.0,4,2,1,2,2,2,5,3,2
7711,97.0,83.0,81.0,101.0,123.0,159.0,6,7,8,9,7,9,1,1,5
7712,246.0,378.0,325.0,302.0,116.0,125.0,8,6,8,8,9,10,6,9,9
7713,148.0,131.0,216.0,242.0,210.0,198.0,6,9,7,6,7,9,1,4,6
7714,376.0,353.0,296.0,224.0,313.0,238.0,7,7,8,9,7,9,9,1,1
7715,104.0,123.0,126.0,112.0,32.0,117.0,1,1,1,1,1,1,10,3,0
7716,441.0,445.0,416.0,518.0,472.0,526.0,7,6,7,6,5,4,3,4,5
7717,104.0,110.0,65.0,77.0,80.0,64.0,2,2,2,2,3,3,6,2,2
7718,112.0,128.0,144.0,141.0,121.0,108.0,1,1,1,1,2,1,5,6,2
7719,333.0,239.0,317.0,364.0,287.0,278.0,1,3,2,2,2,1,7,4,2
7720,179.0,290.0,334.0,262.0,365.0,400.0,9,9,8,6,6,7,8,2,4
7721,207.0,243.0,215.0,287.0,253.0,296.0,9,9,9,10,10,9,10,2,0
7722,121.0,117.0,83.0,112.0,121.0,122.0,1,3,5,3,2,3,6,4,4
7723,273.0,287.0,291.0,289.0,289.0,255.0,8,8,8,8,9,9,8,1,2
7724,333.0,371.0,457.0,405.0,491.0,488.0,4,3,5,3,5,3,6,5,17
7725,107.0,135.0,93.0,78.0,99.0,55.0,2,1,2,3,2,4,4,1,0
7726,98.0,120.0,97.0,131.0,134.0,131.0,2,1,2,2,1,1,2,10,3
7727,70.0,121.0,110.0,121.0,48.0,16.0,9,7,9,5,10,10,2,8,5
7728,201.0,147.0,190.0,195.0,225.0,181.0,4,8,6,8,6,8,8,5,8
7730,148.0,230.0,269.0,199.0,294.0,327.0,10,7,8,8,8,7,2,5,5
7731,77.0,59.0,33.0,41.0,109.0,95.0,1,2,1,1,1,1,1,9,0
7732,330.0,367.0,400.0,379.0,356.0,345.0,5,5,4,6,6,7,2,7,3
7733,85.0,71.0,69.0,85.0,88.0,89.0,5,6,4,6,6,1,7,3,5
7734,124.0,127.0,150.0,111.0,160.0,127.0,5,6,1,3,2,2,6,8,6
7735,130.0,132.0,240.0,179.0,267.0,210.0,3,3,1,2,2,2,5,2,2
7736,98.0,186.0,140.0,121.0,97.0,213.0,4,3,3,2,4,3,6,6,5
7737,54.0,57.0,83.0,85.0,76.0,110.0,2,2,2,1,2,1,9,7,0
7738,73.0,98.0,96.0,72.0,50.0,83.0,7,3,8,7,10,6,2,6,6
7739,64.0,106.0,75.0,73.0,56.0,98.0,3,3,3,3,3,3,3,9,0
7740,238.0,206.0,306.0,165.0,148.0,180.0,7,7,6,8,9,9,9,6,4
7741,66.0,49.0,92.0,133.0,75.0,97.0,4,9,5,3,9,4,5,1,4
7742,242.0,151.0,156.0,98.0,77.0,120.0,3,2,3,8,10,6,4,7,6
7743,25.0,35.0,62.0,275.0,221.0,197.0,10,10,9,7,8,9,6,7,6
7744,84.0,116.0,99.0,76.0,62.0,55.0,4,3,7,1,1,1,2,6,4
7745,109.0,111.0,166.0,148.0,88.0,197.0,1,1,1,1,1,1,1,2,0
7746,35.0,62.0,37.0,113.0,142.0,113.0,6,4,3,2,2,3,2,1,4
7747,111.0,94.0,102.0,152.0,129.0,112.0,7,8,10,4,4,4,6,1,7
7748,32.0,34.0,15.0,132.0,116.0,137.0,10,9,10,3,2,3,5,9,7
7749,60.0,77.0,95.0,93.0,53.0,101.0,5,5,3,4,4,3,7,3,4
7750,299.0,272.0,309.0,384.0,427.0,417.0,3,6,7,5,6,5,7,1,7
7751,53.0,132.0,136.0,176.0,182.0,81.0,3,2,3,3,2,3,8,9,4
7752,82.0,61.0,25.0,132.0,148.0,84.0,3,4,9,1,1,1,3,4,5
7753,130.0,196.0,194.0,168.0,178.0,196.0,7,5,6,6,4,3,4,4,4
7754,220.0,227.0,297.0,232.0,191.0,163.0,5,4,4,4,6,8,9,4,4
7755,172.0,178.0,221.0,210.0,202.0,223.0,9,9,8,9,10,9,6,3,4
7756,283.0,304.0,294.0,259.0,240.0,344.0,8,8,5,9,9,7,9,3,7
7757,232.0,250.0,213.0,168.0,227.0,266.0,8,5,9,9,8,9,6,4,9
7758,106.0,27.0,66.0,52.0,148.0,255.0,8,10,4,9,3,5,7,3,10
7759,189.0,210.0,239.0,226.0,226.0,205.0,9,9,8,8,8,8,4,4,1
7760,56.0,75.0,63.0,83.0,52.0,88.0,2,1,1,1,1,1,9,4,0
7761,215.0,225.0,215.0,288.0,123.0,209.0,1,2,2,2,4,1,7,6,3
7762,103.0,95.0,104.0,33.0,65.0,101.0,6,4,5,10,5,7,7,7,5
7763,95.0,76.0,48.0,52.0,73.0,59.0,2,3,1,2,2,1,1,9,1
7764,30.0,19.0,48.0,58.0,75.0,99.0,8,10,7,5,4,5,2,10,3
7765,65.0,85.0,56.0,119.0,115.0,115.0,3,1,2,1,1,1,8,2,3
7766,109.0,153.0,161.0,142.0,59.0,126.0,5,5,4,4,7,5,6,7,2
7767,144.0,122.0,126.0,134.0,113.0,105.0,4,2,3,3,3,5,9,2,4
7768,121.0,143.0,43.0,51.0,121.0,115.0,2,2,6,3,2,3,4,6,3
7769,211.0,202.0,281.0,221.0,198.0,253.0,3,2,3,2,3,1,10,6,7
7770,266.0,327.0,371.0,379.0,302.0,313.0,8,7,7,8,8,8,4,3,0
7771,44.0,82.0,128.0,116.0,121.0,155.0,10,9,8,8,9,9,8,6,2
7772,70.0,49.0,73.0,136.0,131.0,101.0,9,9,8,5,5,9,5,3,3
7773,67.0,68.0,53.0,90.0,109.0,69.0,2,1,5,1,1,2,9,6,2
7775,236.0,256.0,189.0,223.0,270.0,272.0,6,5,8,5,6,6,3,3,4
7776,94.0,65.0,30.0,160.0,158.0,164.0,5,9,8,7,7,7,1,10,8
7777,264.0,216.0,332.0,288.0,208.0,221.0,6,8,5,7,6,9,3,3,6
7778,468.0,381.0,380.0,416.0,322.0,34.0,1,1,1,1,1,1,7,8,2
7779,63.0,101.0,99.0,63.0,60.0,84.0,1,1,1,1,1,1,3,1,0
7780,249.0,237.0,259.0,264.0,219.0,272.0,7,7,2,6,5,7,8,4,13
7781,93.0,90.0,70.0,98.0,39.0,82.0,7,6,6,5,7,5,8,6,2
7782,289.0,327.0,356.0,353.0,317.0,370.0,8,8,8,9,5,9,6,4,4
7783,495.0,587.0,596.0,312.0,178.0,227.0,4,5,4,9,10,9,7,3,3
7784,85.0,88.0,150.0,100.0,139.0,167.0,1,1,1,1,1,1,2,4,0
7785,162.0,258.0,198.0,168.0,200.0,302.0,8,5,8,8,8,5,10,1,5
7786,103.0,78.0,57.0,84.0,89.0,90.0,2,1,3,1,3,3,8,1,4
7787,131.0,103.0,99.0,132.0,79.0,87.0,1,2,2,2,2,3,4,3,2
7788,221.0,138.0,89.0,192.0,164.0,94.0,1,3,2,1,3,2,2,8,8
7789,147.0,112.0,107.0,108.0,230.0,279.0,4,3,1,2,3,1,2,4,8
7790,255.0,249.0,234.0,194.0,300.0,240.0,6,8,8,9,5,8,4,1,6
7791,127.0,217.0,95.0,116.0,91.0,108.0,2,1,3,2,2,1,6,2,1
7792,44.0,86.0,44.0,33.0,143.0,167.0,10,3,7,9,4,2,7,8,5
7793,265.0,241.0,255.0,214.0,250.0,302.0,4,5,5,7,5,5,1,5,1
7794,423.0,328.0,196.0,200.0,153.0,224.0,3,4,7,6,8,4,1,2,5
7795,137.0,82.0,80.0,73.0,111.0,126.0,2,4,6,4,5,3,9,2,5
7796,247.0,266.0,267.0,328.0,252.0,314.0,2,1,2,1,2,2,3,8,3
7797,223.0,183.0,248.0,234.0,123.0,154.0,8,10,8,9,9,10,1,3,9
7798,225.0,220.0,219.0,242.0,181.0,236.0,8,8,7,9,10,7,4,9,4
7799,411.0,266.0,382.0,373.0,345.0,287.0,7,8,7,8,6,9,7,4,6
7800,36.0,158.0,259.0,196.0,275.0,192.0,10,7,5,7,6,8,6,4,3
7801,32.0,44.0,79.0,165.0,67.0,56.0,1,1,1,1,1,1,7,5,0
7802,107.0,92.0,79.0,169.0,100.0,163.0,2,3,2,3,5,3,1,1,7
7803,125.0,139.0,97.0,111.0,140.0,92.0,3,4,5,5,6,8,1,4,2
7804,65.0,125.0,92.0,104.0,50.0,84.0,2,2,5,6,10,8,8,2,4
7805,269.0,256.0,268.0,219.0,161.0,230.0,6,6,6,5,7,4,1,3,5
7806,310.0,310.0,270.0,368.0,363.0,376.0,8,7,8,7,6,6,4,1,4
7807,11.0,32.0,21.0,112.0,126.0,126.0,10,10,10,8,10,10,10,5,7
7808,116.0,148.0,153.0,134.0,110.0,100.0,7,8,8,4,7,9,8,4,6
7809,240.0,216.0,178.0,217.0,265.0,166.0,5,7,9,6,6,9,10,5,5
7810,377.0,420.0,443.0,286.0,305.0,386.0,8,8,7,9,8,8,4,3,0
7811,174.0,241.0,185.0,134.0,142.0,93.0,1,1,1,4,2,5,5,10,9
7813,42.0,56.0,90.0,70.0,87.0,77.0,3,4,2,3,2,3,5,4,0
7814,141.0,165.0,159.0,202.0,236.0,128.0,9,9,9,8,7,9,5,1,3
7815,125.0,108.0,184.0,160.0,55.0,163.0,6,8,5,7,10,5,4,3,5
7816,92.0,58.0,80.0,76.0,74.0,78.0,1,1,1,1,1,1,5,7,0
7817,305.0,348.0,320.0,212.0,303.0,472.0,5,4,3,5,3,4,9,5,9
7818,281.0,416.0,281.0,321.0,294.0,416.0,8,7,9,9,9,8,3,6,0
7819,24.0,12.0,10.0,7.0,1.0,39.0,9,10,10,10,10,10,6,5,11
7820,63.0,103.0,91.0,111.0,66.0,76.0,6,3,4,2,6,3,4,7,3
7821,404.0,455.0,439.0,448.0,390.0,391.0,1,3,3,1,2,2,2,1,9
7822,80.0,72.0,94.0,74.0,86.0,98.0,8,8,8,10,9,9,6,4,2
7823,57.0,32.0,51.0,44.0,62.0,172.0,2,3,1,2,1,1,4,4,0
7824,220.0,185.0,159.0,247.0,209.0,257.0,1,2,2,2,2,2,3,5,2
7825,73.0,214.0,166.0,84.0,162.0,162.0,2,1,3,4,2,3,3,5,4
7826,168.0,176.0,183.0,201.0,216.0,208.0,4,4,1,3,2,2,2,5,7
7827,130.0,176.0,149.0,176.0,190.0,161.0,4,5,6,3,6,7,4,2,4
7828,212.0,203.0,219.0,251.0,260.0,199.0,6,7,4,3,4,6,6,3,5
7829,162.0,152.0,187.0,169.0,115.0,223.0,6,6,7,7,7,5,7,8,5
7830,336.0,207.0,304.0,294.0,273.0,290.0,6,8,6,7,8,7,4,3,3
7831,130.0,115.0,112.0,98.0,97.0,101.0,2,3,1,3,2,4,8,2,4
7832,86.0,112.0,109.0,106.0,98.0,53.0,1,1,1,1,1,2,8,6,0
7833,130.0,136.0,135.0,143.0,138.0,158.0,2,5,7,3,3,2,1,8,6
7834,214.0,437.0,411.0,461.0,334.0,472.0,7,5,4,5,6,4,2,9,2
7835,190.0,189.0,192.0,213.0,108.0,112.0,3,4,4,1,5,1,7,3,9
7836,188.0,298.0,258.0,254.0,254.0,288.0,9,8,8,8,8,6,6,1,2
7837,90.0,84.0,290.0,155.0,174.0,188.0,2,1,1,2,2,1,9,3,6
7838,324.0,231.0,202.0,310.0,377.0,347.0,6,9,9,6,5,6,2,2,6
7839,417.0,467.0,380.0,418.0,333.0,360.0,6,7,8,7,7,7,4,1,1
7840,272.0,272.0,244.0,257.0,351.0,280.0,6,5,6,8,6,6,6,9,5
7842,283.0,259.0,280.0,239.0,245.0,158.0,1,2,1,1,1,1,3,2,4
7843,74.0,61.0,85.0,61.0,171.0,140.0,9,10,10,10,4,9,4,4,5
7844,237.0,224.0,198.0,165.0,117.0,139.0,8,8,9,10,10,4,8,9,7
7845,184.0,226.0,201.0,246.0,218.0,239.0,9,8,9,8,8,9,5,5,2
7846,53.0,71.0,117.0,80.0,85.0,93.0,10,9,9,7,9,7,4,9,7
7847,164.0,157.0,144.0,202.0,216.0,121.0,4,5,3,4,5,4,3,1,6
7848,258.0,269.0,292.0,251.0,212.0,225.0,6,5,5,5,7,5,6,5,6
7849,90.0,108.0,91.0,151.0,164.0,201.0,10,10,10,10,10,10,1,4,2
7850,85.0,156.0,107.0,156.0,130.0,115.0,1,2,2,1,2,2,9,9,3
7851,141.0,170.0,109.0,115.0,210.0,191.0,2,3,5,5,3,3,8,6,2
7852,46.0,87.0,110.0,102.0,75.0,77.0,6,4,4,4,6,7,7,5,1
7853,159.0,188.0,185.0,257.0,258.0,328.0,10,10,10,10,9,9,5,5,0
7854,205.0,147.0,169.0,170.0,186.0,207.0,8,9,9,9,7,9,5,1,6
7855,41.0,82.0,91.0,109.0,112.0,102.0,5,7,3,6,5,5,1,9,8
7856,219.0,193.0,196.0,129.0,208.0,185.0,3,3,2,3,2,4,7,6,2
7857,93.0,110.0,26.0,113.0,110.0,104.0,2,1,2,2,2,2,6,3,1
7858,58.0,79.0,102.0,52.0,90.0,132.0,1,2,1,2,3,1,8,4,2
7859,85.0,87.0,101.0,105.0,56.0,69.0,1,1,1,1,2,1,6,7,0
7860,178.0,230.0,173.0,187.0,131.0,105.0,4,3,4,4,5,4,5,7,4
7861,118.0,103.0,104.0,254.0,166.0,207.0,1,2,1,1,2,1,9,5,4
7862,66.0,124.0,60.0,86.0,93.0,94.0,1,1,3,2,2,3,8,6,3
7863,3.0,83.0,131.0,120.0,222.0,260.0,10,7,2,5,2,3,1,5,7
7864,134.0,140.0,89.0,112.0,60.0,77.0,3,3,7,3,8,4,6,4,4
7865,140.0,86.0,103.0,89.0,141.0,114.0,2,7,7,6,5,4,1,5,5
7866,95.0,138.0,112.0,105.0,140.0,160.0,3,2,3,3,1,2,2,2,6
7867,228.0,266.0,264.0,232.0,172.0,163.0,2,3,3,2,5,4,2,7,4
7868,82.0,130.0,96.0,134.0,94.0,95.0,7,5,7,4,7,8,6,3,3
7869,254.0,312.0,324.0,346.0,425.0,342.0,6,4,3,5,4,7,3,9,6
7870,528.0,509.0,486.0,406.0,278.0,372.0,5,5,5,6,7,7,5,1,0
7871,104.0,140.0,127.0,129.0,71.0,77.0,5,5,7,5,9,4,9,4,6
7872,205.0,188.0,169.0,163.0,320.0,287.0,3,3,2,3,2,3,3,1,2
7873,232.0,276.0,214.0,218.0,123.0,49.0,1,1,3,2,3,3,10,4,6
7874,88.0,70.0,35.0,51.0,90.0,128.0,3,4,8,5,3,3,2,7,0
7875,55.0,96.0,61.0,82.0,75.0,65.0,3,2,4,4,3,1,9,1,3
7876,71.0,102.0,139.0,64.0,200.0,153.0,1,1,1,1,1,1,10,1,2
7877,130.0,112.0,145.0,138.0,110.0,133.0,1,2,1,2,2,1,3,3,4
7878,257.0,316.0,262.0,328.0,225.0,328.0,4,6,4,5,5,4,5,5,10
7879,205.0,196.0,183.0,268.0,266.0,241.0,4,3,1,2,2,2,3,9,5
7880,64.0,42.0,170.0,167.0,187.0,161.0,7,7,3,4,3,7,7,9,4
7881,100.0,82.0,223.0,267.0,328.0,242.0,7,8,3,2,3,3,5,8,3
7882,107.0,132.0,81.0,106.0,60.0,121.0,5,2,5,5,7,5,6,4,2
7883,201.0,148.0,126.0,152.0,165.0,132.0,5,9,8,8,9,9,5,6,5
7884,115.0,106.0,104.0,104.0,84.0,72.0,2,2,2,2,3,3,3,6,0
7885,148.0,174.0,148.0,245.0,170.0,259.0,6,5,6,5,5,3,6,2,3
7886,271.0,232.0,251.0,215.0,149.0,198.0,2,2,2,2,3,3,2,2,2
7887,183.0,217.0,178.0,192.0,157.0,151.0,4,3,3,3,4,5,6,5,1
7888,105.0,100.0,104.0,131.0,164.0,236.0,3,3,2,2,3,3,7,5,3
7889,2.0,240.0,311.0,376.0,404.0,444.0,10,3,2,3,2,2,3,8,7
7890,65.0,24.0,100.0,299.0,266.0,335.0,10,10,10,10,9,9,2,1,1
7891,57.0,123.0,87.0,65.0,80.0,141.0,2,3,4,4,1,1,4,2,4
7892,136.0,220.0,239.0,225.0,150.0,185.0,6,5,4,4,4,3,6,6,3
7893,319.0,401.0,449.0,349.0,316.0,350.0,7,7,6,7,8,6,3,3,4
7894,65.0,79.0,54.0,96.0,61.0,71.0,4,5,7,5,6,5,9,9,4
7895,65.0,103.0,129.0,108.0,65.0,84.0,2,1,1,1,1,1,1,7,0
7896,84.0,76.0,50.0,153.0,158.0,142.0,1,1,4,2,3,4,10,3,3
7897,219.0,258.0,281.0,168.0,188.0,261.0,9,4,2,9,9,9,3,9,12
7898,253.0,335.0,404.0,366.0,365.0,381.0,5,5,3,5,6,6,3,3,4
7899,130.0,70.0,91.0,108.0,84.0,140.0,6,9,8,9,7,6,8,2,4
7900,188.0,101.0,147.0,96.0,105.0,158.0,1,2,2,3,3,3,2,4,2
7901,257.0,140.0,166.0,258.0,226.0,244.0,2,6,4,2,3,3,2,9,2
7902,271.0,304.0,325.0,339.0,332.0,331.0,7,10,10,10,8,9,4,3,1
7903,270.0,223.0,221.0,267.0,247.0,361.0,8,9,10,10,10,9,10,4,0
7904,63.0,67.0,94.0,110.0,95.0,125.0,6,5,4,5,6,5,6,4,1
7905,378.0,372.0,279.0,307.0,281.0,305.0,5,6,7,7,7,7,7,9,1
7906,118.0,109.0,141.0,92.0,179.0,202.0,7,9,5,10,8,6,2,4,7
7907,211.0,226.0,148.0,208.0,253.0,210.0,5,4,5,6,5,8,8,5,4
7908,55.0,72.0,59.0,81.0,60.0,95.0,1,1,2,1,1,1,9,3,0
7909,97.0,74.0,76.0,76.0,74.0,82.0,2,3,2,1,1,2,1,8,1
7910,255.0,222.0,184.0,211.0,247.0,269.0,7,8,10,9,9,7,2,9,5
7911,56.0,60.0,43.0,69.0,37.0,82.0,2,3,4,1,4,2,1,1,3
7912,32.0,119.0,63.0,81.0,81.0,330.0,10,6,8,7,9,5,3,5,4
7913,192.0,226.0,222.0,208.0,161.0,269.0,9,8,8,9,10,9,3,9,4
7914,238.0,219.0,443.0,441.0,411.0,490.0,8,9,5,6,6,7,7,8,4
7915,40.0,46.0,81.0,56.0,121.0,73.0,2,5,4,3,4,5,1,10,4
7916,194.0,190.0,201.0,167.0,233.0,298.0,7,8,6,9,7,7,10,5,7
7917,58.0,125.0,96.0,149.0,171.0,210.0,10,7,4,5,7,10,7,5,11
7918,205.0,205.0,187.0,240.0,221.0,138.0,5,8,7,5,7,9,1,8,5
7920,92.0,118.0,129.0,155.0,94.0,54.0,10,10,10,10,10,10,9,9,7
7921,189.0,198.0,286.0,404.0,376.0,481.0,1,5,5,2,3,3,7,1,8
7922,268.0,261.0,163.0,199.0,337.0,292.0,5,3,9,5,3,5,5,1,9
7923,109.0,126.0,93.0,87.0,83.0,110.0,2,2,1,3,4,1,10,3,6
7924,213.0,357.0,248.0,256.0,199.0,195.0,9,6,7,7,9,9,3,4,3
7925,163.0,168.0,165.0,243.0,234.0,313.0,9,9,10,7,9,7,8,8,7
7926,157.0,178.0,137.0,183.0,137.0,122.0,1,1,3,1,1,1,8,1,5
7927,122.0,125.0,129.0,161.0,65.0,39.0,4,5,7,6,9,10,3,9,1
7928,38.0,90.0,76.0,56.0,69.0,86.0,10,5,7,10,9,9,10,6,2
7929,146.0,90.0,112.0,144.0,139.0,147.0,2,4,1,1,2,1,10,8,1
7930,65.0,90.0,55.0,191.0,102.0,115.0,1,1,1,1,1,2,1,1,1
7931,80.0,107.0,135.0,155.0,131.0,130.0,8,10,8,8,7,9,4,4,8
7932,61.0,134.0,121.0,146.0,165.0,184.0,10,10,9,7,8,5,4,1,8
7933,250.0,445.0,425.0,413.0,420.0,376.0,9,7,7,8,7,8,7,4,0
7934,209.0,196.0,204.0,313.0,226.0,225.0,5,5,5,3,5,4,4,1,3
7935,281.0,282.0,281.0,210.0,186.0,294.0,7,7,8,9,3,7,9,1,10
7936,95.0,51.0,47.0,113.0,47.0,86.0,1,1,2,1,1,2,9,6,0
7937,138.0,155.0,130.0,194.0,179.0,279.0,9,10,10,9,7,5,7,2,7
7938,195.0,194.0,173.0,257.0,197.0,215.0,2,2,1,1,1,1,8,6,3
7939,160.0,89.0,97.0,181.0,102.0,187.0,1,2,3,2,2,3,3,1,3
7940,243.0,230.0,242.0,255.0,263.0,284.0,6,7,6,5,4,6,1,7,4
7941,37.0,46.0,39.0,106.0,73.0,85.0,9,6,7,3,5,5,6,9,1
7942,220.0,307.0,272.0,368.0,367.0,266.0,9,8,9,8,8,9,7,1,0
7943,366.0,360.0,462.0,366.0,208.0,362.0,4,4,3,4,5,4,8,9,3
7944,100.0,144.0,104.0,309.0,311.0,281.0,4,3,3,2,2,2,5,7,1
7945,144.0,158.0,214.0,198.0,148.0,155.0,7,9,8,8,9,10,1,9,5
