,°í°´¹øÈ£,»ýÈ°_ÃÑ±¸¸Å¾×1,»ýÈ°_ÃÑ±¸¸Å¾×2,»ýÈ°_ÃÑ±¸¸Å¾×3,»ýÈ°_ÃÑ±¸¸Å¾×4,»ýÈ°_ÃÑ±¸¸Å¾×5,»ýÈ°_ÃÑ±¸¸Å¾×6,»ýÈ°_ÃÑ±¸¸Å¾×7,»ýÈ°_ÃÑ±¸¸Å¾×8,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö1,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö2,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö3,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö4,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö5,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö6,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö7,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö8
7099,7171,132749.0,102451.0,466531.0,316316.0,328338.0,173227.0,220573.0,85913.0,8.0,14.0,28.0,29.0,28.0,23.0,18.0,14.0
7100,7172,256813.0,84838.0,58863.0,102677.0,70997.0,185921.0,115587.0,50350.0,43.0,20.0,17.0,13.0,20.0,18.0,15.0,16.0
7101,7173,172013.0,25752.0,32764.0,78042.0,92437.0,276717.0,33787.0,15517.0,6.0,2.0,1.0,3.0,7.0,12.0,2.0,2.0
7102,7174,3001094.0,298334.0,4783440.0,82831.0,2422604.0,95502.0,3141818.0,51549.0,10.0,6.0,10.0,5.0,3.0,4.0,5.0,6.0
7103,7175,533360.0,503044.0,334198.0,195707.0,434095.0,191231.0,1908553.0,2099670.0,10.0,9.0,3.0,2.0,10.0,7.0,19.0,21.0
7104,7176,18225.0,0.0,246252.0,101640.0,296368.0,190736.0,357467.0,246178.0,2.0,0.0,8.0,6.0,13.0,9.0,19.0,18.0
7105,7177,0.0,8756.0,0.0,8869.0,22857.0,13940.0,25115.0,38833.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0
7106,7178,200354.0,342124.0,300517.0,297088.0,280197.0,273984.0,365257.0,264803.0,21.0,25.0,22.0,22.0,16.0,19.0,24.0,22.0
7107,7179,168392.0,55604.0,144187.0,96860.0,65891.0,73390.0,60636.0,60151.0,9.0,10.0,17.0,5.0,5.0,13.0,9.0,13.0
7108,7180,161138.0,177917.0,163652.0,248690.0,72959.0,441666.0,173880.0,185723.0,12.0,18.0,17.0,26.0,15.0,25.0,19.0,12.0
7109,7181,33261.0,120727.0,57903.0,10909.0,34133.0,305457.0,102881.0,57753.0,3.0,11.0,6.0,5.0,3.0,25.0,3.0,6.0
7110,7182,155374.0,111691.0,241507.0,99142.0,85934.0,32492.0,41467.0,27703.0,25.0,20.0,21.0,11.0,11.0,8.0,7.0,9.0
7111,7183,119070.0,47826.0,73654.0,75221.0,27365.0,74302.0,60093.0,36145.0,20.0,9.0,8.0,16.0,10.0,15.0,15.0,10.0
7112,7184,207428.0,167884.0,260649.0,202970.0,274883.0,245027.0,292732.0,139418.0,23.0,22.0,31.0,34.0,38.0,37.0,23.0,22.0
7113,7185,49331.0,74896.0,92069.0,102449.0,43884.0,62945.0,56965.0,35232.0,13.0,17.0,15.0,17.0,6.0,10.0,9.0,7.0
7114,7186,79315.0,208840.0,249720.0,210490.0,38715.0,372616.0,116903.0,312773.0,10.0,15.0,14.0,7.0,7.0,15.0,9.0,20.0
7115,7187,1013959.0,67573.0,327746.0,39154.0,376832.0,33778.0,30059.0,25612.0,7.0,7.0,6.0,5.0,8.0,11.0,7.0,6.0
7116,7188,63963.0,130718.0,16043.0,88241.0,39280.0,456518.0,533900.0,466924.0,2.0,2.0,1.0,6.0,7.0,13.0,18.0,18.0
7117,7189,15932.0,0.0,0.0,340570.0,15575.0,238038.0,166625.0,33520.0,1.0,0.0,0.0,10.0,1.0,6.0,8.0,5.0
7118,7190,72265.0,98352.0,57712.0,195737.0,503703.0,297592.0,153911.0,136569.0,26.0,34.0,16.0,33.0,27.0,34.0,25.0,27.0
7119,7191,205501.0,199607.0,193437.0,169317.0,198051.0,145352.0,219118.0,95622.0,57.0,54.0,46.0,65.0,63.0,53.0,52.0,45.0
7120,7192,200353.0,46602.0,19885.0,116972.0,275019.0,65617.0,92767.0,191050.0,7.0,14.0,4.0,17.0,26.0,12.0,18.0,16.0
7121,7193,142745.0,114927.0,311147.0,184240.0,158784.0,210607.0,345584.0,190862.0,12.0,16.0,18.0,13.0,9.0,14.0,14.0,15.0
7122,7194,121373.0,66698.0,133476.0,32946.0,195534.0,198177.0,138650.0,302142.0,12.0,7.0,14.0,5.0,28.0,15.0,19.0,22.0
7123,7195,139648.0,200301.0,118561.0,171338.0,183924.0,80284.0,101570.0,105557.0,25.0,54.0,35.0,50.0,54.0,48.0,43.0,38.0
7124,7197,47510.0,75145.0,6236.0,87034.0,26477.0,118074.0,113568.0,125191.0,4.0,5.0,2.0,4.0,3.0,6.0,5.0,10.0
7125,7198,40041.0,142770.0,55213.0,418028.0,240147.0,63141.0,137421.0,119267.0,6.0,9.0,10.0,19.0,10.0,9.0,13.0,12.0
7126,7199,121423.0,116800.0,46436.0,50284.0,18710.0,43804.0,25903.0,100125.0,6.0,10.0,5.0,6.0,2.0,3.0,3.0,8.0
7127,7200,215931.0,72219.0,194417.0,347649.0,73404.0,317490.0,145236.0,222187.0,31.0,11.0,21.0,20.0,9.0,26.0,15.0,20.0
7128,7201,38191.0,134879.0,71706.0,99770.0,71108.0,245652.0,400881.0,126711.0,7.0,10.0,13.0,13.0,12.0,24.0,29.0,19.0
7129,7202,291536.0,268594.0,208822.0,368426.0,193928.0,701074.0,149202.0,121804.0,6.0,5.0,4.0,6.0,3.0,9.0,4.0,3.0
7130,7203,0.0,0.0,174002.0,904218.0,0.0,19409.0,6194.0,13533.0,0.0,0.0,2.0,7.0,0.0,2.0,1.0,3.0
7131,7204,178439.0,132594.0,223399.0,49831.0,27183.0,190842.0,276833.0,49309.0,29.0,9.0,28.0,7.0,8.0,30.0,25.0,15.0
7132,7205,453414.0,661286.0,764982.0,801856.0,398837.0,179060.0,955310.0,264197.0,2.0,18.0,18.0,21.0,15.0,6.0,16.0,16.0
7133,7206,80997.0,348571.0,165463.0,144296.0,89195.0,164920.0,69273.0,71568.0,19.0,56.0,43.0,41.0,30.0,35.0,20.0,25.0
7134,7207,110756.0,165649.0,295989.0,51702.0,282266.0,395330.0,292448.0,67537.0,14.0,18.0,16.0,8.0,25.0,32.0,15.0,11.0
7135,7208,19957.0,28482.0,0.0,0.0,0.0,0.0,101688.0,40792.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0,2.0
7136,7209,48208.0,22691.0,66060.0,58006.0,59424.0,97835.0,184402.0,57510.0,16.0,8.0,24.0,31.0,33.0,40.0,36.0,33.0
7137,7210,297273.0,117346.0,146072.0,218182.0,221234.0,320127.0,277097.0,188352.0,20.0,19.0,24.0,24.0,27.0,36.0,31.0,34.0
7138,7211,155556.0,57460.0,176068.0,44040.0,159135.0,103491.0,109451.0,76210.0,30.0,21.0,33.0,14.0,33.0,19.0,28.0,29.0
7139,7212,57774.0,73909.0,0.0,33611.0,164244.0,0.0,113085.0,95843.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
7140,7213,460842.0,257522.0,243361.0,65005.0,0.0,21447.0,280240.0,48607.0,3.0,1.0,3.0,3.0,0.0,1.0,5.0,5.0
7141,7214,16778.0,29903.0,29897.0,15591.0,38623.0,96790.0,32163.0,43823.0,6.0,8.0,11.0,5.0,10.0,18.0,11.0,14.0
7142,7215,167909.0,170016.0,0.0,91167.0,472072.0,227926.0,91574.0,167231.0,7.0,4.0,0.0,6.0,11.0,6.0,2.0,14.0
7143,7216,81626.0,102988.0,35929.0,120818.0,36614.0,110953.0,50836.0,60976.0,19.0,18.0,8.0,29.0,10.0,19.0,13.0,16.0
7144,7217,184727.0,39143.0,58976.0,28291.0,195181.0,427898.0,1078824.0,51499.0,4.0,5.0,3.0,2.0,6.0,16.0,22.0,7.0
7145,7218,19080.0,1854.0,79132.0,40617.0,9608.0,2145.0,7320.0,20160.0,2.0,1.0,8.0,4.0,2.0,1.0,1.0,2.0
7146,7219,56830.0,286570.0,115872.0,40236.0,72657.0,184390.0,135022.0,356886.0,8.0,7.0,11.0,8.0,7.0,21.0,15.0,10.0
7147,7220,70034.0,102063.0,124246.0,68021.0,49471.0,100425.0,68013.0,55209.0,12.0,11.0,18.0,17.0,14.0,23.0,12.0,16.0
7148,7221,266795.0,147301.0,155941.0,227313.0,115952.0,196142.0,335774.0,130614.0,31.0,23.0,31.0,42.0,25.0,48.0,43.0,37.0
7149,7222,39363.0,3502.0,48118.0,89925.0,110035.0,301907.0,235686.0,434974.0,3.0,1.0,6.0,5.0,7.0,25.0,12.0,18.0
7150,7223,213104.0,169622.0,253539.0,81512.0,107983.0,224782.0,178957.0,62437.0,38.0,28.0,37.0,21.0,21.0,36.0,33.0,24.0
7151,7224,88281.0,89159.0,85956.0,20430.0,55286.0,337879.0,82422.0,133342.0,14.0,20.0,28.0,20.0,28.0,38.0,34.0,45.0
7152,7225,88053.0,46189.0,145225.0,41592.0,46320.0,119909.0,103164.0,94067.0,4.0,6.0,6.0,5.0,3.0,3.0,7.0,5.0
7153,7226,275968.0,136302.0,115453.0,157176.0,190952.0,75932.0,205084.0,115029.0,18.0,8.0,17.0,20.0,21.0,12.0,15.0,23.0
7154,7227,490542.0,36445.0,26833.0,217780.0,677923.0,84854.0,24202.0,107568.0,4.0,3.0,1.0,3.0,6.0,2.0,2.0,8.0
7155,7228,68725.0,50429.0,169926.0,84219.0,83772.0,91018.0,168256.0,17845.0,36.0,31.0,47.0,41.0,50.0,33.0,39.0,6.0
7156,7229,245011.0,373407.0,289764.0,136085.0,168987.0,146138.0,198328.0,87664.0,21.0,26.0,23.0,19.0,23.0,13.0,20.0,15.0
7157,7230,169197.0,74229.0,204937.0,116933.0,185277.0,130277.0,250483.0,60457.0,31.0,26.0,32.0,27.0,39.0,30.0,35.0,21.0
7158,7231,110339.0,126464.0,165799.0,25807.0,114851.0,54218.0,48371.0,46219.0,13.0,16.0,15.0,6.0,12.0,7.0,5.0,8.0
7159,7232,66079.0,193410.0,300495.0,97570.0,132954.0,227391.0,141421.0,30322.0,7.0,13.0,14.0,13.0,9.0,9.0,9.0,5.0
7160,7233,27455.0,58921.0,28923.0,69651.0,103169.0,3560.0,50015.0,1652.0,3.0,6.0,4.0,5.0,15.0,3.0,11.0,2.0
7161,7234,73626.0,355494.0,165270.0,186113.0,374584.0,169823.0,305100.0,106256.0,11.0,24.0,29.0,37.0,45.0,35.0,33.0,16.0
7162,7235,415684.0,470430.0,637602.0,411007.0,507275.0,526714.0,435175.0,476805.0,58.0,61.0,73.0,62.0,61.0,70.0,62.0,58.0
7163,7236,87059.0,13391.0,56864.0,125639.0,160835.0,415458.0,202272.0,198684.0,17.0,3.0,10.0,17.0,19.0,20.0,21.0,28.0
7164,7237,195088.0,76227.0,509656.0,180028.0,40454.0,232387.0,242253.0,90002.0,5.0,3.0,9.0,8.0,2.0,6.0,8.0,5.0
7165,7238,17458.0,115535.0,87674.0,135731.0,147092.0,96296.0,61942.0,25944.0,4.0,14.0,6.0,11.0,6.0,3.0,3.0,1.0
7166,7239,166453.0,102596.0,87899.0,53033.0,34588.0,0.0,6757.0,15153.0,3.0,4.0,3.0,1.0,2.0,0.0,1.0,4.0
7167,7240,330217.0,264841.0,352871.0,161025.0,199777.0,294802.0,149853.0,128468.0,55.0,41.0,46.0,34.0,38.0,45.0,30.0,26.0
7168,7241,35770.0,41204.0,437575.0,5764.0,63715.0,11688.0,54093.0,80765.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
7169,7242,16630.0,17038.0,3390.0,35891.0,38705.0,10445.0,25879.0,21100.0,4.0,5.0,2.0,7.0,8.0,3.0,5.0,7.0
7170,7243,322846.0,193235.0,368252.0,183380.0,155223.0,284117.0,271102.0,172866.0,36.0,30.0,41.0,36.0,28.0,42.0,48.0,36.0
7171,7244,52844.0,0.0,8925.0,34170.0,63763.0,27881.0,12444.0,8965.0,3.0,0.0,1.0,8.0,9.0,5.0,5.0,3.0
7172,7245,157054.0,90442.0,42052.0,43810.0,15979.0,70613.0,29372.0,15864.0,6.0,5.0,2.0,4.0,1.0,8.0,4.0,3.0
7173,7246,84343.0,91957.0,385015.0,365580.0,157173.0,256511.0,481069.0,100373.0,13.0,14.0,27.0,40.0,26.0,39.0,43.0,10.0
7174,7247,284351.0,335675.0,101830.0,72502.0,137270.0,156853.0,53302.0,635406.0,30.0,49.0,18.0,15.0,22.0,26.0,13.0,36.0
7175,7248,177471.0,57056.0,83482.0,59397.0,131658.0,97034.0,113956.0,58858.0,29.0,10.0,17.0,17.0,27.0,13.0,33.0,25.0
7176,7249,109752.0,252239.0,105276.0,135970.0,149834.0,42518.0,48122.0,45301.0,13.0,23.0,11.0,11.0,15.0,5.0,11.0,13.0
7177,7250,113727.0,175269.0,122450.0,87158.0,190893.0,93894.0,118692.0,20805.0,18.0,25.0,18.0,14.0,38.0,18.0,22.0,4.0
7178,7251,261304.0,229090.0,337743.0,222213.0,362374.0,335664.0,471148.0,189894.0,29.0,27.0,28.0,26.0,35.0,21.0,29.0,19.0
7179,7252,120556.0,106571.0,122069.0,140485.0,103076.0,151842.0,139064.0,92016.0,23.0,21.0,22.0,28.0,17.0,29.0,29.0,20.0
7180,7253,68609.0,683966.0,385399.0,223954.0,202010.0,152649.0,299418.0,191389.0,11.0,23.0,24.0,24.0,15.0,25.0,42.0,19.0
7181,7254,414288.0,2407034.0,806322.0,253925.0,1853827.0,1773986.0,1161762.0,101050.0,8.0,10.0,6.0,16.0,16.0,21.0,14.0,7.0
7182,7255,220770.0,89220.0,146032.0,158611.0,99842.0,156270.0,95843.0,93393.0,27.0,23.0,27.0,21.0,17.0,25.0,15.0,22.0
7183,7256,148260.0,259738.0,158300.0,80199.0,196607.0,85974.0,107277.0,42759.0,31.0,38.0,26.0,19.0,41.0,30.0,24.0,19.0
7184,7257,0.0,0.0,89142.0,275185.0,30341.0,0.0,1214356.0,59654.0,0.0,0.0,4.0,6.0,1.0,0.0,3.0,1.0
7185,7258,21551.0,34199.0,72557.0,42479.0,59972.0,21340.0,60006.0,30158.0,5.0,5.0,9.0,7.0,12.0,1.0,9.0,3.0
7186,7259,101628.0,85400.0,464947.0,111697.0,916198.0,0.0,227689.0,82096.0,25.0,27.0,26.0,5.0,39.0,0.0,4.0,3.0
7187,7260,69150.0,988555.0,244411.0,2102307.0,327113.0,694556.0,376521.0,180013.0,3.0,22.0,5.0,30.0,7.0,10.0,11.0,5.0
7188,7261,20617.0,30130.0,15988.0,25896.0,21845.0,28042.0,12952.0,31439.0,5.0,5.0,4.0,4.0,7.0,4.0,4.0,7.0
7189,7262,402439.0,278566.0,311409.0,125133.0,220355.0,171574.0,249979.0,120811.0,2.0,3.0,7.0,4.0,7.0,11.0,12.0,7.0
7190,7263,38801.0,19922.0,15930.0,88729.0,57506.0,124874.0,28493.0,86960.0,9.0,3.0,3.0,9.0,9.0,11.0,7.0,9.0
7191,7264,93190.0,112072.0,106518.0,68908.0,98144.0,46862.0,60287.0,86871.0,10.0,13.0,13.0,9.0,11.0,8.0,9.0,13.0
7192,7265,144103.0,180575.0,107880.0,81320.0,91852.0,110301.0,94561.0,19517.0,25.0,48.0,39.0,36.0,37.0,39.0,29.0,7.0
7193,7266,84636.0,57675.0,102711.0,55437.0,56839.0,64147.0,99042.0,46078.0,29.0,10.0,13.0,11.0,7.0,8.0,12.0,10.0
7194,7267,296556.0,369976.0,299739.0,177491.0,362370.0,263261.0,191997.0,192744.0,20.0,23.0,23.0,18.0,22.0,24.0,19.0,26.0
7195,7268,50470.0,63710.0,89911.0,155950.0,133552.0,107554.0,109424.0,101385.0,13.0,19.0,21.0,29.0,22.0,22.0,26.0,25.0
7196,7269,47235.0,90647.0,0.0,620.0,20582.0,671983.0,193374.0,481120.0,3.0,3.0,0.0,2.0,3.0,11.0,7.0,22.0
7197,7270,110212.0,124104.0,107434.0,198953.0,149165.0,414224.0,112567.0,45045.0,18.0,15.0,18.0,26.0,24.0,30.0,13.0,7.0
7198,7271,149389.0,268024.0,492944.0,957804.0,303335.0,248630.0,199468.0,96901.0,22.0,29.0,30.0,33.0,22.0,22.0,12.0,11.0
7199,7272,174610.0,84415.0,278260.0,133993.0,143631.0,195764.0,168068.0,162387.0,24.0,20.0,33.0,27.0,23.0,31.0,26.0,25.0
7200,7273,1477317.0,198315.0,323879.0,353511.0,239330.0,136236.0,3037991.0,601979.0,26.0,25.0,22.0,24.0,21.0,19.0,25.0,21.0
7201,7274,104162.0,838963.0,140890.0,215114.0,258209.0,545319.0,527693.0,165080.0,3.0,43.0,26.0,23.0,30.0,44.0,38.0,20.0
7202,7275,100068.0,185724.0,260703.0,70770.0,107021.0,129647.0,607195.0,177194.0,11.0,14.0,14.0,9.0,9.0,12.0,19.0,14.0
7203,7276,3375112.0,1094050.0,1325522.0,308279.0,503955.0,945235.0,63204.0,4875.0,48.0,34.0,39.0,33.0,31.0,62.0,6.0,2.0
7204,7277,23292.0,11724.0,98248.0,27430.0,5360.0,13770.0,91034.0,818.0,5.0,4.0,11.0,4.0,3.0,6.0,14.0,1.0
7205,7278,49359.0,103279.0,62830.0,54699.0,46572.0,117247.0,133072.0,93785.0,13.0,23.0,11.0,18.0,12.0,31.0,28.0,32.0
7206,7279,127473.0,276062.0,317311.0,382100.0,165660.0,305244.0,252815.0,230047.0,26.0,48.0,35.0,61.0,43.0,36.0,45.0,46.0
7207,7280,37403.0,35578.0,53449.0,22366.0,66457.0,81068.0,155060.0,1839939.0,6.0,9.0,10.0,5.0,4.0,6.0,13.0,9.0
7208,7281,332767.0,382976.0,184677.0,258956.0,242504.0,500278.0,97588.0,220044.0,13.0,8.0,9.0,12.0,10.0,12.0,4.0,12.0
7209,7282,246265.0,125967.0,265335.0,89524.0,47383.0,96661.0,136137.0,166247.0,18.0,23.0,18.0,12.0,11.0,9.0,11.0,20.0
7210,7283,101633.0,34755.0,121353.0,21285.0,54077.0,20718.0,68374.0,42427.0,13.0,4.0,15.0,7.0,4.0,5.0,10.0,9.0
7211,7284,133408.0,90966.0,173859.0,61635.0,168460.0,158244.0,207612.0,52809.0,62.0,40.0,68.0,47.0,57.0,79.0,83.0,51.0
7212,7285,23289.0,40739.0,31173.0,13816.0,13359.0,82535.0,42433.0,10500.0,22.0,15.0,14.0,12.0,12.0,33.0,21.0,8.0
7213,7286,1086887.0,491043.0,464275.0,603830.0,981857.0,426277.0,808407.0,658799.0,36.0,28.0,22.0,20.0,33.0,13.0,8.0,15.0
7214,7287,23617.0,168316.0,211727.0,528767.0,0.0,97422.0,17660.0,29745.0,3.0,2.0,2.0,5.0,0.0,2.0,3.0,1.0
7215,7288,56632.0,27504.0,26663.0,22171.0,472404.0,196904.0,63294.0,34694.0,4.0,3.0,3.0,1.0,5.0,6.0,5.0,1.0
7216,7289,158724.0,249564.0,201508.0,208314.0,164893.0,341925.0,468718.0,315450.0,35.0,33.0,35.0,45.0,38.0,59.0,72.0,55.0
7217,7290,74335.0,376106.0,414808.0,275300.0,1837868.0,770316.0,363345.0,211245.0,2.0,6.0,4.0,8.0,11.0,4.0,4.0,3.0
7218,7291,2066.0,32664.0,3423.0,29559.0,42870.0,34358.0,28021.0,14401.0,4.0,13.0,4.0,10.0,9.0,10.0,7.0,7.0
7219,7292,82050.0,263876.0,169135.0,88376.0,95098.0,47291.0,297592.0,55795.0,14.0,20.0,24.0,19.0,19.0,11.0,31.0,12.0
7220,7293,239312.0,220233.0,349437.0,271550.0,208856.0,469664.0,98715.0,156680.0,8.0,8.0,11.0,9.0,10.0,5.0,9.0,4.0
7221,7294,42068.0,95076.0,47904.0,57334.0,28813.0,119062.0,103129.0,34744.0,2.0,6.0,3.0,5.0,4.0,7.0,9.0,3.0
7222,7295,117398.0,218139.0,335564.0,292124.0,280015.0,107180.0,339343.0,349076.0,4.0,13.0,10.0,12.0,10.0,5.0,16.0,14.0
7223,7296,63962.0,0.0,34346.0,46825.0,101621.0,12761.0,31411.0,107328.0,5.0,0.0,1.0,3.0,3.0,1.0,1.0,5.0
7224,7297,77996.0,92502.0,42819.0,88729.0,70056.0,41071.0,23143.0,43856.0,11.0,13.0,6.0,12.0,16.0,6.0,7.0,11.0
7225,7298,715519.0,1345752.0,726529.0,307263.0,1172992.0,867996.0,245397.0,127783.0,35.0,42.0,56.0,31.0,39.0,66.0,42.0,26.0
7226,7299,9742.0,254483.0,69032.0,18872.0,100924.0,376176.0,0.0,49219.0,1.0,8.0,3.0,1.0,2.0,10.0,0.0,2.0
7227,7300,2455708.0,1972493.0,5279144.0,4812337.0,3049198.0,3094913.0,557160.0,1128446.0,31.0,28.0,35.0,28.0,23.0,32.0,29.0,24.0
7228,7301,277512.0,226931.0,335137.0,266284.0,336129.0,239807.0,241766.0,95159.0,32.0,31.0,31.0,41.0,48.0,35.0,39.0,24.0
7229,7302,225736.0,281133.0,268429.0,250204.0,251337.0,305268.0,337507.0,203443.0,34.0,35.0,40.0,43.0,44.0,44.0,53.0,36.0
7230,7303,471017.0,255077.0,240728.0,563523.0,333892.0,239602.0,148062.0,118520.0,42.0,54.0,44.0,46.0,32.0,31.0,30.0,29.0
7231,7304,111326.0,393362.0,199525.0,126552.0,190609.0,146364.0,92802.0,131330.0,10.0,28.0,18.0,10.0,11.0,11.0,6.0,7.0
7232,7305,74827.0,33272.0,32764.0,70876.0,218039.0,53756.0,34092.0,116608.0,5.0,3.0,1.0,6.0,12.0,10.0,9.0,15.0
7233,7306,20055.0,105962.0,111321.0,123004.0,29268.0,117474.0,69049.0,87951.0,3.0,17.0,23.0,26.0,14.0,22.0,21.0,22.0
7234,7307,800368.0,377992.0,1077263.0,571665.0,655359.0,498341.0,497927.0,488255.0,85.0,48.0,65.0,56.0,59.0,58.0,45.0,50.0
7235,7308,2952.0,363383.0,81448.0,162675.0,185282.0,231841.0,176616.0,124556.0,1.0,25.0,8.0,25.0,15.0,23.0,16.0,18.0
7236,7309,46152.0,262538.0,442501.0,377711.0,1881286.0,275195.0,64509.0,157455.0,7.0,12.0,17.0,17.0,39.0,29.0,10.0,12.0
7237,7310,73488.0,93614.0,114540.0,118155.0,126156.0,44094.0,177301.0,42716.0,13.0,13.0,10.0,16.0,21.0,7.0,19.0,17.0
7238,7311,57173.0,53438.0,112248.0,55342.0,78987.0,113936.0,40429.0,21069.0,14.0,13.0,19.0,15.0,19.0,24.0,13.0,10.0
7239,7312,276831.0,116914.0,1244416.0,813989.0,118479.0,122996.0,43585.0,167139.0,40.0,20.0,22.0,19.0,14.0,13.0,6.0,23.0
7240,7313,93623.0,247549.0,227463.0,103707.0,272984.0,364801.0,317438.0,67468.0,11.0,18.0,24.0,12.0,19.0,35.0,17.0,13.0
7241,7314,189922.0,103626.0,135046.0,68989.0,83244.0,37864.0,58224.0,126710.0,22.0,15.0,19.0,15.0,14.0,5.0,10.0,20.0
7242,7315,203048.0,79810.0,87526.0,142303.0,93753.0,129519.0,160746.0,67922.0,27.0,15.0,16.0,27.0,19.0,23.0,20.0,21.0
7243,7316,202135.0,174847.0,157348.0,142258.0,95099.0,369702.0,243556.0,254467.0,16.0,16.0,19.0,25.0,17.0,52.0,30.0,41.0
7244,7317,0.0,105429.0,216821.0,247276.0,252132.0,24514.0,24496.0,10122.0,0.0,6.0,8.0,5.0,8.0,5.0,6.0,5.0
7245,7318,158334.0,262098.0,324142.0,75816.0,40051.0,167499.0,110763.0,125472.0,5.0,13.0,9.0,7.0,3.0,7.0,6.0,4.0
7246,7319,40099.0,0.0,24856.0,298880.0,98729.0,0.0,52088.0,5024.0,5.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0
7247,7320,176696.0,255151.0,1133074.0,8735.0,183632.0,415296.0,100122.0,1937107.0,10.0,6.0,13.0,2.0,16.0,15.0,3.0,9.0
7248,7321,807967.0,142873.0,244546.0,251825.0,202393.0,159918.0,152999.0,227438.0,21.0,5.0,10.0,8.0,4.0,9.0,2.0,6.0
7249,7322,111837.0,127061.0,9716.0,136484.0,113069.0,15935.0,62371.0,12162.0,10.0,9.0,4.0,5.0,5.0,4.0,4.0,6.0
7250,7323,44864.0,226577.0,155102.0,93617.0,62322.0,79279.0,114864.0,60678.0,8.0,18.0,26.0,10.0,15.0,12.0,13.0,15.0
7251,7324,230131.0,199240.0,66105.0,84869.0,41010.0,87770.0,217891.0,276294.0,18.0,17.0,7.0,11.0,4.0,3.0,7.0,6.0
7252,7325,166844.0,149776.0,146730.0,159192.0,220494.0,176878.0,212107.0,201216.0,48.0,42.0,37.0,67.0,72.0,66.0,65.0,87.0
7253,7326,173006.0,13391.0,175368.0,60136.0,157246.0,187144.0,97441.0,142320.0,4.0,2.0,7.0,3.0,9.0,13.0,8.0,8.0
7254,7327,340975.0,408430.0,71799.0,201472.0,25183.0,84928.0,285331.0,280014.0,7.0,10.0,3.0,6.0,1.0,5.0,12.0,10.0
7255,7328,203146.0,103226.0,182429.0,120387.0,172464.0,141460.0,119786.0,94602.0,33.0,32.0,41.0,44.0,42.0,36.0,30.0,25.0
7256,7329,51684.0,38285.0,74057.0,126517.0,109862.0,59880.0,27773.0,49608.0,12.0,15.0,18.0,28.0,21.0,10.0,11.0,8.0
7257,7330,0.0,6696.0,18980.0,54088.0,0.0,6434.0,17457.0,3305.0,0.0,1.0,4.0,5.0,0.0,2.0,3.0,1.0
7258,7331,28302.0,354793.0,418877.0,206304.0,163749.0,138826.0,254221.0,19780.0,4.0,13.0,13.0,10.0,1.0,19.0,21.0,4.0
7259,7332,114926.0,256881.0,220371.0,255749.0,183513.0,168959.0,268801.0,109004.0,28.0,49.0,32.0,35.0,34.0,36.0,44.0,32.0
7260,7333,33289.0,9209.0,190653.0,96783.0,128473.0,122993.0,210342.0,117745.0,7.0,2.0,30.0,29.0,18.0,31.0,37.0,38.0
7261,7334,282319.0,142371.0,466959.0,388347.0,418362.0,490530.0,606482.0,646701.0,47.0,25.0,58.0,52.0,44.0,45.0,57.0,77.0
7262,7335,42609.0,401631.0,107466.0,29887.0,12996.0,8793.0,4392.0,0.0,3.0,15.0,10.0,4.0,2.0,2.0,1.0,0.0
7263,7336,25397.0,133294.0,73437.0,222932.0,19216.0,45188.0,189149.0,33479.0,7.0,3.0,2.0,8.0,2.0,3.0,6.0,3.0
7264,7337,138112.0,96168.0,150039.0,115444.0,192067.0,156755.0,143130.0,262820.0,15.0,9.0,20.0,26.0,21.0,25.0,18.0,34.0
7265,7338,34587.0,75970.0,29884.0,60983.0,40433.0,8943.0,65297.0,77559.0,15.0,15.0,9.0,11.0,11.0,6.0,17.0,32.0
7266,7339,186862.0,283417.0,443599.0,403707.0,462751.0,471494.0,549435.0,374111.0,24.0,27.0,43.0,46.0,61.0,67.0,81.0,59.0
7267,7340,197156.0,209775.0,337638.0,267057.0,291618.0,158759.0,291118.0,199759.0,28.0,23.0,34.0,36.0,38.0,23.0,33.0,24.0
7268,7341,680502.0,58045.0,673060.0,107219.0,21441.0,266123.0,458622.0,168759.0,11.0,9.0,11.0,6.0,5.0,7.0,9.0,10.0
7269,7342,180821.0,125075.0,180430.0,127386.0,114484.0,147750.0,169067.0,217407.0,49.0,38.0,42.0,39.0,29.0,32.0,39.0,47.0
7270,7343,136054.0,88104.0,105050.0,65730.0,77459.0,71805.0,109683.0,54740.0,19.0,14.0,15.0,16.0,18.0,13.0,14.0,17.0
7271,7344,363608.0,213289.0,43701.0,145672.0,329590.0,78602.0,496330.0,108793.0,5.0,12.0,8.0,13.0,18.0,14.0,16.0,13.0
