,°í°´¹øÈ£,ÀÇ·ù_ÃÑ±¸¸Å¾×1,ÀÇ·ù_ÃÑ±¸¸Å¾×2,ÀÇ·ù_ÃÑ±¸¸Å¾×3,ÀÇ·ù_ÃÑ±¸¸Å¾×4,ÀÇ·ù_ÃÑ±¸¸Å¾×5,ÀÇ·ù_ÃÑ±¸¸Å¾×6,ÀÇ·ù_ÃÑ±¸¸Å¾×7,ÀÇ·ù_ÃÑ±¸¸Å¾×8,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö1,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö2,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö3,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö4,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö5,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö6,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö7,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö8
11649,11804,0.0,25546.0,0.0,28379.0,15069.0,44716.0,582487.0,28010.0,0.0,3.0,0.0,2.0,2.0,3.0,10.0,2.0
11650,11805,984.0,32963.0,3389.0,128591.0,234028.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
11651,11806,0.0,0.0,282113.0,10642.0,0.0,79353.0,13514.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0
11652,11807,245817.0,1069641.0,249913.0,366175.0,1052419.0,3045445.0,592173.0,1089833.0,10.0,15.0,7.0,9.0,18.0,24.0,10.0,20.0
11653,11808,179736.0,406164.0,33216.0,4434.0,0.0,12761.0,0.0,64446.0,15.0,8.0,4.0,1.0,0.0,1.0,0.0,2.0
11654,11809,189037.0,303875.0,0.0,211333.0,146043.0,66914.0,72079.0,36355.0,6.0,4.0,0.0,6.0,9.0,2.0,2.0,2.0
11655,11810,9644.0,314176.0,18800.0,45574.0,15171.0,66485.0,20159.0,0.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0
11656,11811,6101.0,261126.0,173199.0,155727.0,308262.0,246145.0,43472.0,156571.0,2.0,5.0,6.0,9.0,6.0,8.0,3.0,6.0
11657,11812,0.0,1030.0,0.0,852162.0,634923.0,967078.0,1368009.0,939771.0,0.0,1.0,0.0,17.0,17.0,19.0,23.0,25.0
11658,11813,1202182.0,646895.0,577897.0,831852.0,154738.0,249212.0,0.0,525240.0,6.0,7.0,8.0,11.0,3.0,2.0,0.0,3.0
11659,11814,0.0,0.0,343010.0,255941.0,390990.0,72061.0,140891.0,0.0,0.0,0.0,4.0,4.0,7.0,1.0,2.0,0.0
11660,11815,899531.0,1219110.0,596876.0,826707.0,764686.0,735730.0,286399.0,746918.0,34.0,43.0,18.0,41.0,25.0,40.0,13.0,17.0
11661,11816,1771.0,42233.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11662,11817,44774.0,109499.0,343237.0,981728.0,849237.0,0.0,228287.0,703541.0,3.0,3.0,3.0,6.0,5.0,0.0,2.0,4.0
11663,11818,3559820.0,822864.0,256467.0,1842793.0,3177631.0,7316696.0,7157149.0,4537631.0,10.0,4.0,2.0,20.0,22.0,36.0,34.0,21.0
11664,11819,178015.0,807898.0,860236.0,327421.0,1131100.0,589252.0,266241.0,432371.0,6.0,12.0,16.0,10.0,15.0,8.0,7.0,9.0
11665,11820,197993.0,184283.0,43949.0,66512.0,220477.0,226263.0,308475.0,475419.0,13.0,5.0,3.0,4.0,11.0,10.0,20.0,13.0
11666,11821,62635.0,64895.0,43836.0,165485.0,75752.0,17051.0,24665.0,10741.0,2.0,6.0,3.0,8.0,4.0,3.0,3.0,1.0
11667,11822,0.0,206017.0,18868.0,247427.0,43791.0,0.0,202585.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,6.0,0.0
11668,11823,542313.0,246190.0,647832.0,966768.0,131375.0,41391.0,72078.0,140708.0,15.0,6.0,12.0,17.0,3.0,6.0,2.0,6.0
11669,11824,187561.0,16482.0,0.0,78041.0,0.0,556437.0,10136.0,0.0,3.0,2.0,0.0,3.0,0.0,17.0,1.0,0.0
11670,11825,791179.0,274108.0,55248.0,124336.0,246468.0,105947.0,125349.0,288190.0,15.0,8.0,5.0,9.0,8.0,5.0,6.0,9.0
11671,11826,103719.0,26267.0,80331.0,40441.0,45410.0,49434.0,163076.0,39659.0,7.0,5.0,11.0,6.0,6.0,8.0,8.0,4.0
11672,11827,1183128.0,2394023.0,436727.0,526790.0,0.0,1400178.0,665398.0,0.0,8.0,13.0,4.0,8.0,0.0,7.0,5.0,0.0
11673,11828,9350071.0,1426884.0,2333177.0,3901103.0,3192257.0,5416499.0,7181420.0,5776284.0,20.0,17.0,15.0,9.0,16.0,30.0,30.0,25.0
11674,11829,1351246.0,6603141.0,6839725.0,4793145.0,827401.0,3762465.0,1244933.0,9672993.0,11.0,5.0,12.0,29.0,11.0,29.0,7.0,26.0
11675,11830,175556.0,10198.0,25715.0,68978.0,4824.0,0.0,71289.0,0.0,2.0,1.0,3.0,5.0,1.0,0.0,6.0,0.0
11676,11831,823458.0,439642.0,1011179.0,97731.0,252030.0,1357049.0,248559.0,61555.0,9.0,6.0,11.0,4.0,5.0,18.0,6.0,2.0
11677,11832,1238708.0,718640.0,0.0,7040566.0,3780139.0,34851.0,65321.0,4507292.0,11.0,3.0,0.0,7.0,18.0,2.0,2.0,20.0
11678,11833,344222.0,282347.0,1033457.0,1056195.0,3452227.0,5673551.0,2253368.0,6259024.0,5.0,6.0,10.0,7.0,12.0,36.0,19.0,27.0
11679,11834,61307.0,614355.0,305557.0,1551111.0,267807.0,801972.0,22525.0,44534.0,2.0,11.0,4.0,14.0,5.0,6.0,1.0,1.0
11680,11835,1798463.0,2005476.0,4094243.0,4236902.0,3739292.0,1857939.0,2744506.0,2560463.0,26.0,42.0,38.0,40.0,44.0,23.0,28.0,24.0
11681,11836,3044874.0,2840753.0,2619245.0,1711239.0,222297.0,1110077.0,3578726.0,1079440.0,22.0,11.0,13.0,13.0,5.0,8.0,18.0,15.0
11682,11837,1690410.0,3317404.0,1276409.0,2074132.0,2154928.0,1241106.0,2115746.0,4151741.0,25.0,50.0,27.0,33.0,20.0,20.0,34.0,50.0
11683,11838,108541.0,717621.0,250025.0,724900.0,180224.0,1921632.0,815166.0,2736152.0,5.0,14.0,5.0,20.0,9.0,21.0,12.0,13.0
11684,11839,33458.0,353627.0,261030.0,280683.0,805647.0,241490.0,184251.0,478393.0,2.0,11.0,5.0,12.0,9.0,6.0,6.0,8.0
11685,11840,38378.0,6078.0,32764.0,113515.0,6675.0,0.0,145284.0,12302.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0
11686,11841,295708.0,1272259.0,1169996.0,2288633.0,1480010.0,784075.0,597409.0,1204487.0,8.0,20.0,17.0,22.0,22.0,17.0,16.0,26.0
11687,11842,9742.0,0.0,5649.0,6208.0,0.0,0.0,0.0,8180.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
11688,11843,503777.0,590207.0,1583505.0,1788279.0,704248.0,373066.0,401344.0,1803611.0,8.0,8.0,9.0,9.0,9.0,9.0,6.0,19.0
11689,11844,243062.0,4017.0,40887.0,58265.0,148235.0,105711.0,215695.0,50897.0,5.0,2.0,2.0,1.0,3.0,8.0,3.0,3.0
11690,11845,148790.0,241967.0,217149.0,125310.0,16182.0,154417.0,117578.0,572873.0,4.0,9.0,8.0,4.0,1.0,4.0,3.0,12.0
11691,11846,21453.0,98580.0,321541.0,27403.0,13148.0,0.0,0.0,74362.0,3.0,6.0,11.0,2.0,1.0,0.0,0.0,3.0
11692,11847,156465.0,160178.0,247316.0,113073.0,1064755.0,127179.0,433597.0,779554.0,4.0,7.0,5.0,13.0,22.0,4.0,15.0,15.0
11693,11848,389786.0,348068.0,174329.0,366087.0,234836.0,172968.0,450604.0,88407.0,13.0,18.0,6.0,9.0,9.0,10.0,11.0,10.0
11694,11849,441841.0,1100546.0,537247.0,61457.0,1053672.0,7184.0,456797.0,1292402.0,1.0,7.0,3.0,7.0,4.0,2.0,7.0,15.0
11695,11850,351309.0,308047.0,428195.0,346133.0,406564.0,295750.0,154516.0,61885.0,14.0,8.0,16.0,11.0,11.0,10.0,9.0,8.0
11696,11851,115921.0,114134.0,155688.0,190759.0,314937.0,238275.0,0.0,40733.0,2.0,3.0,4.0,6.0,5.0,4.0,0.0,4.0
11697,11852,0.0,354042.0,515070.0,326515.0,160290.0,483089.0,506805.0,386679.0,0.0,10.0,15.0,11.0,2.0,12.0,13.0,4.0
11698,11853,35918.0,22148.0,437914.0,77057.0,57647.0,5040.0,8446.0,0.0,2.0,4.0,7.0,4.0,1.0,2.0,2.0,0.0
11699,11854,47136.0,23589.0,89142.0,55339.0,54209.0,28846.0,17907.0,107246.0,5.0,2.0,5.0,10.0,5.0,4.0,2.0,8.0
11700,11855,18599.0,16481.0,27161.0,43190.0,131579.0,28739.0,77483.0,12062.0,4.0,3.0,2.0,6.0,14.0,6.0,11.0,3.0
11701,11856,248079.0,441393.0,321815.0,720909.0,163335.0,807685.0,417156.0,0.0,7.0,10.0,7.0,12.0,5.0,14.0,9.0,0.0
11702,11857,93879.0,0.0,242005.0,108106.0,150692.0,0.0,25340.0,356853.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,7.0
11703,11859,379550.0,244130.0,140096.0,480398.0,355796.0,603513.0,902223.0,1034037.0,5.0,2.0,2.0,6.0,10.0,13.0,17.0,26.0
11704,11860,623290.0,1605339.0,883082.0,1642846.0,1438603.0,1340758.0,448803.0,448887.0,8.0,23.0,15.0,29.0,13.0,22.0,14.0,12.0
11705,11861,1839730.0,2578646.0,1132633.0,1822445.0,2314441.0,2503701.0,975992.0,1440943.0,17.0,29.0,23.0,24.0,36.0,32.0,17.0,20.0
11706,11862,2263457.0,1482241.0,1393302.0,2503935.0,2779292.0,1251959.0,2381387.0,2384481.0,9.0,11.0,12.0,19.0,17.0,10.0,13.0,18.0
11707,11863,3838.0,96828.0,0.0,0.0,72615.0,0.0,6645.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0
11708,11864,16434.0,13628.0,3356.0,0.0,0.0,10723.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
11709,11865,182247.0,193244.0,103377.0,72012.0,90617.0,28631.0,70615.0,46931.0,3.0,8.0,7.0,4.0,4.0,3.0,3.0,3.0
11710,11866,66128.0,162961.0,96033.0,261040.0,409297.0,996418.0,417098.0,413945.0,3.0,4.0,4.0,5.0,7.0,21.0,9.0,9.0
11711,11867,30506.0,72621.0,46549.0,314473.0,28723.0,232483.0,0.0,419398.0,4.0,8.0,6.0,8.0,3.0,8.0,0.0,13.0
11712,11869,12793.0,169963.0,55361.0,0.0,0.0,0.0,29958.0,6279.0,2.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0
11713,11870,59141.0,44088.0,2260.0,40440.0,59367.0,20374.0,140553.0,61142.0,14.0,5.0,2.0,5.0,7.0,1.0,8.0,6.0
11714,11871,156170.0,363518.0,13332.0,188452.0,21744.0,520085.0,490585.0,278277.0,2.0,5.0,1.0,3.0,2.0,7.0,4.0,2.0
11715,11872,9742.0,11331.0,0.0,7804.0,35297.0,8471.0,0.0,27100.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0
11716,11873,0.0,0.0,223702.0,152713.0,5057.0,785812.0,0.0,123109.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0
11717,11874,183428.0,6180.0,333520.0,76268.0,20217.0,0.0,0.0,197221.0,4.0,2.0,8.0,2.0,1.0,0.0,0.0,6.0
11718,11875,77023.0,0.0,0.0,0.0,0.0,0.0,6645.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11719,11876,1000342.0,2607128.0,1133820.0,1354287.0,181690.0,646245.0,1609472.0,949759.0,12.0,16.0,14.0,4.0,3.0,6.0,12.0,5.0
11720,11877,555303.0,232800.0,417657.0,501923.0,357403.0,397816.0,921481.0,100968.0,18.0,9.0,14.0,14.0,12.0,12.0,13.0,7.0
11721,11878,21649.0,160694.0,398641.0,30596.0,1070197.0,739443.0,158461.0,133106.0,3.0,5.0,4.0,2.0,9.0,6.0,3.0,7.0
11722,11879,63963.0,88669.0,83718.0,24300.0,98304.0,12653.0,30408.0,138311.0,7.0,6.0,8.0,5.0,7.0,11.0,6.0,7.0
11723,11880,1080483.0,2721407.0,1579235.0,2809487.0,2515254.0,2360951.0,583894.0,971663.0,13.0,28.0,21.0,30.0,28.0,33.0,14.0,15.0
11724,11881,329954.0,227854.0,642975.0,358636.0,766509.0,298970.0,427515.0,35776.0,22.0,14.0,27.0,24.0,35.0,21.0,21.0,7.0
11725,11882,495176.0,220027.0,247879.0,92142.0,23262.0,638043.0,270273.0,387750.0,16.0,10.0,12.0,4.0,4.0,18.0,12.0,16.0
11726,11883,1317232.0,1272944.0,3059011.0,2139885.0,1689623.0,266368.0,628774.0,562240.0,24.0,50.0,56.0,35.0,28.0,10.0,17.0,15.0
11727,11884,1421173.0,369079.0,380746.0,263479.0,169907.0,51472.0,82440.0,643970.0,7.0,11.0,7.0,5.0,4.0,1.0,2.0,5.0
11728,11885,260085.0,494442.0,286858.0,111299.0,170819.0,136294.0,101360.0,414277.0,5.0,10.0,7.0,6.0,4.0,4.0,2.0,12.0
11729,11886,709205.0,606414.0,516773.0,181359.0,274987.0,65949.0,375034.0,113277.0,30.0,21.0,21.0,15.0,7.0,4.0,7.0,6.0
11730,11887,0.0,0.0,147553.0,2217.0,18963.0,10573.0,0.0,102371.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0
11731,11888,74296.0,40174.0,492486.0,103494.0,12136.0,266798.0,145735.0,194248.0,3.0,2.0,12.0,5.0,1.0,7.0,9.0,9.0
11732,11889,121195.0,73446.0,0.0,110145.0,116912.0,122140.0,11262.0,59737.0,6.0,3.0,0.0,5.0,4.0,6.0,1.0,2.0
11733,11890,744536.0,3184877.0,1974574.0,2770766.0,1866189.0,2791704.0,2700967.0,2686470.0,15.0,50.0,34.0,24.0,24.0,36.0,28.0,17.0
11734,11891,496750.0,249280.0,102475.0,517468.0,272966.0,120103.0,131092.0,128479.0,14.0,8.0,7.0,11.0,5.0,3.0,6.0,3.0
11735,11892,6486618.0,5461072.0,7570202.0,5409194.0,24694521.0,5201947.0,2432766.0,5804693.0,31.0,38.0,44.0,19.0,12.0,26.0,13.0,20.0
11736,11893,646081.0,685162.0,378949.0,667992.0,324849.0,142621.0,635868.0,765468.0,8.0,12.0,10.0,11.0,7.0,8.0,13.0,13.0
11737,11895,984.0,1030.0,0.0,26516.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11738,11896,66817.0,136487.0,84170.0,76711.0,21440.0,3217.0,169497.0,430635.0,4.0,10.0,7.0,6.0,4.0,1.0,6.0,5.0
11739,11897,536122.0,203021.0,76262.0,1340719.0,184067.0,182673.0,67011.0,24787.0,7.0,4.0,3.0,8.0,3.0,6.0,1.0,1.0
11740,11898,0.0,21529.0,0.0,2661.0,4045.0,0.0,316470.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0
11741,11899,1969685.0,793012.0,1393900.0,718558.0,518219.0,91042.0,1159790.0,726015.0,8.0,7.0,11.0,6.0,4.0,2.0,9.0,5.0
11742,11900,9644.0,0.0,11185.0,167878.0,0.0,184861.0,5068.0,103114.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0
11743,11901,276520.0,413312.0,355979.0,791704.0,696420.0,1632982.0,272659.0,571498.0,8.0,11.0,7.0,11.0,10.0,24.0,12.0,12.0
11744,11902,101160.0,318711.0,325835.0,480223.0,311295.0,136296.0,617171.0,1057088.0,8.0,11.0,11.0,18.0,7.0,12.0,13.0,13.0
11745,11903,16111004.0,17940692.0,15286406.0,10329477.0,8118717.0,20404483.0,14796105.0,10509590.0,61.0,69.0,59.0,35.0,43.0,60.0,93.0,83.0
11746,11904,102834.0,50783.0,16947.0,15608.0,49657.0,45038.0,101924.0,85680.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,4.0
11747,11905,2297907.0,4681733.0,4831920.0,3417065.0,4226562.0,4531487.0,4348099.0,5714447.0,16.0,29.0,28.0,29.0,22.0,28.0,17.0,35.0
11748,11906,92009.0,48105.0,52423.0,107042.0,276101.0,66056.0,168934.0,20573.0,5.0,4.0,6.0,5.0,9.0,7.0,9.0,1.0
11749,11907,381370.0,334367.0,364635.0,292745.0,376428.0,451991.0,306108.0,400395.0,11.0,12.0,14.0,16.0,13.0,14.0,12.0,17.0
11750,11908,128025.0,75196.0,29149.0,662910.0,31049.0,51472.0,182449.0,66000.0,5.0,2.0,2.0,5.0,1.0,3.0,9.0,3.0
11751,11909,1769264.0,441444.0,863501.0,4648546.0,420270.0,2306424.0,890678.0,733468.0,14.0,11.0,17.0,35.0,6.0,16.0,14.0,17.0
11752,11910,881517.0,506288.0,434071.0,285828.0,256481.0,214360.0,1007524.0,643310.0,21.0,10.0,10.0,7.0,11.0,7.0,19.0,18.0
11753,11911,2280126.0,896896.0,1020102.0,2819961.0,1849568.0,2407083.0,1048207.0,1207425.0,21.0,12.0,18.0,26.0,13.0,34.0,17.0,28.0
11754,11912,275043.0,219099.0,160094.0,876195.0,355896.0,478297.0,430219.0,233494.0,5.0,3.0,5.0,21.0,13.0,4.0,5.0,4.0
11755,11913,5107919.0,4591392.0,3102116.0,4585078.0,1982412.0,5147845.0,2412440.0,2531633.0,40.0,36.0,26.0,32.0,16.0,40.0,28.0,18.0
11756,11914,673291.0,129070.0,109478.0,190493.0,75144.0,201386.0,358591.0,94521.0,14.0,4.0,4.0,4.0,5.0,11.0,8.0,7.0
11757,11915,8266.0,23692.0,49260.0,19821.0,0.0,0.0,0.0,60315.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0
11758,11916,0.0,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11759,11917,14761.0,10198.0,520500.0,603544.0,278830.0,568555.0,514802.0,269437.0,1.0,1.0,14.0,16.0,8.0,16.0,17.0,12.0
11760,11918,0.0,16481.0,0.0,6917.0,271044.0,1282092.0,0.0,72708.0,0.0,1.0,0.0,1.0,2.0,10.0,0.0,4.0
11761,11919,531391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11762,11920,185003.0,456845.0,1136926.0,111476.0,767824.0,31097.0,537099.0,1181770.0,7.0,8.0,23.0,6.0,15.0,2.0,6.0,12.0
11763,11921,1824667.0,1657544.0,2409428.0,1910716.0,2543037.0,3323611.0,3843480.0,393851.0,18.0,17.0,19.0,11.0,16.0,31.0,6.0,7.0
11764,11922,1452956.0,3638872.0,3547938.0,2086457.0,2606366.0,1685914.0,5105363.0,2518754.0,15.0,22.0,20.0,24.0,14.0,19.0,40.0,32.0
11765,11923,142688.0,0.0,62365.0,0.0,0.0,126536.0,296199.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
11766,11924,5712846.0,6400221.0,8152767.0,10340377.0,12522278.0,12549733.0,5462368.0,5546453.0,23.0,33.0,33.0,33.0,44.0,40.0,20.0,21.0
11767,11925,0.0,0.0,0.0,851806.0,53399.0,147983.0,415916.0,456744.0,0.0,0.0,0.0,9.0,2.0,1.0,4.0,3.0
11768,11926,143573.0,60775.0,7909.0,0.0,74335.0,375748.0,28156.0,183755.0,6.0,2.0,1.0,0.0,8.0,10.0,6.0,3.0
11769,11927,1655132.0,892158.0,447889.0,669739.0,302315.0,273338.0,421266.0,472824.0,11.0,19.0,13.0,16.0,4.0,7.0,7.0,7.0
11770,11928,1862129.0,3140765.0,1100433.0,2892708.0,782568.0,75064.0,1760983.0,502930.0,5.0,9.0,7.0,8.0,3.0,1.0,11.0,2.0
11771,11929,74395.0,19572.0,487060.0,378857.0,209856.0,931790.0,528539.0,796907.0,1.0,1.0,10.0,5.0,6.0,18.0,10.0,21.0
11772,11930,0.0,25752.0,219975.0,117382.0,62451.0,75128.0,7658.0,90168.0,0.0,1.0,9.0,5.0,5.0,8.0,1.0,3.0
11773,11931,9841.0,94871.0,66659.0,33346.0,90415.0,282025.0,28832.0,42221.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0
11774,11932,537205.0,1500587.0,409171.0,2042980.0,696876.0,1532439.0,265002.0,776911.0,7.0,25.0,10.0,35.0,11.0,19.0,7.0,15.0
11775,11933,314504.0,980230.0,383569.0,1100296.0,788302.0,599224.0,632017.0,204660.0,4.0,11.0,9.0,13.0,12.0,10.0,12.0,4.0
11776,11934,1148108.0,5754783.0,3390022.0,2147254.0,1577849.0,1055044.0,881905.0,2914702.0,11.0,31.0,16.0,13.0,9.0,7.0,10.0,13.0
11777,11935,3296654.0,5079251.0,1663304.0,1221972.0,2101700.0,947380.0,3873270.0,78931.0,17.0,20.0,7.0,9.0,15.0,11.0,14.0,4.0
11778,11936,228301.0,137300.0,588947.0,312955.0,180022.0,892027.0,116340.0,148376.0,7.0,4.0,10.0,4.0,2.0,12.0,2.0,1.0
11779,11937,2942.0,1020.0,149474.0,399076.0,29329.0,1953127.0,581900.0,505401.0,1.0,1.0,1.0,1.0,1.0,17.0,4.0,3.0
11780,11938,774058.0,138546.0,58569.0,116885.0,37319.0,57692.0,30859.0,99892.0,15.0,6.0,5.0,2.0,3.0,2.0,2.0,3.0
11781,11939,0.0,0.0,0.0,23679.0,1001.0,7292.0,0.0,11237.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
11782,11940,38280.0,83231.0,76375.0,32636.0,279943.0,1081338.0,112511.0,84192.0,1.0,4.0,2.0,6.0,4.0,10.0,4.0,6.0
11783,11941,701995.0,1030096.0,1433850.0,660250.0,1360976.0,1248277.0,3699006.0,2492096.0,11.0,24.0,11.0,15.0,20.0,15.0,48.0,36.0
11784,11942,97421.0,0.0,0.0,0.0,282168.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11785,11943,10632745.0,10687951.0,3798449.0,10040451.0,7064631.0,6346937.0,4940226.0,2233031.0,29.0,35.0,10.0,24.0,27.0,29.0,22.0,15.0
11786,11944,77543.0,12361.0,17625.0,0.0,249300.0,29918.0,20723.0,22969.0,5.0,1.0,1.0,0.0,4.0,5.0,2.0,3.0
11787,11945,319915.0,126186.0,212969.0,72366.0,175267.0,130719.0,286623.0,189703.0,8.0,8.0,7.0,5.0,8.0,6.0,19.0,9.0
11788,11946,0.0,6170.0,0.0,0.0,0.0,0.0,11262.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11789,11947,322376.0,76020.0,3389.0,26605.0,7889.0,73991.0,22412.0,17517.0,7.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0
11790,11948,7976042.0,12696433.0,2452701.0,9410182.0,312105.0,4528194.0,9673719.0,6559187.0,30.0,44.0,8.0,16.0,3.0,10.0,29.0,12.0
11791,11949,284687.0,12640.0,129702.0,236520.0,639279.0,477084.0,0.0,111212.0,2.0,2.0,1.0,4.0,3.0,6.0,0.0,1.0
11792,11950,105678.0,116163.0,103930.0,19502.0,0.0,32063.0,896929.0,1114381.0,5.0,4.0,4.0,1.0,0.0,1.0,21.0,11.0
11793,11952,68785.0,157130.0,141678.0,286005.0,27104.0,310763.0,119830.0,295793.0,1.0,7.0,8.0,4.0,2.0,7.0,6.0,4.0
11794,11953,111002.0,266485.0,397658.0,434460.0,240503.0,201385.0,97306.0,140542.0,6.0,14.0,12.0,11.0,13.0,9.0,7.0,8.0
11795,11954,99084.0,25752.0,79538.0,114138.0,115446.0,176935.0,167808.0,88738.0,4.0,1.0,6.0,9.0,5.0,7.0,9.0,11.0
11796,11955,302794.0,958215.0,76601.0,394199.0,86471.0,866278.0,232588.0,421836.0,9.0,16.0,6.0,14.0,5.0,14.0,6.0,6.0
11797,11956,485828.0,686451.0,801823.0,651292.0,360652.0,511718.0,808238.0,384701.0,17.0,23.0,21.0,22.0,9.0,20.0,20.0,17.0
11798,11957,23420.0,71797.0,85752.0,18269.0,31250.0,49971.0,31534.0,18094.0,4.0,8.0,4.0,4.0,6.0,4.0,4.0,2.0
11799,11958,371774.0,246396.0,235260.0,526071.0,578699.0,457129.0,1197272.0,438527.0,15.0,12.0,14.0,13.0,12.0,18.0,28.0,19.0
11800,11959,357508.0,1907102.0,667738.0,650495.0,3700536.0,4586304.0,2670344.0,965872.0,13.0,22.0,18.0,8.0,28.0,44.0,37.0,12.0
11801,11960,60814.0,3090.0,177606.0,5853.0,24273.0,85466.0,217362.0,100553.0,3.0,3.0,6.0,2.0,2.0,4.0,9.0,3.0
11802,11961,2047720.0,6955265.0,3095563.0,1920667.0,1523913.0,1305232.0,546503.0,967540.0,11.0,20.0,23.0,17.0,13.0,10.0,5.0,5.0
11803,11962,0.0,173466.0,220652.0,130010.0,361257.0,171682.0,191571.0,129802.0,0.0,8.0,7.0,8.0,14.0,5.0,8.0,7.0
11804,11963,984.0,1030.0,4519.0,2217.0,101641.0,448227.0,1126.0,0.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,0.0
11805,11964,208129.0,532967.0,72308.0,1358721.0,897781.0,929611.0,242420.0,1319088.0,7.0,9.0,2.0,13.0,14.0,16.0,6.0,21.0
11806,11965,2196617.0,664827.0,1722744.0,3529226.0,1052802.0,612200.0,495315.0,3551286.0,27.0,15.0,31.0,48.0,18.0,14.0,14.0,15.0
11807,11966,7981160.0,4067730.0,3426304.0,8578675.0,3774970.0,3759528.0,4292846.0,5397456.0,48.0,36.0,25.0,39.0,20.0,30.0,26.0,33.0
11808,11967,794447.0,820876.0,711666.0,177899.0,994568.0,511507.0,1271039.0,545318.0,8.0,11.0,6.0,6.0,12.0,9.0,10.0,12.0
11809,11968,304665.0,368616.0,609307.0,370556.0,159796.0,427305.0,183463.0,145417.0,10.0,8.0,10.0,10.0,8.0,9.0,9.0,5.0
11810,11969,133910.0,25958.0,0.0,150318.0,0.0,254144.0,31625.0,65066.0,1.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0
11811,11970,585118.0,772977.0,2415734.0,2572448.0,188113.0,767153.0,2348413.0,1433607.0,8.0,5.0,20.0,21.0,4.0,10.0,18.0,26.0
11812,11971,818655.0,534512.0,326855.0,1330548.0,777986.0,433129.0,941807.0,1855980.0,15.0,12.0,12.0,23.0,17.0,8.0,13.0,19.0
11813,11972,711058.0,267206.0,30505.0,315269.0,52288.0,182415.0,112060.0,434684.0,14.0,13.0,2.0,10.0,3.0,6.0,3.0,13.0
11814,11973,0.0,0.0,48355.0,127705.0,40252.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0
11815,11974,984.0,13370.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11816,11975,0.0,58509.0,0.0,50462.0,0.0,0.0,7658.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0
11817,11976,75674.0,1160237.0,573942.0,336111.0,387350.0,85358.0,87621.0,345945.0,4.0,13.0,11.0,12.0,8.0,1.0,3.0,11.0
11818,11977,308699.0,30903.0,167663.0,49929.0,1247509.0,1848759.0,11262.0,49244.0,4.0,2.0,6.0,1.0,3.0,6.0,1.0,1.0
11819,11978,166305.0,34302.0,5593.0,1632.0,0.0,20889.0,45837.0,3222.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0
