,°í°´¹øÈ£,¹®±¸·ù_ÃÑ±¸¸Å¾×1,¹®±¸·ù_ÃÑ±¸¸Å¾×2,¹®±¸·ù_ÃÑ±¸¸Å¾×3,¹®±¸·ù_ÃÑ±¸¸Å¾×4,¹®±¸·ù_ÃÑ±¸¸Å¾×5,¹®±¸·ù_ÃÑ±¸¸Å¾×6,¹®±¸·ù_ÃÑ±¸¸Å¾×7,¹®±¸·ù_ÃÑ±¸¸Å¾×8,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö1,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö2,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö3,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö4,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö5,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö6,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö7,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö8
6952,7022,23764.0,128893.0,215906.0,103937.0,50567.0,126214.0,220234.0,119970.0,5.0,11.0,11.0,9.0,5.0,6.0,12.0,11.0
6953,7023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6954,7024,0.0,0.0,54005.0,0.0,0.0,0.0,60365.0,45691.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0
6955,7025,29285.0,73549.0,0.0,0.0,0.0,92436.0,0.0,3718.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0
6956,7026,1181.0,7829.0,49193.0,0.0,80565.0,0.0,0.0,47838.0,1.0,2.0,6.0,0.0,7.0,0.0,0.0,3.0
6957,7027,21452.0,7725.0,0.0,0.0,0.0,0.0,3379.0,1074.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
6958,7028,53434.0,0.0,0.0,4434.0,0.0,0.0,13515.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6959,7029,669.0,11795.0,0.0,0.0,30138.0,1394.0,8334.0,4875.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
6960,7030,0.0,0.0,0.0,80879.0,0.0,34851.0,0.0,66677.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0
6961,7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6962,7032,57418.0,37578.0,59315.0,75647.0,39624.0,0.0,16082.0,10741.0,9.0,5.0,6.0,6.0,10.0,0.0,4.0,1.0
6963,7033,0.0,0.0,0.0,4345.0,0.0,1501.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6964,7034,27366.0,25957.0,31295.0,90609.0,14513.0,10402.0,30171.0,6676.0,10.0,6.0,2.0,10.0,5.0,5.0,9.0,3.0
6965,7035,31627.0,4532.0,6554.0,7750.0,17142.0,47076.0,0.0,14458.0,8.0,2.0,3.0,4.0,4.0,3.0,0.0,5.0
6966,7036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6967,7037,0.0,0.0,0.0,167523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6968,7038,17910.0,1030.0,9208.0,0.0,0.0,6327.0,9629.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0
6969,7039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6970,7040,218992.0,157191.0,245394.0,220556.0,278750.0,97154.0,227610.0,260430.0,5.0,4.0,5.0,6.0,7.0,2.0,10.0,11.0
6971,7041,0.0,41925.0,0.0,958.0,0.0,2628.0,0.0,8262.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0
6972,7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6973,7043,23597.0,29852.0,36991.0,88986.0,16486.0,69862.0,14528.0,7560.0,8.0,5.0,8.0,14.0,4.0,8.0,5.0,3.0
6974,7044,0.0,0.0,1638.0,4169.0,0.0,0.0,8109.0,16442.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0
6975,7045,113362.0,116603.0,98970.0,26605.0,62400.0,72597.0,75007.0,15532.0,12.0,20.0,7.0,6.0,9.0,10.0,9.0,6.0
6976,7046,0.0,0.0,0.0,0.0,0.0,0.0,167503.0,4875.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
6977,7047,0.0,5562.0,11185.0,0.0,26488.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0
6978,7048,130348.0,90029.0,16156.0,190316.0,35529.0,11796.0,44824.0,3718.0,5.0,2.0,1.0,7.0,3.0,1.0,3.0,1.0
6979,7049,0.0,0.0,0.0,0.0,0.0,1072.0,11600.0,23961.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
6980,7050,43986.0,34023.0,73089.0,72357.0,159147.0,5683.0,3153.0,140716.0,13.0,5.0,12.0,14.0,26.0,2.0,2.0,16.0
6981,7051,87827.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6982,7052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6983,7053,0.0,0.0,0.0,66956.0,63311.0,0.0,0.0,156242.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0
6984,7054,49103.0,57169.0,3955.0,6918.0,2023.0,26701.0,6757.0,0.0,7.0,5.0,2.0,2.0,1.0,3.0,1.0,0.0
6985,7055,0.0,0.0,4463.0,55915.0,1911.0,0.0,37166.0,4222.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0
6986,7056,0.0,0.0,0.0,2661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6987,7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6988,7058,0.0,0.0,0.0,0.0,0.0,0.0,5552.0,64075.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
6989,7059,0.0,3039.0,12428.0,2527.0,2427.0,10723.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0
6990,7060,41547.0,3090.0,0.0,45584.0,37420.0,5362.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
6991,7061,0.0,0.0,0.0,0.0,0.0,2037.0,0.0,37346.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
6992,7062,29816.0,0.0,3955.0,17648.0,21157.0,1823.0,1915.0,2132.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0
6993,7063,549890.0,150187.0,58750.0,23323.0,32363.0,46754.0,7884.0,0.0,10.0,9.0,2.0,3.0,1.0,2.0,1.0,0.0
6994,7064,0.0,11743.0,5875.0,14367.0,0.0,3431.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0
6995,7065,99488.0,157500.0,3389.0,0.0,23160.0,71310.0,32999.0,58910.0,3.0,5.0,1.0,0.0,1.0,4.0,1.0,3.0
6996,7066,47185.0,22775.0,37848.0,58841.0,13552.0,20857.0,123659.0,31397.0,19.0,12.0,13.0,9.0,6.0,4.0,8.0,4.0
6997,7067,0.0,39112.0,33781.0,8771.0,0.0,7496.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6998,7068,6731.0,18128.0,3050.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
6999,7069,0.0,21426.0,26550.0,4345.0,4956.0,0.0,42571.0,75683.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0
7000,7070,0.0,2153.0,1683.0,1676.0,0.0,2252.0,3367.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0
7001,7071,5609.0,0.0,0.0,7361.0,8596.0,9813.0,67033.0,14129.0,4.0,0.0,0.0,2.0,3.0,4.0,4.0,1.0
7002,7072,0.0,0.0,0.0,0.0,0.0,6220.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
7003,7073,167388.0,35641.0,36380.0,49840.0,5158.0,0.0,49104.0,16360.0,12.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0
7004,7074,0.0,0.0,1695.0,0.0,2023.0,4879.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
7005,7075,29226.0,24928.0,0.0,58087.0,1820.0,14369.0,0.0,24704.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0
7006,7076,21944.0,0.0,12315.0,7804.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
7007,7077,0.0,1854.0,0.0,0.0,0.0,0.0,3266.0,454.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7008,7078,115617.0,34714.0,108913.0,70929.0,57647.0,107127.0,64195.0,7849.0,11.0,7.0,10.0,9.0,4.0,1.0,7.0,5.0
7009,7079,52451.0,90442.0,103830.0,22854.0,55777.0,61017.0,57415.0,8998.0,4.0,6.0,5.0,7.0,5.0,4.0,6.0,1.0
7010,7080,0.0,0.0,13671.0,22969.0,93753.0,0.0,11150.0,22391.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0
7011,7081,33928.0,1421.0,42028.0,7077.0,47786.0,86378.0,44767.0,41295.0,10.0,2.0,7.0,2.0,9.0,7.0,11.0,8.0
7012,7082,30112.0,0.0,137724.0,84958.0,0.0,221223.0,56086.0,39494.0,1.0,0.0,3.0,4.0,0.0,3.0,1.0,1.0
7013,7083,12793.0,0.0,16382.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7014,7084,0.0,0.0,0.0,0.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7015,7085,22239.0,2987.0,21240.0,1419.0,19215.0,28074.0,0.0,0.0,7.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0
7016,7086,290820.0,18933.0,33884.0,164055.0,200197.0,59988.0,114200.0,234852.0,26.0,3.0,8.0,20.0,20.0,19.0,14.0,33.0
7017,7087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7018,7088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7019,7089,46644.0,3811.0,0.0,1774.0,14968.0,0.0,2579.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
7020,7090,44754.0,19571.0,134087.0,74830.0,31633.0,16729.0,29620.0,41006.0,9.0,4.0,11.0,6.0,9.0,4.0,3.0,10.0
7021,7091,178439.0,214515.0,179865.0,17381.0,142299.0,8471.0,400589.0,343797.0,11.0,11.0,6.0,3.0,7.0,2.0,11.0,18.0
7022,7092,157450.0,11742.0,164048.0,33238.0,73323.0,52544.0,88521.0,13054.0,11.0,2.0,5.0,6.0,4.0,4.0,8.0,2.0
7023,7093,19484.0,101360.0,195176.0,51083.0,42174.0,0.0,58891.0,80474.0,7.0,8.0,12.0,6.0,11.0,0.0,11.0,10.0
7024,7094,22534.0,38113.0,7344.0,10074.0,0.0,0.0,0.0,9502.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
7025,7095,53316.0,3224.0,90497.0,59374.0,7989.0,17426.0,1126.0,3867.0,3.0,2.0,4.0,7.0,4.0,5.0,1.0,2.0
7026,7096,373557.0,13288.0,148209.0,10109.0,16424.0,42036.0,0.0,0.0,13.0,3.0,6.0,3.0,6.0,5.0,0.0,0.0
7027,7097,1004031.0,510511.0,1027787.0,114225.0,153423.0,279131.0,256329.0,6155.0,12.0,9.0,8.0,7.0,4.0,6.0,7.0,1.0
7028,7098,29512.0,0.0,0.0,6119.0,22017.0,235808.0,123829.0,145352.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
7029,7099,76422.0,82952.0,161564.0,131173.0,94217.0,223057.0,38438.0,170859.0,9.0,16.0,9.0,13.0,8.0,16.0,6.0,18.0
7030,7100,0.0,0.0,0.0,0.0,0.0,0.0,20159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7031,7101,0.0,0.0,0.0,0.0,27104.0,24234.0,9933.0,32108.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0
7032,7102,141527.0,111126.0,134334.0,161138.0,85764.0,227551.0,258130.0,188878.0,3.0,4.0,3.0,5.0,3.0,3.0,10.0,14.0
7033,7103,5087.0,26825.0,25996.0,73846.0,15686.0,0.0,0.0,826.0,3.0,7.0,5.0,8.0,5.0,0.0,0.0,1.0
7034,7104,1466.0,0.0,5513.0,3964.0,0.0,0.0,5068.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0
7035,7105,26717.0,58405.0,37690.0,97951.0,20731.0,36460.0,84466.0,18713.0,6.0,7.0,6.0,9.0,8.0,14.0,6.0,6.0
7036,7106,34244.0,19551.0,172758.0,119148.0,56362.0,148532.0,130418.0,30505.0,5.0,4.0,12.0,17.0,8.0,10.0,11.0,5.0
7037,7107,48809.0,0.0,25873.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7038,7108,11247.0,7180.0,4497.0,1756.0,0.0,3206.0,6734.0,0.0,7.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0
7039,7109,8443.0,7169.0,4158.0,7450.0,0.0,37746.0,0.0,2809.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0
7040,7110,8758.0,0.0,0.0,2927.0,0.0,0.0,35701.0,40650.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
7041,7112,0.0,0.0,0.0,0.0,0.0,0.0,46851.0,14872.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7042,7113,155481.0,347346.0,91402.0,233105.0,156559.0,211465.0,144382.0,115178.0,5.0,9.0,6.0,9.0,4.0,5.0,6.0,6.0
7043,7114,0.0,51506.0,24856.0,28379.0,13148.0,42465.0,54059.0,5618.0,0.0,5.0,2.0,3.0,1.0,3.0,5.0,2.0
7044,7115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7045,7116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7046,7117,0.0,0.0,0.0,0.0,0.0,68630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7047,7118,6150.0,0.0,508.0,0.0,2276.0,4129.0,11657.0,67256.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0
7048,7119,66355.0,75608.0,87187.0,138478.0,8799.0,76832.0,13921.0,9914.0,14.0,9.0,13.0,9.0,4.0,11.0,2.0,3.0
7049,7120,5648.0,5829.0,3728.0,26828.0,23666.0,36353.0,4505.0,0.0,3.0,3.0,1.0,8.0,2.0,3.0,1.0,0.0
7050,7121,0.0,20602.0,8474.0,4434.0,3034.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7051,7122,198729.0,356297.0,107103.0,86421.0,36146.0,76457.0,0.0,28671.0,21.0,15.0,9.0,11.0,6.0,7.0,0.0,3.0
7052,7123,0.0,0.0,0.0,32636.0,19216.0,5458.0,31422.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
7053,7124,134530.0,366813.0,162184.0,90546.0,119036.0,64876.0,122309.0,43213.0,11.0,29.0,13.0,11.0,13.0,6.0,10.0,5.0
7054,7125,55815.0,53564.0,65529.0,108283.0,170586.0,197889.0,184813.0,181325.0,4.0,4.0,1.0,5.0,8.0,6.0,12.0,9.0
7055,7126,15460.0,0.0,0.0,0.0,5562.0,0.0,6307.0,12394.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7056,7127,44528.0,73960.0,7909.0,0.0,44297.0,5898.0,42234.0,3470.0,5.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0
7057,7128,0.0,5665.0,89254.0,7982.0,17092.0,3753.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0
7058,7129,43062.0,2112.0,12938.0,38399.0,27296.0,19677.0,12163.0,19623.0,10.0,1.0,7.0,7.0,6.0,7.0,3.0,5.0
7059,7130,1279.0,12516.0,0.0,3104.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7060,7131,73312.0,0.0,9039.0,51259.0,17800.0,0.0,45950.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0
7061,7133,159357.0,30778.0,64828.0,1206.0,8849.0,67504.0,3041.0,45690.0,2.0,4.0,4.0,1.0,1.0,5.0,1.0,10.0
7062,7134,73213.0,42851.0,22031.0,0.0,14665.0,21447.0,94602.0,50814.0,5.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0
7063,7135,45267.0,113310.0,11863.0,43544.0,71806.0,43000.0,127827.0,8262.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0
7064,7136,6377.0,61579.0,32764.0,64562.0,100529.0,49435.0,0.0,30471.0,3.0,2.0,1.0,4.0,4.0,4.0,0.0,5.0
7065,7137,5894.0,0.0,190814.0,182422.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
7066,7138,0.0,0.0,0.0,66069.0,52419.0,0.0,17209.0,11799.0,0.0,0.0,0.0,3.0,8.0,0.0,1.0,2.0
7067,7139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7068,7140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7069,7141,41142.0,38966.0,31317.0,18535.0,6574.0,66592.0,0.0,2479.0,9.0,8.0,5.0,5.0,2.0,4.0,0.0,1.0
7070,7142,12596.0,7623.0,21242.0,54896.0,67256.0,28953.0,11825.0,0.0,2.0,1.0,6.0,9.0,10.0,6.0,3.0,0.0
7071,7143,0.0,30800.0,0.0,0.0,1812918.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7072,7144,85416.0,2575.0,25986.0,22792.0,0.0,321916.0,54848.0,48624.0,6.0,1.0,5.0,3.0,0.0,5.0,2.0,4.0
7073,7145,7075.0,7128.0,0.0,1685.0,24373.0,0.0,34688.0,0.0,4.0,4.0,0.0,1.0,6.0,0.0,2.0,0.0
7074,7146,27553.0,11969.0,56254.0,0.0,162829.0,15013.0,3379.0,0.0,5.0,3.0,7.0,0.0,4.0,1.0,1.0,0.0
7075,7147,118077.0,59806.0,120697.0,8673.0,35790.0,49864.0,24675.0,0.0,22.0,7.0,8.0,3.0,11.0,3.0,12.0,0.0
7076,7148,0.0,11228.0,0.0,33700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7077,7149,50138.0,65678.0,109683.0,220334.0,55806.0,241770.0,115472.0,69321.0,13.0,11.0,12.0,14.0,13.0,22.0,13.0,9.0
7078,7150,0.0,0.0,0.0,0.0,25385.0,59300.0,195401.0,129265.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,10.0
7079,7151,23027.0,166451.0,45079.0,170760.0,0.0,0.0,96630.0,0.0,2.0,4.0,1.0,5.0,0.0,0.0,2.0,0.0
7080,7152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7081,7153,0.0,0.0,0.0,33522.0,2559.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7082,7154,107557.0,0.0,14880.0,55339.0,79806.0,24406.0,87508.0,6610.0,3.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0
7083,7155,0.0,5665.0,17466.0,8691.0,0.0,3431.0,3040.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0
7084,7156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7085,7157,20812.0,0.0,15705.0,43632.0,55392.0,16782.0,23874.0,8923.0,8.0,0.0,5.0,6.0,14.0,6.0,9.0,4.0
7086,7158,3444.0,65051.0,4858.0,8514.0,156852.0,0.0,37729.0,991.0,1.0,5.0,1.0,1.0,6.0,0.0,3.0,1.0
7087,7159,103757.0,96343.0,47452.0,18091.0,68843.0,13940.0,89873.0,37842.0,10.0,5.0,9.0,4.0,6.0,3.0,4.0,3.0
7088,7160,4133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7089,7161,0.0,13134.0,0.0,153369.0,0.0,119567.0,12411.0,98322.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0
7090,7162,0.0,0.0,0.0,26605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7091,7163,46644.0,5047.0,85074.0,61060.0,128728.0,10402.0,19146.0,115838.0,3.0,2.0,13.0,14.0,17.0,2.0,4.0,6.0
7092,7164,83546.0,225247.0,203255.0,71905.0,63867.0,157086.0,151646.0,134633.0,8.0,13.0,10.0,3.0,7.0,13.0,13.0,18.0
7093,7165,57567.0,0.0,0.0,0.0,9405.0,0.0,3266.0,19747.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0
7094,7166,83251.0,127791.0,180351.0,11042.0,52387.0,55118.0,22862.0,0.0,3.0,4.0,12.0,7.0,5.0,8.0,6.0,0.0
7095,7167,0.0,0.0,0.0,176303.0,52843.0,5362.0,0.0,73784.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0
7096,7168,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7097,7169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7098,7170,0.0,0.0,0.0,0.0,0.0,4826.0,32660.0,28918.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
7099,7171,0.0,0.0,0.0,84249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7100,7172,133211.0,120280.0,234447.0,122560.0,195384.0,155382.0,66841.0,13865.0,20.0,18.0,12.0,15.0,18.0,11.0,10.0,6.0
7101,7173,0.0,9786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7102,7174,46743.0,0.0,0.0,14899.0,0.0,0.0,0.0,29745.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7103,7175,0.0,0.0,0.0,0.0,3641.0,0.0,0.0,18838.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7104,7176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7105,7177,0.0,0.0,0.0,0.0,9911.0,0.0,0.0,1239.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7106,7178,10126.0,5665.0,0.0,0.0,0.0,0.0,2759.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7107,7179,29325.0,13391.0,9671.0,5321.0,47534.0,17264.0,59441.0,0.0,1.0,2.0,2.0,1.0,7.0,6.0,9.0,0.0
7108,7180,108994.0,92399.0,23387.0,103671.0,56131.0,181762.0,44193.0,20160.0,7.0,4.0,2.0,9.0,3.0,7.0,3.0,2.0
7109,7181,0.0,0.0,0.0,0.0,0.0,22862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
7110,7182,4181.0,11125.0,1977.0,29799.0,910.0,0.0,2613.0,1487.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
7111,7183,0.0,0.0,0.0,4345.0,0.0,1072.0,33562.0,6924.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
7112,7184,136133.0,58137.0,59767.0,63452.0,126612.0,33651.0,10699.0,42551.0,17.0,7.0,8.0,10.0,25.0,8.0,3.0,5.0
7113,7185,17811.0,68191.0,39702.0,5410.0,6421.0,2982.0,22153.0,14294.0,3.0,6.0,4.0,4.0,4.0,2.0,4.0,3.0
7114,7186,81874.0,0.0,30618.0,24831.0,29330.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
7115,7187,0.0,0.0,0.0,1596.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7116,7188,0.0,0.0,0.0,0.0,1214.0,43430.0,16668.0,34454.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
7117,7189,144165.0,190451.0,0.0,150585.0,0.0,0.0,140441.0,24705.0,3.0,7.0,0.0,1.0,0.0,0.0,2.0,1.0
7118,7190,0.0,0.0,0.0,0.0,14159.0,0.0,67235.0,114352.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0
7119,7191,86340.0,79429.0,22596.0,8958.0,126490.0,126848.0,56593.0,14460.0,9.0,7.0,1.0,6.0,18.0,5.0,3.0,4.0
7120,7192,15577.0,77359.0,56887.0,20885.0,0.0,13940.0,74219.0,6197.0,6.0,2.0,4.0,3.0,0.0,1.0,6.0,2.0
7121,7193,0.0,110817.0,0.0,0.0,111148.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
7122,7194,230563.0,17614.0,67675.0,72277.0,48889.0,2037.0,169836.0,49905.0,5.0,2.0,3.0,5.0,6.0,1.0,7.0,4.0
7123,7195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7124,7197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7125,7198,67703.0,192625.0,98859.0,4345.0,46826.0,7882.0,0.0,37511.0,4.0,6.0,3.0,1.0,2.0,2.0,0.0,3.0
7126,7199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7127,7200,182681.0,52833.0,110566.0,6385.0,37217.0,3217.0,21016.0,12270.0,12.0,6.0,15.0,2.0,6.0,1.0,5.0,2.0
7128,7201,13678.0,6695.0,8361.0,9534.0,1315.0,9651.0,6756.0,20491.0,5.0,3.0,3.0,5.0,1.0,3.0,4.0,7.0
7129,7202,163845.0,25237.0,56491.0,0.0,136857.0,273233.0,368840.0,64033.0,7.0,1.0,2.0,0.0,4.0,4.0,5.0,3.0
7130,7203,0.0,120417.0,0.0,0.0,0.0,89004.0,0.0,15368.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0
7131,7204,356964.0,116120.0,215275.0,63435.0,328022.0,85360.0,273403.0,32793.0,26.0,13.0,19.0,7.0,24.0,5.0,13.0,5.0
