,°í°´¹øÈ£,Æí_ÃÑ±¸¸ÅÈ½¼ö1,Æí_ÃÑ±¸¸ÅÈ½¼ö2,Æí_ÃÑ±¸¸ÅÈ½¼ö3,Æí_ÃÑ±¸¸ÅÈ½¼ö4,Æí_ÃÑ±¸¸ÅÈ½¼ö5,Æí_ÃÑ±¸¸ÅÈ½¼ö6,Æí_ÃÑ±¸¸ÅÈ½¼ö7,ÆíÀÇÇ°_Áõ°¨À²,ÆíÀÇÇ°_º¯µ¿À²,Æí_(Áõ°¨*0.8)+(º¯µ¿*0.2)
10346,10480,4,3,3,4,4,3,3,-1,3,-0.2
10347,10481,4,4,4,4,4,4,4,0,0,0
10348,10482,4,4,4,4,4,4,4,0,0,0
10349,10483,4,4,4,4,4,4,4,0,0,0
10350,10484,4,4,4,4,4,4,4,0,0,0
10351,10485,2,3,3,3,3,3,3,1,1,1
10352,10486,3,2,2,2,2,2,2,-1,1,-0.6
10353,10487,1,1,1,3,1,1,1,0,4,0.8
10354,10488,3,3,3,3,3,3,4,1,1,1
10355,10489,2,2,2,3,4,3,1,-1,5,0.2
10356,10491,3,2,2,3,3,4,3,0,4,0.8
10357,10492,4,4,4,4,4,4,4,0,0,0
10358,10493,2,2,2,2,2,3,3,1,1,1
10359,10494,1,2,3,2,2,2,3,2,4,2.4
10360,10495,3,2,2,1,1,1,2,-1,3,-0.2
10361,10496,4,3,3,3,3,4,4,0,2,0.4
10362,10497,3,3,3,4,4,3,3,0,2,0.4
10363,10498,4,4,4,4,4,4,2,-2,2,-1.2
10364,10499,4,4,4,4,4,4,4,0,0,0
10365,10500,3,2,3,3,3,1,2,-1,5,0.2
10366,10501,2,2,2,2,2,3,3,1,1,1
10367,10502,4,3,3,3,3,3,3,-1,1,-0.6
10368,10503,2,3,3,3,2,3,2,0,4,0.8
10369,10504,1,1,1,1,2,2,2,1,1,1
10370,10505,2,1,1,1,1,1,1,-1,1,-0.6
10371,10506,1,2,2,2,2,2,2,1,1,1
10372,10507,1,1,1,1,2,3,3,2,2,2
10373,10508,2,2,2,1,2,1,2,0,4,0.8
10374,10509,2,2,3,2,2,3,3,1,3,1.4
10375,10510,4,4,4,4,4,4,4,0,0,0
10376,10511,4,4,4,4,4,4,4,0,0,0
10377,10512,3,4,4,3,3,4,4,1,3,1.4
10378,10513,2,3,2,3,4,3,4,2,6,2.8
10379,10514,4,4,3,4,4,4,4,0,2,0.4
10380,10515,1,1,2,3,3,3,2,1,3,1.4
10381,10516,4,4,4,4,4,4,4,0,0,0
10382,10517,3,4,3,4,4,4,4,1,3,1.4
10383,10518,3,4,4,3,4,4,4,1,3,1.4
10384,10519,2,2,3,2,2,2,2,0,2,0.4
10385,10520,4,4,4,4,4,4,4,0,0,0
10386,10521,3,3,2,2,2,2,1,-2,2,-1.2
10387,10522,4,4,4,4,4,4,4,0,0,0
10388,10523,2,2,2,1,1,1,1,-1,1,-0.6
10389,10524,2,2,2,2,2,2,2,0,0,0
10390,10525,3,3,3,3,3,3,2,-1,1,-0.6
10391,10526,4,3,4,4,4,3,4,0,4,0.8
10392,10527,2,2,2,2,3,2,3,1,3,1.4
10393,10528,1,1,1,1,1,1,1,0,0,0
10394,10529,4,2,3,3,2,3,3,-1,5,0.2
10395,10530,1,1,2,2,2,2,2,1,1,1
10396,10531,1,2,1,2,2,1,2,1,5,1.8
10397,10532,4,3,3,3,3,3,4,0,2,0.4
10398,10533,1,1,1,1,0,1,1,0,2,0.4
10399,10534,3,3,4,4,4,4,3,0,2,0.4
10400,10535,2,2,3,3,2,4,4,2,4,2.4
10401,10536,2,2,2,2,2,1,1,-1,1,-0.6
10402,10537,3,4,4,4,3,3,3,0,2,0.4
10403,10538,2,2,2,2,3,4,4,2,2,2
10404,10539,2,2,3,3,3,3,3,1,1,1
10405,10540,2,3,3,3,3,3,3,1,1,1
10406,10541,3,3,3,3,4,3,4,1,3,1.4
10407,10542,4,4,4,4,4,4,4,0,0,0
10408,10543,4,3,4,3,4,4,3,-1,5,0.2
10409,10544,4,4,4,4,4,4,4,0,0,0
10410,10545,1,1,1,1,1,1,1,0,0,0
10411,10546,3,3,3,2,3,4,4,1,3,1.4
10412,10547,4,3,3,3,3,4,4,0,2,0.4
10413,10548,4,4,4,4,4,3,3,-1,1,-0.6
10414,10549,4,4,4,4,4,4,4,0,0,0
10415,10550,4,4,4,4,4,4,4,0,0,0
10416,10551,4,4,4,4,4,4,4,0,0,0
10417,10552,3,2,2,3,3,3,3,0,2,0.4
10418,10553,4,4,4,4,4,4,4,0,0,0
10419,10554,3,3,3,3,3,4,3,0,2,0.4
10420,10555,3,4,3,3,3,3,3,0,2,0.4
10421,10556,4,4,3,4,4,4,4,0,2,0.4
10422,10557,2,3,2,2,2,2,2,0,2,0.4
10423,10558,3,3,3,2,2,1,1,-2,2,-1.2
10424,10559,1,1,1,1,2,1,1,0,2,0.4
10425,10560,4,4,3,4,4,4,4,0,2,0.4
10426,10561,4,4,4,4,4,4,4,0,0,0
10427,10562,4,4,4,4,4,4,4,0,0,0
10428,10563,4,4,4,4,4,4,4,0,0,0
10429,10564,4,4,4,4,4,4,4,0,0,0
10430,10565,2,3,2,2,3,3,2,0,4,0.8
10431,10566,4,4,4,4,3,4,4,0,2,0.4
10432,10567,2,2,3,2,2,2,2,0,2,0.4
10433,10568,4,4,4,4,4,3,4,0,2,0.4
10434,10569,3,3,4,3,4,3,4,1,5,1.8
10435,10570,3,2,2,2,3,2,2,-1,3,-0.2
10436,10571,4,4,4,4,3,4,4,0,2,0.4
10437,10572,4,4,4,4,4,4,4,0,0,0
10438,10573,3,4,4,4,4,4,4,1,1,1
10439,10574,4,3,4,3,4,3,3,-1,5,0.2
10440,10575,2,2,2,2,2,2,3,1,1,1
10441,10576,2,1,2,2,3,4,2,0,6,1.2
10442,10577,1,1,2,1,2,1,1,0,4,0.8
10443,10578,2,2,3,2,3,3,4,2,4,2.4
10444,10579,4,4,3,4,4,4,4,0,2,0.4
10445,10580,2,3,3,3,3,4,3,1,3,1.4
10446,10581,4,4,4,4,4,4,4,0,0,0
10447,10582,3,3,3,3,3,3,3,0,0,0
10448,10583,2,1,2,2,3,2,3,1,5,1.8
10449,10584,1,1,1,2,1,2,2,1,3,1.4
10450,10585,4,4,4,4,4,4,4,0,0,0
10451,10586,4,4,4,4,4,4,4,0,0,0
10452,10587,4,4,4,4,4,3,4,0,2,0.4
10453,10588,4,4,4,4,4,4,4,0,0,0
10454,10589,3,4,4,3,4,4,4,1,3,1.4
10455,10590,4,4,4,4,4,4,4,0,0,0
10456,10591,3,3,3,2,3,3,2,-1,3,-0.2
10457,10592,3,3,2,2,3,3,3,0,2,0.4
10458,10593,1,2,1,1,1,1,1,0,2,0.4
10459,10594,2,2,1,2,3,3,3,1,3,1.4
10460,10595,3,3,2,3,3,4,3,0,4,0.8
10461,10596,1,4,4,4,4,4,3,2,4,2.4
10462,10597,4,4,4,4,4,4,4,0,0,0
10463,10598,3,3,3,3,2,3,3,0,2,0.4
10464,10599,3,3,3,3,1,1,1,-2,2,-1.2
10465,10600,3,4,4,4,4,4,4,1,1,1
10466,10601,3,3,2,3,3,3,3,0,2,0.4
10467,10602,4,3,4,4,4,3,3,-1,3,-0.2
10468,10603,4,4,4,4,4,4,4,0,0,0
10469,10604,4,4,4,4,4,4,4,0,0,0
10470,10605,3,1,2,1,1,1,1,-2,4,-0.8
10471,10606,1,1,1,1,1,1,1,0,0,0
10472,10607,1,1,1,2,1,1,1,0,2,0.4
10473,10608,1,1,1,2,1,2,2,1,3,1.4
10474,10609,4,4,4,4,4,4,4,0,0,0
10475,10610,1,1,1,2,2,1,2,1,3,1.4
10476,10611,3,3,3,3,2,2,2,-1,1,-0.6
10477,10612,1,2,3,4,4,4,4,3,3,3
10478,10614,4,4,4,4,4,4,4,0,0,0
10479,10615,4,4,4,4,4,4,3,-1,1,-0.6
10480,10616,3,2,3,2,2,3,3,0,4,0.8
10481,10617,2,2,2,2,2,2,3,1,1,1
10482,10618,4,4,4,4,4,4,4,0,0,0
10483,10619,3,4,4,4,4,4,4,1,1,1
10484,10620,3,3,3,3,3,3,3,0,0,0
10485,10621,1,1,1,2,2,2,1,0,2,0.4
10486,10622,1,1,2,1,1,1,1,0,2,0.4
10487,10623,1,1,1,1,2,1,1,0,2,0.4
10488,10624,1,1,1,1,2,1,1,0,2,0.4
10489,10625,2,2,2,2,2,2,3,1,1,1
10490,10626,1,1,1,2,2,2,2,1,1,1
10491,10627,4,4,4,3,3,3,3,-1,1,-0.6
10492,10628,4,4,4,4,4,4,4,0,0,0
10493,10629,4,4,4,3,4,4,4,0,2,0.4
10494,10630,2,3,4,4,4,3,4,2,4,2.4
10495,10631,2,2,3,2,2,3,3,1,3,1.4
10496,10632,1,1,1,1,3,3,2,1,3,1.4
10497,10633,1,1,1,2,1,2,2,1,3,1.4
10498,10634,2,3,2,3,2,2,3,1,5,1.8
10499,10635,2,2,3,3,3,4,4,2,2,2
10500,10636,4,4,3,3,4,4,4,0,2,0.4
10501,10637,1,1,1,1,1,1,1,0,0,0
10502,10638,2,2,2,3,3,2,3,1,3,1.4
10503,10639,1,1,1,1,1,1,1,0,0,0
10504,10640,2,2,2,2,1,1,1,-1,1,-0.6
10505,10641,2,3,3,2,3,3,1,-1,5,0.2
10506,10642,3,3,3,3,3,4,4,1,1,1
10507,10643,1,1,1,1,1,2,2,1,1,1
10508,10644,1,1,1,1,1,1,1,0,0,0
10509,10645,2,2,2,2,1,2,2,0,2,0.4
10510,10646,4,4,4,4,4,4,4,0,0,0
10511,10647,4,3,3,3,3,3,3,-1,1,-0.6
10512,10648,3,3,3,4,4,3,4,1,3,1.4
10513,10649,4,4,4,4,4,4,4,0,0,0
10514,10650,4,4,4,4,3,4,3,-1,3,-0.2
10515,10651,2,2,2,3,2,1,1,-1,3,-0.2
10516,10652,3,3,3,3,3,4,3,0,2,0.4
10517,10653,1,1,1,2,3,3,3,2,2,2
10518,10654,2,3,2,2,2,2,2,0,2,0.4
10519,10655,3,3,3,2,3,3,2,-1,3,-0.2
10520,10656,4,4,4,4,4,4,4,0,0,0
10521,10657,3,3,3,4,4,3,4,1,3,1.4
10522,10658,4,4,4,4,4,4,4,0,0,0
10523,10659,3,4,4,4,4,4,4,1,1,1
10524,10660,1,1,1,1,1,1,1,0,0,0
10525,10661,3,4,4,3,3,3,3,0,2,0.4
10526,10662,2,3,2,3,3,3,3,1,3,1.4
10527,10663,3,4,4,4,4,4,4,1,1,1
10528,10664,4,4,4,4,4,4,4,0,0,0
10529,10665,2,4,3,3,2,4,3,1,7,2.2
10530,10666,1,1,2,1,1,2,2,1,3,1.4
10531,10667,3,3,2,2,2,2,3,0,2,0.4
10532,10668,1,2,3,3,2,2,2,1,3,1.4
10533,10669,2,2,2,2,2,2,2,0,0,0
10534,10670,4,4,4,4,4,4,3,-1,1,-0.6
10535,10671,2,3,3,3,3,4,4,2,2,2
10536,10672,3,4,3,4,3,4,4,1,5,1.8
10537,10673,1,1,2,1,3,3,3,2,4,2.4
10538,10674,3,3,3,3,4,3,4,1,3,1.4
10539,10675,3,4,4,3,3,3,3,0,2,0.4
10540,10676,4,3,4,4,4,4,4,0,2,0.4
10541,10677,3,3,3,3,4,4,2,-1,3,-0.2
10542,10678,1,1,1,1,2,2,2,1,1,1
10543,10679,4,4,4,4,4,4,4,0,0,0
10544,10680,4,4,4,4,3,3,3,-1,1,-0.6
10545,10681,2,2,2,2,2,3,2,0,2,0.4
10546,10682,1,1,1,2,1,1,1,0,2,0.4
10547,10683,2,1,1,1,2,2,2,0,2,0.4
10548,10684,4,4,4,4,4,4,4,0,0,0
10549,10685,4,4,4,4,4,4,4,0,0,0
10550,10686,2,2,3,3,2,3,2,0,4,0.8
10551,10687,2,2,1,2,1,2,2,0,4,0.8
10552,10688,2,2,2,3,3,4,2,0,4,0.8
10553,10689,1,1,1,2,1,1,1,0,2,0.4
10554,10690,2,2,3,3,3,3,3,1,1,1
10555,10691,3,3,3,3,3,3,3,0,0,0
10556,10692,3,3,4,3,4,3,3,0,4,0.8
10557,10693,4,4,4,4,4,4,4,0,0,0
10558,10694,3,4,4,4,3,4,4,1,3,1.4
10559,10696,1,1,1,1,1,1,1,0,0,0
10560,10697,2,2,1,1,1,1,1,-1,1,-0.6
10561,10698,1,1,1,1,1,1,1,0,0,0
10562,10699,1,1,1,1,1,2,1,0,2,0.4
10563,10700,1,1,0,1,1,1,1,0,2,0.4
10564,10701,3,3,3,3,3,3,4,1,1,1
10565,10702,1,1,2,1,1,2,2,1,3,1.4
10566,10703,1,1,1,1,1,1,1,0,0,0
10567,10704,2,2,2,2,2,2,2,0,0,0
10568,10705,4,4,4,4,4,4,4,0,0,0
10569,10706,1,1,2,2,2,2,2,1,1,1
10570,10707,4,3,4,4,4,3,3,-1,3,-0.2
10571,10708,3,3,2,3,3,3,3,0,2,0.4
10572,10709,4,4,0,2,1,3,4,0,10,2
10573,10710,4,4,4,4,4,4,4,0,0,0
10574,10711,1,1,2,3,3,3,4,3,3,3
10575,10712,2,3,2,3,3,3,3,1,3,1.4
10576,10713,4,4,4,4,4,4,4,0,0,0
10577,10714,4,4,4,4,4,4,4,0,0,0
10578,10715,3,3,3,3,3,3,3,0,0,0
10579,10716,3,3,3,3,2,4,4,1,3,1.4
10580,10717,3,4,4,3,4,4,4,1,3,1.4
10581,10719,2,2,2,4,4,4,4,2,2,2
10582,10720,3,3,4,3,3,4,4,1,3,1.4
10583,10721,2,3,3,3,3,2,2,0,2,0.4
10584,10722,1,1,2,3,3,3,2,1,3,1.4
10585,10723,3,3,3,3,3,3,3,0,0,0
10586,10724,2,3,2,3,2,3,2,0,6,1.2
10587,10725,2,2,2,2,2,3,3,1,1,1
10588,10726,4,4,4,3,3,3,3,-1,1,-0.6
10589,10727,4,4,3,3,4,4,4,0,2,0.4
10590,10728,3,4,3,3,3,4,3,0,4,0.8
10591,10729,2,2,2,2,2,2,2,0,0,0
10592,10730,2,3,2,2,2,1,1,-1,3,-0.2
10593,10731,3,3,2,2,3,3,2,-1,3,-0.2
10594,10732,3,2,2,2,2,2,3,0,2,0.4
10595,10733,1,2,1,2,1,1,1,0,4,0.8
10596,10734,4,4,4,4,4,4,4,0,0,0
10597,10735,4,4,4,4,4,4,4,0,0,0
10598,10736,1,2,2,2,2,3,3,2,2,2
10599,10737,3,3,3,3,3,2,2,-1,1,-0.6
10600,10738,4,4,4,4,4,4,4,0,0,0
10601,10739,4,4,4,4,4,4,4,0,0,0
10602,10740,1,1,1,1,1,1,1,0,0,0
10603,10741,2,3,4,4,4,4,2,0,4,0.8
10604,10742,1,1,1,1,1,1,1,0,0,0
10605,10743,3,3,4,4,4,4,4,1,1,1
10606,10744,3,4,4,4,4,4,4,1,1,1
10607,10745,4,3,3,4,4,4,4,0,2,0.4
10608,10746,4,4,4,4,4,4,4,0,0,0
10609,10747,2,2,3,3,2,3,2,0,4,0.8
10610,10748,1,1,1,1,1,1,1,0,0,0
10611,10749,3,4,3,4,4,4,4,1,3,1.4
10612,10750,1,2,2,1,2,1,3,2,6,2.8
10613,10751,3,3,3,3,3,3,3,0,0,0
10614,10752,3,4,4,4,4,4,4,1,1,1
10615,10753,1,1,1,1,1,1,1,0,0,0
10616,10754,3,2,2,3,3,2,3,0,4,0.8
10617,10755,2,3,2,2,2,3,3,1,3,1.4
10618,10756,2,2,1,2,2,2,1,-1,3,-0.2
10619,10757,2,3,3,3,3,3,2,0,2,0.4
10620,10758,4,3,3,4,4,4,4,0,2,0.4
10621,10759,4,4,3,3,4,4,4,0,2,0.4
10622,10760,3,3,4,2,3,3,3,0,4,0.8
10623,10761,3,3,3,3,3,3,3,0,0,0
10624,10762,4,4,4,4,3,4,3,-1,3,-0.2
10625,10763,2,1,1,1,2,2,2,0,2,0.4
10626,10764,4,3,3,3,4,3,4,0,4,0.8
10627,10765,4,4,3,4,3,2,3,-1,5,0.2
10628,10766,1,1,1,1,1,1,1,0,0,0
10629,10767,1,1,1,1,1,2,2,1,1,1
10630,10768,3,4,4,4,3,3,3,0,2,0.4
10631,10769,2,3,3,3,3,2,2,0,2,0.4
10632,10770,2,3,3,3,2,3,3,1,3,1.4
10633,10771,2,3,1,2,3,3,2,0,6,1.2
10634,10772,4,4,4,4,4,4,4,0,0,0
10635,10773,1,1,1,1,1,1,2,1,1,1
10636,10774,1,1,1,1,1,1,1,0,0,0
10637,10775,4,4,4,4,4,3,3,-1,1,-0.6
10638,10776,2,2,1,3,2,2,2,0,4,0.8
10639,10777,2,2,3,2,2,2,2,0,2,0.4
10640,10778,4,4,4,4,4,3,3,-1,1,-0.6
10641,10779,2,2,2,2,2,2,2,0,0,0
10642,10780,4,3,4,4,3,3,4,0,4,0.8
10643,10781,1,1,1,1,2,1,1,0,2,0.4
10644,10782,1,1,1,2,4,4,4,3,3,3
10645,10783,3,3,2,3,3,3,3,0,2,0.4
10646,10784,3,3,3,3,3,3,3,0,0,0
10647,10785,2,3,3,3,3,4,4,2,2,2
10648,10786,3,3,3,4,3,3,3,0,2,0.4
10649,10787,2,3,2,3,2,2,2,0,4,0.8
10650,10788,4,4,4,3,1,2,2,-2,4,-0.8
10651,10789,4,4,4,4,4,4,3,-1,1,-0.6
10652,10790,4,4,4,4,4,4,4,0,0,0
10653,10791,1,1,1,1,3,3,1,0,4,0.8
10654,10792,1,1,1,1,1,1,1,0,0,0
10655,10793,3,4,3,4,3,4,4,1,5,1.8
10656,10794,3,3,4,3,3,4,4,1,3,1.4
10657,10795,3,4,4,3,3,3,2,-1,3,-0.2
10658,10796,2,2,2,2,2,4,4,2,2,2
10659,10797,4,4,4,4,4,4,4,0,0,0
10660,10798,2,2,1,2,2,2,2,0,2,0.4
10661,10799,2,2,2,2,2,2,1,-1,1,-0.6
10662,10800,3,4,4,4,4,4,4,1,1,1
10663,10801,4,4,4,4,3,3,4,0,2,0.4
10664,10802,3,3,4,3,3,3,3,0,2,0.4
10665,10803,1,1,1,1,2,2,4,3,3,3
10666,10804,2,3,4,4,4,3,3,1,3,1.4
10667,10805,2,1,1,1,1,1,3,1,3,1.4
10668,10806,2,2,2,3,3,3,3,1,1,1
10669,10807,4,4,3,4,4,4,4,0,2,0.4
10670,10808,4,4,4,4,4,3,4,0,2,0.4
10671,10809,4,4,4,3,4,4,4,0,2,0.4
10672,10810,2,1,2,2,2,2,1,-1,3,-0.2
10673,10811,1,1,4,3,2,2,3,2,6,2.8
10674,10812,4,4,4,4,4,4,4,0,0,0
10675,10813,4,4,4,4,4,4,4,0,0,0
10676,10814,4,4,4,4,4,4,4,0,0,0
10677,10815,1,1,1,2,1,2,1,0,4,0.8
10678,10816,3,3,3,3,4,4,4,1,1,1
10679,10817,3,4,4,3,1,2,3,0,6,1.2
10680,10818,2,2,2,2,2,3,2,0,2,0.4
10681,10819,4,4,3,3,4,4,4,0,2,0.4
10682,10820,2,2,2,2,2,2,2,0,0,0
10683,10821,4,4,4,4,4,4,3,-1,1,-0.6
10684,10822,3,4,4,3,4,4,4,1,3,1.4
10685,10823,4,4,4,4,4,4,4,0,0,0
10686,10824,3,4,4,4,4,4,3,0,2,0.4
10687,10825,3,3,3,3,2,3,3,0,2,0.4
10688,10826,2,3,3,2,3,3,3,1,3,1.4
10689,10827,3,3,2,3,1,4,4,1,7,2.2
10690,10828,2,2,1,1,2,2,3,1,3,1.4
10691,10829,2,2,2,2,3,3,2,0,2,0.4
10692,10830,3,3,3,3,3,3,3,0,0,0
10693,10831,2,2,2,2,2,3,3,1,1,1
10694,10832,3,3,3,4,3,3,4,1,3,1.4
10695,10833,4,3,2,2,2,2,4,0,4,0.8
10696,10834,2,1,1,2,2,2,3,1,3,1.4
10697,10835,4,4,4,4,4,4,4,0,0,0
10698,10836,4,4,4,4,4,4,4,0,0,0
10699,10837,2,1,2,2,1,1,1,-1,3,-0.2
10700,10838,1,1,2,2,2,2,2,1,1,1
10701,10839,4,4,4,4,4,4,4,0,0,0
10702,10840,2,3,2,2,3,3,3,1,3,1.4
10703,10841,4,3,4,4,4,3,3,-1,3,-0.2
10704,10842,4,4,4,2,3,2,4,0,6,1.2
10705,10843,3,3,3,3,3,4,3,0,2,0.4
10706,10844,2,1,1,1,1,1,2,0,2,0.4
10707,10845,2,1,1,1,1,1,2,0,2,0.4
10708,10846,1,2,1,1,1,2,1,0,4,0.8
10709,10847,2,1,2,3,2,2,3,1,5,1.8
10710,10848,2,3,2,3,4,3,2,0,6,1.2
10711,10849,3,2,2,3,2,2,2,-1,3,-0.2
10712,10850,2,1,2,1,1,1,2,0,4,0.8
10713,10851,3,3,3,3,3,3,3,0,0,0
10714,10852,3,3,3,3,3,3,3,0,0,0
10715,10853,2,2,2,2,3,3,3,1,1,1
10716,10854,4,4,4,4,4,4,4,0,0,0
10717,10855,2,2,2,2,3,2,2,0,2,0.4
10718,10856,4,4,3,4,3,2,2,-2,4,-0.8
10719,10857,1,2,1,2,2,1,1,0,4,0.8
10720,10858,4,4,4,2,2,2,2,-2,2,-1.2
10721,10861,3,3,3,2,3,3,2,-1,3,-0.2
10722,10862,2,3,2,2,2,2,2,0,2,0.4
10723,10863,4,4,4,3,4,4,3,-1,3,-0.2
10724,10864,4,4,4,4,4,4,4,0,0,0
10725,10865,2,2,2,1,1,2,2,0,2,0.4
10726,10866,2,2,2,2,1,2,3,1,3,1.4
10727,10867,1,1,1,1,1,2,3,2,2,2
10728,10868,1,1,1,1,1,1,1,0,0,0
10729,10869,4,4,4,4,4,4,4,0,0,0
10730,10870,1,1,2,2,3,2,1,0,4,0.8
10731,10871,4,4,4,4,3,4,4,0,2,0.4
10732,10872,2,2,3,2,2,2,4,2,4,2.4
10733,10873,2,3,3,4,4,4,4,2,2,2
10734,10874,4,4,4,4,4,4,4,0,0,0
10735,10875,3,3,3,3,3,2,3,0,2,0.4
10736,10876,3,4,3,3,3,3,4,1,3,1.4
10737,10877,3,3,4,4,3,4,3,0,4,0.8
10738,10878,3,3,4,4,3,4,3,0,4,0.8
10739,10879,3,4,4,3,4,3,4,1,5,1.8
10740,10880,2,3,2,3,3,3,3,1,3,1.4
10741,10881,1,1,1,2,1,1,1,0,2,0.4
10742,10882,2,4,4,4,4,4,2,0,4,0.8
10743,10883,1,1,1,1,1,1,1,0,0,0
10744,10884,2,2,3,3,3,2,2,0,2,0.4
10745,10885,3,4,4,4,4,4,4,1,1,1
10746,10886,1,1,1,2,1,2,1,0,4,0.8
10747,10887,4,4,4,4,4,4,4,0,0,0
10748,10888,1,1,2,2,2,2,2,1,1,1
10749,10889,2,2,2,2,2,2,2,0,0,0
10750,10890,2,2,2,2,2,3,3,1,1,1
10751,10891,3,2,3,3,2,1,2,-1,5,0.2
10752,10892,1,2,1,1,2,1,2,1,5,1.8
10753,10893,4,3,3,3,4,4,3,-1,3,-0.2
10754,10894,2,2,2,2,2,3,2,0,2,0.4
10755,10895,2,1,2,2,2,2,1,-1,3,-0.2
10756,10896,2,2,3,3,4,4,2,0,4,0.8
10757,10897,3,3,3,2,3,3,3,0,2,0.4
10758,10898,1,2,4,3,4,3,3,2,6,2.8
10759,10899,2,1,2,1,2,1,3,1,7,2.2
10760,10901,3,3,3,4,4,3,3,0,2,0.4
10761,10902,4,4,4,4,4,4,4,0,0,0
10762,10903,4,4,4,4,4,4,4,0,0,0
10763,10904,1,1,1,1,1,1,1,0,0,0
10764,10905,1,1,1,1,1,1,1,0,0,0
10765,10906,3,4,4,4,4,4,4,1,1,1
10766,10907,2,2,3,3,2,1,1,-1,3,-0.2
10767,10908,4,4,4,3,4,4,3,-1,3,-0.2
10768,10909,4,3,3,3,3,3,4,0,2,0.4
10769,10910,1,1,1,1,1,1,1,0,0,0
10770,10911,3,4,4,3,4,4,4,1,3,1.4
10771,10912,4,4,3,2,3,4,4,0,4,0.8
10772,10913,4,4,4,3,4,3,3,-1,3,-0.2
10773,10914,4,4,4,4,4,4,4,0,0,0
10774,10915,3,4,3,3,3,3,3,0,2,0.4
10775,10916,4,4,3,3,3,4,4,0,2,0.4
10776,10917,1,2,1,1,1,1,1,0,2,0.4
10777,10918,4,4,4,3,2,3,3,-1,3,-0.2
10778,10919,4,3,4,4,4,4,4,0,2,0.4
10779,10920,1,1,1,1,2,2,1,0,2,0.4
10780,10921,1,1,1,1,1,1,1,0,0,0
10781,10922,4,3,3,3,4,4,4,0,2,0.4
10782,10923,1,2,2,2,2,2,2,1,1,1
10783,10924,1,1,1,1,1,1,1,0,0,0
10784,10925,4,4,3,4,4,4,4,0,2,0.4
10785,10926,2,4,3,3,4,4,4,2,4,2.4
10786,10927,2,2,2,2,1,3,2,0,4,0.8
10787,10928,4,4,4,4,4,4,4,0,0,0
10788,10929,1,1,1,1,1,1,1,0,0,0
10789,10930,3,3,3,3,3,3,2,-1,1,-0.6
10790,10931,1,1,1,1,1,1,1,0,0,0
10791,10932,1,1,2,2,1,1,1,0,2,0.4
10792,10933,2,2,2,3,3,3,3,1,1,1
10793,10934,4,4,4,4,4,4,4,0,0,0
10794,10935,4,4,3,3,4,3,4,0,4,0.8
10795,10936,1,1,1,1,1,1,1,0,0,0
10796,10937,1,1,1,1,1,1,1,0,0,0
10797,10938,2,1,2,2,2,2,2,0,2,0.4
10798,10939,3,2,3,3,3,3,2,-1,3,-0.2
10799,10940,4,4,4,4,4,3,3,-1,1,-0.6
10800,10941,2,3,3,3,3,2,3,1,3,1.4
10801,10942,3,2,1,2,1,1,1,-2,4,-0.8
10802,10943,4,4,4,4,4,4,4,0,0,0
10803,10944,4,4,4,4,4,4,4,0,0,0
10804,10945,3,4,3,3,3,3,4,1,3,1.4
10805,10946,1,1,2,2,2,2,2,1,1,1
10806,10947,2,4,3,3,2,1,1,-1,5,0.2
10807,10948,3,4,4,3,4,3,2,-1,5,0.2
10808,10949,4,4,4,4,4,4,4,0,0,0
10809,10950,2,3,4,3,3,3,4,2,4,2.4
10810,10951,2,4,4,2,2,3,4,2,6,2.8
10811,10952,4,4,4,4,4,4,4,0,0,0
10812,10953,3,2,2,2,2,3,3,0,2,0.4
10813,10954,3,3,2,3,2,2,2,-1,3,-0.2
10814,10955,2,2,2,2,1,1,1,-1,1,-0.6
10815,10956,2,3,2,2,3,3,3,1,3,1.4
10816,10957,1,1,1,1,1,1,1,0,0,0
10817,10958,2,2,1,1,2,2,2,0,2,0.4
10818,10959,1,1,1,1,1,1,1,0,0,0
10819,10960,1,1,2,2,2,2,2,1,1,1
10820,10961,3,2,3,3,3,3,3,0,2,0.4
10821,10962,3,2,3,3,3,3,3,0,2,0.4
10822,10963,2,3,3,3,3,3,2,0,2,0.4
10823,10964,3,3,3,2,2,3,3,0,2,0.4
10824,10965,1,1,1,1,1,1,1,0,0,0
10825,10966,2,2,2,1,2,2,2,0,2,0.4
10826,10967,2,3,3,4,4,4,4,2,2,2
10827,10968,1,1,2,3,2,2,2,1,3,1.4
10828,10969,2,3,3,3,3,3,3,1,1,1
10829,10970,1,2,1,2,2,2,2,1,3,1.4
10830,10971,2,1,2,2,1,1,2,0,4,0.8
10831,10972,4,4,4,4,4,4,4,0,0,0
10832,10973,4,4,4,3,4,4,4,0,2,0.4
10833,10974,1,1,2,2,2,1,1,0,2,0.4
10834,10975,4,4,4,4,4,4,4,0,0,0
10835,10976,3,3,4,2,2,3,3,0,4,0.8
10836,10977,2,3,2,2,1,1,1,-1,3,-0.2
10837,10978,2,3,3,3,3,3,2,0,2,0.4
10838,10979,3,3,3,3,3,3,3,0,0,0
10839,10980,4,4,4,4,4,4,4,0,0,0
10840,10981,3,3,2,2,2,3,3,0,2,0.4
10841,10982,3,2,2,2,3,3,3,0,2,0.4
10842,10983,4,4,4,4,3,4,4,0,2,0.4
10843,10984,4,3,4,4,4,4,4,0,2,0.4
