,고객번호,편의품_증감율,편의품_변동율,편_(증감*0.8)+(변동*0.2),편의품CV,선매품_증감율,선매품_변동율,선_(증감*0.8)+(변동*0.2),선매품CV,전문품_증감율,전문품_변동율,전_(증감*0.8)+(변동*0.2),전문품CV,기타_증감율,기타_변동율,기_(증감*0.8)+(변동*0.2),기타CV
8982,9083,0,4,0.8,0.3272865768955895,-2,2,-1.2,0.6358904468609589,-1,11,1.4,1.326601258683101,0,4,0.8,0.5009262855539645
8983,9084,1,1,1.0,0.25846877603990165,0,0,0.0,1.2869058434630998,0,6,1.2,2.6457513110645907,0,6,1.2,1.602941611521524
8984,9085,0,0,0.0,0.18559506057916472,1,3,1.4,0.8339387858543633,0,10,2.0,2.5532235232719507,0,6,1.2,0.66586600926325
8985,9086,0,2,0.4,0.2988066945880752,0,0,0.0,0.40714365158397975,2,8,3.2,1.4378313887384269,3,3,3.0,0.5959503955985913
8986,9087,0,2,0.4,0.13079622512064323,0,2,0.4,0.49881556782166064,2,2,2.0,2.6457513110645907,2,4,2.4,0.6500196110576538
8987,9088,1,1,1.0,0.16694626132694743,0,2,0.4,0.29933450434296127,-3,3,-1.8,1.6371271305646435,1,1,1.0,0.5544004680649417
8988,9089,2,4,2.4,0.21836417416606613,0,2,0.4,0.7801798663252368,0,0,0.0,0.0,0,6,1.2,1.398242276029859
8989,9090,1,1,1.0,0.16642206663640252,-1,1,-0.6,0.41577841071298477,0,12,2.4,1.0509194499701404,-1,3,-0.2,0.39200194041563513
8990,9091,2,4,2.4,0.28143879038255054,-1,3,-0.2,0.41900952909954636,0,0,0.0,0.0,-1,1,-0.6,0.6154544184749268
8991,9092,1,5,1.8,0.2700513325447003,0,2,0.4,0.48239775210450664,0,14,2.8,1.7515426924626678,2,6,2.8,1.153418862837855
8992,9093,0,4,0.8,0.3235004501880107,1,3,1.4,0.7465586779138069,0,0,0.0,0.0,0,6,1.2,0.8507257635578427
8993,9094,0,6,1.2,0.3320731997180525,0,2,0.4,0.5726058601062343,-3,15,0.6,1.3408657345007797,0,0,0.0,0.30686266505568793
8994,9095,0,2,0.4,0.39367204867393724,-1,3,-0.2,0.41035456727313635,-2,8,0.0,1.679968742084297,2,2,2.0,0.8109159001154733
8995,9096,0,2,0.4,0.5437666261154598,1,1,1.0,0.23499362332759152,0,4,0.8,2.0344950910454984,1,1,1.0,0.8160245616338464
8996,9097,-1,3,-0.2,0.346536769584408,0,0,0.0,0.18966382228628093,0,0,0.0,0.0,0,10,2.0,1.0347605959766508
8997,9098,0,0,0.0,0.2562590165934804,1,5,1.8,0.9276612142831676,2,10,3.6,1.1173978411568002,1,5,1.8,1.5683411296201843
8998,9099,1,1,1.0,0.27206121945100287,-1,3,-0.2,0.41766247027562614,-3,7,-1.0,1.0384139134063375,1,5,1.8,1.4376562912849085
8999,9100,-1,5,0.2,0.23634630378953045,-2,10,0.4,1.4753111726342638,0,0,0.0,0.0,2,6,2.8,1.8181935521225951
9000,9101,-1,3,-0.2,0.18946106184700298,1,3,1.4,0.6812604714458175,0,6,1.2,2.6457513110645907,1,5,1.8,0.7643842234486489
9001,9102,0,4,0.8,0.20009387417118965,1,3,1.4,0.7396501701367864,0,4,0.8,2.6457513110645907,1,5,1.8,1.0967724177214935
9002,9103,-3,3,-1.8,0.6480240900143233,0,0,0.0,0.3053738941646594,-2,2,-1.2,0.7279778831183356,-1,7,0.6,0.9923397905988259
9003,9104,1,5,1.8,0.3763743895167194,-1,9,1.0,1.09692077887653,0,0,0.0,0.0,1,9,2.6,1.0061089682850055
9004,9105,0,8,1.6,0.5466972206102042,1,1,1.0,0.26438460985624807,0,0,0.0,0.0,0,0,0.0,0.8404843322089214
9005,9106,0,4,0.8,0.342177601053657,0,2,0.4,0.6269947993272699,0,0,0.0,0.0,3,5,3.4,0.9653369013683768
9006,9107,-1,5,0.2,0.37521103025237024,0,0,0.0,0.47017935606497663,0,6,1.2,1.2209633768977153,1,9,2.6,1.225631325272995
9007,9108,1,5,1.8,0.34276736782948386,-1,7,0.6,1.1901483430180324,0,0,0.0,0.0,0,6,1.2,2.6457513110645903
9008,9109,1,3,1.4,0.12775764834254785,0,2,0.4,0.3605301283401034,0,4,0.8,2.64575131106459,-1,3,-0.2,0.67649957785254
9009,9110,-1,7,0.6,0.6609668826342479,0,0,0.0,0.5948230793338347,0,14,2.8,1.7561533043742956,1,1,1.0,0.4422846889767021
9010,9111,0,4,0.8,0.32971523263649044,1,1,1.0,0.5907866225864898,0,12,2.4,1.7096569103859687,0,0,0.0,0.37793564735641527
9011,9112,1,5,1.8,0.2591173485274472,-2,2,-1.2,0.6076954647352438,0,0,0.0,0.0,-2,8,0.0,2.010048900793248
9012,9113,-1,5,0.2,0.4952208536852904,-1,1,-0.6,0.6628304111231142,3,7,3.8,2.1011072149173975,-1,7,0.6,0.6798178847277655
9013,9114,1,5,1.8,0.2727790040351498,0,2,0.4,0.6987215000169219,0,0,0.0,0.0,3,9,4.2,1.0438256352331858
9014,9115,0,2,0.4,0.518705009481884,1,5,1.8,0.6434119971083222,2,12,4.0,1.5014995183689441,-1,3,-0.2,0.3617211512934785
9015,9116,0,4,0.8,0.24330606063616136,1,1,1.0,0.21824400533427896,3,7,3.8,1.1202125292941205,0,0,0.0,0.17971328613488183
9016,9117,1,3,1.4,0.2705557179064915,0,6,1.2,0.5201692348456294,4,6,4.4,1.9420503601781602,-1,3,-0.2,0.4006388390022742
9017,9118,1,7,2.2,0.40640088204089353,0,2,0.4,0.42678890931336605,0,0,0.0,0.0,0,4,0.8,0.4005103070849055
9018,9119,0,4,0.8,0.4086920650932809,0,0,0.0,0.33408371008328214,3,9,4.2,2.0719542151556087,0,6,1.2,0.5800450675065665
9019,9120,0,2,0.4,0.1534293979228418,1,3,1.4,0.8551855562721717,0,6,1.2,2.6457513110645903,1,1,1.0,1.3200758259342908
9020,9121,0,0,0.0,0.9312336281126276,0,6,1.2,0.8535608206185139,0,8,1.6,0.7199530310939773,-4,4,-2.4,2.465651101253694
9021,9122,0,6,1.2,0.3017004182523208,1,1,1.0,0.6250998033623552,0,6,1.2,2.3519450435593376,3,5,3.4,0.7234933969471153
9022,9123,2,10,3.6,0.6237423949082337,0,4,0.8,0.45607361917967293,0,2,0.4,1.5555512657325186,0,2,0.4,0.3704910178507915
9023,9124,0,0,0.0,0.27901260842319014,0,4,0.8,1.3485660781095812,0,0,0.0,0.0,0,0,0.0,0.0
9024,9125,-1,3,-0.2,0.28885302501186105,0,0,0.0,0.49735023092162206,-3,9,-0.6,1.0633696156440342,0,8,1.6,0.9271688915614386
9025,9126,2,8,3.2,0.5876897491701745,1,5,1.8,1.3035942590310667,0,0,0.0,0.0,1,7,2.2,1.4923449556358512
9026,9127,0,2,0.4,0.19720141108095637,0,0,0.0,0.41516033088274407,0,6,1.2,0.5570547226277663,0,0,0.0,0.2972794587201686
9027,9128,0,2,0.4,0.22321067424381147,1,3,1.4,0.3654814737604549,-1,9,1.0,1.8314376293741461,1,1,1.0,0.6669876194540266
9028,9129,1,3,1.4,0.24375725013570437,2,4,2.4,0.649088668738473,2,6,2.8,2.0153380412890556,1,3,1.4,0.7091582080242004
9029,9130,0,4,0.8,0.21038075225976574,1,5,1.8,1.2035464016243909,0,0,0.0,0.0,0,4,0.8,1.8680472518045268
9030,9131,1,3,1.4,0.09968796387073912,0,0,0.0,0.36986798612122623,0,0,0.0,0.0,3,5,3.4,0.9563297350492637
9031,9132,-1,3,-0.2,0.2639965644197978,-1,3,-0.2,0.663509188018936,0,0,0.0,0.0,-1,5,0.2,0.6422925406167037
9032,9133,1,5,1.8,0.20118111042552542,0,4,0.8,0.8984128410204092,0,0,0.0,0.0,-2,2,-1.2,2.6457513110645907
9033,9134,1,3,1.4,0.5144008293198505,0,0,0.0,0.3937131231155503,3,3,3.0,0.8952606470101536,2,4,2.4,1.4309533400366887
9034,9135,0,4,0.8,0.2557193207332001,0,0,0.0,0.4305729255599792,0,12,2.4,1.880407772294528,0,10,2.0,0.6412984231737113
9035,9136,-1,5,0.2,0.3560991137743547,0,0,0.0,0.5899469348303751,0,6,1.2,2.6457513110645907,-1,7,0.6,1.1278202154774137
9036,9137,-2,4,-0.8,0.339478315605225,-1,3,-0.2,1.0361979682419804,0,0,0.0,0.0,-1,7,0.6,1.1171813143116445
9037,9138,3,5,3.4,0.8776295964169688,0,4,0.8,0.6054644150970814,0,0,0.0,0.0,0,10,2.0,1.343636730521624
9038,9140,0,2,0.4,0.48150142370021237,1,3,1.4,0.6832811841489186,0,12,2.4,1.6405245957630508,0,6,1.2,0.5480812870871321
9039,9141,1,1,1.0,0.14374211989246924,-1,1,-0.6,0.4299334626548089,0,4,0.8,2.645751311064591,1,7,2.2,1.3156134718662849
9040,9142,0,2,0.4,0.17252849514378168,-1,3,-0.2,0.302150797509023,0,6,1.2,2.6457513110645907,1,3,1.4,0.6488440233291827
9041,9143,3,5,3.4,0.614253129028491,0,4,0.8,0.5519080691750581,0,0,0.0,0.0,2,6,2.8,0.849287320372626
9042,9144,0,4,0.8,0.29158425215073436,-1,3,-0.2,0.38009346500405267,-3,3,-1.8,2.6457513110645907,1,5,1.8,0.6941464684626361
9043,9145,1,3,1.4,0.30144727262325427,2,2,2.0,1.7009294902718977,0,0,0.0,0.0,3,11,4.6,1.0529256830330247
9044,9146,0,2,0.4,0.19931155350079188,1,3,1.4,0.9349216439704977,0,4,0.8,2.6457513110645903,1,5,1.8,0.545066802234087
9045,9147,0,4,0.8,0.1763996448709487,0,6,1.2,2.0401271705448525,0,0,0.0,0.0,0,0,0.0,0.0
9046,9148,0,0,0.0,0.27218167412267885,0,6,1.2,1.3596921538839963,0,4,0.8,2.645751311064591,0,6,1.2,0.6023185730334653
9047,9149,0,2,0.4,0.2901520627033607,0,0,0.0,0.38062605236811003,0,12,2.4,2.0917422034616466,2,2,2.0,1.6918549914394845
9048,9150,0,2,0.4,0.2800143060382856,0,2,0.4,0.4960155922248519,0,6,1.2,2.0574341047126974,2,10,3.6,0.8364017056113244
9049,9151,0,4,0.8,0.5058746704622454,0,0,0.0,0.4396141981990087,-4,8,-1.6,0.9398104998274815,1,5,1.8,0.4361463944450012
9050,9152,0,0,0.0,0.10473633137292006,-1,3,-0.2,0.31563919603271906,3,9,4.2,1.7062942893500095,0,2,0.4,0.3908079053397408
9051,9153,2,4,2.4,0.30339512593772333,1,1,1.0,0.6853369798180169,0,6,1.2,2.6457513110645907,2,8,3.2,1.983670639571614
9052,9154,1,3,1.4,0.30448143788448717,0,4,0.8,0.5762683681197993,0,4,0.8,2.6457513110645907,2,2,2.0,1.0853399256848437
9053,9155,-3,3,-1.8,0.4374492655996646,1,3,1.4,0.6864074050491098,0,0,0.0,0.0,0,4,0.8,0.46773666296971794
9054,9156,-2,8,0.0,0.6861453143714049,0,0,0.0,0.3745265562773075,-3,9,-0.6,1.7860577390350934,1,13,3.4,1.2298353524155248
9055,9157,0,6,1.2,0.24335711224432838,0,2,0.4,0.5310795690351431,2,2,2.0,2.6457513110645907,1,3,1.4,0.5287301292408594
9056,9158,0,6,1.2,0.496090604425633,0,0,0.0,0.3176570969299555,0,12,2.4,1.107413584808007,-1,1,-0.6,0.5340099502497414
9057,9159,2,6,2.8,0.4202158254070222,0,4,0.8,0.5421363783782568,-2,10,0.4,1.4965472252487535,0,0,0.0,0.42287787194501797
9058,9160,2,4,2.4,0.2846512738455458,0,6,1.2,0.6799291260370417,0,0,0.0,0.0,-1,11,1.4,1.5542172373208023
9059,9161,2,4,2.4,0.4248551843517643,0,6,1.2,0.7959564483923192,2,8,3.2,2.3825525620837125,-2,8,0.0,1.9491471905116884
9060,9162,-1,5,0.2,0.25146493354941507,-1,5,0.2,1.5659780164127324,0,0,0.0,0.0,-2,2,-1.2,2.6457513110645907
9061,9163,0,2,0.4,0.30724899552529367,1,1,1.0,0.28328290402726813,-2,18,2.0,1.47118059158834,0,0,0.0,0.3301729894660853
9062,9164,1,1,1.0,0.5743717045388144,-1,3,-0.2,0.16340231391364135,3,13,5.0,1.8587162565950919,0,0,0.0,0.173098121678573
9063,9165,2,2,2.0,0.357740696120545,0,2,0.4,2.0611949785530825,0,0,0.0,0.0,-2,10,0.4,2.260517072790275
9064,9166,1,1,1.0,0.577836393178936,1,3,1.4,0.49368613561377844,0,4,0.8,2.6457513110645907,0,2,0.4,0.6835484325572495
9065,9167,1,5,1.8,0.27739340812889324,-1,5,0.2,1.2530057605990899,0,0,0.0,0.0,0,4,0.8,2.6457513110645907
9066,9168,1,5,1.8,0.22340274866947477,0,4,0.8,0.45463711792520617,0,6,1.2,2.6457513110645907,2,4,2.4,0.6814752102383755
9067,9169,2,2,2.0,0.37957690404192684,2,4,2.4,0.7323216042478681,0,0,0.0,0.0,1,9,2.6,1.056898301525687
9068,9170,0,2,0.4,0.07827229887283718,-1,1,-0.6,0.5734224213334084,0,4,0.8,1.341873722025096,-1,5,0.2,0.8459363645463892
9069,9171,0,2,0.4,0.5578427710672599,1,3,1.4,0.7308705497537533,3,13,5.0,1.4608335201287428,3,11,4.6,1.268078437863764
9070,9172,0,0,0.0,0.33932545804569736,1,1,1.0,0.45961367600602077,-3,3,-1.8,2.6457513110645907,0,4,0.8,0.9159223072278404
9071,9173,1,7,2.2,0.35924819546528025,0,2,0.4,0.3379991372191615,3,9,4.2,1.0808752887408497,0,0,0.0,0.47325148511156584
9072,9174,-1,3,-0.2,0.14705280069139703,1,1,1.0,0.3440054938534628,3,3,3.0,2.6457513110645907,0,4,0.8,0.5733379514663082
9073,9175,-3,3,-1.8,0.5113245851478888,0,4,0.8,0.6515029302629681,0,6,1.2,2.5545025428816817,0,4,0.8,0.6696570027203461
9074,9176,2,6,2.8,0.3880255707776463,0,0,0.0,0.3754148537308188,2,6,2.8,1.943018799594433,0,6,1.2,0.8319551358504852
9075,9177,0,4,0.8,0.1759863707104028,1,3,1.4,0.4535448714674142,0,0,0.0,0.0,1,1,1.0,0.8917196705592936
9076,9178,0,4,0.8,0.2839707874465453,1,1,1.0,0.7044114892262991,0,0,0.0,0.0,-1,5,0.2,0.7154322966015924
9077,9179,0,4,0.8,0.40065880035881446,0,2,0.4,0.5183764765730338,0,0,0.0,0.0,2,10,3.6,1.863585938093445
9078,9180,-1,7,0.6,0.5908944870841741,0,0,0.0,0.4432174201257801,0,6,1.2,1.7752475852178256,2,8,3.2,1.0208891815107468
9079,9181,-1,3,-0.2,0.6284279532869322,0,0,0.0,0.39688357941003527,0,8,1.6,1.4777108640433378,-1,5,0.2,1.022706314079773
9080,9182,0,0,0.0,0.17200106744540564,0,2,0.4,0.39873527686685056,0,10,2.0,1.0540866963881588,0,0,0.0,0.4310695129462939
9081,9183,1,3,1.4,0.17582429359007362,0,2,0.4,0.5225086927049051,0,0,0.0,0.0,1,5,1.8,0.823626418168029
9082,9184,2,2,2.0,0.9634919308850421,0,2,0.4,0.45796420771828056,0,0,0.0,0.0,0,4,0.8,0.6573204694468691
9083,9185,0,6,1.2,0.433659856924898,0,0,0.0,0.31720062974511476,0,6,1.2,2.5475674548123317,-1,7,0.6,0.5207011148023
9084,9186,3,3,3.0,1.083477747101838,0,2,0.4,0.6421428326402029,0,6,1.2,1.413221357732553,1,7,2.2,1.0731108637090758
9085,9187,1,1,1.0,0.23401859284592072,-1,5,0.2,0.995760545787368,0,6,1.2,2.6457513110645903,-1,5,0.2,0.6165911658198557
9086,9188,-1,3,-0.2,0.1932951405848094,2,2,2.0,0.657693923323574,3,3,3.0,2.6457513110645907,-2,4,-0.8,1.144143439765754
9087,9189,1,1,1.0,0.13080279348855528,-1,3,-0.2,1.0371487962864172,0,0,0.0,0.0,1,5,1.8,1.4686235600969633
9088,9190,0,8,1.6,0.2855380005590947,0,0,0.0,0.5898963867708052,2,14,4.4,2.2244565316139555,0,2,0.4,0.6604773510533121
9089,9191,2,2,2.0,0.3825650965308656,1,3,1.4,0.6519324284094912,2,10,3.6,1.3431175944240166,1,3,1.4,0.819392306051213
9090,9192,-1,5,0.2,0.46639801168990364,-1,1,-0.6,0.41139153960828845,0,2,0.4,0.4161528776622443,0,0,0.0,0.2765491390904589
9091,9193,1,5,1.8,0.13126788290533756,-2,6,-0.4,1.0691968958008522,0,6,1.2,2.6457513110645907,0,4,0.8,0.5374852760187567
9092,9194,1,5,1.8,0.2815059471165477,-2,2,-1.2,0.600013655444236,3,3,3.0,2.6457513110645907,0,2,0.4,0.6472714394106344
9093,9195,2,6,2.8,0.5214886338795873,2,2,2.0,0.8477158062471705,0,0,0.0,0.0,2,6,2.8,0.8177370619658237
9094,9196,0,2,0.4,0.17854256906009064,-1,7,0.6,1.1418526959295585,0,0,0.0,0.0,-4,10,-1.2,2.011717641255498
9095,9197,0,2,0.4,0.5486079962186108,-1,1,-0.6,0.6150414102090404,0,10,2.0,2.290065750791214,0,4,0.8,0.9509754984109654
9096,9198,2,4,2.4,0.16286956184858378,1,3,1.4,0.746966007922624,0,0,0.0,0.0,0,2,0.4,2.6457513110645903
9097,9199,0,14,2.8,0.6561251089992933,0,0,0.0,0.43561322409733105,-3,3,-1.8,1.134018810211842,0,2,0.4,0.4172747625782249
9098,9200,-1,7,0.6,0.4454319228552388,0,0,0.0,0.4188310797217595,0,10,2.0,2.196979215481587,1,3,1.4,0.5134298606668396
9099,9201,1,11,3.0,0.5364428016452593,0,0,0.0,0.4684557275884068,0,6,1.2,2.6457513110645903,-1,1,-0.6,0.2511383141219369
9100,9202,2,4,2.4,0.25428164172834505,0,0,0.0,0.31512562183325377,0,0,0.0,0.0,2,4,2.4,0.8167374886711937
9101,9203,2,4,2.4,0.3523089977933446,0,6,1.2,0.8753944063852348,0,0,0.0,0.0,1,1,1.0,0.9106762170182398
9102,9204,1,3,1.4,0.14010532520028537,0,4,0.8,0.658807896405858,0,0,0.0,0.0,3,5,3.4,0.6880843022139247
9103,9205,-1,5,0.2,0.43174390886274183,1,3,1.4,0.7849426929420001,0,8,1.6,1.374332625890191,0,0,0.0,0.24400293563284184
9104,9206,0,6,1.2,1.1240748008143677,0,0,0.0,0.2412612173370691,0,6,1.2,1.3817729367038976,0,0,0.0,0.37525656244361083
9105,9207,0,4,0.8,0.5980661436291161,1,1,1.0,0.6037415235276403,3,13,5.0,1.540181794834683,-1,3,-0.2,0.9797881058457786
9106,9208,1,1,1.0,0.2609703145541829,1,1,1.0,0.7509546404951032,0,0,0.0,0.0,0,8,1.6,0.8629794503150896
9107,9209,-1,3,-0.2,0.14803067237242326,-1,3,-0.2,0.23601875368500475,3,9,4.2,1.0728326486735795,1,5,1.8,1.0039670323012002
9108,9210,0,0,0.0,0.39339622420779147,0,2,0.4,0.8893646964683367,0,10,2.0,0.8096176546496765,-1,5,0.2,0.6740497710943782
9109,9211,1,5,1.8,0.3140803766588959,1,1,1.0,0.489142114235252,3,5,3.4,1.4655803409873571,0,4,0.8,0.9670554699661394
9110,9212,-1,1,-0.6,0.2153033148407999,2,6,2.8,1.4226389227265686,0,0,0.0,0.0,1,5,1.8,0.8304073254225421
9111,9213,-1,1,-0.6,0.22319917772506373,1,3,1.4,0.5647627766632121,0,6,1.2,1.813198427957466,0,0,0.0,0.4531344617215799
9112,9214,-1,3,-0.2,0.5033789920837588,0,0,0.0,0.3025269492481139,3,7,3.8,2.1264570248953776,0,10,2.0,0.8682184080093067
9113,9215,1,5,1.8,0.6607416568448957,-1,1,-0.6,0.9051605121778536,1,9,2.6,1.2737879995249257,1,5,1.8,0.8100995199819393
9114,9216,0,2,0.4,0.19890140276457746,-1,5,0.2,0.5766608825031111,0,0,0.0,0.0,-1,3,-0.2,1.2400407618896303
9115,9217,2,4,2.4,0.35859037192475435,-1,5,0.2,1.0562852604992572,0,0,0.0,0.0,2,10,3.6,2.2637056294985505
9116,9218,-1,1,-0.6,0.4097235418687116,-3,5,-1.4,0.6795651358021139,0,8,1.6,2.0824113186916087,0,6,1.2,0.48229815548624455
9117,9219,2,4,2.4,0.18606110065195303,1,1,1.0,1.6482219441831605,0,0,0.0,0.0,0,0,0.0,0.0
9118,9220,-2,6,-0.4,0.4169149694363087,-1,1,-0.6,0.5564920519828747,0,10,2.0,2.383942782230723,-2,2,-1.2,0.5848803314910431
9119,9221,0,0,0.0,0.2843728833516153,0,2,0.4,0.5105300353409528,0,0,0.0,0.0,2,2,2.0,0.47582585830456514
9120,9222,0,2,0.4,0.3962788935022582,1,3,1.4,0.7150366512679247,0,10,2.0,2.613751822376994,2,8,3.2,0.9325366377690755
9121,9223,0,4,0.8,0.5573642253854373,1,1,1.0,0.49252277719507714,0,6,1.2,1.14882301781847,-1,3,-0.2,1.2581172764134383
9122,9224,0,0,0.0,0.5583597375745858,0,2,0.4,1.7691107664732433,0,0,0.0,0.0,0,0,0.0,0.0
9123,9225,-1,3,-0.2,0.24739776612131092,0,0,0.0,0.2830768414931578,0,18,3.6,1.3688534366053158,0,4,0.8,0.974169887091156
9124,9226,0,2,0.4,0.43120456032525895,0,0,0.0,0.536769088153595,1,1,1.0,0.6884935188153795,0,0,0.0,0.42176958313631846
9125,9227,0,4,0.8,0.5498637436547721,-2,6,-0.4,0.46288474414316294,0,10,2.0,2.5659236489808057,1,7,2.2,0.6993196615831335
9126,9228,0,6,1.2,0.3752251238662683,0,0,0.0,0.37763697322553336,3,9,4.2,2.1130105741814624,0,6,1.2,0.5420393695704274
9127,9229,1,3,1.4,0.3513458576409859,0,2,0.4,0.6794260424677219,0,0,0.0,0.0,1,7,2.2,0.7251840200559942
9128,9230,1,1,1.0,0.19484053724355108,1,1,1.0,0.6476400345815164,0,0,0.0,0.0,0,4,0.8,1.5959336992846063
9129,9231,-3,3,-1.8,0.613216088472811,-2,4,-0.8,0.4357203416168206,0,6,1.2,2.6457513110645903,-4,4,-2.4,0.8783367338575162
9130,9232,0,2,0.4,0.9378975035495718,-4,6,-2.0,1.0823684676904672,0,12,2.4,2.091895162577104,0,6,1.2,0.5818138625606261
9131,9233,-2,4,-0.8,0.26256400614680037,-1,1,-0.6,1.1809843360181822,0,6,1.2,1.5587576459230372,1,1,1.0,0.4360027087484095
9132,9234,1,1,1.0,0.4396409146871528,0,6,1.2,0.4536886762890902,-3,11,-0.2,1.7368936154149703,2,4,2.4,0.7563418344391413
9133,9235,2,4,2.4,0.2188900834534992,0,2,0.4,0.6037183104240337,0,0,0.0,0.0,4,4,4.0,1.5365590749582623
9134,9236,-1,1,-0.6,0.31874054868565044,-2,4,-0.8,0.6159385266930225,0,12,2.4,2.1457087301012643,0,2,0.4,0.39522747341775577
9135,9237,-1,3,-0.2,0.2925245022186204,0,4,0.8,0.4859770818011861,3,9,4.2,2.4539564694868607,0,8,1.6,1.2175250648231095
9136,9238,1,3,1.4,0.36596412228215947,0,2,0.4,0.533261609162385,-3,3,-1.8,2.645751311064591,0,0,0.0,0.5198001009546689
9137,9239,1,5,1.8,0.7685454927096668,1,1,1.0,0.6675711225054874,0,6,1.2,1.8306822871910824,-1,5,0.2,0.5503131773073442
9138,9240,0,8,1.6,1.0105463517619502,0,4,0.8,0.3317079578252824,3,11,4.6,1.9737591743273317,0,2,0.4,0.7026580498875254
9139,9241,1,3,1.4,0.18629468699848103,-1,3,-0.2,1.098230313224534,-3,9,-0.6,1.2872942639291707,-1,5,0.2,0.8201270454258709
9140,9242,1,5,1.8,0.5943065438074384,0,0,0.0,0.4038063310123496,-2,8,0.0,1.7704726206885477,1,5,1.8,1.163462975661621
9141,9243,-1,5,0.2,0.25198798998826355,-1,1,-0.6,0.6727606063329631,-3,7,-1.0,2.4926543724712165,-1,5,0.2,0.6086449588168316
9142,9244,0,0,0.0,0.10145986607167833,1,1,1.0,1.3330751183098402,0,0,0.0,0.0,0,10,2.0,1.2221867304916918
9143,9245,0,6,1.2,2.1529078526192813,0,0,0.0,0.29635217132841396,0,4,0.8,0.596118770356445,0,0,0.0,0.47144438795135757
9144,9246,1,5,1.8,0.5729113628759477,1,5,1.8,0.46595949527766867,3,3,3.0,2.6457513110645907,0,2,0.4,0.5347043923963751
9145,9247,0,6,1.2,0.23832742788749756,0,4,0.8,0.8687917757817626,0,12,2.4,2.0096404345084866,-1,5,0.2,0.7833043349141957
9146,9248,1,5,1.8,0.19201490669386567,0,4,0.8,0.6113509833652297,-2,8,0.0,2.3045222558660035,0,6,1.2,1.482910682632076
9147,9249,0,0,0.0,0.1945143506634317,0,2,0.4,0.42200543740451163,0,0,0.0,0.0,0,2,0.4,1.043656032166352
9148,9250,0,4,0.8,0.2322299292550356,-1,5,0.2,0.45663944366147424,0,0,0.0,0.0,3,7,3.8,1.6701359991831284
9149,9251,0,2,0.4,0.24971397389716662,-1,3,-0.2,0.8213667082665292,0,4,0.8,2.6457513110645903,-1,3,-0.2,2.0230303276939083
9150,9252,1,7,2.2,0.28017012568362115,-1,1,-0.6,0.3777216438670851,-2,2,-1.2,2.6457513110645903,2,8,3.2,1.9842059522352167
9151,9253,0,6,1.2,0.8414093613917598,0,2,0.4,0.39611622146523856,0,6,1.2,1.893055099065612,-1,1,-0.6,0.6179532575835036
9152,9254,1,3,1.4,0.31333198552911673,0,0,0.0,0.503250797277362,0,0,0.0,0.0,2,2,2.0,1.1120527370474422
9153,9255,0,0,0.0,0.1913307520732155,2,4,2.4,0.7305788571262115,0,6,1.2,1.3822667984703378,1,1,1.0,0.635278610980303
9154,9256,2,2,2.0,0.3711623134489046,0,2,0.4,0.5128900962633424,0,10,2.0,2.6241851862527517,3,5,3.4,0.809763283566546
9155,9257,-2,2,-1.2,0.558426064973664,-1,1,-0.6,0.4339287417841058,0,8,1.6,0.9501494199653053,0,16,3.2,0.9034158368879771
9156,9258,0,0,0.0,0.4817489699486035,0,0,0.0,0.438023905886538,-2,4,-0.8,1.7158207422842298,0,2,0.4,0.5080965941979627
9157,9259,1,3,1.4,0.5143323096303425,0,2,0.4,0.5430840269680244,0,16,3.2,1.6911765518581512,0,6,1.2,1.4838273248300147
9158,9260,1,3,1.4,0.19663771241757094,1,1,1.0,0.32630710982913713,0,0,0.0,0.0,1,1,1.0,0.36756204535179327
9159,9261,0,0,0.0,0.25989881218529864,1,3,1.4,0.7102027144177188,-1,7,0.6,0.8244054588568437,0,0,0.0,0.42189789193286936
9160,9262,2,6,2.8,0.3619639860575553,1,1,1.0,0.46028294608514403,0,6,1.2,1.861156725216462,0,4,0.8,0.6628436439377086
9161,9263,0,6,1.2,0.4668570914526722,1,3,1.4,0.516974405183494,0,0,0.0,0.0,0,6,1.2,1.253882043621767
9162,9264,0,8,1.6,0.40881199680270075,-1,5,0.2,0.5746740135706456,0,4,0.8,2.6457513110645903,0,4,0.8,0.6501689093864386
9163,9265,-1,3,-0.2,0.19779691094535287,1,3,1.4,0.635984520768138,-3,3,-1.8,1.7947007704803304,2,4,2.4,0.5433626627685305
9164,9266,1,5,1.8,0.32305189147368474,1,3,1.4,0.4822565091684367,0,0,0.0,0.0,-1,7,0.6,1.0654725736426673
9165,9267,2,4,2.4,0.35639895566055035,0,4,0.8,0.7921375272141885,3,15,5.4,1.2143191074681172,0,2,0.4,0.3744309734528717
9166,9268,1,3,1.4,0.28660128720648714,1,3,1.4,0.5566872589821673,0,0,0.0,0.0,3,7,3.8,0.9158458054350648
9167,9269,-3,3,-1.8,0.6499733791374143,-1,1,-0.6,0.6244330922323189,0,6,1.2,2.1741017686666337,-1,3,-0.2,0.5668141052658725
9168,9270,-2,2,-1.2,0.5853686037648388,-1,1,-0.6,0.20672557275438283,0,0,0.0,0.0,1,5,1.8,0.7880173706053808
9169,9271,0,4,0.8,0.1455327149606923,1,5,1.8,0.969263524964188,0,0,0.0,0.0,0,10,2.0,1.7753894346173025
9170,9272,-3,3,-1.8,1.2779311731835485,2,4,2.4,1.097472539382173,0,0,0.0,0.0,2,10,3.6,0.9640667602746371
