,°í°´¹øÈ£,¼±_ÃÑ±¸¸Å¾×1,¼±_ÃÑ±¸¸Å¾×2,¼±_ÃÑ±¸¸Å¾×3,¼±_ÃÑ±¸¸Å¾×4,¼±_ÃÑ±¸¸Å¾×5,¼±_ÃÑ±¸¸Å¾×6,¼±_ÃÑ±¸¸Å¾×7,¼±_ÃÑ±¸¸Å¾×8,¼±_ÃÑ±¸¸ÅÈ½¼ö1,¼±_ÃÑ±¸¸ÅÈ½¼ö2,¼±_ÃÑ±¸¸ÅÈ½¼ö3,¼±_ÃÑ±¸¸ÅÈ½¼ö4,¼±_ÃÑ±¸¸ÅÈ½¼ö5,¼±_ÃÑ±¸¸ÅÈ½¼ö6,¼±_ÃÑ±¸¸ÅÈ½¼ö7,¼±_ÃÑ±¸¸ÅÈ½¼ö8
7385,7461,255066.0,2810364.0,1489234.0,3537501.0,827513.0,2124029.0,583386.0,615530.0,7.0,24.0,16.0,19.0,13.0,13.0,10.0,9.0
7386,7462,7956053.0,3150345.0,4140804.0,3796915.0,22429329.0,2851258.0,1306672.0,1539876.0,62.0,41.0,48.0,25.0,100.0,36.0,18.0,24.0
7387,7463,702812.0,255409.0,172183.0,336463.0,250270.0,238811.0,185130.0,107023.0,6.0,13.0,10.0,11.0,9.0,7.0,7.0,4.0
7388,7464,5116466.0,4831927.0,4641152.0,3082136.0,2887414.0,10627866.0,5651754.0,9991831.0,35.0,43.0,18.0,20.0,26.0,67.0,31.0,63.0
7389,7465,1625336.0,2611506.0,3890946.0,4459629.0,1283059.0,2350807.0,1741655.0,2004831.0,14.0,36.0,46.0,51.0,18.0,26.0,24.0,22.0
7390,7466,148592.0,893085.0,259178.0,824972.0,359760.0,1046603.0,1955020.0,669088.0,3.0,15.0,4.0,13.0,6.0,12.0,19.0,8.0
7391,7467,51240.0,48106.0,123239.0,179096.0,50265.0,1448.0,511532.0,83780.0,3.0,4.0,6.0,10.0,4.0,1.0,14.0,7.0
7392,7468,1510376.0,1423248.0,1570231.0,2463232.0,2937638.0,2638182.0,2258571.0,2778765.0,17.0,15.0,30.0,30.0,34.0,47.0,36.0,38.0
7393,7469,233712.0,631030.0,250186.0,332697.0,571983.0,452259.0,124718.0,421282.0,15.0,16.0,13.0,11.0,19.0,26.0,11.0,16.0
7394,7470,7057448.0,6544159.0,14285159.0,5176772.0,9175918.0,4673113.0,6677884.0,3736025.0,43.0,43.0,52.0,47.0,32.0,37.0,35.0,34.0
7395,7471,10940797.0,5174294.0,4127390.0,8745853.0,5002586.0,4367886.0,9994571.0,11676268.0,42.0,60.0,33.0,45.0,37.0,33.0,48.0,43.0
7396,7472,520269.0,1318141.0,1221773.0,12546594.0,2488018.0,3111247.0,1614789.0,7297174.0,16.0,29.0,25.0,42.0,14.0,39.0,28.0,45.0
7397,7473,1727993.0,1299762.0,3419344.0,753678.0,510471.0,898396.0,1354526.0,1749865.0,28.0,14.0,18.0,14.0,11.0,13.0,18.0,22.0
7398,7474,461039.0,309334.0,632221.0,356418.0,308363.0,2472681.0,702001.0,269387.0,14.0,8.0,10.0,25.0,16.0,22.0,18.0,7.0
7399,7475,149378.0,497222.0,109478.0,410607.0,171213.0,45671.0,275702.0,334048.0,8.0,8.0,5.0,12.0,12.0,3.0,6.0,7.0
7400,7476,3344330.0,1956073.0,1531207.0,1639495.0,846303.0,1305188.0,1356396.0,1013645.0,25.0,26.0,24.0,29.0,15.0,31.0,17.0,28.0
7401,7477,1234889.0,2858128.0,8141568.0,1449353.0,2434711.0,1926006.0,1304590.0,650257.0,32.0,30.0,49.0,26.0,30.0,36.0,17.0,14.0
7402,7478,3107844.0,3625902.0,3272016.0,4280536.0,5284157.0,3441861.0,3905873.0,6904486.0,26.0,43.0,31.0,40.0,50.0,33.0,34.0,45.0
7403,7479,2250200.0,4071192.0,4514567.0,5882280.0,4728701.0,8013732.0,1657977.0,2194950.0,19.0,26.0,27.0,48.0,13.0,20.0,11.0,22.0
7404,7480,11551749.0,10892211.0,2556678.0,7696488.0,2710629.0,2991283.0,1457934.0,2679168.0,14.0,18.0,24.0,41.0,17.0,19.0,20.0,31.0
7405,7481,1074788.0,877519.0,1263556.0,764789.0,1461786.0,1629860.0,630902.0,532833.0,16.0,17.0,15.0,13.0,21.0,30.0,9.0,16.0
7406,7482,248966.0,99918.0,687602.0,330080.0,237365.0,737501.0,610979.0,465834.0,2.0,2.0,7.0,7.0,5.0,17.0,9.0,14.0
7407,7483,3560862.0,8381184.0,10688011.0,9316151.0,11971256.0,8657294.0,2605420.0,3391482.0,21.0,45.0,37.0,35.0,29.0,30.0,23.0,23.0
7408,7484,501623.0,8756.0,249462.0,561882.0,363340.0,161839.0,89907.0,123340.0,3.0,1.0,6.0,14.0,6.0,12.0,6.0,9.0
7409,7485,3074976.0,288775.0,125069.0,72907.0,91354.0,133047.0,188259.0,329379.0,6.0,12.0,10.0,16.0,14.0,17.0,17.0,17.0
7410,7486,3091804.0,2322546.0,4482389.0,1192573.0,2381352.0,2308911.0,2346847.0,385391.0,12.0,14.0,20.0,20.0,20.0,15.0,15.0,7.0
7411,7487,422161.0,584388.0,203026.0,428004.0,55826.0,763937.0,968715.0,295998.0,17.0,11.0,11.0,11.0,3.0,13.0,17.0,12.0
7412,7488,4617298.0,5486559.0,2722172.0,3111395.0,2833529.0,3357004.0,1378121.0,4876041.0,26.0,33.0,18.0,28.0,26.0,26.0,17.0,27.0
7413,7489,246997.0,28842.0,99219.0,200691.0,51074.0,114848.0,113975.0,24705.0,10.0,1.0,5.0,10.0,2.0,3.0,3.0,1.0
7414,7490,4056584.0,516898.0,2074541.0,2569963.0,2050526.0,2139714.0,364561.0,260761.0,28.0,7.0,24.0,22.0,25.0,24.0,5.0,5.0
7415,7492,2780085.0,2230548.0,1194094.0,5877100.0,563051.0,366043.0,1993370.0,2560304.0,32.0,20.0,22.0,25.0,8.0,16.0,21.0,30.0
7416,7493,4407777.0,8154361.0,24200472.0,12428652.0,9974142.0,21751121.0,7903109.0,28985232.0,26.0,40.0,41.0,34.0,35.0,62.0,31.0,59.0
7417,7494,218363.0,644319.0,133771.0,65450.0,49455.0,598581.0,283361.0,64200.0,6.0,14.0,5.0,7.0,2.0,8.0,8.0,4.0
7418,7495,1375080.0,1120117.0,964292.0,864133.0,1134337.0,1338067.0,1291336.0,796815.0,16.0,17.0,20.0,21.0,16.0,28.0,39.0,22.0
7419,7496,248474.0,218172.0,216471.0,371319.0,87867.0,104876.0,122196.0,524248.0,5.0,9.0,7.0,17.0,5.0,8.0,4.0,23.0
7420,7497,467328.0,593329.0,2560598.0,333958.0,1033304.0,586568.0,521219.0,406350.0,7.0,16.0,8.0,8.0,20.0,15.0,10.0,10.0
7421,7498,407301.0,210550.0,112868.0,1142953.0,214408.0,373784.0,931931.0,528341.0,4.0,8.0,3.0,13.0,3.0,8.0,13.0,15.0
7422,7499,1503241.0,1523034.0,864303.0,577641.0,565094.0,1431134.0,404868.0,841689.0,14.0,22.0,13.0,14.0,19.0,31.0,10.0,27.0
7423,7500,637343.0,2131474.0,1157772.0,5790668.0,2542491.0,2851579.0,4845930.0,6070591.0,7.0,23.0,8.0,29.0,31.0,42.0,59.0,37.0
7424,7501,1356964.0,766590.0,938362.0,931489.0,516045.0,1013823.0,274068.0,359602.0,13.0,14.0,19.0,22.0,6.0,18.0,10.0,13.0
7425,7502,442231.0,341474.0,418142.0,340512.0,133297.0,22090.0,68137.0,22391.0,28.0,20.0,24.0,19.0,13.0,3.0,6.0,2.0
7426,7503,64358.0,28121.0,332503.0,437442.0,160473.0,211251.0,148437.0,177558.0,5.0,2.0,11.0,18.0,9.0,7.0,7.0,8.0
7427,7504,3879833.0,2242191.0,5341385.0,6471659.0,3849200.0,6893101.0,6031748.0,4711375.0,36.0,31.0,53.0,33.0,49.0,60.0,57.0,48.0
7428,7505,64259.0,344718.0,553359.0,429461.0,149660.0,162919.0,375215.0,219888.0,3.0,12.0,17.0,28.0,8.0,13.0,23.0,7.0
7429,7506,88171.0,1106178.0,3497005.0,3393896.0,7022920.0,4968912.0,3069368.0,1072622.0,1.0,14.0,28.0,32.0,31.0,31.0,32.0,18.0
7430,7507,98307.0,614581.0,190485.0,160163.0,160907.0,112489.0,58485.0,16442.0,4.0,15.0,7.0,4.0,7.0,4.0,2.0,1.0
7431,7508,2251373.0,1408106.0,464577.0,287185.0,314896.0,5597252.0,4266549.0,476119.0,18.0,21.0,5.0,10.0,9.0,29.0,15.0,19.0
7432,7509,6155797.0,3867636.0,2190336.0,15286555.0,7403900.0,8274824.0,5691476.0,10929041.0,24.0,29.0,10.0,36.0,33.0,31.0,22.0,65.0
7433,7510,546495.0,61393.0,202010.0,246718.0,175977.0,759614.0,995810.0,257374.0,7.0,1.0,3.0,4.0,3.0,8.0,10.0,3.0
7434,7511,271992.0,377548.0,523835.0,320325.0,206995.0,211358.0,252840.0,315457.0,9.0,22.0,22.0,9.0,14.0,11.0,10.0,16.0
7435,7512,4223378.0,2082109.0,2543347.0,380098.0,371937.0,965266.0,4061282.0,6045409.0,25.0,40.0,37.0,7.0,9.0,22.0,49.0,53.0
7436,7513,2835555.0,2210821.0,7312706.0,6827043.0,6440282.0,4588867.0,3344450.0,8102112.0,18.0,14.0,34.0,36.0,33.0,27.0,23.0,38.0
7437,7514,6792422.0,3088538.0,2626238.0,8688692.0,4002454.0,4846252.0,7123332.0,20779036.0,27.0,34.0,26.0,66.0,43.0,25.0,26.0,42.0
7438,7515,130091.0,28327.0,16495.0,95068.0,14159.0,61874.0,39756.0,0.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,0.0
7439,7516,2363997.0,5958667.0,4675687.0,5864201.0,2100426.0,6865167.0,16505076.0,9736626.0,23.0,39.0,41.0,49.0,22.0,55.0,73.0,74.0
7440,7517,4896768.0,3782196.0,5328175.0,6784121.0,30071073.0,9747575.0,10488007.0,10956950.0,27.0,14.0,17.0,25.0,67.0,27.0,26.0,38.0
7441,7518,8545176.0,9728533.0,9202306.0,6119090.0,6261806.0,4170186.0,7589183.0,5781598.0,58.0,76.0,60.0,58.0,51.0,36.0,57.0,52.0
7442,7519,1295676.0,3674339.0,4015905.0,8513769.0,2387136.0,5477387.0,3421833.0,3991158.0,6.0,15.0,15.0,13.0,8.0,13.0,16.0,17.0
7443,7520,2849135.0,1876012.0,1249682.0,1110867.0,2222406.0,2390034.0,949321.0,1103854.0,26.0,26.0,12.0,18.0,18.0,23.0,13.0,14.0
7444,7521,4174462.0,3209718.0,1562796.0,4615450.0,4546451.0,5042683.0,6169234.0,1670569.0,32.0,26.0,14.0,28.0,25.0,49.0,32.0,19.0
7445,7522,1139851.0,5060358.0,4105093.0,7998666.0,6477457.0,6270490.0,3305866.0,2581282.0,12.0,38.0,21.0,37.0,30.0,39.0,22.0,15.0
7446,7523,1278620.0,2041023.0,1239796.0,2967182.0,2480346.0,4667219.0,1947271.0,3445061.0,24.0,21.0,15.0,51.0,40.0,40.0,32.0,58.0
7447,7524,20546.0,42564.0,32415.0,20405.0,58031.0,24352.0,94704.0,119705.0,4.0,7.0,8.0,7.0,6.0,5.0,9.0,5.0
7448,7525,902900.0,505742.0,657831.0,781037.0,667193.0,179188.0,1020925.0,390975.0,21.0,25.0,20.0,20.0,29.0,8.0,8.0,5.0
7449,7526,1424007.0,1293487.0,1106546.0,1128719.0,2284232.0,2963203.0,2238899.0,1764034.0,16.0,25.0,19.0,18.0,11.0,36.0,27.0,21.0
7450,7527,726340.0,401454.0,746296.0,373392.0,572955.0,826935.0,899746.0,423440.0,21.0,15.0,14.0,19.0,29.0,17.0,20.0,14.0
7451,7528,28537.0,15451.0,0.0,15962.0,12541.0,85786.0,40544.0,74361.0,2.0,1.0,0.0,3.0,2.0,4.0,2.0,3.0
7452,7529,9644.0,111167.0,248558.0,282014.0,10114.0,38711.0,86269.0,1992555.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,9.0
7453,7530,1852999.0,5357795.0,2267943.0,1686177.0,7859871.0,3064534.0,1362364.0,1971940.0,19.0,32.0,13.0,22.0,32.0,34.0,15.0,22.0
7454,7531,7636523.0,9600705.0,8424613.0,9946986.0,4603596.0,8812980.0,7171600.0,7844220.0,40.0,66.0,56.0,47.0,37.0,48.0,34.0,49.0
7455,7532,153562.0,668331.0,622016.0,153849.0,55320.0,97689.0,142806.0,494173.0,9.0,12.0,8.0,11.0,5.0,8.0,7.0,10.0
7456,7533,43100.0,40483.0,185333.0,63853.0,279439.0,207658.0,1494123.0,277864.0,7.0,5.0,6.0,6.0,9.0,6.0,15.0,6.0
7457,7534,3091250.0,2840380.0,3660354.0,7262402.0,8731171.0,7956460.0,5256379.0,8128341.0,25.0,31.0,24.0,31.0,54.0,56.0,42.0,49.0
7458,7535,11265593.0,14738430.0,4185047.0,18079585.0,2476823.0,22468608.0,6004784.0,15073375.0,32.0,45.0,20.0,64.0,14.0,32.0,29.0,51.0
7459,7536,249951.0,276064.0,304992.0,549752.0,607420.0,950414.0,1071719.0,624717.0,5.0,8.0,12.0,24.0,22.0,32.0,49.0,26.0
7460,7537,13285.0,1442.0,0.0,2918.0,0.0,5238855.0,252162.0,57630.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0
7461,7538,3246395.0,4245273.0,2605396.0,3750544.0,6590064.0,8154880.0,3687746.0,3325565.0,22.0,59.0,31.0,45.0,64.0,75.0,33.0,43.0
7462,7539,604102.0,1704350.0,735325.0,1152753.0,535282.0,1580135.0,1226214.0,2453348.0,18.0,36.0,15.0,35.0,15.0,32.0,29.0,40.0
7463,7540,659513.0,485891.0,962348.0,500618.0,674878.0,1748717.0,266016.0,554902.0,10.0,13.0,21.0,21.0,12.0,48.0,9.0,21.0
7464,7541,1396473.0,237332.0,143485.0,748490.0,709973.0,353282.0,362983.0,71717.0,19.0,5.0,4.0,18.0,11.0,14.0,8.0,4.0
7465,7542,2115816.0,3032319.0,2012450.0,3128352.0,1992172.0,3089523.0,2263415.0,2144359.0,20.0,40.0,33.0,41.0,23.0,38.0,30.0,35.0
7466,7543,4094065.0,5554640.0,5366521.0,4877653.0,7998153.0,3403192.0,5095534.0,2295106.0,29.0,33.0,45.0,36.0,52.0,22.0,29.0,16.0
7467,7544,22075117.0,10113842.0,7563773.0,17715537.0,17391111.0,10261450.0,14001692.0,13599276.0,45.0,53.0,34.0,45.0,38.0,62.0,42.0,47.0
7468,7545,354062.0,163270.0,76036.0,301855.0,218452.0,231947.0,182472.0,250764.0,15.0,9.0,6.0,16.0,9.0,19.0,11.0,15.0
7469,7546,18697.0,200867.0,22596.0,22880.0,341029.0,162673.0,2636165.0,2348993.0,2.0,2.0,2.0,2.0,4.0,7.0,26.0,24.0
7470,7547,4451877.0,3669901.0,985817.0,5010186.0,6294623.0,3202761.0,6533827.0,4935250.0,31.0,35.0,12.0,33.0,39.0,33.0,58.0,37.0
7471,7548,1395304.0,1010411.0,2008628.0,5949995.0,5739753.0,7831912.0,8035871.0,128057.0,18.0,14.0,21.0,35.0,54.0,52.0,42.0,8.0
7472,7549,1262957.0,3062364.0,11391926.0,4457798.0,2051000.0,3850988.0,8554846.0,13118081.0,11.0,7.0,16.0,17.0,8.0,15.0,29.0,36.0
7473,7550,58059.0,0.0,669299.0,1566889.0,749515.0,737664.0,1076483.0,2459042.0,1.0,0.0,5.0,39.0,9.0,12.0,19.0,21.0
7474,7551,0.0,323447.0,0.0,0.0,0.0,1080062.0,1418598.0,573698.0,0.0,2.0,0.0,0.0,0.0,8.0,9.0,4.0
7475,7552,394459.0,440878.0,37057.0,136838.0,796344.0,478265.0,629447.0,1627588.0,10.0,13.0,2.0,8.0,15.0,15.0,11.0,23.0
7476,7553,205529.0,305822.0,153316.0,16762.0,105080.0,189417.0,112715.0,16607.0,13.0,12.0,7.0,3.0,2.0,14.0,6.0,3.0
7477,7554,2247437.0,3285151.0,3728249.0,1915745.0,3500831.0,4839899.0,1780623.0,1730695.0,21.0,33.0,34.0,23.0,23.0,45.0,26.0,27.0
7478,7555,5673494.0,927491.0,837865.0,337770.0,568786.0,1126654.0,564554.0,696089.0,12.0,22.0,21.0,14.0,12.0,24.0,17.0,18.0
7479,7556,460834.0,516786.0,411477.0,346493.0,333803.0,32621.0,39644.0,30984.0,21.0,27.0,30.0,51.0,41.0,4.0,4.0,4.0
7480,7557,9693289.0,6827693.0,3692687.0,19859231.0,6684381.0,4102123.0,3238552.0,15573564.0,38.0,51.0,44.0,58.0,36.0,51.0,42.0,64.0
7481,7558,5000457.0,2953947.0,6540690.0,5155267.0,13929259.0,4668604.0,4688829.0,3329245.0,30.0,28.0,22.0,21.0,44.0,40.0,47.0,28.0
7482,7559,14362886.0,1616917.0,7282656.0,7401730.0,11419573.0,1259035.0,8133232.0,3141603.0,54.0,15.0,26.0,27.0,54.0,11.0,24.0,12.0
7483,7560,162035.0,175703.0,48694.0,93553.0,74214.0,338087.0,1692610.0,1971914.0,9.0,12.0,5.0,7.0,6.0,12.0,12.0,12.0
7484,7561,1629948.0,7972280.0,4387058.0,9263271.0,5304969.0,3794907.0,8792804.0,6014061.0,19.0,31.0,19.0,26.0,23.0,28.0,51.0,32.0
7485,7562,4445587.0,2366293.0,1876769.0,2752261.0,1167864.0,2730286.0,965571.0,2558617.0,14.0,12.0,16.0,20.0,11.0,14.0,6.0,16.0
7486,7563,1450105.0,1439432.0,999123.0,1554385.0,249653.0,1408540.0,1563814.0,1521351.0,11.0,20.0,7.0,18.0,15.0,21.0,19.0,10.0
7487,7564,208363.0,574881.0,275978.0,344094.0,398363.0,437235.0,258942.0,440765.0,11.0,15.0,8.0,7.0,3.0,5.0,12.0,4.0
7488,7565,0.0,1452319.0,119297.0,724794.0,254610.0,377314.0,173743.0,492134.0,0.0,16.0,6.0,13.0,13.0,15.0,11.0,14.0
7489,7566,227121.0,240216.0,5412.0,382226.0,0.0,0.0,0.0,16442.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0
7490,7567,594963.0,1368016.0,1130485.0,792745.0,274079.0,539096.0,1313524.0,429811.0,13.0,30.0,30.0,25.0,11.0,16.0,21.0,14.0
7491,7568,244046.0,101257.0,29036.0,538575.0,104877.0,26594.0,0.0,18012.0,4.0,5.0,2.0,6.0,5.0,1.0,0.0,2.0
7492,7569,48514.0,198292.0,109590.0,106775.0,230974.0,253716.0,463782.0,294554.0,4.0,6.0,6.0,6.0,8.0,5.0,15.0,16.0
7493,7570,17908713.0,4909062.0,5149066.0,3043398.0,7192397.0,17260683.0,5229758.0,9428948.0,37.0,38.0,41.0,38.0,40.0,78.0,45.0,77.0
7494,7571,11907.0,6273.0,0.0,424254.0,0.0,0.0,0.0,26440.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0
7495,7572,52942.0,1172393.0,391140.0,840500.0,105687.0,0.0,127040.0,77831.0,3.0,6.0,10.0,10.0,5.0,0.0,4.0,6.0
7496,7573,7300029.0,3260944.0,6591699.0,2725140.0,9636501.0,1731099.0,3326913.0,3436384.0,23.0,28.0,34.0,23.0,48.0,22.0,30.0,35.0
7497,7574,1533158.0,484119.0,16947.0,88684.0,323018.0,96811.0,56120.0,37156.0,3.0,9.0,1.0,1.0,9.0,4.0,3.0,3.0
7498,7575,92304.0,22023.0,1582.0,151436.0,115750.0,153710.0,76471.0,17268.0,2.0,2.0,1.0,6.0,5.0,8.0,2.0,1.0
7499,7576,4372048.0,4311747.0,5693986.0,7653429.0,3964276.0,2399192.0,3577411.0,2519455.0,28.0,30.0,33.0,55.0,35.0,16.0,26.0,20.0
7500,7577,0.0,0.0,25872.0,339738.0,19519.0,10713.0,38991.0,31677.0,0.0,0.0,2.0,4.0,4.0,3.0,3.0,3.0
7501,7578,8187107.0,3434875.0,1953122.0,3694523.0,2146334.0,2294755.0,9098241.0,2791857.0,20.0,22.0,12.0,18.0,17.0,14.0,11.0,23.0
7502,7579,2339454.0,2293137.0,727756.0,3044243.0,1007615.0,1407091.0,1315591.0,1416957.0,13.0,22.0,12.0,19.0,14.0,13.0,20.0,21.0
7503,7580,1626741.0,2886580.0,7276420.0,1905668.0,4046468.0,1229126.0,5750989.0,2206632.0,19.0,25.0,23.0,11.0,24.0,15.0,56.0,15.0
7504,7581,528831.0,240813.0,490663.0,2038411.0,1768560.0,1979174.0,2698749.0,1151991.0,16.0,4.0,11.0,7.0,22.0,18.0,25.0,9.0
7505,7582,1889711.0,1593849.0,4969661.0,2863451.0,1103431.0,1580241.0,3143925.0,2259885.0,14.0,32.0,40.0,40.0,17.0,30.0,36.0,42.0
7506,7583,5052582.0,2172391.0,2948158.0,3674739.0,4264962.0,3036988.0,9893123.0,1905923.0,29.0,23.0,35.0,27.0,27.0,29.0,24.0,23.0
7507,7584,717967.0,982088.0,1202894.0,1084378.0,3956056.0,1132798.0,1078104.0,1540806.0,11.0,28.0,11.0,10.0,19.0,15.0,14.0,24.0
7508,7585,741291.0,288323.0,266408.0,431179.0,384315.0,761363.0,796525.0,690453.0,24.0,18.0,11.0,20.0,10.0,22.0,21.0,17.0
7509,7586,1551472.0,2098433.0,813574.0,871539.0,957858.0,1059141.0,935186.0,500907.0,26.0,30.0,19.0,23.0,19.0,21.0,24.0,16.0
7510,7587,723802.0,1460147.0,102633.0,397834.0,240703.0,203798.0,806380.0,786166.0,19.0,20.0,4.0,11.0,2.0,7.0,6.0,12.0
7511,7588,1602753.0,1294820.0,1921815.0,1775774.0,999727.0,1764908.0,1071877.0,4693028.0,19.0,25.0,26.0,29.0,12.0,33.0,21.0,11.0
7512,7589,283212.0,775243.0,978753.0,686856.0,1832176.0,1030625.0,506016.0,1162847.0,12.0,13.0,12.0,17.0,22.0,26.0,13.0,24.0
7513,7590,200433.0,140484.0,503872.0,17719.0,19206.0,74399.0,50669.0,6527.0,6.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0
7514,7591,108246.0,394184.0,92644.0,24654.0,29633.0,50292.0,103050.0,131619.0,5.0,8.0,10.0,4.0,4.0,6.0,4.0,11.0
7515,7592,19082.0,13566.0,26980.0,7076.0,46512.0,47612.0,12051.0,35025.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
7516,7593,8110151.0,5683068.0,14300875.0,18009256.0,12133491.0,4764629.0,8301869.0,5996943.0,42.0,48.0,70.0,92.0,29.0,58.0,59.0,31.0
7517,7594,13612219.0,7992152.0,5070842.0,8233468.0,1773980.0,6229729.0,4442592.0,4572086.0,62.0,50.0,26.0,56.0,21.0,35.0,42.0,39.0
7518,7595,190906.0,70046.0,505352.0,0.0,0.0,0.0,0.0,234652.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0
7519,7596,7508046.0,5101014.0,3343837.0,3355148.0,3445696.0,3980785.0,2116148.0,6217611.0,26.0,33.0,22.0,28.0,32.0,19.0,15.0,24.0
7520,7597,29423.0,7190.0,34233.0,69750.0,86775.0,55365.0,204299.0,89482.0,4.0,2.0,4.0,9.0,4.0,5.0,8.0,7.0
7521,7598,0.0,10301.0,0.0,12850.0,3487895.0,6464435.0,179183.0,0.0,0.0,1.0,0.0,2.0,14.0,43.0,3.0,0.0
7522,7599,498324.0,278124.0,449619.0,72100.0,163333.0,205243.0,248220.0,115261.0,15.0,12.0,11.0,4.0,8.0,10.0,10.0,5.0
7523,7600,1163153.0,6546508.0,666418.0,1877077.0,279884.0,709407.0,0.0,0.0,12.0,8.0,12.0,17.0,9.0,6.0,0.0,0.0
7524,7601,2106280.0,1192111.0,1408976.0,3674170.0,1462667.0,1210029.0,635926.0,1189041.0,19.0,13.0,20.0,20.0,17.0,10.0,12.0,16.0
7525,7602,47136.0,299755.0,2018289.0,31483.0,348108.0,779591.0,108906.0,112037.0,3.0,3.0,6.0,2.0,4.0,5.0,3.0,6.0
7526,7603,6259655.0,25743239.0,13134338.0,22425254.0,17779723.0,17449943.0,7524899.0,10094565.0,27.0,110.0,32.0,81.0,59.0,67.0,36.0,54.0
7527,7604,593187.0,475282.0,272171.0,106509.0,157772.0,318174.0,136839.0,157646.0,20.0,18.0,6.0,8.0,9.0,9.0,11.0,10.0
7528,7605,402086.0,2329277.0,1523318.0,482970.0,534907.0,2221727.0,873612.0,926451.0,9.0,41.0,36.0,17.0,11.0,54.0,28.0,14.0
7529,7606,0.0,0.0,15783.0,0.0,15170.0,41682.0,512434.0,120631.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,1.0
7530,7607,227711.0,120612.0,404177.0,209472.0,58355.0,37639.0,355666.0,862453.0,5.0,3.0,10.0,7.0,2.0,1.0,12.0,11.0
7531,7608,364483.0,111558.0,106654.0,373694.0,678368.0,76030.0,359829.0,1032403.0,12.0,6.0,7.0,12.0,6.0,9.0,19.0,26.0
7532,7609,1428493.0,1156990.0,288170.0,112717.0,1215400.0,1341907.0,1579639.0,351052.0,18.0,20.0,6.0,2.0,20.0,24.0,26.0,11.0
7533,7610,8255455.0,18748975.0,12157211.0,11287712.0,9617904.0,6961294.0,11647761.0,15766116.0,31.0,65.0,43.0,63.0,38.0,75.0,37.0,62.0
7534,7611,1944177.0,2125436.0,937674.0,1280412.0,1695084.0,1440895.0,744213.0,1401260.0,26.0,32.0,22.0,23.0,21.0,24.0,13.0,23.0
7535,7612,866677.0,237231.0,422096.0,437031.0,1029359.0,1441762.0,601631.0,498162.0,24.0,13.0,13.0,14.0,16.0,25.0,14.0,20.0
7536,7613,2385262.0,4000714.0,720274.0,4445904.0,1581650.0,2061844.0,1169196.0,927832.0,19.0,49.0,9.0,33.0,27.0,27.0,19.0,15.0
7537,7614,427758.0,567578.0,667976.0,620412.0,842156.0,1858898.0,1103319.0,274204.0,13.0,16.0,19.0,22.0,16.0,39.0,30.0,17.0
7538,7615,4744289.0,6379779.0,4474336.0,4618216.0,8009037.0,367298.0,999811.0,1937692.0,29.0,39.0,13.0,19.0,36.0,11.0,11.0,22.0
7539,7616,2021003.0,1026791.0,2653977.0,2543802.0,1397189.0,1855525.0,728220.0,5370653.0,20.0,17.0,18.0,23.0,14.0,18.0,10.0,33.0
7540,7617,2890062.0,5400413.0,7007277.0,6484639.0,6392148.0,6812881.0,7681566.0,10779261.0,20.0,56.0,64.0,63.0,47.0,66.0,57.0,83.0
7541,7618,2976413.0,2808724.0,2197760.0,4437699.0,3296821.0,3309736.0,2012917.0,1284190.0,35.0,31.0,20.0,48.0,34.0,27.0,19.0,26.0
7542,7619,4614853.0,8394308.0,7207185.0,4509263.0,4315579.0,13614171.0,7119413.0,4984146.0,30.0,37.0,39.0,30.0,37.0,49.0,28.0,36.0
7543,7620,1378562.0,287961.0,1351308.0,9667.0,491339.0,85883.0,136105.0,231098.0,18.0,4.0,11.0,1.0,9.0,2.0,2.0,2.0
7544,7621,0.0,456226.0,54909.0,0.0,311093.0,11689.0,0.0,24192.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,2.0
7545,7622,607951.0,780703.0,236018.0,1011406.0,338300.0,814767.0,1793089.0,1933455.0,17.0,18.0,6.0,14.0,10.0,11.0,32.0,28.0
7546,7623,3368017.0,6939536.0,5292193.0,11940130.0,7853314.0,5338260.0,3051527.0,3455837.0,25.0,59.0,40.0,58.0,43.0,47.0,34.0,30.0
7547,7624,17605.0,50268.0,290134.0,161227.0,30189.0,153130.0,64308.0,230024.0,2.0,2.0,6.0,3.0,2.0,5.0,3.0,5.0
7548,7625,8454070.0,7750110.0,9493328.0,9289326.0,8708744.0,7357253.0,7466897.0,2318653.0,45.0,58.0,48.0,46.0,43.0,40.0,51.0,26.0
7549,7626,2273167.0,2352665.0,1603367.0,2378138.0,1027183.0,2531860.0,393842.0,2952562.0,17.0,32.0,19.0,24.0,13.0,39.0,10.0,15.0
