,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8,±â_ÃÑ±¸¸ÅÈ½¼ö1,±â_ÃÑ±¸¸ÅÈ½¼ö2,±â_ÃÑ±¸¸ÅÈ½¼ö3,±â_ÃÑ±¸¸ÅÈ½¼ö4,±â_ÃÑ±¸¸ÅÈ½¼ö5,±â_ÃÑ±¸¸ÅÈ½¼ö6,±â_ÃÑ±¸¸ÅÈ½¼ö7,±â_ÃÑ±¸¸ÅÈ½¼ö8
10504,10640,0.0,30697.0,0.0,0.0,40252.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10505,10641,501867.0,463177.0,287717.0,1016577.0,1137645.0,766498.0,1122365.0,935428.0,9.0,9.0,5.0,30.0,29.0,25.0,50.0,42.0
10506,10642,374129.0,135615.0,226245.0,511876.0,263460.0,583675.0,230985.0,57422.0,24.0,16.0,10.0,37.0,26.0,25.0,25.0,5.0
10507,10643,489115.0,60466.0,183933.0,90438.0,250310.0,415746.0,105189.0,42799.0,6.0,4.0,7.0,6.0,4.0,10.0,6.0,4.0
10508,10644,23607.0,0.0,253393.0,118127.0,426438.0,0.0,60816.0,93861.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0
10509,10645,3444.0,0.0,15817.0,62078.0,10114.0,90505.0,3379.0,12807.0,1.0,0.0,1.0,6.0,1.0,6.0,1.0,3.0
10510,10646,0.0,0.0,0.0,7981.0,59670.0,96436.0,19709.0,4131.0,0.0,0.0,0.0,2.0,3.0,8.0,3.0,1.0
10511,10647,0.0,0.0,84736.0,35296.0,39443.0,63055.0,36490.0,139881.0,0.0,0.0,1.0,7.0,3.0,4.0,1.0,5.0
10512,10648,20960.0,0.0,0.0,0.0,8799.0,0.0,35476.0,14790.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0
10513,10649,0.0,0.0,0.0,0.0,0.0,6434.0,0.0,84623.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
10514,10650,79905.0,13391.0,16947.0,116964.0,38623.0,60986.0,19709.0,66678.0,8.0,2.0,1.0,9.0,8.0,9.0,4.0,8.0
10515,10651,31489.0,146808.0,49260.0,21053.0,851936.0,0.0,27277.0,19830.0,3.0,5.0,2.0,1.0,7.0,0.0,2.0,1.0
10516,10652,0.0,0.0,33894.0,4434.0,0.0,0.0,0.0,200361.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0
10517,10653,63767.0,67265.0,0.0,45094.0,72415.0,97796.0,138523.0,130459.0,1.0,1.0,0.0,5.0,11.0,5.0,12.0,18.0
10518,10654,0.0,50372.0,15252.0,0.0,0.0,201814.0,42706.0,14872.0,0.0,3.0,1.0,0.0,0.0,3.0,10.0,2.0
10519,10655,63472.0,838543.0,148005.0,80759.0,159777.0,258112.0,248069.0,666553.0,2.0,9.0,3.0,19.0,12.0,27.0,35.0,34.0
10520,10656,127927.0,128763.0,202801.0,86732.0,92762.0,82034.0,22525.0,37181.0,5.0,8.0,5.0,6.0,5.0,5.0,1.0,3.0
10521,10657,84137.0,45839.0,137272.0,340988.0,284444.0,90077.0,317258.0,95430.0,1.0,1.0,3.0,12.0,7.0,3.0,7.0,10.0
10522,10658,29816.0,62846.0,73133.0,49388.0,115428.0,50132.0,68958.0,86872.0,4.0,10.0,8.0,8.0,11.0,5.0,11.0,5.0
10523,10659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10524,10660,184604.0,181811.0,183143.0,142249.0,258141.0,196453.0,133346.0,63290.0,18.0,16.0,13.0,11.0,16.0,15.0,5.0,8.0
10525,10661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10526,10662,11366.0,26782.0,115241.0,1951.0,73242.0,44234.0,31195.0,39906.0,1.0,4.0,6.0,1.0,3.0,7.0,4.0,7.0
10527,10663,76167.0,130563.0,118179.0,70238.0,424064.0,118388.0,225921.0,0.0,3.0,8.0,8.0,9.0,12.0,8.0,6.0,0.0
10528,10664,18549.0,32963.0,131510.0,20398.0,98607.0,4290.0,89535.0,7519.0,3.0,1.0,4.0,6.0,6.0,2.0,4.0,1.0
10529,10665,0.0,54080.0,0.0,0.0,17193.0,4826.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
10530,10666,254249.0,242133.0,433993.0,85128.0,155042.0,173988.0,341698.0,163595.0,13.0,10.0,16.0,5.0,12.0,10.0,11.0,6.0
10531,10667,0.0,0.0,0.0,9755.0,0.0,51386.0,0.0,90887.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0
10532,10668,9250.0,76020.0,56944.0,31483.0,101641.0,102730.0,83000.0,57504.0,2.0,4.0,11.0,9.0,17.0,7.0,12.0,12.0
10533,10669,16631.0,189742.0,6553.0,67310.0,43792.0,20696.0,168484.0,126745.0,1.0,3.0,1.0,6.0,4.0,2.0,6.0,3.0
10534,10670,0.0,0.0,0.0,7450.0,34588.0,31956.0,39416.0,27265.0,0.0,0.0,0.0,2.0,3.0,6.0,7.0,6.0
10535,10671,21944.0,601669.0,775836.0,602782.0,689642.0,387116.0,495312.0,378743.0,3.0,21.0,29.0,25.0,23.0,16.0,17.0,29.0
10536,10672,0.0,0.0,0.0,0.0,31049.0,4826.0,93364.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0
10537,10673,0.0,11125.0,7005.0,43987.0,42477.0,0.0,43360.0,165247.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
10538,10674,0.0,0.0,23726.0,1774.0,8900.0,13297.0,85706.0,44203.0,0.0,0.0,2.0,1.0,3.0,2.0,6.0,5.0
10539,10675,0.0,0.0,3276.0,51367.0,58760.0,33028.0,3379.0,45690.0,0.0,0.0,1.0,11.0,11.0,5.0,1.0,7.0
10540,10676,0.0,87043.0,42933.0,0.0,4045.0,0.0,8447.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0
10541,10677,541232.0,441905.0,634948.0,450514.0,574958.0,678040.0,622238.0,297446.0,10.0,10.0,14.0,15.0,13.0,15.0,14.0,8.0
10542,10678,0.0,0.0,0.0,158744.0,128947.0,11797.0,155195.0,41312.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,1.0
10543,10679,0.0,0.0,0.0,11706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10544,10680,33694.0,143182.0,131115.0,0.0,0.0,9115.0,8446.0,4957.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0
10545,10681,0.0,0.0,0.0,17737.0,0.0,25736.0,0.0,115672.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
10546,10682,129500.0,71076.0,45927.0,25895.0,58659.0,74377.0,21398.0,161546.0,7.0,3.0,3.0,3.0,2.0,5.0,2.0,6.0
10547,10683,31490.0,10712.0,43384.0,78573.0,127430.0,123746.0,52369.0,223845.0,5.0,3.0,2.0,7.0,6.0,10.0,4.0,8.0
10548,10684,0.0,0.0,14236.0,2306.0,0.0,0.0,4054.0,53705.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
10549,10685,0.0,0.0,728625.0,2217.0,10115.0,150021.0,96178.0,14625.0,0.0,0.0,3.0,1.0,5.0,5.0,10.0,4.0
10550,10686,76264.0,41204.0,336795.0,155908.0,277971.0,230876.0,298788.0,343715.0,2.0,2.0,10.0,6.0,6.0,6.0,7.0,6.0
10551,10687,1055595.0,310468.0,554543.0,75738.0,97396.0,171683.0,620102.0,177764.0,16.0,6.0,17.0,18.0,29.0,17.0,12.0,8.0
10552,10688,0.0,0.0,61010.0,60217.0,35802.0,34530.0,92126.0,93381.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,5.0
10553,10689,95847.0,182788.0,401366.0,322276.0,329804.0,234253.0,165555.0,282862.0,8.0,7.0,22.0,21.0,18.0,13.0,9.0,19.0
10554,10690,12989.0,24621.0,132753.0,132316.0,17091.0,127072.0,110484.0,15285.0,3.0,4.0,3.0,4.0,5.0,4.0,7.0,5.0
10555,10691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10556,10692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10557,10693,0.0,0.0,0.0,0.0,0.0,7989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10558,10694,0.0,0.0,0.0,20841.0,15069.0,0.0,22525.0,31893.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0
10559,10696,58452.0,53152.0,146305.0,308264.0,420103.0,623371.0,400711.0,297443.0,3.0,2.0,29.0,64.0,83.0,104.0,71.0,56.0
10560,10697,1240234.0,428514.0,424808.0,584852.0,554687.0,536792.0,362589.0,1177437.0,15.0,11.0,11.0,13.0,17.0,12.0,13.0,15.0
10561,10698,134816.0,73692.0,35024.0,0.0,425134.0,13404.0,3266.0,36932.0,4.0,3.0,2.0,0.0,2.0,2.0,1.0,5.0
10562,10699,358787.0,151641.0,191956.0,371594.0,141487.0,581691.0,108794.0,128713.0,4.0,9.0,10.0,8.0,10.0,4.0,4.0,10.0
10563,10700,275780.0,505567.0,86205.0,6607.0,204547.0,39570.0,89423.0,16360.0,5.0,5.0,2.0,1.0,6.0,2.0,3.0,1.0
10564,10701,0.0,11228.0,7344.0,0.0,0.0,10724.0,24213.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0
10565,10702,62595.0,0.0,22596.0,53033.0,11125.0,69658.0,49328.0,40155.0,6.0,0.0,2.0,2.0,2.0,8.0,3.0,4.0
10566,10703,255786.0,108745.0,184159.0,106119.0,131153.0,66593.0,87959.0,58827.0,15.0,9.0,12.0,13.0,13.0,5.0,6.0,4.0
10567,10704,0.0,0.0,0.0,4080.0,0.0,0.0,7884.0,57837.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
10568,10705,0.0,0.0,0.0,0.0,26295.0,0.0,35251.0,4627.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
10569,10706,0.0,12155.0,0.0,81589.0,23079.0,152271.0,108568.0,60968.0,0.0,1.0,0.0,3.0,2.0,6.0,4.0,3.0
10570,10707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10571,10708,0.0,0.0,0.0,26073.0,15372.0,41180.0,59577.0,9915.0,0.0,0.0,0.0,4.0,3.0,7.0,6.0,3.0
10572,10709,0.0,17511.0,0.0,0.0,0.0,3753.0,151477.0,78409.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,7.0
10573,10710,0.0,0.0,0.0,0.0,0.0,0.0,106991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
10574,10711,26274.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10575,10712,337531.0,191080.0,696415.0,386729.0,373819.0,473762.0,528203.0,427576.0,4.0,11.0,10.0,11.0,15.0,15.0,9.0,18.0
10576,10713,0.0,0.0,0.0,17383.0,6068.0,15013.0,0.0,4131.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0
10577,10714,0.0,12361.0,0.0,24743.0,51174.0,55977.0,18132.0,4544.0,0.0,2.0,0.0,3.0,3.0,7.0,3.0,1.0
10578,10715,0.0,0.0,0.0,0.0,0.0,0.0,81425.0,3718.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
10579,10716,0.0,0.0,13671.0,0.0,17193.0,36459.0,111497.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0
10580,10717,0.0,60776.0,61011.0,26605.0,0.0,0.0,2252.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,1.0,0.0
10581,10719,51465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10582,10720,95452.0,17512.0,49937.0,153777.0,99518.0,97477.0,160600.0,66512.0,10.0,2.0,4.0,13.0,13.0,13.0,14.0,7.0
10583,10721,19632.0,0.0,222075.0,521522.0,39544.0,120316.0,58857.0,36933.0,1.0,0.0,7.0,7.0,2.0,5.0,3.0,1.0
10584,10722,11710.0,60260.0,78285.0,158957.0,20025.0,31795.0,136598.0,42139.0,2.0,3.0,6.0,8.0,1.0,3.0,9.0,6.0
10585,10723,370753.0,86115.0,248557.0,213550.0,511898.0,318753.0,271534.0,247127.0,5.0,7.0,20.0,16.0,28.0,17.0,21.0,24.0
10586,10724,0.0,0.0,53666.0,2217.0,14564.0,253395.0,145847.0,8180.0,0.0,0.0,1.0,1.0,2.0,9.0,8.0,2.0
10587,10725,0.0,0.0,0.0,41683.0,27611.0,34852.0,0.0,15863.0,0.0,0.0,0.0,8.0,5.0,5.0,0.0,2.0
10588,10726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10589,10727,0.0,0.0,0.0,8868.0,101742.0,20589.0,3379.0,13633.0,0.0,0.0,0.0,3.0,8.0,5.0,1.0,2.0
10590,10728,0.0,0.0,0.0,201756.0,37522.0,32621.0,32661.0,4544.0,0.0,0.0,0.0,4.0,4.0,5.0,3.0,1.0
10591,10729,11316.0,12361.0,4406.0,34136.0,13147.0,81263.0,39981.0,28083.0,2.0,2.0,1.0,7.0,4.0,13.0,6.0,6.0
10592,10730,0.0,20498.0,16947.0,6385.0,0.0,7721.0,0.0,2066.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0
10593,10731,0.0,0.0,9038.0,54984.0,26296.0,89111.0,16555.0,18591.0,0.0,0.0,1.0,1.0,2.0,6.0,3.0,6.0
10594,10732,4251.0,0.0,91741.0,27918.0,57263.0,36814.0,93252.0,26754.0,1.0,0.0,2.0,4.0,7.0,7.0,5.0,4.0
10595,10733,110706.0,38010.0,9038.0,24388.0,228062.0,51365.0,182055.0,108774.0,6.0,1.0,1.0,2.0,8.0,2.0,4.0,5.0
10596,10734,0.0,0.0,0.0,0.0,3236.0,222832.0,39305.0,50319.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,7.0
10597,10735,0.0,24156.0,0.0,4878.0,12136.0,33404.0,190333.0,4462.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0
10598,10736,0.0,0.0,0.0,33167.0,4855.0,27023.0,17456.0,9502.0,0.0,0.0,0.0,6.0,1.0,4.0,4.0,1.0
10599,10737,0.0,10301.0,0.0,59950.0,0.0,0.0,5519.0,6610.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0
10600,10738,0.0,0.0,38979.0,239003.0,84855.0,453708.0,90772.0,57174.0,0.0,0.0,4.0,26.0,24.0,30.0,19.0,18.0
10601,10739,0.0,0.0,0.0,0.0,7585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10602,10740,0.0,0.0,0.0,0.0,50568.0,25736.0,11262.0,20656.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0
10603,10741,36410.0,0.0,72421.0,402890.0,235646.0,198169.0,84580.0,42471.0,1.0,0.0,5.0,10.0,7.0,13.0,5.0,7.0
10604,10742,31490.0,0.0,163811.0,0.0,30341.0,419499.0,18020.0,26440.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0
10605,10743,96437.0,113103.0,63269.0,31482.0,35600.0,92435.0,0.0,10741.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0
10606,10744,0.0,0.0,0.0,73875.0,7586.0,15551.0,103386.0,287862.0,0.0,0.0,0.0,11.0,4.0,7.0,5.0,5.0
10607,10745,80199.0,87351.0,67224.0,260287.0,329095.0,150562.0,349352.0,74234.0,6.0,2.0,11.0,32.0,26.0,21.0,26.0,20.0
10608,10746,0.0,0.0,0.0,0.0,12641.0,0.0,0.0,4131.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
10609,10747,1574.0,47951.0,13049.0,17737.0,32869.0,14262.0,60702.0,33793.0,1.0,6.0,3.0,4.0,6.0,2.0,10.0,4.0
10610,10748,57469.0,16945.0,77052.0,1129740.0,234686.0,50486.0,230224.0,110055.0,5.0,3.0,3.0,6.0,7.0,3.0,8.0,7.0
10611,10749,0.0,0.0,0.0,0.0,240904.0,92648.0,181323.0,2479.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,1.0
10612,10750,153020.0,151219.0,165291.0,28821.0,237568.0,137517.0,150578.0,98256.0,10.0,12.0,8.0,5.0,15.0,4.0,6.0,7.0
10613,10751,0.0,0.0,0.0,0.0,708.0,0.0,70007.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
10614,10752,0.0,0.0,60558.0,45708.0,23667.0,45856.0,25855.0,75880.0,0.0,0.0,1.0,13.0,9.0,15.0,9.0,9.0
10615,10753,280751.0,802797.0,198505.0,94892.0,162826.0,293499.0,283978.0,146162.0,14.0,23.0,14.0,9.0,9.0,16.0,20.0,14.0
10616,10754,14761.0,18335.0,5197.0,0.0,12641.0,2681.0,159925.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,4.0,0.0
10617,10755,157449.0,353320.0,216923.0,608636.0,255166.0,395693.0,405306.0,91464.0,3.0,4.0,1.0,17.0,9.0,13.0,15.0,7.0
10618,10756,45267.0,12361.0,318041.0,197722.0,8091.0,12868.0,201145.0,8180.0,1.0,1.0,24.0,14.0,1.0,1.0,5.0,1.0
10619,10757,0.0,6078.0,38413.0,6297.0,188618.0,101229.0,18695.0,9832.0,0.0,1.0,1.0,2.0,3.0,10.0,4.0,2.0
10620,10758,0.0,8035.0,67450.0,61724.0,50608.0,15656.0,39869.0,73287.0,0.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0
10621,10759,160401.0,0.0,33894.0,105090.0,47129.0,6434.0,16781.0,43625.0,2.0,0.0,1.0,5.0,6.0,2.0,2.0,2.0
10622,10760,0.0,0.0,23387.0,6208.0,80403.0,2286.0,21872.0,22928.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0
10623,10761,55855.0,0.0,0.0,71391.0,38735.0,14905.0,0.0,35198.0,1.0,0.0,0.0,7.0,4.0,2.0,0.0,3.0
10624,10762,0.0,0.0,0.0,0.0,0.0,0.0,43698.0,13220.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
10625,10763,7931.0,0.0,0.0,0.0,15170.0,10724.0,14641.0,16112.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0
10626,10764,197200.0,83646.0,164276.0,294041.0,293291.0,343151.0,400688.0,265900.0,26.0,12.0,17.0,19.0,21.0,15.0,20.0,30.0
10627,10765,0.0,0.0,0.0,1774.0,34488.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
10628,10766,0.0,0.0,0.0,0.0,31150.0,107661.0,133121.0,110850.0,0.0,0.0,0.0,0.0,5.0,17.0,12.0,5.0
10629,10767,0.0,0.0,227205.0,124034.0,237568.0,448949.0,508843.0,150212.0,0.0,0.0,2.0,14.0,19.0,39.0,30.0,12.0
10630,10768,39363.0,47385.0,7683.0,146415.0,102553.0,84715.0,52706.0,254536.0,3.0,4.0,1.0,7.0,16.0,14.0,8.0,10.0
10631,10769,0.0,0.0,96034.0,11440.0,108215.0,24556.0,15767.0,4544.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0
10632,10770,0.0,0.0,16721.0,192442.0,195697.0,51472.0,12951.0,46266.0,0.0,0.0,2.0,15.0,4.0,4.0,3.0,14.0
10633,10771,0.0,96262.0,0.0,0.0,36914.0,2145.0,22525.0,35529.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0
10634,10772,26570.0,0.0,14010.0,15520.0,0.0,19195.0,6645.0,3635.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
10635,10773,656690.0,235157.0,199534.0,326330.0,76864.0,34958.0,137737.0,203832.0,7.0,11.0,10.0,2.0,3.0,2.0,4.0,5.0
10636,10774,75968.0,442001.0,237373.0,193686.0,57647.0,40428.0,122591.0,552132.0,5.0,13.0,6.0,11.0,2.0,5.0,6.0,14.0
10637,10775,0.0,0.0,0.0,8780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10638,10776,33163.0,89413.0,161224.0,231997.0,328994.0,197417.0,279586.0,102949.0,3.0,6.0,7.0,7.0,8.0,15.0,11.0,7.0
10639,10777,364495.0,233316.0,192407.0,220643.0,81212.0,90056.0,142130.0,0.0,19.0,16.0,11.0,12.0,6.0,6.0,8.0,0.0
10640,10778,0.0,0.0,0.0,0.0,0.0,279881.0,0.0,289183.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10641,10779,40838.0,39761.0,539372.0,129398.0,15474.0,49219.0,114990.0,38504.0,3.0,3.0,4.0,4.0,3.0,4.0,7.0,8.0
10642,10780,80219.0,77462.0,313183.0,408476.0,426795.0,352372.0,355775.0,357349.0,6.0,4.0,7.0,16.0,10.0,9.0,4.0,5.0
10643,10781,188407.0,354378.0,338264.0,199628.0,111350.0,116885.0,399642.0,254151.0,9.0,11.0,16.0,7.0,8.0,3.0,5.0,8.0
10644,10782,0.0,0.0,24856.0,0.0,0.0,0.0,0.0,29001.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10645,10783,0.0,0.0,0.0,0.0,17598.0,2145.0,54228.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0
10646,10784,0.0,0.0,0.0,5765.0,14665.0,0.0,0.0,18095.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
10647,10785,0.0,0.0,0.0,0.0,2023.0,33993.0,21961.0,186813.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0
10648,10786,225251.0,235272.0,187886.0,199538.0,235646.0,193558.0,245406.0,83450.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,4.0
10649,10787,0.0,0.0,0.0,74424.0,102673.0,0.0,51299.0,1239.0,0.0,0.0,0.0,7.0,8.0,0.0,8.0,1.0
10650,10788,38379.0,80863.0,46548.0,41415.0,0.0,44180.0,35927.0,1652.0,4.0,4.0,4.0,5.0,0.0,4.0,3.0,1.0
10651,10789,25389.0,0.0,0.0,48199.0,59195.0,101454.0,6194.0,104883.0,1.0,0.0,0.0,8.0,8.0,9.0,1.0,5.0
10652,10790,6593.0,7211.0,36606.0,54363.0,68772.0,51472.0,3379.0,69074.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
10653,10791,182444.0,0.0,86883.0,12770.0,481173.0,211573.0,48991.0,303230.0,4.0,0.0,4.0,2.0,18.0,7.0,3.0,15.0
10654,10792,69728.0,79677.0,173031.0,97737.0,24131.0,455757.0,108784.0,442269.0,8.0,10.0,7.0,13.0,4.0,7.0,8.0,18.0
10655,10793,0.0,0.0,0.0,51438.0,112756.0,33244.0,155757.0,165412.0,0.0,0.0,0.0,6.0,15.0,5.0,8.0,13.0
10656,10794,175221.0,124125.0,432705.0,105179.0,8799.0,248142.0,344400.0,126829.0,5.0,12.0,2.0,7.0,2.0,16.0,15.0,10.0
10657,10795,0.0,0.0,0.0,11884.0,14058.0,4826.0,0.0,65273.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0
10658,10796,0.0,8138.0,0.0,32725.0,158672.0,108623.0,202725.0,11485.0,0.0,1.0,0.0,6.0,22.0,15.0,11.0,2.0
10659,10797,25389.0,39864.0,12202.0,1774.0,14159.0,6434.0,25903.0,5783.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0
10660,10798,0.0,0.0,0.0,0.0,45309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10661,10799,47726.0,39659.0,119195.0,205038.0,395340.0,250929.0,342375.0,74279.0,4.0,4.0,6.0,14.0,15.0,7.0,7.0,3.0
10662,10800,9841.0,73754.0,0.0,42479.0,0.0,140691.0,0.0,69238.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0
10663,10801,0.0,0.0,0.0,400850.0,0.0,40749.0,19146.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
10664,10802,14761.0,0.0,53667.0,445014.0,47130.0,57371.0,74781.0,19747.0,1.0,0.0,3.0,8.0,5.0,5.0,8.0,3.0
10665,10803,55698.0,446336.0,501659.0,335454.0,431840.0,298752.0,531242.0,398863.0,2.0,16.0,12.0,17.0,15.0,14.0,23.0,26.0
10666,10804,77150.0,128756.0,83607.0,380454.0,422139.0,372799.0,465696.0,67297.0,11.0,19.0,12.0,24.0,21.0,22.0,14.0,6.0
10667,10805,7774.0,19367.0,0.0,147924.0,5866.0,64448.0,233578.0,10932.0,1.0,3.0,0.0,2.0,1.0,3.0,7.0,3.0
10668,10806,12498.0,6284.0,0.0,224369.0,154858.0,362558.0,65885.0,32718.0,2.0,2.0,0.0,9.0,11.0,8.0,5.0,5.0
10669,10807,0.0,0.0,11863.0,104115.0,193978.0,132971.0,181660.0,122282.0,0.0,0.0,2.0,9.0,3.0,10.0,5.0,6.0
10670,10808,588465.0,0.0,0.0,0.0,0.0,0.0,0.0,2892.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10671,10809,748951.0,0.0,215771.0,58444.0,36397.0,345185.0,202665.0,188745.0,10.0,0.0,5.0,15.0,7.0,17.0,10.0,15.0
10672,10810,28439.0,82510.0,75075.0,108726.0,153725.0,292212.0,165240.0,229777.0,3.0,5.0,7.0,8.0,7.0,14.0,9.0,10.0
10673,10811,195581.0,36259.0,8587.0,208513.0,52590.0,0.0,0.0,11154.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0
10674,10812,0.0,0.0,0.0,0.0,135522.0,7506.0,12388.0,211516.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
10675,10813,139244.0,0.0,34075.0,257218.0,169908.0,576382.0,90548.0,126695.0,4.0,0.0,1.0,3.0,8.0,6.0,4.0,3.0
10676,10814,0.0,0.0,169470.0,580880.0,514777.0,578852.0,592283.0,460635.0,0.0,0.0,3.0,14.0,15.0,23.0,16.0,19.0
10677,10815,137009.0,414423.0,517669.0,107218.0,291736.0,899779.0,538472.0,603683.0,7.0,14.0,14.0,6.0,12.0,16.0,16.0,13.0
10678,10816,19288.0,8962.0,0.0,68730.0,208441.0,49006.0,72190.0,18836.0,2.0,1.0,0.0,11.0,8.0,7.0,9.0,7.0
10679,10817,10824.0,12104.0,27003.0,20397.0,11631.0,22519.0,41106.0,4544.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0
10680,10818,5904.0,17511.0,0.0,10199.0,75549.0,70453.0,6307.0,28505.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0
10681,10819,61306.0,138959.0,25421.0,147171.0,72614.0,131788.0,158279.0,88987.0,8.0,7.0,3.0,19.0,7.0,19.0,16.0,10.0
10682,10820,4920.0,5665.0,0.0,7893.0,19216.0,75921.0,21173.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0
