,고객번호,편_총구매액1,편_총구매액2,편_총구매액3,편_총구매액4,편_총구매액5,편_총구매액6,편_총구매액7,편_총구매액8,편_총구매횟수1,편_총구매횟수2,편_총구매횟수3,편_총구매횟수4,편_총구매횟수5,편_총구매횟수6,편_총구매횟수7,편_총구매횟수8
7979,8063,1125963.0,1112902.0,1465622.0,984983.0,1228731.0,1060932.0,2102560.0,1215022.0,195.0,233.0,231.0,232.0,182.0,222.0,310.0,176.0
7980,8064,1873974.0,1477689.0,1928455.0,2106605.0,2377868.0,1275224.0,1966774.0,1648297.0,181.0,168.0,176.0,191.0,234.0,171.0,177.0,204.0
7981,8066,808133.0,966959.0,807146.0,553989.0,521366.0,690824.0,537363.0,528641.0,231.0,311.0,241.0,181.0,161.0,211.0,189.0,203.0
7982,8067,1218410.0,3075241.0,444072.0,116309.0,859213.0,373277.0,1631289.0,166785.0,156.0,205.0,69.0,14.0,73.0,41.0,202.0,27.0
7983,8068,1006461.0,1139261.0,1215680.0,925474.0,1083700.0,1178344.0,1382483.0,567285.0,182.0,216.0,186.0,171.0,185.0,177.0,206.0,132.0
7984,8069,937804.0,1189647.0,1132694.0,629470.0,787525.0,1229340.0,1340203.0,955684.0,195.0,245.0,224.0,171.0,188.0,275.0,268.0,222.0
7985,8070,906512.0,1006864.0,988388.0,728510.0,1037859.0,1077923.0,1052757.0,658784.0,241.0,247.0,243.0,215.0,267.0,267.0,271.0,233.0
7986,8071,2336944.0,2157139.0,2502167.0,1774239.0,1894921.0,2179193.0,2602712.0,1140687.0,401.0,410.0,407.0,382.0,259.0,351.0,396.0,248.0
7987,8072,1688307.0,1310572.0,920531.0,2075178.0,2673109.0,2644424.0,2530850.0,811586.0,75.0,77.0,69.0,81.0,109.0,99.0,97.0,44.0
7988,8073,241945.0,1624565.0,1387718.0,1096887.0,1219494.0,2673350.0,2071274.0,1071386.0,66.0,537.0,447.0,405.0,387.0,665.0,465.0,317.0
7989,8074,613544.0,675217.0,885515.0,1761241.0,589910.0,974932.0,476761.0,2607504.0,147.0,98.0,74.0,136.0,74.0,136.0,57.0,115.0
7990,8075,819574.0,1062585.0,865047.0,915589.0,830168.0,1106846.0,1061892.0,968483.0,208.0,195.0,186.0,240.0,210.0,227.0,198.0,267.0
7991,8076,56455.0,671157.0,606673.0,900679.0,771121.0,931226.0,1467001.0,939144.0,6.0,49.0,22.0,63.0,59.0,55.0,91.0,101.0
7992,8077,620447.0,1117539.0,1120552.0,919942.0,809598.0,1118665.0,1165301.0,646858.0,136.0,212.0,203.0,232.0,172.0,224.0,250.0,220.0
7993,8078,424434.0,344956.0,775964.0,317058.0,851029.0,712971.0,742893.0,197980.0,37.0,34.0,78.0,60.0,66.0,77.0,66.0,24.0
7994,8079,1262172.0,2589142.0,279604.0,456294.0,28761270.0,9437.0,32506434.0,124059.0,55.0,6.0,3.0,36.0,27.0,1.0,9.0,10.0
7995,8080,870718.0,1008877.0,1801566.0,1078845.0,1260562.0,975239.0,2542504.0,1110791.0,97.0,111.0,198.0,165.0,202.0,126.0,380.0,171.0
7996,8081,38281.0,3060.0,17489.0,66461.0,28773.0,113504.0,57651.0,17327.0,14.0,2.0,3.0,10.0,3.0,20.0,11.0,10.0
7997,8082,1245860.0,1041376.0,654813.0,270109.0,1800568.0,460500.0,741616.0,2598977.0,86.0,154.0,57.0,20.0,87.0,79.0,124.0,123.0
7998,8083,703401.0,1063447.0,909339.0,731046.0,1067157.0,1355606.0,1213844.0,1083702.0,158.0,236.0,204.0,201.0,278.0,333.0,262.0,321.0
7999,8084,1161585.0,2111198.0,3092927.0,2688378.0,1949420.0,1805271.0,1863441.0,1390732.0,73.0,179.0,191.0,209.0,173.0,126.0,143.0,113.0
8000,8085,98997.0,442340.0,469875.0,1322987.0,553679.0,863615.0,525061.0,592046.0,7.0,18.0,30.0,42.0,46.0,97.0,53.0,66.0
8001,8086,258236.0,165895.0,835920.0,225344.0,0.0,80425.0,54960.0,149589.0,9.0,3.0,47.0,11.0,0.0,5.0,5.0,16.0
8002,8087,711902.0,834324.0,927195.0,781834.0,1217754.0,1257069.0,1227548.0,443855.0,161.0,185.0,150.0,211.0,273.0,293.0,283.0,158.0
8003,8088,1068931.0,799478.0,975128.0,575332.0,855155.0,1007097.0,1277455.0,545138.0,70.0,89.0,77.0,86.0,116.0,150.0,159.0,134.0
8004,8089,1743903.0,1354514.0,2132919.0,1389052.0,2270772.0,1749708.0,1186086.0,1269170.0,99.0,75.0,84.0,79.0,114.0,62.0,54.0,59.0
8005,8090,528865.0,854340.0,830274.0,991963.0,1137895.0,1062758.0,932099.0,606357.0,162.0,194.0,145.0,236.0,216.0,225.0,178.0,175.0
8006,8091,1567197.0,1629165.0,2215828.0,1684773.0,2027853.0,1471923.0,1235545.0,1243955.0,286.0,232.0,304.0,303.0,346.0,196.0,172.0,129.0
8007,8092,837688.0,983564.0,1064812.0,744439.0,764544.0,1112453.0,1113235.0,681157.0,341.0,374.0,395.0,306.0,291.0,356.0,375.0,289.0
8008,8093,779733.0,683967.0,1548245.0,736095.0,691945.0,1068410.0,1279847.0,582899.0,172.0,166.0,307.0,174.0,142.0,222.0,251.0,176.0
8009,8094,2318314.0,2165072.0,3325143.0,1727741.0,2382895.0,551199.0,405450.0,146426.0,377.0,397.0,494.0,306.0,426.0,105.0,58.0,31.0
8010,8095,1903921.0,2041362.0,2085752.0,1787368.0,1738692.0,1308126.0,1326058.0,2823256.0,290.0,283.0,281.0,297.0,275.0,168.0,174.0,269.0
8011,8096,115014.0,258234.0,225384.0,9064.0,305026.0,1239531.0,2312872.0,1364718.0,19.0,42.0,27.0,2.0,29.0,192.0,252.0,233.0
8012,8097,461464.0,550765.0,322039.0,479985.0,1058094.0,273103.0,925658.0,402283.0,53.0,57.0,31.0,61.0,147.0,28.0,76.0,39.0
8013,8098,1070416.0,908300.0,1322510.0,1995594.0,1162073.0,2342310.0,1413188.0,1045197.0,86.0,127.0,152.0,225.0,131.0,297.0,184.0,216.0
8014,8099,584122.0,632688.0,293127.0,733209.0,538023.0,250949.0,191200.0,108344.0,56.0,53.0,21.0,66.0,69.0,8.0,23.0,17.0
8015,8100,883797.0,692928.0,1228822.0,773246.0,767602.0,694587.0,973310.0,826768.0,217.0,165.0,231.0,200.0,201.0,190.0,195.0,225.0
8016,8101,970760.0,1027882.0,839431.0,895142.0,725988.0,687573.0,1218534.0,745797.0,191.0,177.0,179.0,186.0,141.0,152.0,218.0,198.0
8017,8102,1249252.0,759133.0,524300.0,632669.0,851172.0,4078934.0,1982325.0,456597.0,44.0,35.0,45.0,14.0,48.0,61.0,64.0,22.0
8018,8103,251180.0,1015204.0,819586.0,304733.0,838108.0,1387300.0,1633459.0,335033.0,10.0,57.0,54.0,15.0,51.0,56.0,93.0,26.0
8019,8104,490787.0,901995.0,837339.0,747180.0,649609.0,585389.0,600033.0,513997.0,64.0,138.0,112.0,135.0,98.0,91.0,93.0,97.0
8020,8105,742270.0,751939.0,852934.0,375990.0,817737.0,432839.0,830299.0,431498.0,95.0,81.0,82.0,50.0,89.0,39.0,91.0,57.0
8021,8106,1560872.0,740327.0,955728.0,1219295.0,1264638.0,729132.0,463140.0,144191.0,234.0,186.0,191.0,310.0,266.0,185.0,31.0,51.0
8022,8107,568973.0,528605.0,296828.0,333721.0,621781.0,1705280.0,1188886.0,422965.0,63.0,81.0,52.0,61.0,85.0,263.0,180.0,96.0
8023,8108,1606543.0,1567800.0,1353340.0,1286992.0,852024.0,1016965.0,988267.0,747010.0,301.0,254.0,223.0,251.0,162.0,186.0,165.0,184.0
8024,8109,567337.0,586623.0,1252285.0,313941.0,845328.0,718037.0,618266.0,581950.0,65.0,99.0,107.0,61.0,111.0,70.0,66.0,110.0
8025,8110,651028.0,658867.0,782366.0,425550.0,209524.0,157529.0,121238.0,259082.0,110.0,98.0,114.0,106.0,60.0,37.0,27.0,47.0
8026,8111,873179.0,1166431.0,1372623.0,1066952.0,898294.0,1193959.0,1277628.0,1208442.0,115.0,156.0,166.0,188.0,144.0,177.0,144.0,224.0
8027,8112,1923594.0,1779429.0,1764775.0,1322460.0,1205416.0,1602786.0,1865535.0,1054796.0,384.0,380.0,341.0,245.0,216.0,309.0,294.0,244.0
8028,8113,550637.0,319048.0,325813.0,508611.0,994023.0,939699.0,2167699.0,1053073.0,54.0,31.0,27.0,37.0,49.0,70.0,84.0,54.0
8029,8114,2300865.0,981763.0,4542124.0,888195.0,1447279.0,1775597.0,3364023.0,1412379.0,188.0,233.0,236.0,182.0,181.0,204.0,229.0,260.0
8030,8115,1435065.0,1569298.0,1842325.0,986688.0,1196491.0,1387973.0,1384401.0,950983.0,244.0,358.0,372.0,281.0,267.0,404.0,392.0,281.0
8031,8116,243603.0,87970.0,250512.0,149929.0,83558.0,299655.0,97644.0,168955.0,3.0,3.0,14.0,8.0,7.0,15.0,5.0,11.0
8032,8117,514537.0,559875.0,304642.0,420945.0,276404.0,702440.0,216304.0,858992.0,58.0,59.0,21.0,36.0,19.0,54.0,20.0,81.0
8033,8118,916415.0,911835.0,449675.0,409104.0,323657.0,260332.0,757116.0,248505.0,67.0,100.0,43.0,51.0,22.0,23.0,67.0,38.0
8034,8119,614905.0,830106.0,768431.0,537272.0,1035966.0,818515.0,773123.0,653974.0,181.0,220.0,191.0,182.0,260.0,226.0,177.0,216.0
8035,8120,153216.0,574304.0,325995.0,552448.0,649303.0,955539.0,402559.0,260800.0,17.0,75.0,41.0,55.0,70.0,85.0,36.0,47.0
8036,8121,999154.0,784319.0,797469.0,421266.0,960762.0,802963.0,881536.0,505975.0,127.0,135.0,107.0,95.0,160.0,130.0,133.0,117.0
8037,8122,1377914.0,1347746.0,1235766.0,996149.0,1243556.0,1286536.0,1026093.0,911394.0,168.0,178.0,173.0,175.0,213.0,231.0,129.0,93.0
8038,8123,447076.0,808323.0,685373.0,493686.0,1031678.0,1212433.0,1714996.0,877686.0,38.0,68.0,60.0,51.0,95.0,101.0,104.0,110.0
8039,8124,791914.0,881677.0,1007764.0,894809.0,871305.0,1229338.0,1032185.0,754282.0,209.0,227.0,263.0,276.0,252.0,325.0,256.0,273.0
8040,8125,798086.0,771737.0,1103793.0,849931.0,633374.0,757986.0,929141.0,575074.0,194.0,204.0,227.0,206.0,174.0,187.0,196.0,129.0
8041,8126,456496.0,279217.0,311567.0,334586.0,773334.0,549219.0,1149451.0,222547.0,29.0,15.0,18.0,19.0,28.0,17.0,36.0,23.0
8042,8127,164258.0,208001.0,952956.0,858322.0,1102452.0,331953.0,376440.0,472102.0,21.0,38.0,80.0,79.0,88.0,37.0,43.0,46.0
8043,8128,802899.0,831658.0,1191171.0,1024420.0,408257.0,730998.0,366454.0,203590.0,118.0,142.0,150.0,179.0,76.0,96.0,45.0,27.0
8044,8129,1200313.0,1886131.0,1780914.0,1202161.0,2756144.0,1807783.0,2927907.0,1306149.0,135.0,242.0,222.0,130.0,180.0,235.0,176.0,172.0
8045,8130,1662526.0,2058606.0,2297668.0,1934758.0,2572562.0,2219755.0,1901702.0,1698909.0,126.0,153.0,149.0,178.0,181.0,156.0,150.0,147.0
8046,8131,767746.0,970176.0,1121560.0,648585.0,649053.0,691226.0,685030.0,565916.0,174.0,186.0,223.0,138.0,111.0,98.0,103.0,99.0
8047,8132,1009188.0,694189.0,927987.0,855985.0,1044825.0,1085807.0,986052.0,702949.0,152.0,137.0,151.0,162.0,168.0,170.0,137.0,103.0
8048,8133,1318631.0,1688652.0,1224167.0,1650049.0,1813352.0,2007902.0,6971845.0,1797282.0,88.0,97.0,84.0,141.0,145.0,163.0,208.0,183.0
8049,8134,356041.0,931379.0,938624.0,391035.0,372959.0,395120.0,756351.0,160272.0,37.0,73.0,61.0,31.0,43.0,30.0,36.0,17.0
8050,8135,1303528.0,1225362.0,1289260.0,758801.0,1069561.0,690148.0,580583.0,1140267.0,133.0,103.0,94.0,95.0,76.0,55.0,29.0,81.0
8051,8136,1511115.0,1246188.0,1889853.0,933219.0,1370663.0,2222148.0,1521996.0,951246.0,73.0,80.0,93.0,52.0,62.0,94.0,61.0,49.0
8052,8137,782042.0,1071168.0,1184991.0,832886.0,826262.0,1238759.0,1320104.0,766894.0,193.0,232.0,278.0,204.0,193.0,273.0,271.0,199.0
8053,8138,2786637.0,2145256.0,6272128.0,2053066.0,5029983.0,2455776.0,384032.0,320167.0,217.0,189.0,131.0,197.0,240.0,153.0,19.0,3.0
8054,8139,995715.0,1324692.0,1217486.0,891642.0,1035590.0,1272455.0,1635772.0,865636.0,224.0,240.0,248.0,263.0,271.0,286.0,300.0,237.0
8055,8140,3085190.0,1618328.0,2603500.0,1651332.0,1963720.0,2342850.0,1785548.0,1412909.0,360.0,299.0,358.0,335.0,355.0,388.0,293.0,297.0
8056,8141,842512.0,932312.0,1482932.0,731983.0,1255777.0,826098.0,1207632.0,680016.0,125.0,118.0,146.0,141.0,244.0,149.0,187.0,149.0
8057,8142,528239.0,603994.0,638292.0,369231.0,528523.0,896436.0,903953.0,382270.0,146.0,178.0,150.0,130.0,148.0,247.0,220.0,142.0
8058,8143,960779.0,1236361.0,1198097.0,895723.0,1118309.0,982062.0,1166440.0,599990.0,213.0,217.0,214.0,225.0,259.0,198.0,223.0,175.0
8059,8144,1340642.0,1658352.0,1266496.0,1326965.0,750498.0,1338060.0,1409423.0,1196955.0,168.0,272.0,226.0,212.0,147.0,223.0,212.0,265.0
8060,8145,838176.0,715468.0,1020267.0,598932.0,505831.0,798789.0,900352.0,359841.0,191.0,178.0,286.0,194.0,92.0,152.0,202.0,94.0
8061,8146,1895435.0,1375548.0,1443130.0,1004272.0,1122080.0,1046842.0,1084897.0,950781.0,437.0,359.0,349.0,340.0,301.0,271.0,298.0,305.0
8062,8147,2449060.0,2666605.0,3119665.0,2999410.0,1780204.0,2730212.0,2898035.0,2317705.0,169.0,129.0,167.0,206.0,111.0,204.0,218.0,147.0
8063,8148,158828.0,211364.0,285428.0,357511.0,1782612.0,551315.0,594695.0,557151.0,7.0,29.0,44.0,49.0,54.0,61.0,31.0,41.0
8064,8149,1032580.0,1190145.0,873579.0,1049051.0,840799.0,1049207.0,1095671.0,775076.0,179.0,214.0,165.0,224.0,152.0,188.0,152.0,169.0
8065,8150,617955.0,774696.0,677740.0,1167511.0,1326677.0,1399060.0,1429490.0,928536.0,79.0,84.0,62.0,119.0,129.0,132.0,114.0,122.0
8066,8151,952695.0,1109567.0,1122126.0,1189844.0,1055976.0,1274453.0,1570413.0,640169.0,132.0,169.0,124.0,160.0,147.0,209.0,237.0,108.0
8067,8152,426669.0,905891.0,936244.0,1205583.0,1221044.0,1391449.0,366855.0,786093.0,48.0,113.0,113.0,143.0,82.0,62.0,21.0,117.0
8068,8153,1343934.0,2209178.0,1524254.0,1449249.0,1171610.0,1396535.0,1654166.0,1038354.0,305.0,364.0,284.0,339.0,287.0,266.0,303.0,209.0
8069,8154,159399.0,331570.0,144105.0,457448.0,281866.0,205835.0,277624.0,1221302.0,15.0,24.0,16.0,38.0,24.0,20.0,21.0,25.0
8070,8155,1279137.0,1304215.0,1776009.0,363467.0,115184.0,262026.0,33830.0,25894.0,299.0,303.0,328.0,96.0,23.0,43.0,7.0,6.0
8071,8156,651450.0,799327.0,550614.0,700706.0,639074.0,620874.0,863600.0,104783.0,73.0,76.0,56.0,94.0,76.0,42.0,77.0,14.0
8072,8157,502346.0,1101493.0,1165217.0,426288.0,2001938.0,804355.0,1968759.0,404966.0,52.0,87.0,97.0,57.0,85.0,88.0,56.0,64.0
8073,8158,1103579.0,1326507.0,1500621.0,1375979.0,1052508.0,1631620.0,1823594.0,1199963.0,403.0,491.0,526.0,507.0,362.0,486.0,539.0,475.0
8074,8159,399820.0,328928.0,626265.0,361492.0,860553.0,258322.0,1626672.0,329180.0,16.0,17.0,21.0,29.0,11.0,32.0,34.0,32.0
8075,8160,1944042.0,1510204.0,1529426.0,1573319.0,1394828.0,1546674.0,1951236.0,1698099.0,299.0,312.0,240.0,219.0,223.0,257.0,304.0,283.0
8076,8161,415095.0,356593.0,685420.0,42851.0,362794.0,952755.0,717519.0,602245.0,40.0,43.0,43.0,4.0,13.0,46.0,12.0,19.0
8077,8162,985796.0,1397847.0,1671486.0,1156580.0,1173416.0,1491585.0,1409496.0,981567.0,298.0,372.0,432.0,336.0,336.0,444.0,331.0,376.0
8078,8163,1932274.0,1634910.0,1346324.0,1360769.0,1985578.0,2856482.0,2235592.0,1394295.0,365.0,315.0,273.0,346.0,422.0,364.0,450.0,407.0
8079,8164,840568.0,874190.0,1305451.0,924459.0,1458795.0,1317359.0,1235593.0,1015052.0,129.0,149.0,170.0,173.0,220.0,156.0,128.0,148.0
8080,8165,478898.0,386082.0,522922.0,733591.0,800029.0,824367.0,543971.0,448710.0,83.0,66.0,72.0,110.0,123.0,109.0,71.0,83.0
8081,8166,757420.0,174825.0,343382.0,401329.0,31453.0,3533285.0,90954.0,360265.0,31.0,13.0,10.0,11.0,4.0,55.0,8.0,25.0
8082,8167,1208220.0,493181.0,1972031.0,1160237.0,1750159.0,1310352.0,2152277.0,1045194.0,131.0,56.0,140.0,110.0,141.0,128.0,118.0,92.0
8083,8169,1494685.0,1246732.0,1802509.0,1757789.0,1274555.0,1088668.0,1283857.0,691080.0,174.0,159.0,152.0,144.0,163.0,145.0,150.0,141.0
8084,8170,374606.0,580270.0,549908.0,1094754.0,1381536.0,1818229.0,746521.0,1365531.0,50.0,50.0,64.0,93.0,65.0,118.0,60.0,88.0
8085,8171,598077.0,355398.0,1001907.0,713384.0,1223422.0,1029640.0,1712900.0,1056127.0,111.0,48.0,138.0,129.0,189.0,192.0,256.0,238.0
8086,8172,285859.0,266153.0,376272.0,212591.0,860747.0,361869.0,194725.0,252993.0,20.0,12.0,19.0,30.0,29.0,52.0,18.0,23.0
8087,8173,1212130.0,1015553.0,1320571.0,1335097.0,1302236.0,1608972.0,2481979.0,1375256.0,80.0,133.0,134.0,135.0,134.0,159.0,177.0,133.0
8088,8174,1189485.0,602758.0,1188200.0,3057749.0,319689.0,775934.0,368861.0,316953.0,149.0,100.0,180.0,87.0,48.0,77.0,31.0,30.0
8089,8175,1556027.0,1593416.0,2104861.0,1159381.0,1298378.0,1625301.0,2468855.0,1153230.0,364.0,348.0,365.0,310.0,282.0,311.0,388.0,266.0
8090,8176,838793.0,845089.0,934772.0,682324.0,675617.0,825363.0,661666.0,385278.0,119.0,142.0,119.0,115.0,90.0,124.0,109.0,85.0
8091,8177,1943625.0,2025713.0,2035055.0,2405888.0,2225678.0,1973937.0,2201573.0,1562131.0,447.0,441.0,365.0,500.0,410.0,437.0,476.0,367.0
8092,8178,1230877.0,1125703.0,1577356.0,1281881.0,1784926.0,1953839.0,1938223.0,1414948.0,158.0,163.0,184.0,207.0,254.0,251.0,246.0,232.0
8093,8179,752792.0,946143.0,1617002.0,925945.0,1076114.0,842977.0,691872.0,888211.0,73.0,88.0,161.0,109.0,72.0,71.0,92.0,106.0
8094,8180,1366895.0,1857758.0,1819587.0,1120931.0,1708293.0,1641626.0,1532298.0,1279487.0,366.0,435.0,423.0,406.0,362.0,420.0,402.0,435.0
8095,8181,552980.0,1308514.0,1600224.0,1119859.0,1828505.0,1525673.0,1337828.0,1195573.0,75.0,202.0,230.0,184.0,295.0,245.0,170.0,240.0
8096,8182,1571183.0,1838475.0,2273570.0,1231998.0,1082754.0,1901400.0,2041127.0,1070580.0,365.0,476.0,521.0,391.0,306.0,371.0,462.0,287.0
8097,8183,126529.0,77452.0,1085689.0,2051690.0,2699772.0,3866180.0,2217879.0,1949152.0,14.0,14.0,28.0,56.0,59.0,64.0,40.0,36.0
8098,8184,18624591.0,658761.0,13536664.0,463159.0,14780435.0,485137.0,736759.0,413756.0,91.0,36.0,71.0,37.0,30.0,29.0,25.0,43.0
8099,8185,374463.0,328504.0,487310.0,506514.0,387575.0,706622.0,847114.0,661182.0,30.0,29.0,43.0,76.0,46.0,79.0,91.0,95.0
8100,8186,511582.0,629378.0,1092384.0,610794.0,935638.0,1317932.0,1667215.0,1247699.0,99.0,102.0,128.0,97.0,127.0,204.0,241.0,268.0
8101,8187,245895.0,238630.0,261936.0,1221793.0,843295.0,634563.0,806530.0,362323.0,24.0,18.0,22.0,124.0,75.0,97.0,129.0,73.0
8102,8188,865699.0,525860.0,1133775.0,1457402.0,2267995.0,2204332.0,1457421.0,965530.0,84.0,66.0,81.0,112.0,192.0,172.0,106.0,69.0
8103,8189,526415.0,941355.0,1089100.0,579080.0,632331.0,870010.0,574050.0,379518.0,100.0,184.0,192.0,152.0,109.0,168.0,106.0,102.0
8104,8190,1170700.0,1161568.0,1349377.0,854006.0,1593688.0,1330770.0,3175872.0,1379456.0,30.0,21.0,47.0,52.0,41.0,82.0,175.0,133.0
8105,8191,6026916.0,1324775.0,2514909.0,675133.0,1448968.0,1185435.0,973959.0,849891.0,124.0,101.0,169.0,89.0,130.0,130.0,80.0,118.0
8106,8192,2409698.0,2527653.0,3015657.0,2728568.0,3027130.0,2956712.0,3311416.0,1584641.0,385.0,430.0,424.0,512.0,440.0,414.0,449.0,232.0
8107,8193,5237809.0,422113.0,517793.0,527531.0,444118.0,385816.0,294755.0,442698.0,54.0,56.0,58.0,65.0,65.0,27.0,35.0,52.0
8108,8194,0.0,72621.0,721304.0,162291.0,793460.0,816038.0,979371.0,458091.0,0.0,4.0,12.0,12.0,37.0,45.0,54.0,30.0
8109,8195,3911510.0,1080859.0,1277192.0,905393.0,2232221.0,1442711.0,990301.0,1007864.0,185.0,208.0,228.0,285.0,490.0,269.0,214.0,267.0
8110,8196,876969.0,965812.0,814472.0,1104098.0,1123052.0,1505857.0,1977635.0,863873.0,147.0,163.0,148.0,207.0,190.0,274.0,314.0,194.0
8111,8197,2080222.0,2283946.0,2759109.0,2388734.0,5085058.0,1977444.0,1827145.0,2241490.0,172.0,334.0,197.0,297.0,357.0,230.0,238.0,250.0
8112,8198,1096050.0,941597.0,990015.0,461131.0,571842.0,625108.0,1724179.0,1034630.0,106.0,95.0,44.0,51.0,63.0,62.0,124.0,112.0
8113,8199,1498649.0,965379.0,547801.0,802546.0,407019.0,618292.0,645616.0,311794.0,118.0,71.0,47.0,65.0,18.0,31.0,49.0,56.0
8114,8200,646808.0,611556.0,469863.0,951090.0,1451735.0,1829025.0,1659389.0,1128304.0,70.0,71.0,68.0,201.0,225.0,275.0,243.0,203.0
8115,8201,596058.0,792440.0,615631.0,1013611.0,874165.0,705293.0,1023325.0,1154403.0,75.0,93.0,78.0,124.0,105.0,83.0,114.0,169.0
8116,8202,576844.0,3056593.0,1416267.0,623180.0,1058620.0,1282284.0,373501.0,1111467.0,17.0,91.0,59.0,37.0,57.0,60.0,18.0,66.0
8117,8203,579322.0,854015.0,1934026.0,762541.0,2293086.0,1245297.0,3619253.0,985590.0,23.0,61.0,81.0,64.0,76.0,141.0,100.0,106.0
8118,8204,1203868.0,1270593.0,2211092.0,1140248.0,1306847.0,1505144.0,2534862.0,1803010.0,221.0,240.0,329.0,196.0,230.0,230.0,377.0,339.0
8119,8205,2427256.0,2339580.0,2191745.0,1831817.0,2130664.0,1994585.0,3998995.0,1723220.0,349.0,311.0,264.0,292.0,353.0,374.0,300.0,331.0
8120,8206,336140.0,777061.0,7564758.0,1200947.0,843588.0,1051401.0,1070908.0,281072.0,92.0,137.0,186.0,188.0,117.0,179.0,151.0,59.0
8121,8207,2126425.0,534821.0,786584.0,1134999.0,1753014.0,896891.0,806446.0,653759.0,30.0,33.0,33.0,62.0,107.0,33.0,39.0,34.0
8122,8208,495880.0,908050.0,356116.0,1076022.0,1068426.0,733335.0,1151512.0,1012099.0,112.0,99.0,66.0,80.0,119.0,119.0,142.0,138.0
8123,8209,7239677.0,1819372.0,2740261.0,1516129.0,6151717.0,2169310.0,1812952.0,1531122.0,200.0,211.0,234.0,252.0,148.0,202.0,186.0,201.0
8124,8210,5165442.0,3936416.0,3942626.0,1947295.0,186901.0,0.0,0.0,24763.0,1051.0,838.0,782.0,498.0,24.0,0.0,0.0,3.0
8125,8211,1000845.0,1166671.0,1418561.0,944068.0,724406.0,1341089.0,1064805.0,712628.0,300.0,323.0,367.0,310.0,249.0,361.0,299.0,286.0
8126,8212,738324.0,1119495.0,905626.0,673658.0,951527.0,1193748.0,1070583.0,755269.0,86.0,121.0,91.0,89.0,136.0,115.0,179.0,145.0
8127,8213,668662.0,1053878.0,1478708.0,844919.0,767734.0,611422.0,11206.0,18838.0,93.0,146.0,194.0,148.0,90.0,76.0,2.0,4.0
8128,8214,61365193.0,83686339.0,60386197.0,55972007.0,27239024.0,17014132.0,1836619.0,7692103.0,104.0,152.0,123.0,120.0,26.0,21.0,26.0,18.0
8129,8215,333791.0,412271.0,545198.0,479861.0,461228.0,370279.0,334960.0,273733.0,22.0,34.0,43.0,42.0,49.0,52.0,29.0,22.0
8130,8216,487010.0,778834.0,1646057.0,957190.0,1149207.0,2920569.0,2478889.0,1498671.0,90.0,121.0,99.0,135.0,114.0,203.0,207.0,166.0
8131,8217,499897.0,741168.0,446681.0,460779.0,542059.0,1436714.0,736567.0,939218.0,85.0,59.0,62.0,61.0,65.0,137.0,86.0,124.0
8132,8218,1759091.0,2223166.0,2686327.0,2363495.0,1696159.0,2550900.0,1525869.0,1819629.0,139.0,183.0,181.0,165.0,141.0,173.0,127.0,182.0
8133,8219,2270945.0,2814322.0,3144572.0,1741294.0,1999422.0,2709079.0,2179062.0,1279889.0,607.0,724.0,709.0,633.0,620.0,792.0,637.0,507.0
8134,8220,867646.0,1085314.0,942687.0,1409784.0,1186757.0,1634793.0,4105222.0,986803.0,172.0,195.0,171.0,242.0,230.0,249.0,297.0,205.0
8135,8221,835041.0,1159204.0,1135144.0,705288.0,986630.0,864958.0,1014098.0,447725.0,177.0,257.0,170.0,153.0,153.0,143.0,153.0,90.0
8136,8222,3127410.0,2083442.0,2537236.0,2206461.0,2013117.0,3098489.0,3720864.0,1374779.0,157.0,200.0,174.0,245.0,189.0,216.0,192.0,177.0
8137,8223,700977.0,567750.0,729476.0,376229.0,625627.0,822468.0,769759.0,452331.0,238.0,211.0,200.0,136.0,191.0,270.0,251.0,183.0
8138,8224,321618.0,643129.0,357064.0,319837.0,466139.0,584324.0,873655.0,742392.0,41.0,84.0,54.0,64.0,75.0,51.0,68.0,73.0
8139,8225,3767423.0,4503131.0,5335698.0,2120513.0,726651.0,682016.0,1050356.0,647625.0,214.0,295.0,275.0,144.0,68.0,74.0,109.0,91.0
8140,8226,374730.0,564573.0,373664.0,267346.0,549876.0,344508.0,453227.0,807641.0,48.0,66.0,44.0,44.0,52.0,50.0,34.0,94.0
8141,8227,351095.0,480655.0,415758.0,427588.0,575499.0,635335.0,634015.0,392082.0,53.0,63.0,49.0,47.0,61.0,76.0,84.0,72.0
8142,8228,515975.0,948545.0,1282800.0,1012011.0,821289.0,1106835.0,1149465.0,931088.0,55.0,89.0,84.0,90.0,75.0,70.0,87.0,61.0
8143,8229,1315097.0,1818856.0,2200017.0,1585478.0,1705419.0,1694093.0,1915518.0,862978.0,308.0,330.0,371.0,355.0,335.0,323.0,317.0,234.0
8144,8230,1687377.0,870973.0,1049375.0,925636.0,1446235.0,1228409.0,1827016.0,1162317.0,232.0,183.0,160.0,168.0,215.0,205.0,222.0,179.0
8145,8231,1153321.0,1213408.0,1141221.0,1079284.0,1660606.0,1628060.0,9680487.0,1676417.0,143.0,164.0,134.0,150.0,213.0,183.0,170.0,200.0
8146,8232,627990.0,840683.0,938895.0,442574.0,693905.0,696168.0,1117105.0,429843.0,85.0,74.0,90.0,42.0,97.0,96.0,102.0,58.0
8147,8233,2962708.0,1158910.0,5281663.0,713032.0,4242198.0,837239.0,4445203.0,518738.0,58.0,57.0,49.0,55.0,42.0,53.0,56.0,42.0
