,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8
8074,8159,4,4,4,4,4,4,4,4
8075,8160,0,0,0,2,0,0,0,0
8076,8161,3,3,0,4,4,3,4,4
8077,8162,0,0,0,0,1,0,0,0
8078,8163,2,0,2,2,3,3,4,3
8079,8164,4,4,4,4,4,4,4,4
8080,8165,2,0,0,3,4,2,1,3
8081,8166,0,4,0,2,2,3,2,1
8082,8167,2,3,2,3,4,3,4,3
8083,8169,3,3,2,3,3,3,3,3
8084,8170,4,4,3,4,4,4,4,4
8085,8171,4,4,3,4,4,4,4,3
8086,8172,4,4,4,3,4,0,4,4
8087,8173,3,3,4,4,4,3,4,3
8088,8174,2,4,4,3,3,4,3,2
8089,8175,0,2,2,3,3,2,4,2
8090,8176,0,0,0,0,0,0,0,0
8091,8177,0,0,0,3,3,3,3,2
8092,8178,3,3,3,3,4,3,3,3
8093,8179,3,3,3,1,3,2,1,3
8094,8180,0,4,4,3,4,3,3,2
8095,8181,0,3,3,1,2,2,1,1
8096,8182,0,0,0,0,3,0,1,0
8097,8183,4,4,4,4,3,3,3,3
8098,8184,4,4,4,4,3,4,4,3
8099,8185,3,3,4,4,4,4,4,3
8100,8186,2,3,3,3,4,4,4,4
8101,8187,3,1,3,4,3,3,2,2
8102,8188,4,4,4,4,4,3,4,4
8103,8189,3,4,4,3,3,3,4,3
8104,8190,3,3,3,4,4,4,4,4
8105,8191,4,2,2,3,3,3,4,3
8106,8192,3,2,2,4,4,4,4,3
8107,8193,4,4,4,4,4,4,4,4
8108,8194,3,2,2,2,3,4,4,4
8109,8195,1,0,3,2,2,3,3,4
8110,8196,2,3,3,2,0,3,4,3
8111,8197,3,3,2,4,3,3,3,4
8112,8198,4,3,4,3,2,3,2,2
8113,8199,4,4,4,4,4,4,4,4
8114,8200,2,3,4,3,4,4,4,3
8115,8201,3,3,3,3,4,4,4,4
8116,8202,4,3,4,4,3,4,4,4
8117,8203,4,3,4,2,3,4,3,3
8118,8204,4,2,4,4,4,3,4,4
8119,8205,4,4,4,4,4,4,4,3
8120,8206,0,0,2,1,1,1,1,3
8121,8207,3,4,4,4,4,4,4,4
8122,8208,3,3,4,3,4,4,4,4
8123,8209,4,4,4,4,4,4,4,4
8124,8210,0,0,0,0,2,2,0,0
8125,8211,0,0,0,3,0,1,1,1
8126,8212,3,3,3,3,3,4,2,3
8127,8213,3,4,3,2,3,2,0,1
8128,8214,4,4,4,4,4,4,4,4
8129,8215,0,4,3,2,2,4,3,3
8130,8216,3,4,3,4,4,4,4,3
8131,8217,2,2,1,3,1,2,3,2
8132,8218,2,3,3,2,3,2,2,2
8133,8219,0,2,2,1,1,4,3,2
8134,8220,4,4,4,4,4,4,4,3
8135,8221,2,3,3,4,3,4,4,2
8136,8222,4,4,4,4,4,4,4,4
8137,8223,0,0,0,1,0,1,1,1
8138,8224,3,4,3,3,4,3,4,3
8139,8225,4,4,4,3,4,3,2,3
8140,8226,0,2,3,3,4,3,4,4
8141,8227,3,3,2,3,4,3,4,4
8142,8228,2,4,4,4,4,4,4,4
8143,8229,0,0,0,2,0,0,0,0
8144,8230,2,2,2,4,2,3,2,2
8145,8231,4,4,4,4,4,4,4,4
8146,8232,3,2,2,4,2,2,2,0
8147,8233,4,3,4,4,4,4,4,4
8148,8234,0,3,4,4,4,4,4,4
8149,8235,4,4,4,4,4,4,4,4
8150,8236,3,2,0,4,4,3,3,3
8151,8237,4,4,4,3,4,4,4,3
8152,8238,3,2,3,2,3,3,4,4
8153,8239,4,4,4,4,4,4,4,3
8154,8240,3,3,4,3,3,4,3,3
8155,8241,0,0,0,1,1,1,1,0
8156,8242,4,0,3,3,4,3,4,3
8157,8243,0,0,0,0,2,4,0,0
8158,8244,2,2,3,2,2,3,2,4
8159,8245,2,2,2,1,4,4,2,4
8160,8246,3,4,3,2,2,2,2,2
8161,8247,2,4,4,4,4,4,4,4
8162,8248,4,3,3,4,4,4,4,3
8163,8249,4,4,4,4,4,3,3,2
8164,8250,3,4,3,3,3,4,3,4
8165,8251,3,3,4,4,0,3,0,2
8166,8252,3,3,4,3,4,3,3,3
8167,8253,3,4,3,4,3,4,4,4
8168,8254,3,3,3,4,4,3,4,4
8169,8255,3,3,2,2,3,4,3,3
8170,8256,3,4,4,4,4,4,4,4
8171,8257,3,3,3,3,3,4,3,3
8172,8258,0,0,0,0,2,0,0,0
8173,8259,4,4,4,4,4,4,4,4
8174,8260,4,4,4,4,3,4,4,4
8175,8261,4,3,4,4,4,3,4,3
8176,8262,2,3,3,4,4,3,0,4
8177,8263,4,4,4,4,4,4,4,4
8178,8264,2,3,3,2,4,3,4,4
8179,8265,4,4,4,4,4,4,4,4
8180,8266,2,2,1,2,3,3,3,2
8181,8267,4,2,4,4,4,3,4,3
8182,8268,3,2,1,2,4,4,4,4
8183,8269,2,1,1,2,2,2,2,3
8184,8270,0,3,4,4,3,3,3,3
8185,8271,0,2,3,2,2,1,3,3
8186,8272,2,3,2,3,2,3,4,4
8187,8273,0,0,0,0,0,2,2,0
8188,8274,4,4,4,3,4,3,4,3
8189,8275,4,3,3,4,4,4,3,2
8190,8276,3,3,4,4,4,3,3,3
8191,8277,3,0,3,3,2,1,1,1
8192,8278,4,4,3,2,3,4,2,2
8193,8279,2,2,3,0,0,4,1,3
8194,8280,2,4,3,4,3,4,4,4
8195,8281,0,4,4,4,4,4,4,4
8196,8282,3,2,3,3,4,2,3,2
8197,8283,2,2,3,0,0,3,3,2
8198,8284,4,4,3,3,4,2,1,2
8199,8285,4,4,4,4,4,3,3,4
8200,8286,2,3,3,2,4,3,3,3
8201,8287,0,2,4,4,3,4,4,2
8202,8288,4,4,4,4,4,4,4,4
8203,8289,4,4,4,4,4,4,4,3
8204,8290,3,3,3,2,2,4,4,4
8205,8291,4,4,2,3,3,4,3,3
8206,8292,3,4,3,2,2,3,2,2
8207,8293,3,3,2,3,4,2,3,3
8208,8294,3,4,4,4,3,3,4,4
8209,8295,0,2,2,2,2,2,2,3
8210,8296,4,4,4,4,4,4,4,4
8211,8297,3,3,2,2,3,3,3,3
8212,8298,4,2,3,3,2,3,0,2
8213,8299,3,4,4,2,2,2,4,3
8214,8300,2,2,4,0,3,4,4,4
8215,8302,2,4,4,4,4,4,4,4
8216,8303,4,4,4,4,4,4,4,4
8217,8304,0,3,4,3,4,2,3,0
8218,8305,1,3,1,2,2,2,2,0
8219,8306,0,0,2,0,0,0,0,0
8220,8307,4,4,4,4,4,4,4,3
8221,8308,4,4,4,4,4,4,3,3
8222,8309,1,2,0,2,0,0,1,0
8223,8310,4,3,3,3,3,3,4,2
8224,8311,4,3,4,4,4,4,4,4
8225,8312,3,3,3,2,2,1,2,0
8226,8313,1,2,0,1,2,0,0,0
8227,8314,3,4,3,3,4,4,3,3
8228,8315,3,3,3,2,2,3,3,2
8229,8316,3,2,3,2,4,4,4,4
8230,8317,2,0,3,3,3,2,2,2
8231,8319,3,3,3,4,3,3,4,4
8232,8320,2,0,3,0,2,0,3,3
8233,8321,3,2,4,3,2,3,4,2
8234,8322,4,4,3,3,4,4,4,4
8235,8323,0,2,0,3,4,4,3,3
8236,8324,0,0,3,2,3,3,1,4
8237,8325,0,0,0,1,2,2,2,2
8238,8326,0,2,3,3,3,3,4,3
8239,8327,4,4,4,4,4,3,3,4
8240,8328,2,0,0,2,2,2,2,4
8241,8329,0,0,0,3,3,3,4,3
8242,8330,2,2,3,4,4,4,4,2
8243,8331,1,2,0,1,3,2,3,0
8244,8332,2,4,4,3,3,3,1,0
8245,8333,3,4,4,4,4,4,4,4
8246,8334,0,2,2,2,3,3,2,2
8247,8335,2,3,4,4,4,4,3,3
8248,8336,3,4,4,4,4,4,4,4
8249,8337,3,3,2,3,3,3,2,3
8250,8338,4,4,4,4,4,4,4,4
8251,8340,3,3,3,3,3,2,2,3
8252,8341,4,4,4,4,4,4,4,4
8253,8342,0,0,1,1,1,2,2,3
8254,8343,1,4,0,3,2,3,3,2
8255,8344,0,3,3,3,2,3,3,2
8256,8345,2,3,3,2,4,4,3,2
8257,8346,4,4,4,4,4,4,4,3
8258,8347,4,3,4,4,4,4,4,4
8259,8348,3,3,0,3,3,4,2,4
8260,8349,3,2,4,2,2,4,1,2
8261,8350,3,0,0,0,0,0,0,0
8262,8351,4,3,4,2,3,3,3,3
8263,8352,2,0,0,2,3,4,4,3
8264,8353,0,0,0,1,0,0,0,0
8265,8354,4,3,4,4,4,4,4,4
8266,8355,2,3,2,3,0,2,2,2
8267,8356,4,4,3,3,3,3,4,2
8268,8357,3,0,2,3,2,2,4,3
8269,8358,4,4,4,4,4,3,3,3
8270,8359,2,3,3,4,4,4,4,4
8271,8360,3,3,3,3,3,3,4,4
8272,8361,0,2,2,3,3,2,3,3
8273,8362,1,3,3,0,0,3,2,0
8274,8363,3,4,4,4,4,4,4,4
8275,8364,3,4,4,3,3,3,4,4
8276,8365,2,0,3,3,2,4,3,0
8277,8366,2,3,2,2,3,3,2,2
8278,8367,3,4,3,3,3,3,4,2
8279,8368,0,2,3,3,3,2,3,3
8280,8369,4,4,4,3,3,3,3,3
8281,8370,2,3,3,4,2,4,4,3
8282,8371,0,0,0,0,0,0,0,0
8283,8372,4,4,4,3,3,4,4,4
8284,8373,3,3,3,3,3,1,0,0
8285,8374,3,3,3,3,3,2,2,2
8286,8375,2,3,4,3,3,4,3,3
8287,8376,4,4,4,3,4,4,0,4
8288,8377,0,0,0,0,0,0,0,0
8289,8378,3,4,4,3,4,3,4,3
8290,8379,2,3,3,4,2,4,3,3
8291,8380,3,3,3,3,2,4,4,3
8292,8381,4,3,2,3,4,3,3,4
8293,8382,4,4,3,3,3,4,3,4
8294,8383,2,0,2,3,2,2,2,3
8295,8384,2,3,4,3,3,4,4,3
8296,8385,4,4,3,2,3,4,3,3
8297,8386,2,0,0,3,1,0,3,1
8298,8387,0,0,0,0,2,1,1,0
8299,8388,4,3,4,3,3,4,3,3
8300,8389,0,0,0,0,0,0,3,2
8301,8390,2,2,0,3,2,3,2,2
8302,8391,3,3,3,3,3,2,4,3
8303,8392,4,4,3,2,4,4,4,4
8304,8393,0,0,0,0,2,0,2,2
8305,8394,0,3,2,3,4,3,4,2
8306,8395,1,0,2,3,1,3,3,0
8307,8396,2,4,2,2,3,3,3,3
8308,8397,0,3,4,4,3,3,4,3
8309,8398,3,2,2,3,2,3,4,4
8310,8399,3,3,4,4,2,4,4,4
8311,8400,0,0,0,1,1,2,2,3
8312,8401,4,4,4,4,4,0,4,3
8313,8402,0,0,0,0,0,0,0,0
8314,8403,3,0,0,3,0,2,0,0
8315,8404,0,3,2,0,2,3,1,2
8316,8405,4,3,4,3,3,4,4,4
8317,8406,3,3,3,3,2,3,3,3
8318,8407,4,4,2,4,3,4,3,3
8319,8408,4,4,4,2,3,3,3,3
8320,8409,2,3,2,3,4,3,3,3
8321,8410,2,3,3,0,2,0,0,2
8322,8411,4,2,3,3,4,3,2,2
8323,8412,4,2,4,3,3,4,3,4
8324,8413,3,3,3,3,4,4,4,3
8325,8414,0,2,2,3,2,1,4,2
8326,8415,4,4,3,3,4,4,4,4
8327,8416,3,4,4,4,4,4,4,4
8328,8417,2,4,4,4,4,4,4,4
8329,8418,3,0,2,2,2,1,2,1
8330,8419,4,4,4,4,4,4,4,4
8331,8420,0,3,1,2,4,4,1,1
8332,8421,3,3,2,4,1,3,3,1
8333,8422,3,3,4,4,4,2,3,2
8334,8423,0,0,0,2,3,2,3,1
8335,8424,3,2,3,1,3,3,2,3
8336,8425,4,3,3,2,3,3,2,3
8337,8426,0,0,0,0,3,3,3,3
8338,8427,2,3,3,2,3,3,4,3
8339,8428,3,2,2,3,2,0,3,3
8340,8429,1,2,0,2,3,4,3,3
8341,8430,2,2,0,1,0,0,2,3
8342,8431,4,3,3,4,4,4,4,4
8343,8432,4,4,4,4,4,4,4,4
8344,8433,2,2,2,1,1,4,3,2
8345,8434,4,4,4,3,4,4,4,1
8346,8435,3,1,3,2,4,2,4,3
8347,8436,0,0,0,0,0,1,3,2
8348,8437,3,2,0,0,0,2,3,3
8349,8438,2,0,3,0,0,1,1,2
8350,8439,3,3,3,3,4,4,4,3
8351,8440,3,4,3,2,3,3,4,3
8352,8441,2,2,3,2,3,1,2,2
8353,8442,4,4,4,3,4,4,4,4
8354,8443,1,0,0,0,2,2,1,0
8355,8444,4,3,4,4,4,4,4,3
8356,8445,2,2,2,3,2,2,1,2
8357,8446,0,0,2,3,3,3,3,2
8358,8447,0,1,1,2,2,0,1,0
8359,8448,2,3,3,3,3,3,3,2
8360,8449,4,3,3,3,3,4,3,3
8361,8450,3,4,4,3,4,4,4,4
8362,8451,0,0,3,4,4,3,4,3
8363,8452,3,3,3,3,2,2,3,3
8364,8453,2,2,2,2,2,2,2,3
8365,8454,4,4,4,4,4,4,4,4
8366,8455,2,2,1,3,3,3,4,4
8367,8456,0,0,3,2,1,2,3,3
8368,8457,3,3,4,3,4,3,3,3
8369,8458,2,3,3,2,3,3,3,2
8370,8459,3,2,3,3,4,3,2,3
8371,8460,0,4,4,3,4,3,3,4
8372,8461,0,0,0,0,0,0,2,0
8373,8463,0,0,2,0,1,0,0,2
8374,8464,3,4,3,4,4,4,4,4
8375,8465,4,3,2,3,3,3,4,2
8376,8466,0,0,0,3,0,1,3,0
8377,8467,2,2,4,4,4,3,4,3
8378,8468,4,4,4,4,4,4,4,4
8379,8469,4,4,4,4,4,4,4,4
8380,8470,4,3,3,3,2,4,4,1
8381,8471,0,0,0,0,0,0,0,0
8382,8472,4,3,4,4,3,4,4,4
8383,8473,3,0,3,3,3,1,3,3
8384,8475,1,2,4,4,4,4,3,2
8385,8476,4,4,4,3,4,3,0,3
8386,8477,0,0,0,0,0,0,0,0
8387,8478,3,3,4,4,3,4,4,3
8388,8479,3,3,2,3,2,4,3,3
8389,8480,2,3,4,3,3,3,3,4
8390,8481,3,3,2,3,4,3,3,3
8391,8482,3,2,4,3,3,3,3,3
8392,8483,2,3,4,4,3,3,4,4
8393,8484,3,0,3,0,0,3,0,3
8394,8485,0,2,2,4,4,4,2,3
8395,8486,0,0,1,2,2,3,3,3
8396,8487,0,3,0,2,1,2,0,1
8397,8488,0,0,0,2,2,0,0,0
8398,8489,2,2,2,2,4,0,3,0
8399,8490,2,4,0,1,1,2,3,0
8400,8491,4,4,4,4,3,3,4,4
8401,8492,2,3,3,2,2,3,2,3
8402,8493,0,0,2,0,0,2,0,0
8403,8494,4,4,4,4,4,4,4,2
8404,8495,4,4,3,4,4,3,3,3
8405,8496,2,4,4,3,4,3,4,3
8406,8497,3,2,2,2,3,3,4,3
8407,8498,0,1,0,0,2,0,0,2
8408,8499,3,4,4,3,4,4,3,3
8409,8500,4,4,3,4,4,3,3,4
8410,8501,4,4,3,4,4,4,4,3
8411,8502,1,2,4,4,4,4,4,4
8412,8503,4,4,4,4,4,4,2,3
8413,8504,0,2,4,4,2,2,4,4
8414,8505,2,2,2,2,0,2,3,3
8415,8506,2,3,3,3,2,3,2,4
8416,8507,0,0,0,2,2,2,2,1
8417,8508,2,4,4,3,3,3,3,4
8418,8509,3,4,3,4,4,4,3,3
8419,8510,3,4,4,3,3,3,4,4
8420,8511,2,3,3,3,2,2,0,3
8421,8512,3,1,4,4,0,0,0,1
8422,8513,0,0,2,2,3,3,0,0
8423,8514,4,4,4,4,4,4,4,4
8424,8515,4,4,4,3,2,4,4,3
8425,8516,4,3,4,4,4,3,3,3
8426,8517,4,4,4,4,4,3,4,3
8427,8518,2,2,0,0,0,0,3,2
8428,8519,2,2,2,2,2,2,2,1
8429,8520,3,1,3,3,4,4,2,3
8430,8521,4,3,4,2,3,1,3,2
8431,8522,2,0,4,3,2,2,2,3
8432,8523,1,3,2,2,3,2,2,3
8433,8524,3,4,4,3,3,2,3,3
8434,8525,3,4,3,4,3,4,4,4
8435,8526,2,1,2,3,4,2,2,1
8436,8527,4,4,4,4,4,3,4,3
8437,8528,2,3,3,4,3,4,3,3
8438,8529,3,3,4,4,2,4,4,3
8439,8530,0,0,2,2,0,1,2,3
8440,8531,2,2,3,2,3,3,3,2
8441,8532,3,3,3,4,4,4,4,4
8442,8533,3,3,4,2,4,3,3,2
8443,8534,3,3,4,3,4,4,4,4
8444,8535,2,2,3,3,3,3,4,2
8445,8536,4,4,4,4,4,4,4,4
8446,8537,2,3,3,4,4,4,4,4
8447,8538,2,2,4,3,0,0,2,3
8448,8539,4,4,4,4,4,4,4,4
8449,8540,4,4,4,4,4,4,4,4
8450,8541,3,4,3,4,3,4,3,2
8451,8542,4,4,4,4,4,4,4,4
8452,8543,3,2,1,2,2,3,4,3
8453,8544,0,2,0,2,2,2,2,2
8454,8545,4,3,1,3,3,4,4,4
8455,8546,2,4,3,4,2,2,3,4
8456,8547,3,3,3,4,3,3,3,3
8457,8548,3,2,3,3,3,3,3,3
8458,8549,0,2,0,2,4,1,2,3
8459,8550,2,0,0,0,0,0,0,0
8460,8551,4,2,2,3,3,0,3,3
8461,8552,0,1,1,2,3,3,2,2
8462,8553,0,2,3,0,0,0,0,0
8463,8554,3,3,3,3,3,4,4,2
8464,8555,4,3,4,4,2,4,4,4
8465,8556,2,4,2,0,2,2,4,3
8466,8557,4,4,0,4,2,2,4,3
8467,8558,3,3,4,4,4,4,4,4
8468,8559,2,0,3,3,0,0,3,0
8469,8560,4,4,4,4,4,4,4,4
8470,8562,3,3,4,3,4,3,4,2
8471,8563,4,4,4,4,4,4,4,3
8472,8564,4,4,4,4,4,4,4,4
8473,8565,4,3,3,4,4,4,4,4
8474,8566,2,2,4,3,4,3,3,3
8475,8567,4,4,4,4,4,4,4,4
8476,8568,2,3,4,4,3,2,4,4
8477,8569,4,4,4,4,4,3,3,3
8478,8570,4,2,2,0,0,2,0,0
8479,8571,2,1,2,3,2,2,2,2
8480,8572,3,3,3,4,3,4,3,3
8481,8573,4,4,4,4,4,4,4,4
8482,8574,0,2,4,3,3,2,3,3
8483,8575,1,2,2,2,3,2,3,3
8484,8576,4,3,2,4,4,4,4,4
8485,8577,2,3,3,3,3,4,4,4
8486,8578,3,4,0,3,3,4,3,2
8487,8579,1,2,3,4,4,3,4,4
8488,8580,4,3,3,3,4,4,4,4
8489,8581,3,4,4,4,4,4,4,3
8490,8582,0,0,0,0,0,0,1,0
8491,8583,3,3,3,3,3,0,3,3
8492,8584,4,4,4,4,4,3,3,4
8493,8585,4,4,4,4,4,4,4,3
8494,8586,2,0,2,2,3,4,4,4
8495,8587,1,2,2,3,0,3,3,2
8496,8588,0,0,0,2,2,1,3,1
8497,8589,3,4,4,3,3,3,2,3
8498,8590,4,4,4,4,4,4,3,4
8499,8591,4,4,4,3,2,2,3,3
8500,8592,2,1,3,0,2,2,2,0
8501,8593,0,0,3,2,2,1,2,2
8502,8594,3,4,2,3,3,4,3,4
8503,8595,2,3,0,3,2,3,1,2
8504,8596,3,3,4,4,3,3,4,3
8505,8597,0,0,0,1,1,0,2,0
8506,8598,0,2,4,3,4,4,4,4
8507,8599,4,4,3,4,4,4,4,4
8508,8600,4,4,4,4,4,4,4,4
8509,8601,4,4,4,4,4,4,4,4
8510,8602,0,4,4,4,4,4,4,4
8511,8603,4,4,4,4,4,4,4,4
8512,8604,2,2,2,0,4,3,2,3
8513,8605,3,3,3,2,4,4,4,4
8514,8606,3,4,4,4,4,4,4,3
8515,8607,0,0,0,0,0,0,1,0
8516,8608,0,0,0,3,0,3,2,3
8517,8609,4,4,4,3,4,3,3,4
8518,8610,0,0,0,0,0,0,1,0
8519,8611,3,4,2,2,3,3,3,2
8520,8612,4,4,4,4,4,3,4,3
8521,8613,4,2,3,3,4,2,3,3
8522,8614,0,0,0,0,0,1,4,0
8523,8615,4,4,4,4,4,4,4,4
8524,8616,4,3,3,4,4,4,4,4
8525,8617,2,2,1,2,4,4,3,4
8526,8618,4,3,3,0,3,3,3,3
8527,8619,2,0,0,0,0,0,0,0
8528,8620,4,2,3,3,2,3,3,3
8529,8621,3,4,4,3,2,2,2,2
8530,8622,0,0,0,0,2,2,1,2
8531,8623,4,4,4,4,4,4,4,3
8532,8624,0,3,3,2,2,4,4,2
8533,8625,4,4,3,4,4,4,0,3
8534,8626,3,3,3,4,4,3,4,4
8535,8627,3,2,0,2,2,4,4,4
8536,8628,2,2,3,4,3,4,3,3
8537,8629,4,4,4,4,4,4,4,4
8538,8630,0,0,3,0,2,2,0,0
8539,8631,2,3,2,0,1,4,4,4
8540,8632,2,2,2,2,3,3,2,2
8541,8634,0,0,0,0,0,0,3,3
8542,8635,3,4,4,4,4,3,3,3
8543,8636,3,4,4,4,4,4,4,4
8544,8637,3,4,4,4,4,4,4,2
8545,8638,0,0,0,0,1,0,3,0
8546,8639,3,3,3,2,3,2,3,2
8547,8640,4,4,4,2,4,4,4,2
8548,8641,4,4,4,3,1,4,4,4
8549,8642,2,4,0,3,4,4,4,4
8550,8643,2,3,4,2,3,0,3,0
8551,8644,3,4,3,2,2,1,0,2
8552,8645,2,0,3,3,2,2,2,3
8553,8646,4,3,3,3,3,3,3,2
8554,8647,4,4,4,4,4,4,4,4
8555,8648,2,2,1,4,3,3,2,1
8556,8649,4,3,3,4,4,4,4,4
8557,8650,0,0,3,0,0,0,0,2
8558,8651,3,4,4,4,3,4,4,3
8559,8652,3,2,4,2,3,2,3,4
8560,8653,3,3,3,3,3,3,3,3
8561,8654,1,0,0,0,0,0,0,0
8562,8655,0,0,0,0,0,2,0,0
8563,8656,3,4,1,3,2,4,3,3
8564,8657,4,1,0,3,4,2,2,2
8565,8658,4,4,4,4,4,4,4,4
8566,8659,4,4,4,4,4,4,4,4
8567,8660,2,3,2,2,2,3,4,2
8568,8661,3,4,3,4,4,4,3,4
8569,8662,3,3,3,3,3,3,3,3
8570,8663,0,0,0,0,0,0,0,0
8571,8664,2,2,3,3,3,2,3,3
8572,8665,4,4,4,3,4,2,4,4
8573,8666,3,4,3,2,3,3,2,4
8574,8667,1,0,1,2,2,4,3,3
8575,8668,3,3,4,4,4,4,4,4
8576,8669,2,3,0,2,4,4,3,3
8577,8670,3,3,3,4,4,4,4,4
8578,8671,2,2,3,3,2,3,4,4
8579,8672,0,0,3,3,3,3,2,2
8580,8673,3,4,4,4,3,4,3,3
8581,8674,3,3,2,2,2,3,3,3
8582,8675,1,2,4,2,2,1,2,4
8583,8676,2,4,4,4,4,4,4,3
8584,8678,4,4,4,4,4,4,4,4
8585,8679,4,4,4,4,4,4,3,4
8586,8680,4,4,4,4,4,4,4,4
8587,8681,2,4,2,2,3,3,4,4
8588,8682,3,3,4,3,4,3,4,4
8589,8683,3,3,3,4,4,4,4,4
8590,8684,0,0,2,1,1,2,3,3
8591,8686,4,4,3,4,4,3,3,4
8592,8687,0,0,0,0,0,0,0,0
8593,8688,3,3,4,2,4,4,4,4
8594,8689,2,3,2,0,0,2,0,1
8595,8690,1,0,0,0,0,1,2,1
8596,8691,3,3,1,2,2,4,2,1
8597,8692,3,4,3,3,4,2,4,3
8598,8693,2,1,3,3,4,3,4,2
8599,8694,3,0,3,3,2,3,3,3
8600,8695,4,4,2,1,3,3,3,3
8601,8696,0,2,2,0,0,3,0,2
8602,8697,4,0,0,4,0,0,4,3
8603,8698,4,3,3,3,4,3,3,2
8604,8699,3,3,2,4,3,4,4,4
8605,8700,3,4,4,3,4,4,3,3
8606,8701,0,2,0,3,3,2,2,2
8607,8702,2,3,3,3,3,3,3,2
8608,8703,4,3,3,4,4,4,3,4
8609,8704,1,3,0,3,2,3,3,4
8610,8705,2,3,2,2,4,3,2,2
8611,8706,4,4,4,4,4,4,3,4
8612,8707,2,3,3,4,3,3,4,3
8613,8708,4,4,4,3,3,3,4,4
8614,8709,2,4,0,1,3,2,1,2
8615,8710,0,0,0,0,2,0,0,2
8616,8711,0,0,0,0,2,0,0,3
8617,8712,4,4,4,4,4,4,3,4
8618,8713,3,4,4,3,3,4,3,3
8619,8714,4,4,4,4,4,4,4,3
8620,8715,0,1,0,1,2,0,0,0
8621,8716,3,2,0,2,4,2,3,3
8622,8717,2,3,3,3,4,4,4,4
8623,8718,2,3,4,2,4,4,4,4
8624,8719,0,0,0,0,0,0,3,0
8625,8720,1,1,0,3,1,2,1,3
8626,8721,1,3,4,3,4,4,4,4
8627,8722,2,2,3,3,2,2,2,2
8628,8723,0,3,2,3,3,2,3,0
8629,8724,4,2,4,4,4,4,4,2
8630,8725,3,2,4,0,2,0,0,0
8631,8726,3,4,4,0,3,4,4,4
8632,8727,4,4,4,3,2,4,4,3
8633,8728,3,3,4,4,4,4,4,3
8634,8729,4,4,3,4,4,4,3,4
8635,8730,3,3,3,3,3,3,3,3
8636,8731,4,4,3,4,4,4,4,4
8637,8732,2,2,4,2,2,4,4,3
8638,8733,1,0,0,0,0,0,0,0
8639,8734,2,3,3,3,3,3,4,3
8640,8735,0,0,0,0,1,0,0,0
8641,8736,4,3,3,3,2,4,4,3
8642,8737,3,3,0,1,4,3,4,3
8643,8738,3,2,3,3,4,4,4,4
8644,8739,4,4,4,4,4,3,4,2
8645,8740,0,4,4,4,4,4,4,3
8646,8741,2,4,3,4,2,3,2,2
8647,8742,3,3,2,2,4,4,4,2
8648,8743,3,4,3,3,2,2,3,3
8649,8744,3,3,3,4,4,4,4,3
8650,8745,2,2,2,2,2,3,4,1
8651,8746,4,4,4,4,4,4,4,3
8652,8747,4,4,4,4,4,3,4,2
8653,8748,2,0,2,3,3,2,3,3
8654,8749,3,2,4,2,3,2,3,2
8655,8750,3,0,0,3,2,4,4,3
8656,8751,4,0,3,0,3,3,3,2
8657,8752,3,2,4,4,3,4,4,4
8658,8753,4,4,2,3,4,3,3,2
8659,8754,4,4,4,4,4,4,4,4
8660,8755,4,4,4,4,4,4,4,3
8661,8756,0,0,2,4,4,2,1,1
8662,8757,0,0,0,0,0,0,0,1
8663,8758,4,4,4,4,4,4,4,4
8664,8759,0,2,2,2,3,1,4,2
8665,8760,4,4,4,4,4,4,4,3
8666,8761,0,0,0,0,2,2,2,0
8667,8762,0,0,0,0,0,1,0,1
8668,8763,0,0,0,3,3,4,0,3
8669,8764,4,4,3,3,3,4,4,3
8670,8765,2,0,2,3,3,3,4,4
8671,8766,4,3,4,4,4,4,4,4
8672,8767,4,4,4,4,3,4,4,4
8673,8768,3,2,3,4,4,4,4,3
8674,8769,3,3,3,4,3,4,4,4
8675,8770,0,0,0,0,0,0,0,0
8676,8771,4,3,4,4,4,4,3,3
8677,8772,2,3,4,4,4,4,4,4
8678,8773,4,1,4,2,3,2,0,1
8679,8774,3,3,3,2,3,3,3,3
8680,8775,2,0,2,2,0,3,0,0
8681,8776,3,4,4,4,4,4,4,3
8682,8777,4,3,4,4,3,4,4,3
8683,8778,4,4,4,4,4,4,4,4
8684,8779,2,0,0,0,2,0,0,0
8685,8780,0,0,0,0,0,0,0,0
8686,8781,3,4,0,4,4,0,3,0
8687,8782,0,2,0,1,1,1,2,3
8688,8783,3,4,4,3,2,2,3,3
8689,8784,2,0,4,4,3,4,4,0
8690,8785,0,3,3,2,1,0,4,1
8691,8786,4,4,4,4,4,3,3,4
8692,8787,3,4,4,3,4,3,4,3
8693,8788,3,3,4,4,4,3,4,4
8694,8789,3,4,3,4,4,4,3,3
8695,8791,3,3,4,4,4,4,4,4
8696,8792,4,2,3,3,4,3,3,2
8697,8793,0,0,0,0,0,0,0,0
8698,8794,2,4,3,2,4,3,3,3
8699,8795,3,4,4,4,3,4,3,2
8700,8796,4,3,3,3,3,3,4,4
8701,8797,2,2,3,2,3,3,4,3
