,고객번호,기_총구매액1,기_총구매액2,기_총구매액3,기_총구매액4,기_총구매액5,기_총구매액6,기_총구매액7,기타_증감율,기타_변동율,기_(증감*0.8)+(변동*0.2)
9132,9234,2,3,3,4,3,4,4,2,4,2.4
9133,9235,0,0,0,2,4,4,4,4,4,4
9134,9236,4,3,3,3,4,4,4,0,2,0.4
9135,9237,4,1,3,2,4,4,4,0,8,1.6
9136,9238,4,4,4,4,4,4,4,0,0,0
9137,9239,3,2,3,2,3,3,2,-1,5,0.2
9138,9240,4,4,4,3,3,4,4,0,2,0.4
9139,9241,2,0,2,2,2,2,1,-1,5,0.2
9140,9242,2,3,2,3,4,3,3,1,5,1.8
9141,9243,4,4,3,4,3,4,3,-1,5,0.2
9142,9244,2,0,2,3,0,2,2,0,10,2
9143,9245,4,4,4,4,4,4,4,0,0,0
9144,9246,2,2,3,3,3,3,2,0,2,0.4
9145,9247,3,4,4,2,3,2,2,-1,5,0.2
9146,9248,3,4,3,4,2,2,3,0,6,1.2
9147,9249,3,3,3,3,4,3,3,0,2,0.4
9148,9250,0,0,4,2,2,2,3,3,7,3.8
9149,9251,4,3,2,2,2,3,3,-1,3,-0.2
9150,9252,1,0,4,3,2,3,3,2,8,3.2
9151,9253,4,4,4,4,4,3,3,-1,1,-0.6
9152,9254,2,2,2,2,3,4,4,2,2,2
9153,9255,3,3,4,4,4,4,4,1,1,1
9154,9256,0,1,2,2,3,2,3,3,5,3.4
9155,9257,4,2,0,4,3,0,4,0,16,3.2
9156,9258,3,4,4,3,3,3,3,0,2,0.4
9157,9259,2,4,4,4,3,4,2,0,6,1.2
9158,9260,3,3,3,3,3,4,4,1,1,1
9159,9261,4,4,4,4,4,4,4,0,0,0
9160,9262,3,2,3,4,4,4,3,0,4,0.8
9161,9263,2,2,4,2,1,2,2,0,6,1.2
9162,9264,4,3,4,3,4,4,4,0,4,0.8
9163,9265,2,4,3,4,4,4,4,2,4,2.4
9164,9266,2,2,1,2,0,2,1,-1,7,0.6
9165,9267,4,4,4,4,3,4,4,0,2,0.4
9166,9268,1,2,4,4,2,4,4,3,7,3.8
9167,9269,4,4,3,4,4,3,3,-1,3,-0.2
9168,9270,3,4,2,2,3,3,4,1,5,1.8
9169,9271,0,2,2,0,3,0,0,0,10,2
9170,9272,0,2,2,0,2,0,2,2,10,3.6
9171,9273,3,3,4,3,4,2,4,1,7,2.2
9172,9274,4,4,4,4,4,2,4,0,4,0.8
9173,9275,2,2,3,4,4,3,3,1,3,1.4
9174,9276,4,4,4,4,4,3,4,0,2,0.4
9175,9277,4,3,4,4,3,4,4,0,4,0.8
9176,9278,4,2,4,3,4,4,3,-1,7,0.6
9177,9279,0,0,0,0,0,0,0,0,0,0
9178,9280,4,2,4,3,4,4,4,0,6,1.2
9179,9281,0,2,1,3,2,2,2,2,6,2.8
9180,9282,0,3,3,3,4,4,3,3,5,3.4
9181,9283,0,0,0,0,0,0,0,0,0,0
9182,9284,4,4,4,4,4,4,4,0,0,0
9183,9285,4,2,4,2,2,3,3,-1,7,0.6
9184,9286,4,3,3,4,4,4,4,0,2,0.4
9185,9287,2,3,3,4,4,2,4,2,6,2.8
9186,9288,1,2,2,3,3,1,4,3,7,3.8
9187,9289,3,3,3,3,3,3,3,0,0,0
9188,9290,3,3,2,3,4,4,4,1,3,1.4
9189,9291,3,0,0,0,0,0,0,-3,3,-1.8
9190,9292,2,2,3,1,3,2,3,1,7,2.2
9191,9293,0,2,0,2,3,2,0,0,10,2
9192,9294,4,3,4,3,3,3,3,-1,3,-0.2
9193,9295,0,4,4,4,4,4,4,4,4,4
9194,9296,0,4,4,2,4,3,3,3,9,4.2
9195,9297,3,3,4,4,4,4,4,1,1,1
9196,9298,2,2,1,2,2,2,3,1,3,1.4
9197,9299,3,2,3,3,3,4,2,-1,5,0.2
9198,9300,4,4,4,4,3,3,3,-1,1,-0.6
9199,9301,3,3,3,3,3,4,4,1,1,1
9200,9302,2,4,3,3,4,0,4,2,12,4
9201,9303,3,3,4,3,4,3,4,1,5,1.8
9202,9304,4,1,3,2,4,4,4,0,8,1.6
9203,9305,0,3,3,4,3,3,3,3,5,3.4
9204,9306,3,3,3,4,4,3,3,0,2,0.4
9205,9307,1,4,4,4,4,4,4,3,3,3
9206,9308,3,3,2,3,4,1,4,1,9,2.6
9207,9309,0,2,0,3,4,0,0,0,12,2.4
9208,9310,2,0,0,3,3,3,3,1,5,1.8
9209,9311,0,0,0,0,2,2,0,0,4,0.8
9210,9312,4,4,1,3,4,4,4,0,6,1.2
9211,9313,3,3,3,4,3,3,4,1,3,1.4
9212,9314,3,4,3,3,3,2,4,1,5,1.8
9213,9315,4,4,2,3,4,4,3,-1,5,0.2
9214,9316,2,3,0,3,3,4,4,2,8,3.2
9215,9317,3,3,2,3,4,3,3,0,4,0.8
9216,9318,2,0,2,3,3,3,4,2,6,2.8
9217,9319,4,3,3,3,3,3,3,-1,1,-0.6
9218,9320,0,0,4,0,3,2,0,0,14,2.8
9219,9321,3,4,3,4,4,4,4,1,3,1.4
9220,9322,0,0,0,0,0,0,0,0,0,0
9221,9323,0,0,0,0,0,0,0,0,0,0
9222,9324,3,3,3,3,4,3,4,1,3,1.4
9223,9325,4,4,4,4,4,4,3,-1,1,-0.6
9224,9326,4,2,2,2,3,3,4,0,4,0.8
9225,9327,4,4,4,4,4,3,4,0,2,0.4
9226,9328,2,4,2,4,2,4,3,1,11,3
9227,9329,3,1,2,3,2,4,2,-1,9,1
9228,9330,3,3,3,4,4,4,4,1,1,1
9229,9331,3,3,0,4,4,3,4,1,9,2.6
9230,9332,0,0,0,0,0,0,0,0,0,0
9231,9333,4,1,2,4,4,4,4,0,6,1.2
9232,9334,2,4,2,3,3,0,0,-2,8,0
9233,9335,2,3,4,3,3,2,4,2,6,2.8
9234,9337,2,2,3,3,3,2,3,1,3,1.4
9235,9339,3,4,2,3,4,3,4,1,7,2.2
9236,9340,4,4,4,4,4,4,3,-1,1,-0.6
9237,9341,2,2,2,1,2,2,3,1,3,1.4
9238,9342,4,4,3,3,4,4,4,0,2,0.4
9239,9343,2,3,3,3,4,3,2,0,4,0.8
9240,9344,4,3,4,3,4,2,3,-1,7,0.6
9241,9345,3,3,4,3,4,4,4,1,3,1.4
9242,9346,2,3,2,3,3,2,3,1,5,1.8
9243,9347,3,3,4,3,4,4,4,1,3,1.4
9244,9348,4,4,4,4,4,4,3,-1,1,-0.6
9245,9349,2,3,4,4,4,4,3,1,3,1.4
9246,9350,0,0,0,2,4,2,3,3,7,3.8
9247,9351,3,4,4,4,3,3,3,0,2,0.4
9248,9352,3,3,3,4,4,4,3,0,2,0.4
9249,9353,3,3,4,4,2,4,4,1,5,1.8
9250,9354,3,4,3,4,3,4,4,1,5,1.8
9251,9355,4,4,4,4,4,4,4,0,0,0
9252,9356,3,1,3,2,0,4,2,-1,13,1.8
9253,9357,3,4,3,4,3,3,3,0,4,0.8
9254,9358,4,4,4,3,3,4,4,0,2,0.4
9255,9359,2,3,2,3,4,2,4,2,8,3.2
9256,9360,3,4,4,3,3,4,3,0,4,0.8
9257,9361,4,3,4,3,3,2,4,0,6,1.2
9258,9362,3,4,4,4,4,4,4,1,1,1
9259,9363,2,0,3,2,3,4,3,1,9,2.6
9260,9364,4,3,3,2,3,3,4,0,4,0.8
9261,9365,0,2,2,0,1,0,2,2,8,3.2
9262,9366,3,2,3,4,3,4,4,1,5,1.8
9263,9367,3,3,4,4,2,3,4,1,5,1.8
9264,9368,4,3,3,3,4,3,3,-1,3,-0.2
9265,9369,3,4,3,2,4,3,3,0,6,1.2
9266,9370,3,4,4,3,3,4,3,0,4,0.8
9267,9371,3,4,0,2,4,2,0,-3,13,0.2
9268,9372,2,3,2,3,0,2,3,1,9,2.6
9269,9373,4,4,4,4,4,4,4,0,0,0
9270,9374,0,3,0,3,2,1,4,4,14,6
9271,9375,3,2,3,2,3,4,3,0,6,1.2
9272,9376,3,4,3,4,4,4,3,0,4,0.8
9273,9377,0,0,0,0,0,0,0,0,0,0
9274,9378,2,3,3,3,4,3,4,2,4,2.4
9275,9379,3,4,4,4,4,4,4,1,1,1
9276,9380,3,3,3,4,4,4,3,0,2,0.4
9277,9381,4,3,4,4,4,4,4,0,2,0.4
9278,9382,4,4,4,4,4,4,4,0,0,0
9279,9383,2,2,1,1,3,2,3,1,5,1.8
9280,9384,2,4,4,3,3,3,3,1,3,1.4
9281,9385,0,0,0,0,0,0,0,0,0,0
9282,9386,4,4,4,4,4,4,4,0,0,0
9283,9387,2,2,4,3,3,2,2,0,4,0.8
9284,9388,4,2,4,4,4,4,3,-1,5,0.2
9285,9389,3,3,3,4,4,4,4,1,1,1
9286,9390,1,1,2,2,2,3,3,2,2,2
9287,9391,3,0,0,1,3,3,2,-1,7,0.6
9288,9392,4,3,4,4,4,4,4,0,2,0.4
9289,9393,3,2,3,4,4,4,4,1,3,1.4
9290,9394,2,0,2,3,4,3,4,2,8,3.2
9291,9395,3,3,3,3,3,2,3,0,2,0.4
9292,9396,4,4,4,3,4,4,4,0,2,0.4
9293,9397,4,4,4,4,3,3,4,0,2,0.4
9294,9398,3,4,2,3,4,4,3,0,6,1.2
9295,9399,2,0,0,2,2,2,2,0,4,0.8
9296,9400,2,3,2,2,3,3,4,2,4,2.4
9297,9401,0,0,0,0,0,0,0,0,0,0
9298,9402,4,4,4,4,4,4,4,0,0,0
9299,9403,3,3,4,4,3,3,1,-2,4,-0.8
9300,9404,2,0,0,3,3,4,3,1,7,2.2
9301,9405,0,0,2,2,2,2,3,3,3,3
9302,9406,3,3,4,3,4,4,4,1,3,1.4
9303,9407,4,4,4,4,4,4,4,0,0,0
9304,9408,3,4,4,4,4,4,4,1,1,1
9305,9409,2,2,4,3,3,3,3,1,3,1.4
9306,9410,1,2,3,3,3,3,3,2,2,2
9307,9411,2,4,2,2,0,3,3,1,9,2.6
9308,9412,4,4,4,1,4,4,3,-1,7,0.6
9309,9413,4,4,4,4,4,4,4,0,0,0
9310,9414,3,3,2,2,3,4,3,0,4,0.8
9311,9415,4,4,4,4,4,4,4,0,0,0
9312,9416,3,3,0,3,1,3,2,-1,11,1.4
9313,9417,3,3,3,3,3,3,3,0,0,0
9314,9418,4,3,3,4,3,3,3,-1,3,-0.2
9315,9419,3,4,4,3,3,3,3,0,2,0.4
9316,9420,4,3,2,2,3,3,2,-2,4,-0.8
9317,9421,4,4,3,4,4,4,4,0,2,0.4
9318,9422,0,0,0,3,2,1,2,2,6,2.8
9319,9423,4,3,4,4,4,4,4,0,2,0.4
9320,9424,2,0,2,3,0,2,4,2,12,4
9321,9425,4,3,3,4,4,3,4,0,4,0.8
9322,9426,3,3,3,4,4,4,4,1,1,1
9323,9427,4,4,4,3,4,4,3,-1,3,-0.2
9324,9428,1,3,4,4,4,4,4,3,3,3
9325,9429,2,2,0,0,1,0,0,-2,4,-0.8
9326,9430,4,3,4,4,4,4,4,0,2,0.4
9327,9431,3,4,4,4,4,4,4,1,1,1
9328,9432,4,4,4,4,1,3,3,-1,5,0.2
9329,9433,4,2,4,3,2,3,4,0,8,1.6
9330,9434,0,2,2,2,3,0,0,0,6,1.2
9331,9435,3,3,3,3,3,3,4,1,1,1
9332,9436,4,3,4,4,4,3,3,-1,3,-0.2
9333,9437,4,4,4,4,4,4,4,0,0,0
9334,9438,2,3,3,2,3,4,4,2,4,2.4
9335,9439,3,3,4,4,4,4,4,1,1,1
9336,9440,3,3,4,4,3,3,4,1,3,1.4
9337,9441,2,4,3,1,2,0,3,1,11,3
9338,9442,2,3,3,2,4,4,4,2,4,2.4
9339,9443,3,2,3,3,2,2,4,1,5,1.8
9340,9444,2,3,3,2,4,3,3,1,5,1.8
9341,9445,4,3,4,2,3,3,3,-1,5,0.2
9342,9446,4,3,3,0,3,2,3,-1,9,1
9343,9447,0,2,2,4,3,3,3,3,5,3.4
9344,9448,4,3,3,3,3,3,3,-1,1,-0.6
9345,9449,3,3,4,4,4,4,3,0,2,0.4
9346,9450,4,3,3,3,4,3,4,0,4,0.8
9347,9451,3,4,4,4,4,4,4,1,1,1
9348,9452,4,4,4,4,4,4,3,-1,1,-0.6
9349,9453,0,0,0,0,3,4,3,3,5,3.4
9350,9454,3,4,4,4,2,2,0,-3,5,-1.4
9351,9455,0,0,0,0,4,0,0,0,8,1.6
9352,9456,4,2,0,2,3,3,0,-4,10,-1.2
9353,9457,3,3,4,4,3,3,4,1,3,1.4
9354,9458,3,2,3,3,3,4,3,0,4,0.8
9355,9459,0,0,0,0,0,0,0,0,0,0
9356,9460,2,2,2,4,4,3,3,1,3,1.4
9357,9461,0,2,3,3,2,3,3,3,5,3.4
9358,9462,1,3,0,1,1,4,2,1,11,3
9359,9463,3,3,2,4,3,4,3,0,6,1.2
9360,9464,3,2,2,2,2,2,2,-1,1,-0.6
9361,9465,3,3,3,3,4,4,3,0,2,0.4
9362,9466,4,3,4,4,4,2,4,0,6,1.2
9363,9467,2,1,3,3,4,3,4,2,6,2.8
9364,9468,3,4,3,3,4,3,4,1,5,1.8
9365,9469,3,3,4,4,4,4,4,1,1,1
9366,9470,0,2,3,4,4,4,3,3,5,3.4
9367,9471,0,0,0,2,2,3,3,3,3,3
9368,9472,2,2,2,3,3,3,3,1,1,1
9369,9473,3,4,4,4,4,4,4,1,1,1
9370,9474,4,4,4,2,4,3,2,-2,6,-0.4
9371,9475,0,1,3,1,0,0,1,1,7,2.2
9372,9476,3,2,4,3,2,4,3,0,8,1.6
9373,9477,3,3,3,2,4,3,3,0,4,0.8
9374,9478,2,3,3,3,2,3,3,1,3,1.4
9375,9479,4,4,4,3,4,4,3,-1,3,-0.2
9376,9480,4,3,4,4,4,4,4,0,2,0.4
9377,9481,4,2,3,3,3,3,4,0,4,0.8
9378,9482,2,3,4,3,3,3,4,2,4,2.4
9379,9483,0,3,3,4,3,3,3,3,5,3.4
9380,9484,4,3,4,4,4,4,4,0,2,0.4
9381,9485,3,4,4,4,4,4,4,1,1,1
9382,9486,3,3,2,4,4,4,3,0,4,0.8
9383,9487,4,3,3,3,3,3,4,0,2,0.4
9384,9488,0,3,2,1,2,4,4,4,8,4.8
9385,9489,2,1,2,0,2,2,3,1,7,2.2
9386,9490,3,3,4,4,3,3,2,-1,3,-0.2
9387,9491,0,0,0,2,3,3,2,2,4,2.4
9388,9492,3,3,4,4,4,4,3,0,2,0.4
9389,9493,4,4,4,4,4,4,4,0,0,0
9390,9494,4,0,0,0,0,0,0,-4,4,-2.4
9391,9495,4,4,4,4,4,4,4,0,0,0
9392,9496,2,2,3,3,3,3,3,1,1,1
9393,9497,2,2,3,3,4,3,3,1,3,1.4
9394,9498,1,0,2,3,3,3,3,2,4,2.4
9395,9499,3,3,2,3,3,2,3,0,4,0.8
9396,9500,2,3,4,3,3,3,2,0,4,0.8
9397,9501,3,3,3,3,3,4,4,1,1,1
9398,9502,2,3,4,2,4,3,4,2,8,3.2
9399,9503,2,1,3,3,3,4,4,2,4,2.4
9400,9504,3,4,2,3,2,2,3,0,6,1.2
9401,9505,4,0,4,4,4,4,4,0,8,1.6
9402,9506,4,2,3,4,3,3,3,-1,5,0.2
9403,9507,2,3,3,3,3,1,4,2,6,2.8
9404,9508,0,0,0,2,2,0,0,0,4,0.8
9405,9509,0,4,2,2,4,3,4,4,10,5.2
9406,9510,4,4,0,4,4,4,4,0,8,1.6
9407,9511,4,3,4,4,4,4,3,-1,3,-0.2
9408,9512,4,4,3,4,2,4,3,-1,7,0.6
9409,9513,3,4,3,3,3,4,3,0,4,0.8
9410,9514,3,4,4,2,4,4,4,1,5,1.8
9411,9515,2,2,3,3,4,3,4,2,4,2.4
9412,9516,4,4,4,4,3,1,2,-2,4,-0.8
9413,9517,0,1,2,0,1,1,2,2,6,2.8
9414,9518,4,4,4,4,4,4,2,-2,2,-1.2
9415,9519,4,4,4,4,4,4,4,0,0,0
9416,9520,0,0,0,0,0,2,2,2,2,2
9417,9521,4,3,0,3,0,0,3,-1,13,1.8
9418,9522,0,0,0,0,0,0,0,0,0,0
9419,9523,2,2,3,1,2,2,2,0,4,0.8
9420,9525,0,0,0,0,1,0,0,0,2,0.4
9421,9526,4,4,4,4,4,4,4,0,0,0
9422,9527,4,4,3,4,4,4,4,0,2,0.4
9423,9528,2,4,4,2,4,4,4,2,6,2.8
9424,9529,4,4,4,4,4,4,4,0,0,0
9425,9530,4,4,4,3,4,4,4,0,2,0.4
9426,9531,0,0,0,0,0,0,0,0,0,0
9427,9532,3,3,3,3,4,3,3,0,2,0.4
9428,9533,3,4,4,4,4,4,3,0,2,0.4
9429,9534,3,4,4,4,3,4,4,1,3,1.4
9430,9535,0,0,2,0,1,3,4,4,8,4.8
9431,9536,3,2,1,3,4,2,2,-1,7,0.6
9432,9537,4,0,2,2,2,3,2,-2,8,0
9433,9538,4,4,3,4,3,4,4,0,4,0.8
9434,9539,2,4,4,4,4,2,3,1,5,1.8
9435,9540,3,4,4,3,3,2,0,-3,5,-1.4
9436,9541,4,4,2,3,2,3,3,-1,5,0.2
9437,9542,3,3,2,3,2,2,4,1,5,1.8
9438,9543,2,2,2,3,3,4,4,2,2,2
9439,9544,0,0,0,0,0,0,2,2,2,2
9440,9545,2,4,3,3,3,4,4,2,4,2.4
9441,9546,3,4,4,4,4,4,4,1,1,1
9442,9547,3,3,4,4,4,4,3,0,2,0.4
9443,9548,0,0,0,0,0,0,0,0,0,0
9444,9549,4,4,4,4,4,4,4,0,0,0
9445,9551,0,0,0,0,0,0,0,0,0,0
9446,9553,2,2,4,2,2,3,4,2,6,2.8
9447,9554,2,2,2,1,2,2,2,0,2,0.4
9448,9555,3,3,2,0,3,4,3,0,8,1.6
9449,9556,3,3,3,3,4,3,4,1,3,1.4
9450,9558,2,2,3,4,3,2,4,2,6,2.8
9451,9559,3,3,4,3,4,4,4,1,3,1.4
9452,9560,0,2,4,4,3,3,4,4,6,4.4
9453,9561,4,4,4,4,3,4,4,0,2,0.4
9454,9562,3,3,4,4,4,4,4,1,1,1
9455,9563,2,3,3,3,4,4,3,1,3,1.4
9456,9564,3,4,4,2,3,3,1,-2,6,-0.4
9457,9565,4,4,4,3,4,3,2,-2,4,-0.8
9458,9567,4,4,4,3,2,2,4,0,4,0.8
9459,9568,3,3,4,4,4,4,4,1,1,1
9460,9569,3,3,2,2,2,0,0,-3,3,-1.8
9461,9570,3,4,0,4,2,3,2,-1,13,1.8
9462,9571,3,3,3,3,3,3,3,0,0,0
9463,9572,2,4,2,1,2,1,2,0,8,1.6
9464,9573,2,0,0,3,2,3,4,2,8,3.2
9465,9574,2,2,2,2,3,4,3,1,3,1.4
9466,9575,0,4,2,3,4,3,3,3,9,4.2
9467,9576,4,4,4,4,4,4,4,0,0,0
9468,9577,0,2,3,0,0,2,3,3,9,4.2
9469,9578,2,3,4,3,4,4,3,1,5,1.8
9470,9579,4,4,4,4,4,4,4,0,0,0
9471,9580,2,3,2,2,2,2,3,1,3,1.4
9472,9581,3,3,4,3,4,2,4,1,7,2.2
9473,9582,3,3,3,2,0,2,2,-1,5,0.2
9474,9583,2,4,3,4,4,3,4,2,6,2.8
9475,9584,3,0,2,2,0,2,0,-3,11,-0.2
9476,9585,2,4,1,3,3,3,3,1,7,2.2
9477,9586,3,3,4,4,4,4,4,1,1,1
9478,9587,2,2,2,4,4,3,4,2,4,2.4
9479,9588,2,4,4,0,3,4,3,1,11,3
9480,9589,3,3,4,4,4,1,0,-3,5,-1.4
9481,9590,3,4,4,4,4,4,4,1,1,1
9482,9591,2,0,1,2,0,1,0,-2,8,0
9483,9592,0,2,3,0,0,0,4,4,10,5.2
9484,9593,3,2,2,3,2,3,3,0,4,0.8
9485,9594,0,0,2,2,4,4,3,3,5,3.4
9486,9595,3,3,4,3,3,3,3,0,2,0.4
9487,9596,0,0,1,1,3,0,0,0,6,1.2
9488,9597,3,4,4,4,3,3,4,1,3,1.4
9489,9598,2,0,2,0,1,0,2,0,10,2
9490,9599,4,3,4,3,4,4,4,0,4,0.8
9491,9600,4,4,4,3,2,4,4,0,4,0.8
9492,9601,3,2,2,3,4,3,3,0,4,0.8
9493,9602,4,2,4,4,4,2,4,0,8,1.6
9494,9603,3,2,4,3,3,4,3,0,6,1.2
9495,9604,3,4,4,4,4,4,4,1,1,1
9496,9605,3,4,3,2,2,0,2,-1,7,0.6
9497,9606,0,1,2,2,4,4,4,4,4,4
9498,9607,4,4,4,4,4,4,4,0,0,0
9499,9608,2,3,2,3,4,4,3,1,5,1.8
9500,9609,4,1,3,3,4,2,4,0,10,2
9501,9611,4,4,4,4,4,4,4,0,0,0
9502,9612,0,3,3,3,0,2,2,2,8,3.2
9503,9613,3,3,3,2,2,3,2,-1,3,-0.2
9504,9614,4,4,4,3,3,4,4,0,2,0.4
9505,9615,4,3,4,4,3,3,4,0,4,0.8
9506,9616,0,2,1,4,4,4,4,4,6,4.4
9507,9617,2,4,4,4,4,4,3,1,3,1.4
9508,9618,1,3,2,0,2,3,3,2,8,3.2
9509,9619,0,0,2,1,2,0,2,2,8,3.2
9510,9620,3,2,3,2,2,2,1,-2,4,-0.8
9511,9621,0,0,2,1,0,1,3,3,7,3.8
9512,9622,4,3,3,4,3,4,2,-2,6,-0.4
9513,9623,4,4,4,3,4,3,4,0,4,0.8
9514,9624,3,4,3,3,2,3,3,0,4,0.8
9515,9625,4,4,4,4,4,4,4,0,0,0
9516,9626,4,4,4,2,4,4,4,0,4,0.8
9517,9627,4,3,4,3,4,3,4,0,6,1.2
9518,9628,4,4,4,4,4,4,4,0,0,0
9519,9629,3,4,4,4,4,4,4,1,1,1
9520,9630,2,2,3,3,3,3,3,1,1,1
9521,9631,3,3,2,2,2,3,0,-3,5,-1.4
9522,9632,4,4,3,2,4,3,3,-1,5,0.2
9523,9633,3,4,4,3,4,4,4,1,3,1.4
9524,9634,3,4,4,4,4,4,4,1,1,1
9525,9635,3,3,2,3,3,3,4,1,3,1.4
9526,9636,3,1,2,2,3,3,3,0,4,0.8
9527,9637,0,3,3,3,4,2,2,2,6,2.8
9528,9638,3,2,3,3,3,3,3,0,2,0.4
9529,9639,3,2,2,3,3,3,3,0,2,0.4
9530,9641,4,2,1,3,2,3,3,-1,7,0.6
9531,9642,3,0,0,0,3,3,4,1,7,2.2
9532,9643,4,4,4,3,4,4,3,-1,3,-0.2
9533,9644,1,4,3,3,3,3,0,-1,7,0.6
9534,9645,3,2,3,3,3,4,4,1,3,1.4
9535,9647,4,4,4,3,4,3,3,-1,3,-0.2
9536,9648,4,4,4,4,4,4,4,0,0,0
9537,9649,4,3,3,3,3,4,3,-1,3,-0.2
9538,9650,2,1,3,2,0,1,2,0,8,1.6
9539,9651,4,4,4,4,3,1,2,-2,4,-0.8
9540,9652,2,4,4,4,3,3,2,0,4,0.8
9541,9653,2,3,3,2,1,3,3,1,5,1.8
9542,9654,4,3,4,4,3,4,4,0,4,0.8
9543,9655,2,3,0,0,1,3,4,2,8,3.2
9544,9656,4,4,3,3,4,3,4,0,4,0.8
9545,9657,2,3,3,2,2,3,3,1,3,1.4
9546,9658,4,4,4,4,4,4,4,0,0,0
9547,9659,2,2,0,2,2,2,3,1,5,1.8
9548,9660,0,2,3,3,3,3,2,2,4,2.4
9549,9661,0,2,3,2,4,2,3,3,9,4.2
9550,9662,0,0,0,2,0,0,2,2,6,2.8
9551,9663,3,3,4,4,4,2,4,1,5,1.8
9552,9664,3,2,3,3,3,1,2,-1,5,0.2
9553,9665,4,4,4,4,3,4,4,0,2,0.4
9554,9666,3,3,3,3,2,2,4,1,3,1.4
9555,9667,3,3,0,2,3,3,3,0,6,1.2
9556,9668,3,2,4,3,3,3,4,1,5,1.8
9557,9669,0,2,2,1,2,0,3,3,9,4.2
9558,9670,3,4,4,2,0,3,4,1,9,2.6
9559,9671,3,3,3,3,2,0,0,-3,3,-1.8
9560,9672,3,4,4,4,4,4,4,1,1,1
9561,9673,3,3,4,4,4,4,3,0,2,0.4
9562,9675,0,0,4,4,0,0,0,0,8,1.6
9563,9676,0,1,3,2,3,2,4,4,8,4.8
9564,9677,2,2,2,3,2,3,2,0,4,0.8
9565,9678,3,3,4,3,3,3,4,1,3,1.4
9566,9679,0,0,0,2,2,4,3,3,5,3.4
9567,9680,2,3,4,4,3,3,4,2,4,2.4
9568,9681,3,3,4,2,3,2,3,0,6,1.2
9569,9682,2,0,0,0,0,0,0,-2,2,-1.2
9570,9683,4,3,4,3,3,4,3,-1,5,0.2
9571,9684,0,3,0,0,1,0,0,0,8,1.6
9572,9685,3,4,4,3,4,4,3,0,4,0.8
9573,9686,4,4,4,4,4,4,4,0,0,0
9574,9687,4,4,4,4,4,4,4,0,0,0
9575,9688,4,3,3,3,4,4,4,0,2,0.4
9576,9689,2,3,3,4,4,4,3,1,3,1.4
9577,9690,2,2,4,4,4,4,4,2,2,2
9578,9691,3,3,3,3,3,4,3,0,2,0.4
9579,9692,3,3,4,3,3,3,3,0,2,0.4
9580,9693,0,0,2,1,0,0,1,1,5,1.8
9581,9694,3,3,4,4,4,4,4,1,1,1
9582,9695,3,4,4,4,4,4,3,0,2,0.4
9583,9696,3,2,2,2,2,3,2,-1,3,-0.2
9584,9697,4,3,3,3,4,4,4,0,2,0.4
9585,9698,3,3,3,3,3,4,3,0,2,0.4
9586,9699,0,0,2,0,0,2,0,0,8,1.6
9587,9700,0,2,3,3,4,4,4,4,4,4
9588,9701,2,1,0,2,3,3,2,0,6,1.2
9589,9702,3,2,3,4,4,3,4,1,5,1.8
9590,9703,4,4,4,4,4,3,4,0,2,0.4
9591,9704,3,3,0,4,4,4,4,1,7,2.2
9592,9705,3,3,4,3,3,3,3,0,2,0.4
9593,9706,4,4,3,4,4,4,0,-4,6,-2
9594,9707,4,2,2,3,3,4,4,0,4,0.8
9595,9708,4,4,4,3,2,3,3,-1,3,-0.2
9596,9709,3,4,4,4,3,2,4,1,5,1.8
9597,9710,2,4,2,2,2,2,2,0,4,0.8
9598,9711,4,4,4,3,4,3,4,0,4,0.8
9599,9712,2,3,3,3,3,4,4,2,2,2
9600,9713,0,3,3,3,3,4,3,3,5,3.4
9601,9714,3,3,3,4,4,3,0,-3,5,-1.4
9602,9715,4,4,4,3,4,4,4,0,2,0.4
9603,9716,3,3,4,3,4,3,4,1,5,1.8
9604,9717,2,3,3,4,4,4,4,2,2,2
9605,9718,3,3,4,4,4,4,4,1,1,1
9606,9719,3,2,2,3,3,4,4,1,3,1.4
9607,9720,2,0,0,3,0,0,0,-2,8,0
9608,9721,0,2,2,2,2,3,4,4,4,4
9609,9722,2,3,4,3,2,3,4,2,6,2.8
9610,9723,0,0,0,1,0,0,2,2,4,2.4
9611,9724,0,0,0,0,0,0,0,0,0,0
9612,9725,3,2,3,4,3,3,4,1,5,1.8
9613,9726,2,3,3,2,4,4,3,1,5,1.8
9614,9727,4,0,2,2,2,2,1,-3,7,-1
9615,9728,0,0,0,0,0,0,0,0,0,0
9616,9729,3,3,4,3,4,4,3,0,4,0.8
9617,9730,0,2,2,3,3,4,4,4,4,4
9618,9731,4,3,3,2,3,4,4,0,4,0.8
9619,9732,1,3,2,0,4,4,2,1,11,3
9620,9733,2,2,0,2,3,2,2,0,6,1.2
9621,9734,2,3,3,3,3,3,3,1,1,1
9622,9736,3,4,4,4,4,4,4,1,1,1
9623,9737,3,3,3,4,3,3,2,-1,3,-0.2
9624,9738,3,0,1,0,2,3,4,1,9,2.6
9625,9739,0,0,2,0,0,0,0,0,4,0.8
9626,9740,3,2,0,2,4,2,3,0,10,2
9627,9741,4,3,4,3,3,4,4,0,4,0.8
9628,9742,3,4,3,3,4,4,3,0,4,0.8
9629,9743,0,1,0,0,2,2,3,3,5,3.4
9630,9744,0,2,0,3,3,0,2,2,12,4
9631,9745,2,3,3,2,3,2,4,2,6,2.8
