,고객번호,편_총구매액1,편_총구매액2,편_총구매액3,편_총구매액4,편_총구매액5,편_총구매액6,편_총구매액7,편의품_증감율,편의품_변동율,편_(증감*0.8)+(변동*0.2)
11827,11986,1,2,2,2,2,3,2,1,3,1.4
11828,11987,1,1,1,1,2,1,1,0,2,0.4
11829,11988,1,1,1,1,1,1,3,2,2,2
11830,11989,2,2,1,2,3,2,3,1,5,1.8
11831,11990,4,3,3,3,1,1,1,-3,3,-1.8
11832,11991,4,4,4,4,4,4,4,0,0,0
11833,11992,2,3,3,2,3,3,4,2,4,2.4
11834,11993,3,3,3,1,2,2,1,-2,4,-0.8
11835,11994,4,4,4,4,4,4,4,0,0,0
11836,11995,1,1,3,2,3,3,4,3,5,3.4
11837,11996,3,3,4,2,3,4,4,1,5,1.8
11838,11997,2,2,3,1,3,3,3,1,5,1.8
11839,11998,4,3,4,3,4,3,3,-1,5,0.2
11840,11999,3,4,4,3,4,4,4,1,3,1.4
11841,12000,1,1,1,1,2,2,2,1,1,1
11842,12001,3,3,4,3,3,4,3,0,4,0.8
11843,12002,3,4,4,4,4,4,4,1,1,1
11844,12003,4,3,2,2,1,2,4,0,6,1.2
11845,12004,1,1,2,2,3,2,2,1,3,1.4
11846,12005,2,1,2,2,2,1,2,0,4,0.8
11847,12006,2,2,2,1,1,2,1,-1,3,-0.2
11848,12007,2,1,2,2,2,1,1,-1,3,-0.2
11849,12008,3,3,4,2,3,4,3,0,6,1.2
11850,12009,1,1,1,1,3,2,4,3,5,3.4
11851,12010,1,1,1,1,2,2,1,0,2,0.4
11852,12011,3,4,4,2,4,4,4,1,5,1.8
11853,12012,2,2,3,3,4,4,4,2,2,2
11854,12013,2,3,3,1,3,2,2,0,6,1.2
11855,12014,3,3,4,3,4,2,3,0,6,1.2
11856,12015,2,2,2,2,2,2,3,1,1,1
11857,12016,3,2,2,1,4,2,2,-1,7,0.6
11858,12017,1,1,3,1,1,2,1,0,6,1.2
11859,12018,3,3,3,3,4,4,3,0,2,0.4
11860,12019,2,2,2,2,2,3,3,1,1,1
11861,12020,2,2,2,2,2,2,2,0,0,0
11862,12021,3,3,4,3,3,3,4,1,3,1.4
11863,12022,1,4,2,2,2,2,3,2,6,2.8
11864,12023,1,1,4,1,1,1,3,2,8,3.2
11865,12024,4,4,4,4,4,4,4,0,0,0
11866,12025,1,1,1,1,1,1,2,1,1,1
11867,12026,3,3,2,2,2,3,1,-2,4,-0.8
11868,12027,4,4,4,4,4,4,3,-1,1,-0.6
11869,12028,3,2,4,3,1,2,2,-1,7,0.6
11870,12029,1,1,1,3,4,4,4,3,3,3
11871,12030,1,1,1,1,3,3,2,1,3,1.4
11872,12031,2,1,3,1,2,1,1,-1,7,0.6
11873,12032,4,4,4,4,3,4,4,0,2,0.4
11874,12033,1,1,1,1,1,1,1,0,0,0
11875,12034,4,1,3,3,4,4,4,0,6,1.2
11876,12035,4,4,4,4,3,3,3,-1,1,-0.6
11877,12036,3,3,4,2,1,4,4,1,7,2.2
11878,12037,3,4,4,4,3,4,4,1,3,1.4
11879,12038,2,2,3,1,1,1,1,-1,3,-0.2
11880,12039,2,2,1,2,2,2,2,0,2,0.4
11881,12040,1,1,2,1,3,2,3,2,6,2.8
11882,12041,3,2,4,3,1,3,3,0,8,1.6
11883,12042,1,1,1,1,1,1,2,1,1,1
11884,12043,2,1,3,4,1,1,2,0,8,1.6
11885,12044,2,3,3,1,1,1,2,0,4,0.8
11886,12045,2,4,4,2,3,3,3,1,5,1.8
11887,12046,2,1,1,1,0,1,1,-1,3,-0.2
11888,12047,1,2,2,1,2,4,2,1,7,2.2
11889,12048,3,4,4,2,4,3,3,0,6,1.2
11890,12049,2,2,3,2,2,2,2,0,2,0.4
11891,12050,3,2,2,3,3,3,3,0,2,0.4
11892,12051,1,1,1,1,1,2,1,0,2,0.4
11893,12052,1,1,2,1,2,3,2,1,5,1.8
11894,12053,1,2,2,2,2,1,1,0,2,0.4
11895,12054,4,4,4,4,4,4,4,0,0,0
11896,12055,1,1,3,3,3,4,4,3,3,3
11897,12056,1,3,4,3,4,4,4,3,5,3.4
11898,12057,1,1,1,1,1,1,1,0,0,0
11899,12058,2,2,3,2,3,2,2,0,4,0.8
11900,12059,1,4,4,4,4,4,4,3,3,3
11901,12060,2,2,1,2,3,2,2,0,4,0.8
11902,12061,3,2,3,3,3,4,3,0,4,0.8
11903,12062,2,4,4,3,3,4,3,1,5,1.8
11904,12063,1,1,1,1,1,1,2,1,1,1
11905,12064,1,1,1,1,2,1,1,0,2,0.4
11906,12065,1,1,1,2,1,2,3,2,4,2.4
11907,12066,3,3,4,3,4,4,4,1,3,1.4
11908,12067,2,1,1,1,1,1,1,-1,1,-0.6
11909,12068,2,2,3,2,3,4,4,2,4,2.4
11910,12069,2,2,3,2,3,4,3,1,5,1.8
11911,12070,3,3,3,2,2,1,1,-2,2,-1.2
11912,12071,2,1,3,2,2,2,4,2,6,2.8
11913,12072,1,2,2,2,3,4,4,3,3,3
11914,12073,1,2,1,3,3,1,2,1,7,2.2
11915,12074,3,2,1,1,2,2,1,-2,4,-0.8
11916,12075,1,1,1,1,1,2,1,0,2,0.4
11917,12076,2,2,1,1,2,2,3,1,3,1.4
11918,12078,1,1,1,1,2,2,2,1,1,1
11919,12079,1,1,3,2,2,2,2,1,3,1.4
11920,12080,2,3,3,2,2,3,3,1,3,1.4
11921,12081,1,1,1,1,1,2,1,0,2,0.4
11922,12082,3,2,3,2,2,4,3,0,6,1.2
11923,12083,1,1,2,1,1,1,1,0,2,0.4
11924,12084,1,1,2,1,1,1,1,0,2,0.4
11925,12085,1,2,2,1,1,2,3,2,4,2.4
11926,12086,2,2,2,1,1,2,2,0,2,0.4
11927,12087,2,2,2,1,3,3,3,1,3,1.4
11928,12088,3,3,3,3,3,3,2,-1,1,-0.6
11929,12089,3,4,4,4,4,4,4,1,1,1
11930,12090,2,2,2,1,2,2,2,0,2,0.4
11931,12091,2,3,3,2,3,4,3,1,5,1.8
11932,12092,2,2,2,3,3,4,2,0,4,0.8
11933,12093,4,3,4,2,4,1,4,0,12,2.4
11934,12094,1,2,3,3,3,4,3,2,4,2.4
11935,12095,1,1,1,1,2,1,2,1,3,1.4
11936,12096,4,4,4,4,3,2,4,0,4,0.8
11937,12097,3,2,2,2,4,2,4,1,7,2.2
11938,12098,1,1,1,1,1,2,2,1,1,1
11939,12099,4,3,3,3,3,4,4,0,2,0.4
11940,12100,2,2,4,2,2,4,1,-1,9,1
11941,12101,2,1,3,2,2,2,2,0,4,0.8
11942,12102,4,4,4,4,4,4,4,0,0,0
11943,12103,4,3,4,3,4,4,4,0,4,0.8
11944,12104,3,3,3,3,3,3,3,0,0,0
11945,12105,3,4,4,1,2,3,2,-1,7,0.6
11946,12106,1,1,3,1,3,2,4,3,9,4.2
11947,12107,4,4,4,4,4,3,3,-1,1,-0.6
11948,12108,2,2,2,2,3,2,3,1,3,1.4
11949,12109,3,2,3,3,3,4,4,1,3,1.4
11950,12110,1,1,1,1,1,2,4,3,3,3
11951,12111,4,4,4,4,4,4,4,0,0,0
11952,12112,3,3,3,2,3,3,3,0,2,0.4
11953,12113,2,2,2,2,2,3,3,1,1,1
11954,12114,3,2,3,3,4,4,4,1,3,1.4
11955,12115,2,3,2,3,3,2,2,0,4,0.8
11956,12116,4,1,4,4,4,2,4,0,10,2
11957,12117,1,1,2,4,3,4,4,3,5,3.4
11958,12118,3,1,2,2,2,2,3,0,4,0.8
11959,12119,4,4,4,4,3,4,4,0,2,0.4
11960,12120,1,4,3,1,3,3,4,3,9,4.2
11961,12121,3,3,3,3,3,3,4,1,1,1
11962,12122,3,4,4,3,4,4,4,1,3,1.4
11963,12123,2,3,2,3,1,1,1,-1,5,0.2
11964,12124,2,2,3,3,2,2,2,0,2,0.4
11965,12125,3,3,3,3,3,3,4,1,1,1
11966,12126,1,0,1,1,1,0,1,0,4,0.8
11967,12127,1,1,1,1,1,1,1,0,0,0
11968,12128,2,3,3,2,2,3,2,0,4,0.8
11969,12129,2,3,2,2,2,4,2,0,6,1.2
11970,12130,1,1,1,1,1,1,1,0,0,0
11971,12131,4,4,4,4,4,4,4,0,0,0
11972,12132,2,1,2,2,2,2,2,0,2,0.4
11973,12133,4,4,4,3,4,4,3,-1,3,-0.2
11974,12134,1,1,2,1,1,1,1,0,2,0.4
11975,12135,2,1,1,3,1,4,4,2,8,3.2
11976,12137,3,2,4,3,3,3,4,1,5,1.8
11977,12138,1,1,2,1,1,2,1,0,4,0.8
11978,12139,1,3,3,1,2,2,3,2,6,2.8
11979,12140,1,1,1,1,1,1,1,0,0,0
11980,12141,4,4,3,3,3,2,1,-3,3,-1.8
11981,12142,2,2,2,2,2,2,4,2,2,2
11982,12143,2,2,2,2,2,2,2,0,0,0
11983,12144,3,4,3,2,4,4,4,1,5,1.8
11984,12145,3,1,1,1,1,3,1,-2,6,-0.4
11985,12146,1,1,1,1,1,1,1,0,0,0
11986,12147,2,3,3,3,4,4,4,2,2,2
11987,12148,2,1,3,2,3,2,1,-1,7,0.6
11988,12149,2,3,3,3,3,4,4,2,2,2
11989,12150,2,2,1,2,2,2,2,0,2,0.4
11990,12151,1,2,4,2,4,2,4,3,11,4.6
11991,12152,4,3,4,3,4,3,4,0,6,1.2
11992,12153,4,3,4,3,3,3,4,0,4,0.8
11993,12154,2,3,2,2,2,2,2,0,2,0.4
11994,12155,2,2,4,2,4,2,3,1,9,2.6
11995,12156,3,4,4,2,3,4,3,0,6,1.2
11996,12157,4,3,4,3,4,3,3,-1,5,0.2
11997,12158,4,4,3,4,4,4,4,0,2,0.4
11998,12159,3,3,4,3,3,3,3,0,2,0.4
11999,12160,2,3,2,2,3,3,3,1,3,1.4
12000,12161,4,4,4,4,4,2,3,-1,3,-0.2
12001,12162,4,4,4,4,4,4,4,0,0,0
12002,12163,1,1,1,1,1,1,4,3,3,3
12003,12164,1,1,2,1,2,1,2,1,5,1.8
12004,12165,3,2,3,1,1,1,3,0,6,1.2
12005,12167,4,3,4,3,4,4,4,0,4,0.8
12006,12168,4,4,4,4,4,4,4,0,0,0
12007,12169,4,2,4,3,4,3,4,0,8,1.6
12008,12170,2,2,3,2,2,3,2,0,4,0.8
12009,12171,1,1,1,1,1,1,1,0,0,0
12010,12172,4,4,4,4,4,4,4,0,0,0
12011,12173,1,4,1,2,2,2,2,1,7,2.2
12012,12174,3,2,3,2,3,3,3,0,4,0.8
12013,12175,4,4,4,4,4,3,4,0,2,0.4
12014,12176,2,3,3,2,3,3,3,1,3,1.4
12015,12177,1,2,2,1,1,1,2,1,3,1.4
12016,12178,4,3,4,3,4,3,4,0,6,1.2
12017,12179,2,1,3,2,3,2,3,1,7,2.2
12018,12180,1,1,1,1,1,1,1,0,0,0
12019,12181,4,4,3,4,4,4,4,0,2,0.4
12020,12183,2,2,3,2,2,2,2,0,2,0.4
12021,12184,2,3,2,2,2,3,3,1,3,1.4
12022,12185,1,1,2,1,2,1,1,0,4,0.8
12023,12186,1,2,2,1,1,2,1,0,4,0.8
12024,12187,1,1,1,1,1,1,1,0,0,0
12025,12188,1,1,1,1,2,2,2,1,1,1
12026,12189,1,2,2,1,2,1,2,1,5,1.8
12027,12190,1,2,2,1,2,2,2,1,3,1.4
12028,12191,2,3,3,4,3,3,1,-1,5,0.2
12029,12192,4,4,4,4,4,4,4,0,0,0
12030,12193,3,3,2,2,3,3,3,0,2,0.4
12031,12194,2,3,3,2,2,2,3,1,3,1.4
12032,12195,2,1,3,2,2,2,4,2,6,2.8
12033,12196,2,1,3,2,2,1,2,0,6,1.2
12034,12197,4,3,3,3,3,3,2,-2,2,-1.2
12035,12198,1,1,2,1,2,1,2,1,5,1.8
12036,12199,2,2,2,2,2,2,3,1,1,1
12037,12200,4,4,4,4,4,4,4,0,0,0
12038,12201,2,3,2,2,2,2,1,-1,3,-0.2
12039,12202,1,1,1,2,2,3,2,1,3,1.4
12040,12203,4,3,2,4,2,3,4,0,8,1.6
12041,12204,2,2,2,4,3,4,3,1,5,1.8
12042,12205,3,4,4,4,3,2,3,0,4,0.8
12043,12206,1,1,2,1,1,1,1,0,2,0.4
12044,12207,1,1,1,1,1,1,2,1,1,1
12045,12208,4,3,4,2,4,4,4,0,6,1.2
12046,12209,1,1,4,1,2,1,3,2,10,3.6
12047,12210,1,4,1,1,1,1,2,1,7,2.2
12048,12211,3,3,4,3,4,4,2,-1,5,0.2
12049,12212,1,2,3,1,4,3,4,3,9,4.2
12050,12213,4,4,4,3,3,3,3,-1,1,-0.6
12051,12214,1,1,2,1,2,2,2,1,3,1.4
12052,12215,2,1,4,1,2,1,2,0,10,2
12053,12216,4,4,4,4,3,4,3,-1,3,-0.2
12054,12217,3,4,4,3,3,4,3,0,4,0.8
12055,12218,1,1,1,4,4,4,1,0,6,1.2
12056,12219,2,3,1,2,3,2,3,1,7,2.2
12057,12220,4,4,4,4,4,3,3,-1,1,-0.6
12058,12221,1,1,4,3,3,4,1,0,8,1.6
12059,12222,1,2,2,2,2,2,3,2,2,2
12060,12223,1,2,2,2,2,2,2,1,1,1
12061,12224,1,1,1,1,1,1,1,0,0,0
12062,12225,1,2,2,1,2,3,4,3,5,3.4
12063,12226,3,2,1,1,1,1,1,-2,2,-1.2
12064,12227,3,3,4,3,3,3,3,0,2,0.4
12065,12228,3,3,3,2,3,4,3,0,4,0.8
12066,12229,1,2,2,2,2,2,1,0,2,0.4
12067,12230,1,1,2,1,2,4,2,1,7,2.2
12068,12231,2,2,4,3,2,3,4,2,6,2.8
12069,12232,4,4,4,4,4,4,4,0,0,0
12070,12233,1,3,2,2,3,1,2,1,7,2.2
12071,12234,3,2,4,3,4,4,4,1,5,1.8
12072,12235,3,1,2,1,3,1,2,-1,9,1
12073,12236,1,1,1,1,1,2,2,1,1,1
12074,12237,1,2,1,1,1,2,3,2,4,2.4
12075,12238,2,1,2,1,2,1,2,0,6,1.2
12076,12239,1,1,4,2,2,2,3,2,6,2.8
12077,12240,4,1,1,3,3,1,2,-2,8,0
12078,12241,4,4,4,3,4,4,4,0,2,0.4
12079,12243,2,2,2,3,3,3,4,2,2,2
12080,12244,1,1,3,1,3,3,4,3,7,3.8
12081,12245,2,2,2,2,2,2,2,0,0,0
12082,12246,1,2,2,2,2,2,2,1,1,1
12083,12247,1,1,1,1,1,1,1,0,0,0
12084,12248,4,4,4,4,4,4,4,0,0,0
12085,12249,1,2,2,1,1,1,1,0,2,0.4
12086,12250,1,1,2,3,2,2,3,2,4,2.4
12087,12251,2,2,2,2,2,1,1,-1,1,-0.6
12088,12252,1,1,1,1,1,1,1,0,0,0
12089,12254,3,3,3,2,3,4,3,0,4,0.8
12090,12255,1,2,2,3,3,3,3,2,2,2
12091,12256,1,1,2,1,2,1,1,0,4,0.8
12092,12257,4,4,4,4,4,4,4,0,0,0
12093,12258,3,3,3,2,3,3,4,1,3,1.4
12094,12259,1,1,1,1,4,2,3,2,6,2.8
12095,12260,2,1,1,1,2,2,2,0,2,0.4
12096,12261,2,1,2,1,2,1,3,1,7,2.2
12097,12262,2,1,3,2,2,3,2,0,6,1.2
12098,12263,1,2,1,2,1,2,3,2,6,2.8
12099,12264,4,4,4,4,4,4,4,0,0,0
12100,12265,1,2,2,1,3,3,3,2,4,2.4
12101,12266,3,3,3,2,3,3,4,1,3,1.4
12102,12267,4,3,3,3,4,3,4,0,4,0.8
12103,12268,4,3,4,1,2,2,3,-1,7,0.6
12104,12269,1,1,3,2,2,2,4,3,5,3.4
12105,12270,2,2,2,2,1,2,2,0,2,0.4
12106,12271,1,1,2,1,3,2,3,2,6,2.8
12107,12272,1,2,2,2,2,1,1,0,2,0.4
12108,12273,4,4,3,3,4,2,2,-2,4,-0.8
12109,12275,4,4,4,4,4,4,4,0,0,0
12110,12276,3,3,4,3,1,2,3,0,6,1.2
12111,12277,2,3,3,2,2,3,2,0,4,0.8
12112,12278,3,3,3,2,2,3,3,0,2,0.4
12113,12279,4,4,4,4,4,4,4,0,0,0
12114,12280,3,3,4,3,3,2,4,1,5,1.8
12115,12281,1,1,2,1,2,2,2,1,3,1.4
12116,12282,1,1,2,1,2,1,2,1,5,1.8
12117,12283,1,1,2,1,2,2,1,0,4,0.8
12118,12284,3,3,3,2,1,2,3,0,4,0.8
12119,12285,4,4,4,3,3,4,4,0,2,0.4
12120,12286,1,2,3,2,2,2,2,1,3,1.4
12121,12287,3,3,4,2,3,3,3,0,4,0.8
12122,12288,2,4,4,4,3,4,3,1,5,1.8
12123,12289,3,1,2,1,2,2,2,-1,5,0.2
12124,12290,4,2,3,2,4,4,1,-3,9,-0.6
12125,12292,2,2,2,1,1,1,1,-1,1,-0.6
12126,12293,4,3,3,4,4,4,3,-1,3,-0.2
12127,12294,3,3,4,3,3,3,3,0,2,0.4
12128,12295,4,3,4,3,4,3,4,0,6,1.2
12129,12296,3,3,3,3,2,2,4,1,3,1.4
12130,12297,2,1,1,1,1,1,1,-1,1,-0.6
12131,12298,1,1,1,1,1,1,1,0,0,0
12132,12299,1,1,1,1,1,1,1,0,0,0
12133,12300,3,3,3,3,3,2,4,1,3,1.4
12134,12301,2,2,3,3,3,2,4,2,4,2.4
12135,12302,3,4,3,3,4,3,4,1,5,1.8
12136,12303,2,3,4,3,3,2,2,0,4,0.8
12137,12304,2,2,2,2,2,2,2,0,0,0
12138,12305,3,4,4,3,4,3,3,0,4,0.8
12139,12306,3,3,2,2,2,3,3,0,2,0.4
12140,12307,4,4,4,4,4,4,4,0,0,0
12141,12308,2,3,4,3,3,3,3,1,3,1.4
12142,12309,4,4,4,3,4,4,4,0,2,0.4
12143,12310,4,4,4,4,4,4,4,0,0,0
12144,12311,1,1,2,3,1,2,3,2,6,2.8
12145,12312,1,1,1,1,3,1,1,0,4,0.8
12146,12313,1,1,2,1,1,2,3,2,4,2.4
12147,12314,3,3,4,4,3,4,4,1,3,1.4
12148,12315,4,3,4,2,4,3,4,0,8,1.6
12149,12316,1,2,2,1,2,3,2,1,5,1.8
12150,12317,1,1,1,1,1,1,1,0,0,0
12151,12318,3,3,4,4,3,3,3,0,2,0.4
12152,12319,1,2,4,2,3,3,2,1,7,2.2
12153,12320,3,4,4,2,2,2,1,-2,4,-0.8
12154,12321,1,2,1,2,2,1,2,1,5,1.8
12155,12322,2,2,2,1,2,2,3,1,3,1.4
12156,12323,4,3,4,3,4,4,4,0,4,0.8
12157,12324,4,4,4,3,3,4,4,0,2,0.4
12158,12325,2,3,3,2,2,3,3,1,3,1.4
12159,12326,1,2,4,2,2,4,4,3,7,3.8
12160,12327,2,1,3,2,3,2,2,0,6,1.2
12161,12328,1,1,1,1,1,1,1,0,0,0
12162,12329,3,2,2,3,2,2,3,0,4,0.8
12163,12330,3,3,4,3,3,4,4,1,3,1.4
12164,12331,3,3,2,2,2,3,4,1,3,1.4
12165,12332,1,1,2,1,1,1,1,0,2,0.4
12166,12333,1,1,1,1,1,1,2,1,1,1
12167,12334,3,3,3,3,4,4,4,1,1,1
12168,12335,2,2,2,2,2,2,3,1,1,1
12169,12336,1,1,2,1,2,4,4,3,5,3.4
12170,12337,2,3,3,2,3,2,2,0,4,0.8
12171,12338,4,4,4,4,3,3,3,-1,1,-0.6
12172,12339,1,1,1,2,3,2,4,3,5,3.4
12173,12340,1,2,2,2,2,2,1,0,2,0.4
12174,12341,1,1,1,2,1,1,1,0,2,0.4
12175,12342,4,3,4,3,3,3,4,0,4,0.8
12176,12343,4,4,4,4,4,4,4,0,0,0
12177,12344,1,2,2,1,2,2,2,1,3,1.4
12178,12345,4,3,4,3,3,4,4,0,4,0.8
12179,12346,1,1,2,1,1,1,1,0,2,0.4
12180,12347,2,2,4,3,3,4,2,0,6,1.2
12181,12348,3,3,4,3,2,4,3,0,6,1.2
12182,12349,1,1,1,2,2,2,3,2,2,2
12183,12350,1,2,4,2,1,2,2,1,7,2.2
12184,12351,3,3,3,1,2,4,1,-2,8,0
12185,12352,1,1,1,1,2,2,3,2,2,2
12186,12353,1,1,1,1,1,1,1,0,0,0
12187,12354,2,2,3,3,2,3,3,1,3,1.4
12188,12355,2,2,4,2,4,2,4,2,10,3.6
12189,12356,1,2,3,2,3,1,1,0,6,1.2
12190,12357,2,1,1,2,1,2,1,-1,5,0.2
12191,12358,1,1,1,2,2,1,1,0,2,0.4
12192,12359,1,2,2,1,1,1,1,0,2,0.4
12193,12360,3,3,2,2,2,3,3,0,2,0.4
12194,12361,1,1,2,2,2,2,1,0,2,0.4
12195,12362,2,2,2,1,1,1,1,-1,1,-0.6
12196,12363,1,2,1,2,3,3,3,2,4,2.4
12197,12364,2,3,2,3,3,3,4,2,4,2.4
12198,12365,1,1,1,1,1,1,1,0,0,0
12199,12366,4,3,4,3,4,4,4,0,4,0.8
12200,12367,1,1,1,1,1,1,4,3,3,3
12201,12368,4,4,4,3,3,3,3,-1,1,-0.6
12202,12369,4,4,4,3,3,4,3,-1,3,-0.2
12203,12370,2,2,2,2,2,2,3,1,1,1
12204,12371,2,2,3,3,3,3,3,1,1,1
12205,12372,1,1,1,2,2,2,1,0,2,0.4
12206,12373,2,3,3,2,3,3,3,1,3,1.4
12207,12374,1,2,3,4,4,4,4,3,3,3
12208,12375,2,2,2,2,4,3,4,2,4,2.4
12209,12376,3,1,1,1,2,1,4,1,7,2.2
12210,12377,1,1,3,2,3,3,2,1,5,1.8
12211,12378,1,1,1,1,2,1,2,1,3,1.4
12212,12379,3,2,3,3,2,4,4,1,5,1.8
12213,12380,1,2,3,1,2,3,3,2,6,2.8
12214,12381,1,3,1,1,4,1,1,0,10,2
12215,12382,4,4,4,4,4,4,4,0,0,0
12216,12383,2,3,3,3,4,4,3,1,3,1.4
12217,12384,1,2,2,1,1,2,2,1,3,1.4
12218,12385,4,4,4,4,4,4,4,0,0,0
12219,12386,3,3,2,2,2,2,1,-2,2,-1.2
12220,12387,1,2,3,3,4,1,2,1,7,2.2
12221,12388,2,3,3,3,3,4,4,2,2,2
12222,12389,1,2,2,2,1,1,1,0,2,0.4
12223,12390,2,2,3,3,3,3,3,1,1,1
12224,12392,1,1,1,1,1,1,1,0,0,0
12225,12394,4,4,4,4,4,4,4,0,0,0
12226,12395,1,1,2,2,3,3,3,2,2,2
12227,12396,2,2,3,2,2,1,2,0,4,0.8
12228,12397,1,1,3,4,4,4,4,3,3,3
12229,12398,2,2,1,2,4,4,4,2,4,2.4
12230,12399,2,2,3,2,3,2,3,1,5,1.8
12231,12400,1,1,1,1,2,4,3,2,4,2.4
12232,12401,4,3,4,3,4,4,4,0,4,0.8
12233,12402,1,1,1,1,2,2,2,1,1,1
12234,12403,2,4,3,3,1,1,0,-2,6,-0.4
12235,12404,3,3,4,3,3,3,4,1,3,1.4
12236,12405,2,3,3,3,3,4,3,1,3,1.4
12237,12406,2,1,1,1,2,1,2,0,4,0.8
12238,12407,1,1,2,1,1,1,2,1,3,1.4
12239,12408,3,2,3,3,3,3,3,0,2,0.4
12240,12409,1,4,4,2,3,4,3,2,8,3.2
12241,12410,1,1,3,2,2,1,1,0,4,0.8
12242,12411,4,3,4,4,4,4,4,0,2,0.4
12243,12412,1,1,2,2,2,3,2,1,3,1.4
12244,12413,3,2,3,2,2,2,2,-1,3,-0.2
12245,12414,3,3,4,3,3,2,4,1,5,1.8
12246,12415,1,1,1,4,3,4,2,1,7,2.2
12247,12416,3,4,3,2,3,2,3,0,6,1.2
12248,12417,2,1,2,2,2,2,2,0,2,0.4
12249,12418,1,1,1,1,1,2,3,2,2,2
12250,12419,4,4,4,4,4,4,4,0,0,0
12251,12420,4,3,4,3,4,4,4,0,4,0.8
12252,12421,3,3,3,3,3,3,2,-1,1,-0.6
12253,12422,3,4,3,2,3,4,4,1,5,1.8
12254,12423,4,4,4,4,4,4,4,0,0,0
12255,12424,4,4,4,3,4,2,1,-3,5,-1.4
12256,12425,2,3,4,3,3,4,4,2,4,2.4
12257,12426,2,1,4,1,2,3,1,-1,11,1.4
12258,12427,2,3,4,1,1,1,1,-1,5,0.2
12259,12428,3,2,4,2,3,3,3,0,6,1.2
12260,12429,1,1,2,2,3,2,2,1,3,1.4
12261,12430,3,4,4,3,2,3,3,0,4,0.8
12262,12431,3,3,4,3,3,4,4,1,3,1.4
12263,12432,1,2,2,2,2,2,3,2,2,2
12264,12433,4,4,3,1,3,4,4,0,6,1.2
12265,12434,1,1,2,1,1,1,3,2,4,2.4
12266,12435,3,3,3,3,2,2,3,0,2,0.4
12267,12436,4,4,3,3,4,4,4,0,2,0.4
12268,12437,2,3,1,1,2,4,4,2,6,2.8
12269,12438,2,3,3,1,3,4,3,1,7,2.2
12270,12439,3,3,3,1,2,1,2,-1,5,0.2
12271,12440,3,4,3,2,2,2,3,0,4,0.8
12272,12441,2,3,3,2,3,3,3,1,3,1.4
12273,12442,1,1,2,1,3,1,1,0,6,1.2
12274,12443,4,4,4,4,4,4,4,0,0,0
12275,12444,1,1,1,1,1,4,1,0,6,1.2
12276,12445,3,2,2,2,2,2,1,-2,2,-1.2
12277,12446,3,3,2,1,4,3,2,-1,7,0.6
12278,12447,3,3,3,3,2,3,3,0,2,0.4
12279,12448,1,1,1,1,1,3,2,1,3,1.4
12280,12449,3,3,3,3,3,4,4,1,1,1
12281,12450,1,1,1,1,1,1,1,0,0,0
12282,12451,4,1,1,3,1,1,1,-3,7,-1
12283,12452,2,4,3,3,3,4,4,2,4,2.4
12284,12453,1,1,1,1,1,1,1,0,0,0
12285,12454,1,1,1,1,1,1,1,0,0,0
12286,12456,1,1,1,1,1,1,1,0,0,0
12287,12457,2,2,4,4,4,4,4,2,2,2
12288,12458,1,1,1,2,1,4,1,0,8,1.6
12289,12459,0,1,1,1,1,1,1,1,1,1
12290,12460,4,3,2,2,4,3,4,0,6,1.2
12291,12461,1,1,1,1,1,1,1,0,0,0
12292,12462,1,1,1,1,1,1,2,1,1,1
12293,12463,3,2,3,2,3,3,3,0,4,0.8
12294,12464,4,3,3,4,4,3,4,0,4,0.8
12295,12465,2,4,3,1,2,2,2,0,6,1.2
12296,12466,2,2,2,1,1,1,2,0,2,0.4
12297,12467,3,2,3,2,3,3,3,0,4,0.8
12298,12468,2,2,2,4,3,4,4,2,4,2.4
12299,12469,3,2,3,2,3,2,2,-1,5,0.2
12300,12470,3,3,4,3,3,3,4,1,3,1.4
12301,12471,1,1,1,1,1,1,2,1,1,1
12302,12472,2,3,3,3,4,3,3,1,3,1.4
12303,12473,1,1,1,1,1,1,1,0,0,0
12304,12474,2,4,4,3,3,4,4,2,4,2.4
12305,12475,3,2,2,2,3,4,4,1,3,1.4
12306,12476,1,2,1,2,2,2,1,0,4,0.8
12307,12477,3,4,4,2,4,4,3,0,6,1.2
12308,12478,1,1,1,1,1,1,1,0,0,0
12309,12479,1,1,1,1,1,1,1,0,0,0
12310,12480,1,1,2,2,2,3,4,3,3,3
12311,12481,2,2,2,2,2,3,3,1,1,1
12312,12482,1,1,1,1,1,1,1,0,0,0
12313,12483,2,2,3,3,3,4,3,1,3,1.4
12314,12484,2,3,4,3,4,4,4,2,4,2.4
12315,12485,1,3,3,2,2,2,2,1,3,1.4
12316,12486,1,3,3,3,4,2,4,3,7,3.8
12317,12487,1,1,1,1,1,1,1,0,0,0
12318,12488,1,1,1,1,1,1,1,0,0,0
12319,12490,1,1,1,1,1,1,1,0,0,0
12320,12491,3,4,4,4,4,4,4,1,1,1
12321,12492,3,4,3,2,2,3,4,1,5,1.8
12322,12494,2,4,4,4,3,3,3,1,3,1.4
12323,12495,1,2,3,1,3,2,3,2,8,3.2
12324,12496,4,4,4,3,3,4,4,0,2,0.4
12325,12497,1,0,0,1,2,1,3,2,6,2.8
12326,12498,1,2,3,2,1,2,3,2,6,2.8
12327,12499,2,2,2,1,2,2,2,0,2,0.4
