,°í°´¹øÈ£,½ÄÇ°_ÃÑ±¸¸Å¾×1,½ÄÇ°_ÃÑ±¸¸Å¾×2,½ÄÇ°_ÃÑ±¸¸Å¾×3,½ÄÇ°_ÃÑ±¸¸Å¾×4,½ÄÇ°_ÃÑ±¸¸Å¾×5,½ÄÇ°_ÃÑ±¸¸Å¾×6,½ÄÇ°_ÃÑ±¸¸Å¾×7,½ÄÇ°_ÃÑ±¸¸Å¾×8,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö1,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö2,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö3,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö4,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö5,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö6,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö7,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö8
10113,10242,473094.0,855421.0,963573.0,981748.0,688224.0,1237531.0,1095985.0,1028835.0,111.0,182.0,216.0,236.0,185.0,283.0,250.0,277.0
10114,10243,375026.0,659002.0,1294979.0,731077.0,561521.0,917980.0,684388.0,617804.0,71.0,96.0,113.0,97.0,94.0,126.0,102.0,103.0
10115,10244,556474.0,678236.0,856122.0,653785.0,690055.0,896457.0,1194560.0,727766.0,119.0,177.0,190.0,165.0,148.0,215.0,206.0,195.0
10116,10245,571368.0,442630.0,717724.0,740652.0,646088.0,639675.0,743892.0,338945.0,102.0,77.0,108.0,136.0,113.0,104.0,110.0,84.0
10117,10246,832424.0,1422448.0,2564517.0,888647.0,725009.0,1817521.0,1929309.0,823153.0,75.0,95.0,80.0,66.0,65.0,108.0,103.0,93.0
10118,10247,770341.0,393572.0,818528.0,336213.0,610991.0,550074.0,794620.0,218513.0,140.0,90.0,142.0,90.0,129.0,96.0,145.0,66.0
10119,10248,918084.0,646829.0,1112648.0,893788.0,945784.0,905012.0,948081.0,748467.0,178.0,137.0,214.0,205.0,220.0,221.0,196.0,164.0
10120,10249,945328.0,777471.0,913008.0,889338.0,731966.0,1125819.0,956493.0,946285.0,181.0,146.0,156.0,213.0,147.0,232.0,196.0,248.0
10121,10250,835478.0,612982.0,708452.0,610464.0,835608.0,688027.0,694205.0,602156.0,169.0,140.0,165.0,188.0,260.0,197.0,179.0,204.0
10122,10251,806056.0,686820.0,989268.0,665706.0,820873.0,1174368.0,1534312.0,155539.0,150.0,126.0,120.0,116.0,96.0,124.0,134.0,4.0
10123,10252,2633972.0,2464857.0,2325079.0,1651837.0,2158353.0,1743319.0,2596675.0,1998870.0,334.0,314.0,252.0,253.0,298.0,252.0,303.0,292.0
10124,10253,4241575.0,1597611.0,2997629.0,390295.0,196264.0,548117.0,6775969.0,463239.0,25.0,23.0,19.0,18.0,16.0,17.0,48.0,27.0
10125,10254,0.0,89237.0,326492.0,264240.0,378408.0,326979.0,226539.0,185795.0,0.0,14.0,37.0,29.0,45.0,41.0,27.0,21.0
10126,10255,480834.0,618484.0,576724.0,407596.0,398862.0,723131.0,413287.0,438491.0,31.0,47.0,37.0,34.0,42.0,46.0,37.0,40.0
10127,10256,501805.0,225197.0,551280.0,537358.0,372741.0,524627.0,889529.0,460586.0,98.0,51.0,90.0,120.0,63.0,85.0,117.0,97.0
10128,10257,1021241.0,613715.0,809732.0,714972.0,812421.0,792403.0,918720.0,571562.0,254.0,185.0,195.0,195.0,210.0,198.0,199.0,149.0
10129,10258,1819603.0,1678072.0,2273515.0,1647497.0,1784302.0,2213481.0,1326687.0,544488.0,174.0,140.0,154.0,167.0,171.0,153.0,129.0,86.0
10130,10259,1208144.0,1198539.0,1812157.0,1302327.0,1542385.0,1164727.0,1492380.0,994576.0,244.0,247.0,315.0,257.0,185.0,129.0,220.0,179.0
10131,10260,318943.0,683502.0,840292.0,608313.0,763271.0,804646.0,513955.0,404304.0,111.0,174.0,201.0,215.0,223.0,217.0,111.0,129.0
10132,10261,1350712.0,1329839.0,1557507.0,937537.0,1263415.0,1214812.0,1427801.0,938335.0,395.0,358.0,348.0,278.0,338.0,323.0,331.0,298.0
10133,10262,1068678.0,491640.0,1258999.0,1209898.0,835712.0,799133.0,1517501.0,194611.0,204.0,156.0,288.0,278.0,186.0,219.0,356.0,64.0
10134,10263,405349.0,644293.0,572365.0,347810.0,603329.0,1192530.0,975528.0,634831.0,77.0,101.0,70.0,51.0,93.0,214.0,146.0,111.0
10135,10264,3236685.0,1969080.0,3313475.0,3141488.0,3941138.0,2798408.0,4070942.0,1978821.0,204.0,148.0,170.0,188.0,188.0,149.0,236.0,153.0
10136,10265,346031.0,821940.0,655976.0,538500.0,581035.0,708928.0,1054739.0,543094.0,35.0,75.0,56.0,64.0,55.0,65.0,83.0,63.0
10137,10266,807905.0,906645.0,907807.0,644389.0,766427.0,888396.0,1319750.0,860836.0,176.0,198.0,206.0,194.0,213.0,216.0,296.0,224.0
10138,10267,578263.0,651444.0,1109857.0,571556.0,890378.0,764731.0,1085245.0,835231.0,136.0,121.0,195.0,130.0,194.0,154.0,201.0,191.0
10139,10268,559170.0,912228.0,1064448.0,639613.0,753578.0,334702.0,319317.0,209374.0,135.0,192.0,183.0,169.0,167.0,50.0,47.0,59.0
10140,10269,358041.0,519294.0,853976.0,653272.0,1334306.0,1259160.0,1492430.0,799623.0,55.0,93.0,117.0,111.0,196.0,210.0,198.0,160.0
10141,10270,824776.0,572363.0,501981.0,646070.0,681143.0,566102.0,957401.0,631142.0,116.0,93.0,76.0,101.0,116.0,122.0,123.0,113.0
10142,10271,274811.0,271963.0,475956.0,906213.0,349783.0,338148.0,494195.0,344931.0,38.0,27.0,51.0,61.0,40.0,29.0,33.0,35.0
10143,10272,339346.0,1150284.0,1663829.0,911663.0,1108610.0,1511820.0,927963.0,705370.0,71.0,246.0,283.0,231.0,256.0,309.0,194.0,178.0
10144,10273,2450563.0,2206874.0,2794280.0,2712683.0,2981987.0,2176226.0,2363391.0,2415791.0,119.0,112.0,131.0,126.0,138.0,102.0,127.0,127.0
10145,10274,350126.0,189992.0,283242.0,234009.0,194381.0,248896.0,371262.0,101561.0,34.0,29.0,31.0,40.0,31.0,48.0,46.0,17.0
10146,10275,959224.0,837078.0,1111585.0,686480.0,99261.0,154871.0,116690.0,209342.0,252.0,208.0,235.0,201.0,46.0,58.0,49.0,73.0
10147,10276,1433606.0,1260847.0,1407374.0,1082580.0,1339334.0,689723.0,689444.0,896940.0,300.0,234.0,246.0,228.0,253.0,175.0,203.0,241.0
10148,10277,944417.0,971394.0,1125018.0,1023053.0,440810.0,408581.0,373581.0,327708.0,221.0,267.0,274.0,240.0,111.0,122.0,91.0,97.0
10149,10278,1104064.0,1060793.0,1075647.0,600637.0,1167029.0,901615.0,547244.0,484579.0,153.0,138.0,141.0,91.0,146.0,125.0,90.0,83.0
10150,10279,411286.0,440505.0,367227.0,283459.0,433191.0,516103.0,623945.0,502205.0,108.0,94.0,91.0,85.0,118.0,113.0,136.0,121.0
10151,10280,1342080.0,1467943.0,1172775.0,1033289.0,1417387.0,1474905.0,1131681.0,808891.0,263.0,252.0,203.0,213.0,274.0,244.0,192.0,201.0
10152,10281,912351.0,1798939.0,1964580.0,1479555.0,1245975.0,932580.0,861700.0,1104708.0,207.0,318.0,344.0,361.0,248.0,187.0,151.0,268.0
10153,10282,1274979.0,1284613.0,1577519.0,1340301.0,1259897.0,675721.0,1550206.0,1065284.0,347.0,286.0,316.0,340.0,292.0,157.0,304.0,264.0
10154,10283,1183809.0,794846.0,777270.0,1284449.0,1342920.0,1409238.0,1710941.0,1059992.0,87.0,52.0,50.0,104.0,94.0,117.0,90.0,97.0
10155,10284,1055038.0,1226622.0,1091169.0,889152.0,938568.0,250933.0,388933.0,349331.0,123.0,128.0,112.0,124.0,108.0,32.0,50.0,63.0
10156,10285,1043695.0,1074553.0,1710320.0,1065391.0,1584558.0,1784839.0,1767073.0,900563.0,152.0,165.0,196.0,157.0,233.0,295.0,211.0,145.0
10157,10286,916818.0,670975.0,967640.0,628515.0,941621.0,1619749.0,1474527.0,685079.0,176.0,166.0,175.0,169.0,184.0,330.0,317.0,204.0
10158,10287,568115.0,620087.0,1294184.0,724351.0,867867.0,808786.0,768545.0,416446.0,94.0,152.0,134.0,174.0,229.0,174.0,155.0,123.0
10159,10288,660320.0,891644.0,577651.0,730226.0,659844.0,992746.0,1245323.0,785927.0,98.0,171.0,106.0,123.0,111.0,111.0,162.0,150.0
10160,10289,593213.0,589358.0,1159937.0,595606.0,833545.0,1028774.0,1135624.0,832785.0,229.0,282.0,422.0,274.0,326.0,394.0,447.0,429.0
10161,10290,1384413.0,1224459.0,1084478.0,785014.0,1118134.0,1322368.0,1784000.0,1174530.0,232.0,214.0,180.0,161.0,174.0,232.0,249.0,252.0
10162,10291,804979.0,920511.0,1357310.0,145157.0,456501.0,498837.0,683530.0,304716.0,121.0,148.0,203.0,30.0,67.0,80.0,109.0,72.0
10163,10292,837561.0,820339.0,1083197.0,532754.0,692933.0,1524623.0,1376046.0,957130.0,140.0,135.0,169.0,129.0,132.0,259.0,211.0,223.0
10164,10293,1030155.0,1346114.0,1915324.0,1490703.0,1666039.0,1685097.0,1833192.0,1022029.0,261.0,331.0,434.0,405.0,432.0,401.0,417.0,299.0
10165,10294,393794.0,341012.0,485693.0,565870.0,513893.0,778911.0,824384.0,524551.0,135.0,134.0,147.0,135.0,151.0,187.0,197.0,159.0
10166,10295,341268.0,571297.0,708830.0,832836.0,258273.0,347533.0,18222.0,277837.0,33.0,49.0,40.0,65.0,25.0,30.0,2.0,21.0
10167,10296,890112.0,953249.0,1371589.0,1075770.0,876764.0,845712.0,1355679.0,459910.0,180.0,143.0,199.0,206.0,168.0,143.0,191.0,98.0
10168,10297,693407.0,742438.0,432367.0,422756.0,461726.0,481471.0,762748.0,314513.0,229.0,261.0,155.0,167.0,164.0,183.0,254.0,164.0
10169,10298,295765.0,628661.0,788600.0,301081.0,812052.0,870615.0,699553.0,371945.0,70.0,122.0,126.0,84.0,162.0,186.0,148.0,121.0
10170,10299,918773.0,599511.0,713339.0,526631.0,473915.0,807624.0,606826.0,539999.0,256.0,190.0,194.0,161.0,154.0,217.0,145.0,181.0
10171,10300,655799.0,603638.0,854194.0,633518.0,738360.0,846366.0,979366.0,621553.0,144.0,123.0,187.0,181.0,162.0,193.0,177.0,184.0
10172,10301,1663808.0,1755973.0,1867306.0,1469720.0,1416121.0,1309680.0,1547551.0,1457514.0,359.0,389.0,329.0,319.0,278.0,295.0,328.0,391.0
10173,10302,3466779.0,61786.0,3842794.0,200421.0,3125465.0,118494.0,8776555.0,62679.0,19.0,3.0,10.0,23.0,20.0,6.0,12.0,3.0
10174,10303,1149286.0,1009526.0,707383.0,934630.0,811294.0,611276.0,627487.0,625296.0,228.0,213.0,128.0,225.0,164.0,113.0,97.0,96.0
10175,10304,660739.0,603195.0,386931.0,247629.0,822642.0,324276.0,872824.0,606774.0,151.0,118.0,83.0,66.0,150.0,68.0,151.0,126.0
10176,10305,881162.0,764416.0,1009848.0,884581.0,1283773.0,894954.0,756837.0,542919.0,132.0,122.0,159.0,148.0,198.0,138.0,124.0,110.0
10177,10306,693746.0,836798.0,1059079.0,1231498.0,1055574.0,1087225.0,171626.0,26614.0,91.0,84.0,112.0,176.0,118.0,112.0,5.0,11.0
10178,10307,428811.0,443888.0,611656.0,456987.0,798858.0,569908.0,385566.0,351315.0,22.0,24.0,10.0,30.0,37.0,21.0,12.0,20.0
10179,10308,730516.0,894034.0,825420.0,577697.0,625910.0,751751.0,835815.0,743400.0,240.0,247.0,227.0,206.0,183.0,196.0,245.0,246.0
10180,10309,699285.0,849301.0,795103.0,564399.0,471020.0,651534.0,710064.0,421422.0,121.0,177.0,125.0,136.0,106.0,116.0,100.0,92.0
10181,10310,1575665.0,1376758.0,1761262.0,1481592.0,1766514.0,2216289.0,1695141.0,1150305.0,285.0,271.0,282.0,336.0,316.0,388.0,282.0,244.0
10182,10311,608314.0,401352.0,530322.0,640847.0,1145205.0,1477890.0,1568829.0,848038.0,151.0,125.0,149.0,221.0,271.0,342.0,286.0,221.0
10183,10312,723410.0,797854.0,740801.0,561468.0,480096.0,621300.0,607454.0,532126.0,206.0,237.0,244.0,189.0,171.0,238.0,192.0,242.0
10184,10313,152088.0,471828.0,955665.0,795488.0,1005405.0,1184502.0,1179285.0,779737.0,39.0,193.0,231.0,291.0,275.0,356.0,369.0,330.0
10185,10314,997918.0,1114405.0,1258610.0,862339.0,1043313.0,979807.0,1491277.0,938024.0,229.0,255.0,267.0,211.0,246.0,261.0,344.0,255.0
10186,10315,344765.0,518514.0,744399.0,831130.0,1148899.0,910469.0,959692.0,776432.0,50.0,81.0,120.0,158.0,183.0,156.0,171.0,170.0
10187,10316,1454829.0,1657019.0,2172946.0,1467492.0,1038737.0,2182376.0,1446724.0,663399.0,348.0,419.0,481.0,420.0,259.0,473.0,321.0,209.0
10188,10318,1039514.0,916166.0,1192458.0,790478.0,882818.0,976868.0,1054879.0,945271.0,191.0,147.0,211.0,166.0,170.0,184.0,179.0,236.0
10189,10319,892436.0,946976.0,1521969.0,793159.0,1257093.0,1683762.0,2026844.0,915188.0,201.0,210.0,225.0,194.0,254.0,311.0,322.0,209.0
10190,10320,221815.0,148132.0,371323.0,236248.0,300039.0,387518.0,638007.0,486966.0,46.0,43.0,75.0,82.0,76.0,93.0,162.0,178.0
10191,10321,3235190.0,1508902.0,3798267.0,1292357.0,2307356.0,2306503.0,7345849.0,1503851.0,146.0,163.0,166.0,154.0,125.0,154.0,174.0,164.0
10192,10322,518523.0,935272.0,860860.0,546738.0,881894.0,1402046.0,1083018.0,590231.0,155.0,230.0,212.0,218.0,256.0,370.0,293.0,195.0
10193,10323,992979.0,742120.0,944053.0,854644.0,1225649.0,1078155.0,1173689.0,770653.0,259.0,246.0,253.0,356.0,328.0,347.0,353.0,336.0
10194,10324,554717.0,462761.0,356323.0,146657.0,301706.0,393877.0,644845.0,276674.0,118.0,85.0,63.0,37.0,49.0,72.0,68.0,43.0
10195,10325,2010187.0,1281578.0,1215643.0,881793.0,1694730.0,747623.0,2137583.0,738139.0,342.0,347.0,305.0,241.0,269.0,207.0,177.0,214.0
10196,10326,672640.0,565343.0,739229.0,730949.0,783644.0,1013437.0,815825.0,654520.0,259.0,223.0,246.0,280.0,246.0,356.0,303.0,280.0
10197,10327,515826.0,319928.0,933851.0,1364435.0,1108398.0,679729.0,913595.0,592091.0,73.0,50.0,128.0,323.0,156.0,86.0,103.0,111.0
10198,10328,1332414.0,981146.0,759981.0,1221664.0,902286.0,286116.0,492876.0,234669.0,220.0,153.0,105.0,206.0,131.0,36.0,76.0,44.0
10199,10329,252106.0,289831.0,309328.0,429603.0,464958.0,473183.0,622838.0,451265.0,44.0,59.0,54.0,80.0,79.0,78.0,91.0,88.0
10200,10330,694572.0,1009663.0,1050028.0,737828.0,488772.0,591409.0,863395.0,375033.0,112.0,182.0,175.0,122.0,102.0,107.0,134.0,97.0
10201,10331,729810.0,568872.0,822334.0,638009.0,616737.0,927548.0,1309559.0,696482.0,125.0,125.0,171.0,134.0,114.0,155.0,223.0,170.0
10202,10332,904366.0,882653.0,1246252.0,825701.0,932935.0,1146103.0,1093629.0,912003.0,259.0,239.0,229.0,237.0,209.0,226.0,209.0,219.0
10203,10333,1446781.0,1503824.0,1557261.0,991056.0,1159163.0,1424886.0,1210993.0,686425.0,248.0,249.0,264.0,199.0,220.0,209.0,191.0,145.0
10204,10334,633010.0,789824.0,899243.0,564246.0,719244.0,867990.0,776209.0,502756.0,173.0,204.0,184.0,192.0,193.0,201.0,199.0,151.0
10205,10335,531813.0,582456.0,592317.0,666532.0,965506.0,1035085.0,871198.0,515637.0,121.0,113.0,109.0,146.0,233.0,220.0,161.0,113.0
10206,10336,1012849.0,1092777.0,963998.0,608663.0,723514.0,871746.0,951945.0,718718.0,340.0,354.0,292.0,260.0,279.0,285.0,299.0,310.0
10207,10337,1047291.0,1266657.0,1329195.0,958116.0,1653587.0,628174.0,585107.0,171764.0,254.0,260.0,229.0,250.0,380.0,156.0,101.0,57.0
10208,10338,297249.0,368592.0,315968.0,130692.0,103716.0,379185.0,627278.0,428355.0,58.0,65.0,45.0,33.0,20.0,74.0,66.0,46.0
10209,10339,911107.0,977445.0,877310.0,867964.0,812542.0,1128596.0,1707078.0,755910.0,208.0,217.0,205.0,207.0,163.0,202.0,276.0,204.0
10210,10340,440457.0,282532.0,230048.0,245741.0,366709.0,190965.0,299475.0,567424.0,43.0,42.0,25.0,26.0,29.0,21.0,20.0,44.0
10211,10341,1431776.0,1276994.0,2384967.0,974260.0,3695165.0,4998183.0,3171307.0,1734018.0,149.0,165.0,242.0,119.0,366.0,454.0,282.0,231.0
10212,10342,10779317.0,1963282.0,15985593.0,1229831.0,1807625.0,1812755.0,26805910.0,1073665.0,347.0,362.0,377.0,276.0,348.0,328.0,306.0,238.0
10213,10343,953530.0,1355278.0,974725.0,807135.0,635913.0,1992340.0,2857492.0,1471022.0,76.0,110.0,72.0,67.0,55.0,164.0,211.0,143.0
10214,10344,1949879.0,1898098.0,1467310.0,691029.0,689741.0,1481277.0,1236899.0,902181.0,444.0,421.0,256.0,157.0,123.0,314.0,261.0,246.0
10215,10346,776135.0,525207.0,956548.0,464323.0,718676.0,904457.0,1115618.0,621523.0,177.0,143.0,199.0,147.0,165.0,218.0,244.0,199.0
10216,10347,587666.0,620481.0,767972.0,754701.0,854849.0,843197.0,1112339.0,552649.0,96.0,103.0,108.0,147.0,149.0,141.0,152.0,143.0
10217,10348,942721.0,940575.0,1119855.0,679313.0,1290421.0,911116.0,914619.0,741377.0,164.0,167.0,205.0,189.0,249.0,207.0,203.0,215.0
10218,10349,327779.0,587899.0,395313.0,254212.0,319557.0,428221.0,538056.0,428984.0,105.0,140.0,100.0,82.0,87.0,122.0,127.0,156.0
10219,10350,3483892.0,2139166.0,3065101.0,1021734.0,3078946.0,4013184.0,2705232.0,13497105.0,16.0,24.0,31.0,14.0,35.0,17.0,28.0,37.0
10220,10351,1679920.0,1874577.0,1811692.0,1391314.0,1666094.0,2415799.0,2461108.0,1570199.0,227.0,230.0,207.0,220.0,207.0,272.0,288.0,351.0
10221,10352,1042885.0,1091778.0,1302881.0,961452.0,1178518.0,752803.0,35771.0,639602.0,270.0,277.0,295.0,270.0,298.0,188.0,14.0,213.0
10222,10353,310722.0,448332.0,538656.0,336094.0,395258.0,407127.0,401834.0,138627.0,149.0,190.0,221.0,171.0,141.0,135.0,136.0,64.0
10223,10354,391518.0,306325.0,449709.0,308555.0,436917.0,570108.0,482519.0,294885.0,132.0,91.0,123.0,88.0,99.0,151.0,113.0,87.0
10224,10355,474780.0,466071.0,1353063.0,430864.0,690739.0,1087320.0,646931.0,471510.0,107.0,112.0,219.0,119.0,121.0,189.0,113.0,121.0
10225,10356,1089596.0,1260482.0,1124869.0,1037837.0,928154.0,1353336.0,983985.0,760100.0,217.0,394.0,301.0,319.0,282.0,355.0,231.0,227.0
10226,10357,284995.0,480757.0,453933.0,510536.0,196790.0,220048.0,430457.0,332283.0,56.0,41.0,35.0,49.0,24.0,40.0,58.0,61.0
10227,10358,781638.0,725103.0,730979.0,393245.0,615464.0,677016.0,1136145.0,738703.0,213.0,197.0,164.0,126.0,173.0,191.0,223.0,217.0
10228,10359,441025.0,472408.0,554370.0,137952.0,237898.0,123478.0,8030.0,48888.0,41.0,44.0,61.0,28.0,26.0,26.0,5.0,13.0
10229,10360,569448.0,533726.0,667288.0,424017.0,545491.0,788530.0,560705.0,405851.0,181.0,231.0,213.0,168.0,189.0,268.0,181.0,186.0
10230,10361,309337.0,763040.0,476969.0,345075.0,394035.0,612106.0,688252.0,320779.0,49.0,127.0,87.0,97.0,78.0,112.0,76.0,70.0
10231,10362,1556277.0,1413373.0,1729615.0,1189358.0,2430892.0,2814862.0,2216558.0,1712720.0,283.0,258.0,299.0,254.0,402.0,475.0,322.0,353.0
10232,10363,458207.0,288899.0,1464844.0,90483.0,43235.0,144690.0,139270.0,757329.0,17.0,29.0,83.0,14.0,4.0,17.0,8.0,114.0
10233,10364,790127.0,379619.0,898394.0,805088.0,567036.0,603704.0,680330.0,486765.0,42.0,19.0,37.0,53.0,25.0,36.0,36.0,27.0
10234,10365,560236.0,733516.0,545794.0,488310.0,773471.0,759756.0,937666.0,501035.0,168.0,221.0,132.0,179.0,220.0,227.0,224.0,206.0
10235,10366,330875.0,669025.0,493938.0,184568.0,198621.0,681467.0,1089196.0,449223.0,35.0,52.0,38.0,15.0,17.0,41.0,53.0,67.0
10236,10367,1085038.0,1144786.0,1403354.0,800634.0,1330580.0,1671539.0,1114159.0,412328.0,207.0,227.0,226.0,192.0,244.0,291.0,180.0,74.0
10237,10368,510944.0,597656.0,294306.0,632174.0,411167.0,648784.0,764247.0,706976.0,105.0,96.0,49.0,86.0,64.0,107.0,115.0,114.0
10238,10369,1285823.0,679439.0,1259140.0,838728.0,1548350.0,1080352.0,1728200.0,1090917.0,199.0,139.0,128.0,116.0,210.0,135.0,176.0,142.0
10239,10370,488378.0,351074.0,695986.0,192645.0,682136.0,434923.0,622899.0,508838.0,35.0,38.0,40.0,34.0,71.0,84.0,72.0,104.0
10240,10371,564118.0,952164.0,1321863.0,785019.0,686207.0,1588113.0,1123463.0,692596.0,119.0,210.0,222.0,195.0,144.0,292.0,208.0,183.0
10241,10372,64949.0,43676.0,30743.0,591458.0,86068.0,168840.0,26626.0,53159.0,5.0,3.0,3.0,65.0,22.0,5.0,9.0,13.0
10242,10373,690980.0,739894.0,693058.0,748474.0,728620.0,1047975.0,926911.0,1005277.0,126.0,149.0,133.0,139.0,162.0,200.0,206.0,194.0
10243,10374,492863.0,366391.0,690273.0,587753.0,460360.0,698879.0,860441.0,855584.0,87.0,70.0,118.0,119.0,88.0,137.0,161.0,164.0
10244,10375,1217585.0,1098594.0,905112.0,810721.0,907093.0,997534.0,1173149.0,737889.0,91.0,77.0,67.0,75.0,51.0,52.0,116.0,85.0
10245,10376,398983.0,512562.0,832929.0,565556.0,420205.0,700869.0,249145.0,345747.0,55.0,78.0,123.0,83.0,50.0,74.0,27.0,53.0
10246,10377,370311.0,811860.0,537700.0,609607.0,689967.0,712673.0,786643.0,598283.0,107.0,158.0,113.0,164.0,146.0,147.0,155.0,164.0
10247,10378,651738.0,650762.0,857962.0,493558.0,698006.0,735137.0,787166.0,394055.0,96.0,111.0,147.0,105.0,132.0,151.0,126.0,98.0
10248,10379,1626825.0,1696587.0,659186.0,1518834.0,2113728.0,2764402.0,2103176.0,907991.0,107.0,111.0,46.0,242.0,193.0,246.0,177.0,143.0
10249,10380,1723481.0,1989543.0,1460991.0,937494.0,1525566.0,2087858.0,1708133.0,1003921.0,302.0,360.0,290.0,224.0,271.0,335.0,237.0,242.0
10250,10381,991006.0,1073146.0,1259926.0,1388381.0,1514565.0,1613348.0,1927061.0,974142.0,292.0,299.0,309.0,387.0,399.0,379.0,413.0,318.0
10251,10382,967081.0,1004067.0,1028281.0,793986.0,1089402.0,1094998.0,1131357.0,765573.0,220.0,244.0,239.0,180.0,291.0,244.0,247.0,192.0
10252,10383,762508.0,562010.0,1170701.0,998810.0,753811.0,1168086.0,1128953.0,789912.0,162.0,109.0,153.0,157.0,133.0,182.0,172.0,132.0
10253,10384,31490.0,388521.0,300315.0,666620.0,415534.0,444238.0,391499.0,167049.0,2.0,32.0,26.0,56.0,42.0,39.0,27.0,21.0
10254,10385,1825339.0,2166699.0,2300687.0,1799769.0,1536182.0,2361155.0,3438722.0,2973539.0,292.0,285.0,352.0,284.0,221.0,317.0,438.0,490.0
10255,10386,246828.0,767848.0,1199628.0,1272134.0,1407908.0,1546246.0,1108440.0,530291.0,30.0,43.0,74.0,83.0,96.0,87.0,72.0,37.0
10256,10387,443329.0,607550.0,752513.0,402817.0,764049.0,1350477.0,1378491.0,840403.0,75.0,110.0,106.0,92.0,147.0,247.0,233.0,175.0
10257,10388,539653.0,729711.0,853352.0,585979.0,719886.0,863513.0,686152.0,434777.0,155.0,163.0,178.0,167.0,177.0,213.0,165.0,144.0
10258,10389,689249.0,666866.0,320547.0,254912.0,998471.0,489845.0,598079.0,292473.0,84.0,72.0,24.0,23.0,91.0,45.0,43.0,39.0
10259,10390,406440.0,296992.0,833764.0,513516.0,1670002.0,586796.0,751114.0,698306.0,63.0,66.0,100.0,85.0,99.0,82.0,102.0,89.0
10260,10391,895391.0,737454.0,709564.0,528407.0,1129535.0,1331325.0,1452830.0,957172.0,159.0,116.0,125.0,129.0,208.0,260.0,250.0,211.0
10261,10392,873738.0,869424.0,1117803.0,1175712.0,1358631.0,995569.0,1290361.0,891877.0,193.0,191.0,220.0,263.0,271.0,171.0,204.0,182.0
10262,10393,89997.0,186735.0,171694.0,492977.0,707099.0,338372.0,429006.0,365700.0,19.0,22.0,31.0,82.0,108.0,62.0,56.0,61.0
10263,10394,81874.0,46673.0,198803.0,61555.0,300418.0,126569.0,115517.0,165542.0,5.0,6.0,16.0,9.0,38.0,10.0,17.0,17.0
10264,10395,844016.0,1033772.0,1024634.0,610610.0,778612.0,665807.0,485920.0,402575.0,198.0,220.0,199.0,138.0,164.0,158.0,119.0,95.0
10265,10396,182908.0,573223.0,785112.0,514159.0,728957.0,1251729.0,1177706.0,1047385.0,40.0,93.0,110.0,107.0,135.0,216.0,176.0,210.0
10266,10397,133349.0,0.0,41374.0,18446.0,12035.0,152296.0,936411.0,834384.0,11.0,0.0,2.0,2.0,1.0,15.0,94.0,76.0
10267,10398,630833.0,490469.0,834269.0,800625.0,430654.0,329936.0,699613.0,580696.0,82.0,72.0,95.0,71.0,72.0,60.0,70.0,58.0
10268,10399,1289371.0,1519463.0,1440565.0,1119148.0,1498757.0,896795.0,1360068.0,1092529.0,263.0,261.0,250.0,198.0,295.0,207.0,273.0,302.0
10269,10401,699778.0,764926.0,927458.0,593250.0,922158.0,1384203.0,803606.0,745338.0,155.0,182.0,200.0,179.0,251.0,331.0,190.0,232.0
10270,10402,808481.0,506144.0,815698.0,197192.0,560013.0,742806.0,917030.0,452792.0,106.0,111.0,88.0,50.0,90.0,105.0,95.0,106.0
10271,10403,1495900.0,1689302.0,1883522.0,1407713.0,1782890.0,1895261.0,1550018.0,1089856.0,470.0,547.0,524.0,537.0,490.0,549.0,406.0,450.0
10272,10404,697738.0,289774.0,554676.0,410624.0,817466.0,467585.0,713599.0,631415.0,74.0,32.0,60.0,68.0,121.0,62.0,62.0,116.0
10273,10405,1712866.0,459439.0,3637722.0,641611.0,578346.0,964515.0,919794.0,570235.0,105.0,75.0,138.0,106.0,104.0,154.0,126.0,119.0
10274,10406,258156.0,614873.0,639603.0,596302.0,367096.0,851274.0,466070.0,272524.0,68.0,98.0,114.0,123.0,84.0,174.0,83.0,83.0
10275,10407,864540.0,1002976.0,1084463.0,617786.0,1296992.0,1083657.0,1152390.0,687217.0,191.0,227.0,187.0,156.0,177.0,182.0,194.0,167.0
10276,10408,663424.0,572171.0,598415.0,535067.0,600822.0,856306.0,869956.0,552058.0,129.0,98.0,104.0,134.0,134.0,165.0,150.0,122.0
10277,10409,592796.0,711407.0,730317.0,516434.0,607792.0,284515.0,218823.0,177771.0,146.0,133.0,131.0,135.0,138.0,51.0,34.0,53.0
10278,10410,1050637.0,943459.0,1452579.0,979245.0,1385305.0,1339798.0,1459560.0,680413.0,182.0,163.0,230.0,178.0,244.0,230.0,211.0,136.0
10279,10411,747421.0,1010241.0,929850.0,812264.0,1758536.0,904010.0,1064732.0,659060.0,212.0,243.0,213.0,232.0,372.0,214.0,203.0,194.0
