,°í°´¹øÈ£,±âÈ£Ç°_ÃÑ±¸¸Å¾×1,±âÈ£Ç°_ÃÑ±¸¸Å¾×2,±âÈ£Ç°_ÃÑ±¸¸Å¾×3,±âÈ£Ç°_ÃÑ±¸¸Å¾×4,±âÈ£Ç°_ÃÑ±¸¸Å¾×5,±âÈ£Ç°_ÃÑ±¸¸Å¾×6,±âÈ£Ç°_ÃÑ±¸¸Å¾×7,±âÈ£Ç°_ÃÑ±¸¸Å¾×8,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö1,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö2,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö3,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö4,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö5,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö6,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö7,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö8
10262,10393,18402.0,44190.0,5084.0,19723.0,55999.0,24985.0,27773.0,34495.0,2.0,5.0,2.0,3.0,7.0,3.0,4.0,4.0
10263,10394,78725.0,0.0,94904.0,46115.0,0.0,0.0,9021.0,22143.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
10264,10395,15557.0,32478.0,17693.0,26783.0,25688.0,7464.0,3919.0,5825.0,4.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0
10265,10396,11120.0,2493.0,33058.0,0.0,55978.0,19142.0,36084.0,34785.0,1.0,1.0,2.0,0.0,5.0,5.0,3.0,3.0
10266,10397,0.0,0.0,10620.0,0.0,0.0,6305.0,71358.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0
10267,10398,12990.0,0.0,9016.0,78910.0,60327.0,0.0,53608.0,161432.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,10.0
10268,10399,119996.0,391311.0,196984.0,50425.0,65216.0,86708.0,84824.0,115190.0,17.0,34.0,15.0,17.0,20.0,25.0,27.0,34.0
10269,10401,9742.0,6078.0,8903.0,0.0,1507.0,0.0,2241.0,5271.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0
10270,10402,91950.0,17594.0,145293.0,113869.0,70633.0,46347.0,110484.0,4990.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0
10271,10403,117137.0,177591.0,142882.0,103096.0,43741.0,109880.0,105377.0,41205.0,76.0,120.0,104.0,115.0,25.0,68.0,59.0,24.0
10272,10404,58138.0,644968.0,135248.0,102252.0,20834.0,8364.0,58102.0,347328.0,4.0,8.0,7.0,3.0,3.0,1.0,8.0,10.0
10273,10405,93758.0,10300.0,173265.0,114235.0,50184.0,51837.0,17704.0,35510.0,12.0,2.0,12.0,9.0,4.0,5.0,4.0,5.0
10274,10406,0.0,64329.0,11163.0,0.0,31109.0,5576.0,8717.0,13782.0,0.0,5.0,2.0,0.0,8.0,4.0,1.0,3.0
10275,10407,402401.0,360405.0,171151.0,161733.0,234158.0,191475.0,247061.0,69716.0,47.0,52.0,24.0,23.0,26.0,33.0,30.0,18.0
10276,10408,0.0,9127.0,0.0,2190.0,49254.0,26851.0,4392.0,413.0,0.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0
10277,10409,87414.0,104811.0,226978.0,61644.0,92872.0,27474.0,23764.0,6965.0,12.0,11.0,15.0,13.0,14.0,6.0,3.0,4.0
10278,10410,1053.0,0.0,3627.0,4345.0,4753.0,2145.0,16971.0,15888.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,3.0
10279,10411,223332.0,29821.0,37238.0,216017.0,55454.0,16867.0,68982.0,50642.0,5.0,6.0,4.0,10.0,15.0,3.0,11.0,13.0
10280,10412,27631.0,37340.0,11275.0,0.0,0.0,23163.0,50455.0,56001.0,6.0,7.0,3.0,0.0,0.0,4.0,5.0,7.0
10281,10413,66340.0,40223.0,125513.0,53410.0,152709.0,115935.0,109832.0,21739.0,18.0,25.0,37.0,25.0,39.0,34.0,34.0,12.0
10282,10414,52470.0,26422.0,3276.0,0.0,11560.0,13618.0,4223.0,12344.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,4.0
10283,10415,41824.0,68759.0,19817.0,17736.0,39645.0,28781.0,21511.0,44757.0,5.0,9.0,3.0,2.0,3.0,3.0,2.0,5.0
10284,10416,5707.0,13874.0,10677.0,3459.0,2023.0,0.0,16893.0,9832.0,2.0,6.0,2.0,1.0,1.0,0.0,2.0,1.0
10285,10417,35819.0,213165.0,0.0,13737.0,14058.0,19173.0,29169.0,29546.0,2.0,3.0,0.0,4.0,2.0,2.0,4.0,8.0
10286,10418,53181.0,85272.0,43725.0,106614.0,135523.0,134172.0,135237.0,77146.0,7.0,9.0,5.0,12.0,17.0,16.0,12.0,4.0
10287,10419,12793.0,11558.0,12880.0,11236.0,14190.0,33350.0,10902.0,37264.0,2.0,4.0,4.0,3.0,3.0,6.0,2.0,3.0
10288,10420,0.0,25741.0,1695.0,9578.0,0.0,12310.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,3.0,0.0,0.0
10289,10421,28694.0,28615.0,63688.0,98285.0,20733.0,81243.0,70614.0,56845.0,5.0,4.0,9.0,17.0,3.0,9.0,6.0,3.0
10290,10422,108642.0,207565.0,189129.0,78484.0,273069.0,212211.0,174451.0,82208.0,11.0,22.0,17.0,11.0,28.0,22.0,11.0,12.0
10291,10423,22635.0,48537.0,123749.0,50116.0,85070.0,51515.0,76290.0,155026.0,6.0,8.0,9.0,11.0,15.0,10.0,5.0,14.0
10292,10424,10432.0,6541.0,30957.0,21195.0,0.0,58142.0,39531.0,22350.0,3.0,2.0,8.0,4.0,0.0,12.0,8.0,7.0
10293,10425,267021.0,388815.0,428104.0,288675.0,44176.0,128650.0,228465.0,195653.0,36.0,37.0,43.0,36.0,8.0,13.0,24.0,31.0
10294,10426,68264.0,66081.0,47203.0,67833.0,83782.0,70720.0,80773.0,16822.0,13.0,14.0,7.0,15.0,14.0,11.0,11.0,1.0
10295,10428,40307.0,22517.0,28268.0,38933.0,359031.0,23484.0,24270.0,38981.0,5.0,3.0,4.0,4.0,2.0,2.0,10.0,6.0
10296,10429,10037.0,47413.0,4519.0,62510.0,55117.0,147497.0,192833.0,33577.0,3.0,7.0,1.0,14.0,10.0,21.0,15.0,7.0
10297,10430,7636.0,1154.0,45836.0,12593.0,0.0,16181.0,20768.0,10320.0,3.0,1.0,4.0,4.0,0.0,5.0,3.0,2.0
10298,10431,52706.0,62845.0,45531.0,7441.0,31514.0,10703.0,42200.0,17798.0,8.0,5.0,5.0,2.0,5.0,4.0,7.0,5.0
10299,10432,432193.0,389009.0,616052.0,327727.0,331310.0,313769.0,472563.0,68817.0,69.0,63.0,77.0,58.0,59.0,45.0,60.0,14.0
10300,10433,27455.0,10332.0,0.0,31261.0,1517.0,5383.0,0.0,2983.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0
10301,10434,29120.0,81851.0,71529.0,39585.0,33687.0,22133.0,36468.0,34923.0,8.0,11.0,13.0,15.0,7.0,5.0,13.0,12.0
10302,10435,19367.0,23197.0,71742.0,62088.0,114062.0,75771.0,54825.0,76641.0,3.0,3.0,6.0,7.0,16.0,9.0,5.0,6.0
10303,10436,91457.0,99164.0,88757.0,34268.0,76852.0,165396.0,70963.0,96330.0,14.0,15.0,12.0,6.0,7.0,10.0,11.0,16.0
10304,10437,7872.0,19234.0,46342.0,40785.0,45483.0,26208.0,27187.0,43839.0,2.0,11.0,14.0,13.0,15.0,8.0,8.0,6.0
10305,10438,239125.0,152454.0,0.0,159541.0,144593.0,110130.0,81089.0,0.0,2.0,4.0,0.0,6.0,10.0,4.0,8.0,0.0
10306,10439,22387.0,29049.0,19828.0,28910.0,22938.0,37441.0,31546.0,60869.0,2.0,3.0,2.0,5.0,3.0,24.0,15.0,28.0
10307,10440,49400.0,66851.0,26675.0,13993.0,45014.0,34509.0,38517.0,40119.0,11.0,13.0,6.0,10.0,13.0,8.0,10.0,13.0
10308,10441,29226.0,6521.0,40730.0,12239.0,36743.0,19936.0,64161.0,6148.0,5.0,2.0,6.0,2.0,6.0,4.0,6.0,3.0
10309,10442,12695.0,14009.0,9039.0,16850.0,62804.0,49221.0,2252.0,19994.0,3.0,3.0,2.0,3.0,9.0,4.0,1.0,5.0
10310,10443,21924.0,30316.0,85618.0,105028.0,51496.0,14905.0,52044.0,21111.0,7.0,9.0,17.0,27.0,13.0,2.0,11.0,4.0
10311,10444,63501.0,108911.0,42187.0,49752.0,33071.0,48683.0,51569.0,36933.0,7.0,10.0,3.0,4.0,4.0,5.0,8.0,5.0
10312,10445,71345.0,58447.0,19307.0,121461.0,64221.0,23420.0,0.0,16524.0,6.0,11.0,7.0,8.0,3.0,2.0,0.0,2.0
10313,10446,79277.0,53996.0,39273.0,70739.0,28051.0,6863.0,51571.0,52126.0,25.0,19.0,15.0,29.0,11.0,5.0,23.0,31.0
10314,10447,14760.0,31191.0,21557.0,189392.0,4551.0,41596.0,83385.0,61671.0,2.0,3.0,5.0,9.0,1.0,7.0,4.0,5.0
10315,10448,10923.0,3245.0,3559.0,55604.0,4551.0,0.0,6420.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0
10316,10449,21846.0,0.0,5638.0,12885.0,6483.0,26981.0,21872.0,27710.0,2.0,0.0,1.0,5.0,3.0,11.0,7.0,15.0
10317,10450,0.0,2987.0,2361.0,13080.0,16435.0,0.0,5631.0,5578.0,0.0,1.0,1.0,9.0,3.0,0.0,1.0,3.0
10318,10451,36242.0,51166.0,51317.0,21114.0,37652.0,83676.0,54611.0,22847.0,8.0,7.0,12.0,9.0,11.0,18.0,9.0,9.0
10319,10452,1948.0,11330.0,9604.0,0.0,11518.0,57906.0,3784.0,7849.0,2.0,3.0,2.0,0.0,5.0,3.0,3.0,2.0
10320,10453,15981.0,36600.0,63642.0,52413.0,56162.0,19495.0,78759.0,46913.0,6.0,20.0,14.0,11.0,10.0,3.0,10.0,12.0
10321,10454,39263.0,81109.0,33093.0,81775.0,97220.0,48898.0,2388.0,43634.0,4.0,6.0,5.0,12.0,13.0,2.0,2.0,7.0
10322,10455,460071.0,856374.0,973895.0,373377.0,464685.0,775995.0,602398.0,153004.0,21.0,38.0,47.0,23.0,35.0,43.0,31.0,15.0
10323,10456,1427.0,23414.0,40109.0,11281.0,46250.0,0.0,25937.0,4735.0,1.0,4.0,3.0,2.0,6.0,0.0,2.0,2.0
10324,10457,72889.0,121119.0,17602.0,87142.0,76084.0,50570.0,46355.0,36792.0,6.0,9.0,2.0,9.0,5.0,8.0,5.0,4.0
10325,10458,34036.0,38214.0,8926.0,8150.0,9537.0,26595.0,18854.0,38486.0,10.0,13.0,2.0,2.0,5.0,18.0,3.0,8.0
10326,10459,26659.0,17171.0,11185.0,76739.0,31312.0,32652.0,29642.0,15970.0,7.0,4.0,1.0,13.0,6.0,7.0,5.0,6.0
10327,10460,29227.0,29481.0,5310.0,21089.0,92155.0,69852.0,61661.0,40857.0,2.0,5.0,1.0,3.0,5.0,4.0,4.0,5.0
10328,10461,38929.0,58746.0,81855.0,23270.0,25343.0,110528.0,80065.0,92159.0,6.0,7.0,11.0,4.0,8.0,20.0,14.0,16.0
10329,10462,6692.0,0.0,39769.0,29885.0,9102.0,29275.0,33741.0,29613.0,1.0,0.0,4.0,4.0,1.0,2.0,5.0,4.0
10330,10463,0.0,21426.0,0.0,0.0,8354.0,12761.0,34800.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
10331,10464,49862.0,124218.0,47328.0,10890.0,18314.0,20966.0,120608.0,53540.0,4.0,9.0,8.0,2.0,5.0,7.0,15.0,10.0
10332,10466,91231.0,115826.0,177155.0,64337.0,20246.0,0.0,47087.0,0.0,20.0,25.0,48.0,38.0,11.0,0.0,7.0,0.0
10333,10467,237097.0,213322.0,317942.0,153343.0,169341.0,147685.0,174099.0,230761.0,80.0,70.0,65.0,55.0,34.0,28.0,35.0,46.0
10334,10468,36410.0,9579.0,14462.0,19600.0,56130.0,30336.0,127129.0,89978.0,3.0,3.0,2.0,4.0,3.0,5.0,7.0,7.0
10335,10469,14711.0,16182.0,52378.0,45068.0,68507.0,86249.0,38910.0,66150.0,4.0,8.0,19.0,15.0,16.0,25.0,7.0,20.0
10336,10470,0.0,20334.0,220209.0,89107.0,163768.0,36791.0,16060.0,0.0,0.0,8.0,38.0,26.0,26.0,9.0,2.0,0.0
10337,10471,39658.0,186899.0,115804.0,224369.0,151804.0,45789.0,114098.0,140494.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,8.0
10338,10472,9841.0,0.0,0.0,0.0,3843.0,8364.0,23763.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0
10339,10473,29522.0,98888.0,15253.0,0.0,22947.0,51044.0,88522.0,56267.0,2.0,5.0,2.0,0.0,5.0,5.0,8.0,5.0
10340,10474,196378.0,236038.0,196737.0,144444.0,168262.0,170957.0,99107.0,56448.0,69.0,73.0,56.0,42.0,49.0,31.0,9.0,5.0
10341,10475,37886.0,25752.0,5084.0,109524.0,40455.0,63267.0,0.0,20904.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0
10342,10476,32179.0,14266.0,188311.0,123774.0,81150.0,145688.0,318114.0,59323.0,12.0,4.0,18.0,24.0,9.0,27.0,32.0,11.0
10343,10477,46809.0,26462.0,62864.0,24841.0,31624.0,45895.0,30679.0,31727.0,12.0,12.0,15.0,9.0,15.0,19.0,10.0,13.0
10344,10478,2106.0,28327.0,9038.0,0.0,2164.0,30668.0,10632.0,5784.0,1.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0
10345,10479,0.0,0.0,0.0,78750.0,26660.0,11185.0,0.0,6403.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0
10346,10480,46497.0,37372.0,17489.0,8115.0,40191.0,4322.0,8717.0,14161.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0
10347,10481,20016.0,18512.0,3367.0,18402.0,17567.0,20675.0,25386.0,27084.0,6.0,5.0,1.0,4.0,4.0,3.0,3.0,7.0
10348,10482,40031.0,33643.0,62693.0,27500.0,59577.0,6122.0,37424.0,81897.0,9.0,10.0,21.0,18.0,15.0,4.0,26.0,25.0
10349,10483,8483.0,37166.0,0.0,1064.0,12864.0,20439.0,40702.0,54606.0,2.0,6.0,0.0,1.0,5.0,8.0,7.0,10.0
10350,10484,55981.0,77257.0,98927.0,118163.0,146352.0,83567.0,139450.0,96281.0,9.0,13.0,14.0,16.0,14.0,11.0,17.0,15.0
10351,10485,14456.0,10868.0,33658.0,26207.0,0.0,29705.0,7151.0,0.0,4.0,3.0,5.0,4.0,0.0,5.0,2.0,0.0
10352,10486,59173.0,62193.0,81945.0,77156.0,42769.0,34672.0,30723.0,40205.0,16.0,19.0,23.0,21.0,13.0,14.0,9.0,21.0
10353,10487,79332574.0,1038327.0,57891382.0,74139543.0,15752894.0,0.0,24765203.0,30418547.0,9.0,1.0,5.0,137.0,1.0,0.0,63.0,117.0
10354,10488,68311.0,76967.0,84125.0,109142.0,38361.0,93475.0,108264.0,68198.0,14.0,12.0,20.0,15.0,10.0,16.0,18.0,17.0
10355,10489,25879.0,29491.0,71235.0,22420.0,85168.0,0.0,29395.0,2578.0,7.0,5.0,8.0,2.0,9.0,0.0,1.0,1.0
10356,10491,29836.0,39052.0,13300.0,59234.0,57752.0,61618.0,44024.0,36486.0,16.0,21.0,8.0,19.0,24.0,28.0,11.0,14.0
10357,10492,139076.0,235924.0,314518.0,239807.0,228659.0,332284.0,335158.0,162563.0,51.0,65.0,94.0,85.0,81.0,88.0,70.0,54.0
10358,10493,18383.0,29926.0,52852.0,43810.0,48850.0,37399.0,62609.0,39222.0,5.0,14.0,15.0,7.0,14.0,15.0,22.0,10.0
10359,10494,52844.0,21426.0,26889.0,45938.0,12055.0,25200.0,29034.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0
10360,10495,66540.0,30790.0,70048.0,44517.0,94862.0,57787.0,70073.0,38999.0,9.0,5.0,11.0,7.0,13.0,9.0,14.0,9.0
10361,10496,29137.0,76370.0,112901.0,57086.0,25032.0,96662.0,58857.0,17763.0,10.0,11.0,14.0,7.0,5.0,17.0,17.0,5.0
10362,10497,71618.0,42440.0,16947.0,65315.0,75174.0,46754.0,161580.0,23449.0,9.0,2.0,2.0,13.0,10.0,7.0,12.0,6.0
10363,10498,41331.0,33663.0,53722.0,70495.0,31848.0,51398.0,24664.0,0.0,4.0,3.0,4.0,8.0,4.0,5.0,1.0,0.0
10364,10499,1919.0,17408.0,2146.0,0.0,0.0,2038.0,0.0,7584.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0
10365,10500,102980.0,120788.0,112225.0,111767.0,115648.0,40803.0,34890.0,28513.0,15.0,9.0,20.0,21.0,15.0,11.0,6.0,4.0
10366,10501,34725.0,46436.0,30427.0,16690.0,66680.0,9049.0,70265.0,36983.0,14.0,13.0,9.0,9.0,13.0,4.0,12.0,8.0
10367,10502,10047.0,13907.0,28732.0,12186.0,5947.0,0.0,24327.0,3454.0,4.0,5.0,6.0,3.0,2.0,0.0,5.0,1.0
10368,10503,80007.0,71227.0,90711.0,70535.0,47438.0,66240.0,68161.0,68827.0,24.0,40.0,43.0,21.0,17.0,41.0,36.0,37.0
10369,10504,5904.0,2575.0,31070.0,5321.0,12136.0,15977.0,7940.0,5784.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
10370,10505,0.0,0.0,19930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10371,10506,14958.0,28842.0,55914.0,34268.0,71401.0,26272.0,21398.0,33050.0,1.0,1.0,6.0,3.0,5.0,3.0,1.0,1.0
10372,10507,138752.0,48414.0,114676.0,135526.0,268849.0,114417.0,71956.0,22309.0,5.0,1.0,3.0,7.0,11.0,18.0,6.0,6.0
10373,10508,171340.0,44809.0,185447.0,144447.0,127128.0,70688.0,16106.0,85456.0,18.0,4.0,11.0,8.0,9.0,6.0,3.0,9.0
10374,10509,104114.0,70716.0,64739.0,143721.0,11772.0,50937.0,73407.0,44203.0,6.0,6.0,5.0,4.0,2.0,6.0,4.0,6.0
10375,10510,80792.0,125906.0,48628.0,205310.0,204092.0,94989.0,72528.0,37091.0,11.0,17.0,7.0,16.0,7.0,3.0,5.0,5.0
10376,10511,7479.0,23969.0,19433.0,53680.0,35995.0,40687.0,69433.0,1570.0,2.0,5.0,7.0,7.0,4.0,9.0,9.0,2.0
10377,10512,136655.0,165843.0,220732.0,109514.0,78380.0,91677.0,58541.0,49044.0,8.0,17.0,16.0,11.0,11.0,13.0,14.0,7.0
10378,10513,57154.0,75613.0,71904.0,31303.0,72245.0,114893.0,95735.0,82396.0,14.0,21.0,17.0,9.0,15.0,23.0,21.0,22.0
10379,10514,78420.0,80791.0,75203.0,69697.0,118640.0,114888.0,137421.0,135382.0,14.0,23.0,22.0,24.0,30.0,39.0,43.0,64.0
10380,10515,64140.0,20972.0,35544.0,71040.0,18041.0,154192.0,23763.0,56068.0,10.0,5.0,9.0,20.0,5.0,11.0,3.0,11.0
10381,10516,47126.0,57274.0,104936.0,65981.0,96411.0,31806.0,105393.0,31768.0,5.0,7.0,11.0,9.0,8.0,6.0,8.0,4.0
10382,10517,77476.0,108870.0,263700.0,163571.0,123178.0,111633.0,106806.0,59497.0,11.0,21.0,23.0,35.0,28.0,31.0,26.0,16.0
10383,10518,22969.0,137699.0,195672.0,13311.0,50467.0,167907.0,88251.0,9444.0,5.0,17.0,12.0,5.0,10.0,9.0,10.0,2.0
10384,10519,6760.0,15142.0,34007.0,0.0,31302.0,18959.0,0.0,22482.0,1.0,1.0,2.0,0.0,3.0,4.0,0.0,6.0
10385,10520,127142.0,187574.0,254049.0,174549.0,226670.0,223115.0,250664.0,201786.0,54.0,77.0,74.0,68.0,90.0,86.0,101.0,92.0
10386,10521,6495.0,21117.0,9038.0,0.0,5562.0,12868.0,15767.0,3305.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0
10387,10522,34255.0,49320.0,165719.0,105624.0,76297.0,70078.0,50274.0,38337.0,5.0,8.0,13.0,16.0,13.0,13.0,6.0,6.0
10388,10523,37392.0,174693.0,57958.0,22880.0,9710.0,4611.0,80412.0,26356.0,8.0,12.0,9.0,4.0,2.0,1.0,6.0,3.0
10389,10524,0.0,0.0,32764.0,0.0,6068.0,0.0,1847.0,3098.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
10390,10525,22141.0,10023.0,0.0,2040.0,12541.0,1930.0,6780.0,7610.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0
10391,10526,299223.0,267369.0,299139.0,302368.0,309507.0,350838.0,311211.0,217648.0,9.0,7.0,7.0,12.0,11.0,10.0,9.0,10.0
10392,10527,216206.0,160385.0,0.0,0.0,28420.0,0.0,67685.0,92009.0,14.0,10.0,0.0,0.0,2.0,0.0,5.0,6.0
10393,10528,35721.0,32139.0,22596.0,0.0,0.0,0.0,13109.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
10394,10529,68982.0,73240.0,43611.0,125089.0,46826.0,133292.0,74782.0,44865.0,4.0,4.0,3.0,7.0,2.0,6.0,2.0,3.0
10395,10530,8364.0,32446.0,80205.0,45087.0,95472.0,28847.0,50185.0,25291.0,3.0,7.0,14.0,6.0,10.0,5.0,9.0,7.0
10396,10531,42412.0,120681.0,132525.0,133475.0,92501.0,73079.0,70772.0,4379.0,11.0,24.0,24.0,31.0,9.0,6.0,5.0,1.0
10397,10532,24957.0,23301.0,50842.0,27120.0,44328.0,40191.0,110911.0,47088.0,4.0,3.0,3.0,2.0,3.0,3.0,8.0,4.0
10398,10533,20468.0,4120.0,0.0,0.0,0.0,0.0,21398.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
10399,10534,18116.0,113669.0,87617.0,113107.0,45460.0,143393.0,30274.0,37181.0,4.0,14.0,13.0,11.0,4.0,13.0,5.0,6.0
10400,10535,60855.0,72754.0,51497.0,131252.0,120604.0,165344.0,106305.0,48864.0,4.0,8.0,5.0,15.0,7.0,11.0,15.0,9.0
10401,10536,33261.0,71385.0,142355.0,28113.0,41203.0,20589.0,114402.0,31728.0,5.0,5.0,4.0,2.0,3.0,1.0,5.0,1.0
10402,10537,1476.0,44294.0,65563.0,197853.0,34911.0,95491.0,67764.0,51922.0,1.0,6.0,14.0,19.0,13.0,28.0,16.0,18.0
10403,10538,15371.0,29089.0,26596.0,13816.0,14929.0,103973.0,95526.0,27109.0,2.0,5.0,4.0,8.0,6.0,16.0,9.0,7.0
10404,10539,12843.0,10179.0,43148.0,29736.0,14401.0,20900.0,27908.0,30735.0,3.0,7.0,10.0,9.0,6.0,6.0,8.0,13.0
10405,10540,7577.0,21406.0,13649.0,6918.0,4956.0,4826.0,11488.0,22953.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0
10406,10541,70153.0,9662.0,9490.0,28085.0,27417.0,9329.0,21105.0,43940.0,4.0,3.0,1.0,5.0,6.0,9.0,7.0,18.0
10407,10542,88269.0,46952.0,85095.0,76685.0,149347.0,114023.0,189151.0,71726.0,15.0,7.0,17.0,15.0,18.0,14.0,23.0,17.0
10408,10543,92875.0,120109.0,117399.0,64473.0,130262.0,104211.0,43540.0,44114.0,7.0,7.0,5.0,3.0,10.0,7.0,4.0,4.0
10409,10544,135552.0,187243.0,122113.0,117937.0,119400.0,63574.0,196998.0,82325.0,26.0,42.0,28.0,33.0,19.0,25.0,40.0,25.0
10410,10545,1968.0,0.0,0.0,35296.0,12946.0,2359.0,1971.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0
10411,10546,89154.0,149002.0,173967.0,56562.0,69905.0,116338.0,47190.0,56953.0,9.0,13.0,15.0,5.0,9.0,14.0,10.0,17.0
10412,10547,254469.0,324209.0,320266.0,186719.0,120898.0,241017.0,271095.0,84588.0,33.0,31.0,31.0,26.0,13.0,23.0,31.0,12.0
10413,10548,268299.0,91397.0,80973.0,26118.0,22290.0,112981.0,31917.0,8163.0,28.0,15.0,9.0,4.0,5.0,10.0,4.0,1.0
10414,10549,32376.0,44870.0,76624.0,40608.0,24170.0,12955.0,44046.0,19104.0,7.0,12.0,13.0,19.0,8.0,5.0,15.0,11.0
10415,10550,100530.0,155193.0,167921.0,100381.0,28124.0,113635.0,196224.0,157028.0,24.0,22.0,25.0,15.0,15.0,26.0,59.0,26.0
10416,10551,34639.0,3708.0,30042.0,35783.0,5340.0,88790.0,66222.0,92000.0,3.0,1.0,3.0,5.0,1.0,4.0,4.0,10.0
10417,10552,53858.0,33272.0,51384.0,97898.0,67377.0,27399.0,75007.0,44798.0,8.0,2.0,2.0,6.0,5.0,2.0,9.0,5.0
10418,10553,45993.0,28616.0,60295.0,21250.0,10964.0,23720.0,21397.0,7633.0,13.0,10.0,25.0,13.0,6.0,10.0,12.0,6.0
10419,10554,120037.0,149992.0,49023.0,46230.0,108872.0,82184.0,15823.0,48625.0,11.0,8.0,5.0,6.0,7.0,10.0,2.0,5.0
10420,10555,120006.0,277416.0,226136.0,230658.0,278197.0,197461.0,237299.0,189667.0,43.0,92.0,78.0,81.0,89.0,71.0,75.0,56.0
10421,10556,32664.0,54855.0,48512.0,50403.0,70639.0,68026.0,69266.0,14715.0,21.0,33.0,23.0,34.0,34.0,26.0,36.0,14.0
10422,10557,29619.0,37464.0,19929.0,103972.0,25982.0,80576.0,35419.0,40974.0,4.0,4.0,3.0,9.0,4.0,7.0,5.0,8.0
10423,10558,16267.0,66441.0,27161.0,0.0,39726.0,9694.0,0.0,0.0,4.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0
10424,10559,0.0,357547.0,432607.0,204549.0,174170.0,80157.0,106425.0,120626.0,0.0,45.0,43.0,32.0,44.0,23.0,23.0,22.0
10425,10560,168224.0,216226.0,132990.0,246679.0,317775.0,255223.0,308804.0,145046.0,29.0,27.0,17.0,36.0,36.0,40.0,33.0,26.0
10426,10561,240847.0,150646.0,218634.0,250392.0,198443.0,230953.0,279394.0,200885.0,57.0,49.0,59.0,58.0,37.0,36.0,47.0,39.0
10427,10562,248730.0,481239.0,496907.0,272334.0,197873.0,175448.0,299140.0,89862.0,55.0,75.0,78.0,79.0,62.0,47.0,37.0,23.0
10428,10563,4133.0,4975.0,26856.0,0.0,3782.0,5898.0,24159.0,2644.0,2.0,3.0,6.0,0.0,1.0,1.0,9.0,2.0
10429,10564,191427.0,133623.0,301706.0,139402.0,153534.0,149882.0,126025.0,108064.0,16.0,9.0,17.0,15.0,11.0,11.0,14.0,9.0
10430,10565,9791.0,11609.0,40944.0,17470.0,20885.0,44341.0,15914.0,1652.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0
10431,10566,7282.0,12237.0,86712.0,15253.0,14665.0,10723.0,5181.0,3718.0,2.0,4.0,12.0,3.0,2.0,1.0,1.0,1.0
10432,10567,69692.0,114536.0,150978.0,89910.0,84557.0,133607.0,91448.0,79176.0,21.0,20.0,24.0,18.0,18.0,25.0,21.0,17.0
10433,10568,103798.0,51872.0,112518.0,91708.0,32516.0,55055.0,63959.0,37000.0,30.0,24.0,29.0,40.0,15.0,11.0,20.0,18.0
10434,10569,16659.0,26834.0,78432.0,21727.0,105500.0,93147.0,322584.0,40082.0,6.0,7.0,19.0,4.0,27.0,25.0,34.0,14.0
10435,10570,130190.0,83869.0,90384.0,66389.0,292689.0,188196.0,233073.0,169543.0,10.0,9.0,5.0,8.0,11.0,8.0,9.0,11.0
