,°í°´¹øÈ£,°¡±¸·ù_ÃÑ±¸¸Å¾×1,°¡±¸·ù_ÃÑ±¸¸Å¾×2,°¡±¸·ù_ÃÑ±¸¸Å¾×3,°¡±¸·ù_ÃÑ±¸¸Å¾×4,°¡±¸·ù_ÃÑ±¸¸Å¾×5,°¡±¸·ù_ÃÑ±¸¸Å¾×6,°¡±¸·ù_ÃÑ±¸¸Å¾×7,°¡±¸·ù_ÃÑ±¸¸Å¾×8,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö1,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö2,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö3,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö4,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö5,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö6,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö7,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö8
16776,17103,14367.0,41100.0,0.0,40440.0,14058.0,6327.0,19033.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0
16777,17104,0.0,9271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16778,17105,0.0,737541.0,0.0,0.0,0.0,0.0,0.0,6775.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
16779,17106,5708.0,0.0,0.0,97552.0,0.0,0.0,11262.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
16780,17107,0.0,73754.0,0.0,0.0,20227.0,0.0,206213.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
16781,17108,0.0,60775.0,0.0,0.0,0.0,0.0,263200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16782,17111,0.0,0.0,63043.0,0.0,0.0,51472.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16783,17112,97225.0,0.0,0.0,0.0,32262.0,135115.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
16784,17113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16785,17114,0.0,0.0,692572.0,0.0,0.0,583321.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0
16786,17115,9841.0,0.0,33781.0,11529.0,8394.0,0.0,7546.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
16787,17116,12793.0,13597.0,0.0,0.0,61794.0,0.0,47189.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0
16788,17117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16789,17118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16790,17119,0.0,162754.0,10394.0,156793.0,181336.0,778520.0,36140.0,14377.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0
16791,17120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16792,17121,0.0,0.0,0.0,8780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16793,17122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16794,17124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16795,17125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16796,17126,0.0,0.0,88126.0,0.0,17294.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
16797,17127,0.0,73239.0,0.0,0.0,0.0,153827.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
16798,17128,9841.0,102906.0,0.0,0.0,0.0,0.0,14528.0,20573.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
16799,17129,0.0,0.0,0.0,158034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
16800,17130,0.0,491918.0,0.0,22171.0,0.0,0.0,0.0,93406.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0
16801,17131,0.0,0.0,0.0,34587.0,0.0,18981.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
16802,17132,0.0,0.0,12428.0,0.0,160401.0,0.0,0.0,81798.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0
16803,17133,0.0,0.0,0.0,1223834.0,0.0,0.0,11262.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
16804,17134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16805,17135,0.0,100948.0,245259.0,104425.0,0.0,0.0,107105.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0
16806,17136,0.0,5047.0,0.0,0.0,0.0,15763.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
16807,17138,0.0,45839.0,0.0,0.0,35296.0,42786.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
16808,17139,0.0,0.0,0.0,0.0,804635.0,0.0,849402.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
16809,17140,0.0,30800.0,16834.0,43455.0,0.0,498960.0,887243.0,92506.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0
16810,17141,0.0,0.0,0.0,0.0,136533.0,135748.0,19146.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
16811,17142,19839.0,5562.0,16834.0,0.0,0.0,27452.0,24777.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0
16812,17143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16813,17144,0.0,0.0,0.0,14189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16814,17145,41330.0,0.0,49260.0,0.0,0.0,21393.0,0.0,250598.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
16815,17146,0.0,0.0,0.0,35385.0,0.0,27666.0,67348.0,74114.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0
16816,17147,97766.0,159355.0,118630.0,4434.0,118026.0,216291.0,44824.0,25572.0,4.0,3.0,2.0,1.0,4.0,7.0,2.0,3.0
16817,17148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16818,17149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16819,17150,0.0,0.0,122810.0,17648.0,0.0,0.0,78386.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0
16820,17151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16821,17152,63964.0,0.0,110947.0,78928.0,79897.0,84715.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
16822,17153,8364.0,10198.0,38300.0,29887.0,690757.0,0.0,22300.0,8180.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0
16823,17154,0.0,28698.0,0.0,0.0,30240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16824,17155,91320.0,0.0,0.0,142116.0,0.0,0.0,26748.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
16825,17156,0.0,0.0,0.0,0.0,24273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16826,17157,0.0,0.0,37058.0,0.0,0.0,24192.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
16827,17158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16828,17160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16829,17161,0.0,44294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16830,17162,0.0,0.0,0.0,173465.0,0.0,0.0,15655.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
16831,17163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16832,17164,0.0,0.0,0.0,30951.0,0.0,0.0,33674.0,16442.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
16833,17165,5402.0,0.0,0.0,12238.0,25183.0,114526.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
16834,17166,78528.0,0.0,0.0,0.0,0.0,42679.0,0.0,16360.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16835,17167,0.0,4120.0,13558.0,0.0,0.0,0.0,5293.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
16836,17168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16837,17169,34048.0,0.0,0.0,0.0,14867.0,0.0,7546.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
16838,17170,80693.0,12361.0,130459.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
16839,17171,181557.0,32447.0,56377.0,0.0,40353.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
16840,17172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16841,17173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16842,17174,206652.0,0.0,0.0,158034.0,727367.0,104232.0,287864.0,52053.0,3.0,0.0,0.0,2.0,9.0,1.0,6.0,1.0
16843,17175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16844,17176,0.0,6582.0,11298.0,11352.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
16845,17177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16846,17178,0.0,0.0,0.0,0.0,0.0,101872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16847,17180,157449.0,0.0,347981.0,0.0,10114.0,1394042.0,761331.0,41312.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0
16848,17181,0.0,0.0,40560.0,0.0,0.0,42894.0,98038.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
16849,17182,0.0,0.0,0.0,0.0,0.0,0.0,50567.0,12394.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
16850,17183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16851,17184,0.0,5665.0,0.0,15786.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
16852,17185,40543.0,96725.0,91740.0,93473.0,30138.0,61017.0,76021.0,368750.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,8.0
16853,17186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16854,17187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16855,17188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16856,17189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16857,17190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16858,17191,0.0,38937.0,0.0,7006.0,35296.0,6863.0,50342.0,92787.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
16859,17192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16860,17193,16335.0,105377.0,169245.0,237672.0,8394.0,130611.0,54960.0,36024.0,1.0,3.0,5.0,6.0,1.0,3.0,1.0,1.0
16861,17194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16862,17196,22633.0,0.0,0.0,0.0,6776.0,0.0,22525.0,4429.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
16863,17197,0.0,0.0,0.0,35385.0,0.0,10187.0,0.0,57010.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
16864,17198,0.0,0.0,0.0,0.0,0.0,850023.0,246508.0,390108.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0
16865,17199,11809.0,55625.0,0.0,0.0,40252.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
16866,17200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16867,17201,35131.0,0.0,0.0,0.0,105990.0,17479.0,24777.0,14542.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
16868,17202,0.0,54698.0,2426150.0,31128.0,0.0,2086699.0,39418.0,0.0,0.0,1.0,5.0,1.0,0.0,3.0,1.0,0.0
16869,17203,462260.0,111167.0,0.0,1271723.0,916290.0,0.0,325593.0,103114.0,3.0,2.0,0.0,5.0,2.0,0.0,3.0,1.0
16870,17204,0.0,0.0,0.0,0.0,0.0,15763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16871,17205,170930.0,410180.0,112698.0,639054.0,0.0,0.0,389226.0,251258.0,3.0,3.0,1.0,4.0,0.0,0.0,3.0,6.0
16872,17206,0.0,28636.0,31183.0,0.0,191045.0,32063.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
16873,17207,0.0,0.0,13332.0,0.0,0.0,0.0,5631.0,11171.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
16874,17209,12793.0,29460.0,31522.0,27226.0,69279.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0
16875,17210,0.0,0.0,11072.0,35385.0,96787.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
16876,17211,0.0,28842.0,0.0,0.0,64726.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
16877,17212,214131.0,303257.0,71178.0,0.0,99113.0,498853.0,492219.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,0.0
16878,17213,18500.0,0.0,80216.0,0.0,0.0,28664.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
16879,17214,0.0,30800.0,3389.0,119723.0,132084.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0
16880,17215,0.0,0.0,275786.0,75381.0,21138.0,17265.0,301491.0,155993.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,2.0
16881,17216,55895.0,29873.0,19998.0,0.0,658596.0,0.0,107442.0,175493.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0
16882,17217,0.0,0.0,0.0,0.0,38432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
16883,17218,0.0,0.0,29375.0,86378.0,0.0,52115.0,0.0,11402.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0
16884,17219,166305.0,0.0,0.0,0.0,0.0,0.0,0.0,109063.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16885,17220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16886,17221,0.0,0.0,33781.0,57467.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16887,17222,2962007.0,940469.0,1896947.0,1120959.0,869058.0,1917344.0,1421302.0,1587201.0,2.0,8.0,7.0,7.0,5.0,15.0,6.0,4.0
16888,17223,10510.0,40173.0,0.0,13036.0,0.0,115813.0,255767.0,374517.0,1.0,1.0,0.0,1.0,0.0,2.0,9.0,4.0
16889,17224,0.0,37495.0,127328.0,163000.0,11934.0,56084.0,27706.0,89069.0,0.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0
16890,17225,0.0,0.0,0.0,0.0,30240.0,0.0,15655.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
16891,17226,0.0,0.0,0.0,87797.0,0.0,427864.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
16892,17227,0.0,132798.0,2556859.0,161120.0,133549.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0
16893,17228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16894,17229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16895,17231,268696.0,0.0,2330794.0,3593104.0,0.0,0.0,296367.0,33050.0,5.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0
16896,17232,0.0,29760.0,0.0,106420.0,40454.0,69488.0,22412.0,181690.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0
16897,17233,29423.0,0.0,0.0,0.0,0.0,0.0,51637.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
16898,17234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16899,17235,0.0,45324.0,90385.0,202199.0,0.0,32063.0,11262.0,23879.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0
16900,17236,0.0,0.0,2260.0,35296.0,0.0,0.0,21398.0,6197.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
16901,17237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16902,17238,156936.0,18583.0,0.0,0.0,15069.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
16903,17239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16904,17240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16905,17241,0.0,14318.0,0.0,70770.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16906,17242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16907,17243,5019.0,0.0,0.0,0.0,0.0,11796.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16908,17244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16909,17245,0.0,0.0,0.0,7982.0,55625.0,31098.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16910,17246,55156.0,0.0,0.0,0.0,3053640.0,2211165.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
16911,17247,0.0,0.0,103038.0,0.0,0.0,0.0,0.0,40486.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16912,17248,0.0,38937.0,19885.0,0.0,13148.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
16913,17249,0.0,0.0,0.0,44165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
16914,17250,0.0,0.0,0.0,0.0,15120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16915,17251,18304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16916,17252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16917,17253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16918,17254,0.0,0.0,0.0,0.0,1517.0,0.0,0.0,48335.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
16919,17255,5904.0,13288.0,66659.0,0.0,0.0,0.0,39418.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
16920,17256,1476.0,1236.0,21330.0,12238.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
16921,17257,21728.0,13391.0,39318.0,0.0,0.0,13833.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
16922,17258,0.0,0.0,1166866.0,631028.0,0.0,4500356.0,31028.0,1259351.0,0.0,0.0,2.0,2.0,0.0,9.0,1.0,6.0
16923,17259,0.0,346377.0,48356.0,1756.0,0.0,0.0,23989.0,35198.0,0.0,5.0,2.0,2.0,0.0,0.0,2.0,2.0
16924,17260,0.0,0.0,97728.0,0.0,0.0,0.0,35994.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16925,17261,0.0,70046.0,38977.0,91699.0,44904.0,29489.0,58564.0,0.0,0.0,2.0,4.0,4.0,3.0,2.0,2.0,0.0
16926,17262,159859.0,1424827.0,34346.0,203307.0,104726.0,0.0,204231.0,1768148.0,2.0,6.0,1.0,2.0,1.0,0.0,2.0,2.0
16927,17263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16928,17264,0.0,0.0,0.0,0.0,0.0,72919.0,720786.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
16929,17265,0.0,60775.0,50728.0,32813.0,0.0,0.0,440919.0,193092.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0
16930,17266,0.0,0.0,0.0,0.0,10114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16931,17267,62881.0,14215.0,0.0,74938.0,0.0,0.0,0.0,9849.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
16932,17268,86203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16933,17269,0.0,7108.0,0.0,101631.0,40252.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
16934,17270,0.0,0.0,0.0,293720.0,20227.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
16935,17271,69868.0,0.0,15591.0,70060.0,6978.0,0.0,11150.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
16936,17272,0.0,40070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
16937,17273,102834.0,149105.0,62139.0,0.0,0.0,40856.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0
16938,17274,67900.0,0.0,73324.0,0.0,0.0,0.0,16443.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
16939,17275,0.0,31933.0,0.0,0.0,8698.0,0.0,0.0,24705.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
16940,17276,0.0,0.0,0.0,0.0,0.0,0.0,33674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16941,17278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16942,17279,0.0,0.0,0.0,0.0,15069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16943,17280,3760843.0,8096169.0,275560.0,420360.0,614966.0,82034.0,314218.0,136825.0,5.0,6.0,1.0,2.0,3.0,3.0,1.0,2.0
16944,17281,0.0,0.0,111851.0,0.0,69784.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
16945,17282,192757.0,0.0,152524.0,1034442.0,2110003.0,385185.0,0.0,398668.0,3.0,0.0,2.0,7.0,12.0,3.0,0.0,5.0
16946,17283,78330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16947,17284,203700.0,800511.0,1140960.0,1012678.0,0.0,485524.0,593263.0,54391.0,2.0,4.0,10.0,5.0,0.0,3.0,4.0,1.0
16948,17285,0.0,0.0,0.0,0.0,138455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16949,17286,22338.0,0.0,6214.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16950,17287,9841.0,0.0,0.0,79017.0,0.0,87932.0,154294.0,293726.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0
16951,17288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16952,17289,0.0,0.0,54118.0,0.0,207024.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
16953,17290,0.0,0.0,0.0,21905.0,216178.0,236504.0,0.0,38461.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0
16954,17291,0.0,0.0,10620.0,8780.0,0.0,17265.0,5293.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
16955,17292,23617.0,0.0,44966.0,0.0,20126.0,10723.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
16956,17293,0.0,0.0,0.0,0.0,0.0,79353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16957,17294,10825.0,5047.0,5536.0,0.0,0.0,14906.0,78724.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0
16958,17295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16959,17296,0.0,0.0,64851.0,37868.0,0.0,30026.0,11150.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
16960,17297,0.0,151423.0,0.0,0.0,19216.0,75064.0,68700.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0
