,고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
17835,11895,10.0,10.0,10.0,9.0,10.0,8.0,8.0,9.0,192.0,191.0,265.0,291.0,207.0,395.0,430.0,256.0
13778,11896,8.0,5.0,5.0,7.0,7.0,9.0,6.0,5.0,155.0,187.0,258.0,240.0,286.0,239.0,242.0,245.0
15629,11897,9.0,10.0,10.0,7.0,7.0,6.0,3.0,5.0,28.0,14.0,4.0,21.0,27.0,65.0,40.0,61.0
14492,11898,8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,292.0,287.0,350.0,351.0,369.0,415.0,428.0,508.0
7114,11899,4.0,5.0,6.0,7.0,5.0,7.0,4.0,5.0,53.0,69.0,68.0,55.0,70.0,47.0,70.0,43.0
12767,11900,7.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,315.0,343.0,302.0,297.0,307.0,286.0,222.0,284.0
16959,11901,9.0,8.0,9.0,7.0,6.0,5.0,10.0,7.0,51.0,90.0,80.0,66.0,78.0,82.0,45.0,56.0
9410,11902,5.0,7.0,7.0,7.0,8.0,8.0,6.0,5.0,442.0,359.0,310.0,289.0,243.0,276.0,277.0,268.0
510,11903,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,94.0,85.0,74.0,51.0,60.0,79.0,111.0,97.0
14271,11904,8.0,6.0,8.0,7.0,6.0,7.0,8.0,6.0,165.0,257.0,221.0,245.0,306.0,237.0,187.0,313.0
1375,11905,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,79.0,64.0,64.0,59.0,40.0,63.0,85.0,99.0
10036,11906,6.0,6.0,7.0,8.0,7.0,7.0,7.0,8.0,414.0,341.0,302.0,277.0,304.0,325.0,302.0,243.0
12172,11907,7.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,201.0,194.0,231.0,227.0,213.0,219.0,247.0,227.0
7353,11908,4.0,6.0,6.0,3.0,6.0,5.0,4.0,5.0,451.0,393.0,357.0,443.0,398.0,492.0,471.0,415.0
3556,11909,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,237.0,220.0,243.0,270.0,295.0,258.0,360.0,305.0
8714,11910,5.0,5.0,6.0,8.0,9.0,9.0,4.0,5.0,191.0,212.0,236.0,161.0,151.0,135.0,244.0,284.0
3951,11911,3.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,335.0,289.0,279.0,310.0,272.0,360.0,379.0,270.0
18322,11912,10.0,9.0,9.0,5.0,7.0,8.0,10.0,10.0,16.0,90.0,125.0,147.0,175.0,109.0,41.0,9.0
1881,11913,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,196.0,175.0,139.0,213.0,158.0,202.0,208.0,111.0
7543,11914,4.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,314.0,305.0,296.0,499.0,520.0,518.0,345.0,374.0
14534,11915,8.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,169.0,115.0,138.0,143.0,140.0,123.0,141.0,174.0
17339,11916,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,253.0,265.0,313.0,291.0,271.0,304.0,234.0,283.0
15989,11917,9.0,10.0,4.0,6.0,5.0,5.0,4.0,5.0,241.0,100.0,212.0,129.0,148.0,254.0,224.0,207.0
7339,11918,4.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,160.0,143.0,172.0,146.0,118.0,120.0,149.0,120.0
12217,11919,7.0,8.0,1.0,9.0,10.0,10.0,8.0,10.0,181.0,317.0,190.0,257.0,199.0,189.0,326.0,210.0
6263,11920,4.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,205.0,174.0,222.0,231.0,198.0,169.0,225.0,165.0
4873,11921,3.0,3.0,4.0,3.0,3.0,3.0,3.0,8.0,86.0,133.0,82.0,70.0,104.0,123.0,56.0,72.0
7486,11922,4.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,98.0,75.0,85.0,116.0,44.0,59.0,130.0,81.0
16838,11923,9.0,10.0,10.0,9.0,8.0,9.0,10.0,9.0,309.0,298.0,264.0,271.0,210.0,231.0,158.0,111.0
1236,11924,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,68.0,68.0,64.0,61.0,76.0,90.0,73.0,57.0
14803,11925,8.0,8.0,9.0,7.0,9.0,8.0,8.0,7.0,209.0,193.0,234.0,169.0,213.0,244.0,235.0,217.0
15636,11926,9.0,9.0,8.0,10.0,9.0,6.0,8.0,7.0,113.0,126.0,109.0,59.0,159.0,210.0,179.0,166.0
5306,11927,3.0,6.0,4.0,4.0,5.0,8.0,7.0,7.0,84.0,103.0,129.0,136.0,171.0,87.0,97.0,63.0
5980,11928,4.0,3.0,5.0,4.0,6.0,6.0,4.0,7.0,127.0,176.0,146.0,102.0,135.0,131.0,186.0,97.0
18066,11929,10.0,9.0,10.0,9.0,10.0,6.0,8.0,3.0,45.0,91.0,78.0,64.0,64.0,95.0,101.0,110.0
18795,11930,10.0,10.0,9.0,8.0,10.0,9.0,9.0,9.0,5.0,81.0,241.0,186.0,211.0,255.0,301.0,231.0
17507,11931,10.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,135.0,170.0,131.0,183.0,168.0,162.0,177.0,152.0
13380,11932,8.0,5.0,7.0,4.0,8.0,5.0,8.0,5.0,68.0,88.0,86.0,102.0,78.0,59.0,51.0,73.0
11128,11933,6.0,6.0,7.0,5.0,6.0,4.0,6.0,7.0,68.0,58.0,78.0,132.0,107.0,243.0,143.0,132.0
7529,11934,4.0,2.0,3.0,1.0,3.0,6.0,4.0,3.0,73.0,113.0,100.0,119.0,72.0,73.0,74.0,82.0
2611,11935,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,196.0,142.0,229.0,227.0,297.0,379.0,419.0,365.0
9563,11936,6.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,258.0,239.0,331.0,227.0,304.0,390.0,439.0,385.0
11000,11937,6.0,9.0,5.0,6.0,10.0,4.0,7.0,6.0,277.0,161.0,133.0,190.0,119.0,164.0,159.0,236.0
5471,11938,3.0,5.0,4.0,6.0,4.0,6.0,8.0,4.0,282.0,356.0,312.0,266.0,154.0,230.0,162.0,394.0
18673,11939,10.0,10.0,8.0,6.0,7.0,8.0,9.0,10.0,22.0,78.0,259.0,446.0,304.0,320.0,220.0,140.0
10481,11940,6.0,7.0,5.0,7.0,6.0,4.0,5.0,6.0,213.0,154.0,194.0,216.0,164.0,182.0,181.0,227.0
7722,11941,5.0,4.0,5.0,6.0,5.0,4.0,2.0,3.0,150.0,173.0,91.0,119.0,130.0,207.0,160.0,119.0
14355,11942,8.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,333.0,346.0,350.0,255.0,248.0,209.0,194.0,234.0
1063,11943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,130.0,176.0,108.0,145.0,122.0,173.0,210.0,130.0
11577,11944,7.0,9.0,8.0,9.0,6.0,8.0,8.0,9.0,267.0,290.0,269.0,274.0,289.0,339.0,332.0,271.0
9391,11945,5.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,241.0,170.0,156.0,205.0,229.0,282.0,265.0,228.0
18450,11946,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0,123.0,130.0,90.0,116.0,162.0,168.0,167.0
8172,11947,5.0,6.0,7.0,8.0,9.0,8.0,8.0,7.0,379.0,336.0,323.0,269.0,262.0,276.0,278.0,277.0
511,11948,1.0,1.0,2.0,1.0,8.0,2.0,1.0,2.0,112.0,148.0,123.0,96.0,49.0,69.0,113.0,73.0
12234,11949,7.0,7.0,7.0,6.0,5.0,6.0,8.0,7.0,326.0,401.0,386.0,411.0,331.0,287.0,361.0,348.0
15620,11950,9.0,6.0,9.0,8.0,9.0,7.0,3.0,4.0,70.0,143.0,77.0,132.0,77.0,113.0,238.0,142.0
9806,11952,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,251.0,185.0,184.0,254.0,255.0,253.0,276.0,221.0
16502,11953,9.0,9.0,9.0,5.0,6.0,8.0,8.0,9.0,113.0,142.0,104.0,167.0,251.0,209.0,175.0,144.0
16656,11954,9.0,7.0,9.0,8.0,8.0,8.0,6.0,7.0,97.0,117.0,89.0,121.0,88.0,131.0,155.0,145.0
8852,11955,5.0,4.0,5.0,6.0,8.0,3.0,7.0,7.0,304.0,254.0,342.0,237.0,192.0,261.0,222.0,188.0
11539,11956,7.0,5.0,5.0,5.0,9.0,5.0,6.0,6.0,118.0,154.0,121.0,137.0,45.0,151.0,137.0,119.0
17525,11957,10.0,9.0,9.0,9.0,10.0,10.0,9.0,8.0,123.0,147.0,179.0,102.0,76.0,106.0,182.0,113.0
8542,11958,5.0,5.0,6.0,6.0,5.0,6.0,4.0,6.0,388.0,426.0,307.0,286.0,382.0,332.0,371.0,347.0
11351,11959,7.0,4.0,8.0,5.0,3.0,2.0,3.0,4.0,96.0,139.0,77.0,111.0,142.0,145.0,175.0,102.0
15091,11960,8.0,8.0,7.0,9.0,9.0,8.0,8.0,7.0,247.0,276.0,270.0,233.0,273.0,308.0,313.0,307.0
1779,11961,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,118.0,81.0,68.0,78.0,76.0,83.0,97.0,92.0
17513,11962,10.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,92.0,107.0,147.0,179.0,172.0,238.0,181.0,193.0
9131,11963,5.0,6.0,8.0,6.0,7.0,5.0,7.0,7.0,418.0,393.0,305.0,305.0,353.0,501.0,375.0,415.0
8784,11964,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,312.0,465.0,269.0,300.0,397.0,349.0,304.0,361.0
2905,11965,2.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,174.0,143.0,147.0,202.0,163.0,284.0,284.0,242.0
1710,11966,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,105.0,128.0,78.0,128.0,60.0,92.0,92.0,108.0
13050,11967,7.0,8.0,9.0,10.0,6.0,9.0,4.0,7.0,43.0,60.0,58.0,65.0,88.0,75.0,103.0,96.0
12963,11968,7.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,143.0,134.0,177.0,163.0,126.0,160.0,173.0,128.0
13919,11969,8.0,8.0,8.0,7.0,8.0,10.0,10.0,10.0,248.0,261.0,235.0,252.0,241.0,91.0,171.0,34.0
5461,11970,3.0,2.0,2.0,2.0,4.0,7.0,3.0,4.0,77.0,70.0,74.0,112.0,57.0,33.0,62.0,79.0
11240,11971,6.0,7.0,7.0,5.0,6.0,7.0,5.0,4.0,109.0,148.0,139.0,196.0,144.0,175.0,196.0,173.0
7898,11972,5.0,6.0,8.0,7.0,7.0,9.0,8.0,6.0,218.0,186.0,179.0,169.0,205.0,125.0,140.0,167.0
17372,11973,10.0,10.0,7.0,8.0,9.0,10.0,9.0,8.0,83.0,90.0,178.0,183.0,165.0,107.0,181.0,207.0
18318,11974,10.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,108.0,362.0,446.0,441.0,412.0,483.0,435.0,439.0
17655,11975,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,126.0,127.0,123.0,119.0,156.0,119.0,147.0,109.0
18343,11976,10.0,5.0,8.0,8.0,7.0,6.0,7.0,5.0,18.0,69.0,64.0,63.0,69.0,95.0,82.0,101.0
13222,11977,8.0,8.0,8.0,10.0,6.0,5.0,10.0,9.0,210.0,230.0,188.0,132.0,132.0,130.0,117.0,121.0
8240,11978,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,390.0,389.0,412.0,379.0,442.0,393.0,430.0,404.0
16794,11979,9.0,6.0,7.0,5.0,6.0,8.0,6.0,5.0,57.0,137.0,102.0,139.0,57.0,86.0,91.0,114.0
4647,11980,3.0,4.0,10.0,8.0,4.0,7.0,8.0,10.0,181.0,113.0,75.0,111.0,96.0,70.0,36.0,22.0
17348,11981,10.0,10.0,5.0,6.0,4.0,4.0,3.0,6.0,66.0,47.0,213.0,273.0,297.0,319.0,339.0,247.0
16685,11982,9.0,10.0,9.0,9.0,9.0,8.0,6.0,7.0,110.0,89.0,137.0,158.0,152.0,307.0,340.0,320.0
15266,11983,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,270.0,319.0,308.0,324.0,304.0,311.0,308.0,269.0
17185,11984,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,267.0,251.0,318.0,363.0,270.0,335.0,372.0,293.0
11836,11985,7.0,6.0,9.0,8.0,8.0,9.0,7.0,9.0,167.0,137.0,150.0,177.0,234.0,192.0,197.0,147.0
17055,11986,10.0,10.0,10.0,10.0,9.0,7.0,9.0,9.0,154.0,215.0,174.0,199.0,249.0,276.0,254.0,186.0
6691,11987,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,85.0,103.0,96.0,110.0,114.0,81.0,68.0,89.0
10984,11988,6.0,4.0,3.0,9.0,4.0,9.0,7.0,6.0,87.0,100.0,108.0,75.0,82.0,94.0,189.0,133.0
7905,11989,5.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0,131.0,129.0,93.0,155.0,225.0,172.0,188.0,238.0
10796,11990,6.0,8.0,6.0,5.0,10.0,9.0,10.0,10.0,208.0,149.0,193.0,228.0,64.0,45.0,38.0,41.0
7112,11991,4.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,255.0,334.0,282.0,340.0,337.0,447.0,244.0,279.0
16880,11992,9.0,7.0,8.0,10.0,9.0,8.0,7.0,8.0,216.0,392.0,294.0,247.0,243.0,356.0,407.0,346.0
8932,11993,5.0,7.0,9.0,9.0,8.0,9.0,10.0,10.0,350.0,291.0,288.0,212.0,281.0,249.0,146.0,130.0
2962,11994,2.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,334.0,303.0,294.0,221.0,250.0,221.0,207.0,174.0
15064,11995,8.0,10.0,7.0,8.0,8.0,7.0,6.0,5.0,69.0,49.0,169.0,150.0,213.0,212.0,217.0,162.0
9206,11996,5.0,7.0,4.0,8.0,7.0,7.0,5.0,6.0,261.0,260.0,281.0,212.0,304.0,324.0,261.0,305.0
15771,11997,9.0,9.0,7.0,10.0,3.0,7.0,5.0,5.0,150.0,178.0,215.0,135.0,185.0,204.0,166.0,149.0
10417,11998,6.0,7.0,7.0,6.0,7.0,7.0,9.0,7.0,339.0,291.0,330.0,253.0,262.0,241.0,205.0,304.0
10448,11999,6.0,6.0,6.0,5.0,3.0,6.0,6.0,8.0,197.0,199.0,214.0,227.0,279.0,230.0,210.0,193.0
17222,12000,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,176.0,156.0,157.0,219.0,194.0,201.0,141.0,141.0
11949,12001,7.0,8.0,5.0,8.0,9.0,5.0,9.0,7.0,331.0,384.0,440.0,330.0,296.0,326.0,261.0,378.0
13192,12002,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,368.0,401.0,409.0,497.0,435.0,602.0,531.0,493.0
1967,12003,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,131.0,148.0,131.0,116.0,79.0,119.0,131.0,170.0
15210,12004,9.0,10.0,8.0,10.0,8.0,7.0,5.0,8.0,86.0,92.0,123.0,145.0,190.0,151.0,153.0,18.0
5305,12005,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,142.0,109.0,158.0,183.0,145.0,103.0,111.0,74.0
4134,12006,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,186.0,194.0,154.0,122.0,152.0,147.0,130.0,122.0
11043,12007,6.0,4.0,6.0,6.0,5.0,4.0,9.0,5.0,107.0,87.0,86.0,110.0,75.0,79.0,53.0,43.0
2721,12008,2.0,7.0,4.0,4.0,4.0,3.0,7.0,4.0,129.0,110.0,131.0,134.0,123.0,178.0,109.0,118.0
4887,12009,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,76.0,60.0,49.0,95.0,151.0,134.0,127.0,122.0
16062,12010,9.0,10.0,10.0,10.0,10.0,8.0,9.0,6.0,76.0,54.0,44.0,100.0,96.0,108.0,75.0,91.0
6781,12011,4.0,4.0,5.0,8.0,7.0,4.0,6.0,6.0,239.0,256.0,286.0,200.0,301.0,379.0,329.0,311.0
15361,12012,9.0,8.0,6.0,5.0,5.0,5.0,5.0,10.0,127.0,140.0,199.0,270.0,277.0,393.0,412.0,60.0
5298,12013,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,127.0,195.0,136.0,176.0,174.0,140.0,153.0,147.0
9979,12014,6.0,8.0,6.0,6.0,6.0,9.0,6.0,8.0,250.0,232.0,282.0,304.0,290.0,149.0,310.0,162.0
15773,12015,9.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,251.0,242.0,216.0,246.0,234.0,247.0,297.0,319.0
11125,12016,6.0,8.0,10.0,9.0,4.0,9.0,5.0,5.0,208.0,119.0,117.0,104.0,198.0,147.0,124.0,126.0
8915,12017,5.0,2.0,2.0,5.0,5.0,5.0,3.0,7.0,89.0,94.0,149.0,63.0,69.0,84.0,67.0,91.0
12541,12018,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,246.0,270.0,222.0,325.0,267.0,386.0,382.0,367.0
3831,12019,3.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,117.0,161.0,126.0,98.0,97.0,129.0,126.0,87.0
16906,12020,9.0,9.0,9.0,9.0,9.0,7.0,10.0,10.0,169.0,184.0,200.0,234.0,195.0,203.0,198.0,186.0
9914,12021,6.0,8.0,5.0,7.0,7.0,8.0,6.0,6.0,291.0,222.0,338.0,273.0,250.0,236.0,326.0,271.0
17085,12022,10.0,5.0,8.0,7.0,9.0,9.0,8.0,9.0,138.0,255.0,157.0,170.0,157.0,190.0,152.0,78.0
16307,12023,9.0,8.0,3.0,6.0,8.0,8.0,5.0,7.0,77.0,95.0,83.0,92.0,79.0,82.0,180.0,95.0
4198,12024,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,428.0,380.0,410.0,414.0,403.0,422.0,469.0,386.0
9407,12025,5.0,6.0,7.0,3.0,8.0,7.0,3.0,5.0,75.0,70.0,27.0,69.0,65.0,74.0,116.0,138.0
14787,12026,8.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,177.0,140.0,177.0,177.0,134.0,191.0,101.0,87.0
7124,12027,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,409.0,286.0,314.0,358.0,312.0,320.0,261.0,232.0
10762,12028,6.0,7.0,3.0,6.0,9.0,9.0,9.0,9.0,68.0,84.0,81.0,84.0,71.0,70.0,34.0,60.0
18732,12029,10.0,10.0,10.0,8.0,5.0,5.0,5.0,5.0,11.0,30.0,14.0,189.0,396.0,468.0,437.0,393.0
5736,12030,4.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,43.0,58.0,56.0,102.0,187.0,148.0,134.0,232.0
7628,12031,5.0,5.0,6.0,9.0,7.0,9.0,10.0,6.0,156.0,136.0,154.0,107.0,115.0,69.0,51.0,47.0
6310,12032,4.0,3.0,4.0,3.0,7.0,5.0,6.0,10.0,335.0,475.0,366.0,360.0,243.0,326.0,297.0,108.0
3879,12033,3.0,4.0,7.0,3.0,3.0,2.0,3.0,1.0,26.0,37.0,19.0,53.0,30.0,80.0,40.0,133.0
1026,12034,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,259.0,122.0,138.0,197.0,222.0,277.0,233.0,189.0
5332,12035,3.0,5.0,4.0,4.0,6.0,7.0,7.0,6.0,412.0,248.0,349.0,336.0,213.0,186.0,219.0,251.0
6239,12036,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,123.0,147.0,167.0,124.0,67.0,163.0,147.0,151.0
3821,12037,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,162.0,201.0,272.0,185.0,201.0,257.0,344.0,302.0
5611,12038,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,141.0,158.0,187.0,108.0,91.0,96.0,136.0,128.0
15957,12039,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,209.0,165.0,173.0,225.0,244.0,246.0,288.0,278.0
16129,12040,9.0,9.0,7.0,8.0,6.0,8.0,8.0,6.0,105.0,132.0,160.0,124.0,216.0,141.0,199.0,260.0
10852,12041,6.0,7.0,4.0,4.0,10.0,6.0,7.0,5.0,185.0,159.0,299.0,198.0,102.0,185.0,178.0,241.0
12203,12042,7.0,6.0,9.0,6.0,5.0,6.0,3.0,4.0,62.0,83.0,79.0,81.0,105.0,66.0,140.0,120.0
5974,12043,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,70.0,69.0,110.0,134.0,72.0,66.0,132.0,96.0
9402,12044,5.0,5.0,6.0,5.0,9.0,6.0,5.0,6.0,229.0,252.0,245.0,98.0,119.0,120.0,145.0,138.0
14693,12045,8.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,141.0,333.0,392.0,265.0,255.0,276.0,277.0,264.0
14596,12046,8.0,10.0,8.0,9.0,10.0,8.0,7.0,10.0,12.0,18.0,37.0,32.0,6.0,21.0,23.0,16.0
18417,12047,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,92.0,285.0,277.0,293.0,337.0,294.0,221.0,240.0
12310,12048,7.0,5.0,5.0,8.0,4.0,6.0,5.0,4.0,238.0,300.0,294.0,184.0,313.0,257.0,187.0,257.0
13743,12049,8.0,7.0,6.0,6.0,8.0,6.0,8.0,8.0,171.0,168.0,233.0,188.0,178.0,235.0,224.0,176.0
12942,12050,7.0,9.0,9.0,7.0,6.0,8.0,7.0,4.0,206.0,154.0,162.0,240.0,292.0,177.0,203.0,178.0
17389,12051,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0,140.0,134.0,127.0,140.0,159.0,137.0,97.0
5783,12052,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,66.0,46.0,43.0,86.0,81.0,104.0,88.0,82.0
15440,12053,9.0,7.0,4.0,4.0,5.0,5.0,3.0,6.0,48.0,135.0,179.0,180.0,157.0,113.0,95.0,102.0
7441,12054,4.0,4.0,6.0,4.0,4.0,5.0,2.0,4.0,348.0,358.0,356.0,368.0,399.0,410.0,512.0,355.0
17657,12055,10.0,4.0,7.0,5.0,4.0,5.0,5.0,4.0,17.0,193.0,367.0,398.0,425.0,479.0,636.0,582.0
15661,12056,9.0,7.0,4.0,3.0,4.0,4.0,4.0,3.0,143.0,258.0,323.0,326.0,320.0,324.0,294.0,366.0
18453,12057,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0,91.0,98.0,100.0,100.0,118.0,96.0,70.0
3971,12058,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,127.0,91.0,143.0,124.0,108.0,111.0,90.0,139.0
18739,12059,10.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,122.0,70.0,140.0,140.0,213.0,212.0,240.0
8347,12060,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,91.0,78.0,76.0,93.0,102.0,83.0,116.0,118.0
13588,12061,8.0,8.0,7.0,7.0,7.0,7.0,9.0,6.0,205.0,190.0,184.0,209.0,222.0,241.0,144.0,235.0
16222,12062,9.0,7.0,7.0,7.0,4.0,7.0,5.0,8.0,188.0,354.0,265.0,355.0,264.0,351.0,261.0,205.0
17381,12063,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,112.0,123.0,110.0,130.0,155.0,93.0,171.0,138.0
5478,12064,3.0,3.0,5.0,1.0,2.0,1.0,4.0,3.0,53.0,68.0,51.0,127.0,99.0,77.0,72.0,72.0
15418,12065,9.0,10.0,10.0,6.0,10.0,8.0,5.0,9.0,80.0,53.0,56.0,115.0,74.0,126.0,115.0,88.0
14026,12066,8.0,8.0,5.0,3.0,5.0,6.0,5.0,5.0,237.0,238.0,371.0,306.0,393.0,359.0,434.0,350.0
16592,12067,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,124.0,152.0,133.0,138.0,113.0,171.0,119.0,43.0
16530,12068,9.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,119.0,175.0,222.0,213.0,238.0,307.0,235.0,279.0
6006,12069,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,147.0,130.0,153.0,132.0,209.0,270.0,197.0,208.0
11380,12070,7.0,8.0,8.0,9.0,9.0,10.0,10.0,9.0,269.0,236.0,180.0,215.0,196.0,96.0,143.0,177.0
12080,12071,7.0,7.0,8.0,5.0,6.0,4.0,3.0,3.0,163.0,91.0,146.0,157.0,162.0,143.0,271.0,286.0
17678,12072,10.0,9.0,9.0,9.0,8.0,6.0,6.0,8.0,129.0,190.0,226.0,242.0,306.0,388.0,397.0,264.0
230,12073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.0,115.0,90.0,149.0,131.0,70.0,112.0,192.0
7903,12074,5.0,6.0,5.0,6.0,4.0,7.0,8.0,8.0,108.0,91.0,86.0,81.0,107.0,83.0,83.0,67.0
1602,12075,1.0,3.0,6.0,2.0,2.0,1.0,4.0,4.0,48.0,75.0,58.0,89.0,123.0,162.0,59.0,39.0
16213,12076,9.0,9.0,10.0,10.0,3.0,9.0,8.0,8.0,108.0,133.0,79.0,91.0,128.0,128.0,149.0,139.0
4946,12078,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,94.0,63.0,64.0,61.0,97.0,146.0,124.0,77.0
4748,12079,3.0,3.0,3.0,2.0,4.0,7.0,3.0,6.0,112.0,89.0,128.0,167.0,114.0,143.0,179.0,133.0
12444,12080,7.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,258.0,278.0,249.0,238.0,272.0,276.0,304.0,221.0
2134,12081,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,23.0,26.0,29.0,147.0,108.0,74.0,73.0,108.0
12251,12082,7.0,8.0,9.0,7.0,9.0,7.0,8.0,5.0,216.0,145.0,142.0,139.0,125.0,238.0,166.0,139.0
18049,12083,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,96.0,97.0,121.0,83.0,92.0,100.0,111.0,136.0
4114,12084,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,57.0,73.0,53.0,88.0,73.0,58.0,84.0,56.0
942,12085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.0,141.0,104.0,69.0,124.0,147.0,126.0,85.0
16624,12086,9.0,9.0,10.0,9.0,10.0,8.0,9.0,6.0,128.0,169.0,120.0,163.0,132.0,182.0,171.0,198.0
16179,12087,9.0,9.0,10.0,9.0,9.0,9.0,9.0,7.0,128.0,133.0,154.0,127.0,151.0,204.0,173.0,211.0
11745,12088,7.0,9.0,9.0,8.0,8.0,9.0,9.0,7.0,242.0,207.0,192.0,198.0,224.0,216.0,188.0,255.0
11340,12089,7.0,4.0,5.0,5.0,4.0,5.0,4.0,7.0,364.0,551.0,424.0,509.0,467.0,415.0,586.0,376.0
7818,12090,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,151.0,129.0,120.0,149.0,172.0,151.0,156.0,119.0
13306,12091,8.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,208.0,310.0,258.0,199.0,215.0,275.0,233.0,195.0
15008,12092,8.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,174.0,93.0,147.0,259.0,227.0,260.0,108.0,23.0
3626,12093,2.0,3.0,3.0,1.0,3.0,6.0,2.0,2.0,79.0,77.0,103.0,131.0,164.0,128.0,230.0,222.0
14177,12094,8.0,5.0,7.0,6.0,4.0,4.0,7.0,6.0,149.0,201.0,208.0,204.0,254.0,272.0,214.0,188.0
