고객번호,1_2기증감,2_3기증감,3_4기증감,4_5기증감,5_6기증감
10810,-2,2,0,-1,1
10811,0,2,0,-1,1
10812,-3,2,0,-3,2
10813,0,0,0,0,-1
10814,0,-2,0,-1,1
10815,0,0,0,0,0
10816,1,0,0,-1,1
10817,0,0,1,2,-2
10818,0,0,0,0,0
10819,1,1,1,-1,1
10820,0,-2,2,1,-1
10821,2,-1,1,0,0
10822,1,0,1,-1,-1
10823,1,1,-1,1,-2
10824,0,-1,1,0,-1
10825,0,0,0,0,0
10826,1,0,0,0,0
10827,1,-1,0,-1,1
10828,-2,0,-1,2,-1
10829,0,-1,1,0,0
10830,0,0,1,0,-1
10831,2,-3,2,0,1
10832,-1,1,-1,-3,3
10833,-2,-1,1,-1,0
10834,0,-1,0,1,0
10835,1,0,0,0,0
10836,1,0,0,-1,1
10837,-1,0,1,-1,1
10838,1,2,0,-1,1
10839,1,0,0,1,0
10840,1,1,-2,1,0
10841,0,0,0,1,-1
10842,-2,1,-1,1,0
10843,3,-2,-1,1,-1
10844,0,0,-2,0,2
10845,0,0,0,0,0
10846,0,-2,1,-1,1
10847,0,0,0,0,0
10848,-1,1,0,1,0
10849,-2,-2,2,-1,0
10850,1,-1,-1,0,1
10851,0,1,0,-1,1
10852,-1,1,0,1,0
10853,-1,0,0,0,0
10854,-1,-2,2,0,0
10855,0,0,0,0,-1
10856,-1,0,-1,1,-2
10857,-1,1,-1,2,-2
10858,0,0,0,0,-2
10861,0,-1,0,0,0
10862,0,0,0,1,-1
10863,0,0,-1,1,0
10864,0,-1,-1,-2,2
10865,2,0,-1,1,-1
10866,-1,1,-2,2,-1
10867,-3,1,1,0,2
10868,0,0,0,0,0
10869,3,-3,3,-3,1
10870,-1,1,-1,1,-1
10871,0,0,0,-2,2
10872,2,1,-2,-1,0
10873,0,-1,0,1,0
10874,0,0,-2,1,0
10875,-1,2,-1,0,-2
10876,-1,1,-2,0,0
10877,-1,2,0,0,-1
10878,0,-1,1,0,-1
10879,0,0,-1,1,0
10880,1,2,-3,0,2
10881,1,-1,0,0,0
10882,1,0,-1,0,0
10883,0,-1,0,0,0
10884,0,1,-1,1,-1
10885,-1,1,0,0,0
10886,0,-1,2,-1,-1
10887,0,0,0,-1,0
10888,0,1,0,-1,0
10889,-1,2,-2,1,0
10890,0,0,1,0,-1
10891,-1,0,-2,2,0
10892,0,0,-1,2,-2
10893,0,-2,2,-1,1
10894,-1,1,0,0,0
10895,-1,0,0,1,-1
10896,0,1,1,-2,0
10897,0,-1,1,1,0
10898,1,0,-1,0,0
10899,0,1,-1,1,-1
10900,2,0,0,0,-1
10901,-1,-1,0,1,-1
10902,0,0,0,0,0
10903,0,-1,-1,3,-1
10904,0,0,0,0,0
10905,-9,0,0,0,0
10906,2,0,1,-2,0
10907,1,-1,0,1,0
10908,-1,0,0,1,0
10909,-1,2,-1,0,-1
10910,1,0,-1,0,1
10911,1,1,-3,0,2
10912,0,-1,1,0,-1
10913,1,-1,0,2,-3
10914,3,0,0,1,-2
10915,1,-1,-1,3,-2
10916,0,-1,1,-2,2
10917,0,1,-1,0,0
10918,0,0,0,-5,4
10919,0,0,0,0,0
10920,-1,1,-1,1,1
10921,-1,1,-1,0,3
10922,-1,1,0,1,-2
10923,1,0,0,-2,1
10924,0,0,-1,0,0
10925,0,0,1,0,1
10926,1,2,-4,2,0
10927,-1,1,0,-1,0
10928,0,0,0,0,0
10929,-1,0,2,1,1
10930,-1,2,1,0,-1
10931,-1,0,-1,-1,1
10932,3,0,-2,0,1
10933,-1,-1,2,-2,3
10934,0,0,0,0,0
10935,0,0,0,0,0
10936,0,0,1,-3,0
10937,-6,2,2,-1,-1
10938,0,0,0,0,0
10939,-1,1,-1,1,0
10940,-1,1,1,-1,1
10941,-2,0,0,1,-1
10942,-2,0,0,1,-1
10943,0,0,-1,1,-2
10944,0,0,0,0,0
10945,0,0,0,0,0
10946,2,0,0,1,1
10947,-1,0,1,1,-1
10948,-1,2,-4,2,-1
10949,-1,0,-1,1,-1
10950,1,1,-2,1,2
10951,0,-1,-1,0,2
10952,0,0,0,0,1
10953,0,1,-1,-1,1
10954,1,0,1,0,0
10955,-1,0,0,0,-1
10956,-1,2,-1,-2,2
10957,0,1,-1,1,0
10958,-1,-2,2,1,0
10959,0,-1,1,-2,2
10960,3,-1,0,1,-1
10961,-1,1,1,0,0
10962,0,1,-1,0,-4
10963,0,0,0,-1,3
10964,0,0,-1,0,1
10965,1,0,-1,1,0
10966,1,0,-1,1,0
10967,-1,1,0,2,0
10968,1,0,-1,1,0
10969,3,0,-3,3,-1
10970,2,-2,1,0,-1
10971,-1,1,0,0,-1
10972,1,0,2,-1,0
10973,0,0,0,-1,1
10974,-1,0,0,1,-1
10975,1,0,-1,1,1
10976,1,-1,-1,1,1
10977,0,0,0,1,0
10978,-1,1,1,1,0
10979,0,1,-3,3,-2
10980,0,1,0,0,-1
10981,-2,0,1,1,-1
10982,1,-2,2,-1,0
10983,0,0,-1,-1,3
10984,-1,1,0,-1,0
10985,1,0,0,1,0
10986,2,-1,-1,1,0
10987,4,-2,-2,4,-1
10988,-1,1,-1,1,0
10989,-1,1,-1,0,0
10990,0,-1,2,-1,-2
10991,0,1,0,0,0
10992,-1,2,0,0,1
10993,0,0,0,-1,0
10994,1,0,0,0,0
10995,0,0,0,0,0
10996,-1,1,-1,0,0
10997,-1,-1,1,0,2
10998,0,2,1,0,0
10999,0,0,0,0,0
11000,-1,-1,1,1,-1
11001,0,0,1,0,0
11002,-1,-1,1,0,-2
11003,1,0,-1,-1,2
11004,0,-2,0,0,0
11005,0,-1,-1,1,-3
11006,0,0,0,0,0
11007,0,1,-1,-1,-1
11008,0,0,0,0,1
11009,0,1,-1,0,0
11010,1,-1,1,-1,0
11011,0,0,-1,2,-1
11012,-5,0,1,-1,0
11013,0,-1,2,-1,0
11014,1,-1,0,2,-3
11015,0,0,1,0,-1
11016,0,0,-1,2,-1
11017,0,0,0,0,0
11018,-1,1,0,0,-1
11019,-2,2,1,0,-2
11020,0,0,0,1,-2
11021,0,-1,1,-2,1
11022,0,0,-1,2,-1
11024,0,0,-1,-1,-2
11025,1,-1,0,0,1
11026,-1,0,-1,0,1
11027,-1,-1,1,-1,1
11028,0,-2,2,1,0
11029,2,1,-5,4,-2
11030,-1,0,-1,-1,1
11031,3,-1,-2,2,1
11032,-1,0,1,0,-1
11033,0,-2,0,1,-1
11034,0,0,1,-1,-1
11035,1,0,-1,2,-1
11036,-1,-2,4,-2,1
11037,1,-2,0,0,-2
11038,0,0,1,0,-1
11039,1,-1,-1,1,0
11040,1,0,0,0,1
11041,-1,1,-2,3,0
11042,0,0,0,0,0
11043,0,0,0,0,1
11044,2,-1,0,1,1
11045,-2,1,2,-1,0
11046,-5,7,1,0,0
11047,-2,2,-1,1,0
11048,2,-1,1,-1,0
11049,1,2,1,-2,-2
11051,0,0,0,0,0
11052,1,1,-2,0,1
11053,1,1,-2,0,2
11054,3,0,0,1,-2
11055,0,0,-1,0,0
11056,0,0,0,0,-2
11057,0,-1,1,0,0
11058,-3,1,1,0,3
11059,1,1,0,0,0
11060,0,-1,2,-1,1
11061,1,-1,0,0,0
11062,-3,4,-3,0,1
11063,1,0,-1,1,-1
11064,-1,1,-1,0,0
11065,0,1,-1,1,0
11066,0,-1,-1,2,-1
11067,-1,1,-1,1,-1
11068,0,0,1,-1,-1
11069,1,-2,-2,2,2
11070,-2,2,1,0,-1
11071,1,-1,1,-1,1
11073,-1,1,-1,1,0
11074,0,1,-1,1,0
11075,0,1,1,-1,1
11076,0,0,-1,-1,1
11077,0,0,0,-1,1
11078,1,0,-1,1,0
11079,1,-1,0,-1,0
11080,-1,2,-1,0,0
11081,0,-1,0,0,0
11082,0,0,-1,-2,3
11083,-1,1,-1,1,-1
11084,-1,-1,1,-1,-1
11086,0,0,0,-1,1
11087,1,0,0,0,0
11088,0,-1,3,-2,1
11089,1,0,0,0,-1
11090,0,-1,0,-1,1
11091,0,0,0,0,0
11092,1,0,1,0,-1
11093,-3,0,0,1,0
11094,1,1,-2,1,0
11095,0,0,-1,1,0
11096,0,0,0,0,0
11097,0,0,-1,0,0
11098,-1,-1,-1,0,3
11099,0,1,0,0,-3
11100,-1,2,0,-1,1
11101,0,1,-1,1,-1
11102,0,1,0,0,-1
11103,0,1,-3,0,1
11104,0,0,0,0,1
11105,0,0,0,1,1
11106,1,0,0,1,-1
11107,1,0,0,-1,1
11108,0,-1,1,0,2
11109,0,0,-1,1,0
11110,0,-1,-4,0,0
11111,1,0,0,-1,1
11112,1,0,0,1,0
11113,0,0,0,0,0
11114,0,0,1,0,1
11115,0,0,0,0,0
11116,0,0,-2,2,0
11117,0,-1,0,0,0
11118,1,0,0,1,-1
11119,1,-1,0,0,1
11120,1,1,-1,0,0
11121,1,-1,0,0,1
11122,-1,2,-1,0,0
11123,0,-3,5,-1,-1
11124,0,-1,1,-1,1
11125,1,0,0,1,-2
11126,0,0,0,0,0
11127,0,1,0,0,1
11128,-1,2,-2,0,0
11129,0,0,0,0,3
11130,0,0,0,0,-1
11131,1,0,-1,0,1
11132,0,0,-1,0,1
11133,-1,0,0,0,-1
11134,-5,-1,-1,1,0
11135,2,-1,-1,1,0
11136,-1,0,0,0,0
11137,0,-1,0,1,-1
11138,1,-2,2,2,-3
11139,0,0,0,1,0
11140,1,2,-1,-1,1
11141,2,-1,2,-2,0
11142,0,-1,0,1,-3
11143,0,0,2,0,-1
11144,1,-1,0,0,0
11145,0,0,1,-1,-1
11146,1,-2,0,0,0
11147,1,-1,1,1,-1
11148,1,-1,2,-1,0
11149,-1,1,-3,2,1
11150,1,0,0,0,0
11151,3,0,0,0,0
11152,1,2,-4,-1,-1
11153,0,1,0,-1,0
11154,-3,1,0,0,0
11155,0,1,-1,-1,1
11156,2,-2,3,-1,1
11157,-1,-1,2,0,0
11158,0,1,-1,2,-1
11159,0,0,-1,1,-2
11160,1,-1,3,-3,4
11161,0,0,-1,-1,2
11162,1,-2,2,1,0
11163,0,0,0,-1,1
11164,0,1,-1,1,-1
11165,1,0,-1,1,-1
11166,-1,-1,0,0,0
11167,1,0,-1,0,0
11168,1,0,0,1,-1
11169,-2,-1,1,1,-2
11170,-2,4,-1,0,-1
11171,-3,2,0,-1,0
11172,0,-1,1,0,0
11173,-1,1,0,-1,2
11174,1,1,-1,2,2
11175,2,0,0,0,1
11176,1,0,1,-2,1
11177,0,-1,2,-2,1
11178,-1,0,0,1,-1
11179,-1,0,0,1,-1
11180,0,0,3,-1,1
11181,0,0,0,0,0
11182,2,0,-1,1,-1
11183,0,-3,1,3,-3
11184,1,1,-1,1,0
11185,-1,1,1,0,0
11186,1,-3,1,0,1
11187,0,0,0,1,0
11188,0,0,0,0,0
11189,0,1,-2,2,-1
11190,-1,0,0,0,0
11191,0,-1,1,0,0
11192,-1,7,-5,0,1
11193,-1,1,-1,0,0
11194,3,-3,4,0,-2
11196,-1,2,0,1,0
11197,-1,1,0,0,-3
11198,-2,1,0,0,-1
11199,0,-1,0,2,-1
11200,1,-2,1,1,0
11201,0,2,0,0,-1
11202,0,0,0,0,0
11203,2,-1,0,1,0
11204,0,0,-1,0,1
11205,0,1,-1,0,0
11206,0,0,0,0,0
11207,-1,1,-1,0,1
11208,1,0,-1,0,0
11209,0,0,2,0,0
11210,0,-1,2,-2,1
11211,0,-1,0,1,0
11212,0,1,-1,0,0
11213,1,1,0,-2,1
11214,-2,1,1,-5,5
11215,1,0,0,1,-2
11216,0,1,0,-1,0
11217,-1,-4,5,-1,0
11218,1,0,-1,0,0
11219,2,0,0,0,1
11220,-1,1,-2,0,0
11221,1,-2,2,0,-1
11222,0,0,-1,1,0
11223,0,0,1,4,0
11224,-1,0,0,1,-2
11225,-1,1,1,-2,0
11226,2,-3,1,0,-1
11228,0,1,-1,1,-1
11229,-3,4,-3,-1,1
11230,-1,0,0,-1,1
11231,1,2,1,-3,-1
11232,0,0,0,0,0
11233,0,0,0,0,1
11234,0,0,1,0,1
11235,0,1,0,-1,0
11236,1,1,-2,-1,1
11237,0,2,1,0,0
11238,1,0,-1,1,0
11239,1,0,0,0,-1
11240,-2,2,0,1,-2
11241,-1,-5,5,-2,1
11242,2,-1,-1,-1,1
11243,2,-1,0,1,-1
11244,-1,0,0,1,-1
11245,1,0,0,-1,0
11246,-1,2,0,0,0
11247,0,0,0,0,0
11248,0,0,0,0,1
11249,0,1,-2,1,-1
11250,0,0,0,0,0
11251,1,0,-1,0,1
11252,1,0,-1,-2,-2
11253,2,0,0,-2,0
11254,0,0,0,-1,1
11255,-1,1,-1,1,-1
11256,-1,1,-1,0,1
11258,1,-1,0,1,0
11259,-2,1,1,-1,1
11260,0,-1,1,0,0
11261,0,3,0,0,0
11262,0,0,0,0,0
11263,0,-1,0,0,0
11264,1,-1,-2,0,2
11265,1,0,0,1,-2
11266,0,-1,1,1,-1
11267,-1,0,0,0,0
11268,0,0,1,-1,-1
11269,0,0,-1,0,1
11270,-1,1,-2,1,-1
11271,0,0,1,1,0
11272,0,0,0,1,0
11273,-1,0,0,0,0
11274,0,0,0,0,0
11275,-1,0,1,0,0
11276,-1,1,0,1,-2
11277,-1,-1,0,2,-2
11278,0,0,0,0,0
11279,1,1,-2,1,1
11280,-1,1,-1,1,-1
11281,-4,2,-1,1,0
11282,2,2,-1,1,-3
11283,0,0,0,0,0
11284,1,0,0,0,0
11285,0,0,-1,2,-2
11286,0,0,0,0,0
11287,3,0,0,0,-2
11288,1,-5,1,2,-1
11289,2,0,0,0,0
11290,-1,0,0,-1,1
11291,1,-1,0,-1,0
11292,-1,-1,1,1,-1
11293,-2,2,-2,-1,3
11294,-1,1,1,0,0
11295,-1,3,0,1,-3
11296,-1,-2,1,2,0
11297,1,0,0,0,-1
11298,0,-1,1,-2,2
11299,1,-1,0,1,0
11300,1,2,0,-1,-1
11301,-1,-1,1,-1,0
11302,-1,0,0,0,1
11303,0,-1,1,-1,1
11304,-1,1,-1,1,0
11305,1,0,-1,0,1
11306,0,0,0,0,-1
11307,0,-1,-1,1,1
11309,1,1,0,-1,1
11310,-1,1,-1,1,0
11311,1,1,0,-1,1
11312,0,1,-1,1,-1
11313,0,0,1,-1,0
11314,3,-1,0,0,-1
11315,0,0,0,0,0
11316,0,0,0,1,-1
11317,0,-1,0,0,0
11318,-1,0,0,1,-1
11319,0,0,-2,1,0
11320,0,1,0,-1,0
11321,-4,2,-1,3,-2
11322,-1,1,0,0,-1
11323,-1,0,1,0,0
11324,0,0,0,-1,0
11325,0,-1,1,0,0
11326,1,0,-1,2,-2
11327,1,-1,0,0,-1
11328,2,2,-2,-1,0
11329,-1,-1,2,0,0
11330,0,0,0,0,0
11331,0,-1,-1,1,-1
11332,-3,1,1,0,0
11333,-1,-1,1,-2,2
11334,-1,0,1,0,-2
11335,0,0,0,0,0
11336,3,-4,3,-3,1
11337,0,-1,2,0,0
11338,0,-1,0,0,1
11339,-1,0,1,-1,1
11340,0,-1,1,0,-3
11341,-1,-1,0,1,0
11342,0,0,0,0,0
11343,0,0,0,0,0
11344,1,0,1,-1,1
11345,0,0,0,0,-1
11346,0,-1,1,0,-1
11347,0,-2,1,-1,1
11348,0,0,0,0,0
11349,-2,2,1,-2,0
11350,0,-1,1,-1,1
11351,0,0,0,0,0
11352,-1,0,1,-1,-1
11353,0,2,-2,2,0
11354,-1,1,-1,0,1
11355,0,-1,1,0,-1
11356,-2,0,1,-1,2
11357,0,0,0,0,0
11358,-1,2,1,-1,1
11359,-1,-2,3,0,0
11360,0,0,0,0,0
11361,0,0,1,-2,1
11362,-2,1,-1,0,0
11363,1,-1,0,1,-1
11364,-2,1,0,0,0
11365,-1,1,-1,-1,2
11366,1,-1,0,0,1
11367,-2,0,1,0,0
11368,1,2,-2,1,-1
11369,0,2,-1,1,-2
11370,0,-1,0,1,2
11371,1,0,0,-1,-2
11372,2,-1,1,-1,2
11373,0,0,1,0,0
11374,1,0,0,0,0
11375,-2,0,1,1,-1
11376,-1,0,2,-2,2
11377,1,0,-1,0,2
11378,-1,2,-1,-1,0
11379,0,1,-1,-1,0
11380,1,-1,1,0,-1
11381,-1,3,-2,1,-2
11382,1,-1,-3,2,-1
11383,-2,0,0,1,-1
11384,2,0,0,0,0
11385,2,-1,-1,-1,1
11386,-1,1,-1,0,0
11387,0,0,0,-2,1
11388,0,-2,2,-1,1
11389,-1,-1,1,0,0
11390,0,0,0,-1,1
11391,-1,0,0,1,0
11392,2,-2,1,-1,1
11393,-1,-2,0,2,-1
11394,0,-1,0,1,-2
11395,-1,1,-1,1,-1
11396,-1,0,5,2,-1
11397,0,-1,1,0,0
11398,0,1,0,-1,-2
11399,-1,2,-1,1,-1
11400,0,0,0,1,0
11401,-1,1,0,-1,1
11402,0,0,1,-1,0
11403,0,0,-2,2,0
11404,-1,2,-1,1,-2
11405,-1,0,1,-1,1
11406,0,-1,2,0,0
11407,-2,2,-1,1,1
11408,0,0,0,0,0
11409,2,-2,2,1,0
11410,-2,1,-1,0,1
11411,-1,0,1,-1,-1
11412,0,0,-1,1,0
11413,2,-1,0,0,0
11414,0,1,0,0,0
11415,-1,3,-2,3,-2
11416,0,0,0,0,0
11417,0,-2,2,0,0
11418,-2,2,0,1,-1
11419,1,-1,0,2,0
11420,-1,0,-1,1,-1
11421,1,-1,0,1,0
11422,0,0,0,1,0
11423,-1,1,-1,-1,2
11424,-1,2,0,-1,0
11425,0,-1,1,0,-2
11426,-1,0,0,-1,1
11427,-1,1,-1,3,-3
11428,2,0,2,-2,-1
11429,1,0,0,-1,1
11430,-1,2,-2,1,-1
11431,-4,1,1,0,-2
11432,0,-2,0,0,-2
11433,-1,1,0,-1,1
11434,0,0,-1,1,0
11435,-1,1,-1,0,-1
11436,-1,2,-2,0,2
11437,0,0,0,0,0
11438,2,-2,-2,0,1
11439,0,0,0,-1,1
11440,-1,1,0,0,0
11441,-2,1,-3,1,0
11442,0,1,0,-1,1
11443,1,0,-1,0,1
11444,0,0,0,0,-2
11445,0,-1,1,0,2
11446,1,0,0,1,-1
11447,0,0,-1,2,-3
11448,1,0,0,1,-1
11449,0,0,-1,1,1
11450,0,0,0,0,0
11451,0,0,0,-1,1
11452,-1,-1,1,-2,2
11453,0,0,-1,-1,1
11454,0,2,-2,1,-1
11455,1,1,0,-1,1
11456,-1,-1,3,-1,0
11457,-2,1,0,1,1
11458,4,-1,-1,1,-2
11459,1,-1,2,-1,0
11460,1,0,0,-1,0
11462,1,1,-1,0,0
11463,0,0,0,0,0
11464,0,-2,1,2,-2
11465,-1,0,0,0,0
11466,2,-1,0,0,-2
11467,4,4,1,-2,1
11468,0,-1,1,-1,1
11469,1,0,0,-1,0
11470,-1,0,1,0,-1
11471,0,-1,0,0,-1
11472,-1,0,1,0,0
11473,0,0,-1,0,1
11474,0,1,-2,-1,0
11475,1,-1,1,0,-1
11476,-1,-1,1,-1,2
11477,-1,1,-1,1,0
11478,1,0,1,-1,0
11479,0,-1,-1,3,-1
11480,-1,1,-1,1,0
11481,0,0,0,0,0
11482,2,-1,-1,0,0
11483,0,0,0,1,-1
11484,0,1,-1,0,0
11485,0,0,0,0,0
11486,0,-1,1,1,2
11487,-2,0,-1,1,0
11488,0,-1,1,0,-1
11489,0,0,0,0,-1
11490,1,-1,0,1,1
11491,0,-3,2,3,-1
11492,-1,0,-2,1,1
11493,1,-2,1,-1,1
11494,0,0,0,-1,-1
11495,0,0,0,0,1
11496,0,0,0,0,-1
11497,0,0,0,0,0
11498,0,1,0,-1,1
11499,0,0,1,-1,0
11500,1,-1,0,0,1
11501,-1,2,-1,1,0
11502,1,2,-1,0,0
11503,1,-1,0,1,0
11504,-1,0,0,1,0
11505,-1,0,1,0,-1
11506,3,-4,0,2,-1
11507,2,1,-1,0,0
11508,0,-1,1,0,-1
11509,-3,3,-1,1,0
11510,3,0,1,-1,1
11511,1,0,-1,0,0
11512,-1,1,-1,0,1
11513,2,0,2,0,-1
11514,0,0,0,0,0
11515,1,1,-1,1,0
11516,0,0,-2,1,-3
11517,2,0,1,-1,1
11518,0,-1,1,0,0
11519,1,0,0,0,0
11520,0,0,0,0,0
11521,-1,1,0,0,-1
11522,-1,1,2,-1,-2
11523,2,0,-1,0,1
11524,0,0,-2,2,0
11525,1,-2,1,-1,1
11526,1,0,0,0,-1
11527,2,0,-1,1,0
11528,1,-1,0,1,0
11529,2,0,-2,0,0
11530,0,0,0,0,0
11531,0,0,0,1,-1
11532,0,0,0,0,0
11533,0,0,0,0,0
11534,0,1,0,0,-1
11535,0,0,0,-1,0
11536,1,-1,0,1,1
11537,2,-1,0,1,1
11538,2,1,0,2,-2
11539,-1,-1,1,0,-1
11540,1,-1,1,0,0
11541,-1,1,-1,1,-2
11543,-1,-1,1,-1,0
11544,0,2,-1,0,1
11545,0,0,0,0,0
11546,0,0,2,-2,1
11547,0,2,-1,1,-1
11548,0,1,1,-1,0
11549,-1,1,0,0,-1
11550,0,0,0,0,0
11551,-2,1,1,0,0
11552,0,0,-1,1,0
11553,-2,3,0,-2,2
11554,2,-1,-5,5,1
11555,0,0,0,0,-2
11556,0,0,1,-2,2
11557,0,0,-1,0,1
11558,-1,0,-1,0,-1
11559,0,1,0,0,0
11560,1,0,0,1,-1
11561,0,0,0,0,0
11562,-1,0,1,0,-1
11563,1,0,0,0,1
11564,0,1,0,-1,1
11565,1,-1,0,-1,2
11566,1,1,1,-1,0
11567,-1,1,0,-1,-5
11568,0,0,0,1,-2
11569,1,0,-1,1,-1
11570,1,0,0,0,-2
11571,0,0,1,-1,-1
11572,0,-1,-1,1,-1
11573,0,1,-1,0,0
11574,1,0,-1,1,-1
11575,1,-1,1,0,0
11577,0,0,0,0,0
11578,-1,0,0,0,1
11579,0,0,0,0,0
11580,1,-2,1,-1,1
11581,0,0,-3,1,0
11582,-5,-1,-1,5,2
11583,0,0,0,-1,1
11584,3,-4,2,2,-1
11585,0,0,0,-1,1
11586,1,0,0,-1,1
11587,1,0,-1,1,1
11588,0,-1,1,1,-1
11589,-1,1,0,0,0
11590,1,-3,2,-1,2
11591,1,-1,1,-1,1
11592,0,-1,1,0,0
11593,2,-3,0,0,0
11594,0,-1,1,0,0
11595,-3,1,-1,2,0
11596,-3,-1,2,0,0
11597,0,0,1,-1,-1
11598,0,0,0,0,-1
11599,0,0,0,0,0
11600,1,0,0,-1,0
11601,1,-1,-1,1,1
11602,-2,1,1,0,-1
11603,0,0,0,0,0
11604,0,0,0,0,0
11605,0,0,1,0,0
11606,-2,1,-1,1,-1
11607,2,0,-1,-1,-1
11608,-1,-1,0,0,0
11609,-1,0,0,-1,0
11610,0,-1,2,-1,0
11611,1,-1,1,-1,1
11612,0,0,0,-1,1
11613,-1,1,-1,1,0
11614,0,0,1,-1,1
11615,1,1,-1,1,-1
11616,1,-1,1,1,-1
11617,-1,1,-1,1,1
11618,1,-1,2,1,1
11619,2,-1,-2,1,0
11620,-2,2,0,0,0
11621,-2,1,0,-1,1
11622,0,-1,1,0,0
11623,2,-2,0,0,2
11624,-1,0,1,1,2
11625,0,-1,0,0,0
11626,0,0,0,-2,3
11627,1,-1,0,0,1
11628,0,1,0,-1,0
11629,0,2,-1,0,-1
11630,-2,2,0,0,-1
11632,-1,1,-1,0,0
11633,0,-1,0,0,0
11634,0,1,0,0,-1
11635,0,-1,1,-1,-1
11636,0,0,-1,0,1
11637,0,0,0,0,2
11638,-1,1,0,-1,-1
11639,2,0,-1,2,-1
11640,1,0,1,-1,0
11641,0,0,1,0,0
11642,0,0,0,0,1
11643,2,0,1,0,-1
11644,-1,-2,1,0,-1
11645,0,0,1,0,-1
11646,2,1,-1,0,-1
11647,1,0,-1,1,-1
11648,1,0,-6,-3,7
11649,0,-1,1,0,0
11650,0,2,0,1,1
11651,-1,1,-1,1,0
11652,0,0,0,0,0
11653,-3,3,-2,5,0
11655,0,0,1,0,0
11656,2,-1,2,-1,-1
11657,0,0,0,0,0
11658,0,0,0,-1,0
11659,-1,-1,1,2,0
11660,1,-1,1,-1,1
11661,-1,1,-1,1,0
11662,2,-1,0,0,0
11663,0,2,-1,-1,0
11664,-1,0,0,0,0
11665,-2,1,0,0,1
11666,-1,-4,2,1,2
11667,2,0,-2,1,-2
11668,0,0,0,0,1
11669,0,0,2,0,1
11670,1,0,1,0,1
11671,0,0,0,0,-1
11672,1,-1,1,0,-1
11673,1,0,-1,0,0
11674,3,-1,1,-1,1
11675,0,1,0,0,0
11676,1,-1,1,1,-1
11677,2,-3,2,-2,1
11678,0,0,0,0,0
11679,-3,3,0,0,-1
11680,0,0,0,0,0
11681,0,0,-1,1,-1
11682,-2,2,0,0,0
11683,0,2,-2,1,0
11684,-1,1,0,0,0
11685,0,-1,2,-1,0
11686,1,-1,-1,0,1
11687,-1,0,0,0,0
11688,-1,1,1,2,0
11689,0,1,2,-2,-1
11690,0,-1,1,1,0
11691,0,1,1,-1,-1
11692,-1,1,0,0,0
11693,0,0,1,-1,1
11694,-1,0,2,0,-1
11695,0,-1,1,1,1
11696,0,0,-1,0,1
11697,0,-1,0,3,-3
11698,0,0,1,-1,0
11699,0,1,-1,1,0
11700,-1,1,0,0,0
11701,0,0,1,-1,1
11702,0,1,-1,1,0
11703,0,0,-1,1,-1
11704,0,0,0,0,0
11705,-1,0,1,-1,0
11706,0,0,0,0,0
11707,0,1,0,0,0
11708,0,-1,1,0,0
11709,0,0,1,-2,0
11710,-1,1,0,-1,0
11711,-1,-2,1,-1,1
11712,4,-5,3,-2,2
11713,-1,0,0,1,1
11714,0,-1,1,-1,0
11715,0,1,-1,1,0
11716,0,0,1,0,0
11717,-1,0,1,-1,0
11718,0,-1,0,0,1
11719,1,0,0,-1,0
11720,1,-1,1,-1,0
11721,2,-2,3,-1,-1
11722,0,-2,-2,3,0
11723,0,-1,0,0,1
11724,0,0,-1,-1,-1
11725,0,0,0,0,0
11726,1,0,-1,-1,0
11728,-2,-1,-1,0,1
11729,-1,1,0,-1,1
11730,-2,0,1,-1,0
11731,0,2,-1,0,-1
11732,1,0,1,-2,2
11733,3,1,0,-1,2
11734,-5,1,2,-1,-2
11735,-1,1,0,-1,1
11736,1,-1,0,0,0
11737,-2,0,1,-1,2
11738,1,1,0,0,-1
11739,3,0,0,0,0
11740,1,0,0,0,0
11741,0,0,0,2,-2
11742,1,1,-1,0,0
11743,0,0,0,0,0
11744,0,0,0,1,-1
11745,1,0,-2,0,1
11746,-5,0,1,1,-1
11747,-1,1,0,1,-1
11748,2,0,-1,2,-2
11749,0,0,0,0,-1
11750,0,0,0,0,0
11751,-2,1,1,1,-1
11752,0,0,2,-2,1
11753,0,1,-1,-2,2
11754,-1,1,0,-2,2
11755,0,-1,2,0,1
11756,0,-1,0,0,0
11757,0,0,-1,0,1
11758,0,0,0,-1,0
11759,0,0,0,0,0
11760,0,0,0,0,0
11761,1,0,0,0,-2
11762,0,0,-1,1,0
11763,0,0,0,0,0
11764,-1,-2,2,0,-1
11765,0,-1,0,1,0
11766,0,-1,1,0,0
11767,-1,1,-1,1,0
11768,0,0,0,0,2
11769,0,-1,0,1,0
11770,-2,-1,1,0,0
11771,-2,1,-1,1,0
11772,-1,1,0,0,1
11773,-3,-1,0,1,-1
11774,-1,3,-3,2,-1
11775,1,1,0,0,0
11776,4,-1,-1,1,1
11777,-1,0,-1,1,-1
11778,2,-1,0,-1,0
11779,2,1,-2,2,1
11780,0,0,0,1,-1
11781,1,-1,2,-4,2
11782,1,-1,0,-1,1
11783,1,-1,-1,0,0
11784,0,0,-1,0,1
11785,0,0,0,0,0
11786,0,0,-1,1,0
11787,2,-2,0,1,-1
11788,-1,0,0,0,0
11789,-3,1,-1,0,0
11790,-1,0,0,0,0
11791,2,0,1,-2,2
11792,1,0,0,0,-1
11793,2,1,-2,-1,-1
