고객번호,구매금액14년_1,구매금액14년_2,구매금액14년_3,구매금액14년_4,구매금액15년_1,구매금액15년_2,구매금액15년_3,구매금액15년_4,구매횟수14년_1,구매횟수14년_2,구매횟수14년_3,구매횟수14년_4,구매횟수15년_1,구매횟수15년_2,구매횟수15년_3,구매횟수15년_4,평균합계14년_1,평균합계14년_2,평균합계14년_3,평균합계14년_4,평균합계15년_1,평균합계15년_2,평균합계15년_3,평균합계15년_4
12584,2464625,600550,1797152,2473057,3786004,3300074,2342454,700261,25,20,60,71,69,83,57,38,98585,30027.5,29952.53333,34831.78873,54869.62319,39759.92771,41095.68421,18427.92105
12585,610610,1391677,925143,989054,847891,1057447,2042465,1199538,16,60,62,61,39,52,59,54,38163.125,23194.61667,14921.66129,16214,21740.79487,20335.51923,34618.05085,22213.66667
12586,2409631,2075782,1267246,1697546,3706594,1340208,1664525,1747856,119,108,91,64,68,82,71,66,20249,19220.2037,13925.78022,26524.15625,54508.73529,16344,23444.01408,26482.66667
12587,874447,1009108,880476,2314506,3127027,1060097,1283226,749174,94,102,96,106,100,95,120,101,9302.62766,9893.215686,9171.625,21834.96226,31270.27,11158.91579,10693.55,7417.564356
12588,1279096,1300854,1148910,1407634,1271046,1631922,2002215,1114018,48,50,36,55,52,59,53,45,26647.83333,26017.08,31914.16667,25593.34545,24443.19231,27659.69492,37777.64151,24755.95556
12589,503620,940043,1354178,1292957,1489547,1168356,1212336,715027,47,55,57,65,84,75,65,65,10715.31915,17091.69091,23757.50877,19891.64615,17732.70238,15578.08,18651.32308,11000.41538
12590,10094134,6004352,16121823,10474814,6581799,10087551,11686156,5763354,71,55,125,66,76,73,106,46,142170.9014,109170.0364,128974.584,158709.303,86602.61842,138185.6301,110246.7547,125290.3043
12591,2871034,813856,1129549,1294548,1114836,1086530,682557,1152169,99,93,101,97,89,98,78,28,29000.34343,8751.139785,11183.65347,13345.85567,12526.24719,11087.04082,8750.730769,41148.89286
12592,859055,3491362,1539139,1012360,1270861,1451732,1221418,947927,39,50,72,58,64,76,95,65,22027.05128,69827.24,21376.93056,17454.48276,19857.20313,19101.73684,12857.03158,14583.49231
12593,3678202,3731731,7928283,3182618,5066630,3994252,7392609,3303398,115,139,175,152,149,130,143,139,31984.36522,26846.98561,45304.47429,20938.27632,34004.22819,30725.01538,51696.56643,23765.45324
12594,1194643,1936345,4775784,2298582,7564912,4128500,4688644,2711088,32,67,82,59,92,60,62,49,37332.59375,28900.67164,58241.26829,38959.01695,82227.30435,68808.33333,75623.29032,55328.32653
12595,17781,4607586,2446830,1848015,2784526,1982886,2440650,2675382,3,93,110,60,75,46,57,52,5927,49543.93548,22243.90909,30800.25,37127.01333,43106.21739,42818.42105,51449.65385
12596,1782795,2090444,1499131,1197800,1179274,1657217,2094825,1928702,35,57,49,37,43,57,79,80,50937,36674.45614,30594.5102,32372.97297,27424.97674,29073.98246,26516.77215,24108.775
12597,4553548,6521039,3667408,3253172,6009057,3763840,8136406,3204101,93,86,95,61,94,61,55,76,48962.88172,75826.03488,38604.29474,53330.68852,63926.1383,61702.29508,147934.6545,42159.22368
12598,0,177764,613745,469985,219019,373871,346214,537964,0,29,94,102,47,73,72,70,#DIV/0!,6129.793103,6529.202128,4607.696078,4659.978723,5121.520548,4808.527778,7685.2
12599,1643242,1524758,1762168,2347098,2043619,2297785,2537397,2142804,72,82,67,78,71,70,86,91,22822.80556,18594.60976,26301.01493,30091,28783.3662,32825.5,29504.61628,23547.2967
12600,2739763,2109446,2416909,558877,741151,272857,304622,136577,156,105,116,19,22,10,13,6,17562.58333,20089.9619,20835.42241,29414.57895,33688.68182,27285.7,23432.46154,22762.83333
12601,9519505,792136,3534729,8282126,4102781,11977883,18064936,4669482,38,24,35,50,51,49,193,106,250513.2895,33005.66667,100992.2571,165642.52,80446.68627,244446.5918,93600.70466,44051.71698
12602,1419031,2615533,4042987,1807207,2462003,3669384,6812799,4532112,18,43,47,33,41,63,96,77,78835.05556,60826.34884,86021,54763.84848,60048.85366,58244.19048,70966.65625,58858.5974
12603,1455808,1934450,1972144,715906,865634,1034485,667186,458836,87,101,89,60,52,71,47,42,16733.42529,19152.9703,22158.92135,11931.76667,16646.80769,14570.21127,14195.44681,10924.66667
12604,1563472,1335394,1608486,1523689,1396010,1233767,721019,745471,64,71,77,77,69,65,45,50,24429.25,18808.3662,20889.42857,19788.16883,20232.02899,18981.03077,16022.64444,14909.42
12605,2327455,1488908,1995834,1176999,1490499,1388991,2192615,1418819,114,98,109,101,109,103,85,77,20416.27193,15192.93878,18310.40367,11653.45545,13674.30275,13485.34951,25795.47059,18426.22078
12606,796447,1242054,1434896,3534328,2465132,2008836,6480639,8619521,88,87,82,86,97,85,101,93,9050.534091,14276.48276,17498.73171,41096.83721,25413.73196,23633.36471,64164.74257,92683.02151
12607,1513390,1816214,1533405,1451775,1672977,2131502,1668347,1642665,62,114,60,90,91,106,109,137,24409.51613,15931.70175,25556.75,16130.83333,18384.36264,20108.50943,15305.93578,11990.25547
12608,4415233,3399942,5860055,2561963,4902324,2902581,3082758,2581906,114,84,116,144,174,150,162,142,38730.11404,40475.5,50517.71552,17791.40972,28174.27586,19350.54,19029.37037,18182.43662
12609,5314144,3186128,6560334,5963928,3122179,4259787,6570340,24536597,80,65,46,64,58,73,80,100,66426.8,49017.35385,142615.9565,93186.375,53830.67241,58353.24658,82129.25,245365.97
12610,275653,4206182,6611941,3037182,11326771,5604652,1919080,1752193,25,88,201,126,160,102,27,34,11026.12,47797.52273,32895.22886,24104.61905,70792.31875,54947.56863,71077.03704,51535.08824
12611,1395616,836477,1302550,1080654,1605320,1770390,2526597,1312047,66,62,72,69,74,80,103,67,21145.69697,13491.56452,18090.97222,15661.65217,21693.51351,22129.875,24530.06796,19582.79104
12612,746721,1173201,1302795,1305042,1426362,1773301,1699236,479710,71,97,108,88,100,100,121,25,10517.19718,12094.85567,12062.91667,14830.02273,14263.62,17733.01,14043.27273,19188.4
12613,5172824,11575100,4722192,9950088,3112147,12946164,780307,5855138,29,107,60,80,54,65,18,52,178373.2414,108178.5047,78703.2,124376.1,57632.35185,199171.7538,43350.38889,112598.8077
12614,825937,888105,1035421,1410443,536491,807087,358493,603804,83,69,67,81,54,58,26,48,9951.048193,12871.08696,15454.04478,17412.87654,9935.018519,13915.2931,13788.19231,12579.25
12615,3448430,5007447,2483113,6784872,2825619,4886463,4963414,4000229,59,62,52,72,67,60,61,72,58447.9661,80765.27419,47752.17308,94234.33333,42173.41791,81441.05,81367.44262,55558.73611
12616,1930525,1592946,1941657,1376912,2351612,2023963,2234375,1520071,56,67,55,53,57,61,65,44,34473.66071,23775.31343,35302.85455,25979.4717,41256.35088,33179.72131,34375,34547.06818
12617,1788937,1043648,1389571,1065935,1920210,1202025,1491663,1002669,112,123,115,96,107,106,84,78,15972.65179,8484.943089,12083.22609,11103.48958,17945.88785,11339.85849,17757.89286,12854.73077
12618,512792,1502419,1289846,1314549,1122620,1396829,1723594,1159166,29,93,104,96,78,106,154,98,17682.48276,16155.04301,12402.36538,13693.21875,14392.5641,13177.63208,11192.16883,11828.22449
12619,2411199,1925345,2265986,769754,660098,974132,1560862,921380,70,90,85,41,56,54,72,58,34445.7,21392.72222,26658.65882,18774.4878,11787.46429,18039.48148,21678.63889,15885.86207
12620,267249,1055625,2553557,1220035,1646770,3051383,4053609,2140133,4,48,103,55,65,156,143,93,66812.25,21992.1875,24791.81553,22182.45455,25334.92308,19560.14744,28346.91608,23012.1828
12621,7816420,5599548,8754365,10985430,19045114,38187244,7116820,11277341,68,86,73,97,95,116,77,93,114947.3529,65111.02326,119922.8082,113251.8557,200474.8842,329200.3793,92426.23377,121261.7312
12622,655998,711878,1196946,1367730,1071833,748417,735069,172642,90,96,131,74,88,99,67,20,7288.866667,7415.395833,9136.992366,18482.83784,12179.92045,7559.767677,10971.1791,8632.1
12623,1420425,1728142,2091449,1654623,3574691,1908372,2277938,1633191,36,37,56,47,76,43,52,42,39456.25,46706.54054,37347.30357,35204.74468,47035.40789,44380.74419,43806.5,38885.5
12624,1741906,1553993,2156325,1418016,1597887,2625480,2181111,2172368,68,80,74,60,50,50,56,76,25616.26471,19424.9125,29139.52703,23633.6,31957.74,52509.6,38948.41071,28583.78947
12625,9170394,29171604,2847674,6178634,8693579,18492591,10919912,16739289,103,133,56,107,120,156,109,157,89032.95146,219335.3684,50851.32143,57744.24299,72446.49167,118542.25,100182.6789,106619.6752
12626,733826,987291,724252,1082765,720429,897650,969058,539555,70,86,73,90,76,89,83,62,10483.22857,11480.12791,9921.260274,12030.72222,9479.328947,10085.95506,11675.39759,8702.5
12627,0,832824,1456379,1020659,743276,1007699,654316,348674,0,102,99,42,70,65,46,23,#DIV/0!,8164.941176,14710.89899,24301.40476,10618.22857,15503.06154,14224.26087,15159.73913
12628,8460026,6623654,9143155,6024712,1698824,5872180,6502789,8286948,56,79,73,83,42,70,80,124,151071.8929,83843.72152,125248.6986,72586.89157,40448.19048,83888.28571,81284.8625,66830.22581
12629,2390492,1873151,4178034,1428541,2121296,1781573,1613400,676359,125,125,129,96,68,53,43,53,19123.936,14985.208,32387.86047,14880.63542,31195.52941,33614.58491,37520.93023,12761.49057
12630,9025292,7329372,8516495,17185339,6397984,9098284,5046676,10323281,118,101,102,116,86,104,69,126,76485.52542,72568.0396,83495.04902,148149.4741,74395.16279,87483.5,73140.23188,81930.80159
12631,2927070,3236641,3302771,4330824,3244090,4170901,3017149,2260382,100,104,104,105,84,110,89,73,29270.7,31121.54808,31757.41346,41245.94286,38620.11905,37917.28182,33900.55056,30964.13699
12632,805736,952450,1225418,885630,1512185,1276058,1399725,1288110,29,30,50,52,59,59,57,76,27784,31748.33333,24508.36,17031.34615,25630.25424,21628.10169,24556.57895,16948.81579
12633,1334113,2952592,2477998,3259512,4412078,2299521,3326048,1994000,42,77,78,87,82,75,57,45,31764.59524,38345.35065,31769.20513,37465.65517,53805.82927,30660.28,58351.7193,44311.11111
12634,2232636,1752153,2186358,1281090,1503851,1203307,2028242,1255663,32,74,77,53,47,65,69,56,69769.875,23677.74324,28394.25974,24171.50943,31996.82979,18512.41538,29394.81159,22422.55357
12635,4024392,3847885,2856788,5596162,2823461,3195041,4151544,2468004,92,111,111,101,94,104,98,92,43743.3913,34665.63063,25736.82883,55407.54455,30036.81915,30721.54808,42362.69388,26826.13043
12636,3929077,2258628,2187003,1813482,5137479,3582953,2476853,2469811,79,69,49,66,72,65,55,59,49735.1519,32733.73913,44632.71429,27477,71353.875,55122.35385,45033.69091,41861.20339
12637,2448749,1177101,1266451,958164,1242020,1254213,1733827,903586,88,69,66,68,74,71,112,98,27826.69318,17059.43478,19188.65152,14090.64706,16784.05405,17664.97183,15480.59821,9220.265306
12638,2054980,1003338,1865945,1571822,1549208,2456216,3077676,1899755,56,50,41,65,85,110,154,106,36696.07143,20066.76,45510.85366,24181.87692,18225.97647,22329.23636,19984.90909,17922.21698
12639,661078,1202449,1450411,1047939,2603889,2781244,2580310,3963667,20,32,35,42,71,76,57,96,33053.9,37576.53125,41440.31429,24950.92857,36674.49296,36595.31579,45268.59649,41288.19792
12640,3647499,1656606,5497536,7008148,2032043,4351333,2906912,3931387,66,36,100,67,64,64,74,77,55265.13636,46016.83333,54975.36,104599.2239,31750.67188,67989.57813,39282.59459,51056.97403
12641,1452787,1850795,2190439,2466293,2774322,3003587,3031881,2493551,37,38,51,82,55,117,113,108,39264.51351,48705.13158,42949.78431,30076.7439,50442.21818,25671.68376,26830.80531,23088.43519
12642,1421247,1327133,1166730,988658,1027088,1028659,2469271,1823996,88,101,83,64,89,73,141,134,16150.53409,13139.93069,14056.98795,15447.78125,11540.31461,14091.21918,17512.56028,13611.91045
12643,1372570,1134042,650769,3523443,3112315,3493255,3276168,2869134,13,15,13,115,80,102,92,105,105582.3077,75602.8,50059.15385,30638.63478,38903.9375,34247.59804,35610.52174,27325.08571
12644,5387850,4606222,5172922,7766848,1537957,3460985,3128111,2614331,56,101,110,122,38,53,37,46,96211.60714,45606.15842,47026.56364,63662.68852,40472.55263,65301.60377,84543.54054,56833.28261
12645,6684786,4559214,4596626,6765495,5870554,4891674,3758856,2290512,37,64,82,122,136,119,89,82,180669.8919,71237.71875,56056.41463,55454.87705,43165.83824,41106.5042,42234.33708,27933.07317
12646,1567465,2794058,3333004,2900195,2262948,2781773,2901055,2934430,24,41,54,66,54,64,63,72,65311.04167,68147.7561,61722.2963,43942.34848,41906.44444,43465.20313,46048.49206,40755.97222
12647,1373954,1803093,1332048,1451659,1796814,2265461,1655816,954116,38,48,37,41,49,71,74,44,36156.68421,37564.4375,36001.2973,35406.31707,36669.67347,31907.90141,22375.89189,21684.45455
12648,4484879,4596035,4227154,4003482,3456726,4727212,1766478,6243101,98,108,111,131,99,99,42,90,45764.07143,42555.87963,38082.46847,30560.9313,34916.42424,47749.61616,42059,69367.78889
12649,1121597,1780991,1650071,1241338,1458562,1461814,2403911,2168346,61,77,92,76,80,81,93,101,18386.83607,23129.75325,17935.55435,16333.39474,18232.025,18047.08642,25848.50538,21468.77228
12650,1178226,2617313,2226206,1636482,1752747,2204732,2469694,2652350,58,63,76,68,56,76,100,86,20314.24138,41544.65079,29292.18421,24065.91176,31299.05357,29009.63158,24696.94,30841.27907
12651,24072020,16203730,14005556,35894328,25856803,15631434,10731518,12073149,112,81,84,111,84,54,35,53,214928.75,200046.0494,166732.8095,323372.3243,307819.0833,289471,306614.8,227795.2642
12652,5993152,5841269,5889216,5204193,7567598,10487748,8126225,7648605,49,47,56,59,68,90,73,64,122309.2245,124282.3191,105164.5714,88206.66102,111288.2059,116530.5333,111318.1507,119509.4531
12653,1759870,1443611,1921641,687433,868708,1663145,1859633,682628,75,102,100,65,72,78,74,66,23464.93333,14153.04902,19216.41,10575.89231,12065.38889,21322.37179,25130.17568,10342.84848
12654,1537458,2092898,1444006,1429872,1250107,1224862,2268656,1192946,36,37,33,39,35,37,55,46,42707.16667,56564.81081,43757.75758,36663.38462,35717.34286,33104.37838,41248.29091,25933.6087
12655,1831729,1708069,2964261,1861874,1571663,938560,981277,741630,97,79,85,82,75,26,33,33,18883.80412,21621.12658,34873.65882,22705.78049,20955.50667,36098.46154,29735.66667,22473.63636
12656,5619054,8021611,5184069,4853574,4653667,6790361,5892981,2728327,79,83,91,88,65,82,84,59,71127.26582,96645.91566,56967.79121,55154.25,71594.87692,82809.28049,70154.53571,46242.83051
12657,15680587,13740619,12993451,11257657,15740403,5350625,9299902,13040236,68,53,64,67,60,26,36,56,230596.8676,259256.9623,203022.6719,168024.7313,262340.05,205793.2692,258330.6111,232861.3571
12658,1250111,1024683,1997964,1986503,1716569,1483047,1450337,618867,79,73,104,82,106,94,82,52,15824.18987,14036.75342,19211.19231,24225.64634,16194.04717,15777.09574,17687.03659,11901.28846
12659,1321092,1133725,1393345,1546323,1200453,1283682,1446474,823964,83,74,77,77,76,77,95,72,15916.77108,15320.60811,18095.38961,20082.11688,15795.43421,16671.19481,15226.04211,11443.94444
12660,396375,1179072,1786786,867732,2192129,5190054,1886048,1471200,23,46,74,62,71,78,70,54,17233.69565,25632,24145.75676,13995.67742,30875.05634,66539.15385,26943.54286,27244.44444
12661,5403378,4592608,9109690,13236241,6239323,10103032,7107337,19463723,54,43,60,88,65,102,59,107,100062.5556,106804.8372,151828.1667,150411.8295,95989.58462,99049.33333,120463.339,181903.9533
12662,2409843,5812117,4866129,4417392,2564325,6526307,4902102,7500064,44,75,64,69,24,53,47,66,54769.15909,77494.89333,76033.26563,64020.17391,106846.875,123137.8679,104300.0426,113637.3333
12663,3413006,2666534,2217746,2263893,1471340,959873,1995544,1702479,80,59,61,64,30,24,33,48,42662.575,45195.49153,36356.4918,35373.32813,49044.66667,39994.70833,60471.0303,35468.3125
12664,2676602,3630852,3264723,3286942,3589075,5290779,3125031,2090918,66,114,85,92,97,94,95,73,40554.57576,31849.57895,38408.50588,35727.63043,37000.7732,56284.88298,32895.06316,28642.71233
12665,1508873,1059700,1970110,928892,1693752,2776950,2389748,1713785,45,48,75,57,72,121,106,99,33530.51111,22077.08333,26268.13333,16296.35088,23524.33333,22950,22544.79245,17310.9596
12666,428949,226917,41802,1039731,2487224,2412613,2911012,1617213,3,7,2,66,137,163,169,164,142983,32416.71429,20901,15753.5,18154.91971,14801.30675,17224.92308,9861.054878
12667,3631557,4135396,3959143,12048053,6708653,8457325,17380009,4700920,42,55,54,88,64,55,54,64,86465.64286,75189.01818,73317.46296,136909.6932,104822.7031,153769.5455,321852.0185,73451.875
12668,7738571,4311555,3075745,3989474,6766542,2955628,3582061,4223379,59,44,47,52,74,40,58,48,131162.2203,97989.88636,65441.38298,76720.65385,91439.75676,73890.7,61759.67241,87987.0625
12669,364397,666428,225992,1348337,558919,304508,363517,116654,16,38,17,39,29,16,14,9,22774.8125,17537.57895,13293.64706,34572.74359,19273.06897,19031.75,25965.5,12961.55556
12670,649763,803619,1456543,842871,1109357,814438,1149539,1158390,30,43,59,41,46,37,45,45,21658.76667,18688.81395,24687.16949,20557.82927,24116.45652,22011.83784,25545.31111,25742
12671,581156,405311,555028,514050,559763,497096,735416,226636,42,54,57,39,60,47,55,34,13837.04762,7505.759259,9737.333333,13180.76923,9329.383333,10576.51064,13371.2,6665.764706
12672,1181702,498953,719077,446149,271721,620810,446358,479184,33,37,52,34,31,35,24,30,35809.15152,13485.21622,13828.40385,13122.02941,8765.193548,17737.42857,18598.25,15972.8
12673,1408418,1110844,1302319,1190735,1300570,1475423,1323474,1105439,83,67,84,51,51,74,78,81,16968.89157,16579.76119,15503.79762,23347.7451,25501.37255,19938.14865,16967.61538,13647.39506
12674,841231,856414,1130356,1301776,1695362,1737333,1627762,1023924,36,40,67,60,64,70,63,61,23367.52778,21410.35,16870.98507,21696.26667,26490.03125,24819.04286,25837.49206,16785.63934
12675,1292304,1069675,2130493,1356633,2430075,1572472,3180701,1464206,55,69,69,93,117,100,116,122,23496.43636,15502.53623,30876.71014,14587.45161,20769.87179,15724.72,27419.83621,12001.68852
12676,1486357,1594694,1226522,1587127,1322376,1823026,1368753,1426447,48,60,34,65,80,77,65,71,30965.77083,26578.23333,36074.17647,24417.33846,16529.7,23675.66234,21057.73846,20090.80282
12677,1118059,2117397,1022187,1115481,1227747,1453335,4958363,2418314,78,102,80,82,72,84,101,85,14334.08974,20758.79412,12777.3375,13603.42683,17052.04167,17301.60714,49092.70297,28450.75294
12678,1079549,1662997,1965324,1712074,1393453,1731709,1557481,1162139,71,112,112,96,88,132,124,87,15204.91549,14848.1875,17547.53571,17834.10417,15834.69318,13119.00758,12560.33065,13357.91954
12679,9278795,20100753,22235781,13226034,14702670,15593269,12787213,7748175,51,81,70,84,93,97,104,49,181937.1569,248157.4444,317654.0143,157452.7857,158093.2258,160755.3505,122953.9712,158126.0204
12680,6884323,4421995,11256156,13228224,12146456,10738697,14609136,21991158,36,54,85,72,69,89,103,124,191231.1944,81888.7963,132425.3647,183725.3333,176035.5942,120659.5169,141836.2718,177348.0484
12681,4184065,2030840,2276664,2731372,1937252,3486907,1583159,3288307,84,79,81,92,74,110,33,96,49810.29762,25706.83544,28106.96296,29688.82609,26179.08108,31699.15455,47974.51515,34253.19792
12682,859513,931723,640567,644304,1069823,846452,2362253,879502,60,74,39,55,59,57,72,53,14325.21667,12590.85135,16424.79487,11714.61818,18132.59322,14850.03509,32809.06944,16594.37736
12683,1142010,1257600,1995412,2191096,1440436,1450738,2257551,1541538,69,63,79,90,65,71,99,129,16550.86957,19961.90476,25258.37975,24345.51111,22160.55385,20432.92958,22803.54545,11949.90698
12684,801518,824072,1135443,955523,948786,1255738,976537,989379,68,52,62,58,54,63,60,57,11787.02941,15847.53846,18313.59677,16474.53448,17570.11111,19932.34921,16275.61667,17357.52632
12685,14190933,18159061,703158,5097800,22534193,28628651,24685518,4948331,75,92,4,29,92,164,162,96,189212.44,197381.0978,175789.5,175786.2069,244936.8804,174564.9451,152379.7407,51545.11458
12686,936855,923256,1069750,598410,1341227,1268128,1067866,367880,42,52,69,54,76,62,66,36,22306.07143,17754.92308,15503.62319,11081.66667,17647.72368,20453.67742,16179.78788,10218.88889
12687,895788,1078435,1050849,740611,990603,1135520,1035767,744134,63,74,70,66,74,76,65,71,14218.85714,14573.44595,15012.12857,11221.37879,13386.52703,14941.05263,15934.87692,10480.76056
12688,4769316,962076,4742763,618373,5620895,4841854,15321090,3670930,64,68,29,17,83,79,78,51,74520.5625,14148.17647,163543.5517,36374.88235,67721.62651,61289.29114,196424.2308,71979.01961
12689,1059099,1721261,131713,0,1821959,1591685,1302112,1695803,64,78,13,0,36,83,91,107,16548.42188,22067.44872,10131.76923,#DIV/0!,50609.97222,19176.92771,14308.92308,15848.62617
12690,1791079,649098,642239,2178619,1515032,3882398,2905929,1832586,51,30,26,51,54,101,85,63,35119.19608,21636.6,24701.5,42718.01961,28056.14815,38439.58416,34187.4,29088.66667
12691,415196,608335,823926,1188260,1566499,1922542,1884757,1031269,17,35,48,73,67,82,89,95,24423.29412,17381,17165.125,16277.53425,23380.58209,23445.63415,21177.04494,10855.46316
12692,1273854,1185228,2314917,1403238,1885493,2252269,1960188,1175359,48,70,90,64,61,83,76,53,26538.625,16931.82857,25721.3,21925.59375,30909.72131,27135.77108,25791.94737,22176.58491
12693,7774497,7957900,2950392,6192785,3836642,5729515,4544707,7781564,67,76,43,69,50,75,75,72,116037.2687,104709.2105,68613.76744,89750.50725,76732.84,76393.53333,60596.09333,108077.2778
12694,1108595,990441,1141404,1294283,1151184,1717088,1363943,1024839,83,77,74,71,73,72,66,76,13356.56627,12862.87013,15424.37838,18229.33803,15769.64384,23848.44444,20665.80303,13484.72368
12695,910068,1390122,1101766,542615,1782937,2921707,3174253,1698529,18,45,39,26,40,87,93,51,50559.33333,30891.6,28250.41026,20869.80769,44573.425,33582.83908,34131.75269,33304.4902
12696,2377585,3024467,2699936,2079763,1880779,3489256,3757403,4130618,43,73,56,39,34,64,60,54,55292.67442,41431.05479,48213.14286,53327.25641,55317.02941,54519.625,62623.38333,76492.92593
12697,578148,797853,833431,656850,688181,642644,856644,793692,46,70,63,51,50,44,55,56,12568.43478,11397.9,13229.06349,12879.41176,13763.62,14605.54545,15575.34545,14173.07143
12698,2795945,2971210,2987559,2468762,2910026,2436486,4221250,6016447,85,106,104,105,111,91,116,122,32893.47059,28030.28302,28726.52885,23512.01905,26216.45045,26774.57143,36390.08621,49315.13934
12699,827646,766227,464991,663686,1507049,784906,827293,631056,17,29,36,77,101,45,59,71,48685.05882,26421.62069,12916.41667,8619.298701,14921.27723,17442.35556,14021.91525,8888.112676
12700,2543614,3422479,5367941,3883834,9976052,12177296,8019000,5324370,35,54,70,43,91,104,91,56,72674.68571,63379.24074,76684.87143,90321.72093,109626.9451,117089.3846,88120.87912,95078.03571
12701,1383897,1482993,1302870,1274097,1236551,1494184,1794971,1206807,50,57,43,42,45,46,57,57,27677.94,26017.42105,30299.30233,30335.64286,27478.91111,32482.26087,31490.7193,21172.05263
12702,4942244,2920521,3877863,5567672,2335357,3421934,4940833,3782375,69,56,52,120,54,58,72,82,71626.72464,52152.16071,74574.28846,46397.26667,43247.35185,58998.86207,68622.68056,46126.52439
12703,2200751,5232817,1408249,1724948,1826722,1926159,761251,2051515,108,153,73,82,62,69,27,66,20377.32407,34201.4183,19291.08219,21035.95122,29463.25806,27915.34783,28194.48148,31083.56061
12704,113464,0,0,366795,293293,7506,0,123109,5,0,0,4,1,1,0,1,22692.8,#DIV/0!,#DIV/0!,91698.75,293293,7506,#DIV/0!,123109
12705,7387067,3497647,4189476,6466959,4042271,4214480,3854270,4737886,37,57,54,59,70,52,45,71,199650.4595,61362.22807,77582.88889,109609.4746,57746.72857,81047.69231,85650.44444,66730.78873
12706,1182379,1724883,1205362,1002524,521090,793864,2652395,929150,69,80,67,64,53,49,77,60,17135.92754,21561.0375,17990.47761,15664.4375,9831.886792,16201.30612,34446.68831,15485.83333
12707,1031239,1118340,1084101,922962,1738231,1456339,1264314,1151924,66,75,55,70,76,68,66,85,15624.83333,14911.2,19710.92727,13185.17143,22871.46053,21416.75,19156.27273,13552.04706
12708,1063710,871476,1085556,1309862,880661,1275896,889127,600367,63,62,44,72,54,68,49,43,16884.28571,14056.06452,24671.72727,18192.52778,16308.53704,18763.17647,18145.44898,13962.02326
12709,4168163,10649608,5590065,3788918,5055145,7966384,9027614,2843513,31,82,63,43,70,70,81,43,134456.871,129873.2683,88731.19048,88114.37209,72216.35714,113805.4857,111452.0247,66128.2093
12710,2056490,2228836,2519517,1548286,2068541,2059597,2000562,1431602,58,52,61,45,50,54,50,56,35456.72414,42862.23077,41303.55738,34406.35556,41370.82,38140.68519,40011.24,25564.32143
12711,7605985,6556143,6805119,9555911,15140578,17384095,9923467,11329106,86,58,89,76,139,169,93,112,88441.68605,113036.9483,76462.01124,125735.6711,108925.0216,102864.4675,106703.9462,101152.7321
12712,1901679,2360362,1176248,1268349,2282087,2144845,2160676,1288953,90,108,46,40,74,84,74,67,21129.76667,21855.2037,25570.6087,31708.725,30839.01351,25533.86905,29198.32432,19238.10448
12713,656030,642464,1402215,2690660,2099253,3647491,2611647,3066314,36,44,53,75,61,108,122,115,18223.05556,14601.45455,26456.88679,35875.46667,34413.98361,33773.06481,21406.94262,26663.6
12714,14948745,7626068,7485952,9758020,8826404,3594410,2335460,5102202,97,122,69,137,128,57,59,92,154110.7732,62508.7541,108492.058,71226.42336,68956.28125,63059.82456,39584.0678,55458.71739
12715,1050601,785100,1058479,949783,1071077,910106,1274903,845439,132,103,130,123,137,108,109,119,7959.098485,7622.330097,8142.146154,7721.813008,7818.080292,8426.907407,11696.3578,7104.529412
12716,1520573,2693080,2099031,1550348,1792196,1531322,2128637,1072296,59,61,66,61,91,78,113,56,25772.42373,44148.85246,31803.5,25415.54098,19694.46154,19632.33333,18837.49558,19148.14286
12717,1314742,1406574,1700770,1240397,1422881,1028113,1478285,873189,41,46,69,69,57,33,43,37,32066.87805,30577.69565,24648.84058,17976.76812,24962.82456,31154.93939,34378.72093,23599.7027
12718,331223,1266274,1336890,2112062,1772139,823192,1840100,3184400,17,57,38,79,76,38,88,67,19483.70588,22215.33333,35181.31579,26734.96203,23317.61842,21662.94737,20910.22727,47528.35821
12719,1667481,3125611,3797986,4777341,2259047,1629200,3585314,2857004,31,48,53,77,59,65,90,64,53789.70968,65116.89583,71660.11321,62043.38961,38288.9322,25064.61538,39836.82222,44640.6875
12720,7865160,9392209,5519498,5256933,7044838,4941442,3361139,5593529,40,75,45,48,72,72,48,57,196629,125229.4533,122655.5111,109519.4375,97844.97222,68631.13889,70023.72917,98132.08772
12721,524993,1460330,1601525,2114070,2131710,2567409,2426782,1383306,25,42,44,63,68,82,75,53,20999.72,34769.7619,36398.29545,33556.66667,31348.67647,31309.86585,32357.09333,26100.11321
12722,1983796,3451451,2131376,2528461,3547998,1791827,1625576,2083107,36,92,23,82,78,48,45,54,55105.44444,37515.77174,92668.52174,30834.89024,45487.15385,37329.72917,36123.91111,38576.05556
12723,1542831,2864251,2276980,1594369,1742473,1786799,2203428,3294697,84,117,113,102,98,108,95,112,18367.03571,24480.77778,20150.26549,15631.06863,17780.33673,16544.43519,23193.97895,29416.9375
12724,3636453,2601983,3554050,2334035,4188179,2430969,3581709,3420747,52,42,49,45,49,40,55,62,69931.78846,61951.97619,72531.63265,51867.44444,85473.04082,60774.225,65121.98182,55173.33871
12725,1855347,1984268,2084270,1817269,3201723,3229611,1600810,2549471,57,53,65,85,82,80,47,112,32549.94737,37439.01887,32065.69231,21379.63529,39045.40244,40370.1375,34059.78723,22763.13393
