고객번호,편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급
9576,2008,261,10,118,1,2,1,2
9577,102,17,0,24,10,9,8,7
9578,442,180,6,87,7,4,3,3
9579,733,185,12,107,8,4,2,1
9580,416,258,0,19,8,3,8,7
9581,943,315,3,57,8,3,5,3
9582,2889,25,0,25,3,9,8,7
9583,566,122,4,90,8,3,2,2
9584,585,112,1,12,7,4,2,7
9585,382,181,0,34,5,2,8,6
9586,2331,244,9,79,1,4,3,3
9587,887,27,1,195,9,9,6,3
9588,357,179,0,27,7,3,8,3
9589,574,178,4,44,6,4,3,4
9590,1351,240,0,71,3,2,8,1
9591,1601,15,0,8,10,10,8,9
9592,132,473,12,16,10,1,1,1
9593,679,109,9,47,9,5,3,6
9594,1467,88,0,83,7,7,8,5
9595,1663,164,0,113,6,5,8,4
9596,1909,45,0,3,4,8,8,9
9597,1623,91,1,75,4,6,5,3
9598,741,181,1,9,8,3,4,9
9599,2938,111,0,52,1,7,8,2
9600,2149,141,2,65,1,3,3,2
9601,2035,56,1,81,4,8,4,5
9602,969,192,1,59,5,4,2,2
9603,283,212,3,42,7,1,2,5
9604,586,114,5,126,7,4,3,1
9605,576,70,0,42,4,6,8,6
9606,190,539,12,59,9,1,2,1
9607,410,126,4,146,8,4,3,1
9608,3065,68,0,39,4,5,8,4
9609,338,344,14,32,6,2,3,3
9611,1818,187,19,218,3,3,1,1
9612,378,21,0,26,8,9,8,8
9613,2015,42,1,16,5,7,3,6
9614,596,62,1,100,1,5,3,2
9615,654,211,25,91,8,3,1,1
9616,973,131,0,157,7,6,8,3
9617,928,171,10,152,5,3,2,2
9618,1467,179,2,32,5,5,5,7
9619,1705,59,0,6,9,5,8,9
9620,408,455,31,26,5,1,1,7
9621,2359,19,0,11,7,9,8,9
9622,211,234,14,63,10,1,1,4
9623,1140,101,0,70,5,5,8,2
9624,656,130,0,49,10,3,8,3
9625,1492,113,0,83,5,6,8,1
9626,447,317,17,67,3,1,1,1
9627,258,176,4,81,8,3,2,3
9628,483,310,13,127,8,2,1,1
9629,587,160,1,125,10,5,4,2
9630,807,139,0,69,10,2,8,6
9631,2232,75,0,27,3,7,8,7
9632,381,171,4,73,10,4,5,4
9633,696,124,0,120,6,3,8,3
9634,2067,191,0,111,1,4,8,2
9635,1237,138,5,83,2,4,2,4
9636,637,341,8,43,6,3,2,7
9637,268,327,0,21,10,2,8,5
9638,322,227,7,64,8,3,2,5
9639,453,354,9,32,10,1,3,6
9641,369,369,18,28,4,2,2,5
9642,790,120,0,20,6,5,8,6
9643,1028,364,19,54,2,1,1,1
9644,468,203,24,26,10,4,2,6
9645,1366,196,0,59,5,5,8,4
9647,706,106,1,77,8,4,3,2
9648,351,284,3,118,8,2,2,2
9649,385,290,4,56,9,3,3,1
9650,167,303,7,15,10,2,3,8
9651,456,243,5,116,10,4,2,2
9652,643,4,0,92,9,9,8,4
9653,1934,155,2,24,3,5,4,6
9654,184,244,1,64,10,3,2,2
9655,1231,22,0,35,9,9,8,6
9656,227,350,23,49,9,1,1,3
9657,976,105,20,28,4,4,1,7
9658,376,246,8,137,9,3,2,1
9659,2262,30,0,45,3,9,8,7
9660,2412,142,0,25,3,5,8,7
9661,342,321,6,14,8,1,1,6
9662,2439,11,0,5,6,9,8,9
9663,909,50,0,69,5,7,8,3
9664,1140,43,0,28,8,8,8,7
9665,847,262,26,96,8,3,1,1
9666,388,169,4,41,7,4,3,5
9667,1730,97,5,63,5,4,2,6
9668,899,614,2,57,8,1,2,1
9669,1532,59,0,15,7,8,8,7
9670,674,232,3,22,7,3,3,1
9671,385,181,2,27,9,2,3,6
9672,707,344,6,79,8,3,2,3
9673,361,187,0,93,10,7,8,3
9675,148,459,2,2,8,1,4,4
9676,1000,92,2,52,6,6,4,5
9677,2242,73,0,42,4,8,8,7
9678,1856,97,0,43,6,8,8,4
9679,784,133,16,20,1,6,3,6
9680,986,164,4,49,8,3,2,4
9681,1700,145,4,62,4,4,2,5
9682,1758,28,0,3,9,9,8,9
9683,308,289,0,47,10,1,8,3
9684,1114,28,1,2,3,9,5,9
9685,574,168,1,122,8,3,2,1
9686,749,151,6,190,9,3,2,1
9687,2541,252,3,110,3,3,2,1
9688,253,201,0,82,10,3,8,1
9689,230,221,14,90,10,1,2,3
9690,631,213,16,124,8,4,2,1
9691,236,227,17,37,10,3,2,4
9692,127,335,2,41,10,2,4,4
9693,1873,19,2,3,8,10,3,10
9694,451,189,5,82,10,2,2,2
9695,404,278,2,153,10,5,5,1
9696,1425,33,0,20,8,8,8,7
9697,521,84,0,83,10,6,8,3
9698,847,150,1,76,9,6,5,5
9699,2249,45,0,5,7,8,8,9
9700,1278,75,1,88,8,4,3,4
9701,600,96,0,20,2,4,8,7
9702,1454,105,2,77,6,6,5,4
9703,342,342,5,96,9,1,3,2
9704,631,275,38,74,3,1,1,2
9705,1188,265,3,91,3,4,4,3
9706,192,345,11,26,10,1,1,1
9707,1218,25,2,116,6,8,2,4
9708,720,147,2,99,8,3,3,3
9709,747,276,3,53,2,2,2,3
9710,446,119,0,38,10,5,8,6
9711,768,107,4,138,8,6,4,2
9712,1315,25,0,83,9,10,8,4
9713,1739,71,0,54,5,8,8,5
9714,644,132,10,131,9,5,4,3
9715,639,276,17,100,7,2,1,2
9716,809,427,3,68,8,2,4,4
9717,422,31,0,82,10,4,8,3
9718,2751,322,0,96,1,5,8,2
9719,1281,227,15,80,5,3,1,1
9720,1151,19,0,3,7,7,8,8
9721,305,157,1,33,10,5,4,5
9722,744,188,0,78,8,2,8,4
9723,1946,7,0,2,7,10,8,9
9724,5597,8,0,1,3,9,8,10
9725,2944,119,0,130,1,7,8,3
9726,794,305,44,79,2,1,1,4
9727,387,168,1,18,5,5,4,7
9728,229,0,0,0,10,10,8,10
9729,523,93,3,61,8,5,3,4
9730,213,561,7,36,10,2,2,5
9731,256,288,1,50,8,2,3,4
9732,2180,129,0,49,2,6,8,4
9733,1968,69,0,31,6,6,8,7
9734,148,20,2,32,10,9,2,6
9736,307,209,14,73,7,2,1,2
9737,1164,73,0,72,8,8,8,5
9738,451,121,1,19,3,4,3,7
9739,2054,48,0,2,3,6,8,10
9740,1082,142,3,42,4,5,4,5
9741,1911,380,2,68,2,3,5,4
9742,1493,68,0,93,3,7,8,4
9743,1762,61,1,9,2,6,5,8
9744,1585,89,1,26,4,6,4,7
9745,815,57,0,54,2,8,8,5
9746,617,191,27,83,4,3,1,2
9747,597,61,1,159,10,7,5,2
9748,800,230,13,34,8,2,1,4
9749,1089,295,22,18,6,4,3,6
9750,669,287,3,79,9,5,4,4
9751,200,144,0,175,10,4,8,1
9752,1873,54,0,6,6,8,8,9
9753,468,257,24,59,8,2,1,3
9754,371,74,1,90,8,5,5,1
9755,839,146,2,293,8,5,5,1
9756,354,159,2,50,8,4,3,3
9757,367,276,0,50,9,2,8,6
9758,249,266,5,129,10,3,2,2
9759,992,79,0,28,8,8,8,6
9760,2490,22,0,8,6,9,8,9
9761,1037,223,10,92,7,2,1,1
9762,238,400,12,94,10,3,3,3
9764,137,325,10,87,10,1,1,3
9767,1673,143,3,62,1,4,5,3
9768,203,36,1,6,10,8,4,9
9770,835,113,3,41,9,3,2,7
9771,2064,47,0,18,6,7,8,6
9772,500,195,3,13,1,2,4,5
9773,308,185,0,38,10,3,8,5
9774,1407,122,0,50,6,7,8,7
9775,416,157,9,37,8,3,1,4
9776,1694,115,0,38,1,5,8,6
9777,331,82,0,130,10,5,8,1
9778,249,373,33,40,10,1,1,5
9779,1242,67,3,60,9,5,5,4
9781,1404,66,0,44,3,7,8,6
9782,845,32,2,26,7,9,4,6
9783,309,192,0,74,9,3,8,2
9784,490,275,3,34,4,2,2,3
9785,168,259,4,74,10,3,4,2
9786,370,112,1,78,10,6,5,4
9787,548,242,0,95,9,3,8,1
9788,648,81,2,41,3,5,4,5
9789,1158,57,1,79,8,6,4,2
9790,711,123,2,28,4,4,2,5
9791,356,79,2,91,10,7,5,4
9792,446,49,0,59,2,7,8,6
9793,696,218,7,104,8,3,1,1
9794,528,213,12,54,8,4,3,2
9795,664,54,1,15,9,6,5,8
9796,1329,139,0,48,7,7,8,7
9797,585,84,0,85,8,5,8,3
9798,2181,192,8,66,3,5,4,4
9799,1016,67,1,103,7,6,4,4
9800,1470,128,0,47,3,7,8,3
9801,529,170,1,256,8,4,3,4
9802,99,471,23,19,4,1,1,1
9803,921,100,0,107,8,6,8,3
9804,505,194,11,141,8,2,1,2
9805,243,238,3,108,10,3,2,1
9806,1036,261,6,33,1,3,3,6
9807,1020,68,2,47,9,6,5,7
9808,685,104,2,11,7,4,2,5
9809,344,110,19,220,10,5,2,1
9810,535,151,7,17,1,2,2,7
9811,530,23,0,54,6,9,8,6
9812,669,139,1,70,6,4,4,3
9814,573,154,5,45,9,4,2,7
9815,1032,148,6,110,9,6,4,2
9816,1534,47,0,24,8,8,8,6
9817,226,227,1,68,10,3,3,2
9818,616,104,6,48,9,6,4,5
9819,259,261,29,52,9,2,1,5
9820,1818,21,0,11,8,10,8,9
9821,434,121,11,124,10,4,1,2
9822,830,31,0,144,9,10,8,4
9823,179,310,20,25,7,1,1,4
9824,767,144,0,192,10,4,8,1
9825,984,104,0,74,9,5,8,4
9826,991,71,0,171,10,8,8,2
9827,1615,60,0,41,3,7,8,3
9828,618,279,20,93,9,2,1,1
9829,360,156,2,11,1,4,3,5
9830,1500,33,0,6,6,7,8,8
9831,480,164,4,110,6,3,2,1
9832,270,383,2,24,10,1,3,4
9833,564,56,5,5,8,6,4,9
9834,396,98,2,49,10,5,5,5
9835,1250,55,0,18,7,8,8,3
9836,989,53,3,6,7,6,3,9
9837,1220,37,1,16,8,5,3,7
9838,1057,25,0,10,7,8,8,9
9839,122,257,32,54,8,1,1,1
9840,1049,59,0,72,4,9,8,2
9841,483,245,5,28,8,3,1,7
9842,468,215,9,115,2,3,2,1
9843,381,230,31,57,10,3,1,5
9844,270,91,0,129,10,4,8,2
9845,284,15,0,15,10,9,8,7
9846,769,201,0,190,9,4,8,2
9848,1906,67,0,11,2,9,8,8
9849,786,33,0,63,9,9,8,6
9850,3847,17,0,0,3,9,8,10
9851,1132,41,0,19,9,9,8,8
9852,334,158,2,87,10,3,4,3
9853,294,34,0,6,10,7,8,9
9854,234,159,75,51,10,3,1,5
9855,445,10,0,2,10,10,8,10
9856,959,49,1,24,6,6,5,8
9857,725,93,1,77,9,5,5,4
9858,1155,256,9,173,5,3,4,1
9859,1211,343,27,68,4,2,1,4
9860,544,119,1,67,9,3,2,3
9861,699,67,1,64,9,8,6,5
9862,462,188,14,56,5,3,1,2
9863,1422,202,0,44,3,3,8,4
9864,257,227,1,43,10,3,3,5
9865,793,36,3,12,5,8,3,8
9866,871,308,9,214,8,2,3,1
9867,215,290,50,18,9,2,1,8
9868,604,261,1,88,6,3,4,1
9869,1290,45,3,77,9,7,2,5
9870,1533,125,0,91,4,7,8,2
9871,1919,229,1,21,2,4,6,3
9872,2016,31,0,3,4,8,8,7
9873,1425,72,1,83,7,7,5,4
9874,1294,89,1,123,4,5,3,3
9875,274,258,3,18,4,2,3,7
9876,3088,62,5,1,8,5,3,9
9877,177,296,2,69,10,3,4,1
9879,1694,91,0,48,3,7,8,5
9880,176,638,7,21,8,1,2,3
9881,283,359,8,5,1,1,2,9
9882,1227,167,6,125,5,5,3,2
9883,478,187,11,24,10,3,1,5
9884,210,370,146,54,4,1,1,1
9885,1158,250,3,74,8,4,4,5
9886,1344,120,1,44,5,6,3,4
9887,1241,76,0,24,7,7,8,7
9889,459,259,0,21,9,2,8,6
9890,417,334,15,22,7,1,1,6
9891,639,211,0,27,1,3,8,6
9892,892,136,6,96,8,5,3,2
9893,557,53,0,168,6,8,8,4
9894,2183,0,0,5,9,10,8,9
9895,369,337,15,23,9,2,1,6
9896,754,109,10,70,9,5,3,3
9897,451,86,1,94,10,5,5,5
9898,489,68,0,143,9,7,8,1
9899,930,105,0,89,8,5,8,4
9900,1770,33,0,14,6,9,8,7
9901,2152,64,2,26,3,6,3,6
9902,2436,205,1,45,3,4,3,4
9903,1476,257,5,47,3,2,2,1
9904,508,156,7,71,6,4,2,3
9905,2124,15,0,10,7,9,8,8
9906,448,42,1,184,6,7,5,3
9907,1935,31,0,5,7,8,8,9
9908,488,170,12,59,5,4,1,5
9909,704,80,3,10,3,6,4,5
9910,1775,10,0,1,3,10,8,9
9911,815,84,0,44,9,8,8,7
9912,2171,98,0,24,2,7,8,6
9913,1122,8,0,0,10,9,8,10
9914,1239,56,0,8,8,7,8,8
9915,2859,52,0,72,3,9,8,6
9916,1792,106,0,46,1,6,8,1
9917,2184,40,0,7,5,10,8,9
9918,1019,125,4,23,6,4,2,7
9919,815,89,2,5,7,7,5,9
9920,783,52,0,25,7,9,8,7
9921,1025,126,0,43,8,5,8,3
9922,3124,81,0,4,3,5,8,9
9923,147,342,73,74,10,1,1,2
9924,2710,22,1,2,2,9,5,10
9925,1309,50,0,17,7,6,8,7
9926,894,187,14,106,5,2,1,1
9927,732,127,4,0,3,4,3,10
9928,903,70,2,59,9,8,5,6
9929,2907,16,0,0,7,10,8,10
9930,1763,258,14,133,3,1,2,1
9931,371,232,11,57,2,1,2,2
9932,1405,18,0,5,10,10,8,9
9933,839,6,0,2,10,10,8,10
9934,94,1049,2,8,10,1,3,3
9935,1724,25,0,9,5,9,8,8
9936,1471,4,0,1,9,10,8,10
9937,1103,197,0,6,2,4,8,7
9938,1317,142,18,130,7,4,3,3
9939,520,244,5,41,6,2,2,3
9940,861,60,0,81,8,7,8,5
9941,1740,179,1,36,2,6,5,6
9942,1611,105,0,43,6,8,8,8
9943,2047,39,0,7,4,8,8,7
9944,2211,25,1,4,4,8,4,9
9945,1258,25,1,6,7,7,3,6
9946,122,298,13,33,10,3,1,6
9947,868,257,19,67,3,3,1,2
9948,1872,55,0,19,4,8,8,5
9949,3751,11,0,1,3,10,8,10
9950,1262,1,0,0,8,7,8,10
9951,1517,67,2,14,8,5,3,4
9952,1204,85,0,32,5,5,8,7
9953,631,184,12,57,6,2,1,3
9954,2868,28,0,8,2,9,8,8
9955,1912,41,0,2,6,9,8,9
9956,1459,61,0,28,6,8,8,6
9957,837,78,0,24,8,8,8,8
9958,1464,55,0,23,5,9,8,8
9959,302,203,0,172,10,4,8,1
9960,1413,46,0,2,2,7,8,9
9961,2401,6,0,0,10,10,8,10
9962,1611,23,0,1,2,7,8,10
9963,1348,39,0,12,3,6,8,8
9964,2239,13,0,3,1,8,8,9
9965,2679,124,0,238,3,6,8,1
9966,1384,54,1,37,5,9,5,8
9967,1072,63,3,89,9,8,3,4
9968,3075,51,0,6,3,8,8,9
9969,1291,386,13,85,4,2,2,2
9970,1481,67,1,8,7,3,5,8
9971,2489,119,4,5,1,4,3,7
9973,561,196,1,64,8,4,5,2
9974,3603,65,0,19,3,10,8,9
9975,1318,27,0,0,10,8,8,10
9976,2396,81,0,8,1,7,8,9
9977,2870,190,4,36,1,4,4,2
9978,1716,125,0,8,5,5,8,8
9980,1121,2,0,1,9,10,8,10
9981,1697,16,0,2,6,10,8,9
9982,1271,71,1,28,7,8,5,7
9983,3284,106,2,58,1,6,4,8
9984,2644,38,2,5,2,8,5,8
9985,2263,81,0,21,3,8,8,6
9986,2747,159,0,78,1,4,8,3
9987,2231,30,0,6,3,8,8,9
9988,848,44,0,12,8,7,8,8
9989,1066,150,4,24,4,7,4,7
9990,1576,25,0,1,6,9,8,10
9991,1709,56,0,6,5,8,8,9
9992,2593,255,0,20,5,9,8,6
9993,1844,24,0,17,4,9,8,7
9994,1490,25,0,1,3,10,8,10
9995,1672,10,0,1,8,10,8,9
9996,1467,48,0,23,6,7,8,9
9997,848,214,1,39,9,5,5,7
9998,2257,9,0,2,3,10,8,9
9999,1321,74,1,20,4,5,5,5
10000,1778,13,0,0,7,9,8,10
10002,977,45,0,4,3,8,8,10
10003,1719,65,0,12,6,9,8,7
10004,1744,6,1,0,4,10,5,10
10005,1976,121,2,63,7,8,5,6
10006,2123,79,0,36,4,8,8,6
10007,716,89,0,132,10,6,8,3
10008,1069,137,1,14,8,6,6,8
10009,1557,80,1,13,3,7,5,8
10010,1535,239,9,53,2,4,3,4
10011,1251,140,0,21,8,7,8,8
10012,2278,12,1,4,5,10,6,8
10013,2821,71,1,37,3,9,6,6
10014,1980,64,0,3,5,5,8,8
10015,1171,196,7,13,6,6,5,7
10016,594,317,10,129,9,4,3,2
10017,1586,67,0,2,6,9,8,9
10018,3400,42,0,11,2,9,8,7
10019,1071,7,0,1,8,10,8,10
10020,1538,20,0,1,9,10,8,10
10021,723,40,0,16,2,9,8,8
10022,1638,30,0,1,1,8,8,10
10023,1169,17,1,1,8,9,3,10
10024,2141,110,0,15,4,6,8,9
10025,2053,436,2,312,1,1,3,1
10026,1535,57,0,10,7,6,8,8
10027,3175,114,0,41,1,7,8,7
10028,3663,71,0,26,1,7,8,6
10029,2452,22,0,1,6,10,8,10
10030,2049,13,0,7,6,9,8,7
10031,297,179,4,73,8,3,3,4
10032,935,23,2,108,3,8,5,4
10033,1312,161,0,22,3,6,8,6
10034,2140,50,0,5,8,10,8,9
10035,2365,15,0,5,4,9,8,9
10036,1271,97,0,105,7,6,8,3
10037,954,36,0,64,5,9,8,6
10038,1486,126,0,74,4,6,8,4
10039,2102,5,0,0,6,10,8,10
10040,1260,27,0,6,8,9,8,7
10041,2323,60,0,45,3,8,8,6
10042,3102,8,0,0,2,10,8,10
10043,2011,5,0,2,5,10,8,9
10044,1616,29,0,3,6,10,8,8
10045,911,165,0,11,5,6,8,8
10046,1701,22,1,0,1,9,4,10
10047,217,212,8,44,9,2,1,2
10048,1009,154,0,113,5,5,8,2
10049,616,359,17,71,6,3,3,1
10050,2816,64,0,18,2,8,8,7
10051,2738,273,5,82,1,3,3,1
10052,331,200,5,6,10,5,4,9
10053,1624,81,0,50,6,8,8,7
10054,2047,80,0,6,5,5,8,8
10055,1512,49,0,5,5,6,8,7
10056,2348,19,0,12,5,8,8,7
10057,942,22,0,0,3,5,8,10
10058,1918,85,0,15,2,7,8,7
10059,1422,437,15,211,6,3,3,1
10060,1120,67,0,30,6,8,8,7
10061,905,49,2,85,9,8,3,2
10062,866,25,0,11,9,9,8,9
10063,1752,22,0,29,4,10,8,7
10064,1092,163,10,53,6,4,3,4
10065,2031,88,0,3,6,10,8,8
10066,1773,134,0,61,2,4,8,3
10067,823,51,3,16,4,6,3,8
10068,767,142,1,134,9,6,4,3
10069,2791,18,0,7,4,9,8,9
10070,1959,316,14,19,1,3,2,8
10071,447,142,13,26,5,4,3,4
10072,2347,267,0,29,1,3,8,7
10073,3490,145,0,44,1,7,8,3
10074,2017,127,0,27,3,5,8,7
10075,1316,43,0,42,7,9,8,5
10076,3534,187,1,5,3,9,3,2
10077,1647,5,0,3,7,9,8,10
10078,1324,51,1,52,6,8,5,6
10079,3227,150,1,40,1,5,5,4
10080,1989,31,0,0,3,8,8,10
10081,3304,109,4,8,1,5,2,9
10083,1754,79,0,68,5,8,8,8
10084,990,88,8,30,7,7,4,3
10085,867,259,5,44,9,4,4,4
10086,1521,114,0,12,3,7,8,9
10087,1793,80,0,40,2,7,8,7
10088,1516,158,1,2,8,7,6,10
10089,2882,96,1,20,1,5,5,4
10090,1773,96,1,89,8,9,6,6
10091,778,200,0,67,5,3,8,4
10092,1614,82,0,16,5,6,8,4
10093,1106,102,0,38,4,8,8,7
10094,1865,71,5,86,4,6,4,4
10095,2068,8,0,0,4,9,8,10
10096,513,112,6,37,9,6,2,5
10097,2440,82,1,6,1,4,5,9
10098,935,185,0,19,2,3,8,3
10099,2476,6,1,63,1,10,6,4
10100,1686,7,0,1,7,10,8,10
10101,988,141,0,85,8,5,8,3
10102,1643,71,0,35,4,5,8,5
10103,1058,82,1,36,7,7,5,4
10104,1728,102,1,47,6,8,5,6
10105,1571,21,0,5,7,10,8,8
10106,2188,94,0,14,3,6,8,7
10107,762,316,9,33,2,2,2,5
10108,1538,147,0,6,8,9,8,10
10109,1680,94,1,14,5,7,5,8
10110,1691,8,0,41,5,10,8,7
10111,973,36,0,47,7,8,8,7
10112,2665,53,1,3,4,7,3,10
10113,613,77,1,11,9,8,5,9
10114,1205,164,0,8,5,5,8,6
10115,2093,50,1,3,3,9,4,9
10116,985,128,1,58,8,6,5,5
10117,921,185,1,44,7,4,5,1
10118,1435,51,0,65,7,9,8,4
10119,645,107,0,31,7,5,8,8
10121,1454,36,0,4,5,8,8,9
10122,1558,80,0,42,6,7,8,8
10123,1086,243,1,63,6,3,5,3
10124,1885,12,0,0,6,10,8,10
10125,1069,290,3,48,4,2,3,1
10126,1106,124,1,63,8,6,4,5
10127,1248,43,0,15,7,8,8,6
10128,4777,20,0,0,2,10,8,10
10129,1358,65,0,14,5,6,8,6
10130,316,281,4,25,10,3,3,2
10131,1105,122,0,35,7,6,8,7
10132,4455,181,2,20,1,5,3,6
10133,1925,99,0,51,4,6,8,2
10134,3633,31,0,2,1,9,8,10
10135,976,275,4,23,4,4,3,5
10136,460,21,1,7,9,9,5,8
10137,1300,29,0,3,3,10,8,7
10138,2248,1,0,0,4,10,8,10
10139,1389,36,0,9,4,8,8,9
10140,1093,38,0,7,7,9,8,8
10141,1934,113,0,118,2,6,8,1
10142,1551,25,0,38,7,10,8,7
10143,2018,51,0,1,4,8,8,10
10144,1422,141,1,4,4,5,5,9
10145,701,136,0,48,9,4,8,4
10146,800,110,1,53,9,6,5,5
10147,1089,66,1,14,5,6,6,8
10148,1643,94,3,122,2,6,5,1
10149,1681,72,0,31,5,8,8,7
10150,2326,24,0,10,2,9,8,9
10151,2371,103,0,63,1,7,8,5
10152,2846,37,1,22,2,9,6,8
10153,2144,35,0,0,7,7,8,10
10154,3233,135,0,2,2,8,8,9
10155,1286,84,1,10,6,6,5,9
10156,1437,40,0,11,7,9,8,8
10157,489,134,1,78,10,4,4,1
10158,3659,36,0,0,1,8,8,10
10159,2696,73,2,21,1,7,4,8
10160,1069,68,0,14,8,7,8,8
10161,1556,284,0,9,3,3,8,5
10162,1891,86,0,19,3,8,8,8
10163,1600,14,0,0,1,10,8,10
10164,242,618,28,19,10,1,1,5
10165,1286,62,0,188,2,8,8,3
10166,3058,106,0,11,2,7,9,8
10167,2461,41,0,1,2,8,8,10
10168,298,242,2,3,5,1,4,6
10169,671,33,3,52,7,9,5,7
10170,2699,28,0,0,1,8,9,10
10171,2350,76,0,26,3,9,10,6
10172,3125,41,0,4,1,7,10,7
10173,783,36,0,52,3,6,10,2
10174,2530,33,0,1,3,10,10,10
10175,1124,29,0,14,8,10,10,6
10176,1921,11,0,2,2,10,10,10
10177,325,725,2,28,10,1,4,4
10178,1090,213,24,91,5,2,1,1
10179,2449,44,1,9,1,4,3,8
10180,1551,53,1,63,7,9,6,5
10181,959,134,4,155,6,6,4,2
10182,2834,68,1,42,2,7,6,5
10183,901,44,2,17,9,9,5,8
10184,1833,119,0,39,7,7,10,5
10185,3417,120,0,42,1,5,10,5
10186,1459,108,0,33,6,4,10,7
10187,828,49,1,10,9,8,5,9
10188,2000,78,0,88,4,7,10,3
10189,2211,63,0,46,1,7,10,5
10190,1407,83,1,48,3,6,5,5
10191,1645,42,0,10,8,9,10,8
10192,1681,115,1,26,4,5,4,3
10193,1654,247,6,186,5,4,2,1
10194,2861,51,0,3,5,7,10,10
10195,1401,265,2,101,2,3,3,1
10196,643,94,6,79,5,4,3,1
10197,2282,45,2,34,2,6,1,4
10198,2319,15,0,11,4,10,10,6
10199,1332,50,2,1,5,6,2,10
10200,1375,48,1,8,3,8,2,4
10201,1132,447,6,17,4,1,1,5
10202,2391,37,0,3,3,9,10,9
10203,1466,99,3,88,1,5,3,3
10204,723,33,0,13,9,8,10,9
10205,1986,62,1,11,5,6,3,5
10206,1554,60,0,10,2,7,10,7
10207,3546,23,0,4,3,9,10,9
10208,2170,50,0,22,4,7,10,8
10209,1584,69,0,25,5,8,10,8
10210,1288,220,11,46,4,3,1,5
10211,2262,51,0,2,2,8,10,10
10212,2960,17,0,0,3,10,10,10
10213,579,262,10,48,6,3,2,4
10214,603,151,1,148,9,4,4,1
10215,2292,16,0,3,4,10,10,9
10216,3525,15,0,3,1,10,10,9
10218,1533,19,1,1,8,7,3,9
10219,1649,44,0,6,6,8,10,8
10220,3028,50,0,7,3,9,10,9
10221,912,272,2,8,2,1,3,9
10222,800,108,1,47,7,5,5,4
10223,2038,113,0,22,4,7,10,7
10224,258,317,8,63,9,2,2,3
10225,1255,26,2,1,8,8,3,8
10226,2491,3,0,0,4,10,10,10
10227,1730,153,0,6,2,5,10,9
10228,1560,351,0,148,6,5,10,2
10229,3102,62,0,7,4,10,10,9
10230,1594,95,2,19,8,8,5,8
10231,2427,67,0,13,1,6,10,8
10232,1659,78,2,14,7,8,3,8
10233,1344,47,1,27,4,7,6,6
10234,1770,82,0,28,3,6,10,4
10235,1235,115,0,8,6,6,10,9
10236,2610,99,0,49,3,8,10,7
10237,1464,11,0,1,8,10,10,10
10238,2247,37,0,1,4,9,10,9
10239,1068,88,2,57,7,5,3,1
10240,1688,51,0,14,8,9,10,8
10241,367,123,2,143,10,4,2,2
10242,2119,141,1,31,5,7,5,9
10243,1110,124,0,106,1,4,10,1
10244,1772,123,1,30,5,7,5,7
10245,1049,126,0,27,7,6,10,5
10246,784,160,12,52,2,4,3,2
10247,1136,62,2,43,7,8,5,7
10248,1743,45,0,13,5,8,10,9
10249,1896,86,6,20,4,6,3,5
10250,1745,59,1,21,7,8,5,8
10251,1009,28,0,31,6,9,10,7
10252,2582,34,0,59,1,9,10,2
10253,280,196,8,51,1,2,2,3
10254,285,332,3,45,10,3,4,1
10255,377,233,1,43,8,3,4,4
10256,817,120,0,27,9,8,10,8
10257,1779,6,0,0,7,10,10,10
10258,1410,14,0,26,2,10,10,5
10259,2091,50,1,4,2,8,5,10
10260,1800,73,0,108,5,8,10,4
10261,2874,10,0,1,4,10,10,10
10262,2249,35,0,9,4,9,10,6
10263,1041,61,0,16,7,8,10,8
10264,1844,76,2,14,1,5,4,7
10265,609,159,0,43,7,4,10,2
10266,2188,67,2,18,5,6,4,7
10267,1593,114,2,36,6,6,4,6
10268,1419,78,0,17,6,9,10,4
10269,1473,317,2,71,4,3,4,3
10270,988,45,0,18,8,9,10,8
10271,541,244,0,19,7,3,10,7
10272,2146,146,1,103,4,7,4,2
10273,1190,95,0,20,1,4,10,8
10274,503,55,2,182,8,8,5,3
10275,1672,67,0,120,5,8,10,4
10276,2258,26,0,1,4,8,10,10
10277,2420,20,0,8,6,9,10,9
10278,1344,116,0,22,3,6,10,5
10279,1068,42,0,7,10,10,10,9
10280,2162,54,0,10,3,8,10,9
10281,2445,86,0,19,2,8,10,8
10282,2790,44,0,9,3,7,10,9
10283,829,210,3,9,3,2,2,8
10284,800,159,2,4,4,3,4,8
10285,1875,16,0,2,2,10,10,9
10286,1821,19,0,0,5,9,10,10
10287,1556,41,0,18,6,8,10,8
10288,1211,217,1,37,5,3,5,2
10289,3540,45,0,1,6,9,10,10
10290,2136,131,0,55,3,6,10,2
10291,1187,158,0,87,6,5,10,2
10292,1717,112,0,16,3,5,10,8
10293,3689,53,1,22,2,8,4,7
10294,1595,135,1,58,8,6,5,7
10295,366,497,0,123,4,1,10,1
10296,1498,54,1,122,5,8,6,1
10297,2029,12,0,2,9,10,10,9
10298,1361,74,0,9,6,8,10,8
10299,1586,18,0,4,8,9,10,9
10300,1500,61,2,15,7,8,5,7
10301,3332,20,0,4,2,9,10,9
10302,187,396,41,52,1,1,1,2
10303,1760,66,0,11,4,7,10,9
10304,1279,156,0,228,7,5,10,1
10305,1598,134,1,79,2,5,4,1
