고객번호,1_2기증감,2_3기증감,3_4기증감,4_5기증감,5_6기증감,6_7기증감
8805,-1,1,-1,1,0,-2
8806,1,1,-2,2,0,-2
8807,0,1,0,-1,1,-1
8808,1,-2,-1,-1,3,-2
8809,1,0,-1,1,1,-2
8810,0,0,-1,1,0,1
8811,0,0,0,0,-1,1
8812,-1,0,0,0,0,0
8813,1,0,0,0,0,-1
8814,0,-1,0,0,-1,-2
8815,-1,0,0,0,0,0
8816,1,0,-1,-1,1,1
8817,-2,1,0,0,0,1
8818,0,0,2,-2,1,0
8819,0,1,-1,1,0,0
8820,1,-1,1,-1,1,0
8821,0,1,0,0,-2,1
8822,0,0,1,0,-1,0
8823,0,0,-2,-5,2,-4
8824,0,0,0,-1,1,0
8825,-1,0,0,0,0,0
8826,2,0,0,0,0,0
8827,1,-1,-1,1,-1,1
8828,2,0,0,-3,1,-1
8829,2,-2,1,1,-1,0
8830,0,0,1,0,-1,0
8831,0,-1,2,-3,2,0
8832,-1,2,-1,0,0,0
8833,-2,-2,2,-1,2,-2
8834,0,0,1,0,-1,1
8835,-1,1,0,-1,1,0
8836,-1,1,0,-1,0,0
8837,-1,0,1,-1,2,-1
8838,0,0,0,0,0,0
8839,4,-1,-2,1,-1,0
8840,1,0,0,0,0,0
8841,-3,-2,4,-1,-1,1
8842,2,-1,-3,2,0,1
8843,0,0,-1,1,0,0
8844,1,0,-1,0,0,0
8845,0,1,1,-1,0,-2
8846,-1,1,-1,1,1,0
8847,0,-1,1,1,-1,1
8849,2,-2,1,-1,0,2
8850,1,0,0,0,0,1
8851,1,0,-1,0,0,-1
8852,0,0,0,0,0,0
8853,0,1,-2,1,1,0
8854,0,-1,0,0,0,0
8855,0,0,0,0,0,0
8856,2,-2,-1,1,0,1
8857,2,2,-4,3,0,0
8858,1,0,0,0,1,-1
8859,0,-1,0,1,0,-1
8860,0,0,-1,-1,1,0
8861,-2,-1,1,-1,-1,3
8862,-1,1,0,0,0,0
8863,-1,1,0,0,0,-1
8864,1,-1,0,0,0,1
8865,2,-1,1,1,-1,0
8866,0,1,-2,1,1,-1
8867,0,1,0,0,-1,0
8868,0,1,-1,0,0,1
8869,1,0,0,-1,0,1
8870,0,0,0,1,-1,-2
8871,0,-2,2,-1,1,-1
8872,0,1,0,-1,0,0
8873,0,1,1,-1,0,0
8874,-4,0,-1,0,0,0
8875,-2,1,0,0,-1,-1
8876,1,0,0,0,0,0
8877,0,0,-1,1,-1,1
8878,-4,3,0,-1,2,-1
8879,0,0,0,0,0,-1
8880,1,-2,0,2,-1,0
8881,0,-1,2,-2,0,0
8882,0,0,0,1,1,-1
8884,0,0,1,-2,1,-1
8885,4,0,1,-1,1,1
8886,-2,1,2,-2,2,-2
8887,0,-1,6,0,-1,0
8888,1,-1,0,-1,-1,2
8889,1,-1,2,-1,0,2
8890,1,-1,-1,0,0,0
8891,-1,1,-1,1,0,-1
8893,0,-1,0,0,1,0
8894,2,0,-2,0,-1,2
8895,0,1,0,0,0,0
8896,0,0,0,0,0,0
8897,-1,1,-2,1,-1,0
8898,1,0,0,0,-1,1
8899,1,1,-1,-1,2,0
8900,0,0,0,0,0,0
8901,0,0,0,0,0,0
8902,0,0,1,-1,-1,1
8903,-1,1,-1,1,0,0
8904,-1,0,-1,1,1,-1
8905,0,0,1,-1,0,0
8906,1,0,0,0,0,0
8907,0,0,-1,1,0,-1
8908,1,-1,1,0,1,-1
8909,0,0,0,0,0,1
8910,1,-1,0,1,-1,0
8911,-1,3,-2,0,1,0
8912,-1,0,-1,1,0,1
8913,-1,0,2,-2,0,0
8914,-1,0,0,-1,0,0
8915,-4,2,-1,1,2,-1
8916,0,1,-1,1,-1,2
8917,-1,0,0,0,1,0
8918,0,0,0,0,0,0
8919,0,0,0,1,-1,0
8920,0,1,0,1,-1,0
8921,0,3,-4,1,-1,-1
8922,0,-1,1,-1,0,0
8923,0,-1,0,1,0,0
8924,0,1,-1,0,1,-1
8925,-1,0,1,-1,-2,0
8926,-1,1,0,0,0,-1
8927,1,-1,-1,0,0,0
8928,0,-1,0,0,0,0
8929,-2,2,-2,1,0,1
8930,-1,1,-1,0,1,0
8931,1,0,-1,-1,0,0
8932,0,0,0,0,-1,1
8933,-3,1,-1,2,1,-1
8934,2,1,-1,0,-1,0
8935,0,-1,1,0,0,0
8936,-1,0,1,0,-1,2
8937,0,0,0,0,0,0
8938,1,0,-2,-2,3,-2
8939,-1,3,-2,2,-1,2
8940,-1,1,0,1,-1,0
8941,1,-2,-2,1,2,-2
8942,0,0,0,-1,0,0
8943,1,-1,1,-1,0,0
8944,-2,1,0,-2,0,1
8945,2,-1,0,0,0,0
8946,0,0,1,0,-1,1
8947,0,0,0,1,-1,0
8948,0,0,0,2,-2,2
8949,2,0,0,1,0,-1
8950,0,0,0,0,-1,0
8951,0,-1,1,0,0,0
8952,0,0,0,0,1,0
8953,0,0,0,1,-1,1
8954,-2,3,1,0,0,0
8955,0,0,-1,-1,2,0
8956,-1,0,1,-1,1,0
8957,-2,1,0,1,-2,-1
8958,-2,2,-2,2,0,-1
8959,0,1,1,-1,1,-1
8960,0,1,1,-2,0,1
8961,2,-1,0,-1,1,0
8962,0,-2,4,-1,-3,0
8963,-1,0,0,-1,0,1
8964,1,-1,0,1,0,0
8965,1,-1,0,0,1,-1
8966,0,0,0,0,-1,2
8967,0,0,1,-1,0,0
8968,-1,0,1,0,0,-1
8969,0,-1,1,0,0,-1
8970,-1,2,-1,-1,2,-1
8971,0,0,0,-2,0,0
8972,0,0,0,1,0,-1
8973,1,-1,-1,1,0,0
8974,-1,1,0,0,0,0
8975,0,1,0,-2,1,1
8976,-1,0,1,0,0,0
8977,2,0,0,-2,0,2
8978,0,2,-2,2,-1,0
8979,0,0,0,0,0,0
8980,0,1,-1,0,0,1
8981,2,-2,0,0,-1,0
8982,0,0,-2,3,-1,1
8983,0,0,0,1,-1,2
8984,0,0,0,0,0,0
8985,0,0,0,1,-1,1
8986,-2,1,0,-2,2,-2
8987,0,-1,1,-1,3,-2
8988,0,-1,1,0,0,-1
8989,1,0,2,-1,0,-2
8990,0,-1,-1,-1,-1,0
8991,0,2,0,-1,0,-1
8992,0,0,0,1,0,0
8993,0,0,0,0,0,0
8994,0,2,-2,0,2,0
8995,-2,0,0,0,-1,1
8996,0,1,-1,0,0,-1
8997,-1,0,2,-2,1,-1
8998,-2,2,1,0,0,0
8999,1,1,0,-1,2,-1
9000,0,-1,1,0,0,0
9001,0,0,1,-1,0,0
9002,-1,1,1,0,-1,-1
9003,-1,1,-1,1,0,-2
9004,2,0,0,0,0,-1
9005,-3,1,1,0,0,0
9006,0,2,-1,0,0,-2
9007,0,1,1,-2,-1,0
9008,-2,0,-1,0,1,1
9009,2,-1,1,1,-1,1
9010,-1,0,1,0,0,1
9011,0,0,0,0,2,-2
9012,1,-2,1,2,-3,2
9013,0,-1,0,0,0,-2
9014,0,1,1,-1,-1,1
9015,0,0,0,-1,1,0
9016,0,1,0,-1,1,1
9017,1,0,1,-2,1,1
9018,-1,0,0,0,-2,0
9019,1,-1,1,0,0,0
9020,1,-1,1,-1,0,1
9021,0,1,0,-2,2,0
9022,0,0,-2,0,1,-1
9023,1,-4,5,-4,3,-2
9024,0,-1,1,2,-2,0
9025,1,-1,1,-2,1,2
9026,0,0,0,0,0,0
9027,1,1,-2,0,0,4
9028,0,0,-3,2,-2,2
9029,0,0,2,-2,-1,0
9030,-1,1,1,0,0,-1
9031,1,-1,0,1,-1,0
9032,-4,1,-2,3,1,0
9033,1,-1,0,1,0,0
9035,-1,2,-2,0,0,1
9036,0,0,0,0,0,0
9037,-1,1,-1,-1,0,1
9038,2,-1,2,-3,0,1
9039,-1,1,-1,0,1,-1
9040,-2,2,0,-1,1,0
9041,0,0,1,-1,1,-1
9042,-4,4,1,0,-1,1
9043,0,-2,2,1,-2,0
9044,-1,1,-1,1,0,-1
9045,0,0,1,-1,1,1
9046,-1,1,-1,-1,2,-1
9047,2,-1,0,-1,2,-1
9048,-1,1,0,-1,0,1
9049,0,0,0,1,0,0
9050,0,0,0,-3,3,-1
9051,0,-1,0,0,1,0
9052,0,-2,0,0,1,0
9053,1,0,0,-1,0,1
9054,0,0,-2,1,0,0
9055,0,1,1,-1,1,-1
9056,0,1,-2,1,1,-1
9058,-2,1,0,0,0,0
9059,0,2,-1,1,0,0
9060,0,0,1,0,1,0
9061,-1,1,0,0,-1,1
9062,1,0,0,1,-3,1
9063,-1,-1,2,-2,1,1
9064,0,-1,0,0,0,0
9065,-1,0,-1,2,-1,0
9066,-2,1,-2,2,1,0
9067,-1,0,0,0,1,0
9068,-1,1,1,1,0,0
9069,0,0,0,0,0,-1
9070,-1,1,0,0,-1,2
9071,1,0,-1,-1,0,1
9072,-1,1,0,0,1,-1
9073,0,0,1,-1,-1,2
9074,1,-1,0,0,1,-2
9075,0,0,2,-1,-1,2
9076,1,-2,2,-2,1,0
9077,-1,0,0,2,-1,0
9078,0,-1,0,-1,2,-1
9079,1,-3,1,1,2,0
9080,1,-1,1,0,0,0
9081,0,0,0,-1,0,0
9082,0,2,-3,1,-2,3
9083,0,0,1,-1,1,1
9084,0,0,0,-1,1,0
9085,-1,-1,1,0,0,0
9086,0,1,0,2,-1,-1
9087,0,-2,0,0,1,-1
9088,0,0,1,0,-1,0
9089,0,-1,0,1,0,0
9090,-1,1,0,-1,1,3
9091,1,0,0,-1,1,1
9092,-1,2,-1,1,-3,1
9093,0,0,0,-1,0,0
9094,1,0,-1,0,-1,2
9095,-1,0,-1,0,2,0
9096,1,1,-1,0,0,0
9097,-1,1,0,-1,-1,1
9098,-3,1,-1,1,1,-3
9099,0,2,-2,0,0,2
9100,3,0,-1,1,0,0
9101,-1,0,0,1,-1,-2
9102,0,0,0,-1,0,-1
9103,0,0,-2,0,1,0
9104,4,-1,0,-2,-1,1
9105,0,0,0,0,0,0
9106,0,-1,1,0,0,0
9107,-1,0,0,0,0,2
9108,-1,1,-1,1,0,0
9109,1,0,-2,2,-1,0
9110,-1,1,-1,0,0,0
9111,2,-2,1,-1,0,1
9112,0,1,-1,1,-1,1
9113,0,0,0,2,-1,1
9114,0,0,-1,1,0,0
9115,-1,1,-1,1,-1,1
9116,0,-1,0,1,0,-1
9117,-2,1,0,-2,0,0
9118,1,-2,1,0,0,0
9119,0,-1,1,-1,0,0
9120,-4,3,0,0,-1,1
9121,0,0,3,-3,0,0
9122,0,0,0,-2,1,0
9123,-1,1,-1,3,-1,-1
9124,1,-2,3,-1,0,-2
9125,0,0,0,0,0,0
9126,0,0,1,-2,2,-1
9127,0,-1,1,0,0,1
9128,0,0,0,0,0,0
9129,-1,-1,2,-2,1,-2
9130,-1,1,0,0,-1,1
9131,0,-1,1,0,0,1
9132,1,1,-1,-1,0,0
9133,0,0,0,0,0,0
9134,0,0,0,0,0,0
9135,0,0,-2,1,0,0
9136,0,0,0,0,0,0
9137,-1,0,0,2,0,0
9138,0,1,1,0,1,-1
9140,0,1,0,0,-1,-1
9141,1,0,0,0,1,-1
9142,1,0,0,-2,1,1
9143,1,-1,-1,2,-2,0
9144,1,0,0,-2,2,-2
9145,0,1,0,0,0,-2
9146,0,1,-2,0,-1,0
9147,0,1,-1,1,-2,0
9148,0,2,-4,1,-1,1
9149,1,-1,2,-2,-1,1
9150,0,0,-1,1,1,-1
9151,1,-1,0,1,-1,1
9152,0,1,-1,0,-1,2
9153,-1,2,1,-3,2,0
9154,0,0,-2,0,0,0
9155,-1,1,0,0,-3,0
9156,0,1,-1,0,0,-1
9157,0,-1,0,1,0,0
9158,0,0,0,0,0,1
9159,-1,1,2,-2,1,0
9160,0,0,0,0,0,0
9161,0,1,-1,2,0,-1
9162,0,0,1,-3,3,0
9163,-1,-1,0,0,0,1
9164,0,1,-1,0,1,0
9165,0,0,0,0,0,0
9166,0,1,-1,1,-1,1
9167,1,-1,-1,1,-1,1
9168,0,0,-1,0,1,-1
9169,-1,3,-2,0,0,1
9170,2,-1,0,-1,1,1
9171,-2,1,0,0,-2,1
9172,0,1,0,-1,0,0
9173,1,0,2,-2,-1,1
9174,0,1,0,0,0,-3
9175,-1,0,0,0,1,-1
9176,0,-1,0,3,-1,0
9177,-1,1,-1,0,0,0
9178,-1,0,0,0,0,0
9179,0,0,-1,0,1,1
9180,0,1,1,-1,0,0
9181,0,0,1,-1,2,-1
9182,-1,0,0,0,0,0
9183,1,-1,1,-1,0,0
9184,-1,-1,1,0,1,1
9185,0,0,0,0,-1,1
9186,0,0,0,1,0,0
9187,3,-3,3,0,0,0
9188,-1,2,-1,-2,0,0
9189,0,0,-2,2,0,-1
9190,-1,-2,1,0,1,0
9191,1,-1,2,-2,1,-1
9192,1,-1,1,0,1,-2
9193,0,2,-2,0,2,-1
9194,1,-1,1,-1,1,-1
9195,0,-1,1,0,-1,-1
9196,2,0,2,-1,1,-4
9197,1,-1,0,1,-1,3
9198,0,0,0,0,0,0
9199,-1,0,1,0,0,0
9200,-1,0,0,0,1,-1
9201,-1,0,1,-1,0,0
9202,1,0,0,0,0,-1
9203,0,0,0,0,-1,1
9204,0,0,0,1,-1,1
9205,-2,1,0,0,-2,0
9206,0,0,-1,1,0,0
9207,0,-1,0,0,0,0
9208,1,-1,-1,1,-1,1
9209,-1,1,0,0,0,0
9210,0,0,0,2,1,-2
9211,1,-1,-2,1,-1,1
9212,-1,0,-2,2,-4,3
9213,-1,1,-2,1,0,0
9214,-1,-1,2,-1,0,0
9215,0,0,0,0,0,0
9216,0,0,0,-1,1,0
9217,5,0,0,-1,1,-1
9218,1,1,0,-1,1,2
9219,0,0,0,0,0,0
9220,0,-1,0,1,-1,0
9221,-1,1,0,-1,2,-1
9222,-2,1,2,0,-1,0
9223,-1,1,0,-1,0,0
9224,-2,0,2,0,1,-2
9225,0,0,0,1,-1,0
9226,0,1,0,-1,1,-1
9227,0,1,2,-3,1,-2
9228,0,0,-1,0,1,-1
9229,0,0,0,2,-1,-1
9230,2,0,0,-1,0,0
9231,0,0,0,0,0,1
9232,0,0,1,1,-2,3
9233,0,-1,1,0,-2,2
9234,0,1,-2,2,-1,1
9235,0,2,-1,-3,3,0
9236,1,0,1,-2,1,2
9237,1,0,-1,0,0,-1
9238,1,-1,1,0,0,0
9239,0,-1,0,0,-1,1
9240,1,0,-2,1,1,-2
9241,2,-2,2,0,1,0
9242,0,0,1,-1,1,-1
9243,0,1,-1,0,1,1
9244,0,0,0,0,0,0
9245,1,-1,0,0,0,0
9246,1,-1,-1,1,0,-1
9247,-1,1,1,-3,1,1
9248,-3,2,-1,2,0,0
9249,2,-1,0,0,-1,1
9250,1,-1,1,1,-1,1
9251,1,1,1,0,-2,1
9252,1,0,0,-1,0,1
9253,0,-1,0,0,1,-1
9254,-3,1,1,1,0,-2
9255,0,0,-1,0,1,-1
9256,1,0,0,0,-2,2
9257,0,-1,0,-1,2,-1
9258,-1,-1,2,-2,1,0
9259,0,-1,1,2,-2,0
9260,0,2,-1,0,0,0
9261,1,-1,1,-1,1,-1
9262,0,1,-1,-1,1,0
9263,0,-1,0,1,-1,0
9264,0,1,2,-2,-1,2
9265,0,0,0,1,-2,1
9266,2,-1,0,2,-3,2
9267,0,-1,-1,2,-1,0
9268,1,-2,-1,1,0,0
9269,1,0,-2,-1,4,-2
9270,0,0,0,-1,-1,1
9271,-1,0,1,-1,-1,1
9272,0,0,0,8,0,0
9273,-1,0,-1,1,1,-2
9274,-1,0,1,0,1,-3
9275,-1,0,2,-2,2,1
9276,-2,1,0,-1,2,-1
9277,0,1,0,0,-1,2
9278,0,0,0,-2,2,-1
9279,-3,6,-1,-6,1,1
9280,0,0,0,0,0,0
9281,0,0,-1,0,1,0
9282,1,0,0,0,0,-1
9283,0,1,0,-1,0,2
9284,-1,1,0,-1,1,0
9285,0,0,4,-4,4,-2
9286,2,0,1,-6,5,0
9287,0,0,-1,0,0,0
9288,-3,2,2,-1,0,0
9289,2,0,0,0,1,1
9290,0,1,-1,0,0,-1
9291,0,0,2,-2,1,0
9292,2,-1,-2,1,0,-2
9293,0,-1,1,1,0,-1
9294,1,-1,2,0,1,-2
9295,7,-2,1,0,1,0
9296,1,-1,1,-3,1,0
9297,0,0,0,3,-2,3
9298,-1,0,-1,1,-1,1
9299,0,-1,1,0,0,0
9300,0,-2,3,-1,0,1
9301,0,0,-1,2,-1,2
9302,0,0,0,1,-2,1
9303,-2,1,0,1,1,0
9304,0,0,-1,0,0,0
9305,0,0,-1,1,-2,2
9306,-3,3,-3,2,1,-1
9307,-1,0,-1,1,-1,1
9308,2,-2,0,1,0,0
9309,4,0,-1,1,0,0
9310,1,0,0,0,1,-1
9311,1,-1,1,0,0,0
9312,0,0,0,0,0,0
9313,0,0,0,0,3,0
9314,0,2,-2,0,0,0
9315,-1,-1,0,1,-1,0
9316,-1,1,0,1,-1,2
9317,0,0,1,0,-2,0
9318,-4,2,0,-1,2,0
9319,0,-1,2,-1,0,-1
9320,0,-2,2,-2,0,1
9321,0,1,0,-1,1,-1
9322,-4,2,1,-1,-2,1
9323,-1,-1,2,0,-1,-1
9324,-1,1,-1,1,-1,1
9325,-1,1,-1,0,0,1
9326,0,0,0,0,1,0
9327,0,-1,0,0,1,0
9328,-1,0,0,0,-1,0
9329,1,1,-2,1,-1,0
9330,0,3,-3,1,2,1
9331,1,0,0,0,2,0
9332,1,-1,0,0,1,-1
9333,-1,1,0,-1,1,-3
9334,0,0,0,1,-1,1
9335,0,-3,4,-2,-1,0
9337,0,-1,-2,2,1,3
9339,-3,2,-2,0,0,0
9340,0,0,-2,2,0,-1
9341,0,-2,3,-1,1,-2
9342,-3,2,0,0,0,0
9343,0,0,1,-1,1,-1
9344,1,-1,-1,0,3,-1
9345,0,0,0,1,-1,-1
9346,-1,-3,5,-3,-1,3
9347,0,-1,0,1,0,-1
9348,-1,0,0,0,0,0
9349,0,0,1,-1,0,1
9350,-1,1,0,0,0,1
9351,-1,-1,1,2,-1,0
9352,0,-1,0,0,1,-1
9353,0,0,-1,1,0,0
9354,1,0,-3,3,0,0
9355,0,-1,0,1,-3,3
9356,1,-2,3,-2,-3,5
9357,1,0,0,-1,1,0
9358,0,1,-1,0,0,0
9359,0,0,0,-1,-1,2
9360,0,1,1,0,-1,1
9361,0,0,0,0,0,0
9362,0,0,0,0,0,1
9363,0,0,2,-2,0,0
9364,0,-1,1,-1,1,0
9365,-1,1,0,0,0,0
9366,2,-2,-1,2,-2,0
9367,1,0,1,0,0,-1
9368,-1,0,2,-2,0,0
9369,-1,0,2,-1,-1,0
9370,-1,-1,0,1,3,-3
9371,-1,1,-1,1,1,-1
9372,-1,1,-2,2,-1,1
9373,1,-2,1,0,0,0
9374,-1,0,0,0,1,-2
9375,1,-1,1,0,0,1
9376,0,1,0,-1,1,0
9377,0,0,0,-4,4,0
9378,2,1,2,-3,0,0
9379,1,0,0,-1,1,-1
9380,-2,2,-3,2,0,1
9381,-2,0,0,1,0,-1
9382,0,1,0,0,0,0
9383,2,-1,1,0,-1,1
9384,-1,2,-1,1,0,-1
9385,1,1,1,1,-1,0
9386,1,-2,1,-1,0,-1
9387,-1,-1,0,1,0,0
9388,-1,1,-1,1,-1,0
9389,0,-1,-1,1,2,-2
9390,0,0,0,2,-1,1
9391,1,-2,-1,3,-1,0
9392,3,-1,2,-1,-2,2
9393,0,-1,-1,1,-1,1
9394,0,0,0,-2,2,-2
9395,2,0,1,0,0,-1
9396,0,0,0,-1,0,1
9397,1,0,-1,2,-1,-1
9398,0,0,1,-1,0,0
9399,0,0,1,0,-1,1
9400,0,1,-1,1,0,-1
9401,0,-2,1,-1,0,-3
9402,1,-1,1,-1,0,2
9403,0,0,0,0,0,0
9404,-2,-1,2,1,-1,3
9405,0,-1,0,1,0,0
9406,0,0,5,-5,1,-1
9407,1,0,0,1,-1,0
9408,1,0,0,-2,1,1
9409,0,0,1,-1,0,0
9410,-1,1,1,-3,0,0
9411,-1,0,0,2,-1,0
9412,0,1,-1,1,1,-2
9413,-1,0,0,1,1,-2
9414,-1,2,1,-3,1,0
9415,0,0,2,-2,0,1
9416,0,1,-1,2,0,0
9417,3,-3,0,0,-1,1
9418,0,1,0,0,-1,0
9419,-1,0,0,0,0,1
9420,0,0,1,-1,-1,1
9421,-1,0,0,0,0,0
9422,2,0,0,-1,0,-1
9423,-2,1,-1,-2,2,0
9424,1,-1,-1,1,2,-4
9425,0,1,-1,1,0,-1
9426,-2,2,-1,0,1,0
9427,1,-1,1,0,1,0
9428,0,0,0,0,0,0
9429,-2,5,1,0,0,0
9430,-1,1,1,0,-2,1
9431,0,0,-2,2,-1,1
9432,0,0,0,0,0,0
9433,1,3,-1,0,-1,1
9434,0,-1,1,0,0,-3
9435,0,0,0,0,0,0
9436,2,1,2,-1,0,0
9437,-2,2,-1,2,-2,2
9438,-1,1,-2,1,1,-1
9439,-1,0,1,0,0,-1
9440,0,0,0,0,0,0
9441,-1,1,-1,0,1,-1
9442,1,-1,1,0,1,-2
9443,-1,0,0,-1,2,-1
9444,0,0,0,1,-2,-1
9445,0,-1,0,0,1,-1
9446,-1,0,-1,1,-2,-1
9447,-1,1,0,-1,1,0
9448,-1,1,1,0,-1,0
9449,1,-1,1,-1,2,-1
9450,1,0,1,-2,-1,1
9451,1,0,0,-1,1,-1
9452,-1,1,-1,0,1,-1
9453,-1,-1,0,-2,3,0
9454,-1,0,0,1,-1,-1
9455,0,-1,-1,-1,-2,1
9456,0,0,0,0,0,0
9457,0,-1,1,-1,1,0
9458,-1,0,2,0,-1,1
9459,2,0,0,0,0,-1
9460,0,0,1,-1,1,-1
9461,-2,2,-2,1,-1,2
9462,0,-1,1,0,-2,0
9463,1,0,-2,3,-2,0
9464,2,-3,3,-2,1,1
9465,-1,0,1,0,-1,1
9466,0,0,0,0,0,0
9467,0,0,-1,1,1,-1
9468,0,0,0,0,0,-1
9469,0,0,-1,2,-1,1
9470,1,-1,0,0,1,1
9471,0,0,-1,2,0,-1
9472,1,-1,0,2,-3,1
9473,-2,1,0,0,-2,2
9474,-1,1,0,-1,0,0
9475,1,-3,3,-3,1,1
9476,1,-1,0,2,0,-1
9477,0,1,0,-1,1,-1
9478,0,-1,0,0,-1,0
9479,0,1,0,0,-2,1
9480,0,0,-1,1,1,-1
9481,1,-1,0,0,1,-1
9482,0,0,0,-1,-1,0
9483,0,-1,1,-2,0,1
9484,1,-1,0,0,1,-1
9485,0,0,1,1,0,2
9486,0,0,0,0,0,0
9487,2,0,0,-1,1,0
9488,0,1,1,0,0,1
9489,0,0,0,0,-1,1
9490,-2,-1,0,2,1,1
9491,1,-1,0,0,0,1
9492,-1,-2,2,0,0,0
9493,-1,-1,1,0,-2,3
9494,1,-2,2,0,0,0
9495,2,0,-1,1,0,0
9496,0,-1,0,1,0,1
9497,1,-2,2,-2,0,-2
9498,0,-1,1,0,0,0
9499,1,1,0,-1,-2,3
9500,-1,1,0,0,0,-1
9501,1,0,0,0,0,1
9502,-1,1,-1,1,0,0
9503,1,-1,0,1,0,0
9504,-1,-1,0,1,-1,0
9505,-1,-1,3,0,-2,0
9506,0,0,-1,0,1,-3
9507,-1,0,0,1,0,-3
9508,0,0,0,0,0,0
9509,1,-2,1,0,-1,1
9510,0,2,-2,1,-1,-1
9511,1,-1,0,0,0,1
9512,-1,2,0,-2,1,1
9513,0,0,0,0,0,0
9514,0,-1,0,1,0,0
9515,-2,3,0,-4,0,1
9516,-1,1,1,-3,5,-1
9517,-2,3,0,0,0,0
9518,0,0,1,0,-1,1
9519,-1,0,0,2,1,-1
9520,3,-3,3,-4,4,-1
9521,0,-1,0,1,-2,1
9522,0,0,0,0,0,0
9523,0,1,0,-1,0,1
9525,0,0,0,0,0,0
9526,-1,0,1,1,0,1
9527,0,0,0,0,0,0
9528,-3,0,-4,5,-1,1
9529,-1,1,0,0,-1,0
9530,-1,1,-1,1,-2,1
9531,-1,1,-1,0,1,0
9532,1,-2,4,-2,-1,1
9533,0,0,1,-1,0,0
9534,-1,1,-1,1,-1,1
9535,0,0,2,-2,0,0
9536,1,-1,-1,1,0,0
9537,0,-2,1,0,1,-1
9538,0,1,-1,0,1,0
9539,0,0,0,1,-1,1
9540,3,-3,0,0,0,0
9541,0,0,0,1,-2,0
9542,0,0,0,0,0,0
9543,0,1,-2,1,1,1
9544,0,0,0,0,0,0
9545,1,0,-1,3,-2,-1
9546,1,-1,1,-2,2,-2
9547,0,3,-1,1,-1,2
9548,1,-2,1,-2,3,0
9549,0,-1,0,0,0,1
9551,1,0,0,-1,0,1
9553,-1,0,1,1,-1,-1
9554,-3,2,-2,2,-1,1
9555,-1,-2,-1,1,1,0
9556,-2,0,0,0,-1,1
9558,0,0,0,-1,1,0
9559,-2,0,1,1,-1,0
9560,-1,0,1,0,0,0
9561,-1,1,0,-1,0,-1
9562,-3,-1,1,-1,1,-4
9563,1,-2,1,0,0,1
9564,1,1,-1,1,-1,-1
9565,2,0,0,0,-1,1
9567,-1,2,-1,0,0,0
9568,1,0,0,1,-1,0
9569,0,-1,-3,-2,5,-2
9570,-2,6,-1,0,0,-1
9571,0,1,0,0,0,0
9572,3,1,-1,0,0,1
9573,3,-2,2,-1,0,-1
9574,0,0,0,0,0,0
9575,1,0,-1,0,1,0
9576,-1,0,-1,2,0,0
9577,-4,1,-2,-1,1,0
9578,-1,1,0,0,-1,0
9579,0,0,0,-1,1,-2
9580,0,0,-1,0,2,0
9581,-2,0,0,0,1,-2
9582,1,-2,2,0,0,0
9583,-1,1,1,0,1,-1
9584,2,-1,2,0,0,0
9585,1,-1,0,0,-1,0
9586,0,0,1,-1,0,0
9587,-1,0,1,-3,3,0
9588,1,-1,-1,1,1,0
9589,1,0,1,0,-1,0
9590,-1,0,0,1,0,-1
9591,0,0,0,0,0,0
9592,0,0,0,0,0,0
9593,1,-1,0,1,0,1
9594,-1,0,0,-1,0,0
9595,-1,1,-2,2,0,0
9596,0,0,0,1,-2,2
9597,0,-3,4,-1,1,0
9598,-1,0,1,-1,1,0
9599,0,1,1,-1,0,-1
9600,0,-1,1,1,-4,0
9601,1,1,-1,1,-3,1
9602,0,-2,1,-1,2,-1
9603,0,0,0,0,0,0
9604,-1,0,-1,0,-1,0
9605,0,-1,1,0,0,-1
9606,0,0,0,0,0,0
9607,-1,0,0,0,0,0
9608,1,2,-3,2,-2,0
9609,-1,1,-1,1,0,0
9611,0,2,-4,3,-1,1
9612,-5,0,1,-1,5,-5
9613,-1,2,-1,1,-3,3
9614,0,-3,3,-1,-2,2
9615,2,-2,1,1,-2,3
9616,-3,2,1,1,0,0
9617,-1,3,0,-1,0,1
9618,0,0,0,-1,0,0
9619,1,-5,2,3,-1,-3
9620,1,-1,0,1,0,-1
9621,0,0,0,0,0,0
9622,0,0,0,0,0,0
9623,1,0,2,-1,0,-2
9624,0,1,-1,0,0,1
9625,0,0,0,0,1,0
9626,0,0,0,0,0,0
9627,0,1,0,-1,0,-1
9628,0,2,-1,0,0,0
9629,0,-1,1,1,-2,1
9630,-4,0,0,1,3,-3
9631,-1,0,0,1,-1,0
9632,0,-1,1,-1,1,0
9633,-3,4,-1,2,-3,-1
9634,0,1,0,0,0,0
9635,-2,1,2,-1,1,-1
9636,1,0,0,0,0,1
9637,0,1,0,-1,1,0
9638,1,-2,-1,1,-1,2
9639,0,0,-1,2,-1,0
9641,-1,1,0,-1,1,0
9642,0,0,0,0,-1,0
9643,-1,0,0,1,-2,0
9644,-1,0,0,0,1,-2
9645,3,-2,2,0,-2,1
9647,-1,2,1,0,0,0
9648,0,0,-1,1,0,0
9649,0,0,0,0,0,2
9650,1,0,-1,0,0,0
9651,-1,0,1,-2,0,3
9652,1,0,0,0,0,-5
9653,0,0,-1,2,-3,1
9654,1,0,-1,1,0,-1
9655,0,-1,1,-2,2,-2
