고객번호,편의품_증감율,편의품_변동율,편의품CV,선매품_증감율,선매품_변동율,선매품CV,전문품_증감율,전문품_변동율,전문품CV,기타_증감율,기타_변동율,기타CV,A증감율,A변동율,A_CV,B증감율,B변동율,B_CV,식품_증감율,식품_변동율,식품CV,의류_증감율,의류_변동율,의류CV,생활_증감율,생활_변동율,생활CV
6911,0,2,0.146292573,0,0,0.520552624,0,0,0,1,7,0.743261239,1,1,0.062839386,0,4,0.011636615,0,2,0.180166935,0,2,0.412235866,2,6,0.514993674
6912,2,4,0.356028206,0,2,0.493084038,0,0,0,0,2,0.20574236,0,0,0.028168322,0,0,0.021859202,2,4,0.470811923,0,2,0.475138649,0,6,0.549876215
6913,0,6,0.305853355,-1,1,0.590384724,0,0,0,-1,1,0.271148369,0,0,0.065677157,0,2,0.017156707,1,7,0.356267103,-1,5,0.776627365,1,5,0.408912354
6914,2,4,0.340504033,0,2,0.475981421,3,3,2.645751311,2,8,1.04120815,3,3,0.444228758,0,0,0.023706273,1,1,0.367241598,1,3,0.883483486,0,8,0.9987411
6915,1,3,0.241300257,-1,3,0.710779942,0,0,0,1,1,0.497308672,0,4,2.645751311,0,0,0.020336135,1,3,0.303007487,0,2,0.470791557,1,5,0.530690532
6916,2,4,0.367641136,0,0,0.359059099,0,12,1.048330801,2,12,1.050387436,-1,3,0.020897872,0,4,2.645751311,1,1,0.370252613,0,0,0.370630521,0,6,1.185152119
6917,1,9,0.293602786,1,1,0.509975011,4,4,2.645751311,1,1,0.835745888,0,0,0.044892839,-1,3,0.070039768,1,5,0.280269903,1,1,0.487111063,0,6,0.501952247
6918,0,4,0.545682941,1,1,0.386843608,0,6,2.645751311,0,6,0.576602164,0,0,0.017495625,2,2,2.645751311,-1,1,0.538130626,1,3,0.566898665,-2,6,1.185935249
6919,0,0,0.331530893,0,0,0.337615014,0,6,2.645751311,0,2,0.412406521,0,2,0.022128188,-1,9,0.68640324,0,0,0.299816744,-1,1,0.506525844,2,10,1.250098131
6920,2,2,0.23048984,2,8,1.791972089,0,0,0,0,2,1.715257959,3,5,1.292524968,1,1,0.035951969,1,3,0.231572838,3,7,1.99247291,2,6,0.525110012
6921,0,0,0.196528925,0,2,0.519530479,0,6,1.313185171,0,2,0.904161137,0,2,0.029355118,0,2,0.015131383,1,1,0.234026976,-1,1,0.576174758,-1,5,0.825901244
6922,0,2,0.384593001,0,6,0.688851322,0,6,2.645751311,0,0,0.189558958,0,0,0.03531595,-3,9,1.708191233,-1,3,0.42291521,0,8,0.720764559,0,10,0.782133108
6923,0,0,0.25999091,-1,1,0.513794638,0,8,0.890552422,2,8,0.795297218,-1,3,0.02716875,0,2,0.013652464,0,0,0.319408948,-1,1,0.514689964,0,6,1.213780535
6924,0,6,2.035527062,-1,1,0.21516945,3,3,2.364716528,1,5,0.715743156,0,2,0.024532713,2,6,1.709122211,0,0,0.660614539,0,2,0.49971247,1,9,2.521881626
6925,0,6,0.40937518,0,0,0.508135406,0,12,1.780378274,1,7,0.819190081,-1,3,0.026162167,3,7,0.69353301,-1,9,0.590824633,0,2,0.712000105,0,4,1.172990643
6926,2,8,0.27299935,1,3,0.504556831,0,0,0,2,2,1.025420705,0,2,0.047080277,0,2,0.022354143,1,5,0.256911885,1,3,0.498751929,1,5,0.542356673
6927,1,1,0.13658563,0,4,0.476721992,0,4,2.645751311,0,4,0.527862146,0,4,0.123597357,0,2,0.013610349,1,1,0.142978419,-1,1,0.552958454,0,6,0.402753563
6928,0,2,0.428068298,-1,5,0.62438654,0,4,2.645751311,1,3,0.685092498,0,8,0.464106911,0,2,0.016031945,1,5,0.274884993,-1,9,0.61815501,0,4,1.655910775
6929,0,4,0.121741395,0,4,2.075266173,0,0,0,0,2,2.645751311,0,4,2.645751311,0,10,1.729981839,0,4,0.145653795,0,4,1.535298665,-1,3,0.232981516
6930,1,5,0.342422998,0,4,1.05879974,2,2,2.645751311,-1,3,0.493407812,2,4,1.722312569,0,2,0.024787682,2,2,0.44818768,1,5,1.939580066,-1,9,1.064220805
6931,0,2,0.286716399,0,0,0.416960013,0,14,2.583350109,-1,3,0.844213414,0,4,0.027413702,-3,3,0.441818519,0,2,0.340604761,1,1,0.484714631,0,0,0.286922016
6932,0,0,0.184206802,1,3,0.734497515,0,0,0,1,3,0.575924553,0,0,0.028024785,0,0,0.016406272,1,1,0.177643405,1,3,0.630925009,1,7,0.555600785
6933,2,2,0.342880933,0,4,0.641515357,-3,7,2.632211507,1,1,0.76977206,-1,3,0.155689302,0,4,0.029485283,2,2,0.344022093,-1,3,0.739776433,1,5,0.696979549
6934,0,4,0.151766383,-1,3,0.804636991,0,0,0,2,6,0.800452402,0,4,2.645751311,-1,3,0.091997129,-1,3,0.202742145,-1,5,0.84062535,1,3,0.221231958
6935,0,0,0.520664181,3,5,0.871290459,0,0,0,2,4,0.983961024,3,3,0.443746614,3,5,0.938819951,0,0,0.389256029,3,5,0.960523346,3,9,0.850881885
6936,0,2,0.122045126,-1,5,0.655686362,0,0,0,0,0,0.148123747,0,4,2.645751311,0,2,0.023260262,0,0,0.177799942,0,4,0.642980354,-1,3,0.393091532
6937,0,6,0.270807264,0,4,0.641894021,0,10,2.62852089,1,1,0.871177153,0,2,0.030902251,0,6,0.442684475,0,4,0.264204975,0,2,0.489614168,2,10,0.880453475
6938,0,2,0.253472643,0,0,0.182569197,0,0,0,0,2,0.382738548,0,0,0.007206359,0,2,0.022209225,0,2,0.375361587,1,1,0.306147573,-1,5,0.500869605
6939,1,1,0.283639207,0,0,0.321754579,0,0,0.937633021,0,0,0.442419188,-1,3,0.016742202,0,6,0.446110051,0,2,0.421434883,0,4,0.583108674,0,6,0.751272795
6940,0,0,0.194061583,0,2,0.404299511,0,0,0,2,6,0.958602149,0,0,0,0,2,0.012104398,0,0,0.210999216,0,4,0.619787457,2,4,0.552961784
6941,-1,11,0.521937667,0,2,0.434027088,3,11,1.267251203,0,2,0.52108323,0,2,0.028699593,0,4,2.645751311,0,6,0.365744013,0,2,0.685119212,0,8,0.985761885
6942,0,2,0.199123347,-1,3,0.516431072,0,0,0,1,7,0.892463168,-1,7,0.445050914,0,2,0.009369525,1,3,0.312963315,-1,3,0.532450216,-1,7,0.364519944
6943,-1,7,0.383759751,0,2,0.516583471,1,5,1.56038153,0,0,0.135836897,0,2,0.034613006,0,2,0.049447738,0,4,0.387933319,0,4,0.549617988,0,6,1.003063201
6944,2,2,0.26838168,1,1,2.645751311,0,0,0,1,1,1.740964174,2,2,2.645751311,3,3,1.711006672,2,4,0.368165491,1,1,2.645751311,1,3,0.689729859
6945,1,5,0.455037674,1,3,0.724218134,0,0,0,1,5,0.75094405,0,0,0.028969309,0,0,0.053574115,1,9,0.555470995,2,4,0.749564709,2,6,0.467907397
6946,-3,5,0.464417851,0,6,0.619523542,0,0,0,-1,9,0.788270195,2,2,2.645751311,0,0,0.036836522,-2,6,0.449321492,-1,5,0.952013099,1,9,1.007942028
6947,2,4,0.397589894,0,0,0.476691028,4,4,0.817404666,0,2,0.617900555,1,3,0.028540028,3,3,0.683966185,2,4,0.374718111,2,2,0.71518494,-1,9,0.585230853
6948,-1,7,0.377275776,0,4,0.369489594,-4,6,2.085365974,2,6,0.83147399,-1,3,0.035690178,-3,3,0.442307077,-1,7,0.444447673,-1,1,0.515359697,-2,10,1.07909236
6949,0,4,0.142238749,-1,5,1.046078274,0,0,0,0,6,0.850625247,0,6,2.645751311,0,0,0.02879124,0,4,0.155772874,-1,7,1.840645808,1,7,0.25170524
6950,0,8,0.481784543,1,3,0.477973196,0,0,0.665466563,-1,3,0.432011725,0,0,0.039651128,-2,12,0.936149002,0,8,0.413480318,1,3,0.464048377,2,4,1.073973836
6951,0,0,0.275678455,0,4,1.372141234,0,0,0,0,0,0,0,4,1.708741045,2,4,0.690690134,0,0,0.236709382,0,4,1.392622819,-1,1,1.067511202
6952,0,4,0.175887385,0,2,0.714876292,2,6,1.89704489,3,5,0.899892493,-3,5,0.688498816,0,2,0.017800764,0,4,0.218477769,-2,2,0.762466578,0,4,0.231728352
6953,2,2,0.163380696,0,2,0.407694322,3,3,1.978050429,-1,3,0.455342335,2,6,0.951337149,0,2,0.011503688,2,2,0.22950323,0,0,0.262260865,0,2,0.421712067
6954,0,4,0.287559518,-1,1,0.430058211,2,8,2.036135507,2,2,0.449821597,0,0,0.025484166,-1,5,1.719971968,0,2,0.3477172,-1,1,0.564918347,0,8,1.237055573
6955,0,4,0.195318116,1,3,0.557808333,0,0,0,1,7,0.603810737,1,3,0.082591023,0,0,0.019100126,0,6,0.241752492,0,4,0.781833285,0,8,0.551790083
6956,1,1,0.149076912,0,6,2.040616126,0,0,0,0,0,0,0,6,2.645751311,0,6,2.645751311,0,2,0.182761485,-1,7,2.493473912,0,6,0.493834961
6957,0,2,0.265219188,1,3,0.361397277,0,8,2.030221155,3,5,0.887371994,0,0,0.025450907,0,2,0.023032962,0,2,0.258023659,0,2,0.42438946,1,1,0.502631384
6958,-1,3,0.252794252,-1,3,0.69007772,0,0,0,-1,1,0.397875175,0,0,0.032398907,-3,7,1.719261294,-2,2,0.35588206,1,7,0.819508415,0,0,1.065545849
6959,2,2,0.134064856,0,6,0.93269233,0,0,0,3,3,1.207170825,0,8,1.707829422,0,2,0.016907009,1,1,0.168226596,-1,3,1.056698021,0,6,0.50709044
6960,3,3,0.540752906,2,4,0.825162163,0,0,0,3,5,0.785167951,0,8,0.450425579,3,7,0.462959582,3,3,0.532403216,2,6,1.081387169,2,2,0.529112049
6961,-3,3,0.599597426,0,4,0.415179503,0,6,1.693614029,-4,8,1.006745864,0,0,0.022592965,3,5,0.692141501,-2,4,0.586273419,0,4,0.596925448,-4,6,0.51696259
6962,0,4,0.263211623,1,5,0.591552879,-3,9,1.355020598,0,0,0.303200828,0,4,0.028273504,0,2,0.059270873,0,4,0.273574397,0,2,0.400389014,2,6,0.704557079
6963,-1,1,0.175323028,0,2,0.456643466,3,3,2.333944151,-1,5,0.640196263,0,0,0.028226608,0,0,0.015760665,0,0,0.162684794,0,2,0.43218027,1,7,0.502293998
6964,0,0,0.100351225,2,6,1.118677416,0,0,0,0,8,1.761347336,1,3,0.080138317,1,3,0.072173276,0,0,0.105613719,1,7,1.108327247,0,2,0.264508032
6965,1,5,0.321511282,-1,3,0.554393625,0,6,2.645751311,-2,8,0.721380273,0,0,0.027369693,0,8,1.744449392,1,5,0.361804587,-1,3,0.65896881,1,3,0.292195842
6966,0,4,0.210934353,0,2,0.691656193,0,4,2.645751311,-1,5,1.499680807,1,3,0.058555638,0,2,0.043869284,-1,7,0.28277889,0,2,0.615116766,0,0,0.075362222
6967,0,0,0.234310083,-1,3,0.386141358,-3,3,2.411471543,0,0,0.15975832,0,0,0.016976607,0,2,0.074343492,0,0,0.252229425,0,2,0.667555722,-2,6,0.562373584
6968,0,0,0.196133908,1,3,0.924796765,0,0,0,4,8,2.245563964,3,5,0.452149203,1,5,0.946492715,0,0,0.19859846,2,8,1.033361693,1,5,0.323265545
6969,1,1,0.295356244,1,3,0.846777047,0,4,2.645751311,0,0,0,0,12,1.252265162,-2,2,1.711463186,0,2,0.317785474,-1,7,1.736117404,-1,5,0.366397588
6970,0,4,0.664539919,-1,3,0.655819733,0,14,2.195594051,-1,7,0.75684402,0,0,0.025652178,0,6,2.645751311,0,10,0.809732785,-1,3,0.761427292,2,6,1.917752928
6971,0,4,0.264154428,-1,1,0.45485481,2,6,1.363357415,-1,3,0.86301104,-1,1,0.051469837,0,2,0.019927709,0,2,0.201244314,-2,2,0.417751838,-2,4,0.372976256
6972,1,5,0.238453294,0,2,1.196272185,0,0,0,0,0,0,0,0,0,-2,2,2.645751311,0,2,0.217640193,0,2,2.128294251,0,0,0.168409962
6973,0,4,0.494865892,-1,5,1.178183815,0,0,0,-1,9,1.041633459,0,6,0.470911221,-1,3,0.068414513,-1,7,0.54417283,-1,7,1.232867948,1,5,0.405735145
6974,0,0,0.422347663,0,2,0.913687272,-3,9,2.123163455,0,0,0.409798469,-1,3,0.049544335,0,8,0.457190483,0,2,0.451790931,0,0,0.346689956,0,6,1.242913067
6975,1,5,0.294991692,-1,5,1.316042105,0,0,0,3,7,1.590322963,-2,6,1.727121763,1,7,0.686170185,1,3,0.350415593,0,2,2.645751311,0,2,0.289351558
6976,0,8,0.583884873,0,0,0.115532016,1,15,1.080897329,2,10,0.983534101,0,0,0.007743293,0,4,2.645751311,1,5,0.614270597,0,0,0.162142304,2,10,0.762737752
6977,-1,5,0.296092004,1,1,0.357752601,0,0,0,0,0,0.378724729,0,0,0.013566108,1,1,0.045704598,0,4,0.376948088,0,0,0.316069987,-3,11,0.69023324
6978,1,3,0.271254742,-1,7,1.308364914,0,8,2.645751311,0,4,2.645751311,-3,9,1.314850069,1,3,0.102799613,1,5,0.280121478,0,4,2.625247437,1,5,0.487158269
6979,-3,5,0.670379307,0,0,0.424953004,3,15,1.465572673,1,1,0.224331805,0,0,0.029706278,-3,3,2.645751311,-1,5,0.425948113,0,0,0.538056774,-2,8,1.197228719
6980,0,0,0.265981713,0,4,0.500046872,0,0,0,-1,1,0.329975025,0,4,2.645751311,0,2,0.021586348,0,0,0.287299241,0,4,0.669711384,0,2,0.448979581
6981,1,3,0.510722562,0,0,0.493337868,-2,14,1.182240897,1,7,0.691994863,0,4,0.043515487,0,0,0,1,1,0.486702539,0,0,0.705096634,2,12,1.042051846
6982,0,2,0.308628798,1,3,1.797561007,0,6,2.645751311,0,0,0,2,6,1.251003034,0,4,2.645751311,0,2,0.37276061,2,4,1.958721376,1,5,0.177581405
6983,0,0,0.299833049,0,0,0.306603717,0,6,2.645751311,-1,9,0.613644448,1,1,0.094304222,0,2,0.01210492,0,0,0.244453292,-1,3,0.386825048,0,2,0.811300733
6984,0,0,0.211344963,0,0,0.36273346,0,4,1.760210748,1,3,0.821690231,1,7,0.450286273,1,3,0.019476276,0,0,0.214114092,0,2,0.718544601,0,4,0.308174404
6985,0,4,0.420729159,0,2,0.291205317,3,9,1.211867792,0,6,0.649559123,0,2,0.025646551,3,9,0.940950084,0,2,0.642519712,0,4,0.34052383,1,7,1.185986898
6986,-1,5,0.278551346,0,6,0.932385702,0,0,0,4,8,2.457024474,3,7,0.938025005,0,0,0.019602788,0,6,0.282967202,0,6,1.145717795,-2,6,0.707823801
6987,1,3,0.174915483,0,0,0.17756732,0,0,0,2,6,0.958949915,0,0,0.013870852,0,2,0.015113695,1,5,0.161937568,0,4,0.564914943,0,0,0.309427172
6988,0,0,0.789779507,0,4,1.268868053,0,0,0,3,5,0.773424668,0,6,2.645751311,0,2,0.046018595,0,6,1.032264646,0,4,1.869267295,0,0,0.723899996
6989,0,2,0.422038652,0,4,0.97069088,0,0,0,2,6,1.176358637,0,6,2.645751311,0,2,0.027652035,-2,4,0.352447159,0,6,1.304545129,-3,3,1.470199763
6990,1,1,0.147812918,0,2,0.611108149,0,0,0,2,2,1.057778542,0,4,2.645751311,0,2,0.011516153,0,2,0.179562506,1,3,0.584208903,1,3,0.38713182
6991,2,4,0.269045579,-1,5,0.682578319,0,6,2.645751311,-3,9,1.265890703,0,6,0.692282608,0,2,0.076868344,2,4,0.30257603,0,4,0.674656018,0,6,0.400589934
6992,-1,3,0.215934569,1,3,0.492353906,0,0,0,0,2,0.395070284,0,0,0.014229399,0,0,0.030247695,-1,3,0.334607585,1,1,0.562253267,0,4,0.890224501
6993,1,3,0.200054227,0,2,0.363379984,0,0,0,2,4,1.039428264,0,0,0.032122396,0,0,0.02326661,1,3,0.376075802,0,2,0.402409646,0,6,0.434221226
6994,-1,5,0.25259419,0,6,2.032040266,0,0,0,0,0,0,0,6,2.645751311,-2,2,2.645751311,-1,5,0.304345664,0,6,2.071267622,-1,3,0.53889526
6995,-2,4,0.5846631,-1,5,0.712756188,-3,9,1.658093596,0,0,0.377685132,0,0,0.03148431,-2,10,0.694451167,-2,4,0.55464759,-1,5,0.819348538,0,4,1.07939012
6996,0,0,0.2606341,1,1,0.658032659,0,0,0,2,4,0.737952772,-3,3,2.645751311,1,1,0.017085881,0,2,0.350560407,1,3,0.776847495,0,0,0.32632656
6997,1,5,0.291342661,-1,3,0.36386654,0,10,2.563692172,-1,5,1.166320816,0,0,0.021356428,-2,2,2.645751311,0,2,0.170903005,-1,3,0.445893573,3,3,0.890261187
6998,0,0,0.168529953,-2,6,1.213801357,1,3,0.944962041,-2,4,0.842239388,1,3,0.056120479,3,3,0.453545548,0,0,0.197293314,-2,10,1.203256037,3,3,1.083970019
6999,2,6,0.471153792,0,0,0.47511143,-1,9,1.205133468,0,6,0.966874095,0,4,0.034491382,0,0,0.034597755,1,3,0.25474257,0,0,0.534991585,1,5,1.018509991
7000,1,3,0.215836995,-1,5,0.76270778,0,6,1.302572419,-3,3,2.645751311,0,0,0,0,6,0.449448647,1,3,0.254302947,-2,6,1.270674855,0,6,0.338058069
7001,0,10,0.579296119,1,1,0.786573012,0,4,2.645751311,3,5,0.66930197,0,0,0.04186689,-3,3,1.264437069,0,8,0.380033444,2,4,1.248478538,1,9,1.165411787
7002,0,6,0.299191003,1,3,1.134116277,0,0,0,2,4,0.624309596,2,6,0.463137975,0,2,0.025425216,0,6,0.301853797,0,4,1.059734648,1,5,0.427035246
7003,0,4,0.173563404,1,5,0.95223016,0,0,0,4,6,1.043286229,0,10,0.951379482,0,2,0.015086408,0,2,0.190303508,1,3,1.257617077,1,3,0.496785471
7004,-1,1,0.238921015,-1,3,2.271654402,0,0,0,0,4,2.645751311,0,0,0,0,8,1.707825335,-1,1,0.255949367,1,3,1.735750621,0,4,0.363346199
7005,1,3,0.257715518,0,6,1.689317485,0,0,0,0,4,2.645751311,0,0,0,0,4,0.712132107,0,2,0.249282877,-1,5,1.743902053,1,3,0.289812847
7006,1,3,0.160143058,1,3,0.807417347,0,12,1.735461534,3,9,1.224941006,2,6,0.94705286,1,1,0.029943453,0,2,0.203749529,0,6,0.713637514,0,2,0.599438597
7007,0,6,0.334307282,0,0,0.379219716,0,0,0,-2,6,2.012140268,0,0,0.025712308,0,10,0.693714015,1,3,0.408834159,1,1,0.463633871,-2,2,0.690403149
7008,-1,5,0.341861349,-1,5,0.698862684,0,0,0.424623322,-2,4,0.543805139,-1,3,0.03207204,0,2,0.044859169,-1,3,0.324390759,-1,5,0.716512514,0,6,1.40845012
7009,0,2,0.105437223,0,2,0.682658824,0,0,0,1,5,1.952867556,2,6,1.715285801,0,2,0.008560411,1,3,0.116147772,0,2,0.625223483,1,3,0.307208651
7010,0,0,0.307089428,0,2,0.451043774,0,6,1.734911363,-1,3,0.791667905,0,0,0.030561559,3,3,2.645751311,0,2,0.366125402,0,4,0.535663467,-1,7,0.724678654
7011,-1,1,0.165895494,0,2,0.425409564,1,5,1.656662918,-1,3,0.455463236,0,0,0.018451313,0,4,2.645751311,1,5,0.249169784,0,4,0.465186783,-3,11,0.650749813
7012,3,5,0.768322839,-1,5,0.545220697,1,9,1.112097022,-1,3,0.413094444,0,0,0.028303028,-2,10,0.68965688,3,3,0.899537184,0,0,0.365181806,0,2,0.828140375
7013,2,4,0.301916129,-2,2,0.553305697,0,10,2.123700019,0,6,0.711035733,0,0,0.026581044,0,4,2.645751311,2,2,0.303100289,-2,2,0.74204194,-1,5,0.450768141
7014,0,2,0.240626762,1,5,0.908358825,0,0,0,0,2,2.645751311,1,1,0.087301843,1,9,0.688145829,0,0,0.230154783,0,6,0.985117578,0,2,0.281044067
7015,1,1,0.305868778,1,9,1.243437964,-3,3,2.645751311,1,7,1.554967972,0,0,0.063466819,0,0,0.02000425,2,2,0.37071632,-1,9,1.2662856,0,6,0.582230697
7016,3,7,0.399276246,1,5,0.666467657,0,4,2.645751311,2,4,1.224383606,0,12,1.709326283,0,2,0.023307858,1,5,0.548162338,0,4,0.895757459,3,5,0.588527234
7017,0,4,0.536181481,0,0,0.145890633,-3,5,1.140464098,0,2,0.495635605,0,0,0.017495952,0,2,0.088922138,-1,1,0.505275748,1,1,0.243281825,0,8,0.901018983
7018,0,18,0.879034399,0,2,0.393647225,3,15,1.555175894,1,3,0.88717751,0,2,0.02816944,0,6,0.4497091,0,18,0.90201215,0,2,0.490671101,0,8,0.837330345
7019,2,6,0.786140583,-1,3,0.766985342,0,6,2.645751311,0,2,0.593854424,0,2,0.02855391,0,4,2.645751311,1,3,0.85272898,-1,3,0.77353878,0,4,0.459328327
7020,0,2,0.230019617,-1,3,1.693456806,0,0,0,2,2,2.007554776,2,2,2.645751311,0,6,1.247603451,0,2,0.264166694,1,3,2.038122988,-1,1,0.413112837
7021,-1,3,0.235312864,1,3,0.519652088,0,6,1.443683262,0,8,0.799418603,0,0,0.026852659,2,8,1.712406395,0,4,0.098202845,0,0,0.424743598,0,2,0.734748148
7022,-1,5,0.280980489,0,2,0.53165675,0,6,2.645751311,1,11,0.93772178,0,0,0.034172864,-2,8,0.698850455,-1,3,0.359915038,1,7,0.838567919,-4,10,0.950837254
7023,0,4,0.193935369,0,4,2.384916864,0,0,0,3,3,2.645751311,0,0,0,2,2,2.645751311,-1,1,0.224928626,1,5,0.598216485,1,3,0.339745427
7024,2,8,0.370396885,0,4,0.463446149,-2,2,2.645751311,0,2,2.645751311,0,0,0.029696663,0,4,2.645751311,2,4,0.33545244,0,4,0.43971499,-2,12,0.888379359
7025,0,0,0.443620731,-1,1,0.751511233,0,6,2.645751311,1,7,1.600334306,0,4,0.027236494,0,4,2.645751311,0,2,0.538602571,0,4,0.500521833,0,0,0.261535723
7026,0,2,0.316877874,-1,5,0.615847196,0,0,0,3,7,1.038484515,-1,9,0.451333583,0,2,0.016890811,0,2,0.342214852,-1,7,0.946940238,0,4,0.408761316
7027,3,5,0.366411995,2,4,0.858971221,0,4,1.73942015,3,5,1.769296548,1,11,0.697086999,0,0,0.028488849,1,1,0.316807879,2,6,0.849630856,2,6,0.636089888
7028,1,1,0.471023857,1,3,0.981818546,0,8,0.915649285,1,1,0.584413266,0,2,0.043635388,-2,2,1.724702898,1,1,0.346972394,0,2,0.588955317,3,3,1.105423229
7029,0,4,0.221469048,-1,3,0.665157525,0,12,1.812745486,-1,9,0.911125174,-1,3,0.054894764,0,0,0.016678789,0,4,0.23794422,0,4,0.801020325,0,2,0.553051223
7030,1,5,0.20856214,1,5,0.546415627,-2,2,2.645751311,0,4,0.702834779,0,0,0.020747641,0,8,1.25815816,1,5,0.243557651,0,2,0.446859667,1,7,0.640112422
7031,0,0,0.57894081,0,4,0.621137024,0,0,0,1,3,0.458484535,0,0,0.043866528,-2,8,1.723815317,0,0,0.569057308,1,9,0.745067819,-2,4,1.68723531
7032,1,1,0.181804363,0,2,0.765828803,0,0,0,0,4,0.368623034,0,2,0.065038511,0,4,0.015831341,0,0,0.17407748,1,3,1.010143842,2,8,0.516086644
7033,2,4,0.276121126,0,6,1.284022881,0,0,0,0,8,2.645751311,0,4,2.645751311,-1,3,0.108414073,2,4,0.268199309,0,6,1.567163951,1,7,0.455693359
7034,0,2,0.2511792,0,2,0.515757251,0,0,0,1,7,0.859334185,-2,12,1.248031831,0,2,0.018815698,0,2,0.222368124,0,2,0.782589628,2,6,1.02785409
7035,2,4,0.332947199,0,4,0.651267657,0,0,0,0,0,0.399198273,2,10,0.685807297,0,0,0.025781329,2,4,0.324043072,2,4,0.725355767,2,4,0.660561323
7036,2,2,0.414663023,1,1,0.653586794,-3,11,0.971661123,0,6,1.281384341,0,4,0.031154501,-2,2,2.645751311,0,2,0.251721884,0,4,0.640330892,2,2,0.856434836
7037,0,0,0.313058305,0,2,0.561905708,0,0,0,1,5,0.538954225,0,0,0.031735956,1,1,0.076217825,0,0,0.317000005,0,0,0.360904021,0,2,0.637348574
7038,1,5,0.312478632,0,0,0.23088112,0,6,2.645751311,0,0,0.570036769,0,0,0.016406599,0,2,0.027500221,1,5,0.298249831,-1,1,0.393514158,0,4,0.449059137
7039,-1,9,0.511238459,0,0,0.291375718,-3,9,1.437072056,1,3,0.79054937,0,0,0.015787182,0,0,0,0,4,0.443432269,0,0,0.25758252,-2,12,1.165004544
7040,1,7,0.338737346,0,4,0.383167376,3,7,2.22372402,2,8,0.940914133,0,0,0.022854495,0,0,0.051716512,1,9,0.433599261,0,4,0.580923831,-1,7,0.977879597
7041,0,2,0.389910483,1,1,0.325805544,0,6,1.722893422,0,2,0.812999883,0,0,0.025594203,1,1,0.043975873,0,0,0.339176399,2,4,0.401464693,3,7,1.11218481
7042,1,3,0.21492429,0,10,2.196967855,0,0,0,0,6,2.645751311,0,6,2.645751311,0,6,2.645751311,1,3,0.243674153,0,12,2.172742219,0,4,0.352778373
7043,1,7,0.34498807,0,2,0.438825713,-2,6,1.582485213,2,8,1.374294429,-3,9,0.687336411,1,1,0.017732455,1,7,0.40402619,-1,3,0.668286551,1,3,0.341011996
7044,-1,3,0.331349324,-1,1,0.546015138,0,0,0,1,3,0.635749626,0,12,0.686201555,0,0,0.030338348,-2,4,0.345871084,0,2,0.561892145,1,3,0.783795371
7045,1,3,0.19568881,0,2,0.700498663,0,0,0,2,2,1.711116463,0,4,2.645751311,0,2,0.031355683,2,4,0.24014871,0,0,0.454630921,1,3,0.320221879
7046,2,6,0.452742215,0,2,0.525087742,-3,3,1.679580157,3,5,0.837731004,0,4,0.026644723,3,5,0.450258852,0,6,0.396505036,1,3,0.388137729,0,6,0.842708352
7047,1,5,0.11193582,1,5,1.536957864,0,0,0,2,6,1.45827379,3,9,1.253514116,0,2,0.069402991,0,0,0.09024073,2,6,1.545573276,0,4,0.299628684
7048,0,6,0.257478546,1,1,0.355163846,0,12,1.715388997,1,3,0.382809501,0,0,0.033125613,0,2,0.046777904,0,6,0.346066981,1,3,0.424591418,0,10,0.679105055
7049,3,3,0.83603166,0,6,0.920516439,0,0,0,4,4,1.407051783,2,2,1.707948329,1,1,0.062310268,3,3,0.809937163,0,4,0.932986675,3,3,0.885334865
7050,1,3,0.244674957,1,1,0.395880285,0,0,0,2,8,0.940606201,0,8,0.943544635,0,4,0.02094472,2,4,0.304051539,0,2,0.510160031,-1,7,0.590858066
7051,-2,6,0.690431574,0,4,0.886547964,0,6,2.645751311,1,9,0.742030383,0,0,0.051951728,-1,3,0.087576764,-2,4,0.447985548,-1,5,1.108869245,-2,6,1.161380374
7052,0,4,0.128240377,0,0,0.209754977,-1,15,1.208215581,2,8,1.083940695,-1,3,0.013097996,0,8,1.708960277,0,2,0.157560819,0,0,0.30925123,-2,6,0.524621057
7053,1,3,0.373170402,0,4,0.724688538,0,14,1.973480171,0,0,0.351214134,0,4,0.046961946,-3,5,0.444622776,1,5,0.271787984,0,2,0.614989167,2,2,0.498738314
7054,0,2,0.111987077,0,2,0.999724215,0,0,0,2,4,0.453654579,3,7,1.255114079,0,0,0.012138916,0,2,0.181377189,-1,3,1.295212021,1,3,0.510577877
7055,0,0,0.171117466,0,4,0.554446813,-3,3,2.645751311,1,5,0.870947062,0,10,0.945736323,0,6,0.441372386,0,0,0.163046289,0,6,0.703298601,-1,7,0.537024962
7056,0,4,0.468764069,-1,7,0.864368932,0,0,0,0,8,0.810797417,0,0,0.037263018,-2,8,0.691575492,0,6,0.483671954,-1,9,0.887989494,0,4,1.523823667
7057,3,7,0.541519361,0,2,0.29752869,3,11,1.603097009,0,6,0.692213637,0,0,0.016335116,1,1,0.087679324,1,5,0.406459722,0,4,0.463559703,1,7,1.357329506
7058,-3,3,0.742878739,0,0,0.638609511,1,9,1.295777009,4,8,1.250933705,1,1,0.034144373,0,0,0.052234977,-2,2,0.569287356,1,1,0.640303997,0,6,0.932337286
7059,2,2,0.305893094,-1,3,1.114834543,0,0,0,-2,6,1.174844027,-1,11,0.703731071,0,2,0.017450321,1,1,0.257147662,-2,4,1.481964831,2,10,0.977577596
