고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
8693,6,4,4,3,2,4,3,4,163,269,259,152,222,206,193,304
8694,7,5,3,2,3,3,1,5,92,54,98,134,168,167,132,103
8695,2,2,2,2,1,3,2,1,56,85,76,160,164,121,118,151
8696,8,8,9,9,9,9,10,9,298,329,349,274,273,237,189,238
8697,5,5,6,3,6,4,4,5,269,306,230,227,226,209,288,213
8698,6,9,8,4,6,6,7,6,105,80,198,103,134,162,141,88
8699,6,6,4,4,5,5,5,5,336,364,492,510,452,457,424,359
8700,6,7,6,5,5,3,5,5,80,68,121,154,106,89,131,112
8701,7,8,7,9,7,7,6,6,276,244,350,265,395,361,438,420
8702,9,8,8,5,6,7,8,9,236,206,247,329,247,357,318,235
8703,2,5,2,3,1,2,2,2,69,54,193,153,200,193,246,229
8704,9,8,10,9,10,10,8,9,196,316,185,151,95,215,374,193
8705,7,8,7,7,7,8,6,7,359,287,328,334,373,353,427,410
8706,2,2,2,3,3,1,4,2,92,102,92,83,79,147,82,80
8707,4,4,2,3,3,3,2,3,132,135,163,140,102,202,154,101
8708,3,2,1,4,4,2,1,4,124,166,165,87,100,101,121,94
8709,5,5,5,7,9,7,9,10,207,259,221,129,174,191,116,78
8710,4,6,8,7,5,7,8,5,347,282,289,319,320,301,207,222
8711,7,8,8,7,9,9,9,8,375,331,295,289,276,292,266,268
8712,1,1,1,1,1,1,1,1,242,205,224,360,136,108,79,139
8713,5,5,4,5,5,4,4,5,339,343,452,462,514,596,586,511
8714,4,3,3,1,1,2,3,2,65,67,136,141,112,89,110,125
8715,9,9,8,6,8,9,9,6,279,268,279,269,276,254,266,260
8716,4,3,4,3,3,3,3,4,276,132,163,209,199,203,269,176
8717,5,2,4,2,1,2,3,3,47,110,74,83,118,101,100,110
8718,2,1,2,2,2,2,2,3,59,73,74,75,74,95,108,115
8719,7,10,9,10,10,6,10,10,36,16,25,15,13,32,26,10
8720,7,4,6,7,10,6,7,6,166,164,188,185,161,254,211,257
8721,5,6,2,4,6,5,8,6,55,59,126,81,95,73,76,78
8722,2,2,2,2,4,2,3,2,85,85,78,75,43,62,54,90
8723,1,2,1,2,2,2,3,3,224,316,260,224,179,191,163,118
8724,2,2,2,2,2,1,1,2,166,207,216,179,149,232,237,163
8725,3,2,2,4,7,9,9,9,305,362,410,259,116,128,113,153
8726,2,2,2,3,2,2,5,2,72,64,90,70,85,91,41,63
8727,1,3,6,2,6,3,4,6,176,128,143,126,82,109,71,92
8728,4,6,3,3,2,3,3,3,203,148,188,208,228,181,156,235
8729,8,8,5,7,4,6,8,5,152,215,314,298,381,286,194,242
8730,10,3,7,4,7,8,5,7,39,106,42,59,69,69,76,70
8731,5,4,7,3,3,3,4,5,116,142,153,154,199,190,132,30
8732,6,4,5,5,6,4,3,5,209,312,265,365,252,366,473,292
8733,6,9,5,9,5,5,3,4,160,147,196,147,197,345,327,330
8734,4,5,7,3,5,3,5,4,95,87,117,193,72,74,92,130
8735,10,10,10,10,10,10,10,10,10,4,26,28,52,56,53,35
8736,3,4,6,5,6,2,3,4,61,47,30,42,47,84,77,60
8737,8,3,7,6,9,10,9,9,86,180,139,126,125,115,169,93
8738,3,2,2,2,1,3,2,2,97,102,98,67,117,99,71,107
8739,3,3,4,3,5,3,2,4,58,62,87,81,84,94,99,62
8740,8,3,2,1,1,1,2,2,43,102,127,134,113,120,44,85
8741,4,2,5,2,4,3,5,2,40,90,77,83,46,49,59,66
8742,2,3,3,2,1,2,6,3,139,76,95,122,103,61,50,59
8743,3,2,2,2,2,3,2,3,190,205,190,170,116,151,168,144
8744,2,1,1,2,2,3,2,2,101,88,81,93,90,67,93,83
8745,8,7,6,8,7,8,7,7,242,278,297,241,259,260,238,225
8746,5,4,7,4,7,9,8,10,264,223,216,192,269,121,147,42
8747,1,1,1,2,2,1,1,2,108,104,108,79,69,74,97,56
8748,4,5,4,4,5,5,5,5,264,346,384,434,434,486,382,389
8749,4,5,6,6,6,6,5,6,345,304,275,276,224,306,390,280
8750,3,9,10,3,3,3,6,4,344,56,52,236,304,348,244,196
8751,2,2,2,2,2,2,2,3,59,59,59,92,85,87,126,62
8752,6,6,6,5,10,4,5,5,66,78,59,129,37,117,80,74
8753,6,8,8,9,8,9,10,10,230,248,211,220,249,211,54,52
8754,5,3,4,2,2,2,2,2,46,84,63,132,142,112,137,126
8755,6,9,10,7,7,9,9,9,158,125,55,146,156,130,129,151
8756,10,10,7,7,8,8,8,10,38,89,206,191,157,167,167,89
8757,5,6,4,6,5,4,4,4,549,495,646,532,641,821,655,747
8758,1,1,1,3,2,2,1,2,105,126,113,106,95,150,182,145
8759,4,5,3,3,4,3,3,3,47,88,189,256,195,297,225,227
8760,4,5,5,7,7,6,6,6,106,118,99,79,89,79,100,69
8761,9,7,9,6,9,9,8,8,110,119,138,153,185,201,202,226
8762,8,9,8,9,7,9,7,9,214,226,254,215,270,166,292,177
8763,7,9,7,7,7,6,6,4,68,109,214,188,212,262,207,242
8764,4,2,3,4,3,3,3,4,101,106,121,101,103,183,148,100
8765,8,7,8,8,7,9,7,8,220,177,196,172,175,190,230,168
8766,2,2,3,4,2,3,1,4,160,137,119,59,158,137,161,128
8767,8,9,9,9,10,9,8,9,200,165,195,132,117,218,268,221
8768,8,7,6,3,6,5,4,4,38,52,92,254,135,227,224,253
8769,6,9,9,5,9,5,6,4,168,151,167,178,165,189,202,201
8770,10,10,10,10,10,10,10,10,3,10,20,19,42,26,21,10
8771,2,1,1,1,3,1,1,1,153,401,284,262,220,261,248,322
8772,2,2,3,2,6,2,3,3,28,69,58,71,148,197,274,272
8773,8,5,6,5,5,6,5,6,81,111,121,128,130,135,158,189
8774,6,4,6,7,5,5,6,4,338,340,267,242,284,347,340,383
8775,7,8,9,10,6,7,7,7,65,59,74,57,168,174,175,198
8776,4,4,4,2,3,3,4,3,68,66,80,129,96,140,75,96
8777,4,4,5,6,4,5,5,4,237,250,253,199,191,223,182,224
8778,7,4,4,4,5,3,8,3,157,219,329,264,218,223,170,175
8779,3,7,5,6,3,4,4,4,320,280,402,290,379,440,403,410
8780,3,9,3,2,3,9,10,10,186,144,150,218,195,138,28,2
8781,2,3,3,1,1,3,5,10,430,420,381,430,420,345,275,52
8782,7,7,8,5,5,5,5,5,222,257,244,346,299,392,278,299
8783,4,4,6,4,4,7,4,4,219,154,166,173,193,125,199,152
8784,6,4,3,5,6,6,5,5,216,249,307,265,225,252,225,257
8785,9,8,6,9,10,7,7,5,145,179,172,164,150,244,242,235
8786,2,1,1,1,2,2,2,2,66,102,87,121,94,57,59,47
8787,2,3,2,2,3,1,3,4,215,198,234,204,162,114,133,104
8788,2,3,2,1,3,2,1,2,285,272,235,316,244,242,289,290
8789,3,3,5,3,6,5,10,5,62,131,66,76,75,103,57,81
8791,4,5,4,3,2,2,3,2,30,27,71,78,114,75,113,79
8792,3,3,4,4,4,5,9,10,359,354,316,260,235,208,131,22
8793,10,10,10,10,10,10,10,7,184,163,197,183,194,230,155,206
8794,4,5,5,5,6,5,9,7,214,179,140,158,111,158,106,162
8795,2,2,3,7,6,9,10,9,193,186,212,130,113,115,54,53
8796,3,1,1,1,1,1,2,1,51,106,102,174,87,135,134,196
8797,8,7,6,8,7,7,8,6,247,363,301,255,292,370,306,329
8798,1,1,1,1,1,1,1,1,103,160,92,119,80,165,87,288
8799,4,5,4,6,5,5,5,5,256,195,219,161,188,290,298,271
8800,4,6,5,5,8,7,7,10,105,140,158,118,94,95,104,79
8801,9,3,7,4,3,1,4,2,38,57,50,101,87,88,135,126
8802,1,2,3,4,2,3,3,5,298,377,249,245,310,261,308,266
8803,2,2,1,1,1,2,1,2,133,192,172,232,185,96,124,91
8804,10,7,8,8,9,4,4,8,95,147,202,172,134,142,194,174
8805,6,8,8,6,7,9,6,8,321,188,207,276,302,202,253,244
8806,4,7,8,5,10,10,6,6,135,126,130,136,82,57,124,163
8807,2,3,3,5,3,3,3,3,232,192,300,170,197,283,222,220
8808,8,9,8,6,4,7,7,8,242,236,214,230,279,336,197,201
8809,2,3,2,3,3,5,2,3,115,116,144,108,112,111,104,98
8810,5,5,9,4,6,7,6,7,117,88,47,92,127,96,127,87
8811,9,9,8,8,10,8,9,9,300,313,290,336,205,267,226,270
8812,5,5,6,4,5,5,7,7,277,221,197,318,219,283,163,164
8813,3,2,2,2,2,2,1,2,33,73,134,91,130,143,96,160
8814,8,9,6,7,9,5,5,10,69,69,66,57,54,53,11,78
8815,5,3,3,3,3,3,3,4,108,128,155,111,116,173,107,74
8816,2,3,3,2,1,2,4,6,199,198,238,320,286,256,176,189
8817,7,4,6,8,10,9,10,6,98,86,71,74,47,66,57,55
8818,8,6,7,8,5,7,7,9,65,107,106,170,178,167,147,110
8819,7,5,7,7,9,9,5,7,182,279,226,189,173,174,338,186
8820,4,4,4,5,4,5,4,5,343,484,396,365,381,453,441,375
8821,7,5,8,8,7,6,7,7,184,264,212,173,217,230,214,155
8822,1,1,1,1,2,1,2,2,110,100,88,141,103,168,84,111
8823,10,10,10,10,10,10,2,5,9,6,11,27,15,26,90,113
8824,9,9,10,10,9,10,10,10,232,214,227,136,224,191,154,170
8825,2,1,1,1,1,1,1,1,69,148,182,180,155,212,191,230
8826,7,10,10,10,10,10,10,10,210,193,186,181,182,207,171,209
8827,3,5,3,5,4,2,2,3,250,135,183,80,141,200,273,249
8828,2,4,6,6,1,2,1,3,92,171,88,83,87,96,73,54
8829,4,6,4,5,9,8,6,5,135,155,141,159,115,101,146,164
8830,1,1,1,2,2,1,2,2,68,149,116,100,106,111,82,141
8831,8,8,4,7,5,5,5,6,151,185,324,235,209,321,288,204
8832,9,7,4,4,3,3,3,4,92,138,430,438,412,446,432,351
8833,8,3,1,3,2,4,1,2,83,145,89,107,152,171,168,193
8834,10,10,10,10,10,10,10,10,93,95,88,105,108,97,112,129
8835,4,3,5,5,4,4,4,3,141,95,99,88,105,163,141,108
8836,2,2,2,2,1,1,1,2,97,60,86,135,107,146,135,111
8837,9,8,8,9,8,9,9,9,192,213,202,202,218,242,218,197
8838,8,7,7,7,6,5,6,7,383,515,462,516,565,572,565,482
8839,4,7,9,8,7,8,8,7,209,264,134,112,180,137,134,113
8840,8,9,9,8,7,9,8,6,250,189,249,360,365,252,316,382
8841,9,7,4,8,8,8,7,7,141,143,166,187,187,138,196,202
8842,6,10,8,3,6,4,6,5,143,27,122,149,152,209,228,219
8843,3,3,2,3,4,4,5,3,131,129,155,67,101,102,66,149
8844,2,2,2,1,2,2,2,3,101,170,139,151,113,113,74,86
8845,10,10,9,10,7,8,7,8,79,100,142,153,255,226,183,174
8846,3,2,3,2,3,4,2,1,72,100,122,128,96,182,255,224
8847,7,4,7,4,6,4,5,3,56,117,57,157,152,217,180,237
8849,2,7,2,4,4,3,5,1,80,71,127,97,62,109,90,140
8850,2,3,3,4,3,3,6,2,122,113,130,97,147,130,94,101
8851,6,6,8,8,6,5,4,6,232,265,203,172,228,322,322,256
8852,8,7,6,9,9,8,7,7,329,441,475,327,306,485,520,490
8853,8,8,8,6,8,6,8,8,223,249,307,351,295,427,333,246
8854,5,4,4,2,2,2,2,2,64,60,40,83,92,152,128,104
8855,9,9,10,10,9,8,9,9,294,271,287,311,339,434,300,253
8856,3,6,3,2,3,2,3,4,121,124,122,95,113,181,190,149
8857,6,9,10,6,8,8,7,6,207,187,174,186,242,232,295,298
8858,1,2,2,1,1,2,1,2,108,129,173,183,219,249,330,190
8859,6,4,3,3,5,5,3,5,79,140,137,155,154,109,91,81
8860,7,10,6,7,5,5,5,5,205,117,303,215,227,359,298,263
8861,10,5,5,3,3,1,4,7,18,58,37,105,101,105,116,155
8862,9,9,10,10,10,10,10,10,254,204,203,174,141,194,170,173
8863,4,3,4,3,3,3,3,5,121,136,152,186,164,216,127,142
8864,2,2,2,2,2,2,2,2,411,449,317,350,345,370,391,414
8865,6,10,5,7,6,4,5,3,42,42,114,119,164,181,152,124
8866,1,1,1,1,2,2,1,2,268,357,352,217,252,314,327,221
8867,1,1,2,1,2,1,1,1,111,82,121,123,86,79,177,160
8868,1,1,2,1,1,1,3,1,97,153,94,178,85,133,61,77
8869,2,5,4,4,5,3,9,3,87,50,76,80,46,79,34,83
8870,2,3,2,4,6,3,1,2,127,131,184,104,97,142,159,206
8871,4,4,2,4,5,4,4,3,169,166,156,194,144,225,154,166
8872,4,4,3,3,3,3,3,4,188,246,370,360,289,362,283,261
8873,6,6,5,7,6,6,6,6,316,303,428,384,337,359,386,369
8874,10,3,1,1,1,2,1,1,26,68,123,136,160,80,87,147
8875,9,7,7,7,8,5,5,5,166,227,239,229,234,337,278,206
8876,8,7,7,7,7,7,7,7,192,300,341,320,343,274,327,332
8877,10,6,7,8,8,8,8,5,111,347,288,206,247,224,236,308
8878,10,5,9,8,9,10,9,9,178,247,193,227,159,199,175,173
8879,10,10,10,10,9,8,7,6,174,158,199,246,279,354,322,330
8880,4,8,3,4,4,4,3,4,205,113,178,191,270,264,278,273
8881,3,2,3,3,1,2,1,1,84,78,44,79,93,80,115,175
8882,3,2,2,1,2,3,3,1,83,91,121,133,144,159,127,164
8884,1,2,2,3,2,4,2,3,226,146,184,178,119,120,124,112
8885,8,3,2,5,5,7,10,10,32,546,981,419,295,236,69,58
8886,3,1,3,4,3,6,4,6,259,325,240,365,254,214,187,162
8887,10,10,10,10,10,10,10,10,28,10,12,38,10,64,52,62
8888,3,6,6,4,3,1,10,7,94,73,70,72,65,60,24,24
8889,2,3,1,3,1,2,4,4,50,78,67,93,159,133,132,85
8890,5,5,4,3,2,2,3,4,87,132,128,107,160,206,172,109
8891,6,4,6,6,4,5,4,5,185,184,187,137,271,247,274,222
8893,3,3,2,3,2,3,4,4,92,131,139,90,97,128,108,61
8894,4,6,6,3,3,2,3,4,148,184,161,264,195,232,302,222
8895,5,4,5,6,6,6,6,5,342,459,390,375,390,401,398,364
8896,7,9,9,10,10,10,10,9,339,373,374,216,291,266,273,319
8897,5,2,7,1,3,1,4,1,64,114,45,99,52,91,42,139
8898,5,8,8,7,6,7,7,6,352,252,224,277,330,308,265,325
8899,5,5,6,8,5,9,9,5,339,452,473,298,341,265,334,392
8900,8,8,7,9,9,8,9,8,324,406,501,383,362,433,377,316
8901,9,9,10,10,10,9,10,9,250,234,237,232,161,304,223,228
8902,5,5,7,5,5,6,10,9,110,113,87,142,104,69,37,60
8903,10,10,10,10,10,10,10,10,162,148,154,127,123,126,157,137
8904,2,2,2,2,3,3,2,3,229,237,206,190,162,282,229,191
8905,4,3,4,6,4,4,3,3,88,139,166,174,141,160,205,237
8906,10,9,8,9,10,10,8,8,98,238,380,326,262,321,406,283
8907,3,2,3,3,2,3,2,3,76,84,93,37,130,79,106,61
8908,4,4,3,5,5,6,5,5,161,169,194,175,219,195,193,208
8909,1,2,2,1,1,1,2,2,90,75,77,89,105,108,90,154
8910,1,1,2,1,3,1,1,2,106,150,76,93,68,88,64,64
8911,3,2,9,5,7,6,6,8,175,180,102,109,86,134,132,82
8912,4,3,3,3,5,4,8,4,99,116,102,83,77,87,85,118
8913,5,4,10,2,1,1,1,1,51,41,14,252,221,189,271,266
8914,7,4,1,2,1,1,2,3,50,73,246,158,217,236,97,147
8915,10,10,10,10,10,10,10,10,44,17,34,26,9,20,14,33
8916,3,3,4,5,4,4,5,5,324,278,276,209,317,258,305,199
8917,8,6,5,5,5,6,6,5,147,200,265,234,249,253,296,267
8918,2,1,1,2,1,1,1,1,48,52,49,41,50,57,68,103
8919,1,1,1,1,2,1,1,1,77,78,65,88,101,73,91,74
8920,4,4,6,7,8,8,6,6,213,226,218,178,146,148,231,220
8921,9,10,10,4,9,7,4,6,122,88,122,276,152,160,239,185
8922,3,1,1,2,1,1,1,1,69,149,90,110,149,195,181,183
8923,6,7,4,5,7,7,7,8,161,192,215,183,156,170,193,162
8924,2,2,5,2,1,4,1,1,67,43,38,63,84,50,98,88
8925,8,7,5,6,8,4,4,5,222,238,417,373,225,309,302,333
8926,7,5,5,7,6,5,3,3,108,125,182,104,170,170,224,118
8927,3,4,4,2,2,2,2,3,114,118,104,154,128,145,108,140
8928,2,2,1,1,1,2,1,3,116,82,108,86,126,89,113,140
8929,7,1,6,3,5,2,6,1,74,123,78,83,55,138,102,118
8930,7,6,7,9,4,6,8,8,218,244,209,157,317,301,218,181
8931,3,4,3,3,2,2,2,3,395,420,441,474,579,600,544,505
8932,2,1,1,1,1,1,1,2,122,142,161,195,169,166,176,135
8933,3,1,2,1,5,5,3,9,237,175,116,79,87,109,158,74
8934,4,7,9,4,5,6,7,6,35,58,60,129,107,54,56,41
8935,2,5,2,4,2,3,2,3,80,44,88,41,107,94,135,142
8936,5,4,6,7,7,6,8,9,288,315,220,203,207,217,231,142
8937,1,1,1,1,1,1,2,1,96,61,61,71,134,129,97,62
8938,5,4,6,2,1,5,2,6,124,194,112,154,112,138,103,114
8939,3,3,3,2,3,3,5,4,115,102,254,254,294,280,244,223
8940,5,3,3,2,3,2,2,2,59,87,118,166,159,185,193,143
8941,7,7,6,2,5,5,3,2,137,192,132,195,148,217,218,178
8942,2,2,3,2,1,2,1,2,240,189,142,201,209,142,245,185
8943,1,3,2,3,3,1,2,2,121,94,96,142,91,168,162,140
8944,8,6,9,7,5,5,7,4,178,224,150,215,197,189,152,220
8945,3,4,2,4,3,3,2,3,68,158,149,96,138,120,149,149
8946,5,4,3,4,4,3,4,4,142,212,250,388,349,276,261,288
8947,2,2,2,2,3,2,2,2,95,81,101,163,160,182,150,96
8948,8,4,6,4,10,4,9,1,32,91,67,73,55,124,77,130
8949,4,9,7,8,6,7,8,8,155,99,172,129,243,230,150,110
8950,3,3,6,3,3,3,2,3,95,86,67,85,129,79,99,68
8951,4,4,3,5,5,8,6,4,208,188,217,152,225,89,147,156
8952,2,2,2,3,3,2,3,2,149,269,247,165,154,254,250,201
8953,2,2,1,1,4,1,5,2,74,86,94,188,50,88,27,84
8954,8,6,9,9,9,10,10,7,180,188,187,241,247,210,200,240
8955,3,4,4,3,1,4,4,4,98,75,92,56,99,104,107,95
8956,3,3,1,3,1,2,2,3,52,46,122,100,103,103,73,72
8957,3,1,1,2,2,1,1,2,167,216,307,281,234,206,143,138
8958,10,9,10,10,10,10,10,9,71,119,78,95,183,156,130,143
8959,4,5,4,8,4,4,4,4,66,79,173,95,151,188,121,110
8960,4,4,10,9,5,6,4,6,111,152,59,98,104,119,235,185
8961,6,9,9,9,6,8,10,9,186,151,123,161,195,170,120,91
8962,6,9,4,10,10,3,2,3,155,86,132,135,116,170,267,185
8963,2,1,2,2,2,3,2,3,154,192,132,131,68,57,129,107
8964,1,2,5,4,5,3,5,2,75,92,25,33,42,48,49,104
8965,1,2,1,1,1,3,2,3,141,154,207,216,239,129,101,137
8966,4,3,3,2,2,2,3,3,111,226,163,284,250,215,295,228
8967,1,1,2,2,1,1,1,1,86,106,95,75,62,97,193,155
8968,5,4,3,6,10,10,9,8,92,110,155,68,24,27,36,43
8969,8,9,9,9,9,8,7,8,284,254,210,209,315,395,311,217
8970,1,1,3,2,1,5,2,1,126,79,126,97,163,80,71,90
8971,5,4,5,4,3,3,3,3,82,111,125,110,89,95,80,84
8972,1,1,1,2,2,4,5,2,52,80,90,80,63,42,7,50
8973,7,9,9,8,9,9,9,9,213,185,183,183,145,178,155,125
8974,7,7,8,7,10,10,8,6,228,210,188,224,101,123,197,188
8975,6,7,7,7,5,7,6,7,264,260,252,291,307,292,358,295
8976,7,5,7,6,7,7,6,7,119,136,88,162,116,117,158,128
8977,2,2,5,3,1,2,5,3,70,151,68,128,122,89,52,53
8978,1,2,4,1,6,7,5,1,67,65,76,63,42,23,37,93
8979,8,8,7,8,8,7,7,6,297,312,359,379,365,446,445,391
8980,3,3,4,4,7,3,5,6,95,112,117,112,52,124,112,68
8981,6,10,6,5,9,8,9,5,74,74,85,101,54,37,26,33
8982,8,5,5,4,6,5,6,4,182,349,320,398,376,368,360,366
8983,6,6,5,4,10,8,10,7,72,73,89,111,57,62,56,45
8984,2,2,2,1,1,1,2,1,57,72,69,135,103,110,55,78
8985,1,1,1,1,1,2,2,2,193,168,198,215,234,203,186,120
8986,8,4,5,7,5,8,6,5,206,356,387,251,215,219,208,119
8987,9,8,6,8,6,10,8,10,100,161,162,175,194,163,165,103
8988,3,4,3,4,3,4,2,2,225,204,249,246,229,239,313,317
8989,10,4,5,5,7,10,10,10,47,461,310,425,252,64,50,32
8990,8,9,7,3,2,1,1,4,82,61,76,113,88,175,106,106
8991,1,1,4,1,2,2,2,2,229,104,112,221,165,131,64,52
8992,8,9,10,10,10,10,10,10,256,195,176,153,177,198,155,108
8993,1,1,1,1,1,1,1,1,121,127,69,55,88,89,61,55
8994,1,1,5,1,1,3,5,3,70,80,62,167,108,109,85,58
8995,8,8,8,7,10,8,6,7,132,110,111,124,73,81,138,124
8996,6,7,9,6,8,8,4,3,136,110,97,150,104,90,157,112
8997,3,1,1,3,1,2,2,1,84,66,92,90,80,99,74,118
8998,8,3,7,5,6,5,5,5,86,113,140,240,226,239,270,200
8999,3,5,4,5,6,8,7,7,473,420,553,519,345,312,347,328
9000,2,2,1,3,2,3,2,2,90,101,105,76,80,80,162,166
9001,2,3,3,4,3,2,2,3,102,87,72,76,53,104,86,100
9002,2,2,3,4,3,6,2,3,111,73,65,85,81,45,36,60
9003,6,6,7,6,8,6,4,7,322,265,293,281,260,382,426,239
9004,4,6,4,6,6,6,5,6,226,228,347,236,273,253,280,250
9005,4,2,2,3,3,3,3,3,224,196,192,184,204,239,172,166
9006,6,5,7,5,6,6,6,5,259,291,258,361,305,383,214,306
9007,9,9,6,7,6,5,7,10,133,113,306,259,258,246,177,102
9008,3,1,1,1,1,2,3,1,199,159,200,170,255,189,145,184
9009,3,6,7,5,7,5,6,6,63,82,49,117,105,95,139,132
9010,3,1,2,3,6,5,7,3,159,126,114,100,55,60,85,110
9011,7,6,4,3,4,8,5,9,34,48,84,104,125,80,84,66
9012,4,9,4,3,10,2,4,5,66,57,52,109,65,95,141,114
9013,9,9,7,7,5,5,4,5,174,232,305,318,444,429,380,376
9014,4,3,4,5,4,3,4,4,337,400,413,386,414,413,482,356
9015,10,8,7,8,7,8,7,8,124,317,349,324,304,364,536,488
9016,5,6,8,6,6,6,10,6,102,86,104,100,94,127,56,96
9017,2,3,3,4,2,3,4,4,443,468,459,419,536,483,469,513
9018,9,8,9,7,8,5,5,6,146,184,183,254,193,266,253,241
9019,1,1,1,2,1,2,2,2,116,147,98,136,155,91,144,87
9020,8,9,8,9,6,7,8,8,165,210,181,230,290,277,278,261
9021,7,8,10,10,7,9,8,5,254,266,162,195,291,269,361,263
9022,5,6,3,2,2,5,7,10,109,71,144,159,177,84,36,2
9023,3,4,7,10,8,10,4,6,387,358,39,40,55,91,235,249
9024,3,3,3,4,6,2,2,2,95,157,108,88,160,199,144,82
9025,4,9,7,9,5,4,8,6,57,57,53,47,47,74,95,62
9026,9,9,9,9,10,9,9,9,250,330,335,316,281,369,293,305
9027,1,3,4,2,2,1,10,1,118,70,73,46,57,121,50,104
9028,2,2,3,1,2,1,2,1,277,306,254,323,252,334,264,233
9029,9,10,8,9,6,6,8,9,55,52,86,125,141,100,87,50
9030,2,2,2,4,6,4,2,4,160,140,199,184,87,204,211,219
9031,2,2,1,1,4,4,2,6,41,118,81,77,42,23,44,29
9032,10,5,7,7,9,8,9,9,94,222,204,129,175,232,238,164
9033,1,2,2,1,1,1,2,1,77,115,70,121,146,154,157,168
9035,2,3,4,2,3,2,3,3,137,76,117,83,70,127,98,92
9036,1,1,1,2,1,1,1,3,69,108,77,77,71,79,43,54
9037,10,8,8,9,8,6,8,5,153,182,254,141,183,271,216,218
9038,2,4,3,6,2,2,3,3,178,181,227,188,172,204,167,291
9039,1,1,1,1,1,1,1,1,372,401,438,429,363,433,535,460
9040,5,2,4,4,4,4,3,7,204,246,265,185,181,286,277,117
9041,2,3,3,2,2,3,2,3,38,49,43,89,48,78,99,93
9042,6,3,6,6,7,8,7,7,335,362,369,437,369,304,341,361
9043,2,2,1,3,6,3,2,1,162,195,133,157,83,78,99,119
9044,2,2,3,3,3,9,5,3,156,103,120,87,105,30,55,63
9045,5,6,5,6,5,7,8,7,352,292,351,370,375,337,282,300
9046,10,9,8,8,9,9,7,6,115,168,240,202,131,225,298,213
9047,5,6,5,5,5,6,5,8,268,333,356,434,321,438,387,224
9048,5,2,2,3,2,2,3,3,27,33,122,61,70,64,53,56
9049,3,6,5,4,5,8,8,4,205,92,140,169,149,100,110,124
9050,10,10,10,10,5,10,7,8,47,110,268,217,289,346,356,241
9051,3,2,1,2,1,1,2,1,65,86,80,66,88,143,89,105
9052,4,5,3,5,2,4,3,4,122,99,78,41,97,80,130,75
9053,5,5,5,5,6,5,6,5,393,638,592,553,368,577,456,587
9054,6,7,8,4,5,5,6,5,110,109,90,110,112,115,88,80
9055,6,6,5,4,3,4,4,7,31,33,81,120,116,117,94,57
9056,5,5,3,1,1,3,2,3,41,44,120,133,124,120,139,134
9058,1,1,1,1,1,2,2,2,344,234,314,284,253,311,234,252
9059,7,6,5,4,3,6,5,4,40,62,146,157,271,131,183,96
9060,4,4,4,5,4,6,5,6,190,215,238,301,282,294,274,212
9061,4,2,3,3,6,3,4,2,55,83,50,46,37,61,58,128
9062,4,9,7,4,10,3,4,5,64,37,67,161,67,92,86,71
9063,7,5,5,6,7,8,9,8,256,347,330,419,220,240,185,262
9064,6,6,5,6,5,5,4,5,356,384,404,322,329,477,492,425
9065,9,6,6,6,7,8,8,10,187,294,286,267,306,220,192,149
9066,6,7,5,3,6,6,6,4,270,187,280,248,257,348,299,210
9067,5,3,2,2,3,3,4,2,43,78,75,97,55,172,110,144
9068,5,4,6,7,9,4,6,4,269,268,216,257,241,589,358,382
9069,3,1,1,1,1,1,1,2,87,133,154,120,190,177,142,108
9070,2,1,2,3,2,2,3,2,79,123,100,102,140,98,104,147
9071,3,3,4,2,1,2,2,5,148,180,123,228,256,140,182,25
9072,7,6,7,6,6,7,6,6,132,114,172,209,210,214,220,228
9073,7,6,6,7,9,9,8,8,185,235,230,269,122,103,194,182
9074,4,6,4,4,3,6,3,6,65,94,67,72,92,90,73,54
9075,3,2,1,3,2,1,3,2,32,63,120,118,91,127,144,59
9076,4,5,4,4,2,4,4,5,134,199,120,200,219,147,152,166
9077,2,2,3,3,3,3,4,2,124,92,65,81,194,105,87,84
9078,3,3,3,5,4,6,5,7,134,159,95,83,66,115,87,102
9079,6,7,5,6,5,9,7,7,219,238,198,213,258,216,283,197
9080,7,5,5,5,5,5,4,5,151,310,283,305,301,371,376,348
9081,3,3,2,2,1,4,2,2,85,77,119,83,96,21,59,45
9082,5,4,6,3,3,3,4,6,259,267,307,255,392,304,432,167
9083,2,3,3,3,3,2,9,2,109,80,81,96,92,208,50,121
9084,10,10,10,10,9,10,10,10,160,212,193,133,173,161,244,172
9085,9,5,3,6,8,6,8,8,72,117,98,73,82,83,62,89
9086,2,1,2,1,4,3,2,5,70,86,109,120,134,110,122,103
9087,5,5,4,3,3,5,4,8,216,217,205,253,265,200,204,144
9088,4,4,4,4,5,4,5,3,235,284,389,355,321,319,280,253
9089,10,9,9,9,10,9,9,9,171,205,212,194,224,294,284,200
9090,6,3,5,4,3,4,8,3,93,156,110,120,140,174,154,109
9091,5,5,6,8,6,9,7,9,79,128,134,94,112,68,177,97
9092,2,1,3,3,6,1,2,4,207,224,222,155,87,87,102,46
9093,7,9,10,10,7,9,7,9,138,90,94,71,95,82,142,105
9094,1,4,3,2,2,1,3,4,211,107,144,130,113,151,143,76
