고객번호,편의품구매횟수,선매품구매횟수,전문품구매횟수,기타품구매횟수,편의품총구매액,선매품총구매액,전문품총구매액,기타품총구매액,편의품객단가,선매품객단가,전문품객단가,기타품객단가,편의품구매비율(%),선매품구매비율(%),전문품구매비율(%),기타품구매비율(%)
8965,641.0,371.0,3.0,172.0,7708177.0,53071943.0,1666840.0,4069725.0,12025.23712948518,143051.05929919137,555613.3333333334,23661.191860465115,1.66,19.8,76.92,3.28
8966,1358.0,119.0,2.0,65.0,11733113.0,23939588.0,550877.0,1634908.0,8639.994845360825,201173.0084033613,275438.5,25152.43076923077,1.72,40.09,54.89,5.01
8967,449.0,228.0,10.0,27.0,10599774.0,73982327.0,25084963.0,589812.0,23607.5144766147,324483.8903508772,2508496.3,21844.88888888889,0.83,11.37,87.87,0.77
8968,278.0,92.0,2.0,140.0,3917363.0,8930580.0,303962.0,2113303.0,14091.23381294964,97071.52173913045,151981.0,15095.021428571428,5.33,36.75,57.53,5.71
8969,1959.0,15.0,0.0,4.0,7561015.0,785061.0,0.0,39447.0,3859.629913221031,52337.4,0.0,9861.75,6.21,84.14,0.0,15.83
8970,460.0,139.0,5.0,138.0,7480004.0,59186109.0,1184500.0,2776167.0,16260.878260869566,425799.345323741,236900.0,20117.152173913044,2.38,62.36,34.69,2.95
8971,527.0,117.0,8.0,40.0,7232187.0,14201969.0,3181423.0,746437.0,13723.314990512334,121384.35042735042,397677.875,18660.925,2.55,22.57,73.95,3.47
8972,212.0,150.0,17.0,35.0,8213403.0,56818253.0,9398561.0,860230.0,38742.46698113208,378788.3533333333,552856.5294117647,24578.0,4.05,39.61,57.81,2.57
8973,1147.0,46.0,1.0,48.0,6152370.0,1031211.0,396771.0,543152.0,5363.879686137751,22417.630434782608,396771.0,11315.666666666666,1.25,5.21,92.16,2.63
8974,1130.0,92.0,3.0,46.0,6282920.0,1520456.0,116884.0,578907.0,5560.1061946902655,16526.695652173912,38961.333333333336,12584.934782608696,8.17,24.28,57.21,18.46
8975,1871.0,95.0,0.0,58.0,9227977.0,2588627.0,0.0,627001.0,4932.10956707643,27248.70526315789,0.0,10810.362068965518,12.96,71.57,0.0,28.34
8976,612.0,84.0,1.0,199.0,5641927.0,5142521.0,252839.0,1966677.0,9218.83496732026,61220.48809523809,252839.0,9882.798994974872,2.85,18.9,78.05,3.05
8977,444.0,204.0,1.0,31.0,5492753.0,43431073.0,551071.0,533907.0,12371.065315315316,212897.41666666663,551071.0,17222.8064516129,1.58,27.25,70.54,2.2
8978,167.0,173.0,8.0,25.0,2043095.0,26750360.0,7926912.0,1087221.0,12234.101796407183,154626.35838150288,990864.0,43488.84,1.03,13.0,83.34,3.66
8979,2564.0,28.0,0.0,11.0,9006018.0,845934.0,0.0,93715.0,3512.48751950078,30211.92857142857,0.0,8519.545454545454,9.07,77.99,0.0,21.95
8980,432.0,258.0,5.0,29.0,4241850.0,18958533.0,497127.0,737501.0,9819.097222222224,73482.68604651163,99425.4,25431.068965517243,4.95,37.05,50.12,12.82
8981,256.0,150.0,0.0,45.0,1775146.0,7579556.0,0.0,594759.0,6934.1640625,50530.37333333334,0.0,13216.866666666669,10.88,79.25,0.0,20.7
8982,2154.0,132.0,1.0,66.0,10933615.0,3960504.0,96599.0,1106290.0,5075.9586815227485,30003.81818181818,96599.0,16761.969696969696,3.54,20.93,67.37,11.68
8983,365.0,124.0,0.0,31.0,3050373.0,8437420.0,0.0,233993.0,8357.186301369862,68043.70967741935,0.0,7548.16129032258,11.06,90.0,0.0,9.97
8984,520.0,53.0,9.0,19.0,57649993.0,9963071.0,12263931.0,981793.0,110865.37115384616,187982.4716981132,1362659.0,51673.31578947369,6.92,11.73,85.04,3.22
8985,952.0,355.0,20.0,70.0,12991736.0,55003380.0,12951980.0,1537959.0,13646.781512605045,154939.0985915493,647599.0,21970.842857142856,1.66,18.79,78.54,2.66
8986,1684.0,118.0,5.0,35.0,8316455.0,4473297.0,569591.0,758074.0,4938.512470308789,37909.29661016949,113918.2,21659.257142857143,2.85,21.85,65.65,12.48
8987,1033.0,56.0,0.0,31.0,6781077.0,2428688.0,0.0,328733.0,6564.450145208131,43369.42857142857,0.0,10604.290322580646,12.16,80.33,0.0,19.61
8988,1223.0,376.0,5.0,101.0,8094581.0,20366061.0,187536.0,2679637.0,6618.627146361407,54165.05585106383,37507.2,26531.0594059406,5.6,45.82,31.72,22.43
8989,1585.0,18.0,0.0,6.0,9898885.0,665702.0,0.0,178038.0,6245.353312302839,36983.444444444445,0.0,29673.0,9.37,55.48,0.0,44.47
8990,482.0,189.0,1.0,29.0,5761089.0,52628736.0,11302.0,983904.0,11952.466804979253,278458.92063492065,11302.0,33927.72413793104,3.69,86.03,3.49,10.48
8991,732.0,188.0,0.0,106.0,8770515.0,81707685.0,0.0,1886957.0,11981.57786885246,434615.3457446809,0.0,17801.48113207547,2.65,96.06,0.0,3.93
8992,1301.0,9.0,0.0,0.0,5248224.0,747626.0,0.0,0.0,4033.992313604919,83069.55555555556,0.0,0.0,4.86,99.99,0.0,0.0
8993,76.0,503.0,6.0,25.0,3769085.0,138709011.0,4287495.0,1267655.0,49593.22368421053,275763.44135188864,714582.5,50706.2,4.76,26.49,68.64,4.87
8994,241.0,309.0,2.0,129.0,3473010.0,779271137.0,138556.0,1968355.0,14410.829875518672,2521913.064724919,69278.0,15258.565891472868,0.55,96.76,2.66,0.59
8995,444.0,71.0,1.0,253.0,3438324.0,3158975.0,647582.0,2116466.0,7743.972972972973,44492.605633802814,647582.0,8365.478260869566,1.11,6.35,92.45,1.19
8996,651.0,75.0,3.0,115.0,6249604.0,2732594.0,106256.0,3213720.0,9600.00614439324,36434.58666666667,35418.666666666664,27945.391304347828,9.62,36.5,35.47,27.98
8997,367.0,140.0,11.0,67.0,11374843.0,38365100.0,9692961.0,2195918.0,30994.12261580381,274036.4285714286,881178.2727272727,32774.89552238806,2.61,23.07,74.17,2.76
8998,1210.0,63.0,10.0,31.0,9626972.0,4896972.0,2337195.0,302175.0,7956.17520661157,77729.71428571429,233719.5,9747.58064516129,2.48,24.2,72.76,3.03
8999,2957.0,12.0,0.0,0.0,15760941.0,1560059.0,0.0,0.0,5330.044301657085,130004.91666666669,0.0,0.0,4.1,100.0,0.0,0.0
9000,381.0,221.0,7.0,85.0,11694809.0,27892007.0,4308329.0,1682684.0,30695.036745406826,126208.17647058824,615475.5714285715,19796.282352941176,4.03,16.57,80.82,2.6
9001,275.0,246.0,8.0,51.0,3243329.0,30764108.0,2261456.0,638521.0,11793.923636363636,125057.34959349594,282682.0,12520.019607843138,2.81,29.76,67.26,2.98
9002,310.0,142.0,5.0,39.0,4515178.0,20949625.0,7894032.0,1104326.0,14565.090322580643,147532.5704225352,1578806.4,28316.05128205128,0.83,8.41,89.98,1.61
9003,2163.0,58.0,0.0,8.0,11829552.0,1821728.0,0.0,45317.0,5469.0485436893205,31409.103448275862,0.0,5664.625,14.75,84.69,0.0,15.24
9004,1713.0,85.0,0.0,45.0,11306440.0,4848308.0,0.0,495414.0,6600.373613543491,57038.91764705882,0.0,11009.2,9.7,83.81,0.0,16.16
9005,1148.0,225.0,13.0,25.0,7180909.0,27283074.0,3939612.0,405959.0,6255.147212543554,121258.10666666667,303047.07692307694,16238.36,1.42,27.52,68.78,3.69
9006,1963.0,98.0,1.0,9.0,10176400.0,4032819.0,201088.0,188086.0,5184.105960264901,41151.21428571428,201088.0,20898.444444444445,1.97,15.64,76.41,7.94
9007,1224.0,119.0,0.0,149.0,7066501.0,2802243.0,0.0,1465596.0,5773.285130718954,23548.26050420168,0.0,9836.21476510067,17.29,70.5,0.0,29.39
9008,986.0,210.0,41.0,80.0,24766800.0,47235005.0,42643781.0,1388523.0,25118.4584178499,224928.59523809524,1040092.2195121952,17356.5375,1.96,17.54,81.11,1.35
9009,385.0,100.0,5.0,160.0,4367399.0,8206353.0,2197324.0,1884273.0,11343.893506493509,82063.53,439464.8,11776.70625,2.13,15.39,82.4,2.21
9010,459.0,199.0,5.0,36.0,5309346.0,24622982.0,2614971.0,464871.0,11567.202614379084,123733.57788944725,522994.2,12913.083333333334,1.75,18.76,79.28,1.96
9011,384.0,132.0,1.0,42.0,5278463.0,12101539.0,118626.0,964487.0,13745.997395833334,91678.32575757576,118626.0,22963.97619047619,5.89,39.3,50.84,9.84
9012,418.0,121.0,0.0,46.0,8485838.0,11808058.0,0.0,3084273.0,20301.047846889956,97587.25619834712,0.0,67049.41304347826,12.33,59.27,0.0,40.71
9013,2204.0,42.0,0.0,36.0,10354055.0,1894865.0,0.0,313194.0,4697.847096188748,45115.833333333336,0.0,8699.833333333334,8.73,83.82,0.0,16.14
9014,2455.0,210.0,1.0,179.0,15307139.0,6961321.0,146875.0,2587494.0,6235.08716904277,33149.14761904762,146875.0,14455.27374301676,3.21,17.04,75.51,7.43
9015,2280.0,29.0,0.0,9.0,7545582.0,1491334.0,0.0,147752.0,3309.4657894736843,51425.31034482759,0.0,16416.88888888889,4.88,75.8,0.0,24.17
9016,592.0,53.0,1.0,23.0,6348279.0,4867517.0,19572.0,359744.0,10723.444256756757,91839.94339622642,19572.0,15641.04347826087,8.44,72.28,15.39,12.3
9017,2932.0,232.0,6.0,107.0,18770752.0,12804056.0,771776.0,1604428.0,6402.030013642565,55189.89655172414,128629.33333333331,14994.654205607476,3.22,27.76,64.69,7.54
9018,1373.0,76.0,0.0,30.0,6763397.0,4160356.0,0.0,297687.0,4925.999271667881,54741.52631578947,0.0,9922.9,7.62,84.64,0.0,15.32
9019,566.0,238.0,7.0,76.0,8880157.0,51186036.0,8808260.0,1329110.0,15689.32332155477,215067.3781512605,1258322.857142857,17488.28947368421,1.05,14.43,84.4,1.17
9020,1623.0,8.0,0.0,0.0,9255108.0,181087.0,0.0,0.0,5702.469500924214,22635.875,0.0,0.0,25.19,99.89,0.0,0.0
9021,1787.0,11.0,0.0,0.0,7986508.0,575437.0,0.0,0.0,4469.226636821489,52312.454545454544,0.0,0.0,8.54,99.98,0.0,0.0
9022,374.0,232.0,0.0,174.0,4284230.0,22789988.0,0.0,3049179.0,11455.160427807486,98232.70689655172,0.0,17524.01724137931,9.9,84.85,0.0,15.13
9023,1162.0,38.0,0.0,5.0,12523029.0,1341709.0,0.0,45094.0,10777.13339070568,35308.13157894737,0.0,9018.8,24.31,79.61,0.0,20.3
9024,661.0,141.0,1.0,148.0,11926111.0,20340027.0,42477.0,2703329.0,18042.527987897127,144255.51063829788,42477.0,18265.736486486487,8.8,70.37,20.71,8.91
9025,269.0,113.0,0.0,48.0,4168712.0,8859520.0,0.0,584193.0,15497.07063197026,78402.83185840708,0.0,12170.6875,17.11,86.55,0.0,13.42
9026,2170.0,4.0,0.0,0.0,6558575.0,202843.0,0.0,0.0,3022.384792626728,50710.75,0.0,0.0,5.96,99.99,0.0,0.0
9027,305.0,150.0,4.0,76.0,4196307.0,39908222.0,653690.0,2360335.0,13758.383606557378,266054.8133333333,163422.5,31057.03947368421,2.99,57.77,35.48,6.74
9028,1663.0,285.0,30.0,32.0,16085061.0,43250277.0,39857786.0,990661.0,9672.31569452796,151755.35789473684,1328592.8666666667,30958.15625,0.64,10.04,87.91,2.05
9029,451.0,96.0,2.0,97.0,3017148.0,4614663.0,723981.0,901883.0,6689.906873614191,48069.40625,361990.5,9297.76288659794,1.6,11.46,86.32,2.22
9030,965.0,154.0,2.0,64.0,10763199.0,24536759.0,569098.0,1188985.0,11153.57409326425,159329.6038961039,284549.0,18577.890625,2.41,34.45,61.52,4.02
9031,78.0,256.0,10.0,82.0,1945087.0,41754419.0,6939881.0,1742427.0,24937.01282051282,163103.19921875,693988.1,21249.10975609756,2.84,18.57,79.01,2.42
9032,1260.0,24.0,0.0,10.0,8059082.0,1475008.0,0.0,109894.0,6396.096825396826,61458.66666666666,0.0,10989.4,8.83,84.82,0.0,15.15
9033,466.0,334.0,2.0,38.0,14171014.0,52918705.0,115798.0,1199508.0,30409.901287553646,158439.2365269461,57899.0,31566.0,12.27,63.91,23.35,12.73
9035,366.0,262.0,9.0,71.0,3582414.0,28351095.0,2366143.0,1403044.0,9788.016393442624,108210.286259542,262904.7777777777,19761.183098591548,2.5,27.68,67.26,5.05
9036,267.0,125.0,104.0,28.0,2971817.0,19024861.0,97844761.0,613944.0,11130.40074906367,152198.888,940815.0096153846,21926.571428571428,1.0,13.65,84.38,1.97
9037,1309.0,53.0,0.0,38.0,7243377.0,1752731.0,0.0,360638.0,5533.519480519481,33070.3962264151,0.0,9490.473684210529,13.0,77.68,0.0,22.25
9038,1083.0,189.0,2.0,43.0,11832406.0,19217956.0,1054845.0,909595.0,10925.582640812558,101682.30687830687,527422.5,21153.372093023256,1.68,15.64,81.11,3.25
9039,2211.0,430.0,1.0,329.0,27845381.0,115062824.0,320975.0,8476622.0,12594.021257349616,267587.9627906977,320975.0,25764.808510638297,2.05,43.56,52.24,4.19
9040,1527.0,100.0,0.0,17.0,17080508.0,6189504.0,0.0,3536940.0,11185.66339227243,61895.04,0.0,208055.29411764705,4.14,22.93,0.0,77.06
9041,272.0,167.0,3.0,2.0,10055054.0,33965345.0,496785.0,60069.0,36967.11029411765,203385.2994011976,165595.0,30034.5,9.26,50.97,41.49,7.53
9042,2497.0,17.0,3.0,0.0,10809919.0,1279731.0,2925445.0,0.0,4329.162595114137,75278.29411764706,975148.3333333334,0.0,0.41,7.17,92.83,0.0
9043,660.0,144.0,26.0,77.0,7898731.0,20825542.0,20209637.0,1708071.0,11967.774242424242,144621.81944444444,777293.7307692308,22182.74025974026,1.27,15.32,82.33,2.35
9044,307.0,298.0,0.0,51.0,4606955.0,28327512.0,0.0,479882.0,15006.368078175896,95058.76510067114,0.0,9409.450980392156,14.36,90.98,0.0,9.0
9045,2120.0,115.0,0.0,124.0,9144651.0,3475699.0,0.0,961507.0,4313.514622641509,30223.46956521739,0.0,7754.0887096774195,11.36,79.56,0.0,20.37
9046,1327.0,33.0,0.0,19.0,6552625.0,1299165.0,0.0,508972.0,4937.923888470234,39368.63636363636,0.0,26788.0,7.46,59.5,0.0,40.45
9047,2514.0,22.0,0.0,1.0,15120163.0,1059161.0,0.0,45267.0,6014.384645982498,48143.681818181816,0.0,45267.0,6.44,51.54,0.0,48.43
9048,206.0,184.0,8.0,32.0,4820698.0,24691479.0,9296283.0,1114027.0,23401.44660194175,134192.82065217392,1162035.375,34813.34375,1.76,10.08,87.3,2.62
9049,690.0,156.0,7.0,112.0,5843803.0,10332725.0,269217.0,1285010.0,8469.279710144927,66235.41666666667,38459.57142857143,11473.30357142857,7.29,57.01,33.09,9.87
9050,1624.0,8.0,1.0,0.0,4996389.0,703214.0,1228799.0,0.0,3076.59421182266,87901.75,1228799.0,0.0,0.23,6.68,93.32,0.0
9051,268.0,334.0,3.0,12.0,4162540.0,63321277.0,3492565.0,435655.0,15531.865671641792,189584.6616766467,1164188.3333333333,36304.583333333336,1.12,13.64,83.75,2.61
9052,314.0,211.0,13.0,109.0,2831020.0,19109338.0,3015197.0,1493288.0,9015.987261146496,90565.58293838864,231938.2307692308,13699.88990825688,2.68,26.94,68.98,4.07
9053,3513.0,60.0,0.0,4.0,13975749.0,1821961.0,0.0,38619.0,3978.2946199829207,30366.016666666663,0.0,9654.75,9.94,75.86,0.0,24.07
9054,522.0,168.0,6.0,38.0,2545189.0,9392820.0,2593109.0,547519.0,4875.840996168582,55909.642857142855,432184.8333333333,14408.394736842103,0.97,11.13,86.0,2.87
9055,368.0,112.0,1.0,111.0,5520694.0,9790233.0,2548619.0,2893464.0,15001.885869565218,87412.79464285714,2548619.0,26067.243243243243,0.56,3.28,95.74,0.98
9056,403.0,197.0,7.0,114.0,10030157.0,24772106.0,11056296.0,3770722.0,24888.727047146403,125746.730964467,1579470.857142857,33076.508771929824,1.43,7.23,90.86,1.9
9058,1576.0,309.0,11.0,78.0,11289236.0,48749082.0,11529834.0,1792396.0,7163.220812182741,157764.01941747573,1048166.7272727272,22979.4358974359,0.58,12.84,85.29,1.87
9059,723.0,143.0,1.0,123.0,7605744.0,7672273.0,29057.0,1689305.0,10519.701244813275,53652.25874125874,29057.0,13734.18699186992,10.91,55.62,30.11,14.23
9060,1668.0,110.0,0.0,16.0,10607913.0,7827247.0,0.0,377047.0,6359.660071942446,71156.79090909091,0.0,23565.4375,6.71,75.12,0.0,24.86
9061,33.0,281.0,8.0,68.0,1075490.0,26875265.0,1401597.0,1691439.0,32590.60606060606,95641.512455516,175199.625,24874.102941176472,11.02,32.34,59.24,8.41
9062,425.0,135.0,0.0,14.0,3176090.0,15438909.0,0.0,217348.0,7473.15294117647,114362.28888888888,0.0,15524.857142857143,5.75,88.04,0.0,11.94
9063,1943.0,42.0,0.0,12.0,10210722.0,1607324.0,0.0,354905.0,5255.1322696860525,38269.619047619046,0.0,29575.416666666668,7.75,56.4,0.0,43.55
9064,2701.0,48.0,0.0,15.0,15737016.0,660119.0,0.0,203659.0,5826.366530914476,13752.479166666666,0.0,13577.266666666666,21.32,50.28,0.0,49.55
9065,1635.0,84.0,0.0,33.0,8999225.0,2152507.0,0.0,167881.0,5504.113149847095,25625.08333333333,0.0,5087.30303030303,17.92,83.39,0.0,16.51
9066,1739.0,106.0,0.0,44.0,8643434.0,5600536.0,0.0,1127943.0,4970.347326049454,52835.24528301887,0.0,25635.06818181818,6.33,67.33,0.0,32.64
9067,358.0,213.0,7.0,52.0,3387009.0,26155440.0,1830336.0,969593.0,9460.918994413409,122795.49295774648,261476.57142857145,18646.01923076923,2.35,30.48,64.89,4.63
9068,2134.0,59.0,1.0,4.0,11910266.0,3366731.0,150762.0,216522.0,5581.193064667292,57063.23728813559,150762.0,54130.5,2.13,21.78,57.55,20.66
9069,536.0,428.0,0.0,39.0,9541226.0,72998418.0,0.0,1101372.0,17800.794776119405,170557.05140186916,0.0,28240.30769230769,8.95,85.79,0.0,14.2
9070,435.0,260.0,1.0,50.0,7305165.0,44188564.0,428619.0,1713957.0,16793.48275862069,169956.0153846154,428619.0,34279.14,2.65,26.86,67.72,5.42
9071,970.0,221.0,7.0,59.0,11062780.0,39697286.0,7604534.0,1715425.0,11404.927835051549,179625.72850678733,1086362.0,29075.0,0.88,13.87,83.88,2.24
9072,926.0,109.0,3.0,233.0,6146352.0,4686975.0,190828.0,1587105.0,6637.529157667386,42999.77064220184,63609.333333333336,6811.609442060086,5.85,37.91,56.06,6.0
9073,1175.0,67.0,0.0,96.0,6824115.0,2195201.0,0.0,1322262.0,5807.75744680851,32764.194029850747,0.0,13773.5625,12.48,70.38,0.0,29.54
9074,403.0,123.0,1.0,26.0,3298208.0,16363594.0,30026.0,608573.0,8184.138957816377,133037.34959349592,30026.0,23406.653846153848,4.39,71.34,16.1,12.55
9075,413.0,246.0,6.0,30.0,12391687.0,39944680.0,7980851.0,640421.0,30004.084745762717,162376.74796747966,1330141.8333333333,21347.366666666665,1.98,10.73,87.86,1.41
9076,1042.0,98.0,0.0,31.0,18643217.0,6724742.0,0.0,485386.0,17891.762955854127,68619.8163265306,0.0,15657.612903225809,21.23,81.4,0.0,18.56
9077,528.0,154.0,7.0,59.0,5457169.0,22217175.0,5586738.0,1161078.0,10335.547348484848,144267.37012987013,798105.4285714285,19679.28813559322,1.07,15.0,82.96,2.05
9078,453.0,76.0,0.0,210.0,3266458.0,18252156.0,0.0,1237271.0,7210.724061810154,240159.94736842104,0.0,5891.766666666666,2.93,97.6,0.0,2.39
9079,1378.0,169.0,0.0,78.0,8246578.0,3770992.0,0.0,644935.0,5984.4542815674895,22313.562130177517,0.0,8268.397435897436,19.57,72.92,0.0,26.96
9080,1883.0,144.0,1.0,69.0,11667170.0,3584797.0,6757.0,1291580.0,6196.054168879447,24894.42361111111,6757.0,18718.55072463768,12.3,49.41,13.4,37.11
9081,299.0,166.0,23.0,52.0,4620917.0,44759770.0,5405540.0,1337688.0,15454.571906354517,269637.1686746988,235023.4782608696,25724.76923076923,2.91,50.84,44.31,4.85
9082,1918.0,198.0,4.0,96.0,9165925.0,13724373.0,736294.0,1447286.0,4778.897288842544,69315.01515151515,184073.5,15075.895833333334,1.78,25.82,68.56,5.61
9083,285.0,389.0,13.0,29.0,4508393.0,31724742.0,661049.0,846958.0,15818.922807017543,81554.60668380462,50849.92307692308,29205.44827586207,9.79,50.46,31.45,18.06
9084,1259.0,11.0,1.0,5.0,3746449.0,232706.0,253648.0,101016.0,2975.7339158061955,21155.090909090908,253648.0,20203.2,1.01,7.17,85.98,6.85
9085,430.0,119.0,3.0,35.0,3073775.0,9948847.0,870068.0,460722.0,7148.313953488372,83603.75630252101,290022.6666666667,13163.485714285714,1.85,21.61,74.98,3.4
9086,563.0,158.0,8.0,22.0,3495941.0,45883244.0,708251.0,265696.0,6209.486678507993,290400.2784810127,88531.375,12077.09090909091,1.59,74.27,22.64,3.09
9087,1216.0,240.0,1.0,103.0,8070213.0,15175406.0,5631.0,965173.0,6636.688322368421,63230.85833333333,5631.0,9370.611650485436,8.48,80.82,7.19,11.96
9088,1853.0,171.0,3.0,156.0,11943221.0,6825558.0,172162.0,1677538.0,6445.343227199137,39915.54385964912,57387.333333333336,10753.44871794872,5.96,36.94,53.09,9.94
9089,1552.0,13.0,0.0,19.0,6553238.0,75150.0,0.0,96941.0,4222.447164948454,5780.769230769231,0.0,5102.1578947368425,38.8,52.93,0.0,46.49
9090,745.0,165.0,3.0,34.0,5907787.0,13500773.0,1971328.0,817769.0,7929.915436241611,81822.86666666667,657109.3333333334,24052.029411764703,1.04,10.72,86.12,3.15
9091,594.0,90.0,0.0,108.0,5685361.0,4478587.0,0.0,2199294.0,9571.314814814816,49762.07777777778,0.0,20363.83333333333,13.65,70.95,0.0,29.0
9092,837.0,222.0,5.0,20.0,8068405.0,29480636.0,10950644.0,417055.0,9639.671445639187,132795.65765765766,2190128.8,20852.75,0.41,5.67,93.44,0.89
9093,653.0,28.0,0.0,31.0,7273644.0,897467.0,0.0,305303.0,11138.811638591118,32052.39285714286,0.0,9848.483870967742,26.58,76.45,0.0,23.45
9094,641.0,221.0,2.0,135.0,6947328.0,40333264.0,1054705.0,2985710.0,10838.265210608424,182503.45701357463,527352.5,22116.37037037037,1.48,24.93,72.04,3.02
9095,404.0,242.0,6.0,46.0,3746833.0,14951151.0,6571933.0,916823.0,9274.339108910892,61781.615702479336,1095322.1666666667,19930.934782608696,0.79,5.25,93.06,1.69
9096,437.0,411.0,2.0,95.0,4002972.0,28621195.0,40200.0,2505957.0,9160.11899313501,69637.94403892945,20100.0,26378.494736842105,7.89,59.97,17.3,22.7
9097,784.0,216.0,0.0,27.0,5200334.0,6871586.0,0.0,367661.0,6633.0790816326535,31812.89814814815,0.0,13617.074074074077,14.6,70.0,0.0,29.92
9098,951.0,420.0,9.0,77.0,3494010.0,23801759.0,418917.0,1997196.0,3674.03785488959,56670.85476190476,46546.333333333336,25937.61038961039,2.84,43.88,36.03,20.07
9099,1463.0,215.0,10.0,62.0,13558741.0,24791627.0,9827843.0,2364410.0,9267.765550239234,115309.89302325582,982784.3,38135.645161290326,0.82,10.15,86.49,3.36
9100,2047.0,16.0,0.0,3.0,7103302.0,2050085.0,0.0,40403.0,3470.103566194431,128130.3125,0.0,13467.666666666666,2.45,90.49,0.0,9.5
9101,1139.0,147.0,0.0,49.0,8327053.0,11529377.0,0.0,447542.0,7310.845478489903,78431.13605442178,0.0,9133.510204081633,8.35,89.56,0.0,10.42
9102,1789.0,21.0,1.0,9.0,8624908.0,1747218.0,111523.0,280699.0,4821.077697037451,83200.85714285714,111523.0,31188.777777777777,2.13,36.83,49.36,13.8
9103,772.0,257.0,8.0,52.0,5736798.0,12620877.0,232282.0,1412872.0,7431.08549222798,49108.47081712062,29035.25,27170.615384615383,7.06,46.63,27.56,25.78
9104,783.0,34.0,0.0,7.0,5172312.0,2108304.0,0.0,54135.0,6605.762452107279,62008.94117647059,0.0,7733.571428571428,9.47,88.9,0.0,11.07
9105,455.0,122.0,0.0,74.0,8616299.0,14583261.0,0.0,2854167.0,18936.92087912088,119534.9262295082,0.0,38569.82432432433,11.98,75.6,0.0,24.38
9106,1340.0,48.0,0.0,45.0,5256617.0,677448.0,0.0,172384.0,3922.8485074626874,14113.5,0.0,3830.755555555556,21.86,78.56,0.0,21.23
9107,766.0,253.0,12.0,26.0,10258370.0,40966531.0,4060778.0,360914.0,13392.127937336814,161923.04743083005,338398.1666666667,13881.307692307691,2.6,31.49,65.81,2.7
9108,2490.0,14.0,0.0,2.0,8786128.0,728876.0,0.0,45633.0,3528.565461847389,52062.57142857143,0.0,22816.5,4.71,69.52,0.0,30.44
9109,1757.0,190.0,1.0,74.0,11097180.0,7078588.0,14936.0,1273856.0,6315.981787137166,37255.72631578947,14936.0,17214.27027027027,9.1,53.67,21.5,24.77
9110,300.0,315.0,5.0,64.0,9250901.0,73080862.0,8102046.0,1209580.0,30836.336666666662,232002.7365079365,1620409.2,18899.6875,1.65,12.4,86.59,1.01
9111,1268.0,166.0,3.0,100.0,13829836.0,10833986.0,726275.0,2919946.0,10906.81072555205,65264.97590361446,242091.66666666663,29199.46,3.24,19.39,71.93,8.67
9112,1427.0,44.0,0.0,3.0,6414652.0,2245035.0,0.0,59192.0,4495.201121233356,51023.52272727273,0.0,19730.666666666668,6.35,72.11,0.0,27.86
9113,507.0,198.0,1.0,22.0,6325534.0,30273471.0,138019.0,197957.0,12476.39842209073,152896.31818181818,138019.0,8998.045454545454,4.16,50.98,46.01,3.0
9114,1050.0,60.0,0.0,32.0,12031345.0,3890606.0,0.0,295971.0,11458.423809523809,64843.43333333333,0.0,9249.09375,15.47,87.5,0.0,12.47
9115,351.0,93.0,4.0,67.0,3273342.0,9137455.0,313078.0,1266797.0,9325.760683760684,98252.20430107528,78269.5,18907.417910447763,4.77,50.27,40.04,9.67
9116,403.0,176.0,10.0,82.0,4098477.0,14817717.0,8657599.0,1707654.0,10169.91811414392,84191.57386363637,865759.9,20825.048780487807,1.05,8.67,89.18,2.14
9117,503.0,114.0,29.0,68.0,11603342.0,14743396.0,50621196.0,1303386.0,23068.27435387674,129328.0350877193,1745558.4827586208,19167.441176470587,1.22,6.83,92.16,1.01
9118,1653.0,73.0,0.0,64.0,9398006.0,1733072.0,0.0,414805.0,5685.424077434966,23740.712328767124,0.0,6481.328125,18.81,78.51,0.0,21.38
9119,328.0,271.0,7.0,38.0,4582376.0,63597663.0,5683105.0,965746.0,13970.658536585366,234677.72324723247,811872.1428571428,25414.36842105263,1.3,21.89,75.74,2.37
9120,1861.0,51.0,1.0,6.0,8986362.0,1098746.0,556247.0,17452.0,4828.781300376142,21544.03921568628,556247.0,2908.6666666666665,0.83,3.71,95.79,0.5
9121,125.0,378.0,37.0,5.0,1532635.0,108532191.0,30047180.0,546879.0,12261.08,287122.1984126984,812085.9459459459,109375.8,1.01,23.76,67.19,9.05
9122,630.0,234.0,2.0,58.0,5126299.0,25467760.0,202525.0,873348.0,8136.98253968254,108836.5811965812,101262.5,15057.724137931034,3.61,48.34,44.96,6.68
9123,445.0,168.0,23.0,114.0,10092932.0,17386701.0,16659745.0,1934962.0,22680.74606741573,103492.26785714286,724336.7391304348,16973.35087719298,2.68,12.25,85.74,2.01
9124,2210.0,9.0,0.0,0.0,16441621.0,238207.0,0.0,0.0,7439.647511312217,26467.444444444445,0.0,0.0,28.11,99.89,0.0,0.0
9125,154.0,225.0,20.0,25.0,5252564.0,56200844.0,7519849.0,622778.0,34107.55844155844,249781.5288888889,375992.45,24911.12,5.24,38.39,57.78,3.83
9126,971.0,50.0,0.0,34.0,6888280.0,3448624.0,0.0,369214.0,7094.006179196705,68972.48,0.0,10859.235294117649,8.89,86.39,0.0,13.59
