고객번호,최근날짜,구매빈도,구매금액
9425,3,653,84257373
9426,5,1298,13624797
9427,2,748,18548448
9428,3,780,70619531
9429,4,745,6035630
9430,2,1198,41613809
9431,4,588,50000997
9432,2,656,165571140
9433,2,933,55562131
9434,5,2157,11992186
9435,3,391,94207906
9436,11,1053,26084378
9437,4,1599,26644847
9438,2,429,51948526
9439,11,973,40339412
9440,2,702,230189115
9441,5,1488,20411170
9442,6,736,58640193
9443,2,680,82421493
9444,2,824,55231075
9445,5,889,11508848
9446,2,923,21966010
9447,2,1104,20738015
9448,2,641,24319063
9449,3,1067,35009299
9450,3,1284,13691291
9451,2,1317,32482638
9452,4,614,139136241
9453,2,1202,15270563
9454,4,1001,93890055
9455,36,677,5909028
9456,3,765,159422166
9457,2,617,76994163
9458,2,671,18254205
9459,2,2230,12886615
9460,4,530,83649682
9461,32,951,12630426
9462,2,1948,15682445
9463,5,532,46723685
9464,2,959,6581415
9465,3,440,31988724
9466,4,864,25510156
9467,2,582,67884426
9468,5,875,8487599
9469,2,319,9112668
9470,5,1557,17771504
9471,2,1604,24329887
9472,2,926,7999801
9473,2,644,45101897
9474,2,971,50407435
9475,2,1688,16951245
9476,14,397,23720912
9477,2,2057,24430771
9478,2,1413,23801080
9479,5,916,96321652
9480,4,404,36179138
9481,3,667,83625397
9482,3,1411,12504691
9483,4,784,13325212
9484,5,1042,77155342
9485,2,993,69806057
9486,3,385,98040408
9487,4,454,16266778
9488,3,818,11162548
9489,2,1246,7350917
9490,2,1946,17865065
9491,3,1683,11240273
9492,2,1485,9253683
9493,5,815,29098668
9494,5,1814,9158493
9495,2,1070,30466067
9496,2,866,12579519
9497,2,1483,20014748
9498,6,386,38510590
9499,8,898,12688053
9500,5,712,23932852
9501,2,1395,32258047
9502,2,702,60583243
9503,5,330,65343324
9504,4,627,92851241
9505,2,671,54059187
9506,3,1169,9667616
9507,4,392,23870710
9508,8,2467,13532423
9509,11,495,51932367
9510,2,381,19421406
9511,3,482,11278712
9512,4,663,19716319
9513,2,435,155793007
9514,2,444,60878437
9515,3,1889,34075914
9516,5,1186,15377800
9517,3,965,8063059
9518,2,661,550977816
9519,6,442,58044453
9520,2,958,7741881
9521,2,2483,26932823
9522,3,1735,6603594
9523,2,1837,11044076
9525,4,1280,6143034
9526,3,843,36693572
9527,4,401,147598522
9528,4,346,7813757
9529,3,577,20421483
9530,9,780,13455756
9531,2,1395,8995491
9532,5,1392,56805889
9533,4,548,69887345
9534,7,447,28667620
9535,7,329,7473611
9536,9,593,66451856
9537,15,600,29102153
9538,3,926,36668887
9539,6,598,75899503
9540,2,467,99041467
9541,3,611,18675938
9542,21,449,75863774
9543,2,482,40047082
9544,2,2900,13508712
9545,2,941,13831332
9546,5,869,86215126
9547,2,462,17311997
9548,2,847,6240190
9549,2,556,74765943
9551,2,2715,16182932
9553,2,1321,11190949
9554,3,514,37061963
9555,3,1437,23083360
9556,3,482,19111861
9558,4,1041,9590815
9559,3,2791,26476932
9560,4,455,26707214
9561,3,1153,98227574
9562,7,1457,52561146
9563,2,1467,13812286
9564,3,640,45817518
9565,5,950,11360028
9567,7,902,25869866
9568,2,439,27108415
9569,2,1404,13513626
9570,2,1786,22735842
9571,2,1071,7255520
9572,2,640,47010750
9573,4,787,9725024
9574,4,489,455477049
9575,2,1379,29643336
9576,3,1717,77234940
9577,7,99,2174275
9578,3,486,21850992
9579,2,854,30215214
9580,5,596,31126572
9581,4,1007,27276623
9582,2,2209,13261984
9583,2,606,37678396
9584,2,507,25625406
9585,5,472,44380122
9586,2,1758,34219280
9587,2,804,6562619
9588,11,457,39968405
9589,3,782,28408052
9590,2,1102,49603662
9591,3,1309,3968926
9592,5,425,162907996
9593,14,687,14209769
9594,2,1185,10137922
9595,5,1399,16617920
9596,9,1587,12713885
9597,5,1216,16026680
9598,4,744,26215616
9599,5,2181,21292829
9600,2,2002,42418183
9601,8,1594,14127138
9602,3,907,28667877
9603,4,468,193007586
9604,2,630,21934826
9605,3,569,15998981
9606,6,568,107538879
9607,4,503,23196328
9608,2,2442,19292600
9609,4,562,61662806
9611,2,1766,51306025
9612,9,394,6857621
9613,3,1528,14116155
9614,2,564,45923446
9615,10,684,65645769
9616,2,851,12585197
9617,4,937,46676910
9618,6,1245,18190859
9619,2,1198,11936746
9620,6,770,123220694
9621,2,1665,8338673
9622,4,403,130240574
9623,2,1028,16721859
9624,2,636,23892977
9625,6,1176,15394795
9626,4,590,119167154
9627,6,428,33859593
9628,3,791,73258456
9629,2,680,13957708
9630,2,757,54973299
9631,3,1849,14431272
9632,3,530,16274099
9633,3,654,35534180
9634,4,1885,37130045
9635,2,1060,34632970
9636,4,820,39413904
9637,2,345,48131050
9638,3,478,43271575
9639,6,770,62596682
9641,3,562,57303263
9642,4,644,14572013
9643,6,1313,99407514
9644,2,553,23496666
9645,6,1122,18827380
9647,5,684,23577265
9648,3,571,58324187
9649,2,457,43705087
9650,5,402,50463669
9651,11,701,24666054
9652,16,661,6948139
9653,2,1528,19449910
9654,12,330,40741361
9655,3,994,6265437
9656,13,519,132078247
9657,5,761,60558860
9658,3,629,37943032
9659,2,1601,12543253
9660,2,2364,21546440
9661,10,506,200518409
9662,2,1777,9266326
9663,5,775,13210004
9664,3,906,7828662
9665,6,924,48789509
9666,22,481,21671805
9667,2,1294,25073163
9668,2,1240,260692723
9669,11,1184,9747166
9670,13,714,42330208
9671,46,580,55518162
9672,2,877,40711650
9673,2,527,8015740
9675,2,512,95119536
9676,4,919,12419654
9677,2,1764,12746102
9678,6,1495,10556500
9679,3,770,23050231
9680,5,987,33362010
9681,2,1413,24313194
9682,2,1169,6683074
9683,2,525,115673141
9684,5,828,13895874
9685,2,597,40991385
9686,2,746,37207828
9687,2,2203,38277770
9688,2,341,33227323
9689,11,406,85293031
9690,2,676,21921139
9691,4,336,30000416
9692,15,345,56308112
9693,8,1358,7493627
9694,3,462,55883939
9695,5,716,12347151
9696,7,1182,8226863
9697,2,497,9271701
9698,2,870,9376563
9699,2,1726,9139385
9700,2,1166,18188313
9701,2,505,24816313
9702,3,1299,12867745
9703,2,558,66776447
9704,3,762,122998683
9705,5,1208,28098655
9706,3,505,74423171
9707,3,838,13964049
9708,2,745,27120581
9709,4,961,67825225
9710,2,469,12152450
9711,2,635,12897264
9712,3,992,6521872
9713,5,1263,12004950
9714,3,881,12696596
9715,4,725,67561334
9716,2,869,53866643
9717,4,423,16799960
9718,3,2427,25943726
9719,4,1085,47719474
9720,2,911,10148879
9721,2,319,12247694
9722,2,750,50712365
9723,2,1463,7597197
9724,2,4155,13657006
9725,5,2544,19851485
9726,4,960,133062513
9727,4,435,17598493
9728,2,201,1892846
9729,14,482,15529143
9730,2,563,48818522
9731,4,383,52098812
9732,6,1881,21606908
9733,2,1624,14283135
9734,6,135,6218649
9736,5,453,79091055
9737,2,1147,8504246
9738,3,395,29032397
9739,2,1513,15430977
9740,4,888,19123719
9741,2,1838,38589846
9742,3,1309,14932885
9743,7,1373,18494932
9744,3,1363,16766374
9745,2,661,18649494
9746,9,582,52815179
9747,4,703,8380784
9748,2,714,77926779
9749,2,1085,23524063
9750,3,679,13264405
9751,5,379,22624712
9752,2,1121,9475712
9753,7,584,55731593
9754,4,465,15875151
9755,10,830,15033779
9756,4,446,25963365
9757,4,636,49508423
9758,2,473,38566378
9759,2,775,8215686
9760,2,2014,9860077
9761,3,1016,64036191
9762,2,482,33068148
9764,10,401,189528765
9767,2,1061,34693795
9768,5,182,3038623
9770,9,870,33520088
9771,2,1227,11791998
9772,4,440,66879751
9773,3,326,28530526
9774,2,971,11080457
9775,4,504,39899897
9776,6,1636,413759041
9777,3,414,13108281
9778,4,505,104600278
9779,2,1031,12982292
9781,3,1021,14655623
9782,3,731,8696611
9783,3,413,26446026
9784,7,630,60610603
9785,3,389,23816181
9786,3,430,9341670
9787,2,513,38204954
9788,3,747,20436151
9789,3,1009,12724437
9790,6,608,29553550
9791,2,395,6872959
9792,2,411,18054207
9793,3,816,58839633
9794,3,547,26617299
9795,3,357,9022056
9796,3,1054,9534375
9797,4,684,16993902
9798,5,1856,21637943
9799,2,897,12237205
9800,2,1140,15513686
9801,2,643,22506642
9802,2,422,103876696
9803,2,793,11186039
9804,3,603,68414481
9805,2,434,34806869
9806,5,1084,49159913
9807,2,837,9228295
9808,27,528,25054431
9809,4,530,19021801
9810,4,584,76965547
9811,2,524,9394027
9812,2,591,22794107
9814,5,565,26061368
9815,12,760,11059426
9816,3,1513,8525433
9817,19,380,28979081
9818,3,612,9712165
9819,12,458,71605243
9820,2,1476,7244971
9821,4,478,42150613
9822,2,783,6845789
9823,7,324,118737989
9824,2,711,19055739
9825,2,891,14537128
9826,6,1089,7242085
9827,3,1074,15642066
9828,2,745,68697413
9829,30,391,49547338
9830,2,1060,10539958
9831,3,556,45728757
9832,2,520,90738467
9833,4,391,11308849
9834,10,339,10428931
9835,3,1050,9532702
9836,2,769,11785234
9837,3,1092,15653335
9838,2,1008,9562201
9839,7,263,148325392
9840,2,834,13182864
9841,7,555,43499333
9842,2,573,53420240
9843,6,459,70725176
9844,2,323,15316907
9845,11,257,3747899
9846,2,827,20188079
9848,3,1569,14850848
9849,2,708,6436916
9850,3,2916,14179010
9851,3,879,6392332
9852,2,372,24984241
9853,2,207,4027173
9854,5,378,82245554
9855,3,354,3367055
9856,3,792,12375707
9857,6,660,12424869
9858,2,1059,30825403
9859,2,1207,83382386
9860,2,459,29754344
9861,2,603,7875516
9862,6,563,52554249
9863,2,1195,36230632
9864,6,408,26413465
9865,2,538,12286238
9866,3,891,48993858
9867,4,430,88601407
9868,2,693,43856621
9869,2,997,13293861
9870,6,1306,14355840
9871,2,1608,30537269
9872,2,1463,12892180
9873,3,930,11098844
9874,2,1114,19458870
9875,5,476,67228388
9876,2,2357,16901632
9877,35,454,31732881
9879,2,1172,15496583
9880,2,588,254068714
9881,4,574,161985053
9882,3,1022,18073878
9883,3,564,41510552
9884,4,626,268447516
9885,3,1204,19227151
9886,3,1119,16430328
9887,6,989,10815672
9889,4,566,54514943
9890,5,573,134615730
9891,2,592,58384832
9892,4,776,18735898
9893,2,598,10738445
9894,2,1531,5631286
9895,3,541,59598963
9896,3,724,13255296
9897,2,454,9774762
9898,14,531,10178371
9899,8,954,15820383
9900,3,1151,8997257
9901,5,1822,16121817
9902,3,1931,28629912
9903,2,1219,66334920
9904,11,506,27023134
9905,3,1543,7496228
9906,2,460,11553686
9907,2,1435,9078901
9908,2,526,33414184
9909,2,511,17409470
9910,3,1421,12475485
9911,7,758,7831140
9912,2,1805,16103233
9913,2,804,4417715
9914,5,993,9375137
9915,2,1983,12542856
9916,3,1679,28007307
9917,5,1776,10125752
9918,2,805,23135948
9919,6,669,10415490
9920,4,593,7891950
9921,7,966,17009093
9922,5,2643,21794159
9923,3,443,126069640
9924,4,2042,14822802
9925,3,1049,12967082
9926,2,909,68960202
9927,9,645,25430066
9928,2,530,8094353
9929,3,2241,7638445
9930,4,1839,78307560
9931,3,494,93417809
9932,3,1244,4549021
9933,6,661,4079293
9934,2,844,219888532
9935,2,1414,10308041
9936,2,1109,5392463
9937,3,1111,32293756
9938,2,1012,21170298
9939,2,642,51183615
9940,2,691,10494557
9941,2,1785,20181626
9942,5,1282,10040519
9943,2,1654,12117879
9944,2,1619,12739632
9945,2,998,10354136
9946,2,294,41483492
9947,2,876,52306931
9948,2,1364,12074404
9949,2,2839,13053496
9950,2,947,8188246
9951,2,1235,13789995
9952,2,1004,17538819
9953,2,540,66746094
9954,3,2224,15578258
9955,2,1443,8999736
9956,3,1243,10556340
9957,2,677,8247354
9958,4,1116,10205972
9959,4,475,17007470
9960,2,1217,18652824
9961,2,1832,4258510
9962,2,1309,16239624
9963,2,1148,16347085
9964,2,1904,17926096
9965,3,2288,19022303
9966,2,1086,10298314
9967,2,914,8066002
9968,2,2321,13842653
9969,2,1360,71495015
9970,2,1125,29751898
9971,5,2000,36940327
9973,2,496,21932631
9974,2,2758,13025726
9975,3,931,5862182
9976,2,1858,19827977
9977,3,2420,35939045
9978,2,1395,15139523
9980,4,932,4764306
9981,2,1344,8460415
9982,10,892,8695306
9983,3,2663,26120183
9984,2,1987,15739803
9985,3,1627,13724421
9986,2,2287,36461647
9987,3,2079,12819538
9988,2,675,8683794
9989,3,883,13730747
9990,3,1139,9033589
9991,3,1409,11687453
9992,2,2094,10559185
9993,5,1438,11954230
9994,7,1223,12210060
9995,3,1269,6049091
9996,2,1212,11167655
9997,5,694,13363688
9998,2,1747,11540057
9999,3,1104,17369507
10000,5,1328,7909865
10002,3,634,13301918
10003,3,1477,9106185
10004,3,1581,11360378
10005,3,1658,8721288
10006,3,1678,13270124
10007,5,711,9846369
10008,2,913,10874900
10009,7,1287,14771646
10010,3,1344,29825215
10011,3,1019,9145302
10012,2,1778,9831416
10013,2,2158,14087497
10014,4,1597,16851862
10015,2,1071,13538763
10016,2,815,24845356
10017,3,1269,9477958
10018,3,2505,15188328
10019,2,993,6701384
10020,3,1203,5313602
10021,5,600,15603780
10022,2,1257,38528210
10023,2,916,8095649
10024,2,1680,13702264
10025,3,2260,162767915
10026,3,1230,11065276
10027,2,2540,21032910
10028,3,2874,22400268
10029,2,1829,8357547
10030,2,1497,8920071
10031,61,377,30740542
10032,5,762,14036691
10033,3,1058,17399277
10034,5,1673,6742480
10035,4,1953,10954179
10036,2,1087,12544406
10037,3,752,11175901
10038,5,1270,16494091
10039,2,1589,7967933
10040,3,1004,7947136
10041,7,1676,15285453
10042,2,2256,13335137
10043,2,1532,9324438
10044,2,1232,8827945
10045,3,761,14420121
10046,5,1267,28400524
10047,3,370,57085683
10048,4,1021,17639007
10049,3,807,39621881
10050,5,2177,16413404
10051,3,2387,38085001
10052,2,347,13834492
10053,2,1275,10321117
10054,2,1565,16291153
10055,3,1117,14859293
10056,2,1849,10678366
10057,5,775,18014388
10058,2,1543,16821151
10059,3,1843,34803019
10060,2,940,10681959
10061,2,825,8373835
10062,6,590,5312168
10063,2,1270,11900250
10064,2,968,24578238
10065,3,1543,8831205
10066,2,1379,28401489
10067,7,654,16794586
10068,2,1014,10640575
10069,2,2060,11792129
10070,2,1741,53114342
10071,3,448,27483561
10072,2,1989,38519488
10073,2,2703,28135125
10074,2,1503,17693186
10075,2,1144,9267554
10076,2,2756,14910865
10077,2,1168,8262666
10078,3,1067,10004553
10079,3,2520,27611502
10080,2,1467,13066243
10081,3,2620,31057114
10083,3,1340,11436706
10084,2,862,11293065
10085,2,870,22382256
10086,3,1235,15075363
10087,5,1470,17310370
10088,7,1214,8784280
10089,2,1952,25090000
10090,3,1359,8343692
10091,4,723,31518079
10092,2,1250,13367422
10093,4,872,12704214
10094,2,1499,15715536
10095,2,1511,10890014
10096,14,490,13769442
10097,3,2154,44969294
10098,2,904,40175590
10099,2,1800,30593916
10100,2,1286,8053447
10101,2,855,16033447
10102,3,1293,17473946
10103,2,916,10849415
10104,5,1422,11104930
10105,2,1182,7865987
10106,4,1860,16503183
10107,2,888,65674457
10108,3,1264,6722070
10109,2,1194,11813071
10110,2,1155,9844792
10111,3,813,9113762
10112,2,2139,15241285
10113,2,427,7425366
10114,12,1202,16833739
10115,2,1807,12862039
10116,3,887,11148308
10117,2,907,20917898
10118,3,1210,9176128
10119,3,674,15245536
10121,2,1174,11596499
10122,2,1234,11635521
10123,3,1099,27961749
10124,3,1331,8813322
10125,5,1032,56373014
10126,2,928,10733740
10127,2,960,9295450
10128,2,3765,16006942
10129,2,950,14294052
10130,3,473,35936865
10131,6,878,10642633
10132,2,3454,36871084
10133,7,1404,15995890
10134,2,2738,20583129
10135,3,895,27796469
10136,2,418,5856466
10137,2,1054,12400050
10138,5,1875,9901320
10139,3,998,11629528
10140,3,836,8132960
10141,2,1613,27174481
10142,2,1205,8198852
10143,3,1515,11987888
10144,2,1137,17586884
10145,6,539,21838727
10146,2,792,9806518
10147,3,869,12639865
10148,5,1385,24330705
10149,2,1287,11040094
10150,4,1821,15187544
10151,3,1886,22038777
10152,2,2272,14242549
10153,2,1653,9330309
10154,2,2472,17483575
10155,5,786,13348198
10156,3,1070,8462057
10157,4,561,18485639
10158,3,3210,25534814
10159,2,2161,19125910
10160,2,866,9168999
10161,5,1421,41143864
10162,3,1455,13850221
10163,2,1194,17742709
10164,2,641,127916994
10165,3,1076,19149620
10166,2,2304,18087660
10167,2,1924,14516834
10168,11,456,67769933
10169,2,512,8099892
10170,2,1964,18563269
10171,6,1808,13738628
10172,3,2499,20959529
10173,7,528,17413451
10174,2,1840,12528751
10175,2,900,7110169
10176,2,1430,15737873
10177,9,829,104658012
10178,3,1007,95852783
10179,5,1991,28590517
10180,2,1137,9208594
10181,4,649,15248956
10182,2,2190,16824999
10183,2,711,5216855
10184,2,1686,10558398
10185,5,2534,34820559
10186,6,1188,19528803
10187,3,626,6862253
10188,3,1603,13994215
10189,4,1945,25392167
10190,2,1229,16531194
10191,2,1248,7263619
10192,2,1315,18462882
10193,2,1623,29802157
10194,2,2244,11871474
10195,18,1726,41032176
10196,6,595,24049696
10197,3,1652,41241720
10198,2,2038,11704852
10199,3,1051,15550169
10200,3,1084,17801386
10201,2,1248,86985184
10202,2,1859,13097071
10203,7,1304,26551817
10204,2,538,7036309
10205,7,1587,14325060
10206,2,1274,17952391
10207,2,2571,13418064
10208,2,1840,13257230
10209,2,1269,10883928
10210,2,1170,42599576
10211,3,1763,15177608
10212,2,2218,12488078
10213,3,700,43207872
10214,2,542,18048326
10215,2,1705,11287666
10216,2,2540,19384390
10218,3,1176,8952821
10219,3,1220,10085523
10220,3,2221,13847645
10221,4,917,106153749
10222,2,676,16272109
10223,3,1577,13372674
10224,2,486,69499990
10225,2,901,8738333
10226,2,1835,10310257
10227,2,1380,21739729
10228,3,1284,16814486
10229,2,2441,10550653
10230,5,1195,7875857
10231,2,1852,25553291
10232,2,1347,9654805
10233,5,1042,13872185
10234,3,1385,16888992
10235,3,1029,12813307
10236,2,2016,14779668
10237,5,1139,6005177
10238,2,1801,12149324
10239,2,683,16646130
10240,2,1255,7303975
10241,8,450,25386692
10242,2,1584,11718153
10243,4,989,37814313
10244,5,1390,12115859
10245,8,908,12001336
10246,3,746,32543553
10247,2,943,9817814
10248,3,1367,10788158
10249,3,1432,17236162
10250,5,1346,9037954
10251,2,895,9331302
10252,2,1990,23204653
10253,2,341,61341701
10254,3,454,28006898
10255,2,430,40892180
10256,2,673,7054869
10257,2,1382,7743276
10258,2,1160,16406914
10259,2,1650,15154621
10260,2,1578,11696698
10261,2,2216,11332846
10262,2,1740,11346781
10263,2,796,9164307
10264,2,1438,35608485
10265,3,579,27084955
10266,5,1632,13695959
10267,3,1240,12384213
10268,14,1333,9672194
10269,3,1314,42513354
10270,2,758,7616709
10271,4,609,27156539
10272,3,1872,15621558
10273,3,965,37108520
10274,4,588,9062026
10275,3,1704,12062361
10276,3,1743,12758558
10277,2,2188,9630463
10278,5,1205,16463570
10279,2,797,4476760
10280,4,1750,14374152
10281,5,2049,15349610
10282,3,2097,15064141
10283,3,789,61423632
10284,2,804,35684877
10285,2,1444,14079023
10286,2,1268,9757195
10287,2,1254,9496105
10288,2,1034,37406006
10289,2,2459,9026710
10290,3,1635,18398284
10291,3,1116,18625917
10292,2,1321,19897063
10293,2,2851,17042404
10294,2,1294,10356644
10295,4,802,140039740
10296,5,1299,19821807
10297,2,1503,5664864
10298,2,1074,9530093
10299,2,1257,6581905
10300,2,1165,8775597
10301,2,2477,16354296
10302,2,507,137328346
10303,10,1549,13794973
10304,2,1173,18538700
10305,2,1448,25215504
10306,2,1078,11933797
10307,2,525,60711444
10308,2,1587,9775269
10309,3,1317,14754355
10310,3,2463,19401189
10311,3,1697,12785171
10312,3,1470,6763229
10313,2,1879,12193975
10314,3,1940,16419362
10315,2,961,11281669
10316,4,2679,15977917
10317,47,38,1752517
10318,3,1401,16663692
10319,3,1797,18379073
10320,2,753,8188534
10321,5,1131,30657831
10322,3,1759,9600762
10323,2,2098,9664261
10324,2,876,10778581
10325,2,1966,12546342
10326,2,2149,9351353
10327,5,1267,21416688
10328,4,1264,22982955
10329,4,698,49650674
10330,5,958,10697547
10331,3,1071,12679917
10332,3,1685,11853450
10333,2,2044,52262071
10334,3,1535,7627252
10335,2,1155,8394604
10336,3,2414,10305707
10337,2,1911,10446277
10338,3,483,7520677
10339,3,1500,10967718
10340,8,389,38575301
10341,5,2279,63982687
10342,2,2353,71716329
10343,3,838,51769073
10344,3,1884,13022806
10346,5,1393,12355844
10347,2,891,8101417
10348,2,1515,16635434
10349,5,1308,5178728
10350,2,274,61401030
10351,2,2205,20060676
10352,3,1798,12298276
10353,3,1268,4806607
10354,2,915,6071267
10355,2,1269,13970131
10356,2,2424,26157657
10357,4,548,31327623
10358,5,1362,9268062
10359,14,634,13916832
10360,2,1508,8343551
10361,8,692,10544480
10362,5,2438,23820451
10363,15,565,45207414
10364,4,536,101105026
10365,2,1470,8859697
10366,4,386,50161479
10367,2,2029,23671387
10368,5,811,10762381
10369,2,1094,14600074
10370,2,401,14685219
10371,2,1582,15454470
10372,3,244,4194405
10373,5,1114,8873427
10374,2,856,8457439
10375,2,779,190822104
10376,2,1109,64843181
10377,2,1218,15605861
10378,2,1171,16703314
10379,3,1457,20066214
10380,3,2409,43477235
10381,2,2482,13048651
10382,3,1764,13708363
10383,3,1073,13401590
10384,2,575,39763304
10385,3,1889,20994063
10386,2,533,18191885
10387,2,910,8993077
10388,3,1383,8771071
10389,5,577,96138169
10390,2,720,14140192
10391,2,1194,12222889
10392,6,1781,14923789
10393,6,585,11498063
10394,5,428,194893148
10395,3,1580,16907791
10396,2,840,9904890
10397,12,46,3113878
10398,2,682,11519855
10399,3,2177,27396955
10401,2,1371,7421225
10402,2,888,16119021
10403,3,4054,17223282
10404,25,863,45583468
10405,3,1159,81734529
10406,2,1176,22485900
10407,3,1564,15757945
10408,2,1017,16348108
10409,13,1116,8609635
10410,2,1400,13033780
10411,3,2034,17696387
10412,2,1385,8140664
10413,2,1637,11731192
10414,2,2124,21086110
10415,2,712,65105282
10416,8,1580,14091391
10417,3,774,12831850
10418,2,1424,10570929
10419,2,883,9404048
10420,6,514,21024748
10421,2,1969,11453320
10422,2,534,27504709
10423,2,1267,11960566
10424,3,1841,31185146
10425,3,1258,10437839
10426,7,1081,10537911
10428,6,726,24346829
10429,4,1036,103934203
10430,2,664,6697888
10431,5,1593,22370674
10432,2,2768,22261099
10433,7,1242,12577537
10434,2,2532,25138389
10435,2,806,11099157
10436,2,1334,9998969
10437,2,1597,8619798
10438,12,498,31292892
10439,2,1138,4210833
10440,2,1980,11540278
10441,3,1124,7350027
10442,4,585,16646045
10443,5,1518,7208865
10444,2,2903,95138294
10445,10,520,28828970
10446,3,962,6995783
10447,2,1952,15781564
10448,6,813,6783517
10449,3,1206,7231560
10450,6,1083,8321803
10451,2,1636,14036490
10452,3,2406,14349292
10453,2,1626,13134306
10454,7,1793,24630685
10455,3,2710,169708634
10456,3,1208,18648199
10457,2,1123,10876260
10458,2,2042,14935003
10459,2,1694,12364811
10460,2,1532,24700505
10461,2,901,8883137
10462,3,882,11566745
10463,2,858,6553935
10464,3,1226,10764959
10466,13,1478,6135574
10467,6,1299,16304388
10468,3,543,57583901
10469,2,2081,16739489
10470,3,1328,6776113
10471,19,574,64227418
10472,5,545,74020102
10473,14,356,22979811
10474,2,2584,17457018
10475,9,310,72161604
10476,2,998,27049135
10477,2,1265,7647276
10478,4,762,79918001
10479,4,909,10704365
10480,2,1514,14100302
10481,2,1962,10646829
10482,3,2682,15608201
10483,2,1807,16948996
10484,2,3306,23426399
10485,2,1191,10466641
10486,3,887,11120973
10487,19,287,669204280
10488,2,1228,12814768
10489,17,1223,10557620
10491,3,1080,6683418
10492,2,2130,13895912
10493,4,757,5372643
10494,3,878,10733808
10495,8,676,10955404
10496,2,1496,21589737
10497,5,1464,15676262
10498,3,1974,19994956
10499,2,1838,12506103
10500,7,1223,20937380
10501,2,787,13677426
10502,2,1276,8913634
10503,2,856,5269430
10504,5,496,23605078
10505,6,261,2540949
10506,2,925,128166453
10507,3,601,66059837
10508,4,766,98747586
10509,2,1103,25344330
10510,2,1810,15054239
10511,8,2436,31500503
10512,2,1472,12315154
10513,2,1157,8908824
10514,3,1754,14283068
10515,2,784,12580973
10516,5,1836,14199475
10517,3,1788,18952703
10518,3,1627,16000437
10519,2,801,11348990
10520,2,2162,13275627
10521,6,1112,61552866
10522,2,2347,27740825
10523,14,543,22817687
10524,2,592,4894502
10525,2,1201,10713235
10526,2,1662,17111422
10527,2,764,9609554
10528,8,423,181704809
10529,5,1170,19771965
10530,3,561,26612063
10531,4,663,33892422
10532,2,1156,15252541
10533,7,129,3685520
10534,2,1894,19561684
10535,2,986,11480194
10536,2,595,15903769
10537,2,1382,8096655
10538,2,965,13999311
10539,2,1008,12616573
10540,3,1169,11039914
10541,2,1333,9038706
10542,2,1970,16810147
10543,2,1810,42170498
10544,3,1880,9853448
10545,2,553,80085377
10546,2,1302,13080216
10547,2,1359,13062343
10548,3,1989,22865140
10549,3,1993,14685024
10550,2,2411,16227071
10551,2,1906,9415378
10552,2,961,8927096
10553,2,1937,10674908
10554,3,1232,10191370
10555,3,1354,6677507
10556,2,1874,7019128
10557,4,996,55472406
10558,2,1024,10294589
10559,10,419,24925960
10560,2,1644,12188467
10561,2,2441,13554162
10562,3,2679,16836576
10563,2,1706,10372032
10564,2,1815,19003614
10565,2,898,9786098
10566,4,1852,75750822
10567,5,837,8570248
10568,3,1731,10173034
10569,4,1564,40159643
10570,10,977,168367338
10571,2,1778,30870582
10572,3,1722,8123533
10573,2,1548,13000607
10574,2,1423,8913679
10575,3,750,11610350
10576,4,898,18335137
10577,3,639,78280018
10578,2,970,21975878
10579,2,1747,18501237
10580,2,1682,30392037
10581,2,2201,17374612
10582,2,1213,9554173
10583,2,772,13263386
10584,2,568,70805720
10585,2,2652,44891047
10586,2,2550,12074348
10587,2,2213,17398909
10588,3,1979,24447761
10589,5,1595,16842662
10590,2,1806,12384977
10591,3,1037,10810736
10592,2,1086,23854352
10593,4,583,47611933
10594,3,985,17291470
10595,5,1253,14053711
10596,2,1651,10621579
10597,3,2438,18457333
10598,2,1016,9570884
10599,15,881,15845754
10600,3,1986,76091263
10601,2,1002,8292650
10602,33,1653,11070513
10603,3,2081,18113878
10604,2,2268,12254026
10605,2,687,56247710
10606,2,428,54448792
10607,2,501,32925120
10608,2,623,34966806
10609,2,2118,16646349
10610,3,522,26400908
10611,2,1019,8322916
10612,3,1260,17168914
10614,2,2387,14593916
10615,3,1880,21697575
10616,2,889,6496039
10617,3,863,43699731
10618,2,2865,19101031
10619,5,1817,14021019
10620,2,1235,15253174
10621,4,473,28548378
10622,5,539,27471969
10623,4,694,30072461
10624,5,532,57368871
10625,2,784,13721038
10626,2,600,33154522
10627,3,1452,10140054
10628,3,2020,19555761
10629,4,1693,14705936
10630,2,1313,12148787
10631,2,1025,52247585
10632,5,693,31742900
10633,5,556,67227002
10634,5,998,35008779
10635,3,1228,9912551
10636,2,1602,15638533
10637,2,670,35403203
10638,2,1111,11609203
10639,19,551,66130863
10640,5,444,6781612
10641,7,1258,24386206
10642,2,1434,20179998
10643,4,656,55924366
10644,4,491,48313851
10645,3,656,21267553
10646,3,1787,9507751
10647,2,1290,8148462
10648,3,1307,6522861
10649,2,1736,21679233
10650,2,1743,12149614
10651,2,754,27693126
10652,2,1201,14619964
10653,6,686,9816206
10654,2,731,8690347
10655,3,1102,15964408
10656,2,2370,29387362
10657,3,1484,20142488
10658,5,1777,18629652
10659,2,1505,7299652
10660,3,212,6763709
10661,2,1315,9722603
10662,3,1114,10614693
10663,5,1807,16268735
10664,2,2019,22177982
10665,2,1108,3525685
10666,3,547,33496512
