Unnamed: 0,구매횟수,구매횟수.1,구매횟수.2,구매횟수.3,구매횟수.4,구매횟수.5,구매횟수.6,구매횟수.7,총구매액,총구매액.1,총구매액.2,총구매액.3,총구매액.4,총구매액.5,총구매액.6,총구매액.7,14_1구매경험,14_2구매경험,14_3구매경험,14_4구매경험,15_1구매경험,15_2구매경험,15_3구매경험,15_4구매경험,매출증감,증감확인
9313,126.0,158.0,172.0,251.0,174.0,78.0,86.0,83.0,46934787.0,52027307.0,21859161.0,72406519.0,34336891.0,1711113.0,2075179.0,3410879.0,유,유,유,유,유,유,유,유,-91.5,감소
9314,226.0,117.0,106.0,115.0,69.0,64.0,117.0,97.0,4024678.0,2402824.0,1140759.0,2226715.0,1284412.0,1425920.0,2336912.0,1231229.0,유,유,유,유,유,유,유,유,-26.5,감소
9315,212.0,94.0,66.0,58.0,101.0,104.0,48.0,83.0,7503394.0,4674472.0,6289395.0,10314575.0,6064490.0,16269735.0,4358015.0,9006756.0,유,유,유,유,유,유,유,유,-26.5,감소
9316,100.0,61.0,93.0,92.0,127.0,123.0,154.0,137.0,1348221.0,1656395.0,1560698.0,1226350.0,1428571.0,1481268.0,1381036.0,1243722.0,유,유,유,유,유,유,유,유,1.2,증가
9317,253.0,257.0,242.0,261.0,205.0,177.0,212.0,269.0,1478954.0,1515322.0,1614495.0,1264071.0,1083202.0,1368901.0,1800432.0,1269214.0,유,유,유,유,유,유,유,유,9.8,증가
9318,87.0,99.0,86.0,113.0,26.0,94.0,91.0,89.0,827070.0,8225865.0,1783716.0,2557755.0,901323.0,1417975.0,1298923.0,1286310.0,유,유,유,유,유,유,유,유,22.2,증가
9319,105.0,105.0,104.0,81.0,105.0,104.0,63.0,36.0,3795342.0,3929646.0,5600440.0,2203563.0,4699339.0,3162734.0,3047577.0,1784457.0,유,유,유,유,유,유,유,유,-10.9,감소
9320,180.0,151.0,252.0,243.0,299.0,289.0,316.0,326.0,618587.0,650295.0,1731320.0,936319.0,1929126.0,1702733.0,1843987.0,786339.0,유,유,유,유,유,유,유,유,49.8,증가
9321,146.0,220.0,212.0,517.0,377.0,667.0,406.0,371.0,4555250.0,6799359.0,5474308.0,11083385.0,13504271.0,16867947.0,15276284.0,9623369.0,유,유,유,유,유,유,유,유,54.1,증가
9322,2.0,56.0,266.0,162.0,177.0,167.0,96.0,163.0,10519.0,722847.0,2168672.0,915544.0,1515118.0,2173887.0,918997.0,1346352.0,유,유,유,유,유,유,유,유,97.7,증가
9323,36.0,172.0,277.0,347.0,256.0,222.0,146.0,186.0,148950.0,841063.0,1977277.0,1145982.0,1139674.0,1236333.0,1000065.0,698105.0,유,유,유,유,유,유,유,유,74.1,증가
9324,239.0,181.0,224.0,138.0,269.0,258.0,268.0,189.0,1775771.0,1634543.0,1842030.0,1124993.0,2164181.0,2681889.0,2454938.0,1811743.0,유,유,유,유,유,유,유,유,16.1,증가
9325,237.0,241.0,166.0,142.0,129.0,136.0,76.0,77.0,14915641.0,48313824.0,12185383.0,13907198.0,17187777.0,15297973.0,6826767.0,6878477.0,유,유,유,유,유,유,유,유,-37.2,감소
9326,151.0,32.0,34.0,168.0,140.0,213.0,162.0,145.0,20034662.0,5020085.0,8910652.0,19947625.0,18268000.0,11543679.0,10714144.0,11301448.0,유,유,유,유,유,유,유,유,-30.3,감소
9327,144.0,135.0,102.0,87.0,147.0,164.0,78.0,84.0,3377014.0,3310747.0,3660227.0,2553459.0,4768672.0,4438133.0,1699648.0,1788675.0,유,유,유,유,유,유,유,유,-33.0,감소
9328,166.0,165.0,190.0,190.0,185.0,143.0,153.0,161.0,531974.0,751742.0,951159.0,825760.0,976438.0,998682.0,1053714.0,673368.0,유,유,유,유,유,유,유,유,32.9,증가
9329,124.0,73.0,105.0,99.0,105.0,162.0,170.0,147.0,7430587.0,2285963.0,2748924.0,5003387.0,4936587.0,12223573.0,11331963.0,7157616.0,유,유,유,유,유,유,유,유,20.8,증가
9330,170.0,267.0,288.0,301.0,283.0,337.0,270.0,243.0,4292586.0,5900599.0,2712381.0,5372270.0,3735363.0,2655830.0,1996026.0,2454939.0,유,유,유,유,유,유,유,유,-36.5,감소
9331,95.0,106.0,164.0,127.0,135.0,142.0,186.0,193.0,1657808.0,1525364.0,2042249.0,1445707.0,1863531.0,1133006.0,1716408.0,1068677.0,유,유,유,유,유,유,유,유,1.7,증가
9332,336.0,337.0,330.0,438.0,390.0,406.0,251.0,286.0,1528685.0,1333456.0,1944754.0,2019876.0,1875103.0,1668735.0,1564260.0,1150790.0,유,유,유,유,유,유,유,유,1.2,증가
9333,306.0,208.0,232.0,335.0,333.0,327.0,278.0,225.0,3587915.0,5945940.0,3810917.0,4013211.0,5534518.0,5350697.0,17906896.0,3034954.0,유,유,유,유,유,유,유,유,66.6,증가
9334,42.0,60.0,105.0,98.0,117.0,88.0,80.0,86.0,9334888.0,11638058.0,16134386.0,20021242.0,10226589.0,11768658.0,4548960.0,7675238.0,유,유,유,유,유,유,유,유,-34.5,감소
9335,86.0,76.0,151.0,69.0,117.0,91.0,109.0,180.0,864568.0,747428.0,4671325.0,529717.0,1553418.0,1563243.0,2362700.0,3587173.0,유,유,유,유,유,유,유,유,46.4,증가
9336,46.0,55.0,75.0,78.0,58.0,74.0,50.0,0.0,2780559.0,3509650.0,1995341.0,8774023.0,8312776.0,2254216.0,589522.0,0.0,유,유,유,유,유,유,유,무,-65.0,감소
9337,277.0,292.0,185.0,242.0,368.0,401.0,372.0,191.0,3319133.0,3722934.0,3471518.0,12124027.0,7524188.0,6047861.0,2803719.0,9458087.0,유,유,유,유,유,유,유,유,-8.4,감소
9339,160.0,100.0,111.0,156.0,133.0,107.0,137.0,83.0,2884237.0,9336923.0,4471507.0,16305829.0,12557551.0,23994873.0,22605620.0,34735732.0,유,유,유,유,유,유,유,유,77.4,증가
9340,107.0,105.0,111.0,88.0,116.0,131.0,114.0,113.0,3763664.0,3396688.0,3980134.0,11055615.0,4355256.0,3865409.0,5861572.0,3698923.0,유,유,유,유,유,유,유,유,21.8,증가
9341,147.0,64.0,117.0,86.0,112.0,106.0,92.0,63.0,3798017.0,1216874.0,6119720.0,1347550.0,2976214.0,1558722.0,3075260.0,2424415.0,유,유,유,유,유,유,유,유,-10.5,감소
9342,144.0,72.0,73.0,58.0,102.0,66.0,78.0,82.0,3471493.0,7974847.0,2844070.0,2020037.0,3284158.0,2061824.0,3336200.0,2476292.0,유,유,유,유,유,유,유,유,-2.0,감소
9343,49.0,91.0,92.0,75.0,54.0,82.0,58.0,66.0,5608338.0,9460809.0,9892126.0,4768452.0,7568692.0,7410578.0,6028669.0,6361126.0,유,유,유,유,유,유,유,유,3.6,증가
9344,224.0,205.0,231.0,210.0,172.0,151.0,154.0,158.0,2512664.0,1475735.0,2682278.0,2246523.0,2004591.0,1045538.0,1401966.0,1020073.0,유,유,유,유,유,유,유,유,-28.4,감소
9345,171.0,93.0,124.0,65.0,180.0,108.0,111.0,92.0,6602914.0,2729388.0,4981253.0,3104809.0,4414700.0,3716737.0,7959944.0,8163423.0,유,유,유,유,유,유,유,유,9.3,증가
9346,311.0,444.0,414.0,415.0,551.0,381.0,496.0,416.0,1394858.0,2899310.0,5695400.0,1640140.0,4738571.0,3385684.0,2701641.0,1836276.0,유,유,유,유,유,유,유,유,31.9,증가
9347,77.0,52.0,64.0,59.0,89.0,72.0,62.0,57.0,3987993.0,3407526.0,6164497.0,5884422.0,7573113.0,5268997.0,8313111.0,3425669.0,유,유,유,유,유,유,유,유,35.2,증가
9348,101.0,150.0,116.0,150.0,113.0,90.0,63.0,129.0,8812383.0,21355461.0,20792791.0,22707025.0,33888595.0,13023334.0,10906053.0,13848502.0,유,유,유,유,유,유,유,유,10.6,증가
9349,173.0,120.0,134.0,205.0,191.0,121.0,125.0,79.0,3202144.0,2327585.0,2674898.0,2712008.0,3647520.0,2715676.0,1923503.0,1144410.0,유,유,유,유,유,유,유,유,-24.9,감소
9350,325.0,288.0,288.0,308.0,329.0,429.0,356.0,334.0,1767000.0,1911475.0,1669291.0,1575114.0,1831540.0,2322228.0,1753412.0,1423532.0,유,유,유,유,유,유,유,유,-0.4,감소
9351,95.0,134.0,195.0,166.0,174.0,173.0,120.0,101.0,1106340.0,3533642.0,6015369.0,4209465.0,1941299.0,2334750.0,1484223.0,844384.0,유,유,유,유,유,유,유,유,14.6,증가
9352,182.0,179.0,210.0,284.0,222.0,272.0,237.0,133.0,1258084.0,1425574.0,2089521.0,2957301.0,2153961.0,2263840.0,2203838.0,807392.0,유,유,유,유,유,유,유,유,27.3,증가
9353,41.0,73.0,98.0,47.0,129.0,194.0,149.0,119.0,3420437.0,4784506.0,6826885.0,6991242.0,8223157.0,10653103.0,9336810.0,6619547.0,유,유,유,유,유,유,유,유,46.4,증가
9354,106.0,122.0,152.0,171.0,139.0,205.0,169.0,173.0,1349642.0,1365675.0,1464190.0,5525514.0,1315963.0,2284939.0,1880521.0,1767843.0,유,유,유,유,유,유,유,유,16.4,증가
9355,224.0,239.0,302.0,271.0,343.0,444.0,254.0,354.0,3799892.0,3273937.0,6123387.0,5541813.0,3976532.0,23824023.0,3426392.0,5712869.0,유,유,유,유,유,유,유,유,-5.2,감소
9356,208.0,232.0,215.0,257.0,118.0,174.0,168.0,231.0,1367382.0,1185137.0,1665694.0,859898.0,686754.0,2316630.0,739363.0,1494869.0,유,유,유,유,유,유,유,유,-29.8,감소
9357,101.0,193.0,109.0,130.0,82.0,100.0,131.0,75.0,4124808.0,3662889.0,2915169.0,3371930.0,3842214.0,2810802.0,2743998.0,2781981.0,유,유,유,유,유,유,유,유,-20.1,감소
9358,186.0,203.0,168.0,231.0,230.0,255.0,206.0,192.0,4453426.0,4795806.0,2960487.0,3832055.0,5820026.0,4776053.0,5116271.0,5267935.0,유,유,유,유,유,유,유,유,6.9,증가
9359,65.0,137.0,147.0,103.0,113.0,159.0,163.0,126.0,661089.0,1460094.0,1671684.0,996897.0,1327418.0,3429156.0,1820005.0,1477350.0,유,유,유,유,유,유,유,유,46.7,증가
9360,153.0,148.0,280.0,188.0,358.0,251.0,350.0,212.0,2309888.0,2208488.0,2885430.0,1309068.0,2698658.0,2436806.0,2797313.0,2650181.0,유,유,유,유,유,유,유,유,9.5,증가
9361,66.0,113.0,108.0,65.0,49.0,40.0,49.0,78.0,9629068.0,16429658.0,15451644.0,12951439.0,7486711.0,8537591.0,11324332.0,12920507.0,유,유,유,유,유,유,유,유,8.1,증가
9362,73.0,97.0,92.0,58.0,35.0,62.0,75.0,88.0,1840629.0,1912773.0,2037166.0,1038042.0,743032.0,1311639.0,997034.0,1119195.0,유,유,유,유,유,유,유,유,-29.7,감소
9363,80.0,87.0,104.0,15.0,19.0,104.0,87.0,43.0,22159085.0,36265590.0,28473187.0,719225.0,4877651.0,29341482.0,40103745.0,5373096.0,유,유,유,유,유,유,유,유,28.8,증가
9364,217.0,175.0,170.0,203.0,245.0,311.0,384.0,433.0,2219039.0,1648877.0,2187225.0,2071484.0,3769741.0,3481828.0,4323654.0,3408364.0,유,유,유,유,유,유,유,유,32.2,증가
9365,150.0,209.0,206.0,214.0,193.0,261.0,264.0,258.0,528187.0,947700.0,926720.0,619660.0,553837.0,806698.0,1200378.0,1435487.0,유,유,유,유,유,유,유,유,38.9,증가
9366,178.0,282.0,190.0,231.0,174.0,209.0,143.0,117.0,1392068.0,1519326.0,1509193.0,1900615.0,1141598.0,2189421.0,1401801.0,898491.0,유,유,유,유,유,유,유,유,0.3,증가
9367,67.0,63.0,101.0,118.0,99.0,124.0,119.0,110.0,6799310.0,3897931.0,7589681.0,3856299.0,2894270.0,4985437.0,6661291.0,6573403.0,유,유,유,유,유,유,유,유,-1.0,감소
9368,146.0,133.0,228.0,244.0,218.0,187.0,204.0,150.0,1506422.0,1881347.0,3623039.0,1810969.0,3317761.0,3090740.0,2896735.0,1667982.0,유,유,유,유,유,유,유,유,31.6,증가
9369,194.0,194.0,114.0,144.0,173.0,153.0,51.0,87.0,6087179.0,11153171.0,6354769.0,3678410.0,5893154.0,12003796.0,3180956.0,7580380.0,유,유,유,유,유,유,유,유,-31.4,감소
9370,286.0,317.0,438.0,518.0,465.0,507.0,552.0,554.0,1642077.0,2354568.0,4544308.0,5186125.0,3995219.0,2275262.0,4516863.0,2719451.0,유,유,유,유,유,유,유,유,46.7,증가
9371,156.0,296.0,212.0,212.0,248.0,279.0,256.0,237.0,1014283.0,2358447.0,1465991.0,1508029.0,1682436.0,1479987.0,1900054.0,1610012.0,유,유,유,유,유,유,유,유,30.4,증가
9372,214.0,246.0,228.0,187.0,157.0,161.0,103.0,121.0,1121258.0,1473240.0,1316819.0,1319562.0,885050.0,975081.0,604725.0,481436.0,유,유,유,유,유,유,유,유,-29.9,감소
9373,131.0,115.0,105.0,169.0,102.0,156.0,175.0,187.0,9447618.0,4763662.0,12613398.0,10533882.0,5200021.0,12240392.0,11152914.0,9377036.0,유,유,유,유,유,유,유,유,8.3,증가
9374,67.0,49.0,99.0,144.0,148.0,87.0,143.0,145.0,1011763.0,1262792.0,2390277.0,2531746.0,2992168.0,1337757.0,5829283.0,2524317.0,유,유,유,유,유,유,유,유,70.4,증가
9375,220.0,199.0,241.0,294.0,245.0,238.0,171.0,212.0,4374804.0,3038073.0,6511350.0,4371300.0,3111799.0,3219480.0,1786888.0,5082889.0,유,유,유,유,유,유,유,유,-42.0,감소
9376,166.0,141.0,160.0,164.0,236.0,201.0,187.0,111.0,2359747.0,2353686.0,1753512.0,1590705.0,3147442.0,2197220.0,1968691.0,801373.0,유,유,유,유,유,유,유,유,-9.0,감소
9377,194.0,244.0,235.0,182.0,136.0,141.0,166.0,127.0,713218.0,799477.0,717286.0,655773.0,1354054.0,642220.0,568139.0,298068.0,유,유,유,유,유,유,유,유,-11.3,감소
9378,103.0,154.0,198.0,96.0,121.0,267.0,295.0,250.0,1825573.0,1397949.0,1585939.0,481451.0,1202079.0,2588848.0,3135833.0,6446965.0,유,유,유,유,유,유,유,유,26.4,증가
9379,66.0,86.0,105.0,62.0,85.0,129.0,86.0,91.0,3449885.0,3670842.0,3408225.0,2750299.0,4822114.0,5759008.0,5971026.0,4020894.0,유,유,유,유,유,유,유,유,26.8,증가
9380,129.0,202.0,199.0,187.0,408.0,471.0,338.0,110.0,782874.0,1973981.0,1526311.0,2405857.0,3381718.0,3664966.0,2430362.0,948497.0,유,유,유,유,유,유,유,유,51.3,증가
9381,255.0,200.0,272.0,248.0,342.0,379.0,232.0,138.0,1922631.0,2426147.0,3569860.0,2917587.0,3417662.0,3505346.0,3057346.0,1911206.0,유,유,유,유,유,유,유,유,22.8,증가
9382,30.0,70.0,71.0,90.0,72.0,55.0,78.0,28.0,360544.0,1162367.0,752867.0,769198.0,763048.0,480830.0,845079.0,374555.0,유,유,유,유,유,유,유,유,40.2,증가
9383,177.0,209.0,197.0,226.0,309.0,266.0,257.0,211.0,1257962.0,1068728.0,1364234.0,1011425.0,1700443.0,1806708.0,1402646.0,954694.0,유,유,유,유,유,유,유,유,5.4,증가
9384,185.0,344.0,241.0,162.0,375.0,504.0,329.0,308.0,5625310.0,21559134.0,6038441.0,5130445.0,9370742.0,11331469.0,11880677.0,15086742.0,유,유,유,유,유,유,유,유,35.7,증가
9385,129.0,138.0,226.0,195.0,159.0,209.0,177.0,259.0,1485689.0,1476170.0,1794353.0,1060063.0,753563.0,1353014.0,1215175.0,1231297.0,유,유,유,유,유,유,유,유,-10.0,감소
9386,54.0,33.0,46.0,36.0,70.0,101.0,99.0,92.0,1797244.0,877964.0,3135080.0,1252519.0,4045672.0,5478196.0,16911737.0,6708800.0,유,유,유,유,유,유,유,유,80.8,증가
9387,46.0,108.0,161.0,67.0,54.0,58.0,67.0,108.0,2132620.0,6045840.0,16146936.0,7480188.0,2797244.0,3734627.0,5997734.0,7695532.0,유,유,유,유,유,유,유,유,47.5,증가
9388,129.0,147.0,174.0,146.0,161.0,131.0,112.0,192.0,9389327.0,14187493.0,11759577.0,13851456.0,14816779.0,16682647.0,11602844.0,21984407.0,유,유,유,유,유,유,유,유,10.5,증가
9389,69.0,101.0,88.0,42.0,99.0,63.0,57.0,86.0,2674807.0,3552989.0,5674174.0,5289394.0,6382735.0,1792440.0,5079509.0,1399614.0,유,유,유,유,유,유,유,유,31.0,증가
9390,36.0,74.0,75.0,97.0,97.0,94.0,56.0,77.0,428389.0,988203.0,962540.0,1370469.0,821350.0,876386.0,498257.0,513586.0,유,유,유,유,유,유,유,유,7.5,증가
9391,46.0,44.0,60.0,53.0,68.0,48.0,49.0,53.0,732066.0,478865.0,1183722.0,1526616.0,749171.0,792271.0,610518.0,1582160.0,유,유,유,유,유,유,유,유,-9.1,감소
9392,93.0,48.0,109.0,159.0,151.0,140.0,143.0,116.0,3758183.0,444589.0,1523000.0,1271468.0,1366499.0,2571088.0,1542934.0,1856190.0,유,유,유,유,유,유,유,유,-41.8,감소
9393,110.0,153.0,233.0,160.0,268.0,306.0,282.0,346.0,547682.0,857105.0,1477662.0,1115711.0,1734953.0,2462926.0,1950064.0,1661659.0,유,유,유,유,유,유,유,유,56.1,증가
9394,10.0,50.0,43.0,82.0,98.0,100.0,109.0,242.0,139175.0,766003.0,670000.0,884534.0,3118963.0,1692052.0,3140738.0,5396723.0,유,유,유,유,유,유,유,유,91.5,증가
9395,35.0,82.0,101.0,64.0,87.0,50.0,49.0,72.0,1773128.0,2298823.0,2540548.0,971573.0,1011388.0,634908.0,967824.0,941082.0,유,유,유,유,유,유,유,유,-29.4,감소
9396,105.0,124.0,100.0,76.0,72.0,71.0,77.0,62.0,5945317.0,7912207.0,7182857.0,4803031.0,14478129.0,7985959.0,6630504.0,3379309.0,유,유,유,유,유,유,유,유,5.4,증가
9397,135.0,202.0,275.0,154.0,166.0,185.0,218.0,148.0,24678473.0,10281315.0,16270006.0,16986975.0,7400274.0,12918579.0,27546056.0,3462601.0,유,유,유,유,유,유,유,유,5.5,증가
9398,119.0,102.0,64.0,46.0,76.0,111.0,50.0,153.0,20968656.0,11779749.0,15876772.0,2512186.0,16508823.0,12850342.0,10525860.0,11245454.0,유,유,유,유,유,유,유,유,-33.2,감소
9399,496.0,451.0,319.0,218.0,328.0,559.0,517.0,497.0,2900138.0,2806361.0,2333379.0,1090102.0,1758964.0,3276394.0,3156295.0,2147160.0,유,유,유,유,유,유,유,유,4.2,증가
9400,100.0,83.0,82.0,132.0,145.0,142.0,107.0,91.0,3022647.0,3979518.0,1511084.0,4682393.0,2700549.0,3244013.0,3257213.0,3540893.0,유,유,유,유,유,유,유,유,3.7,증가
9401,106.0,224.0,185.0,222.0,312.0,178.0,182.0,281.0,462838.0,753977.0,1259591.0,1066869.0,2081529.0,1215524.0,2377826.0,1652399.0,유,유,유,유,유,유,유,유,67.4,증가
9402,209.0,297.0,283.0,337.0,299.0,256.0,253.0,193.0,7870502.0,7670927.0,9486673.0,8676222.0,13257661.0,9438807.0,4141457.0,12978559.0,유,유,유,유,유,유,유,유,-31.0,감소
9403,92.0,141.0,96.0,123.0,71.0,35.0,33.0,27.0,15858814.0,17826049.0,11966521.0,13325129.0,7159705.0,7079323.0,3908071.0,2671988.0,유,유,유,유,유,유,유,유,-60.5,감소
9404,16.0,12.0,2.0,80.0,279.0,307.0,357.0,302.0,182496.0,336033.0,67675.0,1234560.0,3040140.0,4353584.0,2474399.0,2031204.0,유,유,유,유,유,유,유,유,86.3,증가
9405,66.0,69.0,130.0,62.0,97.0,103.0,95.0,67.0,774298.0,916706.0,2454637.0,1154680.0,1467669.0,1602572.0,1424215.0,1259606.0,유,유,유,유,유,유,유,유,29.6,증가
9406,146.0,217.0,158.0,133.0,139.0,219.0,162.0,74.0,78439284.0,79094715.0,41405909.0,1234028.0,129289130.0,18617859.0,113996900.0,2866838.0,유,유,유,유,유,유,유,유,18.5,증가
9407,187.0,224.0,173.0,250.0,220.0,202.0,165.0,211.0,3296962.0,3000604.0,3045880.0,3849089.0,2039531.0,3192368.0,2743850.0,2865515.0,유,유,유,유,유,유,유,유,-9.2,감소
9408,40.0,129.0,157.0,96.0,121.0,56.0,90.0,114.0,1700764.0,2917550.0,3815144.0,2408651.0,6259386.0,2092623.0,1870824.0,3101083.0,유,유,유,유,유,유,유,유,4.8,증가
9409,44.0,66.0,94.0,124.0,88.0,92.0,76.0,67.0,1688603.0,2446366.0,2797159.0,2379211.0,4116557.0,3841314.0,3315995.0,3193003.0,유,유,유,유,유,유,유,유,32.5,증가
9410,202.0,147.0,136.0,114.0,133.0,100.0,124.0,156.0,1490875.0,1281032.0,1068594.0,614241.0,1706514.0,1243989.0,1618542.0,2147511.0,유,유,유,유,유,유,유,유,4.1,증가
9411,42.0,43.0,65.0,88.0,62.0,102.0,112.0,98.0,1798418.0,3074344.0,5039490.0,5094498.0,1383099.0,4216366.0,4074300.0,2062022.0,유,유,유,유,유,유,유,유,38.8,증가
9412,89.0,54.0,85.0,18.0,87.0,131.0,91.0,121.0,1629549.0,1355231.0,1179377.0,299308.0,1386784.0,1213662.0,1741525.0,1051592.0,유,유,유,유,유,유,유,유,3.3,증가
9413,54.0,69.0,64.0,98.0,187.0,180.0,138.0,143.0,2522670.0,5583695.0,3925724.0,4832593.0,6700908.0,4465369.0,7718497.0,4217826.0,유,유,유,유,유,유,유,유,50.7,증가
9414,196.0,181.0,167.0,248.0,265.0,310.0,295.0,384.0,1463813.0,1913206.0,1137657.0,1238743.0,2692623.0,2543829.0,2676687.0,1506577.0,유,유,유,유,유,유,유,유,29.3,증가
9415,47.0,53.0,98.0,117.0,103.0,100.0,45.0,62.0,1417692.0,1867026.0,3034392.0,1842533.0,3007440.0,3477519.0,1249246.0,5146802.0,유,유,유,유,유,유,유,유,-6.3,감소
9416,134.0,153.0,184.0,222.0,170.0,214.0,329.0,268.0,1432869.0,1549453.0,1623308.0,2094805.0,1144606.0,1381930.0,2315705.0,1533029.0,유,유,유,유,유,유,유,유,23.6,증가
9417,96.0,46.0,88.0,108.0,63.0,73.0,39.0,92.0,2795928.0,464689.0,3491655.0,3507288.0,2249673.0,4842443.0,1153406.0,3880640.0,유,유,유,유,유,유,유,유,-41.6,감소
9418,191.0,166.0,171.0,131.0,146.0,119.0,130.0,196.0,10364654.0,8281802.0,5591665.0,4015732.0,6554042.0,6212078.0,10435477.0,5669870.0,유,유,유,유,유,유,유,유,0.3,증가
9419,161.0,162.0,197.0,191.0,100.0,154.0,150.0,193.0,5422060.0,8165364.0,10646033.0,9777602.0,4790273.0,8035788.0,5037273.0,4398561.0,유,유,유,유,유,유,유,유,-3.7,감소
9420,117.0,127.0,111.0,114.0,110.0,139.0,154.0,87.0,5189389.0,5540482.0,3288227.0,2983944.0,3198211.0,8202212.0,4981998.0,2864763.0,유,유,유,유,유,유,유,유,-2.0,감소
9421,161.0,158.0,83.0,122.0,68.0,155.0,131.0,128.0,14523500.0,23114033.0,12969580.0,28527177.0,13403452.0,15192590.0,18623403.0,16332219.0,유,유,유,유,유,유,유,유,12.4,증가
9422,336.0,412.0,514.0,535.0,594.0,762.0,704.0,624.0,2252952.0,1451783.0,1937248.0,2054482.0,2998255.0,3625704.0,4583851.0,1713042.0,유,유,유,유,유,유,유,유,34.1,증가
9423,88.0,130.0,113.0,100.0,123.0,147.0,159.0,179.0,695555.0,1567826.0,1169813.0,1482677.0,4706432.0,1906498.0,2099997.0,4018194.0,유,유,유,유,유,유,유,유,50.2,증가
9424,97.0,177.0,205.0,265.0,148.0,128.0,115.0,94.0,2764006.0,3755776.0,6223310.0,21211565.0,4774166.0,2129122.0,11211702.0,1516998.0,유,유,유,유,유,유,유,유,60.4,증가
9425,93.0,94.0,54.0,92.0,166.0,154.0,97.0,124.0,9691330.0,14452914.0,3442389.0,11491773.0,13795981.0,11317044.0,9039583.0,9947502.0,유,유,유,유,유,유,유,유,-3.5,감소
9426,207.0,254.0,195.0,170.0,253.0,219.0,337.0,234.0,1377659.0,2226316.0,1491092.0,1151596.0,1776287.0,1511380.0,2357083.0,1650458.0,유,유,유,유,유,유,유,유,26.2,증가
9427,99.0,122.0,92.0,125.0,133.0,177.0,103.0,150.0,2855704.0,2393294.0,3147736.0,2101454.0,2501110.0,2364778.0,1435158.0,1578165.0,유,유,유,유,유,유,유,유,-33.1,감소
9428,55.0,101.0,161.0,142.0,194.0,127.0,127.0,194.0,1730400.0,3383677.0,5026235.0,6607239.0,5821640.0,3973077.0,3578608.0,33792903.0,유,유,유,유,유,유,유,유,34.8,증가
9429,5.0,13.0,148.0,180.0,186.0,213.0,220.0,368.0,48956.0,276877.0,766861.0,615554.0,797484.0,968536.0,925057.0,1437599.0,유,유,유,유,유,유,유,유,89.9,증가
9430,140.0,136.0,215.0,221.0,230.0,256.0,227.0,305.0,3098818.0,5340980.0,4151012.0,2771107.0,3107997.0,7855965.0,5888043.0,8311807.0,유,유,유,유,유,유,유,유,31.0,증가
9431,78.0,72.0,104.0,92.0,120.0,122.0,76.0,127.0,3852489.0,3144785.0,4326002.0,11703806.0,5546445.0,6125124.0,3622534.0,9985768.0,유,유,유,유,유,유,유,유,-3.1,감소
9432,94.0,122.0,114.0,155.0,73.0,98.0,72.0,61.0,18654574.0,26798983.0,14204281.0,22707125.0,28914521.0,32126306.0,11001311.0,10242929.0,유,유,유,유,유,유,유,유,-25.8,감소
9433,179.0,129.0,158.0,180.0,144.0,143.0,201.0,164.0,22207833.0,11425032.0,2332873.0,3153615.0,3462257.0,5284241.0,5113000.0,2607893.0,유,유,유,유,유,유,유,유,-62.6,감소
9434,342.0,366.0,306.0,400.0,362.0,381.0,301.0,327.0,1115984.0,1343546.0,1621906.0,1396034.0,1620189.0,1625584.0,2410170.0,932734.0,유,유,유,유,유,유,유,유,36.7,증가
9435,42.0,68.0,48.0,35.0,60.0,138.0,104.0,108.0,4760722.0,9972710.0,7084497.0,3442979.0,8327930.0,27404377.0,26827883.0,7761424.0,유,유,유,유,유,유,유,유,69.9,증가
9436,46.0,156.0,243.0,243.0,255.0,110.0,175.0,137.0,5104080.0,5833363.0,4408452.0,2501562.0,3563544.0,1379347.0,2352176.0,996017.0,유,유,유,유,유,유,유,유,-36.9,감소
9437,311.0,310.0,321.0,252.0,137.0,268.0,371.0,202.0,2923775.0,7234946.0,3623545.0,3076491.0,1135148.0,3429356.0,3366499.0,1844500.0,유,유,유,유,유,유,유,유,7.0,증가
9438,65.0,48.0,57.0,42.0,92.0,125.0,134.0,196.0,2602407.0,2765677.0,2223012.0,4452225.0,6207056.0,5187319.0,11820581.0,14884762.0,유,유,유,유,유,유,유,유,63.9,증가
9439,141.0,141.0,154.0,177.0,161.0,199.0,227.0,214.0,4009855.0,4459336.0,5029624.0,4307723.0,3316431.0,5336197.0,6848008.0,6444463.0,유,유,유,유,유,유,유,유,26.1,증가
9440,111.0,118.0,119.0,127.0,123.0,104.0,140.0,119.0,33826004.0,30175535.0,36736101.0,38331291.0,26626389.0,25097605.0,23460384.0,15339323.0,유,유,유,유,유,유,유,유,-18.1,감소
9441,185.0,377.0,234.0,213.0,257.0,222.0,279.0,326.0,1422430.0,4053645.0,1886185.0,2218997.0,2525779.0,1805955.0,2669656.0,3410486.0,유,유,유,유,유,유,유,유,30.5,증가
9442,121.0,119.0,125.0,131.0,122.0,118.0,145.0,99.0,6309911.0,3754927.0,7746339.0,5655775.0,4978722.0,3248037.0,11469603.0,13849731.0,유,유,유,유,유,유,유,유,29.0,증가
9443,112.0,125.0,72.0,149.0,90.0,132.0,144.0,205.0,3779224.0,7338081.0,3699523.0,12996287.0,15340899.0,4580820.0,10786073.0,20746417.0,유,유,유,유,유,유,유,유,48.1,증가
