,°í°´¹øÈ£,A_±¸¸ÅÈ½¼ö,B_±¸¸ÅÈ½¼ö,C_±¸¸ÅÈ½¼ö,D_±¸¸ÅÈ½¼ö,A_ÃÑ±¸¸Å¾×,B_ÃÑ±¸¸Å¾×,C_ÃÑ±¸¸Å¾×,D_ÃÑ±¸¸Å¾×
11454,5017.0,7.0,4.0,3.0,7.0,8.0,5.0,3.0,7.0
11455,5535.0,7.0,1.0,4.0,10.0,7.0,2.0,4.0,10.0
11456,4191.0,7.0,2.0,4.0,7.0,8.0,2.0,4.0,7.0
11457,556.0,7.0,2.0,7.0,8.0,7.0,2.0,7.0,8.0
11458,12475.0,7.0,3.0,4.0,3.0,7.0,3.0,4.0,3.0
11459,17813.0,7.0,1.0,3.0,4.0,7.0,2.0,3.0,4.0
11460,11699.0,7.0,1.0,5.0,4.0,6.0,1.0,5.0,4.0
11461,14531.0,7.0,7.0,2.0,5.0,7.0,7.0,2.0,5.0
11462,6117.0,7.0,2.0,5.0,9.0,6.0,1.0,5.0,9.0
11463,7922.0,7.0,1.0,7.0,10.0,6.0,1.0,7.0,10.0
11464,3219.0,7.0,1.0,10.0,2.0,6.0,2.0,9.0,2.0
11465,16094.0,7.0,2.0,4.0,6.0,9.0,4.0,5.0,6.0
11466,14401.0,7.0,3.0,7.0,1.0,6.0,4.0,6.0,1.0
11467,14308.0,7.0,5.0,4.0,5.0,7.0,2.0,4.0,5.0
11468,2748.0,7.0,10.0,2.0,6.0,7.0,10.0,2.0,6.0
11469,18007.0,7.0,9.0,2.0,5.0,5.0,9.0,1.0,5.0
11470,15823.0,7.0,9.0,2.0,6.0,6.0,9.0,1.0,6.0
11471,7192.0,7.0,2.0,6.0,10.0,7.0,3.0,6.0,10.0
11472,9999.0,7.0,3.0,8.0,9.0,7.0,1.0,8.0,9.0
11473,15555.0,7.0,1.0,5.0,1.0,7.0,1.0,5.0,1.0
11474,16834.0,7.0,10.0,1.0,4.0,6.0,10.0,1.0,4.0
11475,8373.0,7.0,4.0,3.0,9.0,7.0,2.0,4.0,9.0
11476,4911.0,7.0,9.0,2.0,7.0,6.0,9.0,2.0,7.0
11477,2163.0,7.0,1.0,9.0,8.0,6.0,2.0,9.0,8.0
11478,15933.0,7.0,3.0,9.0,2.0,6.0,1.0,9.0,2.0
11479,12422.0,7.0,2.0,6.0,2.0,6.0,1.0,5.0,2.0
11480,9664.0,7.0,3.0,8.0,9.0,8.0,4.0,9.0,9.0
11481,4295.0,7.0,2.0,5.0,7.0,6.0,2.0,5.0,7.0
11482,15589.0,7.0,1.0,10.0,1.0,6.0,2.0,10.0,1.0
11483,15951.0,7.0,9.0,1.0,6.0,7.0,9.0,1.0,6.0
11484,18772.0,7.0,2.0,7.0,5.0,6.0,2.0,7.0,5.0
11485,4522.0,7.0,1.0,9.0,7.0,6.0,1.0,9.0,7.0
11486,7667.0,7.0,7.0,1.0,10.0,6.0,7.0,2.0,10.0
11487,7793.0,7.0,1.0,7.0,10.0,6.0,1.0,7.0,10.0
11488,15323.0,7.0,3.0,3.0,2.0,7.0,4.0,3.0,1.0
11489,18072.0,7.0,6.0,1.0,5.0,7.0,6.0,1.0,5.0
11490,10529.0,7.0,2.0,8.0,9.0,6.0,1.0,8.0,9.0
11491,7665.0,7.0,5.0,10.0,1.0,8.0,6.0,10.0,1.0
11492,5009.0,7.0,3.0,8.0,7.0,5.0,1.0,8.0,7.0
11493,1674.0,7.0,2.0,8.0,8.0,6.0,1.0,9.0,8.0
11494,9835.0,7.0,3.0,9.0,1.0,7.0,4.0,7.0,1.0
11495,16637.0,7.0,3.0,3.0,6.0,5.0,2.0,3.0,6.0
11496,14432.0,7.0,5.0,5.0,5.0,7.0,5.0,6.0,5.0
11497,7819.0,7.0,8.0,4.0,2.0,7.0,8.0,4.0,2.0
11498,3261.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,7.0
11499,4641.0,7.0,1.0,5.0,7.0,7.0,1.0,5.0,7.0
11500,15691.0,7.0,1.0,6.0,6.0,7.0,1.0,7.0,6.0
11501,18685.0,7.0,4.0,6.0,5.0,6.0,2.0,7.0,5.0
11502,5995.0,7.0,9.0,1.0,10.0,6.0,9.0,1.0,10.0
11503,4413.0,7.0,3.0,5.0,7.0,8.0,3.0,5.0,7.0
11504,3022.0,7.0,10.0,1.0,6.0,6.0,10.0,2.0,6.0
11505,15034.0,7.0,1.0,4.0,5.0,7.0,1.0,4.0,5.0
11506,8593.0,7.0,2.0,10.0,9.0,6.0,3.0,10.0,9.0
11507,3475.0,7.0,8.0,2.0,6.0,7.0,8.0,1.0,6.0
11508,6180.0,7.0,3.0,4.0,10.0,7.0,2.0,5.0,10.0
11509,12622.0,7.0,9.0,2.0,3.0,7.0,9.0,2.0,3.0
11510,10862.0,7.0,3.0,10.0,3.0,6.0,2.0,10.0,3.0
11511,18277.0,7.0,4.0,4.0,5.0,8.0,4.0,5.0,5.0
11512,338.0,7.0,3.0,6.0,8.0,6.0,2.0,7.0,8.0
11513,6768.0,7.0,1.0,9.0,10.0,8.0,3.0,9.0,10.0
11514,2445.0,7.0,4.0,4.0,8.0,6.0,2.0,5.0,8.0
11515,13018.0,7.0,1.0,4.0,4.0,6.0,1.0,4.0,4.0
11516,14291.0,7.0,3.0,6.0,2.0,9.0,4.0,8.0,1.0
11517,16239.0,7.0,2.0,8.0,6.0,7.0,3.0,9.0,6.0
11518,12178.0,7.0,4.0,1.0,4.0,7.0,4.0,1.0,3.0
11519,5136.0,7.0,2.0,8.0,7.0,6.0,1.0,5.0,7.0
11520,9144.0,7.0,1.0,5.0,8.0,6.0,1.0,6.0,8.0
11521,9354.0,7.0,3.0,7.0,9.0,5.0,2.0,7.0,9.0
11522,9350.0,7.0,1.0,4.0,9.0,7.0,2.0,4.0,9.0
11523,17318.0,7.0,2.0,9.0,4.0,7.0,2.0,9.0,4.0
11524,17626.0,7.0,10.0,10.0,1.0,7.0,9.0,10.0,1.0
11525,1114.0,7.0,2.0,3.0,7.0,7.0,1.0,3.0,7.0
11526,10789.0,7.0,1.0,7.0,3.0,6.0,1.0,7.0,3.0
11527,8954.0,7.0,10.0,2.0,2.0,6.0,10.0,2.0,2.0
11528,1223.0,7.0,3.0,5.0,7.0,6.0,4.0,5.0,7.0
11529,18266.0,7.0,6.0,3.0,5.0,6.0,6.0,1.0,5.0
11530,14981.0,7.0,1.0,8.0,5.0,7.0,1.0,7.0,5.0
11531,6942.0,7.0,2.0,5.0,10.0,6.0,1.0,4.0,10.0
11532,13286.0,7.0,3.0,5.0,3.0,7.0,2.0,5.0,3.0
11533,15170.0,7.0,1.0,4.0,5.0,5.0,2.0,4.0,5.0
11534,3608.0,7.0,4.0,7.0,6.0,7.0,4.0,8.0,6.0
11535,3642.0,7.0,9.0,1.0,6.0,7.0,8.0,1.0,6.0
11536,11242.0,7.0,3.0,8.0,3.0,7.0,4.0,8.0,2.0
11537,5395.0,7.0,4.0,6.0,7.0,7.0,4.0,6.0,7.0
11538,15982.0,7.0,1.0,8.0,6.0,6.0,1.0,8.0,6.0
11539,13845.0,7.0,4.0,3.0,1.0,7.0,2.0,4.0,1.0
11540,11230.0,7.0,4.0,4.0,3.0,7.0,4.0,5.0,2.0
11541,4508.0,7.0,9.0,2.0,2.0,7.0,9.0,2.0,2.0
11542,11068.0,7.0,6.0,2.0,3.0,7.0,6.0,2.0,3.0
11543,6332.0,7.0,8.0,1.0,9.0,8.0,9.0,1.0,9.0
11544,6007.0,7.0,7.0,2.0,10.0,7.0,7.0,2.0,10.0
11545,1007.0,7.0,6.0,10.0,7.0,6.0,6.0,10.0,7.0
11546,14477.0,7.0,3.0,4.0,6.0,6.0,1.0,4.0,6.0
11547,6881.0,7.0,10.0,1.0,10.0,8.0,10.0,1.0,10.0
11548,12677.0,7.0,6.0,1.0,2.0,6.0,6.0,1.0,2.0
11549,9178.0,7.0,3.0,9.0,8.0,8.0,4.0,9.0,8.0
11550,6810.0,7.0,2.0,6.0,10.0,7.0,1.0,7.0,10.0
11551,5991.0,7.0,8.0,1.0,10.0,7.0,7.0,1.0,10.0
11552,8182.0,7.0,8.0,1.0,9.0,7.0,8.0,1.0,9.0
11553,9945.0,7.0,3.0,8.0,9.0,6.0,4.0,8.0,9.0
11554,6875.0,7.0,10.0,2.0,10.0,6.0,10.0,1.0,10.0
11555,4038.0,7.0,8.0,2.0,6.0,6.0,8.0,3.0,6.0
11556,19242.0,7.0,7.0,10.0,1.0,8.0,8.0,9.0,1.0
11557,921.0,7.0,4.0,10.0,2.0,6.0,4.0,10.0,2.0
11558,14774.0,7.0,1.0,8.0,5.0,7.0,1.0,8.0,5.0
11559,14075.0,7.0,6.0,2.0,5.0,7.0,6.0,2.0,5.0
11560,14234.0,7.0,2.0,5.0,1.0,8.0,4.0,5.0,1.0
11561,15835.0,7.0,6.0,9.0,1.0,5.0,7.0,9.0,1.0
11562,7953.0,7.0,1.0,9.0,10.0,6.0,2.0,8.0,10.0
11563,8969.0,7.0,9.0,1.0,9.0,7.0,8.0,2.0,9.0
11564,616.0,7.0,3.0,8.0,8.0,8.0,4.0,8.0,8.0
11565,10026.0,7.0,2.0,9.0,9.0,6.0,4.0,8.0,9.0
11566,11410.0,7.0,1.0,10.0,1.0,7.0,1.0,10.0,1.0
11567,15771.0,7.0,3.0,9.0,6.0,8.0,3.0,9.0,6.0
11568,10022.0,7.0,10.0,2.0,9.0,7.0,10.0,1.0,9.0
11569,15766.0,7.0,2.0,9.0,6.0,6.0,3.0,8.0,6.0
11570,18640.0,7.0,2.0,9.0,5.0,7.0,3.0,9.0,5.0
11571,16270.0,7.0,4.0,8.0,6.0,8.0,2.0,7.0,6.0
11572,16751.0,7.0,2.0,6.0,4.0,7.0,3.0,6.0,4.0
11573,4836.0,7.0,6.0,1.0,7.0,7.0,5.0,1.0,7.0
11574,9976.0,7.0,9.0,1.0,9.0,6.0,9.0,1.0,9.0
11575,18301.0,7.0,2.0,6.0,5.0,8.0,3.0,6.0,5.0
11576,6696.0,7.0,6.0,2.0,10.0,8.0,7.0,2.0,10.0
11577,1228.0,7.0,3.0,6.0,7.0,6.0,1.0,6.0,7.0
11578,13137.0,7.0,3.0,4.0,4.0,6.0,4.0,4.0,4.0
11579,9111.0,7.0,2.0,8.0,9.0,6.0,1.0,8.0,9.0
11580,5344.0,7.0,4.0,4.0,7.0,7.0,3.0,4.0,7.0
11581,2827.0,7.0,1.0,9.0,6.0,7.0,1.0,9.0,6.0
11582,4796.0,7.0,3.0,6.0,1.0,6.0,4.0,7.0,1.0
11583,6383.0,7.0,2.0,4.0,10.0,8.0,3.0,5.0,10.0
11584,2995.0,7.0,6.0,2.0,6.0,6.0,7.0,1.0,6.0
11585,4817.0,7.0,2.0,3.0,7.0,7.0,4.0,3.0,7.0
11586,4531.0,7.0,7.0,3.0,7.0,6.0,6.0,2.0,7.0
11587,15403.0,7.0,4.0,8.0,6.0,8.0,4.0,8.0,6.0
11588,13004.0,7.0,1.0,8.0,4.0,6.0,1.0,8.0,4.0
11589,2403.0,7.0,3.0,9.0,8.0,8.0,3.0,8.0,8.0
11590,741.0,7.0,3.0,3.0,7.0,7.0,3.0,3.0,7.0
11591,17244.0,7.0,8.0,2.0,4.0,8.0,8.0,2.0,4.0
11592,14600.0,7.0,3.0,8.0,5.0,7.0,3.0,9.0,5.0
11593,2350.0,7.0,2.0,8.0,8.0,5.0,2.0,9.0,8.0
11594,9383.0,7.0,2.0,8.0,9.0,7.0,3.0,9.0,9.0
11595,17852.0,7.0,2.0,9.0,4.0,6.0,2.0,8.0,4.0
11596,2436.0,7.0,9.0,2.0,8.0,6.0,10.0,1.0,8.0
11597,1549.0,7.0,4.0,3.0,8.0,7.0,4.0,3.0,8.0
11598,13506.0,7.0,5.0,1.0,2.0,7.0,5.0,1.0,2.0
11599,12924.0,7.0,5.0,1.0,4.0,7.0,6.0,1.0,4.0
11600,6049.0,7.0,10.0,2.0,9.0,6.0,9.0,2.0,9.0
11601,13921.0,7.0,10.0,3.0,3.0,6.0,9.0,2.0,3.0
11602,9422.0,7.0,6.0,1.0,9.0,6.0,6.0,1.0,9.0
11603,4288.0,7.0,10.0,2.0,7.0,9.0,10.0,1.0,7.0
11604,10827.0,7.0,7.0,2.0,3.0,8.0,7.0,2.0,3.0
11605,11024.0,7.0,2.0,8.0,3.0,7.0,1.0,7.0,3.0
11606,10925.0,7.0,7.0,1.0,2.0,6.0,5.0,1.0,2.0
11607,18468.0,7.0,10.0,1.0,5.0,6.0,10.0,2.0,5.0
11608,10572.0,7.0,6.0,2.0,9.0,8.0,6.0,2.0,9.0
11609,6920.0,7.0,6.0,1.0,10.0,7.0,6.0,2.0,10.0
11610,4978.0,7.0,3.0,7.0,7.0,8.0,1.0,8.0,7.0
11611,8387.0,7.0,10.0,1.0,1.0,7.0,10.0,1.0,2.0
11612,1552.0,7.0,8.0,1.0,8.0,5.0,9.0,2.0,8.0
11613,4017.0,7.0,1.0,5.0,6.0,7.0,3.0,5.0,6.0
11614,2450.0,7.0,10.0,3.0,8.0,6.0,10.0,1.0,8.0
11615,13978.0,7.0,10.0,3.0,3.0,6.0,9.0,2.0,3.0
11616,232.0,7.0,10.0,1.0,7.0,7.0,9.0,2.0,7.0
11617,13210.0,7.0,5.0,1.0,4.0,7.0,5.0,1.0,4.0
11618,7342.0,7.0,2.0,6.0,1.0,6.0,4.0,8.0,1.0
11619,18226.0,7.0,4.0,3.0,5.0,6.0,1.0,3.0,5.0
11620,11667.0,7.0,2.0,8.0,4.0,7.0,2.0,7.0,4.0
11621,4160.0,7.0,9.0,1.0,7.0,7.0,9.0,2.0,7.0
11622,7093.0,7.0,3.0,8.0,10.0,7.0,4.0,9.0,10.0
11623,19001.0,7.0,2.0,9.0,1.0,8.0,4.0,10.0,1.0
11624,6675.0,7.0,2.0,9.0,10.0,6.0,3.0,9.0,10.0
11625,5116.0,7.0,4.0,4.0,7.0,7.0,3.0,4.0,7.0
11626,5212.0,7.0,4.0,3.0,7.0,7.0,4.0,3.0,7.0
11627,2582.0,7.0,8.0,2.0,8.0,7.0,7.0,1.0,8.0
11628,2253.0,7.0,5.0,2.0,8.0,7.0,5.0,2.0,8.0
11629,10709.0,7.0,3.0,4.0,3.0,7.0,3.0,4.0,3.0
11630,15670.0,7.0,3.0,7.0,6.0,6.0,1.0,6.0,6.0
11631,18477.0,7.0,4.0,9.0,5.0,7.0,4.0,9.0,5.0
11632,16255.0,7.0,2.0,9.0,6.0,7.0,2.0,8.0,6.0
11633,5469.0,7.0,3.0,6.0,10.0,6.0,2.0,5.0,10.0
11634,18501.0,7.0,7.0,2.0,5.0,6.0,7.0,1.0,5.0
11635,11339.0,7.0,4.0,10.0,3.0,7.0,3.0,10.0,3.0
11636,2630.0,7.0,2.0,7.0,8.0,7.0,3.0,7.0,8.0
11637,4035.0,7.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0
11638,14388.0,7.0,4.0,10.0,1.0,6.0,2.0,10.0,1.0
11639,1773.0,7.0,9.0,3.0,8.0,8.0,9.0,2.0,8.0
11640,8498.0,7.0,10.0,2.0,9.0,5.0,10.0,2.0,9.0
11641,5071.0,7.0,1.0,4.0,2.0,6.0,1.0,4.0,2.0
11642,14717.0,7.0,2.0,8.0,5.0,7.0,1.0,8.0,5.0
11643,16790.0,7.0,4.0,10.0,2.0,7.0,2.0,10.0,1.0
11644,15818.0,7.0,10.0,3.0,2.0,7.0,9.0,3.0,2.0
11645,7951.0,7.0,4.0,9.0,10.0,6.0,5.0,9.0,10.0
11646,15814.0,7.0,8.0,2.0,6.0,9.0,9.0,2.0,6.0
11647,16550.0,7.0,10.0,10.0,1.0,7.0,10.0,10.0,1.0
11648,5314.0,7.0,8.0,2.0,7.0,6.0,8.0,2.0,7.0
11649,10801.0,7.0,10.0,1.0,3.0,7.0,10.0,2.0,3.0
11650,10087.0,7.0,2.0,8.0,9.0,7.0,1.0,8.0,9.0
11651,116.0,7.0,8.0,2.0,8.0,7.0,8.0,2.0,8.0
11652,5743.0,7.0,2.0,8.0,10.0,6.0,4.0,9.0,10.0
11653,13029.0,7.0,6.0,1.0,4.0,7.0,6.0,2.0,4.0
11654,18639.0,7.0,7.0,1.0,5.0,6.0,8.0,1.0,5.0
11655,12089.0,7.0,1.0,3.0,3.0,7.0,1.0,3.0,3.0
11656,10147.0,7.0,4.0,5.0,9.0,6.0,4.0,3.0,9.0
11657,5305.0,7.0,4.0,5.0,7.0,7.0,2.0,6.0,7.0
11658,17628.0,7.0,10.0,1.0,4.0,7.0,10.0,1.0,4.0
11659,11270.0,7.0,4.0,5.0,3.0,6.0,2.0,5.0,2.0
11660,7794.0,7.0,1.0,7.0,10.0,6.0,1.0,8.0,10.0
11661,15842.0,7.0,2.0,5.0,6.0,7.0,3.0,5.0,6.0
11662,5125.0,7.0,1.0,7.0,7.0,8.0,1.0,7.0,7.0
11663,16060.0,7.0,3.0,7.0,6.0,9.0,4.0,6.0,6.0
11664,11088.0,7.0,1.0,8.0,3.0,7.0,2.0,9.0,3.0
11665,2681.0,7.0,5.0,2.0,7.0,7.0,5.0,2.0,7.0
11666,6373.0,7.0,8.0,1.0,2.0,6.0,7.0,1.0,2.0
11667,18334.0,7.0,4.0,9.0,5.0,7.0,5.0,9.0,5.0
11668,6052.0,7.0,4.0,9.0,9.0,9.0,1.0,8.0,9.0
11669,1827.0,7.0,5.0,10.0,8.0,8.0,5.0,10.0,8.0
11670,12152.0,7.0,9.0,1.0,4.0,7.0,10.0,1.0,3.0
11671,15550.0,7.0,9.0,1.0,6.0,6.0,8.0,1.0,6.0
11672,11186.0,7.0,2.0,4.0,3.0,7.0,3.0,5.0,3.0
11673,3547.0,7.0,10.0,2.0,2.0,6.0,10.0,1.0,2.0
11674,17908.0,7.0,10.0,1.0,4.0,8.0,10.0,1.0,4.0
11675,12141.0,7.0,10.0,2.0,4.0,9.0,10.0,2.0,3.0
11676,13180.0,7.0,6.0,1.0,4.0,7.0,6.0,1.0,4.0
11677,8715.0,7.0,6.0,2.0,8.0,7.0,6.0,2.0,8.0
11678,5157.0,7.0,5.0,2.0,7.0,7.0,5.0,2.0,7.0
11679,7532.0,7.0,3.0,8.0,10.0,7.0,4.0,9.0,10.0
11680,15449.0,7.0,3.0,4.0,1.0,8.0,4.0,4.0,1.0
11681,7640.0,7.0,6.0,1.0,10.0,7.0,7.0,1.0,10.0
11682,13538.0,7.0,3.0,5.0,3.0,7.0,4.0,5.0,3.0
11683,15072.0,7.0,1.0,10.0,5.0,7.0,3.0,10.0,5.0
11684,10909.0,7.0,2.0,7.0,1.0,7.0,3.0,7.0,1.0
11685,6914.0,7.0,3.0,5.0,10.0,6.0,3.0,4.0,10.0
11686,446.0,7.0,1.0,4.0,8.0,6.0,2.0,4.0,8.0
11687,18762.0,7.0,5.0,6.0,5.0,8.0,3.0,6.0,5.0
11688,6908.0,7.0,5.0,2.0,10.0,7.0,5.0,2.0,10.0
11689,11619.0,7.0,9.0,2.0,4.0,6.0,7.0,1.0,4.0
11690,2167.0,7.0,1.0,7.0,8.0,7.0,2.0,8.0,8.0
11691,19108.0,7.0,8.0,2.0,5.0,9.0,9.0,2.0,5.0
11692,6082.0,7.0,1.0,9.0,9.0,8.0,2.0,9.0,9.0
11693,18486.0,7.0,10.0,1.0,5.0,7.0,10.0,1.0,5.0
11694,2298.0,7.0,3.0,8.0,8.0,6.0,2.0,8.0,8.0
11695,18148.0,7.0,9.0,2.0,5.0,7.0,10.0,2.0,5.0
11696,4489.0,7.0,7.0,2.0,7.0,8.0,5.0,1.0,7.0
11697,9669.0,7.0,2.0,9.0,9.0,7.0,4.0,8.0,9.0
11698,10563.0,7.0,7.0,1.0,9.0,8.0,7.0,2.0,9.0
11699,18208.0,7.0,1.0,8.0,5.0,7.0,2.0,9.0,5.0
11700,12901.0,7.0,2.0,8.0,4.0,7.0,2.0,7.0,4.0
11701,1915.0,7.0,2.0,5.0,8.0,6.0,4.0,5.0,8.0
11702,18253.0,7.0,1.0,8.0,5.0,6.0,1.0,6.0,5.0
11703,18268.0,7.0,7.0,4.0,1.0,6.0,7.0,4.0,1.0
11704,9311.0,7.0,8.0,1.0,9.0,7.0,8.0,2.0,9.0
11705,18273.0,7.0,9.0,2.0,5.0,7.0,8.0,2.0,5.0
11706,12283.0,7.0,4.0,9.0,3.0,8.0,3.0,8.0,3.0
11707,5085.0,7.0,3.0,7.0,7.0,9.0,5.0,7.0,7.0
11708,8021.0,7.0,6.0,2.0,2.0,8.0,6.0,1.0,1.0
11709,18139.0,7.0,8.0,1.0,5.0,7.0,9.0,2.0,5.0
11710,13101.0,7.0,4.0,6.0,4.0,6.0,3.0,7.0,4.0
11711,12014.0,7.0,2.0,5.0,3.0,7.0,2.0,5.0,3.0
11712,12277.0,7.0,3.0,7.0,3.0,6.0,2.0,7.0,3.0
11713,16409.0,7.0,9.0,1.0,6.0,6.0,7.0,2.0,6.0
11714,13084.0,7.0,9.0,3.0,4.0,6.0,8.0,2.0,4.0
11715,12870.0,7.0,1.0,4.0,3.0,7.0,2.0,4.0,4.0
11716,8857.0,7.0,6.0,2.0,8.0,6.0,5.0,2.0,8.0
11717,16282.0,7.0,3.0,3.0,6.0,6.0,2.0,3.0,6.0
11718,16240.0,7.0,10.0,2.0,6.0,6.0,10.0,1.0,6.0
11719,5326.0,7.0,10.0,1.0,7.0,7.0,10.0,1.0,7.0
11720,18368.0,7.0,4.0,9.0,2.0,8.0,4.0,10.0,2.0
11721,1955.0,7.0,8.0,2.0,8.0,6.0,9.0,1.0,8.0
11722,16713.0,7.0,3.0,7.0,4.0,6.0,1.0,8.0,4.0
11723,2211.0,7.0,4.0,4.0,8.0,8.0,4.0,4.0,8.0
11724,8745.0,7.0,1.0,5.0,8.0,9.0,2.0,5.0,8.0
11725,8132.0,7.0,3.0,4.0,9.0,8.0,2.0,4.0,9.0
11726,5175.0,7.0,1.0,8.0,7.0,7.0,1.0,9.0,7.0
11727,17172.0,7.0,8.0,1.0,4.0,5.0,8.0,1.0,4.0
11728,3508.0,7.0,7.0,2.0,6.0,6.0,6.0,1.0,6.0
11729,6775.0,7.0,1.0,4.0,10.0,7.0,1.0,4.0,10.0
11730,6363.0,7.0,6.0,1.0,10.0,6.0,6.0,2.0,10.0
11731,10371.0,7.0,1.0,6.0,9.0,6.0,2.0,7.0,9.0
11732,14028.0,7.0,1.0,9.0,3.0,7.0,1.0,9.0,3.0
11733,776.0,7.0,1.0,5.0,7.0,6.0,1.0,4.0,7.0
11734,14986.0,7.0,2.0,7.0,2.0,8.0,3.0,7.0,2.0
11735,10466.0,7.0,10.0,2.0,9.0,7.0,10.0,2.0,9.0
11736,13522.0,7.0,1.0,10.0,2.0,6.0,1.0,10.0,3.0
11737,7628.0,7.0,4.0,3.0,10.0,6.0,2.0,3.0,10.0
11738,10510.0,7.0,9.0,1.0,9.0,6.0,9.0,1.0,9.0
11739,15407.0,7.0,3.0,3.0,6.0,6.0,3.0,3.0,6.0
11740,19143.0,7.0,1.0,7.0,5.0,8.0,1.0,7.0,5.0
11741,2713.0,7.0,2.0,5.0,6.0,7.0,2.0,5.0,6.0
11742,3928.0,7.0,7.0,1.0,6.0,6.0,7.0,1.0,6.0
11743,3937.0,7.0,2.0,3.0,6.0,6.0,3.0,3.0,6.0
11744,11537.0,7.0,5.0,1.0,4.0,7.0,4.0,1.0,4.0
11745,11744.0,7.0,7.0,1.0,3.0,6.0,7.0,1.0,4.0
11746,17254.0,7.0,10.0,1.0,4.0,7.0,10.0,1.0,4.0
11747,4316.0,7.0,3.0,9.0,7.0,8.0,2.0,9.0,7.0
11748,15387.0,7.0,1.0,5.0,6.0,6.0,1.0,5.0,6.0
11749,15359.0,7.0,1.0,5.0,5.0,7.0,3.0,5.0,5.0
11750,4022.0,7.0,1.0,8.0,6.0,8.0,1.0,8.0,6.0
11751,2419.0,7.0,2.0,4.0,8.0,6.0,2.0,5.0,8.0
11752,2418.0,7.0,9.0,2.0,2.0,6.0,9.0,1.0,2.0
11753,7450.0,7.0,2.0,6.0,10.0,6.0,3.0,5.0,10.0
11754,19057.0,7.0,3.0,3.0,1.0,7.0,2.0,4.0,2.0
11755,6097.0,7.0,4.0,5.0,9.0,7.0,4.0,5.0,9.0
11756,7230.0,7.0,9.0,1.0,10.0,6.0,9.0,1.0,10.0
11757,17215.0,7.0,3.0,6.0,4.0,7.0,2.0,6.0,4.0
11758,17211.0,7.0,7.0,2.0,4.0,8.0,7.0,1.0,4.0
11759,12592.0,7.0,2.0,6.0,2.0,6.0,3.0,6.0,2.0
11760,13841.0,7.0,1.0,5.0,3.0,6.0,1.0,5.0,3.0
11761,15245.0,7.0,7.0,1.0,1.0,7.0,8.0,1.0,1.0
11762,6540.0,7.0,8.0,2.0,10.0,7.0,8.0,1.0,10.0
11763,6611.0,7.0,9.0,1.0,10.0,6.0,10.0,1.0,10.0
11764,13869.0,7.0,7.0,1.0,3.0,7.0,8.0,1.0,3.0
11765,17630.0,7.0,1.0,9.0,4.0,6.0,1.0,9.0,4.0
11766,3241.0,7.0,8.0,2.0,7.0,8.0,8.0,2.0,7.0
11767,6570.0,7.0,1.0,9.0,10.0,7.0,1.0,9.0,10.0
11768,2563.0,7.0,4.0,5.0,2.0,7.0,4.0,6.0,2.0
11769,10218.0,7.0,10.0,2.0,9.0,6.0,10.0,2.0,9.0
11770,14055.0,7.0,9.0,1.0,5.0,7.0,9.0,1.0,5.0
11771,4626.0,7.0,4.0,7.0,7.0,6.0,1.0,7.0,7.0
11772,5843.0,7.0,10.0,2.0,10.0,7.0,9.0,2.0,10.0
11773,6502.0,7.0,5.0,1.0,10.0,7.0,5.0,2.0,10.0
11774,14764.0,7.0,8.0,1.0,5.0,7.0,9.0,1.0,5.0
11775,19256.0,7.0,1.0,7.0,5.0,6.0,1.0,7.0,5.0
11776,5898.0,7.0,1.0,10.0,2.0,7.0,2.0,10.0,2.0
11777,14801.0,7.0,3.0,7.0,5.0,7.0,4.0,8.0,5.0
11778,13382.0,7.0,10.0,1.0,2.0,4.0,10.0,1.0,2.0
11779,6744.0,7.0,1.0,9.0,10.0,6.0,1.0,8.0,10.0
11780,15784.0,7.0,1.0,7.0,6.0,8.0,3.0,8.0,6.0
11781,19330.0,7.0,3.0,7.0,5.0,6.0,3.0,7.0,5.0
11782,10045.0,7.0,4.0,4.0,9.0,8.0,2.0,4.0,9.0
11783,10282.0,7.0,6.0,1.0,9.0,6.0,6.0,1.0,9.0
11784,3615.0,7.0,10.0,2.0,6.0,7.0,10.0,2.0,6.0
11785,8529.0,7.0,2.0,7.0,9.0,7.0,2.0,7.0,9.0
11786,6120.0,7.0,1.0,8.0,2.0,9.0,2.0,8.0,2.0
11787,10877.0,7.0,7.0,2.0,3.0,8.0,6.0,2.0,3.0
11788,17810.0,7.0,8.0,1.0,4.0,6.0,8.0,1.0,4.0
11789,17578.0,7.0,3.0,6.0,1.0,7.0,3.0,7.0,2.0
11790,17251.0,7.0,7.0,10.0,1.0,7.0,7.0,10.0,1.0
11791,8473.0,7.0,5.0,2.0,9.0,7.0,5.0,2.0,9.0
11792,17797.0,7.0,1.0,8.0,4.0,8.0,2.0,7.0,4.0
11793,9393.0,7.0,2.0,7.0,9.0,7.0,3.0,8.0,9.0
11794,5087.0,7.0,2.0,2.0,7.0,8.0,4.0,3.0,7.0
11795,10765.0,7.0,2.0,5.0,3.0,7.0,3.0,6.0,3.0
11796,19042.0,7.0,3.0,9.0,5.0,6.0,4.0,10.0,5.0
11797,7195.0,7.0,6.0,1.0,10.0,7.0,6.0,1.0,10.0
11798,739.0,7.0,4.0,6.0,7.0,7.0,3.0,5.0,7.0
11799,10914.0,7.0,10.0,1.0,3.0,6.0,10.0,1.0,3.0
