°í°´¹øÈ£,A±¸¸ÅÈ½¼ö,B±¸¸ÅÈ½¼ö,C±¸¸ÅÈ½¼ö,D±¸¸ÅÈ½¼ö,AÃÑ±¸¸Å¾×,BÃÑ±¸¸Å¾×,CÃÑ±¸¸Å¾×,DÃÑ±¸¸Å¾×,A°´´Ü°¡,B°´´Ü°¡,C°´´Ü°¡,D°´´Ü°¡,A±¸¸ÅºñÀ²(%),B±¸¸ÅºñÀ²(%),C±¸¸ÅºñÀ²(%),D±¸¸ÅºñÀ²(%)
9784,510.0,214.0,2.0,0.0,52729890.0,3506738.0,14619.0,0.0,103391.9411764706,16386.6261682243,7309.5,0.0,81.35,12.89,5.75,0.0
9785,437.0,14.0,5.0,0.0,20595026.0,56951.0,27667.0,0.0,47128.20594965675,4067.928571428572,5533.4,0.0,83.08,7.16,9.74,0.0
9786,384.0,119.0,7.0,1.0,7051730.0,1270566.0,9849.0,1126.0,18363.88020833333,10677.025210084032,1407.0,1126.0,58.16,33.75,4.44,3.56
9787,394.0,306.0,14.0,5.0,31771106.0,1416063.0,37705.0,24335.0,80637.32487309644,4627.656862745098,2693.214285714286,4867.0,86.87,4.98,2.9,5.24
9788,516.0,213.0,35.0,0.0,17488046.0,2607928.0,102892.0,0.0,33891.56201550388,12243.793427230046,2939.7714285714287,0.0,69.06,24.91,5.98,0.0
9789,18.0,1106.0,35.0,0.0,2300402.0,9414263.0,273134.0,0.0,127800.11111111112,8511.991862567811,7803.828571428571,0.0,88.68,5.9,5.41,0.0
9790,672.0,12.0,92.0,2.0,28328985.0,62271.0,282228.0,15251.0,42156.22767857143,5189.25,3067.695652173913,7625.5,72.63,8.93,5.28,13.12
9791,369.0,98.0,5.0,0.0,5765375.0,541272.0,6956.0,0.0,15624.322493224932,5523.183673469388,1391.2,0.0,69.32,24.43,6.15,0.0
9792,402.0,73.0,1.0,0.0,15846608.0,610529.0,20025.0,0.0,39419.42288557214,8363.410958904109,20025.0,0.0,58.13,12.32,29.5,0.0
9793,451.0,450.0,23.0,0.0,52433189.0,5428353.0,100373.0,0.0,116259.84257206209,12063.006666666666,4364.04347826087,0.0,87.62,9.09,3.29,0.0
9794,672.0,1.0,3.0,1.0,22408141.0,10187.0,16031.0,2252.0,33345.447916666664,10187.0,5343.666666666667,2252.0,65.22,19.9,10.43,4.4
9795,570.0,0.0,2.0,0.0,7597679.0,0.0,2057.0,0.0,13329.261403508772,0.0,1028.5,0.0,92.84,0.0,7.12,0.0
9796,22.0,1314.0,3.0,0.0,221683.0,8575260.0,15161.0,0.0,10076.5,6526.07305936073,5053.666666666667,0.0,46.53,30.07,23.25,0.0
9797,633.0,62.0,17.0,0.0,12665028.0,758846.0,210471.0,0.0,20007.943127962084,12239.451612903224,12380.64705882353,0.0,44.83,27.4,27.7,0.0
9798,80.0,1869.0,200.0,0.0,3707480.0,13321704.0,797521.0,0.0,46343.5,7127.717495987159,3987.605,0.0,80.66,12.39,6.93,0.0
9799,16.0,996.0,38.0,0.0,613291.0,8002850.0,187383.0,0.0,38330.6875,8034.989959839358,4931.131578947368,0.0,74.72,15.64,9.6,0.0
9800,11.0,1473.0,1.0,0.0,773185.0,13257983.0,2260.0,0.0,70289.54545454546,9000.667345553293,2260.0,0.0,86.19,11.03,2.77,0.0
9801,123.0,656.0,16.0,0.0,11183439.0,6936598.0,40267.0,0.0,90922.26829268291,10574.082317073173,2516.6875,0.0,87.41,10.16,2.42,0.0
9802,470.0,10.0,4.0,0.0,81501978.0,192911.0,16960.0,0.0,173408.46382978724,19291.1,4240.0,0.0,88.05,9.79,2.15,0.0
9803,54.0,841.0,1.0,0.0,2344894.0,6787349.0,117128.0,0.0,43423.96296296296,8070.569560047563,117128.0,0.0,25.75,4.79,69.45,0.0
9804,471.0,274.0,6.0,0.0,53713542.0,3394621.0,21137.0,0.0,114041.49044585988,12389.127737226278,3522.833333333333,0.0,87.76,9.53,2.71,0.0
9805,489.0,24.0,11.0,0.0,31580188.0,751367.0,33242.0,0.0,64581.16155419223,31306.95833333333,3022.0,0.0,65.29,31.63,3.05,0.0
9806,1017.0,186.0,31.0,9.0,45511072.0,2462205.0,135991.0,33744.0,44750.31661750246,13237.66129032258,4386.806451612903,3749.3333333333335,67.68,20.0,6.63,5.66
9807,84.0,937.0,0.0,0.0,4158829.0,4697336.0,0.0,0.0,49509.869047619046,5013.165421558165,0.0,0.0,90.81,9.18,0.0,0.0
9808,586.0,28.0,0.0,1.0,22672701.0,124526.0,0.0,1030.0,38690.61604095563,4447.357142857143,0.0,1030.0,87.6,10.05,0.0,2.33
9809,404.0,202.0,0.0,7.0,13580200.0,1169525.0,0.0,99213.0,33614.35643564357,5789.727722772277,0.0,14173.285714285714,62.74,10.79,0.0,26.42
9810,632.0,14.0,2.0,0.0,70147065.0,221627.0,6190.0,0.0,110992.1914556962,15830.5,3095.0,0.0,85.43,12.18,2.38,0.0
9811,5.0,551.0,0.0,0.0,611765.0,8341559.0,0.0,0.0,122353.0,15138.94555353902,0.0,0.0,88.99,11.0,0.0,0.0
9812,571.0,174.0,14.0,0.0,17885288.0,873201.0,61607.0,0.0,31322.746059544657,5018.396551724138,4400.5,0.0,76.88,12.29,10.78,0.0
9814,689.0,1.0,4.0,0.0,24669315.0,48416.0,23599.0,0.0,35804.52104499274,48416.0,5899.75,0.0,39.73,53.7,6.54,0.0
9815,467.0,604.0,9.0,0.0,5953376.0,3950358.0,40671.0,0.0,12748.128479657387,6540.327814569537,4519.0,0.0,53.55,27.41,18.92,0.0
9816,4.0,1462.0,123.0,0.0,232664.0,7823193.0,476754.0,0.0,58166.0,5351.021203830369,3876.048780487805,0.0,86.31,7.93,5.74,0.0
9817,449.0,1.0,0.0,1.0,26050046.0,26241.0,0.0,35814.0,58017.91982182628,26241.0,0.0,35814.0,48.32,21.85,0.0,29.81
9818,561.0,162.0,0.0,1.0,8225617.0,1150824.0,0.0,20272.0,14662.41889483066,7103.851851851852,0.0,20272.0,34.88,16.88,0.0,48.16
9819,432.0,31.0,20.0,15.0,60151525.0,603743.0,51501.0,198477.0,139239.6412037037,19475.58064516129,2575.05,13231.8,79.78,11.15,1.47,7.58
9820,11.0,1696.0,4.0,38.0,317883.0,6123694.0,8107.0,278544.0,28898.454545454544,3610.668632075472,2026.75,7330.105263157895,69.03,8.61,4.83,17.47
9821,461.0,77.0,0.0,5.0,30651483.0,490349.0,0.0,80922.0,66489.11713665944,6368.168831168831,0.0,16184.4,74.67,7.15,0.0,18.16
9822,9.0,883.0,12.0,1.0,214463.0,5824204.0,33981.0,23617.0,23829.222222222223,6595.9275198188,2831.75,23617.0,41.9,11.59,4.97,41.48
9823,388.0,27.0,0.0,0.0,99372840.0,550791.0,0.0,0.0,256115.56701030929,20399.666666666668,0.0,0.0,92.62,7.37,0.0,0.0
9824,471.0,447.0,0.0,11.0,14902396.0,2191209.0,0.0,71913.0,31639.906581740976,4902.03355704698,0.0,6537.545454545455,73.45,11.36,0.0,15.15
9825,75.0,959.0,41.0,0.0,6937736.0,6132478.0,243808.0,0.0,92503.14666666668,6394.659019812305,5946.536585365854,0.0,88.23,6.09,5.67,0.0
9826,7.0,1160.0,13.0,0.0,224139.0,6705762.0,39200.0,0.0,32019.85714285714,5780.829310344828,3015.3846153846152,0.0,78.45,14.14,7.37,0.0
9827,1.0,1338.0,35.0,0.0,84072.0,12479859.0,159750.0,0.0,84072.0,9327.248878923769,4564.285714285715,0.0,85.82,9.51,4.65,0.0
9828,449.0,33.0,379.0,17.0,54387611.0,330588.0,1836665.0,75491.0,121130.53674832964,10017.818181818182,4846.081794195251,4440.64705882353,86.25,7.13,3.45,3.16
9829,455.0,0.0,0.0,0.0,45859692.0,0.0,0.0,0.0,100790.53186813187,0.0,0.0,0.0,100.0,0.0,0.0,0.0
9830,18.0,85.0,1236.0,0.0,2082307.0,1011690.0,6706246.0,0.0,115683.72222222222,11902.235294117649,5425.765372168285,0.0,86.97,8.94,4.08,0.0
9831,617.0,21.0,6.0,0.0,35417608.0,405592.0,74316.0,0.0,57402.93030794166,19313.904761904763,12386.0,0.0,64.42,21.66,13.89,0.0
9832,557.0,23.0,7.0,4.0,71139471.0,103753.0,26022.0,10589.0,127718.97845601436,4511.0,3717.428571428572,2647.25,92.15,3.25,2.68,1.91
9833,48.0,129.0,51.0,264.0,3750895.0,1394294.0,315493.0,3258982.0,78143.64583333333,10808.480620155038,6186.137254901961,12344.628787878788,72.7,10.05,5.75,11.48
9834,370.0,0.0,53.0,0.0,8845156.0,0.0,171032.0,0.0,23905.827027027022,0.0,3227.0188679245284,0.0,88.11,0.0,11.85,0.0
9835,25.0,1151.0,1.0,1.0,913361.0,7727021.0,26720.0,7320.0,36534.44,6713.31103388358,26720.0,7320.0,47.27,8.68,34.55,9.46
9836,44.0,883.0,8.0,0.0,4407937.0,6543239.0,42851.0,0.0,100180.38636363635,7410.236693091732,5356.375,0.0,88.7,6.56,4.74,0.0
9837,111.0,1094.0,24.0,2.0,10670722.0,4228541.0,47391.0,22778.0,96132.63063063064,3865.2111517367457,1974.625,11389.0,84.8,3.41,1.74,10.04
9838,1009.0,7.0,69.0,0.0,9398551.0,22734.0,222197.0,0.0,9314.718533201189,3247.714285714286,3220.246376811594,0.0,59.02,20.5,20.3,0.0
9839,321.0,18.0,0.0,0.0,118927489.0,1288889.0,0.0,0.0,370490.6199376947,71604.94444444444,0.0,0.0,83.8,16.19,0.0,0.0
9840,2.0,1003.0,6.0,0.0,233355.0,11061091.0,24108.0,0.0,116677.5,11028.006979062811,4018.0,0.0,88.58,8.37,3.05,0.0
9841,631.0,6.0,0.0,0.0,38315777.0,70524.0,0.0,0.0,60722.30903328051,11754.0,0.0,0.0,83.78,16.2,0.0,0.0
9842,479.0,209.0,3.0,7.0,38986619.0,1603556.0,8778.0,22895.0,81391.68893528184,7672.516746411483,2926.0,3270.714285714286,85.44,8.05,3.07,3.43
9843,437.0,92.0,13.0,28.0,52507246.0,1207577.0,40010.0,190232.0,120153.881006865,13125.83695652174,3077.692307692308,6794.0,83.93,9.16,2.15,4.74
9844,371.0,21.0,0.0,0.0,13577404.0,339549.0,0.0,0.0,36596.77628032345,16169.0,0.0,0.0,69.36,30.6,0.0,0.0
9845,22.0,8.0,54.0,195.0,1135863.0,44105.0,132072.0,2131369.0,51630.13636363636,5513.125,2445.777777777778,10930.097435897436,73.21,7.81,3.46,15.48
9846,381.0,499.0,29.0,134.0,14691388.0,2268870.0,86560.0,1350243.0,38560.07349081365,4546.833667334669,2984.8275862068967,10076.440298507465,68.65,8.09,5.31,17.91
9848,9.0,777.0,1039.0,0.0,640481.0,8417471.0,4117970.0,0.0,71164.55555555556,10833.29601029601,3963.39749759384,0.0,82.79,12.59,4.61,0.0
9849,4.0,618.0,163.0,0.0,337895.0,4567520.0,921833.0,0.0,84473.75,7390.809061488673,5655.417177914111,0.0,86.62,7.57,5.79,0.0
9850,18.0,35.0,3333.0,0.0,880752.0,140141.0,11167777.0,0.0,48930.66666666666,4004.028571428572,3350.6681668166816,0.0,86.93,7.1,5.94,0.0
9851,10.0,1048.0,8.0,1.0,866245.0,5017915.0,15625.0,2260.0,86624.5,4788.086832061069,1953.125,2260.0,90.59,5.0,2.04,2.36
9852,421.0,51.0,0.0,1.0,23296921.0,311367.0,0.0,5764.0,55337.104513064136,6105.235294117647,0.0,5764.0,82.34,9.07,0.0,8.56
9853,41.0,48.0,88.0,101.0,2619880.0,251049.0,310996.0,557480.0,63899.51219512195,5230.1875,3534.0454545454545,5519.60396039604,81.73,6.68,4.52,7.05
9854,385.0,19.0,31.0,0.0,64918950.0,99895.0,102024.0,0.0,168620.64935064936,5257.631578947368,3291.0967741935483,0.0,95.17,2.97,1.86,0.0
9855,6.0,1.0,0.0,418.0,404045.0,25752.0,0.0,2720624.0,67340.83333333333,25752.0,0.0,6508.66985645933,67.61,25.84,0.0,6.53
9856,831.0,60.0,19.0,0.0,10528578.0,757406.0,77282.0,0.0,12669.768953068591,12623.433333333332,4067.4736842105262,0.0,43.15,42.93,13.81,0.0
9857,420.0,381.0,6.0,0.0,8515039.0,2658674.0,9853.0,0.0,20273.902380952382,6978.146981627297,1642.1666666666667,0.0,70.17,24.09,5.66,0.0
9858,562.0,780.0,0.0,12.0,20418027.0,6047532.0,0.0,126086.0,36331.00889679715,7753.246153846154,0.0,10507.166666666666,66.55,14.19,0.0,19.22
9859,448.0,1027.0,11.0,2.0,56141490.0,10654664.0,29817.0,12150.0,125315.82589285714,10374.551119766307,2710.6363636363635,6075.0,86.74,7.18,1.87,4.2
9860,376.0,230.0,31.0,0.0,23584300.0,1859438.0,102219.0,0.0,62724.20212765958,8084.51304347826,3297.3870967741937,0.0,84.64,10.9,4.44,0.0
9861,0.0,719.0,16.0,0.0,0.0,7197438.0,33817.0,0.0,0.0,10010.344923504868,2113.5625,0.0,0.0,82.57,17.32,0.0
9862,497.0,147.0,18.0,0.0,44692385.0,2469536.0,169751.0,0.0,89924.31589537223,16799.56462585034,9430.611111111111,0.0,77.42,14.45,8.11,0.0
9863,306.0,1129.0,1.0,0.0,22218729.0,6761345.0,1858.0,0.0,72610.22549019608,5988.790965456156,1858.0,0.0,90.25,7.44,2.31,0.0
9864,441.0,10.0,0.0,14.0,22643276.0,25513.0,0.0,162267.0,51345.297052154194,2551.3,0.0,11590.5,78.41,3.89,0.0,17.68
9865,494.0,1.0,207.0,1.0,9757849.0,25389.0,1129920.0,2263.0,19752.73076923077,25389.0,5458.550724637681,2263.0,37.37,47.99,10.31,4.27
9866,525.0,480.0,11.0,10.0,39410979.0,3388195.0,51901.0,92990.0,75068.53142857143,7058.739583333333,4718.272727272727,9299.0,78.08,7.34,4.9,9.66
9867,470.0,26.0,6.0,0.0,71635343.0,207633.0,43553.0,0.0,152415.6234042553,7985.884615384615,7258.833333333333,0.0,90.91,4.76,4.33,0.0
9868,546.0,262.0,5.0,0.0,33727074.0,3682415.0,33941.0,0.0,61771.1978021978,14055.019083969466,6788.2,0.0,74.77,17.0,8.21,0.0
9869,40.0,1103.0,5.0,0.0,5418382.0,5618106.0,42285.0,0.0,135459.55,5093.477787851315,8457.0,0.0,90.91,3.42,5.67,0.0
9870,53.0,1485.0,0.0,0.0,2069825.0,10619137.0,0.0,0.0,39053.301886792455,7150.934006734006,0.0,0.0,84.52,15.45,0.0,0.0
9871,80.0,1836.0,5.0,0.0,8354503.0,18492331.0,34570.0,0.0,104431.2875,10072.075708061002,6914.0,0.0,86.01,8.29,5.69,0.0
9872,14.0,4.0,1719.0,0.0,782315.0,36131.0,8882876.0,0.0,55879.642857142855,9032.75,5167.46713205352,0.0,79.74,12.87,7.36,0.0
9873,34.0,1014.0,156.0,0.0,1822670.0,6822772.0,568787.0,0.0,53607.94117647059,6728.571992110454,3646.0705128205127,0.0,83.79,10.5,5.69,0.0
9874,70.0,1221.0,5.0,0.0,5083811.0,12091559.0,11857.0,0.0,72625.87142857142,9902.996723996725,2371.4,0.0,85.54,11.65,2.79,0.0
9875,479.0,15.0,4.0,0.0,65729626.0,133083.0,18637.0,0.0,137222.6012526096,8872.2,4659.25,0.0,91.02,5.88,3.09,0.0
9876,71.0,76.0,2625.0,0.0,9546986.0,1080487.0,4879833.0,0.0,134464.5915492958,14216.934210526317,1858.984,0.0,89.32,9.44,1.23,0.0
9877,480.0,16.0,0.0,3.0,28729104.0,721406.0,0.0,18391.0,59852.3,45087.875,0.0,6130.333333333333,53.89,40.57,0.0,5.51
9879,50.0,1331.0,238.0,0.0,1273164.0,12136169.0,1263924.0,0.0,25463.28,9118.0833959429,5310.605042016807,0.0,63.83,22.82,13.28,0.0
9880,721.0,14.0,2.0,0.0,208000928.0,1126653.0,28115.0,0.0,288489.49791955616,80475.21428571429,14057.5,0.0,75.32,21.01,3.67,0.0
9881,620.0,0.0,0.0,0.0,150881410.0,0.0,0.0,0.0,243357.11290322585,0.0,0.0,0.0,100.0,0.0,0.0,0.0
9882,40.0,1295.0,9.0,0.0,1690538.0,13970401.0,39021.0,0.0,42263.45,10787.95444015444,4335.666666666667,0.0,73.65,18.77,7.54,0.0
9883,465.0,0.0,176.0,0.0,36687781.0,0.0,880186.0,0.0,78898.45376344086,0.0,5001.056818181818,0.0,94.04,0.0,5.95,0.0
9884,683.0,9.0,0.0,5.0,253201098.0,90291.0,0.0,92007.0,370719.0307467057,10032.333333333334,0.0,18401.4,92.88,2.51,0.0,4.61
9885,85.0,1260.0,49.0,0.0,5640536.0,11159750.0,137370.0,0.0,66359.24705882353,8856.944444444445,2803.469387755102,0.0,85.05,11.34,3.59,0.0
9886,111.0,1219.0,22.0,8.0,4267546.0,10194599.0,77195.0,84732.0,38446.36036036036,8363.08367514356,3508.8636363636365,10591.5,63.12,13.72,5.75,17.37
9887,20.0,1113.0,2.0,0.0,2016957.0,7072921.0,3178.0,0.0,100847.85,6354.825696316262,1589.0,0.0,92.7,5.84,1.46,0.0
9889,356.0,76.0,218.0,0.0,41034090.0,625149.0,1460696.0,0.0,115264.29775280898,8225.644736842105,6700.440366972477,0.0,88.54,6.31,5.14,0.0
9890,375.0,304.0,0.0,0.0,120532995.0,3275904.0,0.0,0.0,321421.32,10776.0,0.0,0.0,96.76,3.24,0.0,0.0
9891,497.0,239.0,0.0,0.0,49422669.0,2041958.0,0.0,0.0,99441.98993963785,8543.757322175732,0.0,0.0,92.09,7.91,0.0,0.0
9892,256.0,671.0,25.0,0.0,8751516.0,6369200.0,81535.0,0.0,34185.609375,9492.101341281668,3261.4,0.0,72.83,20.19,6.93,0.0
9893,12.0,679.0,5.0,0.0,885929.0,9129772.0,12740.0,0.0,73827.41666666667,13445.908689248896,2548.0,0.0,82.19,14.96,2.83,0.0
9894,2.0,79.0,1712.0,46.0,29380.0,286130.0,4533688.0,107195.0,14690.0,3621.898734177216,2648.1822429906542,2330.326086956521,63.07,15.51,11.33,9.97
9895,557.0,45.0,24.0,0.0,45096051.0,170086.0,85575.0,0.0,80962.3895870736,3779.688888888889,3565.625,0.0,91.68,4.28,4.03,0.0
9896,471.0,360.0,7.0,5.0,9532558.0,2126104.0,33510.0,23926.0,20238.976645435243,5905.844444444445,4787.142857142857,4785.2,56.66,16.51,13.38,13.37
9897,536.0,0.0,0.0,6.0,8624911.0,0.0,0.0,29729.0,16091.251865671642,0.0,0.0,4954.833333333333,76.46,0.0,0.0,23.46
9898,551.0,32.0,0.0,0.0,8640224.0,239136.0,0.0,0.0,15680.987295825773,7473.0,0.0,0.0,67.72,32.18,0.0,0.0
9899,76.0,761.0,204.0,0.0,5908190.0,5945241.0,907497.0,0.0,77739.34210526316,7812.406044678055,4448.514705882353,0.0,86.38,8.67,4.94,0.0
9900,6.0,1512.0,20.0,0.0,389172.0,7514948.0,115816.0,0.0,64862.0,4970.203703703704,5790.8,0.0,85.77,6.56,7.65,0.0
9901,59.0,1746.0,345.0,0.0,4306058.0,10756777.0,787032.0,0.0,72984.03389830509,6160.81156930126,2281.2521739130434,0.0,89.63,7.56,2.8,0.0
9902,914.0,74.0,1351.0,7.0,20254147.0,265153.0,4552805.0,47234.0,22159.898249452955,3583.1486486486488,3369.951887490748,6747.714285714285,61.79,9.97,9.38,18.77
9903,344.0,1175.0,0.0,1.0,29249635.0,6423496.0,0.0,15767.0,85028.00872093023,5466.805106382979,0.0,15767.0,80.02,5.14,0.0,14.83
9904,539.0,56.0,9.0,16.0,21245292.0,1756819.0,30444.0,165194.0,39416.12615955473,31371.76785714286,3382.6666666666665,10324.625,46.65,37.11,4.0,12.21
9905,11.0,54.0,1833.0,0.0,498464.0,743956.0,5773039.0,0.0,45314.90909090909,13776.962962962964,3149.5030005455537,0.0,72.81,22.11,5.05,0.0
9906,16.0,563.0,0.0,5.0,1527649.0,8438038.0,0.0,112315.0,95478.0625,14987.634103019538,0.0,22463.0,71.83,11.27,0.0,16.89
9907,19.0,34.0,1687.0,0.0,801559.0,326428.0,6366375.0,0.0,42187.31578947369,9600.823529411764,3773.784825133373,0.0,75.93,17.26,6.78,0.0
9908,481.0,65.0,29.0,34.0,26653254.0,636933.0,108340.0,360501.0,55412.17047817048,9798.969230769231,3735.862068965517,10602.970588235294,69.66,12.31,4.69,13.31
9909,505.0,6.0,135.0,0.0,14281694.0,49061.0,342812.0,0.0,28280.58217821782,8176.833333333333,2539.348148148148,0.0,72.52,20.93,6.5,0.0
9910,0.0,1.0,1636.0,0.0,0.0,78331.0,11617464.0,0.0,0.0,78331.0,7101.139364303179,0.0,0.0,91.69,8.3,0.0
9911,12.0,856.0,3.0,0.0,500755.0,6662819.0,16859.0,0.0,41729.583333333336,7783.667056074766,5619.666666666667,0.0,75.69,14.1,10.18,0.0
9912,1.0,1767.0,303.0,0.0,16893.0,13388700.0,1590555.0,0.0,16893.0,7577.079796264856,5249.3564356435645,0.0,56.84,25.45,17.61,0.0
9913,8.0,5.0,956.0,0.0,1242446.0,83642.0,2786963.0,0.0,155305.75,16728.4,2915.233263598326,0.0,88.77,9.56,1.67,0.0
9914,17.0,1127.0,0.0,0.0,932675.0,7259113.0,0.0,0.0,54863.23529411765,6441.09405501331,0.0,0.0,89.49,10.49,0.0,0.0
9915,3.0,2485.0,12.0,0.0,280559.0,10724471.0,53397.0,0.0,93519.66666666669,4315.682494969819,4449.75,0.0,91.43,4.22,4.35,0.0
9916,1054.0,12.0,743.0,8.0,22292990.0,374811.0,3432467.0,54958.0,21150.84440227704,31234.25,4619.740242261104,6869.75,33.11,48.87,7.22,10.74
9917,2.0,1982.0,41.0,0.0,62656.0,9194310.0,138300.0,0.0,31328.0,4638.905146316852,3373.170731707317,0.0,79.63,11.77,8.55,0.0
9918,161.0,821.0,2.0,1.0,15210233.0,4943522.0,2680.0,2681.0,94473.49689440994,6021.342265529842,1340.0,2681.0,90.39,5.76,1.28,2.56
9919,0.0,708.0,104.0,0.0,0.0,8936730.0,433148.0,0.0,0.0,12622.5,4164.884615384615,0.0,0.0,75.19,24.7,0.0
9920,1.0,730.0,10.0,0.0,17648.0,6872098.0,83987.0,0.0,17648.0,9413.83287671233,8398.7,0.0,49.77,26.51,23.63,0.0
9921,422.0,625.0,10.0,2.0,11698947.0,3118239.0,31920.0,6284.0,27722.62322274881,4989.1824,3192.0,3142.0,71.0,12.75,8.16,8.03
9922,263.0,13.0,2621.0,0.0,10078585.0,63763.0,9764902.0,0.0,38321.61596958175,4904.846153846154,3725.639832125143,0.0,81.62,10.43,7.92,0.0
9923,527.0,6.0,14.0,0.0,104501779.0,115204.0,70142.0,0.0,198295.59582542692,19200.666666666668,5010.142857142857,0.0,89.12,8.63,2.25,0.0
9924,0.0,4.0,2421.0,0.0,0.0,30348.0,12673888.0,0.0,0.0,7587.0,5234.98058653449,0.0,0.0,59.17,40.64,0.0
9925,96.0,1088.0,1.0,0.0,5201596.0,5799029.0,3389.0,0.0,54183.29166666666,5329.989889705882,3389.0,0.0,86.14,8.46,5.38,0.0
9926,433.0,207.0,438.0,3.0,58461916.0,3883122.0,1798565.0,23157.0,135015.97228637413,18759.043478260868,4106.312785388128,7719.0,81.53,11.32,2.48,4.66
9927,643.0,104.0,0.0,0.0,20820222.0,726641.0,0.0,0.0,32379.816485225507,6986.932692307692,0.0,0.0,82.25,17.71,0.0,0.0
9928,148.0,628.0,0.0,8.0,2242759.0,4456225.0,0.0,103939.0,15153.777027027028,7095.899681528663,0.0,12992.375,43.0,20.11,0.0,36.8
9929,3.0,19.0,2597.0,0.0,98958.0,101047.0,6824423.0,0.0,32986.0,5318.263157894737,2627.810165575664,0.0,80.59,12.97,6.41,0.0
9930,492.0,1551.0,6.0,0.0,64186677.0,9007523.0,23301.0,0.0,130460.7256097561,5807.558349451966,3883.5,0.0,93.09,4.14,2.77,0.0
9931,574.0,9.0,0.0,1.0,81042668.0,39400.0,0.0,2788.0,141189.31707317074,4377.777777777777,0.0,2788.0,95.17,2.95,0.0,1.88
9932,11.0,25.0,1298.0,0.0,148190.0,335595.0,3576124.0,0.0,13471.818181818182,13423.8,2755.103235747304,0.0,45.44,45.2,9.26,0.0
9933,69.0,633.0,35.0,0.0,572823.0,2765706.0,124983.0,0.0,8301.782608695652,4369.203791469195,3570.942857142857,0.0,51.11,26.82,21.88,0.0
9934,899.0,65.0,6.0,0.0,168868547.0,306141.0,34947.0,0.0,187840.4304783092,4709.861538461539,5824.5,0.0,94.69,2.37,2.93,0.0
9935,2.0,82.0,1544.0,0.0,589178.0,1127471.0,7969206.0,0.0,294589.0,13749.646341463416,5161.402849740933,0.0,93.97,4.38,1.65,0.0
9936,0.0,40.0,1279.0,0.0,0.0,262646.0,4691554.0,0.0,0.0,6566.15,3668.1422986708367,0.0,0.0,64.16,35.62,0.0
9937,1151.0,13.0,15.0,0.0,29358724.0,42010.0,51508.0,0.0,25507.145091225026,3231.538461538461,3433.866666666667,0.0,79.28,10.02,10.64,0.0
9938,615.0,710.0,3.0,0.0,14115318.0,3570018.0,7271.0,0.0,22951.73658536585,5028.194366197183,2423.6666666666665,0.0,75.49,16.5,7.95,0.0
9939,472.0,210.0,18.0,0.0,46583156.0,1397334.0,51862.0,0.0,98693.12711864409,6653.971428571429,2881.222222222222,0.0,91.19,6.14,2.66,0.0
9940,12.0,851.0,4.0,0.0,1759788.0,7641872.0,9116.0,0.0,146649.0,8979.873090481786,2279.0,0.0,92.87,5.68,1.44,0.0
9941,108.0,1770.0,51.0,0.0,4067300.0,15769384.0,228143.0,0.0,37660.18518518518,8909.256497175142,4473.392156862745,0.0,73.78,17.43,8.75,0.0
9942,14.0,1523.0,3.0,0.0,889707.0,8365972.0,6960.0,0.0,63550.5,5493.08732764281,2320.0,0.0,89.05,7.69,3.25,0.0
9943,17.0,137.0,1775.0,0.0,1252401.0,1260347.0,9129131.0,0.0,73670.64705882352,9199.61313868613,5143.172394366197,0.0,83.7,10.44,5.84,0.0
9944,20.0,28.0,1892.0,0.0,1814929.0,194904.0,9120674.0,0.0,90746.45,6960.857142857143,4820.65221987315,0.0,88.51,6.78,4.7,0.0
9945,28.0,1110.0,4.0,0.0,3390723.0,6103306.0,10618.0,0.0,121097.25,5498.473873873874,2654.5,0.0,93.69,4.25,2.05,0.0
9946,378.0,3.0,12.0,0.0,34805517.0,111483.0,224559.0,0.0,92078.08730158732,37161.0,18713.25,0.0,62.23,25.11,12.64,0.0
9947,632.0,336.0,42.0,0.0,40626986.0,2725683.0,148037.0,0.0,64283.20569620253,8112.151785714285,3524.690476190476,0.0,84.67,10.67,4.64,0.0
9948,1.0,1684.0,11.0,0.0,1862.0,10569427.0,31407.0,0.0,1862.0,6276.381828978622,2855.181818181818,0.0,16.94,57.0,25.8,0.0
9949,3.0,0.0,3305.0,3.0,37401.0,0.0,11583148.0,15541.0,12467.0,0.0,3504.734644478064,5180.333333333333,58.94,0.0,16.52,24.4
9950,1.0,4.0,1149.0,1.0,2472207.0,76971.0,5370178.0,1609.0,2472207.0,19242.75,4673.784160139251,1609.0,98.98,0.77,0.19,0.06
9951,68.0,26.0,1306.0,0.0,5567511.0,450691.0,5376192.0,0.0,81875.16176470589,17334.26923076923,4116.532924961715,0.0,79.24,16.76,3.98,0.0
9952,13.0,1179.0,1.0,0.0,4397867.0,11886267.0,2067.0,0.0,338297.4615384616,10081.651399491097,2067.0,0.0,96.53,2.88,0.59,0.0
9953,557.0,125.0,21.0,0.0,57368590.0,1327581.0,99847.0,0.0,102995.67324955115,10620.648,4754.619047619048,0.0,87.01,8.97,4.01,0.0
9954,16.0,151.0,2461.0,0.0,503630.0,2429215.0,11421368.0,0.0,31476.875,16087.51655629139,4640.945956928078,0.0,60.29,30.78,8.87,0.0
9955,7.0,4.0,1691.0,3.0,425054.0,33027.0,7473412.0,20172.0,60722.0,8256.75,4419.522176227085,6724.0,75.79,10.3,5.51,8.38
